year,age_gr,quintil_oecd,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,Important,0.19987,64,263,0.15145,0.24830
1990,17-29 y.,1st Quintile,Less important,0.40525,140,263,0.34580,0.46469
1990,17-29 y.,1st Quintile,Unimportant,0.15861,59,263,0.11437,0.20284
1990,17-29 y.,2nd Quintile,Important,0.18782,75,344,0.14649,0.22916
1990,17-29 y.,2nd Quintile,Less important,0.45285,175,344,0.40017,0.50553
1990,17-29 y.,2nd Quintile,Unimportant,0.22158,94,344,0.17762,0.26553
1990,17-29 y.,3rd Quintile,Important,0.19740,78,367,0.15662,0.23818
1990,17-29 y.,3rd Quintile,Less important,0.50200,213,367,0.45078,0.55323
1990,17-29 y.,3rd Quintile,Unimportant,0.17366,76,367,0.13485,0.21247
1990,17-29 y.,4th Quintile,Important,0.19046,97,486,0.15551,0.22540
1990,17-29 y.,4th Quintile,Less important,0.54824,278,486,0.50395,0.59254
1990,17-29 y.,4th Quintile,Unimportant,0.20751,111,486,0.17141,0.24360
1990,17-29 y.,5th Quintile,Important,0.20632,77,350,0.16386,0.24877
1990,17-29 y.,5th Quintile,Less important,0.54421,196,350,0.49195,0.59646
1990,17-29 y.,5th Quintile,Unimportant,0.19347,77,350,0.15203,0.23491
1990,30-45 y.,1st Quintile,Important,0.17072,56,268,0.12559,0.21586
1990,30-45 y.,1st Quintile,Less important,0.41052,132,268,0.35151,0.46953
1990,30-45 y.,1st Quintile,Unimportant,0.22113,80,268,0.17135,0.27091
1990,30-45 y.,2nd Quintile,Important,0.20750,94,422,0.16877,0.24624
1990,30-45 y.,2nd Quintile,Less important,0.49701,239,422,0.44925,0.54478
1990,30-45 y.,2nd Quintile,Unimportant,0.17694,89,422,0.14049,0.21339
1990,30-45 y.,3rd Quintile,Important,0.23257,105,394,0.19080,0.27434
1990,30-45 y.,3rd Quintile,Less important,0.45111,211,394,0.40191,0.50031
1990,30-45 y.,3rd Quintile,Unimportant,0.17677,78,394,0.13905,0.21448
1990,30-45 y.,4th Quintile,Important,0.26134,109,381,0.21716,0.30551
1990,30-45 y.,4th Quintile,Less important,0.51204,208,381,0.46179,0.56230
1990,30-45 y.,4th Quintile,Unimportant,0.14991,64,381,0.11401,0.18580
1990,30-45 y.,5th Quintile,Important,0.31273,171,528,0.27315,0.35232
1990,30-45 y.,5th Quintile,Less important,0.49400,274,528,0.45131,0.53668
1990,30-45 y.,5th Quintile,Unimportant,0.14731,83,528,0.11705,0.17757
1990,46-65 y.,1st Quintile,Less important,0.39053,125,243,0.32906,0.45200
1990,46-65 y.,1st Quintile,Unimportant,0.35636,118,243,0.29602,0.41670
1990,46-65 y.,2nd Quintile,Important,0.20335,71,313,0.15868,0.24801
1990,46-65 y.,2nd Quintile,Less important,0.42117,151,313,0.36638,0.47596
1990,46-65 y.,2nd Quintile,Unimportant,0.25381,91,313,0.20552,0.30210
1990,46-65 y.,3rd Quintile,Important,0.17115,78,410,0.13465,0.20766
1990,46-65 y.,3rd Quintile,Less important,0.46096,208,410,0.41265,0.50927
1990,46-65 y.,3rd Quintile,Unimportant,0.27453,124,410,0.23128,0.31778
1990,46-65 y.,4th Quintile,Important,0.21069,115,523,0.17571,0.24568
1990,46-65 y.,4th Quintile,Less important,0.52401,291,523,0.48117,0.56685
1990,46-65 y.,4th Quintile,Unimportant,0.19756,117,523,0.16340,0.23172
1990,46-65 y.,5th Quintile,Important,0.30387,183,592,0.26679,0.34095
1990,46-65 y.,5th Quintile,Less important,0.45952,287,592,0.41934,0.49970
1990,46-65 y.,5th Quintile,Unimportant,0.19484,122,592,0.16290,0.22677
1990,66 and older,1st Quintile,Important,0.12472,35,273,0.08545,0.16398
1990,66 and older,1st Quintile,Less important,0.28714,84,273,0.23337,0.34091
1990,66 and older,1st Quintile,Unimportant,0.57839,154,273,0.51970,0.63707
1990,66 and older,2nd Quintile,Less important,0.32358,76,183,0.25561,0.39155
1990,66 and older,2nd Quintile,Unimportant,0.51056,107,183,0.43793,0.58318
1990,66 and older,3rd Quintile,Less important,0.34558,70,160,0.27166,0.41950
1990,66 and older,3rd Quintile,Unimportant,0.44553,90,160,0.36828,0.52279
1990,66 and older,4th Quintile,Less important,0.42416,73,142,0.34259,0.50574
