year,age_gr,migback,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Very important,0.02245,47,1748,0.01550,0.02939
1990,17-29 y.,No migration background,Important,0.16767,372,1748,0.15015,0.18519
1990,17-29 y.,No migration background,Less important,0.41203,938,1748,0.38895,0.43511
1990,17-29 y.,No migration background,Unimportant,0.16211,391,1748,0.14483,0.17940
1990,17-29 y.,Direct migration background,Less important,0.22605,52,52,0.11126,0.34085
1990,30-45 y.,No migration background,Very important,0.02466,61,1921,0.01772,0.03160
1990,30-45 y.,No migration background,Important,0.21140,510,1921,0.19314,0.22966
1990,30-45 y.,No migration background,Less important,0.40494,997,1921,0.38298,0.42689
1990,30-45 y.,No migration background,Unimportant,0.13858,353,1921,0.12312,0.15403
1990,30-45 y.,Direct migration background,Less important,0.19757,60,97,0.11792,0.27722
1990,30-45 y.,Direct migration background,Unimportant,0.12277,37,97,0.05712,0.18842
1990,46-65 y.,No migration background,Very important,0.01965,49,1986,0.01354,0.02575
1990,46-65 y.,No migration background,Important,0.17588,444,1986,0.15913,0.19262
1990,46-65 y.,No migration background,Less important,0.38943,987,1986,0.36798,0.41088
1990,46-65 y.,No migration background,Unimportant,0.19904,506,1986,0.18148,0.21661
1990,46-65 y.,Direct migration background,Important,0.10044,31,168,0.05485,0.14603
1990,46-65 y.,Direct migration background,Less important,0.21199,73,168,0.15000,0.27398
1990,46-65 y.,Direct migration background,Unimportant,0.17895,64,168,0.12081,0.23708
1990,66 and older,No migration background,Important,0.13599,150,925,0.11389,0.15809
1990,66 and older,No migration background,Less important,0.28398,345,925,0.25490,0.31305
1990,66 and older,No migration background,Unimportant,0.37622,430,925,0.34499,0.40746
1990,66 and older,Direct migration background,Unimportant,0.43421,32,32,0.25972,0.60869
1992,17-29 y.,No migration background,Very important,0.02331,48,2559,0.01746,0.02916
1992,17-29 y.,No migration background,Important,0.13097,343,2559,0.11789,0.14404
1992,17-29 y.,No migration background,Less important,0.54577,1422,2559,0.52648,0.56507
1992,17-29 y.,No migration background,Unimportant,0.29373,746,2559,0.27608,0.31138
1992,17-29 y.,Direct migration background,Less important,0.13592,36,68,0.05386,0.21798
1992,17-29 y.,Direct migration background,Unimportant,0.16478,32,68,0.07595,0.25361
1992,30-45 y.,No migration background,Very important,0.01678,56,3428,0.01248,0.02108
1992,30-45 y.,No migration background,Important,0.16859,542,3428,0.15605,0.18112
1992,30-45 y.,No migration background,Less important,0.54119,1898,3428,0.52451,0.55788
1992,30-45 y.,No migration background,Unimportant,0.26905,932,3428,0.25421,0.28390
1992,30-45 y.,Direct migration background,Less important,0.22825,74,123,0.15377,0.30272
1992,30-45 y.,Direct migration background,Unimportant,0.13108,49,123,0.07119,0.19097
1992,46-65 y.,No migration background,Very important,0.02311,71,2989,0.01773,0.02850
1992,46-65 y.,No migration background,Important,0.14553,430,2989,0.13289,0.15818
1992,46-65 y.,No migration background,Less important,0.46675,1426,2989,0.44886,0.48464
1992,46-65 y.,No migration background,Unimportant,0.34658,1062,2989,0.32952,0.36365
1992,46-65 y.,Direct migration background,Important,0.08453,40,233,0.04874,0.12033
1992,46-65 y.,Direct migration background,Less important,0.23598,104,233,0.18134,0.29062
1992,46-65 y.,Direct migration background,Unimportant,0.18136,89,233,0.13177,0.23094
1992,66 and older,No migration background,Important,0.11800,145,1251,0.10012,0.13589
1992,66 and older,No migration background,Less important,0.30594,412,1251,0.28039,0.33149
1992,66 and older,No migration background,Unimportant,0.52183,694,1251,0.49414,0.54952
1992,66 and older,Direct migration background,Less important,0.29487,32,92,0.20118,0.38855
1992,66 and older,Direct migration background,Unimportant,0.53125,60,92,0.42872,0.63378
1995,17-29 y.,No migration background,Very important,0.01684,34,2274,0.01155,0.02213
1995,17-29 y.,No migration background,Important,0.13795,303,2274,0.12378,0.15213
1995,17-29 y.,No migration background,Less important,0.54814,1282,2274,0.52768,0.56860
