year,age_gr,migback,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,No,0.92489,2267,2267,0.91403,0.93574
2009,17-29 y.,Direct migration background,No,0.93954,172,172,0.90382,0.97527
2009,17-29 y.,Indirect migration background,No,0.90943,381,381,0.88058,0.93829
2009,30-45 y.,No migration background,Yes,0.01561,67,3876,0.01171,0.01951
2009,30-45 y.,No migration background,No,0.98439,3809,3876,0.98049,0.98829
2009,30-45 y.,Direct migration background,No,0.98102,523,523,0.96932,0.99273
2009,30-45 y.,Indirect migration background,No,0.98992,268,268,0.97794,1.00190
2009,46-65 y.,No migration background,Yes,0.07518,393,5660,0.06831,0.08205
2009,46-65 y.,No migration background,No,0.92482,5267,5660,0.91795,0.93169
2009,46-65 y.,Direct migration background,Yes,0.11409,63,619,0.08903,0.13916
2009,46-65 y.,Direct migration background,No,0.88591,556,619,0.86084,0.91097
2009,46-65 y.,Indirect migration background,No,0.94535,43,43,0.87661,1.01409
2009,66 and older,No migration background,Yes,0.28382,1018,3821,0.26952,0.29811
2009,66 and older,No migration background,No,0.71618,2803,3821,0.70189,0.73048
2009,66 and older,Direct migration background,Yes,0.22122,65,335,0.17670,0.26573
2009,66 and older,Direct migration background,No,0.77878,270,335,0.73427,0.82330
2011,17-29 y.,No migration background,Yes,0.01161,35,2395,0.00732,0.01590
2011,17-29 y.,No migration background,No,0.83780,2360,2395,0.82303,0.85257
2011,17-29 y.,Direct migration background,No,0.75649,214,214,0.69885,0.81413
2011,17-29 y.,Indirect migration background,No,0.80658,381,381,0.76687,0.84629
2011,30-45 y.,No migration background,Yes,0.01401,74,3956,0.01035,0.01767
2011,30-45 y.,No migration background,No,0.79249,3882,3956,0.77985,0.80513
2011,30-45 y.,Direct migration background,No,0.68175,577,577,0.64371,0.71979
2011,30-45 y.,Indirect migration background,No,0.78129,308,308,0.73504,0.82753
2011,46-65 y.,No migration background,Yes,0.07545,502,6893,0.06922,0.08169
2011,46-65 y.,No migration background,No,0.88365,6391,6893,0.87608,0.89123
2011,46-65 y.,Direct migration background,Yes,0.07106,62,793,0.05317,0.08895
2011,46-65 y.,Direct migration background,No,0.88288,731,793,0.86049,0.90528
2011,46-65 y.,Indirect migration background,No,0.83491,80,80,0.75303,0.91678
2011,66 and older,No migration background,Yes,0.25577,1177,4696,0.24329,0.26825
2011,66 and older,No migration background,No,0.74338,3519,4696,0.73089,0.75588
2011,66 and older,Direct migration background,Yes,0.21369,91,419,0.17440,0.25299
2011,66 and older,Direct migration background,No,0.78587,328,419,0.74654,0.82519
2013,17-29 y.,No migration background,No,0.80936,2023,2023,0.79224,0.82648
2013,17-29 y.,Direct migration background,No,0.32611,173,173,0.25605,0.39617
2013,17-29 y.,Indirect migration background,No,0.40323,314,314,0.34888,0.45758
2013,30-45 y.,No migration background,Yes,0.01868,72,3304,0.01407,0.02330
2013,30-45 y.,No migration background,No,0.78308,3232,3304,0.76902,0.79713
2013,30-45 y.,Direct migration background,No,0.32277,482,482,0.28099,0.36456
2013,30-45 y.,Indirect migration background,No,0.50168,277,277,0.44269,0.56067
2013,46-65 y.,No migration background,Yes,0.07508,500,6533,0.06868,0.08147
2013,46-65 y.,No migration background,No,0.87165,6033,6533,0.86354,0.87976
2013,46-65 y.,Direct migration background,Yes,0.06382,63,685,0.04550,0.08214
2013,46-65 y.,Direct migration background,No,0.56890,622,685,0.53179,0.60602
2013,46-65 y.,Indirect migration background,No,0.74827,93,93,0.65958,0.83695
2013,66 and older,No migration background,Yes,0.26888,1176,4551,0.25599,0.28176
2013,66 and older,No migration background,No,0.72929,3375,4551,0.71638,0.74220
2013,66 and older,Direct migration background,Yes,0.21997,94,382,0.17838,0.26157
2013,66 and older,Direct migration background,No,0.71971,288,382,0.67461,0.76481
2015,17-29 y.,No migration background,Yes,0.01362,37,2560,0.00913,0.01811
2015,17-29 y.,No migration background,No,0.90694,2523,2560,0.89568,0.91820
2015,17-29 y.,Direct migration background,No,0.65854,582,582,0.61998,0.69710
2015,17-29 y.,Indirect migration background,No,0.91164,765,765,0.89151,0.93176
2015,30-45 y.,No migration background,Yes,0.01962,88,4777,0.01569,0.02355
2015,30-45 y.,No migration background,No,0.97370,4689,4777,0.96916,0.97823
2015,30-45 y.,Direct migration background,No,0.81026,1943,1943,0.79282,0.82770
2015,30-45 y.,Indirect migration background,No,0.95485,601,601,0.93823,0.97146
2015,46-65 y.,No migration background,Yes,0.07692,515,7278,0.07080,0.08304
2015,46-65 y.,No migration background,No,0.92162,6763,7278,0.91544,0.92779
2015,46-65 y.,Direct migration background,Yes,0.08084,105,1425,0.06669,0.09500
2015,46-65 y.,Direct migration background,No,0.86864,1320,1425,0.85109,0.88618
2015,46-65 y.,Indirect migration background,No,0.80502,158,158,0.74304,0.86699
2015,66 and older,No migration background,Yes,0.26697,1161,4448,0.25397,0.27997
2015,66 and older,No migration background,No,0.73263,3287,4448,0.71962,0.74563
2015,66 and older,Direct migration background,Yes,0.23513,110,431,0.19504,0.27521
2015,66 and older,Direct migration background,No,0.75725,321,431,0.71672,0.79777
2017,17-29 y.,No migration background,Yes,0.01104,36,2940,0.00726,0.01482
2017,17-29 y.,No migration background,No,0.92031,2904,2940,0.91052,0.93010
2017,17-29 y.,Direct migration background,No,0.78189,607,607,0.74901,0.81477
2017,17-29 y.,Indirect migration background,No,0.91258,796,796,0.89294,0.93221
2017,30-45 y.,No migration background,Yes,0.02205,101,4563,0.01779,0.02631
2017,30-45 y.,No migration background,No,0.97795,4462,4563,0.97369,0.98221
2017,30-45 y.,Direct migration background,Yes,0.02230,39,2102,0.01599,0.02862
2017,30-45 y.,Direct migration background,No,0.93201,2063,2102,0.92124,0.94277
2017,30-45 y.,Indirect migration background,No,0.96217,579,579,0.94662,0.97773
2017,46-65 y.,No migration background,Yes,0.07993,591,8152,0.07404,0.08581
2017,46-65 y.,No migration background,No,0.92007,7561,8152,0.91419,0.92596
2017,46-65 y.,Direct migration background,Yes,0.07621,115,1596,0.06318,0.08923
2017,46-65 y.,Direct migration background,No,0.90951,1481,1596,0.89543,0.92359
2017,46-65 y.,Indirect migration background,No,0.90567,210,210,0.86604,0.94529
2017,66 and older,No migration background,Yes,0.25621,1120,4503,0.24346,0.26896
2017,66 and older,No migration background,No,0.74379,3383,4503,0.73104,0.75654
2017,66 and older,Direct migration background,Yes,0.21413,97,440,0.17576,0.25251
2017,66 and older,Direct migration background,No,0.78260,343,440,0.74402,0.82119
2019,17-29 y.,No migration background,Yes,0.01676,45,2714,0.01193,0.02159
2019,17-29 y.,No migration background,No,0.90628,2669,2714,0.89531,0.91724
2019,17-29 y.,Direct migration background,No,0.76329,415,415,0.72234,0.80423
2019,17-29 y.,Indirect migration background,No,0.91384,702,702,0.89306,0.93461
2019,30-45 y.,No migration background,Yes,0.02588,112,4139,0.02104,0.03072
2019,30-45 y.,No migration background,No,0.97412,4027,4139,0.96928,0.97896
2019,30-45 y.,Direct migration background,No,0.92664,1569,1569,0.91373,0.93954
2019,30-45 y.,Indirect migration background,No,0.99149,542,542,0.98375,0.99923
2019,46-65 y.,No migration background,Yes,0.09190,666,8624,0.08581,0.09800
2019,46-65 y.,No migration background,No,0.90810,7958,8624,0.90200,0.91419
2019,46-65 y.,Direct migration background,Yes,0.06113,94,1507,0.04903,0.07323
2019,46-65 y.,Direct migration background,No,0.92190,1413,1507,0.90835,0.93545
2019,46-65 y.,Indirect migration background,No,0.93241,270,270,0.90241,0.96241
2019,66 and older,No migration background,Yes,0.26516,1210,4706,0.25255,0.27778
2019,66 and older,No migration background,No,0.73484,3496,4706,0.72222,0.74745
2019,66 and older,Direct migration background,Yes,0.21128,99,440,0.17310,0.24947
2019,66 and older,Direct migration background,No,0.78580,341,440,0.74742,0.82417
2021,17-29 y.,No migration background,Yes,0.01641,33,1762,0.01047,0.02234
2021,17-29 y.,No migration background,No,0.90371,1729,1762,0.88993,0.91748
2021,17-29 y.,Direct migration background,No,0.89599,1008,1008,0.87713,0.91484
2021,17-29 y.,Indirect migration background,No,0.93157,395,395,0.90663,0.95650
2021,30-45 y.,No migration background,Yes,0.02463,67,2590,0.01866,0.03060
2021,30-45 y.,No migration background,No,0.96059,2523,2590,0.95310,0.96809
