year,age_gr,quintil_oecd,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,66 and older,3rd Quintile,No,0.76680,599,783,0.73716,0.79644
2011,66 and older,4th Quintile,Yes,0.24690,147,609,0.21262,0.28117
2011,66 and older,4th Quintile,No,0.75224,462,609,0.71792,0.78656
2011,66 and older,5th Quintile,Yes,0.24087,172,783,0.21090,0.27085
2011,66 and older,5th Quintile,No,0.75901,611,783,0.72904,0.78899
2013,17-29 y.,1st Quintile,No,0.74756,658,658,0.71434,0.78078
2013,17-29 y.,2nd Quintile,No,0.75755,464,464,0.71852,0.79659
2013,17-29 y.,3rd Quintile,No,0.83833,481,481,0.80539,0.87126
2013,17-29 y.,4th Quintile,No,0.88350,494,494,0.85518,0.91182
2013,17-29 y.,5th Quintile,No,0.89454,411,411,0.86481,0.92427
2013,30-45 y.,1st Quintile,No,0.64374,625,625,0.60616,0.68131
2013,30-45 y.,2nd Quintile,No,0.72206,771,771,0.69042,0.75371
2013,30-45 y.,3rd Quintile,No,0.79756,780,780,0.76935,0.82578
2013,30-45 y.,4th Quintile,No,0.84528,895,895,0.82157,0.86899
2013,30-45 y.,5th Quintile,No,0.87420,919,919,0.85275,0.89565
2013,46-65 y.,1st Quintile,Yes,0.12684,120,968,0.10586,0.14781
2013,46-65 y.,1st Quintile,No,0.77768,848,968,0.75147,0.80389
2013,46-65 y.,2nd Quintile,Yes,0.07009,89,965,0.05398,0.08621
2013,46-65 y.,2nd Quintile,No,0.84018,876,965,0.81705,0.86331
2013,46-65 y.,3rd Quintile,Yes,0.08935,106,1264,0.07362,0.10508
2013,46-65 y.,3rd Quintile,No,0.85677,1158,1264,0.83745,0.87609
2013,46-65 y.,4th Quintile,Yes,0.07338,120,1662,0.06084,0.08592
2013,46-65 y.,4th Quintile,No,0.89573,1542,1662,0.88103,0.91043
2013,46-65 y.,5th Quintile,Yes,0.05276,137,2461,0.04393,0.06160
2013,46-65 y.,5th Quintile,No,0.92826,2324,2461,0.91806,0.93845
2013,66 and older,1st Quintile,Yes,0.29375,229,820,0.26255,0.32494
2013,66 and older,1st Quintile,No,0.70499,591,820,0.67376,0.73622
2013,66 and older,2nd Quintile,Yes,0.26662,332,1216,0.24176,0.29149
2013,66 and older,2nd Quintile,No,0.73198,884,1216,0.70708,0.75689
2013,66 and older,3rd Quintile,Yes,0.27381,287,1050,0.24683,0.30080
2013,66 and older,3rd Quintile,No,0.72496,763,1050,0.69794,0.75198
2013,66 and older,4th Quintile,Yes,0.24700,202,869,0.21831,0.27569
2013,66 and older,4th Quintile,No,0.75249,667,869,0.72378,0.78120
2013,66 and older,5th Quintile,Yes,0.24107,219,981,0.21429,0.26785
2013,66 and older,5th Quintile,No,0.75877,762,981,0.73198,0.78555
2015,17-29 y.,1st Quintile,No,0.91252,1220,1220,0.89665,0.92838
2015,17-29 y.,2nd Quintile,No,0.90389,850,850,0.88406,0.92372
2015,17-29 y.,3rd Quintile,No,0.90432,737,737,0.88306,0.92557
2015,17-29 y.,4th Quintile,No,0.91758,617,617,0.89586,0.93930
2015,17-29 y.,5th Quintile,No,0.92405,442,442,0.89933,0.94878
2015,30-45 y.,1st Quintile,Yes,0.02650,39,1568,0.01855,0.03446
2015,30-45 y.,1st Quintile,No,0.96056,1529,1568,0.95092,0.97020
2015,30-45 y.,2nd Quintile,Yes,0.02637,32,1653,0.01864,0.03409
2015,30-45 y.,2nd Quintile,No,0.97045,1621,1653,0.96228,0.97861
2015,30-45 y.,3rd Quintile,No,0.97594,1511,1511,0.96821,0.98367
2015,30-45 y.,4th Quintile,No,0.98506,1345,1345,0.97857,0.99154
2015,30-45 y.,5th Quintile,No,0.98945,1227,1227,0.98373,0.99517
2015,46-65 y.,1st Quintile,Yes,0.13348,158,1471,0.11610,0.15087
2015,46-65 y.,1st Quintile,No,0.85834,1313,1471,0.84052,0.87617
2015,46-65 y.,2nd Quintile,Yes,0.09538,126,1476,0.08039,0.11037
2015,46-65 y.,2nd Quintile,No,0.90223,1350,1476,0.88707,0.91738
2015,46-65 y.,3rd Quintile,Yes,0.07639,103,1555,0.06319,0.08960
2015,46-65 y.,3rd Quintile,No,0.92334,1452,1555,0.91011,0.93657
2015,46-65 y.,4th Quintile,Yes,0.05830,103,1899,0.04776,0.06884
2015,46-65 y.,4th Quintile,No,0.94170,1796,1899,0.93116,0.95224
2015,46-65 y.,5th Quintile,Yes,0.06157,147,2477,0.05210,0.07104
2015,46-65 y.,5th Quintile,No,0.93798,2330,2477,0.92848,0.94748
2015,66 and older,1st Quintile,Yes,0.28942,210,729,0.25648,0.32237
2015,66 and older,1st Quintile,No,0.70996,519,729,0.67699,0.74292
2015,66 and older,2nd Quintile,Yes,0.27442,354,1288,0.25004,0.29880
2015,66 and older,2nd Quintile,No,0.72482,934,1288,0.70042,0.74922
2015,66 and older,3rd Quintile,Yes,0.25703,273,1048,0.23056,0.28350
2015,66 and older,3rd Quintile,No,0.74260,775,1048,0.71612,0.76908
2015,66 and older,4th Quintile,Yes,0.28143,236,886,0.25180,0.31105
2015,66 and older,4th Quintile,No,0.71857,650,886,0.68895,0.74820
2015,66 and older,5th Quintile,Yes,0.20808,199,932,0.18200,0.23415
2015,66 and older,5th Quintile,No,0.79192,733,932,0.76585,0.81800
2017,17-29 y.,1st Quintile,No,0.88414,1188,1188,0.86593,0.90235
2017,17-29 y.,2nd Quintile,No,0.90072,780,780,0.87973,0.92172
2017,17-29 y.,3rd Quintile,No,0.90940,666,666,0.88758,0.93121
2017,17-29 y.,4th Quintile,No,0.93173,589,589,0.91135,0.95212
2017,17-29 y.,5th Quintile,No,0.94705,413,413,0.92543,0.96867
2017,30-45 y.,1st Quintile,Yes,0.05467,46,1451,0.04297,0.06638
2017,30-45 y.,1st Quintile,No,0.91522,1405,1451,0.90088,0.92955
2017,30-45 y.,2nd Quintile,Yes,0.02873,34,1483,0.02022,0.03723
2017,30-45 y.,2nd Quintile,No,0.96934,1449,1483,0.96056,0.97812
2017,30-45 y.,3rd Quintile,No,0.98352,1211,1211,0.97635,0.99070
2017,30-45 y.,4th Quintile,No,0.98856,1131,1131,0.98236,0.99476
2017,30-45 y.,5th Quintile,No,0.99070,974,974,0.98466,0.99673
2017,46-65 y.,1st Quintile,Yes,0.14220,152,1339,0.12348,0.16091
2017,46-65 y.,1st Quintile,No,0.84976,1187,1339,0.83061,0.86890
2017,46-65 y.,2nd Quintile,Yes,0.09856,119,1418,0.08304,0.11408
2017,46-65 y.,2nd Quintile,No,0.90111,1299,1418,0.88557,0.91666
2017,46-65 y.,3rd Quintile,Yes,0.08312,111,1479,0.06905,0.09720
2017,46-65 y.,3rd Quintile,No,0.91684,1368,1479,0.90276,0.93091
2017,46-65 y.,4th Quintile,Yes,0.06011,101,1776,0.04905,0.07117
2017,46-65 y.,4th Quintile,No,0.93989,1675,1776,0.92883,0.95095
2017,46-65 y.,5th Quintile,Yes,0.06231,126,2239,0.05230,0.07233
2017,46-65 y.,5th Quintile,No,0.93769,2113,2239,0.92767,0.94770
2017,66 and older,1st Quintile,Yes,0.25813,178,680,0.22522,0.29105
2017,66 and older,1st Quintile,No,0.74109,502,680,0.70814,0.77404
2017,66 and older,2nd Quintile,Yes,0.26503,323,1162,0.23964,0.29041
2017,66 and older,2nd Quintile,No,0.73497,839,1162,0.70959,0.76036
2017,66 and older,3rd Quintile,Yes,0.24530,267,1029,0.21899,0.27160
2017,66 and older,3rd Quintile,No,0.75470,762,1029,0.72840,0.78101
2017,66 and older,4th Quintile,Yes,0.26414,187,825,0.23404,0.29424
2017,66 and older,4th Quintile,No,0.73586,638,825,0.70576,0.76596
2017,66 and older,5th Quintile,Yes,0.23667,197,909,0.20903,0.26432
2017,66 and older,5th Quintile,No,0.76333,712,909,0.73568,0.79097
2019,17-29 y.,1st Quintile,No,0.86056,1087,1087,0.83995,0.88116
2019,17-29 y.,2nd Quintile,No,0.89427,836,836,0.87342,0.91513
2019,17-29 y.,3rd Quintile,No,0.90774,698,698,0.88626,0.92923
2019,17-29 y.,4th Quintile,No,0.91877,556,556,0.89604,0.94150
2019,17-29 y.,5th Quintile,No,0.93207,428,428,0.90820,0.95594
2019,30-45 y.,1st Quintile,Yes,0.03475,43,1224,0.02449,0.04502
2019,30-45 y.,1st Quintile,No,0.90204,1181,1224,0.88538,0.91870
2019,30-45 y.,2nd Quintile,No,0.97860,1218,1218,0.97047,0.98673
2019,30-45 y.,3rd Quintile,No,0.97995,1206,1206,0.97204,0.98787
2019,30-45 y.,4th Quintile,No,0.98217,1014,1014,0.97402,0.99032
2019,30-45 y.,5th Quintile,No,0.98541,918,918,0.97765,0.99317
2019,46-65 y.,1st Quintile,Yes,0.12463,150,1326,0.10685,0.14242
2019,46-65 y.,1st Quintile,No,0.86013,1176,1326,0.84145,0.87881
2019,46-65 y.,2nd Quintile,Yes,0.09572,136,1464,0.08065,0.11080
2019,46-65 y.,2nd Quintile,No,0.90296,1328,1464,0.88779,0.91812
2019,46-65 y.,3rd Quintile,Yes,0.10645,140,1617,0.09142,0.12149
2019,46-65 y.,3rd Quintile,No,0.89353,1477,1617,0.87850,0.90857
2019,46-65 y.,4th Quintile,Yes,0.06617,110,1831,0.05478,0.07756
2019,46-65 y.,4th Quintile,No,0.93380,1721,1831,0.92241,0.94519
2019,46-65 y.,5th Quintile,Yes,0.06338,143,2479,0.05379,0.07298
2019,46-65 y.,5th Quintile,No,0.93662,2336,2479,0.92702,0.94621
2019,66 and older,1st Quintile,Yes,0.25015,188,738,0.21888,0.28142
2019,66 and older,1st Quintile,No,0.74875,550,738,0.71743,0.78006
2019,66 and older,2nd Quintile,Yes,0.28086,341,1206,0.25548,0.30623
2019,66 and older,2nd Quintile,No,0.71911,865,1206,0.69373,0.74449
2019,66 and older,3rd Quintile,Yes,0.27617,246,959,0.24786,0.30449
2019,66 and older,3rd Quintile,No,0.72383,713,959,0.69551,0.75214
2019,66 and older,4th Quintile,Yes,0.26620,220,843,0.23635,0.29605
2019,66 and older,4th Quintile,No,0.73380,623,843,0.70395,0.76365
2019,66 and older,5th Quintile,Yes,0.20817,216,946,0.18229,0.23406
2019,66 and older,5th Quintile,No,0.79183,730,946,0.76594,0.81771
2021,17-29 y.,1st Quintile,No,0.92579,1202,1202,0.91097,0.94062
2021,17-29 y.,2nd Quintile,No,0.86986,601,601,0.84294,0.89678
2021,17-29 y.,3rd Quintile,No,0.89972,453,453,0.87203,0.92741
2021,17-29 y.,4th Quintile,No,0.95027,456,456,0.93029,0.97024
2021,17-29 y.,5th Quintile,No,0.89574,313,313,0.86183,0.92965
2021,30-45 y.,1st Quintile,Yes,0.03638,45,1632,0.02729,0.04547
2021,30-45 y.,1st Quintile,No,0.95516,1587,1632,0.94512,0.96521
2021,30-45 y.,2nd Quintile,No,0.94641,991,991,0.93238,0.96044
2021,30-45 y.,3rd Quintile,No,0.98592,822,822,0.97786,0.99398
2021,30-45 y.,4th Quintile,No,0.96233,773,773,0.94890,0.97576
2021,30-45 y.,5th Quintile,No,0.96340,791,791,0.95030,0.97649
2021,46-65 y.,1st Quintile,Yes,0.13692,155,1242,0.11779,0.15604
2021,46-65 y.,1st Quintile,No,0.85340,1087,1242,0.83372,0.87308
2021,46-65 y.,2nd Quintile,Yes,0.08487,98,1127,0.06859,0.10114
2021,46-65 y.,2nd Quintile,No,0.90656,1029,1127,0.88956,0.92356
2021,46-65 y.,3rd Quintile,Yes,0.08715,86,1104,0.07050,0.10379
2021,46-65 y.,3rd Quintile,No,0.90352,1018,1104,0.88610,0.92095
2021,46-65 y.,4th Quintile,Yes,0.09383,95,1370,0.07839,0.10928
2021,46-65 y.,4th Quintile,No,0.90252,1275,1370,0.88681,0.91823
2021,46-65 y.,5th Quintile,Yes,0.06885,151,2303,0.05850,0.07919
2021,46-65 y.,5th Quintile,No,0.92090,2152,2303,0.90988,0.93193
2021,66 and older,1st Quintile,Yes,0.28794,174,625,0.25241,0.32347
2021,66 and older,1st Quintile,No,0.70260,451,625,0.66673,0.73846
2021,66 and older,2nd Quintile,Yes,0.28357,230,820,0.25270,0.31444
2021,66 and older,2nd Quintile,No,0.70852,590,820,0.67739,0.73964
2021,66 and older,3rd Quintile,Yes,0.25878,158,634,0.22466,0.29289
2021,66 and older,3rd Quintile,No,0.73798,476,634,0.70372,0.77224
2021,66 and older,4th Quintile,Yes,0.30983,160,623,0.27348,0.34617
2021,66 and older,4th Quintile,No,0.67561,463,623,0.63882,0.71240
2021,66 and older,5th Quintile,Yes,0.24608,208,852,0.21714,0.27501
2021,66 and older,5th Quintile,No,0.74626,644,852,0.71702,0.77550
