year,bula_h,regtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Bremen,Urban regions,Yes,0.46342,54,103,0.36665,0.56020
2016,Bremen,Urban regions,No,0.51407,49,103,0.41707,0.61107
2016,North Rhine-Westphalia,Urban regions,Yes,0.57562,1719,2837,0.55743,0.59381
2016,North Rhine-Westphalia,Urban regions,No,0.41152,1118,2837,0.39341,0.42963
2016,Hesse,Urban regions,Yes,0.52126,409,792,0.48645,0.55608
2016,Hesse,Urban regions,No,0.47014,383,792,0.43536,0.50492
2016,Hesse,Rural regions,Yes,0.67523,112,179,0.60643,0.74402
2016,Hesse,Rural regions,No,0.31921,67,179,0.25073,0.38770
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.49283,312,619,0.45341,0.53224
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.48485,307,619,0.44544,0.52425
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.53006,110,223,0.46440,0.59571
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.46512,113,223,0.39951,0.53074
2016,Baden-Wuerttemberg,Urban regions,Yes,0.61662,914,1434,0.59145,0.64179
2016,Baden-Wuerttemberg,Urban regions,No,0.36466,520,1434,0.33973,0.38958
2016,Baden-Wuerttemberg,Rural regions,Yes,0.78964,134,172,0.72855,0.85072
2016,Baden-Wuerttemberg,Rural regions,No,0.19306,38,172,0.13390,0.25222
2016,Bavaria,Urban regions,Yes,0.55476,623,1083,0.52515,0.58438
2016,Bavaria,Urban regions,No,0.43082,460,1083,0.40131,0.46032
2016,Bavaria,Rural regions,Yes,0.47939,641,1192,0.45102,0.50776
2016,Bavaria,Rural regions,No,0.50368,551,1192,0.47528,0.53207
2016,Berlin,Urban regions,Yes,0.58917,349,605,0.54993,0.62840
2016,Berlin,Urban regions,No,0.40072,256,605,0.36164,0.43980
2016,Brandenburg,Urban regions,Yes,0.88227,37,37,0.77699,0.98755
2016,Brandenburg,Rural regions,Yes,0.63142,347,515,0.58972,0.67313
2016,Brandenburg,Rural regions,No,0.35116,168,515,0.30990,0.39243
2016,Mecklenburg-Western Pomerania,Urban regions,Yes,0.79230,34,34,0.65390,0.93071
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.80514,229,283,0.75891,0.85137
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.18827,54,283,0.14264,0.23389
2016,Saxony,Urban regions,Yes,0.57598,292,460,0.53077,0.62119
2016,Saxony,Urban regions,No,0.41162,168,460,0.36660,0.45664
2016,Saxony,Rural regions,Yes,0.60328,256,398,0.55516,0.65141
2016,Saxony,Rural regions,No,0.38030,142,398,0.33254,0.42805
2016,Saxony-Anhalt,Urban regions,Yes,0.69333,84,124,0.61184,0.77482
2016,Saxony-Anhalt,Urban regions,No,0.28706,40,124,0.20711,0.36701
2016,Saxony-Anhalt,Rural regions,Yes,0.66572,249,388,0.61872,0.71272
2016,Saxony-Anhalt,Rural regions,No,0.32980,139,388,0.28296,0.37664
2016,Thuringa,Urban regions,Yes,0.70464,121,179,0.63762,0.77166
2016,Thuringa,Urban regions,No,0.29097,58,179,0.22425,0.35770
2016,Thuringa,Rural regions,Yes,0.65176,235,364,0.60275,0.70077
2016,Thuringa,Rural regions,No,0.33943,129,364,0.29072,0.38814
2017,Schleswig-Holstein,Urban regions,Yes,0.62207,112,171,0.54918,0.69496
2017,Schleswig-Holstein,Urban regions,No,0.34846,59,171,0.27683,0.42008
2017,Schleswig-Holstein,Rural regions,Yes,0.58286,233,390,0.53386,0.63186
2017,Schleswig-Holstein,Rural regions,No,0.40628,157,390,0.35747,0.45509
2017,Hamburg,Urban regions,Yes,0.48816,157,296,0.43112,0.54520
2017,Hamburg,Urban regions,No,0.50763,139,296,0.45058,0.56468
2017,Lower Saxony,Urban regions,Yes,0.54313,387,659,0.50507,0.58120
2017,Lower Saxony,Urban regions,No,0.44095,272,659,0.40301,0.47889
2017,Lower Saxony,Rural regions,Yes,0.68286,634,874,0.65199,0.71373
2017,Lower Saxony,Rural regions,No,0.30234,240,874,0.27188,0.33281
2017,Bremen,Urban regions,Yes,0.57720,81,129,0.49162,0.66278
2017,Bremen,Urban regions,No,0.40641,48,129,0.32132,0.49150
2017,North Rhine-Westphalia,Urban regions,Yes,0.64145,2056,3104,0.62457,0.65832
2017,North Rhine-Westphalia,Urban regions,No,0.34399,1048,3104,0.32727,0.36070
2017,North Rhine-Westphalia,Rural regions,Yes,0.53500,33,33,0.36219,0.70782
2017,Hesse,Urban regions,Yes,0.51178,459,839,0.47793,0.54562
2017,Hesse,Urban regions,No,0.46884,380,839,0.43505,0.50263
2017,Hesse,Rural regions,Yes,0.63068,129,206,0.56461,0.69674
2017,Hesse,Rural regions,No,0.35476,77,206,0.28927,0.42026
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.54904,366,654,0.51087,0.58720
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.43106,288,654,0.39307,0.46904
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.52202,114,218,0.45556,0.58849
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.44461,104,218,0.37849,0.51073
2017,Baden-Wuerttemberg,Urban regions,Yes,0.58124,958,1528,0.55649,0.60598
2017,Baden-Wuerttemberg,Urban regions,No,0.40508,570,1528,0.38046,0.42970
2017,Baden-Wuerttemberg,Rural regions,Yes,0.73335,137,183,0.66910,0.79759
2017,Baden-Wuerttemberg,Rural regions,No,0.25870,46,183,0.19508,0.32233
2017,Bavaria,Urban regions,Yes,0.59257,732,1182,0.56454,0.62059
2017,Bavaria,Urban regions,No,0.38699,450,1182,0.35921,0.41477
2017,Bavaria,Rural regions,Yes,0.53804,745,1296,0.51088,0.56519
2017,Bavaria,Rural regions,No,0.45127,551,1296,0.42417,0.47838
2017,Berlin,Urban regions,Yes,0.60220,399,653,0.56464,0.63977
2017,Berlin,Urban regions,No,0.37844,254,653,0.34121,0.41567
2017,Brandenburg,Urban regions,Yes,0.81910,42,42,0.70127,0.93693
2017,Brandenburg,Rural regions,Yes,0.64043,368,564,0.60079,0.68007
2017,Brandenburg,Rural regions,No,0.35211,196,564,0.31266,0.39156
2017,Mecklenburg-Western Pomerania,Urban regions,Yes,0.64383,38,38,0.48952,0.79813
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.79480,252,310,0.74977,0.83983
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.19860,58,310,0.15412,0.24309
2017,Saxony,Urban regions,Yes,0.60840,351,525,0.56661,0.65020
2017,Saxony,Urban regions,No,0.35569,174,525,0.31470,0.39667
2017,Saxony,Rural regions,Yes,0.58408,277,454,0.53869,0.62947
2017,Saxony,Rural regions,No,0.40294,177,454,0.35777,0.44811
2017,Saxony-Anhalt,Urban regions,Yes,0.76802,82,117,0.69121,0.84484
2017,Saxony-Anhalt,Urban regions,No,0.20821,35,117,0.13432,0.28209
2017,Saxony-Anhalt,Rural regions,Yes,0.67316,301,449,0.62973,0.71660
2017,Saxony-Anhalt,Rural regions,No,0.31982,148,449,0.27663,0.36301
2017,Thuringa,Urban regions,Yes,0.68861,123,187,0.62207,0.75516
2017,Thuringa,Urban regions,No,0.30491,64,187,0.23875,0.37107
2017,Thuringa,Rural regions,Yes,0.60716,248,403,0.55942,0.65490
2017,Thuringa,Rural regions,No,0.38132,155,403,0.33384,0.42880
2018,Schleswig-Holstein,Urban regions,Yes,0.61315,118,194,0.54444,0.68186
2018,Schleswig-Holstein,Urban regions,No,0.36565,76,194,0.29770,0.43360
2018,Schleswig-Holstein,Rural regions,Yes,0.56462,208,360,0.51333,0.61591
2018,Schleswig-Holstein,Rural regions,No,0.42063,152,360,0.36956,0.47170
2018,Hamburg,Urban regions,Yes,0.51091,175,321,0.45614,0.56569
2018,Hamburg,Urban regions,No,0.47620,146,321,0.42147,0.53092
2018,Lower Saxony,Urban regions,Yes,0.61109,386,634,0.57312,0.64907
2018,Lower Saxony,Urban regions,No,0.36198,248,634,0.32454,0.39941
2018,Lower Saxony,Rural regions,Yes,0.69714,585,836,0.66598,0.72831
2018,Lower Saxony,Rural regions,No,0.28916,251,836,0.25841,0.31991
2018,Bremen,Urban regions,Yes,0.55958,81,134,0.47520,0.64395
2018,Bremen,Urban regions,No,0.42282,53,134,0.33886,0.50678
2018,North Rhine-Westphalia,Urban regions,Yes,0.64357,2044,3094,0.62670,0.66045
2018,North Rhine-Westphalia,Urban regions,No,0.33977,1050,3094,0.32308,0.35646
2018,North Rhine-Westphalia,Rural regions,Yes,0.55227,34,34,0.38261,0.72193
2018,Hesse,Urban regions,Yes,0.53473,452,792,0.49997,0.56949
2018,Hesse,Urban regions,No,0.45298,340,792,0.41829,0.48767
2018,Hesse,Rural regions,Yes,0.64672,131,204,0.58097,0.71248
2018,Hesse,Rural regions,No,0.33993,73,204,0.27477,0.40509
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.56555,363,661,0.52773,0.60336
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.42070,298,661,0.38303,0.45836
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.51491,114,215,0.44795,0.58188
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.46172,101,215,0.39493,0.52852
2018,Baden-Wuerttemberg,Urban regions,Yes,0.64855,984,1436,0.62385,0.67326
2018,Baden-Wuerttemberg,Urban regions,No,0.34005,452,1436,0.31554,0.36456
2018,Baden-Wuerttemberg,Rural regions,Yes,0.70313,128,174,0.63505,0.77122
2018,Baden-Wuerttemberg,Rural regions,No,0.28664,46,174,0.21926,0.35403
2018,Bavaria,Urban regions,Yes,0.61435,689,1159,0.58631,0.64238
2018,Bavaria,Urban regions,No,0.37643,470,1159,0.34852,0.40433
2018,Bavaria,Rural regions,Yes,0.57147,740,1237,0.54388,0.59906
2018,Bavaria,Rural regions,No,0.41979,497,1237,0.39228,0.44731
2018,Berlin,Urban regions,Yes,0.66550,464,681,0.63004,0.70097
2018,Berlin,Urban regions,No,0.31136,217,681,0.27656,0.34617
2018,Brandenburg,Urban regions,Yes,0.74711,37,37,0.60512,0.88910
2018,Brandenburg,Rural regions,Yes,0.66972,387,585,0.63157,0.70786
2018,Brandenburg,Rural regions,No,0.32347,198,585,0.28552,0.36141
2018,Mecklenburg-Western Pomerania,Urban regions,Yes,0.75404,50,50,0.63345,0.87462
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.80185,254,315,0.75776,0.84594
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.19079,61,315,0.14732,0.23425
2018,Saxony,Urban regions,Yes,0.64206,360,526,0.60105,0.68307
2018,Saxony,Urban regions,No,0.34170,166,526,0.30113,0.38227
2018,Saxony,Rural regions,Yes,0.62229,287,448,0.57734,0.66723
2018,Saxony,Rural regions,No,0.37236,161,448,0.32754,0.41718
2018,Saxony-Anhalt,Urban regions,Yes,0.78839,98,98,0.70710,0.86967
2018,Saxony-Anhalt,Rural regions,Yes,0.71705,316,445,0.67515,0.75895
2018,Saxony-Anhalt,Rural regions,No,0.27960,129,445,0.23785,0.32134
2018,Thuringa,Urban regions,Yes,0.64052,124,192,0.57246,0.70857
2018,Thuringa,Urban regions,No,0.33286,68,192,0.26603,0.39969
2018,Thuringa,Rural regions,Yes,0.59836,232,381,0.54907,0.64765
2018,Thuringa,Rural regions,No,0.38572,149,381,0.33678,0.43466
2019,Schleswig-Holstein,Urban regions,Yes,0.54751,99,149,0.46732,0.62770
2019,Schleswig-Holstein,Urban regions,No,0.29328,50,149,0.21993,0.36663
2019,Schleswig-Holstein,Rural regions,Yes,0.53512,175,298,0.47840,0.59185
2019,Schleswig-Holstein,Rural regions,No,0.37521,123,298,0.32014,0.43027
2019,Hamburg,Urban regions,Yes,0.46297,144,271,0.40349,0.52244
2019,Hamburg,Urban regions,No,0.46596,127,271,0.40646,0.52546
2019,Lower Saxony,Urban regions,Yes,0.54153,317,517,0.49854,0.58452
2019,Lower Saxony,Urban regions,No,0.32951,200,517,0.28895,0.37007
2019,Lower Saxony,Rural regions,Yes,0.64470,499,699,0.60920,0.68021
2019,Lower Saxony,Rural regions,No,0.27635,200,699,0.24317,0.30953
2019,Bremen,Urban regions,Yes,0.57053,67,112,0.47844,0.66262
2019,Bremen,Urban regions,No,0.38063,45,112,0.29030,0.47096
2019,North Rhine-Westphalia,Urban regions,Yes,0.59183,1701,2526,0.57266,0.61101
2019,North Rhine-Westphalia,Urban regions,No,0.31329,825,2526,0.29520,0.33138
2019,Hesse,Urban regions,Yes,0.49615,378,655,0.45783,0.53446
2019,Hesse,Urban regions,No,0.40834,277,655,0.37067,0.44601
2019,Hesse,Rural regions,Yes,0.56786,100,149,0.48805,0.64767
2019,Hesse,Rural regions,No,0.26662,49,149,0.19538,0.33786
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.51655,296,534,0.47412,0.55897
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.39504,238,534,0.35353,0.43654
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.50790,104,180,0.43467,0.58114
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.39065,76,180,0.31917,0.46212
2019,Baden-Wuerttemberg,Urban regions,Yes,0.59703,807,1165,0.56885,0.62521
2019,Baden-Wuerttemberg,Urban regions,No,0.30531,358,1165,0.27886,0.33177
2019,Baden-Wuerttemberg,Rural regions,Yes,0.63114,101,140,0.55093,0.71136
2019,Baden-Wuerttemberg,Rural regions,No,0.29733,39,140,0.22134,0.37332
2019,Bavaria,Urban regions,Yes,0.54199,551,916,0.50970,0.57427
2019,Bavaria,Urban regions,No,0.34527,365,916,0.31446,0.37608
2019,Bavaria,Rural regions,Yes,0.50361,612,1028,0.47303,0.53419
2019,Bavaria,Rural regions,No,0.40108,416,1028,0.37110,0.43105
2019,Berlin,Urban regions,Yes,0.62252,379,551,0.58201,0.66304
2019,Berlin,Urban regions,No,0.30490,172,551,0.26643,0.34338
2019,Brandenburg,Urban regions,Yes,0.60683,31,31,0.43204,0.78162
2019,Brandenburg,Rural regions,Yes,0.61928,342,510,0.57710,0.66146
2019,Brandenburg,Rural regions,No,0.28673,168,510,0.24744,0.32602
2019,Mecklenburg-Western Pomerania,Urban regions,Yes,0.79336,44,44,0.67233,0.91438
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.75333,211,255,0.70031,0.80634
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.14407,44,255,0.10088,0.18726
2019,Saxony,Urban regions,Yes,0.58300,305,434,0.53656,0.62944
2019,Saxony,Urban regions,No,0.31389,129,434,0.27017,0.35760
2019,Saxony,Rural regions,Yes,0.57783,242,385,0.52843,0.62723
2019,Saxony,Rural regions,No,0.35653,143,385,0.30862,0.40444
2019,Saxony-Anhalt,Urban regions,Yes,0.70549,83,83,0.60683,0.80415
2019,Saxony-Anhalt,Rural regions,Yes,0.66064,254,353,0.61118,0.71011
2019,Saxony-Anhalt,Rural regions,No,0.27700,99,353,0.23025,0.32375
2019,Thuringa,Urban regions,Yes,0.63118,103,145,0.55238,0.70999
2019,Thuringa,Urban regions,No,0.24170,42,145,0.17178,0.31163
2019,Thuringa,Rural regions,Yes,0.56699,198,320,0.51261,0.62136
2019,Thuringa,Rural regions,No,0.33727,122,320,0.28539,0.38916
2020,Schleswig-Holstein,Urban regions,Yes,0.73063,136,189,0.66722,0.79405
2020,Schleswig-Holstein,Urban regions,No,0.23838,53,189,0.17747,0.29928
2020,Schleswig-Holstein,Rural regions,Yes,0.67476,226,352,0.62575,0.72377
2020,Schleswig-Holstein,Rural regions,No,0.29444,126,352,0.24676,0.34213
2020,Hamburg,Urban regions,Yes,0.60358,224,359,0.55290,0.65425
2020,Hamburg,Urban regions,No,0.38287,135,359,0.33252,0.43322
2020,Lower Saxony,Urban regions,Yes,0.62303,407,651,0.58577,0.66029
2020,Lower Saxony,Urban regions,No,0.35114,244,651,0.31444,0.38783
2020,Lower Saxony,Rural regions,Yes,0.68639,592,820,0.65462,0.71817
2020,Lower Saxony,Rural regions,No,0.29204,228,820,0.26090,0.32318
2020,Bremen,Urban regions,Yes,0.61303,74,140,0.53206,0.69400
2020,Bremen,Urban regions,No,0.36466,66,140,0.28464,0.44468
2020,North Rhine-Westphalia,Urban regions,Yes,0.67000,2093,3291,0.65394,0.68607
2020,North Rhine-Westphalia,Urban regions,No,0.30674,1198,3291,0.29099,0.32250
2020,North Rhine-Westphalia,Rural regions,Yes,0.63368,35,35,0.47173,0.79563
2020,Hesse,Urban regions,Yes,0.57427,528,907,0.54208,0.60647
2020,Hesse,Urban regions,No,0.40471,379,907,0.37275,0.43667
2020,Hesse,Rural regions,Yes,0.61561,127,192,0.54663,0.68460
2020,Hesse,Rural regions,No,0.37091,65,192,0.30241,0.43942
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.51387,344,648,0.47536,0.55239
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.46974,304,648,0.43128,0.50819
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.55987,116,211,0.49273,0.62701
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.42621,95,211,0.35933,0.49310
2020,Baden-Wuerttemberg,Urban regions,Yes,0.66843,1023,1533,0.64486,0.69201
2020,Baden-Wuerttemberg,Urban regions,No,0.31642,510,1533,0.29313,0.33971
2020,Baden-Wuerttemberg,Rural regions,Yes,0.70402,132,188,0.63859,0.76944
2020,Baden-Wuerttemberg,Rural regions,No,0.28330,56,188,0.21872,0.34788
2020,Bavaria,Urban regions,Yes,0.61803,799,1294,0.59154,0.64451
2020,Bavaria,Urban regions,No,0.36554,495,1294,0.33929,0.39179
2020,Bavaria,Rural regions,Yes,0.55132,779,1289,0.52415,0.57848
2020,Bavaria,Rural regions,No,0.42795,510,1289,0.40093,0.45497
2020,Berlin,Urban regions,Yes,0.63013,502,839,0.59744,0.66281
2020,Berlin,Urban regions,No,0.35432,337,839,0.32193,0.38670
2020,Brandenburg,Urban regions,Yes,0.70500,37,37,0.55602,0.85397
2020,Brandenburg,Rural regions,Yes,0.73276,443,612,0.69767,0.76785
2020,Brandenburg,Rural regions,No,0.26017,169,612,0.22538,0.29496
2020,Mecklenburg-Western Pomerania,Urban regions,Yes,0.80638,47,47,0.69219,0.92057
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.79279,225,274,0.74472,0.84087
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.20075,49,274,0.15324,0.24827
2020,Saxony,Urban regions,Yes,0.60848,362,522,0.56657,0.65039
2020,Saxony,Urban regions,No,0.36359,160,522,0.32229,0.40490
2020,Saxony,Rural regions,Yes,0.59793,289,440,0.55207,0.64380
2020,Saxony,Rural regions,No,0.38742,151,440,0.34185,0.43299
2020,Saxony-Anhalt,Urban regions,Yes,0.77561,94,133,0.70444,0.84678
2020,Saxony-Anhalt,Urban regions,No,0.18895,39,133,0.12217,0.25574
2020,Saxony-Anhalt,Rural regions,Yes,0.71043,309,424,0.66720,0.75365
2020,Saxony-Anhalt,Rural regions,No,0.28514,115,424,0.24211,0.32816
2020,Thuringa,Urban regions,Yes,0.78062,146,189,0.72146,0.83977
2020,Thuringa,Urban regions,No,0.19211,43,189,0.13579,0.24842
2020,Thuringa,Rural regions,Yes,0.65835,240,378,0.61048,0.70622
2020,Thuringa,Rural regions,No,0.33737,138,378,0.28965,0.38510
2021,Schleswig-Holstein,Urban regions,Yes,0.70573,103,136,0.62886,0.78261
2021,Schleswig-Holstein,Urban regions,No,0.22244,33,136,0.15229,0.29260
2021,Schleswig-Holstein,Rural regions,Yes,0.61592,155,244,0.55476,0.67707
2021,Schleswig-Holstein,Rural regions,No,0.24176,89,244,0.18793,0.29559
2021,Hamburg,Urban regions,Yes,0.53072,152,233,0.46650,0.59494
2021,Hamburg,Urban regions,No,0.34876,81,233,0.28744,0.41009
2021,Lower Saxony,Urban regions,Yes,0.51962,256,411,0.47126,0.56798
2021,Lower Saxony,Urban regions,No,0.34344,155,411,0.29748,0.38941
2021,Lower Saxony,Rural regions,Yes,0.61586,398,534,0.57457,0.65716
2021,Lower Saxony,Rural regions,No,0.29235,136,534,0.25373,0.33096
2021,Bremen,Urban regions,Yes,0.63641,42,42,0.48917,0.78365
2021,North Rhine-Westphalia,Urban regions,Yes,0.60813,1312,1995,0.58670,0.62956
2021,North Rhine-Westphalia,Urban regions,No,0.27212,683,1995,0.25259,0.29166
2021,North Rhine-Westphalia,Rural regions,Yes,0.64208,32,32,0.47332,0.81083
2021,Hesse,Urban regions,Yes,0.52615,299,495,0.48212,0.57018
2021,Hesse,Urban regions,No,0.33875,196,495,0.29701,0.38048
2021,Hesse,Rural regions,Yes,0.56092,73,112,0.46860,0.65325
2021,Hesse,Rural regions,No,0.23199,39,112,0.15347,0.31052
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.46721,208,370,0.41631,0.51812
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.41659,162,370,0.36629,0.46690
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.45089,60,116,0.35994,0.54183
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.45781,56,116,0.36675,0.54886
2021,Baden-Wuerttemberg,Urban regions,Yes,0.53579,636,934,0.50379,0.56779
2021,Baden-Wuerttemberg,Urban regions,No,0.30686,298,934,0.27727,0.33645
2021,Baden-Wuerttemberg,Rural regions,Yes,0.77264,88,88,0.68457,0.86071
2021,Bavaria,Urban regions,Yes,0.52965,493,770,0.49437,0.56493
2021,Bavaria,Urban regions,No,0.35014,277,770,0.31642,0.38385
2021,Bavaria,Rural regions,Yes,0.48565,483,792,0.45082,0.52048
2021,Bavaria,Rural regions,No,0.42940,309,792,0.39491,0.46390
2021,Berlin,Urban regions,Yes,0.57767,316,507,0.53463,0.62071
2021,Berlin,Urban regions,No,0.31714,191,507,0.27659,0.35768
2021,Brandenburg,Rural regions,Yes,0.72915,269,361,0.68324,0.77505
2021,Brandenburg,Rural regions,No,0.19486,92,361,0.15395,0.23578
2021,Mecklenburg-Western Pomerania,Urban regions,Yes,0.72876,34,34,0.57707,0.88046
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.69438,154,191,0.62887,0.75988
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.19249,37,191,0.13643,0.24855
2021,Saxony,Urban regions,Yes,0.57165,259,351,0.51981,0.62349
2021,Saxony,Urban regions,No,0.29463,92,351,0.24687,0.34239
2021,Saxony,Rural regions,Yes,0.55273,204,315,0.49773,0.60773
2021,Saxony,Rural regions,No,0.36389,111,315,0.31067,0.41710
2021,Saxony-Anhalt,Urban regions,Yes,0.53707,50,50,0.39745,0.67668
2021,Saxony-Anhalt,Rural regions,Yes,0.61809,186,261,0.55903,0.67714
