year,bula_h,quintil_oecd_hh,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.79573,31,31,0.65146,0.94000
2017,Saxony,1st Quintile,Yes,0.45136,118,234,0.38746,0.51526
2017,Saxony,1st Quintile,No,0.54864,116,234,0.48474,0.61254
2017,Saxony,2nd Quintile,Yes,0.64127,171,261,0.58297,0.69957
2017,Saxony,2nd Quintile,No,0.35873,90,261,0.30043,0.41703
2017,Saxony,3rd Quintile,Yes,0.63881,148,222,0.57548,0.70214
2017,Saxony,3rd Quintile,No,0.36119,74,222,0.29786,0.42452
2017,Saxony,4th Quintile,Yes,0.70849,123,166,0.63915,0.77783
2017,Saxony,4th Quintile,No,0.29151,43,166,0.22217,0.36085
2017,Saxony,5th Quintile,Yes,0.70481,68,68,0.59559,0.81403
2017,Saxony-Anhalt,1st Quintile,Yes,0.63054,98,170,0.55777,0.70331
2017,Saxony-Anhalt,1st Quintile,No,0.36946,72,170,0.29669,0.44223
2017,Saxony-Anhalt,2nd Quintile,Yes,0.65162,93,143,0.57325,0.72999
2017,Saxony-Anhalt,2nd Quintile,No,0.34838,50,143,0.27001,0.42675
2017,Saxony-Anhalt,3rd Quintile,Yes,0.78019,74,74,0.68519,0.87519
2017,Saxony-Anhalt,4th Quintile,Yes,0.73648,66,66,0.62938,0.84358
2017,Saxony-Anhalt,5th Quintile,Yes,0.83466,52,52,0.73271,0.93662
2017,Thuringa,1st Quintile,Yes,0.62431,78,133,0.54169,0.70693
2017,Thuringa,1st Quintile,No,0.37569,55,133,0.29307,0.45831
2017,Thuringa,2nd Quintile,Yes,0.57160,106,175,0.49807,0.64512
2017,Thuringa,2nd Quintile,No,0.42840,69,175,0.35488,0.50193
2017,Thuringa,3rd Quintile,Yes,0.63398,80,122,0.54815,0.71982
2017,Thuringa,3rd Quintile,No,0.36602,42,122,0.28018,0.45185
2017,Thuringa,4th Quintile,Yes,0.69321,62,98,0.60144,0.78499
2017,Thuringa,4th Quintile,No,0.30679,36,98,0.21501,0.39856
2017,Thuringa,5th Quintile,Yes,0.76975,45,45,0.64535,0.89414
2018,Schleswig-Holstein,1st Quintile,Yes,0.34667,53,130,0.26455,0.42880
2018,Schleswig-Holstein,1st Quintile,No,0.65333,77,130,0.57120,0.73545
2018,Schleswig-Holstein,2nd Quintile,Yes,0.53421,68,121,0.44496,0.62346
2018,Schleswig-Holstein,2nd Quintile,No,0.46579,53,121,0.37654,0.55504
2018,Schleswig-Holstein,3rd Quintile,Yes,0.59458,72,117,0.50523,0.68392
2018,Schleswig-Holstein,3rd Quintile,No,0.40542,45,117,0.31608,0.49477
2018,Schleswig-Holstein,4th Quintile,Yes,0.79133,71,71,0.69613,0.88652
2018,Schleswig-Holstein,5th Quintile,Yes,0.69260,62,62,0.57681,0.80839
2018,Hamburg,1st Quintile,Yes,0.36625,32,69,0.25174,0.48076
2018,Hamburg,1st Quintile,No,0.63375,37,69,0.51924,0.74826
2018,Hamburg,3rd Quintile,No,0.54318,34,34,0.37323,0.71314
2018,Hamburg,4th Quintile,Yes,0.59333,39,39,0.43715,0.74951
2018,Hamburg,5th Quintile,Yes,0.74806,53,53,0.63007,0.86606
2018,Lower Saxony,1st Quintile,Yes,0.54104,138,304,0.48493,0.59714
2018,Lower Saxony,1st Quintile,No,0.45896,166,304,0.40286,0.51507
2018,Lower Saxony,2nd Quintile,Yes,0.60635,190,300,0.55097,0.66173
2018,Lower Saxony,2nd Quintile,No,0.39365,110,300,0.33827,0.44903
2018,Lower Saxony,3rd Quintile,Yes,0.74715,211,289,0.69695,0.79735
2018,Lower Saxony,3rd Quintile,No,0.25285,78,289,0.20265,0.30305
2018,Lower Saxony,4th Quintile,Yes,0.66914,200,270,0.61291,0.72537
2018,Lower Saxony,4th Quintile,No,0.33086,70,270,0.27463,0.38709
2018,Lower Saxony,5th Quintile,Yes,0.76185,231,306,0.71404,0.80965
2018,Lower Saxony,5th Quintile,No,0.23815,75,306,0.19035,0.28596
2018,North Rhine-Westphalia,1st Quintile,Yes,0.47560,362,704,0.43869,0.51252
2018,North Rhine-Westphalia,1st Quintile,No,0.52440,342,704,0.48748,0.56131
2018,North Rhine-Westphalia,2nd Quintile,Yes,0.59955,379,634,0.56138,0.63772
2018,North Rhine-Westphalia,2nd Quintile,No,0.40045,255,634,0.36228,0.43862
2018,North Rhine-Westphalia,3rd Quintile,Yes,0.66733,397,582,0.62902,0.70565
2018,North Rhine-Westphalia,3rd Quintile,No,0.33267,185,582,0.29435,0.37098
2018,North Rhine-Westphalia,4th Quintile,Yes,0.75225,440,584,0.71721,0.78730
2018,North Rhine-Westphalia,4th Quintile,No,0.24775,144,584,0.21270,0.28279
2018,North Rhine-Westphalia,5th Quintile,Yes,0.76491,499,644,0.73213,0.79769
2018,North Rhine-Westphalia,5th Quintile,No,0.23509,145,644,0.20231,0.26787
2018,Hesse,1st Quintile,Yes,0.45620,86,185,0.38423,0.52816
2018,Hesse,1st Quintile,No,0.54380,99,185,0.47184,0.61577
2018,Hesse,2nd Quintile,Yes,0.50716,90,169,0.43156,0.58276
2018,Hesse,2nd Quintile,No,0.49284,79,169,0.41724,0.56844
2018,Hesse,3rd Quintile,Yes,0.51011,107,188,0.43846,0.58176
2018,Hesse,3rd Quintile,No,0.48989,81,188,0.41824,0.56154
2018,Hesse,4th Quintile,Yes,0.60417,124,198,0.53588,0.67246
2018,Hesse,4th Quintile,No,0.39583,74,198,0.32754,0.46412
2018,Hesse,5th Quintile,Yes,0.69535,176,255,0.63874,0.75195
2018,Hesse,5th Quintile,No,0.30465,79,255,0.24805,0.36126
2018,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.38053,67,192,0.31168,0.44939
2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.61947,125,192,0.55061,0.68832
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.43100,86,184,0.35925,0.50275
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.56900,98,184,0.49725,0.64075
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.61067,96,163,0.53559,0.68576
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.38933,67,163,0.31424,0.46441
2018,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.68162,113,175,0.61240,0.75084
2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.31838,62,175,0.24916,0.38760
2018,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.69163,114,161,0.62007,0.76319
2018,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.30837,47,161,0.23681,0.37993
2018,Baden-Wuerttemberg,1st Quintile,Yes,0.53327,106,204,0.46464,0.60190
2018,Baden-Wuerttemberg,1st Quintile,No,0.46673,98,204,0.39810,0.53536
2018,Baden-Wuerttemberg,2nd Quintile,Yes,0.60219,182,290,0.54576,0.65862
2018,Baden-Wuerttemberg,2nd Quintile,No,0.39781,108,290,0.34138,0.45424
2018,Baden-Wuerttemberg,3rd Quintile,Yes,0.63931,211,312,0.58594,0.69268
2018,Baden-Wuerttemberg,3rd Quintile,No,0.36069,101,312,0.30732,0.41406
2018,Baden-Wuerttemberg,4th Quintile,Yes,0.68263,283,382,0.63589,0.72937
2018,Baden-Wuerttemberg,4th Quintile,No,0.31737,99,382,0.27063,0.36411
2018,Baden-Wuerttemberg,5th Quintile,Yes,0.76467,330,422,0.72415,0.80519
2018,Baden-Wuerttemberg,5th Quintile,No,0.23533,92,422,0.19481,0.27585
2018,Bavaria,1st Quintile,Yes,0.44722,167,379,0.39709,0.49734
2018,Bavaria,1st Quintile,No,0.55278,212,379,0.50266,0.60291
2018,Bavaria,2nd Quintile,Yes,0.56137,265,482,0.51702,0.60571
2018,Bavaria,2nd Quintile,No,0.43863,217,482,0.39429,0.48298
2018,Bavaria,3rd Quintile,Yes,0.52540,249,443,0.47885,0.57195
2018,Bavaria,3rd Quintile,No,0.47460,194,443,0.42805,0.52115
2018,Bavaria,4th Quintile,Yes,0.67476,347,518,0.63438,0.71514
2018,Bavaria,4th Quintile,No,0.32524,171,518,0.28486,0.36562
2018,Bavaria,5th Quintile,Yes,0.71716,401,574,0.68029,0.75404
2018,Bavaria,5th Quintile,No,0.28284,173,574,0.24596,0.31971
2018,Berlin,1st Quintile,Yes,0.61708,124,186,0.54703,0.68713
2018,Berlin,1st Quintile,No,0.38292,62,186,0.31287,0.45297
2018,Berlin,2nd Quintile,Yes,0.66107,90,139,0.58209,0.74004
2018,Berlin,2nd Quintile,No,0.33893,49,139,0.25996,0.41791
2018,Berlin,3rd Quintile,Yes,0.76236,76,112,0.68318,0.84155
2018,Berlin,3rd Quintile,No,0.23764,36,112,0.15845,0.31682
2018,Berlin,4th Quintile,Yes,0.65020,82,123,0.56558,0.73483
2018,Berlin,4th Quintile,No,0.34980,41,123,0.26517,0.43442
2018,Berlin,5th Quintile,Yes,0.76177,92,92,0.67425,0.84930
2018,Brandenburg,1st Quintile,Yes,0.54165,107,191,0.47081,0.61250
2018,Brandenburg,1st Quintile,No,0.45835,84,191,0.38750,0.52919
2018,Brandenburg,2nd Quintile,Yes,0.70312,106,163,0.63277,0.77348
2018,Brandenburg,2nd Quintile,No,0.29688,57,163,0.22652,0.36723
2018,Brandenburg,3rd Quintile,Yes,0.74465,92,138,0.67163,0.81767
2018,Brandenburg,3rd Quintile,No,0.25535,46,138,0.18233,0.32837
2018,Brandenburg,4th Quintile,Yes,0.72603,61,61,0.61317,0.83888
2018,Brandenburg,5th Quintile,Yes,0.75431,58,58,0.64254,0.86607
2018,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.78809,96,96,0.70591,0.87027
2018,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.75233,82,82,0.65832,0.84634
2018,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.80848,53,53,0.70153,0.91543
2018,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.87249,43,43,0.77161,0.97336
2018,Saxony,1st Quintile,Yes,0.56002,116,216,0.49366,0.62637
2018,Saxony,1st Quintile,No,0.43998,100,216,0.37363,0.50634
2018,Saxony,2nd Quintile,Yes,0.60952,188,305,0.55468,0.66436
2018,Saxony,2nd Quintile,No,0.39048,117,305,0.33564,0.44532
2018,Saxony,3rd Quintile,Yes,0.63838,152,211,0.57339,0.70336
2018,Saxony,3rd Quintile,No,0.36162,59,211,0.29664,0.42661
2018,Saxony,4th Quintile,Yes,0.77244,120,120,0.69711,0.84777
2018,Saxony,5th Quintile,Yes,0.69090,71,71,0.58264,0.79916
2018,Saxony-Anhalt,1st Quintile,Yes,0.70271,119,187,0.63703,0.76840
2018,Saxony-Anhalt,1st Quintile,No,0.29729,68,187,0.23160,0.36297
2018,Saxony-Anhalt,2nd Quintile,Yes,0.68425,101,137,0.60612,0.76237
2018,Saxony-Anhalt,2nd Quintile,No,0.31575,36,137,0.23763,0.39388
2018,Saxony-Anhalt,3rd Quintile,Yes,0.77357,85,85,0.68407,0.86307
2018,Saxony-Anhalt,4th Quintile,Yes,0.76307,56,56,0.65069,0.87544
2018,Saxony-Anhalt,5th Quintile,Yes,0.91851,53,53,0.84414,0.99287
2018,Thuringa,1st Quintile,Yes,0.61800,87,142,0.53780,0.69820
2018,Thuringa,1st Quintile,No,0.38200,55,142,0.30180,0.46220
2018,Thuringa,2nd Quintile,Yes,0.57577,92,165,0.50012,0.65141
2018,Thuringa,2nd Quintile,No,0.42423,73,165,0.34859,0.49988
2018,Thuringa,3rd Quintile,Yes,0.66092,76,116,0.57439,0.74744
2018,Thuringa,3rd Quintile,No,0.33908,40,116,0.25256,0.42561
2018,Thuringa,4th Quintile,Yes,0.59514,60,94,0.49537,0.69490
2018,Thuringa,4th Quintile,No,0.40486,34,94,0.30510,0.50463
2018,Thuringa,5th Quintile,Yes,0.75533,41,41,0.62211,0.88856
2019,Schleswig-Holstein,1st Quintile,Yes,0.35580,39,87,0.25461,0.45699
2019,Schleswig-Holstein,1st Quintile,No,0.64420,48,87,0.54301,0.74539
2019,Schleswig-Holstein,2nd Quintile,Yes,0.60463,60,102,0.50927,0.69998
2019,Schleswig-Holstein,2nd Quintile,No,0.39537,42,102,0.30002,0.49073
2019,Schleswig-Holstein,3rd Quintile,Yes,0.57512,58,92,0.47356,0.67669
2019,Schleswig-Holstein,3rd Quintile,No,0.42488,34,92,0.32331,0.52644
2019,Schleswig-Holstein,4th Quintile,Yes,0.70221,58,58,0.58349,0.82092
2019,Schleswig-Holstein,5th Quintile,Yes,0.73453,59,59,0.62088,0.84817
2019,Hamburg,1st Quintile,No,0.68495,36,36,0.53105,0.83885
2019,Hamburg,4th Quintile,Yes,0.50620,35,35,0.33814,0.67425
2019,Hamburg,5th Quintile,Yes,0.84882,44,44,0.74175,0.95590
2019,Lower Saxony,1st Quintile,Yes,0.52483,110,223,0.45914,0.59052
2019,Lower Saxony,1st Quintile,No,0.47517,113,223,0.40948,0.54086
2019,Lower Saxony,2nd Quintile,Yes,0.63311,144,236,0.57149,0.69473
2019,Lower Saxony,2nd Quintile,No,0.36689,92,236,0.30527,0.42851
2019,Lower Saxony,3rd Quintile,Yes,0.66509,166,237,0.60488,0.72531
2019,Lower Saxony,3rd Quintile,No,0.33491,71,237,0.27469,0.39512
2019,Lower Saxony,4th Quintile,Yes,0.69951,195,256,0.64324,0.75579
2019,Lower Saxony,4th Quintile,No,0.30049,61,256,0.24421,0.35676
2019,Lower Saxony,5th Quintile,Yes,0.77057,201,264,0.71976,0.82139
2019,Lower Saxony,5th Quintile,No,0.22943,63,264,0.17861,0.28024
2019,North Rhine-Westphalia,1st Quintile,Yes,0.49795,264,501,0.45412,0.54178
2019,North Rhine-Westphalia,1st Quintile,No,0.50205,237,501,0.45822,0.54588
2019,North Rhine-Westphalia,2nd Quintile,Yes,0.56762,320,526,0.52524,0.60999
2019,North Rhine-Westphalia,2nd Quintile,No,0.43238,206,526,0.39001,0.47476
2019,North Rhine-Westphalia,3rd Quintile,Yes,0.66061,321,478,0.61812,0.70310
2019,North Rhine-Westphalia,3rd Quintile,No,0.33939,157,478,0.29690,0.38188
2019,North Rhine-Westphalia,4th Quintile,Yes,0.75542,390,514,0.71822,0.79262
2019,North Rhine-Westphalia,4th Quintile,No,0.24458,124,514,0.20738,0.28178
2019,North Rhine-Westphalia,5th Quintile,Yes,0.75863,435,555,0.72300,0.79427
2019,North Rhine-Westphalia,5th Quintile,No,0.24137,120,555,0.20573,0.27700
2019,Hesse,1st Quintile,Yes,0.38388,56,130,0.29995,0.46780
2019,Hesse,1st Quintile,No,0.61612,74,130,0.53220,0.70005
2019,Hesse,2nd Quintile,Yes,0.62880,80,131,0.54574,0.71185
2019,Hesse,2nd Quintile,No,0.37120,51,131,0.28815,0.45426
2019,Hesse,3rd Quintile,Yes,0.56174,96,160,0.48461,0.63886
2019,Hesse,3rd Quintile,No,0.43826,64,160,0.36114,0.51539
2019,Hesse,4th Quintile,Yes,0.60453,90,156,0.52755,0.68150
2019,Hesse,4th Quintile,No,0.39547,66,156,0.31850,0.47245
2019,Hesse,5th Quintile,Yes,0.66453,156,227,0.60297,0.72608
2019,Hesse,5th Quintile,No,0.33547,71,227,0.27392,0.39703
2019,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.40014,50,148,0.32094,0.47934
2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.59986,98,148,0.52066,0.67906
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.47440,78,151,0.39449,0.55431
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.52560,73,151,0.44569,0.60551
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.54434,76,136,0.46033,0.62835
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.45566,60,136,0.37165,0.53967
2019,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.69326,94,138,0.61604,0.77048
2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.30674,44,138,0.22952,0.38396
2019,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.71442,102,141,0.63960,0.78925
2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.28558,39,141,0.21075,0.36040
2019,Baden-Wuerttemberg,1st Quintile,Yes,0.56634,93,165,0.49049,0.64219
2019,Baden-Wuerttemberg,1st Quintile,No,0.43366,72,165,0.35781,0.50951
2019,Baden-Wuerttemberg,2nd Quintile,Yes,0.57019,135,213,0.50354,0.63683
2019,Baden-Wuerttemberg,2nd Quintile,No,0.42981,78,213,0.36317,0.49646
2019,Baden-Wuerttemberg,3rd Quintile,Yes,0.64734,179,269,0.59014,0.70455
2019,Baden-Wuerttemberg,3rd Quintile,No,0.35266,90,269,0.29545,0.40986
2019,Baden-Wuerttemberg,4th Quintile,Yes,0.69997,219,294,0.64749,0.75244
2019,Baden-Wuerttemberg,4th Quintile,No,0.30003,75,294,0.24756,0.35251
2019,Baden-Wuerttemberg,5th Quintile,Yes,0.75831,282,364,0.71427,0.80236
2019,Baden-Wuerttemberg,5th Quintile,No,0.24169,82,364,0.19764,0.28573
2019,Bavaria,1st Quintile,Yes,0.37442,100,256,0.31502,0.43382
2019,Bavaria,1st Quintile,No,0.62558,156,256,0.56618,0.68498
2019,Bavaria,2nd Quintile,Yes,0.55889,216,388,0.50942,0.60836
2019,Bavaria,2nd Quintile,No,0.44111,172,388,0.39164,0.49058
2019,Bavaria,3rd Quintile,Yes,0.54578,225,399,0.49686,0.59469
2019,Bavaria,3rd Quintile,No,0.45422,174,399,0.40531,0.50314
2019,Bavaria,4th Quintile,Yes,0.64636,288,424,0.60080,0.69193
2019,Bavaria,4th Quintile,No,0.35364,136,424,0.30807,0.39920
2019,Bavaria,5th Quintile,Yes,0.71932,334,476,0.67891,0.75973
2019,Bavaria,5th Quintile,No,0.28068,142,476,0.24027,0.32109
2019,Berlin,1st Quintile,Yes,0.55833,82,132,0.47329,0.64337
2019,Berlin,1st Quintile,No,0.44167,50,132,0.35663,0.52671
2019,Berlin,2nd Quintile,Yes,0.61448,71,108,0.52225,0.70670
2019,Berlin,2nd Quintile,No,0.38552,37,108,0.29330,0.47775
2019,Berlin,3rd Quintile,Yes,0.79606,80,80,0.70721,0.88491
2019,Berlin,4th Quintile,Yes,0.61487,70,104,0.52089,0.70885
2019,Berlin,4th Quintile,No,0.38513,34,104,0.29115,0.47911
2019,Berlin,5th Quintile,Yes,0.83484,76,76,0.75080,0.91888
2019,Brandenburg,1st Quintile,Yes,0.50790,82,152,0.42816,0.58764
2019,Brandenburg,1st Quintile,No,0.49210,70,152,0.41236,0.57184
2019,Brandenburg,2nd Quintile,Yes,0.65091,79,127,0.56768,0.73415
2019,Brandenburg,2nd Quintile,No,0.34909,48,127,0.26585,0.43232
2019,Brandenburg,3rd Quintile,Yes,0.77375,83,115,0.69695,0.85056
2019,Brandenburg,3rd Quintile,No,0.22625,32,115,0.14944,0.30305
2019,Brandenburg,4th Quintile,Yes,0.82743,71,71,0.73891,0.91595
2019,Brandenburg,5th Quintile,Yes,0.72874,57,57,0.61229,0.84519
2019,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.78396,68,68,0.68542,0.88250
2019,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.80507,69,69,0.71091,0.89922
2019,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.95142,60,60,0.89656,1.00628
2019,Saxony,1st Quintile,Yes,0.54482,94,173,0.47040,0.61924
2019,Saxony,1st Quintile,No,0.45518,79,173,0.38076,0.52960
2019,Saxony,2nd Quintile,Yes,0.62846,142,220,0.56446,0.69246
2019,Saxony,2nd Quintile,No,0.37154,78,220,0.30754,0.43554
2019,Saxony,3rd Quintile,Yes,0.64484,137,197,0.57785,0.71184
2019,Saxony,3rd Quintile,No,0.35516,60,197,0.28816,0.42215
2019,Saxony,4th Quintile,Yes,0.65683,99,130,0.57490,0.73876
2019,Saxony,4th Quintile,No,0.34317,31,130,0.26124,0.42510
2019,Saxony,5th Quintile,Yes,0.80099,75,75,0.71002,0.89196
2019,Saxony-Anhalt,1st Quintile,Yes,0.67486,83,126,0.59274,0.75698
2019,Saxony-Anhalt,1st Quintile,No,0.32514,43,126,0.24302,0.40726
2019,Saxony-Anhalt,2nd Quintile,Yes,0.69786,90,123,0.61638,0.77934
2019,Saxony-Anhalt,2nd Quintile,No,0.30214,33,123,0.22066,0.38362
2019,Saxony-Anhalt,3rd Quintile,Yes,0.75347,64,64,0.64704,0.85990
2019,Saxony-Anhalt,4th Quintile,Yes,0.81683,54,54,0.71269,0.92097
2019,Saxony-Anhalt,5th Quintile,Yes,0.89638,46,46,0.80733,0.98542
2019,Thuringa,1st Quintile,Yes,0.71328,72,111,0.62877,0.79779
2019,Thuringa,1st Quintile,No,0.28672,39,111,0.20221,0.37123
2019,Thuringa,2nd Quintile,Yes,0.56627,73,127,0.47973,0.65280
2019,Thuringa,2nd Quintile,No,0.43373,54,127,0.34720,0.52027
2019,Thuringa,3rd Quintile,Yes,0.58126,70,111,0.48907,0.67346
2019,Thuringa,3rd Quintile,No,0.41874,41,111,0.32654,0.51093
2019,Thuringa,4th Quintile,Yes,0.82935,51,51,0.72507,0.93363
2019,Thuringa,5th Quintile,Yes,0.56520,35,35,0.39857,0.73184
2020,Schleswig-Holstein,1st Quintile,Yes,0.57179,48,102,0.47529,0.66829
2020,Schleswig-Holstein,1st Quintile,No,0.42821,54,102,0.33171,0.52471
2020,Schleswig-Holstein,2nd Quintile,Yes,0.73429,72,107,0.65020,0.81838
2020,Schleswig-Holstein,2nd Quintile,No,0.26571,35,107,0.18162,0.34980
2020,Schleswig-Holstein,3rd Quintile,Yes,0.72265,73,73,0.61924,0.82606
2020,Schleswig-Holstein,4th Quintile,Yes,0.64607,65,102,0.55281,0.73933
2020,Schleswig-Holstein,4th Quintile,No,0.35393,37,102,0.26067,0.44719
2020,Schleswig-Holstein,5th Quintile,Yes,0.85854,104,104,0.79124,0.92584
2020,Hamburg,1st Quintile,No,0.57660,34,34,0.40802,0.74518
2020,Hamburg,2nd Quintile,No,0.46826,31,31,0.28970,0.64683
2020,Hamburg,3rd Quintile,Yes,0.73353,40,40,0.59477,0.87229
2020,Hamburg,4th Quintile,Yes,0.55965,37,37,0.39749,0.72182
2020,Hamburg,5th Quintile,Yes,0.75030,86,86,0.65828,0.84232
2020,Lower Saxony,1st Quintile,Yes,0.52788,167,322,0.47326,0.58249
2020,Lower Saxony,1st Quintile,No,0.47212,155,322,0.41751,0.52674
2020,Lower Saxony,2nd Quintile,Yes,0.69014,206,314,0.63891,0.74137
2020,Lower Saxony,2nd Quintile,No,0.30986,108,314,0.25863,0.36109
2020,Lower Saxony,3rd Quintile,Yes,0.70172,173,238,0.64347,0.75997
2020,Lower Saxony,3rd Quintile,No,0.29828,65,238,0.24003,0.35653
2020,Lower Saxony,4th Quintile,Yes,0.69524,193,264,0.63961,0.75087
2020,Lower Saxony,4th Quintile,No,0.30476,71,264,0.24913,0.36039
2020,Lower Saxony,5th Quintile,Yes,0.74394,259,328,0.69663,0.79125
2020,Lower Saxony,5th Quintile,No,0.25606,69,328,0.20875,0.30337
2020,North Rhine-Westphalia,1st Quintile,Yes,0.52878,348,765,0.49338,0.56417
2020,North Rhine-Westphalia,1st Quintile,No,0.47122,417,765,0.43583,0.50662
2020,North Rhine-Westphalia,2nd Quintile,Yes,0.66536,391,670,0.62960,0.70112
2020,North Rhine-Westphalia,2nd Quintile,No,0.33464,279,670,0.29888,0.37040
2020,North Rhine-Westphalia,3rd Quintile,Yes,0.70961,383,563,0.67207,0.74714
2020,North Rhine-Westphalia,3rd Quintile,No,0.29039,180,563,0.25286,0.32793
2020,North Rhine-Westphalia,4th Quintile,Yes,0.74862,405,560,0.71266,0.78459
2020,North Rhine-Westphalia,4th Quintile,No,0.25138,155,560,0.21541,0.28734
2020,North Rhine-Westphalia,5th Quintile,Yes,0.77198,601,778,0.74248,0.80148
2020,North Rhine-Westphalia,5th Quintile,No,0.22802,177,778,0.19852,0.25752
2020,Hesse,1st Quintile,Yes,0.47433,87,199,0.40478,0.54388
2020,Hesse,1st Quintile,No,0.52567,112,199,0.45612,0.59522
2020,Hesse,2nd Quintile,Yes,0.62520,104,184,0.55506,0.69533
2020,Hesse,2nd Quintile,No,0.37480,80,184,0.30467,0.44494
2020,Hesse,3rd Quintile,Yes,0.58847,111,199,0.51993,0.65702
2020,Hesse,3rd Quintile,No,0.41153,88,199,0.34298,0.48007
2020,Hesse,4th Quintile,Yes,0.57972,128,205,0.51198,0.64746
2020,Hesse,4th Quintile,No,0.42028,77,205,0.35254,0.48802
2020,Hesse,5th Quintile,Yes,0.67542,224,311,0.62330,0.72754
2020,Hesse,5th Quintile,No,0.32458,87,311,0.27246,0.37670
2020,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.37198,63,198,0.30448,0.43947
2020,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.62802,135,198,0.56053,0.69552
2020,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.41795,73,179,0.34549,0.49041
2020,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.58205,106,179,0.50959,0.65451
2020,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.54212,93,162,0.46516,0.61908
2020,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.45788,69,162,0.38092,0.53484
2020,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.67810,97,143,0.60125,0.75494
2020,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.32190,46,143,0.24506,0.39875
2020,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.69398,134,176,0.62570,0.76226
2020,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.30602,42,176,0.23774,0.37430
2020,Baden-Wuerttemberg,1st Quintile,Yes,0.50992,127,291,0.45238,0.56746
2020,Baden-Wuerttemberg,1st Quintile,No,0.49008,164,291,0.43254,0.54762
2020,Baden-Wuerttemberg,2nd Quintile,Yes,0.57486,157,264,0.51511,0.63461
2020,Baden-Wuerttemberg,2nd Quintile,No,0.42514,107,264,0.36539,0.48489
2020,Baden-Wuerttemberg,3rd Quintile,Yes,0.69024,199,289,0.63684,0.74364
2020,Baden-Wuerttemberg,3rd Quintile,No,0.30976,90,289,0.25636,0.36316
2020,Baden-Wuerttemberg,4th Quintile,Yes,0.71982,260,355,0.67303,0.76660
2020,Baden-Wuerttemberg,4th Quintile,No,0.28018,95,355,0.23340,0.32697
2020,Baden-Wuerttemberg,5th Quintile,Yes,0.79954,411,520,0.76509,0.83398
2020,Baden-Wuerttemberg,5th Quintile,No,0.20046,109,520,0.16602,0.23491
2020,Bavaria,1st Quintile,Yes,0.45144,193,428,0.40424,0.49864
2020,Bavaria,1st Quintile,No,0.54856,235,428,0.50136,0.59576
2020,Bavaria,2nd Quintile,Yes,0.53102,270,515,0.48788,0.57416
2020,Bavaria,2nd Quintile,No,0.46898,245,515,0.42584,0.51212
2020,Bavaria,3rd Quintile,Yes,0.57409,293,470,0.52934,0.61885
2020,Bavaria,3rd Quintile,No,0.42591,177,470,0.38115,0.47066
2020,Bavaria,4th Quintile,Yes,0.64717,347,511,0.60570,0.68864
2020,Bavaria,4th Quintile,No,0.35283,164,511,0.31136,0.39430
2020,Bavaria,5th Quintile,Yes,0.73448,475,655,0.70063,0.76833
2020,Bavaria,5th Quintile,No,0.26552,180,655,0.23167,0.29937
2020,Berlin,1st Quintile,Yes,0.58859,97,191,0.51862,0.65856
2020,Berlin,1st Quintile,No,0.41141,94,191,0.34144,0.48138
2020,Berlin,2nd Quintile,Yes,0.56020,92,169,0.48514,0.63525
