year,quintil_oecd_hh,rentown,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,1st Quintile,Owner,Yes,0.48163,250,484,0.43707,0.52619
2015,1st Quintile,Owner,No,0.51837,234,484,0.47381,0.56293
2015,1st Quintile,Tenant,Yes,0.39254,1132,2924,0.37483,0.41024
2015,1st Quintile,Tenant,No,0.60746,1792,2924,0.58976,0.62517
2015,2nd Quintile,Owner,Yes,0.54032,659,1075,0.51051,0.57012
2015,2nd Quintile,Owner,No,0.45968,416,1075,0.42988,0.48949
2015,2nd Quintile,Tenant,Yes,0.44493,1003,2203,0.42417,0.46569
2015,2nd Quintile,Tenant,No,0.55507,1200,2203,0.53431,0.57583
2015,3rd Quintile,Owner,Yes,0.62378,934,1419,0.59856,0.64899
2015,3rd Quintile,Owner,No,0.37622,485,1419,0.35101,0.40144
2015,3rd Quintile,Tenant,Yes,0.52527,807,1537,0.50030,0.55024
2015,3rd Quintile,Tenant,No,0.47473,730,1537,0.44976,0.49970
2015,4th Quintile,Owner,Yes,0.64910,1136,1633,0.62594,0.67225
2015,4th Quintile,Owner,No,0.35090,497,1633,0.32775,0.37406
2015,4th Quintile,Tenant,Yes,0.50065,592,1133,0.47152,0.52978
2015,4th Quintile,Tenant,No,0.49935,541,1133,0.47022,0.52848
2015,5th Quintile,Owner,Yes,0.69380,1501,2059,0.67388,0.71371
2015,5th Quintile,Owner,No,0.30620,558,2059,0.28629,0.32612
2015,5th Quintile,Tenant,Yes,0.55357,482,864,0.52041,0.58674
2015,5th Quintile,Tenant,No,0.44643,382,864,0.41326,0.47959
2016,1st Quintile,Owner,Yes,0.47949,212,393,0.43003,0.52894
2016,1st Quintile,Owner,No,0.52051,181,393,0.47106,0.56997
2016,1st Quintile,Tenant,Yes,0.42220,1146,2648,0.40338,0.44102
2016,1st Quintile,Tenant,No,0.57780,1502,2648,0.55898,0.59662
2016,2nd Quintile,Owner,Yes,0.55601,628,1023,0.52555,0.58647
2016,2nd Quintile,Owner,No,0.44399,395,1023,0.41353,0.47445
2016,2nd Quintile,Tenant,Yes,0.50133,1058,1994,0.47938,0.52328
2016,2nd Quintile,Tenant,No,0.49867,936,1994,0.47672,0.52062
2016,3rd Quintile,Owner,Yes,0.66803,939,1341,0.64282,0.69325
2016,3rd Quintile,Owner,No,0.33197,402,1341,0.30675,0.35718
2016,3rd Quintile,Tenant,Yes,0.59654,814,1386,0.57070,0.62238
2016,3rd Quintile,Tenant,No,0.40346,572,1386,0.37762,0.42930
2016,4th Quintile,Owner,Yes,0.70845,1136,1560,0.68589,0.73101
2016,4th Quintile,Owner,No,0.29155,424,1560,0.26899,0.31411
2016,4th Quintile,Tenant,Yes,0.60814,674,1093,0.57919,0.63710
2016,4th Quintile,Tenant,No,0.39186,419,1093,0.36290,0.42081
2016,5th Quintile,Owner,Yes,0.75142,1516,1974,0.73235,0.77049
2016,5th Quintile,Owner,No,0.24858,458,1974,0.22951,0.26765
2016,5th Quintile,Tenant,Yes,0.58906,444,770,0.55429,0.62384
2016,5th Quintile,Tenant,No,0.41094,326,770,0.37616,0.44571
2017,1st Quintile,Owner,Yes,0.57021,232,389,0.52095,0.61946
2017,1st Quintile,Owner,No,0.42979,157,389,0.38054,0.47905
2017,1st Quintile,Tenant,Yes,0.46375,1335,2767,0.44517,0.48234
2017,1st Quintile,Tenant,No,0.53625,1432,2767,0.51766,0.55483
2017,2nd Quintile,Owner,Yes,0.60696,703,1098,0.57806,0.63586
2017,2nd Quintile,Owner,No,0.39304,395,1098,0.36414,0.42194
2017,2nd Quintile,Tenant,Yes,0.54343,1183,2111,0.52217,0.56468
2017,2nd Quintile,Tenant,No,0.45657,928,2111,0.43532,0.47783
2017,3rd Quintile,Owner,Yes,0.68652,1115,1531,0.66327,0.70976
2017,3rd Quintile,Owner,No,0.31348,416,1531,0.29024,0.33673
2017,3rd Quintile,Tenant,Yes,0.59274,920,1544,0.56823,0.61726
2017,3rd Quintile,Tenant,No,0.40726,624,1544,0.38274,0.43177
2017,4th Quintile,Owner,Yes,0.69211,1312,1796,0.67075,0.71346
2017,4th Quintile,Owner,No,0.30789,484,1796,0.28654,0.32925
2017,4th Quintile,Tenant,Yes,0.59848,754,1238,0.57116,0.62579
2017,4th Quintile,Tenant,No,0.40152,484,1238,0.37421,0.42884
2017,5th Quintile,Owner,Yes,0.75256,1745,2243,0.73470,0.77043
2017,5th Quintile,Owner,No,0.24744,498,2243,0.22957,0.26530
2017,5th Quintile,Tenant,Yes,0.59650,514,839,0.56328,0.62971
2017,5th Quintile,Tenant,No,0.40350,325,839,0.37029,0.43672
2018,1st Quintile,Owner,Yes,0.56826,226,381,0.51846,0.61806
2018,1st Quintile,Owner,No,0.43174,155,381,0.38194,0.48154
2018,1st Quintile,Tenant,Yes,0.50442,1454,2871,0.48613,0.52271
2018,1st Quintile,Tenant,No,0.49558,1417,2871,0.47729,0.51387
2018,2nd Quintile,Owner,Yes,0.62575,708,1084,0.59693,0.65457
2018,2nd Quintile,Owner,No,0.37425,376,1084,0.34543,0.40307
2018,2nd Quintile,Tenant,Yes,0.56288,1255,2192,0.54211,0.58365
2018,2nd Quintile,Tenant,No,0.43712,937,2192,0.41635,0.45789
2018,3rd Quintile,Owner,Yes,0.67378,996,1400,0.64921,0.69835
2018,3rd Quintile,Owner,No,0.32622,404,1400,0.30165,0.35079
2018,3rd Quintile,Tenant,Yes,0.60413,918,1523,0.57956,0.62870
2018,3rd Quintile,Tenant,No,0.39587,605,1523,0.37130,0.42044
2018,4th Quintile,Owner,Yes,0.72863,1303,1710,0.70754,0.74971
2018,4th Quintile,Owner,No,0.27137,407,1710,0.25029,0.29246
2018,4th Quintile,Tenant,Yes,0.63736,746,1162,0.60971,0.66502
2018,4th Quintile,Tenant,No,0.36264,416,1162,0.33498,0.39029
2018,5th Quintile,Owner,Yes,0.78295,1706,2171,0.76561,0.80030
2018,5th Quintile,Owner,No,0.21705,465,2171,0.19970,0.23439
2018,5th Quintile,Tenant,Yes,0.62436,526,830,0.59140,0.65733
2018,5th Quintile,Tenant,No,0.37564,304,830,0.34267,0.40860
2019,1st Quintile,Owner,Yes,0.49878,181,330,0.44475,0.55281
2019,1st Quintile,Owner,No,0.50122,149,330,0.44719,0.55525
2019,1st Quintile,Tenant,Yes,0.50058,1053,2059,0.47897,0.52218
2019,1st Quintile,Tenant,No,0.49942,1006,2059,0.47782,0.52103
2019,2nd Quintile,Owner,Yes,0.63637,608,925,0.60535,0.66739
2019,2nd Quintile,Owner,No,0.36363,317,925,0.33261,0.39465
2019,2nd Quintile,Tenant,Yes,0.56744,987,1679,0.54373,0.59114
2019,2nd Quintile,Tenant,No,0.43256,692,1679,0.40886,0.45627
2019,3rd Quintile,Owner,Yes,0.66413,863,1248,0.63791,0.69034
2019,3rd Quintile,Owner,No,0.33587,385,1248,0.30966,0.36209
2019,3rd Quintile,Tenant,Yes,0.60304,775,1255,0.57596,0.63012
2019,3rd Quintile,Tenant,No,0.39696,480,1255,0.36988,0.42404
2019,4th Quintile,Owner,Yes,0.73963,1164,1521,0.71756,0.76169
2019,4th Quintile,Owner,No,0.26037,357,1521,0.23831,0.28244
2019,4th Quintile,Tenant,Yes,0.60942,594,938,0.57818,0.64066
2019,4th Quintile,Tenant,No,0.39058,344,938,0.35934,0.42182
2019,5th Quintile,Owner,Yes,0.78258,1512,1911,0.76408,0.80108
2019,5th Quintile,Owner,No,0.21742,399,1911,0.19892,0.23592
2019,5th Quintile,Tenant,Yes,0.63483,434,680,0.59861,0.67105
2019,5th Quintile,Tenant,No,0.36517,246,680,0.32895,0.40139
2020,1st Quintile,Owner,Yes,0.50245,180,315,0.44714,0.55775
2020,1st Quintile,Owner,No,0.49755,135,315,0.44225,0.55286
2020,1st Quintile,Tenant,Yes,0.52330,1429,3024,0.50550,0.54110
2020,1st Quintile,Tenant,No,0.47670,1595,3024,0.45890,0.49450
2020,2nd Quintile,Owner,Yes,0.64182,654,984,0.61185,0.67179
2020,2nd Quintile,Owner,No,0.35818,330,984,0.32821,0.38815
2020,2nd Quintile,Tenant,Yes,0.60681,1292,2287,0.58679,0.62684
2020,2nd Quintile,Tenant,No,0.39319,995,2287,0.37316,0.41321
2020,3rd Quintile,Owner,Yes,0.67977,920,1294,0.65434,0.70520
2020,3rd Quintile,Owner,No,0.32023,374,1294,0.29480,0.34566
2020,3rd Quintile,Tenant,Yes,0.63269,970,1555,0.60872,0.65666
2020,3rd Quintile,Tenant,No,0.36731,585,1555,0.34334,0.39128
2020,4th Quintile,Owner,Yes,0.76797,1252,1617,0.74739,0.78855
2020,4th Quintile,Owner,No,0.23203,365,1617,0.21145,0.25261
2020,4th Quintile,Tenant,Yes,0.60274,757,1222,0.57529,0.63019
2020,4th Quintile,Tenant,No,0.39726,465,1222,0.36981,0.42471
2020,5th Quintile,Owner,Yes,0.79639,2237,2735,0.78130,0.81149
2020,5th Quintile,Owner,No,0.20361,498,2735,0.18851,0.21870
2020,5th Quintile,Tenant,Yes,0.66613,632,989,0.63672,0.69554
2020,5th Quintile,Tenant,No,0.33387,357,989,0.30446,0.36328
2021,1st Quintile,Owner,Yes,0.57085,158,249,0.50925,0.63246
2021,1st Quintile,Owner,No,0.42915,91,249,0.36754,0.49075
2021,1st Quintile,Tenant,Yes,0.49725,767,1497,0.47191,0.52258
2021,1st Quintile,Tenant,No,0.50275,730,1497,0.47742,0.52809
2021,2nd Quintile,Owner,Yes,0.63283,426,644,0.59557,0.67009
2021,2nd Quintile,Owner,No,0.36717,218,644,0.32991,0.40443
2021,2nd Quintile,Tenant,Yes,0.58877,767,1311,0.56212,0.61541
2021,2nd Quintile,Tenant,No,0.41123,544,1311,0.38459,0.43788
2021,3rd Quintile,Owner,Yes,0.69867,628,853,0.66785,0.72948
2021,3rd Quintile,Owner,No,0.30133,225,853,0.27052,0.33215
2021,3rd Quintile,Tenant,Yes,0.65245,603,971,0.62248,0.68242
2021,3rd Quintile,Tenant,No,0.34755,368,971,0.31758,0.37752
2021,4th Quintile,Owner,Yes,0.74447,852,1109,0.71879,0.77015
2021,4th Quintile,Owner,No,0.25553,257,1109,0.22985,0.28121
2021,4th Quintile,Tenant,Yes,0.62258,493,777,0.58847,0.65669
2021,4th Quintile,Tenant,No,0.37742,284,777,0.34331,0.41153
2021,5th Quintile,Owner,Yes,0.79916,1444,1783,0.78056,0.81776
2021,5th Quintile,Owner,No,0.20084,339,1783,0.18224,0.21944
2021,5th Quintile,Tenant,Yes,0.59161,387,636,0.55338,0.62984
2021,5th Quintile,Tenant,No,0.40839,249,636,0.37016,0.44662
2022,Not included in this version of the questionnaire,Tenant,Yes,0.49160,89,173,0.41689,0.56631
2022,Not included in this version of the questionnaire,Tenant,No,0.50840,84,173,0.43369,0.58311
2022,1st Quintile,Owner,Yes,0.69173,732,976,0.66274,0.72072
2022,1st Quintile,Owner,No,0.30827,244,976,0.27928,0.33726
2022,1st Quintile,Tenant,Yes,0.51956,1822,3317,0.50255,0.53656
2022,1st Quintile,Tenant,No,0.48044,1495,3317,0.46344,0.49745
2022,2nd Quintile,Owner,Yes,0.68625,806,1099,0.65880,0.71369
2022,2nd Quintile,Owner,No,0.31375,293,1099,0.28631,0.34120
2022,2nd Quintile,Tenant,Yes,0.56889,1544,2640,0.55000,0.58779
2022,2nd Quintile,Tenant,No,0.43111,1096,2640,0.41221,0.45000
2022,3rd Quintile,Owner,Yes,0.68451,1025,1398,0.66014,0.70888
2022,3rd Quintile,Owner,No,0.31549,373,1398,0.29112,0.33986
2022,3rd Quintile,Tenant,Yes,0.64506,1217,1910,0.62359,0.66652
2022,3rd Quintile,Tenant,No,0.35494,693,1910,0.33348,0.37641
2022,4th Quintile,Owner,Yes,0.72840,1334,1740,0.70749,0.74930
2022,4th Quintile,Owner,No,0.27160,406,1740,0.25070,0.29251
2022,4th Quintile,Tenant,Yes,0.59942,1011,1596,0.57537,0.62347
2022,4th Quintile,Tenant,No,0.40058,585,1596,0.37653,0.42463
2022,5th Quintile,Owner,Yes,0.76792,2025,2568,0.75159,0.78425
2022,5th Quintile,Owner,No,0.23208,543,2568,0.21575,0.24841
2022,5th Quintile,Tenant,Yes,0.61646,770,1213,0.58908,0.64383
2022,5th Quintile,Tenant,No,0.38354,443,1213,0.35617,0.41092
