"plh0040","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1994","17-29","(noch) kein Abschluss","145","0.420829747840012","0.368198207509578","0.473461288170445"
"Grosse Sorgen","1994","17-29","Hauptschule","481","0.48626882711667","0.454847745347749","0.517689908885591"
"Grosse Sorgen","1994","17-29","Realschule","635","0.51074363191777","0.482014139214751","0.539473124620789"
"Grosse Sorgen","1994","17-29","(Fach-)Abitur","212","0.383918849305696","0.341585484437743","0.426252214173648"
"Grosse Sorgen","1994","17-29","AkademikerIn","70","0.391002054617578","0.316318737288079","0.465685371947077"
"Grosse Sorgen","1994","30-45","(noch) kein Abschluss","88","0.50733490197505","0.433682871128444","0.580986932821656"
"Grosse Sorgen","1994","30-45","Hauptschule","873","0.539962012874704","0.515402299020017","0.564521726729391"
"Grosse Sorgen","1994","30-45","Realschule","698","0.526251965940219","0.498279680060562","0.554224251819877"
"Grosse Sorgen","1994","30-45","(Fach-)Abitur","122","0.41465264941487","0.35631863556423","0.472986663265511"
"Grosse Sorgen","1994","30-45","AkademikerIn","414","0.445986664880379","0.411733959734667","0.480239370026092"
"Grosse Sorgen","1994","46-65","(noch) kein Abschluss","148","0.525530308719068","0.468547978566641","0.582512638871494"
"Grosse Sorgen","1994","46-65","Hauptschule","1609","0.667745696591094","0.649014083017096","0.686477310165092"
"Grosse Sorgen","1994","46-65","Realschule","306","0.617178437725679","0.573187295586908","0.66116957986445"
"Grosse Sorgen","1994","46-65","(Fach-)Abitur","49","0.57853837934876","0.479242462065576","0.677834296631944"
"Grosse Sorgen","1994","46-65","AkademikerIn","370","0.613378904602417","0.5725693721531","0.654188437051733"
"Grosse Sorgen","1994","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1994","66","Hauptschule","","","",""
"Grosse Sorgen","1994","66","Realschule","","","",""
"Grosse Sorgen","1994","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1994","66","AkademikerIn","","","",""
"Einige Sorgen","1994","17-29","(noch) kein Abschluss","156","0.455208904397631","0.402119223428015","0.508298585367248"
"Einige Sorgen","1994","17-29","Hauptschule","420","0.451344291133122","0.420060535371702","0.482628046894541"
"Einige Sorgen","1994","17-29","Realschule","480","0.444590054022397","0.416030926783203","0.473149181261591"
"Einige Sorgen","1994","17-29","(Fach-)Abitur","251","0.528969162934277","0.485519745398402","0.572418580470151"
"Einige Sorgen","1994","17-29","AkademikerIn","79","0.458986384723225","0.38272052578161","0.535252243664839"
"Einige Sorgen","1994","30-45","(noch) kein Abschluss","80","0.439202745839531","0.366089355942717","0.512316135736344"
"Einige Sorgen","1994","30-45","Hauptschule","661","0.42835502660225","0.403970744181623","0.452739309022876"
"Einige Sorgen","1994","30-45","Realschule","499","0.450803425884259","0.422928424620573","0.478678427147945"
"Einige Sorgen","1994","30-45","(Fach-)Abitur","140","0.52335893498925","0.46422069991767","0.58249717006083"
"Einige Sorgen","1994","30-45","AkademikerIn","355","0.486981245725898","0.452538594870417","0.52142389658138"
"Einige Sorgen","1994","46-65","(noch) kein Abschluss","107","0.341520026235991","0.287405176568987","0.395634875902995"
"Einige Sorgen","1994","46-65","Hauptschule","749","0.309009427505503","0.290633204213171","0.327385650797834"
"Einige Sorgen","1994","46-65","Realschule","157","0.368863996361028","0.325196702271782","0.412531290450275"
"Einige Sorgen","1994","46-65","(Fach-)Abitur","40","0.384403503325408","0.28658342038889","0.482223586261926"
"Einige Sorgen","1994","46-65","AkademikerIn","162","0.344223955893532","0.304408403328576","0.384039508458489"
"Einige Sorgen","1994","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1994","66","Hauptschule","","","",""
"Einige Sorgen","1994","66","Realschule","","","",""
"Einige Sorgen","1994","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1994","66","AkademikerIn","","","",""
"Keine Sorgen","1994","17-29","(noch) kein Abschluss","37","0.123961347762357","0.0888300235721177","0.159092671952596"
"Keine Sorgen","1994","17-29","Hauptschule","71","0.0623868817502085","0.0471823364952836","0.0775914270051334"
"Keine Sorgen","1994","17-29","Realschule","48","0.0446663140598335","0.0327942607770448","0.0565383673426222"
"Keine Sorgen","1994","17-29","(Fach-)Abitur","44","0.0871119877600277","0.062565360647849","0.111658614872206"
