"plh0040","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","2002","Hamburg","Staedtischer Raum","114","0.389479423385515","0.33646441644743","0.4424944303236"
"Grosse Sorgen","2002","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2002","Niedersachsen","Staedtischer Raum","439","0.479279475144741","0.447644893160568","0.510914057128913"
"Grosse Sorgen","2002","Niedersachsen","Laendlicher Raum","503","0.534819147365089","0.504073269188396","0.565565025541782"
"Grosse Sorgen","2002","Bremen","Staedtischer Raum","97","0.626058371401108","0.553538110648689","0.698578632153528"
"Grosse Sorgen","2002","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2002","Nordrhein-Westfalen","Staedtischer Raum","2268","0.506429942285875","0.492174481004019","0.520685403567731"
"Grosse Sorgen","2002","Nordrhein-Westfalen","Laendlicher Raum","59","0.3991389067995","0.310778814487386","0.487498999111615"
"Grosse Sorgen","2002","Hessen","Staedtischer Raum","577","0.470485321251039","0.443700903049115","0.497269739452962"
"Grosse Sorgen","2002","Hessen","Laendlicher Raum","169","0.576528834576441","0.520522785653551","0.632534883499331"
"Grosse Sorgen","2002","Rheinland-Pfalz,Saarland","Staedtischer Raum","516","0.523196701026953","0.49269447022588","0.553698931828026"
"Grosse Sorgen","2002","Rheinland-Pfalz,Saarland","Laendlicher Raum","165","0.524430644171392","0.471032100351277","0.577829187991507"
"Grosse Sorgen","2002","Baden-Wuerttemberg","Staedtischer Raum","1032","0.447843898774971","0.428455598431606","0.467232199118335"
"Grosse Sorgen","2002","Baden-Wuerttemberg","Laendlicher Raum","126","0.547013901875109","0.486155135030677","0.607872668719541"
"Grosse Sorgen","2002","Bayern","Staedtischer Raum","554","0.400700638639905","0.376429836103628","0.424971441176182"
"Grosse Sorgen","2002","Bayern","Laendlicher Raum","751","0.467405328910585","0.443518619733961","0.491292038087208"
"Grosse Sorgen","2002","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2002","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2002","Berlin","Staedtischer Raum","441","0.543508552883486","0.509478103256274","0.577539002510697"
"Grosse Sorgen","2002","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2002","Brandenburg","Staedtischer Raum","27","","",""
"Grosse Sorgen","2002","Brandenburg","Laendlicher Raum","507","0.577037053696604","0.544433359531843","0.609640747861365"
"Grosse Sorgen","2002","Mecklenburg-Vorpommern","Staedtischer Raum","46","0.757706016401244","0.659416240710606","0.855995792091882"
"Grosse Sorgen","2002","Mecklenburg-Vorpommern","Laendlicher Raum","253","0.611385222630122","0.56578857063199","0.656981874628253"
"Grosse Sorgen","2002","Sachsen","Staedtischer Raum","394","0.53919274283052","0.504521491676412","0.573863993984627"
"Grosse Sorgen","2002","Sachsen","Laendlicher Raum","437","0.515277399235817","0.481600655557405","0.548954142914228"
"Grosse Sorgen","2002","Sachsen-Anhalt","Staedtischer Raum","91","0.522006102398314","0.449033337025488","0.594978867771139"
"Grosse Sorgen","2002","Sachsen-Anhalt","Laendlicher Raum","450","0.629135222883145","0.595409227475638","0.662861218290651"
"Grosse Sorgen","2002","Thueringen","Staedtischer Raum","146","0.561427898127863","0.503818524022471","0.619037272233255"
"Grosse Sorgen","2002","Thueringen","Laendlicher Raum","376","0.575254709586044","0.537992455701758","0.61251696347033"
"Einige Sorgen","2002","Schleswig-Holstein","Staedtischer Raum","117","0.375601725231679","0.321429891141008","0.429773559322351"
"Einige Sorgen","2002","Schleswig-Holstein","Laendlicher Raum","194","0.444237709911084","0.396024032473367","0.492451387348801"
"Einige Sorgen","2002","Hamburg","Staedtischer Raum","166","0.495711549303862","0.441353928434528","0.550069170173197"
"Einige Sorgen","2002","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2002","Niedersachsen","Staedtischer Raum","430","0.43805676276051","0.406638891506272","0.469474634014747"
"Einige Sorgen","2002","Niedersachsen","Laendlicher Raum","438","0.394603197525612","0.364475019099683","0.42473137595154"
"Einige Sorgen","2002","Bremen","Staedtischer Raum","60","0.317576349065565","0.247801139974288","0.387351558156843"
"Einige Sorgen","2002","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2002","Nordrhein-Westfalen","Staedtischer Raum","2055","0.413588079617041","0.39954596265556","0.427630196578523"
"Einige Sorgen","2002","Nordrhein-Westfalen","Laendlicher Raum","49","0.497381932390123","0.407168514303128","0.587595350477119"
"Einige Sorgen","2002","Hessen","Staedtischer Raum","627","0.42768448820145","0.40113539548147","0.454233580921429"
"Einige Sorgen","2002","Hessen","Laendlicher Raum","117","0.379303510160011","0.324305677859107","0.434301342460916"
"Einige Sorgen","2002","Rheinland-Pfalz,Saarland","Staedtischer Raum","437","0.395806766881531","0.365942007876483","0.425671525886579"
"Einige Sorgen","2002","Rheinland-Pfalz,Saarland","Laendlicher Raum","144","0.392084354223667","0.339882026475489","0.444286681971845"
"Einige Sorgen","2002","Baden-Wuerttemberg","Staedtischer Raum","1269","0.469947603086322","0.450488196566121","0.489407009606523"
"Einige Sorgen","2002","Baden-Wuerttemberg","Laendlicher Raum","108","0.373219027201572","0.314087197199036","0.432350857204108"
"Einige Sorgen","2002","Bayern","Staedtischer Raum","791","0.478127489223646","0.453387114140026","0.502867864307266"
"Einige Sorgen","2002","Bayern","Laendlicher Raum","805","0.466032199465384","0.442149875763756","0.489914523167012"
"Einige Sorgen","2002","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2002","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2002","Berlin","Staedtischer Raum","313","0.376223332625557","0.343126563582269","0.409320101668846"
"Einige Sorgen","2002","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2002","Brandenburg","Staedtischer Raum","34","0.570876820984018","0.452361940909237","0.6893917010588"
"Einige Sorgen","2002","Brandenburg","Laendlicher Raum","342","0.388127084908035","0.35596594833205","0.420288221484019"
"Einige Sorgen","2002","Mecklenburg-Vorpommern","Staedtischer Raum","25","","",""
"Einige Sorgen","2002","Mecklenburg-Vorpommern","Laendlicher Raum","167","0.354680019746738","0.309927061438001","0.399432978055474"
"Einige Sorgen","2002","Sachsen","Staedtischer Raum","337","0.39134947554254","0.357402255287394","0.425296695797685"
"Einige Sorgen","2002","Sachsen","Laendlicher Raum","357","0.409022539881002","0.375892497709166","0.442152582052837"
"Einige Sorgen","2002","Sachsen-Anhalt","Staedtischer Raum","80","0.4311746320925","0.358826400954921","0.503522863230078"
"Einige Sorgen","2002","Sachsen-Anhalt","Laendlicher Raum","299","0.331008038340895","0.298152037401045","0.363864039280745"
"Einige Sorgen","2002","Thueringen","Staedtischer Raum","126","0.383085896837712","0.326646015460366","0.439525778215058"
"Einige Sorgen","2002","Thueringen","Laendlicher Raum","262","0.376798065107843","0.340268586661809","0.413327543553876"
"Keine Sorgen","2002","Schleswig-Holstein","Staedtischer Raum","111","0.303381312328873","0.25195671775149","0.354805906906256"
"Keine Sorgen","2002","Schleswig-Holstein","Laendlicher Raum","77","0.141978487645108","0.108111359527788","0.175845615762428"
"Keine Sorgen","2002","Hamburg","Staedtischer Raum","45","0.114809027310623","0.0801502755549507","0.149467779066295"
"Keine Sorgen","2002","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2002","Niedersachsen","Staedtischer Raum","89","0.0826637620947494","0.0652261426808229","0.100101381508676"
"Keine Sorgen","2002","Niedersachsen","Laendlicher Raum","70","0.0705776551092996","0.054790179939263","0.0863651302793363"
"Keine Sorgen","2002","Bremen","Staedtischer Raum","14","","",""
"Keine Sorgen","2002","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2002","Nordrhein-Westfalen","Staedtischer Raum","402","0.0799819780970837","0.0722473146315466","0.0877166415626209"
"Keine Sorgen","2002","Nordrhein-Westfalen","Laendlicher Raum","10","","",""
"Keine Sorgen","2002","Hessen","Staedtischer Raum","130","0.101830190547512","0.0856013429877434","0.11805903810728"
"Keine Sorgen","2002","Hessen","Laendlicher Raum","13","","",""
"Keine Sorgen","2002","Rheinland-Pfalz,Saarland","Staedtischer Raum","77","0.0809965320915163","0.0643347570658558","0.0976583071171767"
"Keine Sorgen","2002","Rheinland-Pfalz,Saarland","Laendlicher Raum","27","","",""
"Keine Sorgen","2002","Baden-Wuerttemberg","Staedtischer Raum","226","0.0822084981387072","0.0714988342001671","0.0929181620772472"
"Keine Sorgen","2002","Baden-Wuerttemberg","Laendlicher Raum","23","","",""
"Keine Sorgen","2002","Bayern","Staedtischer Raum","221","0.121171872136448","0.105009500250618","0.137334244022279"
"Keine Sorgen","2002","Bayern","Laendlicher Raum","120","0.0665624716240315","0.0546289552703472","0.0784959879777159"
"Keine Sorgen","2002","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2002","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2002","Berlin","Staedtischer Raum","69","0.0802681144909566","0.0617050221249191","0.0988312068569941"
"Keine Sorgen","2002","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2002","Brandenburg","Staedtischer Raum","6","","",""
"Keine Sorgen","2002","Brandenburg","Laendlicher Raum","33","0.0348358613953609","0.0227346829842884","0.0469370398064334"
"Keine Sorgen","2002","Mecklenburg-Vorpommern","Staedtischer Raum","2","","",""
"Keine Sorgen","2002","Mecklenburg-Vorpommern","Laendlicher Raum","19","","",""
"Keine Sorgen","2002","Sachsen","Staedtischer Raum","63","0.0694577816269407","0.0517743586583802","0.0871412045955011"
"Keine Sorgen","2002","Sachsen","Laendlicher Raum","52","0.0757000608831816","0.0578755555505085","0.0935245662158546"
"Keine Sorgen","2002","Sachsen-Anhalt","Staedtischer Raum","9","","",""
"Keine Sorgen","2002","Sachsen-Anhalt","Laendlicher Raum","39","0.0398567387759603","0.0261982112734011","0.0535152662785195"
"Keine Sorgen","2002","Thueringen","Staedtischer Raum","13","","",""
"Keine Sorgen","2002","Thueringen","Laendlicher Raum","38","0.047947225306113","0.0318412512770101","0.0640531993352159"
"Grosse Sorgen","2003","Schleswig-Holstein","Staedtischer Raum","59","0.245308568203931","0.195615831437936","0.295001304969927"
"Grosse Sorgen","2003","Schleswig-Holstein","Laendlicher Raum","108","0.348240453397913","0.300149794627388","0.396331112168437"
"Grosse Sorgen","2003","Hamburg","Staedtischer Raum","76","0.306239389104233","0.253189505391252","0.359289272817214"
"Grosse Sorgen","2003","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2003","Niedersachsen","Staedtischer Raum","372","0.42983000859882","0.397770940165199","0.461889077032441"
"Grosse Sorgen","2003","Niedersachsen","Laendlicher Raum","432","0.462376638742163","0.431176926033597","0.493576351450729"
"Grosse Sorgen","2003","Bremen","Staedtischer Raum","81","0.516638092230878","0.442386992581154","0.590889191880602"
"Grosse Sorgen","2003","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2003","Nordrhein-Westfalen","Staedtischer Raum","2051","0.480526060643474","0.46600247898649","0.495049642300458"
"Grosse Sorgen","2003","Nordrhein-Westfalen","Laendlicher Raum","51","0.429324503561602","0.335972495545608","0.522676511577596"
"Grosse Sorgen","2003","Hessen","Staedtischer Raum","483","0.437185601292954","0.409385243373803","0.464985959212105"
"Grosse Sorgen","2003","Hessen","Laendlicher Raum","130","0.477175519545425","0.417487250329252","0.536863788761598"
"Grosse Sorgen","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","461","0.464405553865545","0.433813970570243","0.494997137160847"
"Grosse Sorgen","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","137","0.44242113508712","0.388002933339028","0.496839336835212"
"Grosse Sorgen","2003","Baden-Wuerttemberg","Staedtischer Raum","899","0.405054600223749","0.385580404024042","0.424528796423455"
"Grosse Sorgen","2003","Baden-Wuerttemberg","Laendlicher Raum","105","0.487901301719732","0.423019411787345","0.55278319165212"
"Grosse Sorgen","2003","Bayern","Staedtischer Raum","456","0.346175082466294","0.322266043489542","0.370084121443046"
"Grosse Sorgen","2003","Bayern","Laendlicher Raum","654","0.440495151397939","0.41606259032926","0.464927712466618"
"Grosse Sorgen","2003","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2003","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2003","Berlin","Staedtischer Raum","391","0.469098977872067","0.434983519851783","0.503214435892351"
"Grosse Sorgen","2003","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2003","Brandenburg","Staedtischer Raum","25","","",""
"Grosse Sorgen","2003","Brandenburg","Laendlicher Raum","427","0.501432123925087","0.468226837070253","0.534637410779921"
"Grosse Sorgen","2003","Mecklenburg-Vorpommern","Staedtischer Raum","31","0.581179072397114","0.467219446810876","0.695138697983352"
"Grosse Sorgen","2003","Mecklenburg-Vorpommern","Laendlicher Raum","224","0.558655399703613","0.512726522386478","0.604584277020748"
"Grosse Sorgen","2003","Sachsen","Staedtischer Raum","335","0.461119489242042","0.426091817579473","0.496147160904611"
"Grosse Sorgen","2003","Sachsen","Laendlicher Raum","377","0.476344776079089","0.442264387307552","0.510425164850627"
"Grosse Sorgen","2003","Sachsen-Anhalt","Staedtischer Raum","85","0.499898618962731","0.426445864687475","0.573351373237988"
"Grosse Sorgen","2003","Sachsen-Anhalt","Laendlicher Raum","395","0.601720591227774","0.566778106683286","0.636663075772261"
"Grosse Sorgen","2003","Thueringen","Staedtischer Raum","126","0.426705174721791","0.369582989537894","0.483827359905687"
"Grosse Sorgen","2003","Thueringen","Laendlicher Raum","345","0.564810681773153","0.527185748504094","0.602435615042213"
"Einige Sorgen","2003","Schleswig-Holstein","Staedtischer Raum","126","0.432196194275943","0.374983623082338","0.489408765469548"
"Einige Sorgen","2003","Schleswig-Holstein","Laendlicher Raum","178","0.452733089905759","0.402487479133692","0.502978700677826"
"Einige Sorgen","2003","Hamburg","Staedtischer Raum","152","0.529284212356174","0.471836472861573","0.586731951850775"
"Einige Sorgen","2003","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2003","Niedersachsen","Staedtischer Raum","441","0.466735618544611","0.434427838685418","0.499043398403804"
"Einige Sorgen","2003","Niedersachsen","Laendlicher Raum","479","0.470327345656786","0.439094074012776","0.501560617300796"
"Einige Sorgen","2003","Bremen","Staedtischer Raum","81","0.424014915170243","0.350585570478459","0.497444259862028"
"Einige Sorgen","2003","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2003","Nordrhein-Westfalen","Staedtischer Raum","2075","0.432074321787318","0.417674458913076","0.44647418466156"
"Einige Sorgen","2003","Nordrhein-Westfalen","Laendlicher Raum","52","0.508296754911425","0.414010926964911","0.602582582857938"
"Einige Sorgen","2003","Hessen","Staedtischer Raum","597","0.455669670974423","0.427757655922676","0.48358168602617"
"Einige Sorgen","2003","Hessen","Laendlicher Raum","127","0.473610796878125","0.413943517684724","0.533278076071525"
"Einige Sorgen","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","494","0.45489892008711","0.424354548526876","0.485443291647343"
"Einige Sorgen","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","156","0.480533247472152","0.425792124697437","0.535274370246867"
"Einige Sorgen","2003","Baden-Wuerttemberg","Staedtischer Raum","1293","0.509192099630312","0.48936036045159","0.529023838809033"
"Einige Sorgen","2003","Baden-Wuerttemberg","Laendlicher Raum","110","0.462687610184479","0.397967681491798","0.527407538877159"
"Einige Sorgen","2003","Bayern","Staedtischer Raum","868","0.544608531465566","0.51958099232346","0.569636070607672"
"Einige Sorgen","2003","Bayern","Laendlicher Raum","813","0.489795600075184","0.465193281433493","0.514397918716874"
"Einige Sorgen","2003","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2003","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2003","Berlin","Staedtischer Raum","368","0.447110305556728","0.413121275616919","0.481099335496537"
"Einige Sorgen","2003","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2003","Brandenburg","Staedtischer Raum","35","0.511048811178618","0.393101650670137","0.628995971687098"
"Einige Sorgen","2003","Brandenburg","Laendlicher Raum","411","0.45936167190573","0.426266106337201","0.492457237474258"
"Einige Sorgen","2003","Mecklenburg-Vorpommern","Staedtischer Raum","35","0.371228490259203","0.25963241529263","0.482824565225776"
"Einige Sorgen","2003","Mecklenburg-Vorpommern","Laendlicher Raum","204","0.408707231727302","0.36323645578254","0.454178007672064"
"Einige Sorgen","2003","Sachsen","Staedtischer Raum","368","0.438011327317918","0.403148328233057","0.47287432640278"
