"plh0040","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1994","16-34 Jahre alt","maennlich","1095","0.431422141934062","0.411482373753186","0.451361910114937"
"Grosse Sorgen","1994","16-34 Jahre alt","weiblich","1265","0.492951231940991","0.47304868635331","0.512853777528672"
"Grosse Sorgen","1994","35-65 Jahre alt","maennlich","1938","0.580869994486443","0.563960848758266","0.59777914021462"
"Grosse Sorgen","1994","35-65 Jahre alt","weiblich","2088","0.627561871038281","0.611087050850033","0.64403669122653"
"Grosse Sorgen","1994","66 und älter","maennlich","390","0.67046070201456","0.63170245404595","0.709218949983171"
"Grosse Sorgen","1994","66 und älter","weiblich","676","0.719826487441957","0.691025849868879","0.748627125015035"
"Einige Sorgen","1994","16-34 Jahre alt","maennlich","1107","0.49455864989726","0.474429835127716","0.514687464666805"
"Einige Sorgen","1994","16-34 Jahre alt","weiblich","1040","0.450077657043478","0.430272595657217","0.469882718429739"
"Einige Sorgen","1994","35-65 Jahre alt","maennlich","1204","0.382788044044477","0.366130760965345","0.399445327123609"
"Einige Sorgen","1994","35-65 Jahre alt","weiblich","1124","0.347159093994732","0.330936014617347","0.363382173372116"
"Einige Sorgen","1994","66 und älter","maennlich","160","0.298716316215","0.260976462984256","0.336456169445744"
"Einige Sorgen","1994","66 und älter","weiblich","228","0.2520487770276","0.22420336884895","0.279894185206249"
"Keine Sorgen","1994","16-34 Jahre alt","maennlich","168","0.0740192081686781","0.0634790500887871","0.0845593662485692"
"Keine Sorgen","1994","16-34 Jahre alt","weiblich","119","0.0569711110155314","0.0477438750609756","0.0661983469700873"
"Keine Sorgen","1994","35-65 Jahre alt","maennlich","129","0.03634196146908","0.0299287807973663","0.0427551421407937"
"Keine Sorgen","1994","35-65 Jahre alt","weiblich","96","0.0252790349669868","0.0199298731050285","0.030628196828945"
"Keine Sorgen","1994","66 und älter","maennlich","","","",""
"Keine Sorgen","1994","66 und älter","weiblich","30","0.0281247355304436","0.0175218483342559","0.0387276227266313"
"Grosse Sorgen","1995","16-34 Jahre alt","maennlich","1035","0.397233976557238","0.377770459240682","0.416697493873795"
"Grosse Sorgen","1995","16-34 Jahre alt","weiblich","1219","0.466203462226592","0.44659366276529","0.485813261687894"
"Grosse Sorgen","1995","35-65 Jahre alt","maennlich","1921","0.562002310537089","0.545258863191703","0.578745757882474"
"Grosse Sorgen","1995","35-65 Jahre alt","weiblich","2069","0.599301211598048","0.582896852149783","0.615705571046313"
"Grosse Sorgen","1995","66 und älter","maennlich","419","0.718156006590018","0.681667553007594","0.754644460172441"
"Grosse Sorgen","1995","66 und älter","weiblich","665","0.689871761386062","0.660443146259818","0.719300376512305"
"Einige Sorgen","1995","16-34 Jahre alt","maennlich","1177","0.509125975127819","0.489241167078448","0.529010783177191"
"Einige Sorgen","1995","16-34 Jahre alt","weiblich","1133","0.477132907793873","0.457498723235328","0.496767092352418"
"Einige Sorgen","1995","35-65 Jahre alt","maennlich","1301","0.392311048471651","0.375833376222828","0.408788720720474"
"Einige Sorgen","1995","35-65 Jahre alt","weiblich","1229","0.362367341244765","0.346276176337836","0.378458506151694"
"Einige Sorgen","1995","66 und älter","maennlich","143","0.241367049998006","0.206661693528075","0.276072406467937"
"Einige Sorgen","1995","66 und älter","weiblich","249","0.270024541697815","0.241777645542076","0.298271437853555"
"Keine Sorgen","1995","16-34 Jahre alt","maennlich","216","0.0936400483149421","0.0820521435268986","0.105227953102986"
"Keine Sorgen","1995","16-34 Jahre alt","weiblich","134","0.0566636299795353","0.0475753224406543","0.0657519375184164"
"Keine Sorgen","1995","35-65 Jahre alt","maennlich","151","0.0456866409912602","0.0386400342257779","0.0527332477567426"
"Keine Sorgen","1995","35-65 Jahre alt","weiblich","130","0.0383314471571873","0.0319043036127002","0.0447585907016744"
"Keine Sorgen","1995","66 und älter","maennlich","","","",""
"Keine Sorgen","1995","66 und älter","weiblich","35","0.0401036969161228","0.0276206860357993","0.0525867077964463"
"Grosse Sorgen","1996","16-34 Jahre alt","maennlich","1077","0.443185707531722","0.423023787946255","0.46334762711719"
"Grosse Sorgen","1996","16-34 Jahre alt","weiblich","1229","0.493226232022361","0.473228434934854","0.513224029109869"
"Grosse Sorgen","1996","35-65 Jahre alt","maennlich","1953","0.580113665181044","0.56332556827303","0.596901762089058"
"Grosse Sorgen","1996","35-65 Jahre alt","weiblich","2099","0.626459721075014","0.610117678750123","0.642801763399905"
"Grosse Sorgen","1996","66 und älter","maennlich","436","0.728849914561501","0.693129743126597","0.764570085996405"
"Grosse Sorgen","1996","66 und älter","weiblich","729","0.766413931167536","0.739634956065404","0.793192906269669"
"Einige Sorgen","1996","16-34 Jahre alt","maennlich","1110","0.489836516157844","0.469547355473094","0.510125676842593"
"Einige Sorgen","1996","16-34 Jahre alt","weiblich","1068","0.458138307513658","0.438208893048793","0.478067721978523"
"Einige Sorgen","1996","35-65 Jahre alt","maennlich","1241","0.378690772560539","0.362191100500907","0.395190444620171"
"Einige Sorgen","1996","35-65 Jahre alt","weiblich","1170","0.34566819627333","0.329601752379555","0.361734640167106"
"Einige Sorgen","1996","66 und älter","maennlich","146","0.243581484625941","0.20909151434479","0.278071454907091"
"Einige Sorgen","1996","66 und älter","weiblich","205","0.207686290138045","0.182012423130696","0.233360157145393"
"Keine Sorgen","1996","16-34 Jahre alt","maennlich","145","0.0669777763104341","0.0568317689160605","0.0771237837048077"
"Keine Sorgen","1996","16-34 Jahre alt","weiblich","104","0.0486354604639811","0.0400314286631177","0.0572394922648444"
