"plh0040","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","2001","(Fach-)Abitur","227","","",""
"Keine Sorgen","2001","(noch) kein Abschluss","134","","",""
"Keine Sorgen","2001","AkademikerIn","336","0.104592287966797","0.0944983767797952","0.114686199153798"
"Keine Sorgen","2001","Hauptschule","661","0.0707874236746818","0.065579727534388","0.0759951198149755"
"Keine Sorgen","2001","Realschule","376","0.0665389102369587","0.0600893593841849","0.0729884610897324"
"Einige Sorgen","2002","(Fach-)Abitur","1221","","",""
"Einige Sorgen","2002","(noch) kein Abschluss","459","0.479571327284125","0.446914389580265","0.512228264987985"
"Einige Sorgen","2002","AkademikerIn","2270","","",""
"Einige Sorgen","2002","Hauptschule","3484","0.37698945564539","0.36689539038069","0.387083520910091"
"Einige Sorgen","2002","Realschule","2621","","",""
"Grosse Sorgen","2002","(Fach-)Abitur","908","0.389785599199401","0.370458174678384","0.409113023720419"
"Grosse Sorgen","2002","(noch) kein Abschluss","314","0.384789499971241","0.352984769388668","0.416594230553813"
"Grosse Sorgen","2002","AkademikerIn","1692","","",""
"Grosse Sorgen","2002","Hauptschule","4832","0.563549378615786","0.553219687053802","0.573879070177771"
"Grosse Sorgen","2002","Realschule","2941","","",""
"Keine Sorgen","2002","(Fach-)Abitur","317","0.131427686561104","0.118038127131931","0.144817245990278"
"Keine Sorgen","2002","(noch) kein Abschluss","126","","",""
"Keine Sorgen","2002","AkademikerIn","580","0.13303248784118","0.123155948584801","0.14290902709756"
"Keine Sorgen","2002","Hauptschule","539","0.0594611657388234","0.0545355686498341","0.0643867628278127"
"Keine Sorgen","2002","Realschule","406","0.0659599090100695","0.0596625788047418","0.0722572392153971"
"Einige Sorgen","2003","(Fach-)Abitur","1256","","",""
"Einige Sorgen","2003","(noch) kein Abschluss","462","0.503987371335091","0.471120875367844","0.536853867302338"
"Einige Sorgen","2003","AkademikerIn","2321","","",""
"Einige Sorgen","2003","Hauptschule","3631","0.416819123047714","0.406282541575393","0.427355704520036"
"Einige Sorgen","2003","Realschule","2876","","",""
"Grosse Sorgen","2003","(Fach-)Abitur","793","0.348814916984967","0.329743510913215","0.367886323056718"
"Grosse Sorgen","2003","(noch) kein Abschluss","283","","",""
"Grosse Sorgen","2003","AkademikerIn","1420","","",""
"Grosse Sorgen","2003","Hauptschule","4260","0.52036930480468","0.509692689505349","0.531045920104011"
"Grosse Sorgen","2003","Realschule","2474","","",""
"Keine Sorgen","2003","(Fach-)Abitur","350","0.150576022591537","0.13626491866143","0.164887126521645"
"Keine Sorgen","2003","(noch) kein Abschluss","144","","",""
"Keine Sorgen","2003","AkademikerIn","598","0.135431055817865","0.125249545311368","0.145612566324361"
"Keine Sorgen","2003","Hauptschule","520","0.0628115721476057","0.0576264670318145","0.0679966772633968"
"Keine Sorgen","2003","Realschule","414","0.0670983046575137","0.0606393859323603","0.0735572233826671"
"Einige Sorgen","2004","(Fach-)Abitur","1224","","",""
"Einige Sorgen","2004","(noch) kein Abschluss","454","0.46225125613442","0.429642166467214","0.494860345801626"
"Einige Sorgen","2004","AkademikerIn","2224","","",""
"Einige Sorgen","2004","Hauptschule","3315","0.403067471257634","0.392328197329302","0.413806745185965"
"Einige Sorgen","2004","Realschule","2640","","",""
"Grosse Sorgen","2004","(Fach-)Abitur","783","0.347322727090871","0.32822253531518","0.366422918866561"
"Grosse Sorgen","2004","(noch) kein Abschluss","259","","",""
"Grosse Sorgen","2004","AkademikerIn","1405","","",""
"Grosse Sorgen","2004","Hauptschule","4094","0.518987934136045","0.508048873295582","0.529926994976508"
"Grosse Sorgen","2004","Realschule","2503","","",""
"Keine Sorgen","2004","(Fach-)Abitur","380","0.155259171783351","0.140730956837524","0.169787386729178"
"Keine Sorgen","2004","(noch) kein Abschluss","185","","",""
"Keine Sorgen","2004","AkademikerIn","654","0.147655761328434","0.137031303735338","0.15828021892153"
"Keine Sorgen","2004","Hauptschule","605","0.0779445946063216","0.0720751780556183","0.0838140111570249"
"Keine Sorgen","2004","Realschule","458","0.0795672500791477","0.0724799877113107","0.0866545124469847"
"Einige Sorgen","2005","(Fach-)Abitur","1154","","",""
"Einige Sorgen","2005","(noch) kein Abschluss","436","0.469210752933201","0.436533982846742","0.50188752301966"
"Einige Sorgen","2005","AkademikerIn","2036","","",""
"Einige Sorgen","2005","Hauptschule","2717","","",""
"Einige Sorgen","2005","Realschule","2264","","",""
"Grosse Sorgen","2005","(Fach-)Abitur","799","0.36818041135457","0.348409036939577","0.387951785769562"
"Grosse Sorgen","2005","(noch) kein Abschluss","289","","",""
"Grosse Sorgen","2005","AkademikerIn","1481","","",""
"Grosse Sorgen","2005","Hauptschule","4323","0.583348757245842","0.572204595427966","0.594492919063717"
"Grosse Sorgen","2005","Realschule","2665","","",""
"Keine Sorgen","2005","(Fach-)Abitur","333","0.137967109894288","0.123830031068164","0.152104188720412"
"Keine Sorgen","2005","(noch) kein Abschluss","171","","",""
"Keine Sorgen","2005","AkademikerIn","637","0.152205696467987","0.141281851063119","0.163129541872855"
"Keine Sorgen","2005","Hauptschule","478","0.0626838860198324","0.057204676243292","0.0681630957963727"
"Keine Sorgen","2005","Realschule","440","0.0763681898444349","0.0692641223617113","0.0834722573271585"
"Einige Sorgen","2006","(Fach-)Abitur","1247","","",""
"Einige Sorgen","2006","(noch) kein Abschluss","293","","",""
"Einige Sorgen","2006","AkademikerIn","2338","","",""
"Einige Sorgen","2006","Hauptschule","3201","0.394243497093844","0.383553545936562","0.404933448251125"
"Einige Sorgen","2006","Realschule","2670","","",""
"Grosse Sorgen","2006","(Fach-)Abitur","801","0.339949254333772","0.321138545614437","0.358759963053107"
"Grosse Sorgen","2006","(noch) kein Abschluss","222","","",""
"Grosse Sorgen","2006","AkademikerIn","1446","","",""
"Grosse Sorgen","2006","Hauptschule","4279","0.534826604386273","0.523915760430458","0.545737448342088"
"Grosse Sorgen","2006","Realschule","2597","","",""
"Keine Sorgen","2006","(Fach-)Abitur","388","0.165084995515046","0.150342045837613","0.17982794519248"
"Keine Sorgen","2006","(noch) kein Abschluss","131","","",""
"Keine Sorgen","2006","AkademikerIn","776","0.18149262980164","0.170305814606804","0.192679444996476"
"Keine Sorgen","2006","Hauptschule","548","0.0709298985198833","0.0653144646070054","0.0765453324327613"
"Keine Sorgen","2006","Realschule","459","0.0845324071207797","0.0773270497677245","0.0917377644738349"
"Einige Sorgen","2007","(Fach-)Abitur","1139","","",""
"Einige Sorgen","2007","(noch) kein Abschluss","267","","",""
"Einige Sorgen","2007","AkademikerIn","2167","","",""
"Einige Sorgen","2007","Hauptschule","2895","","",""
"Einige Sorgen","2007","Realschule","2401","","",""
"Grosse Sorgen","2007","(Fach-)Abitur","838","0.372654628913506","0.353109956958234","0.392199300868777"
"Grosse Sorgen","2007","(noch) kein Abschluss","185","","",""
"Grosse Sorgen","2007","AkademikerIn","1473","","",""
"Grosse Sorgen","2007","Hauptschule","3837","0.524632854191272","0.51315334793555","0.536112360446994"
"Grosse Sorgen","2007","Realschule","2493","","",""
"Keine Sorgen","2007","(Fach-)Abitur","374","0.155115374042733","0.140481884470586","0.16974886361488"
"Keine Sorgen","2007","(noch) kein Abschluss","98","0.168639758648872","0.137347179610921","0.199932337686823"
"Keine Sorgen","2007","AkademikerIn","731","0.179365707580563","0.167991995609991","0.190739419551135"
"Keine Sorgen","2007","Hauptschule","538","0.0747184255667699","0.0686743247674133","0.0807625263661265"
"Keine Sorgen","2007","Realschule","485","0.0876203740936679","0.0800644487241247","0.095176299463211"
"Einige Sorgen","2008","(Fach-)Abitur","1131","","",""
"Einige Sorgen","2008","(noch) kein Abschluss","273","","",""
"Einige Sorgen","2008","AkademikerIn","2167","","",""
"Einige Sorgen","2008","Hauptschule","2881","","",""
"Einige Sorgen","2008","Realschule","2489","","",""
"Grosse Sorgen","2008","(Fach-)Abitur","631","0.297146019025157","0.277909080163982","0.316382957886333"
"Grosse Sorgen","2008","(noch) kein Abschluss","154","","",""
"Grosse Sorgen","2008","AkademikerIn","1129","","",""
"Grosse Sorgen","2008","Hauptschule","3351","0.501237841477065","0.48933282321902","0.51314285973511"
"Grosse Sorgen","2008","Realschule","2077","","",""
"Keine Sorgen","2008","(Fach-)Abitur","406","0.181930169240107","0.165690917949824","0.19816942053039"
"Keine Sorgen","2008","(noch) kein Abschluss","115","","",""
"Keine Sorgen","2008","AkademikerIn","887","0.226539772629106","0.21385462919972","0.239224916058492"
"Keine Sorgen","2008","Hauptschule","544","0.0817756279627471","0.0752511203199632","0.0883001356055311"
"Keine Sorgen","2008","Realschule","535","0.102329748175316","0.0940124973550638","0.110646998995569"
"Einige Sorgen","2009","(Fach-)Abitur","1042","","",""
"Einige Sorgen","2009","(noch) kein Abschluss","236","","",""
"Einige Sorgen","2009","AkademikerIn","2159","","",""
"Einige Sorgen","2009","Hauptschule","2933","","",""
"Einige Sorgen","2009","Realschule","2570","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","476","0.235613163527503","0.217014168934881","0.254212158120125"
"Grosse Sorgen","2009","(noch) kein Abschluss","113","","",""
"Grosse Sorgen","2009","AkademikerIn","883","0.207199360211775","0.194665831040593","0.219732889382957"
"Grosse Sorgen","2009","Hauptschule","2665","","",""
"Grosse Sorgen","2009","Realschule","1631","","",""
"Keine Sorgen","2009","(Fach-)Abitur","482","0.247091310501391","0.22818821256944","0.265994408433341"
"Keine Sorgen","2009","(noch) kein Abschluss","126","","",""
"Keine Sorgen","2009","AkademikerIn","975","0.252758172079917","0.239318757069628","0.266197587090206"
"Keine Sorgen","2009","Hauptschule","586","0.0933910714427913","0.0861387670253059","0.100643375860277"
"Keine Sorgen","2009","Realschule","591","0.123956236671886","0.114626126356883","0.133286346986888"
"Einige Sorgen","2010","(Fach-)Abitur","1545","","",""
"Einige Sorgen","2010","(noch) kein Abschluss","346","0.482201983228382","0.446746736696495","0.517657229760268"
"Einige Sorgen","2010","AkademikerIn","2707","","",""
"Einige Sorgen","2010","Hauptschule","3128","0.419749676539225","0.408545358935162","0.430953994143287"
"Einige Sorgen","2010","Realschule","3331","0.492810565932206","0.480905863472107","0.504715268392306"
"Grosse Sorgen","2010","(Fach-)Abitur","886","0.284025943820725","0.268024667098833","0.300027220542618"
"Grosse Sorgen","2010","(noch) kein Abschluss","255","","",""
"Grosse Sorgen","2010","AkademikerIn","1259","","",""
"Grosse Sorgen","2010","Hauptschule","3652","0.49013889857533","0.478789625242435","0.501488171908225"
"Grosse Sorgen","2010","Realschule","2643","","",""
"Keine Sorgen","2010","(Fach-)Abitur","620","0.220279422322674","0.205573798592259","0.23498504605309"
"Keine Sorgen","2010","(noch) kein Abschluss","162","","",""
"Keine Sorgen","2010","AkademikerIn","1386","","",""
"Keine Sorgen","2010","Hauptschule","673","0.0901114248854451","0.0836106284796256","0.0966122212912647"
"Keine Sorgen","2010","Realschule","801","0.123449321444867","0.115616354209231","0.131282288680502"
"Einige Sorgen","2011","(Fach-)Abitur","1203","","",""
"Einige Sorgen","2011","(noch) kein Abschluss","246","","",""
"Einige Sorgen","2011","AkademikerIn","2298","","",""
"Einige Sorgen","2011","Hauptschule","3244","0.462748886603841","0.451081740022992","0.47441603318469"
"Einige Sorgen","2011","Realschule","2768","","",""
"Grosse Sorgen","2011","(Fach-)Abitur","579","0.240266582671874","0.223205484125655","0.257327681218093"
"Grosse Sorgen","2011","(noch) kein Abschluss","149","","",""
"Grosse Sorgen","2011","AkademikerIn","932","0.191949635111032","0.180513768156458","0.203385502065605"
"Grosse Sorgen","2011","Hauptschule","3000","0.424846236524336","0.41327949125096","0.436412981797713"
"Grosse Sorgen","2011","Realschule","1900","","",""
"Keine Sorgen","2011","(Fach-)Abitur","627","0.255085020457268","0.237677956588115","0.272492084326422"
"Keine Sorgen","2011","(noch) kein Abschluss","149","","",""
"Keine Sorgen","2011","AkademikerIn","1326","","",""
"Keine Sorgen","2011","Hauptschule","772","0.112404876871823","0.105013874670511","0.119795879073135"
"Keine Sorgen","2011","Realschule","802","0.148380661136352","0.138960337218649","0.157800985054055"
"Einige Sorgen","2012","(Fach-)Abitur","1213","","",""
"Einige Sorgen","2012","(noch) kein Abschluss","245","","",""
"Einige Sorgen","2012","AkademikerIn","2308","","",""
"Einige Sorgen","2012","Hauptschule","3268","0.474685974457551","0.462906067712403","0.486465881202698"
"Einige Sorgen","2012","Realschule","2759","","",""
"Grosse Sorgen","2012","(Fach-)Abitur","535","0.217754557250123","0.201304209237472","0.234204905262774"
"Grosse Sorgen","2012","(noch) kein Abschluss","150","","",""
"Grosse Sorgen","2012","AkademikerIn","874","0.18732114942472","0.176086233500381","0.198556065349059"
"Grosse Sorgen","2012","Hauptschule","2843","","",""
"Grosse Sorgen","2012","Realschule","1772","","",""
"Keine Sorgen","2012","(Fach-)Abitur","670","0.268346969718712","0.250685742485525","0.286008196951899"
"Keine Sorgen","2012","(noch) kein Abschluss","144","","",""
"Keine Sorgen","2012","AkademikerIn","1451","","",""
"Keine Sorgen","2012","Hauptschule","792","0.117131224684251","0.109545211816598","0.124717237551904"
"Keine Sorgen","2012","Realschule","897","0.172609577572127","0.162556110471594","0.182663044672661"
"Einige Sorgen","2013","(Fach-)Abitur","1094","","",""
"Einige Sorgen","2013","(noch) kein Abschluss","216","","",""
"Einige Sorgen","2013","AkademikerIn","2232","","",""
"Einige Sorgen","2013","Hauptschule","2949","","",""
"Einige Sorgen","2013","Realschule","2603","","",""
"Grosse Sorgen","2013","(Fach-)Abitur","492","0.221400516434615","0.204059050618661","0.238741982250569"
"Grosse Sorgen","2013","(noch) kein Abschluss","136","","",""
"Grosse Sorgen","2013","AkademikerIn","854","0.180802810151011","0.169492812446271","0.192112807855752"
"Grosse Sorgen","2013","Hauptschule","2533","","",""
"Grosse Sorgen","2013","Realschule","1618","","",""
"Keine Sorgen","2013","(Fach-)Abitur","616","0.292789080382204","0.273783053010956","0.311795107753451"
"Keine Sorgen","2013","(noch) kein Abschluss","130","","",""
"Keine Sorgen","2013","AkademikerIn","1362","","",""
"Keine Sorgen","2013","Hauptschule","693","0.115318829757335","0.107352227863142","0.123285431651528"
"Keine Sorgen","2013","Realschule","801","0.166179851317041","0.155884643620687","0.176475059013394"
"Einige Sorgen","2014","(Fach-)Abitur","1987","","",""
"Einige Sorgen","2014","(noch) kein Abschluss","440","0.435759432730534","0.404933909926853","0.466584955534215"
"Einige Sorgen","2014","AkademikerIn","3110","0.493087534508148","0.48064995942177","0.505525109594527"
"Einige Sorgen","2014","Hauptschule","3746","0.461225366874201","0.450409454153515","0.472041279594886"
"Einige Sorgen","2014","Realschule","3515","0.510378521374971","0.498543951826878","0.522213090923063"
"Grosse Sorgen","2014","(Fach-)Abitur","960","0.229602257364331","0.216443067010521","0.242761447718141"
"Grosse Sorgen","2014","(noch) kein Abschluss","302","0.302791182172825","0.274227910790082","0.331354453555567"
"Grosse Sorgen","2014","AkademikerIn","1246","","",""
"Grosse Sorgen","2014","Hauptschule","3429","0.426214570869173","0.415484763733987","0.436944378004358"
"Grosse Sorgen","2014","Realschule","2286","","",""
"Keine Sorgen","2014","(Fach-)Abitur","977","0.27941326689782","0.26537381238151","0.29345272141413"
"Keine Sorgen","2014","(noch) kein Abschluss","252","","",""
"Keine Sorgen","2014","AkademikerIn","1851","","",""
"Keine Sorgen","2014","Hauptschule","985","0.112560062256627","0.105702580534442","0.119417543978811"
"Keine Sorgen","2014","Realschule","1053","","",""
"Einige Sorgen","2015","(Fach-)Abitur","1768","","",""
"Einige Sorgen","2015","(noch) kein Abschluss","358","0.434726836869037","0.400439975798648","0.469013697939425"
"Einige Sorgen","2015","AkademikerIn","2969","","",""
"Einige Sorgen","2015","Hauptschule","3114","0.416472590341809","0.405173230433464","0.427771950250153"
"Einige Sorgen","2015","Realschule","3163","0.482315348898665","0.470135877870687","0.494494819926643"
"Grosse Sorgen","2015","(Fach-)Abitur","1042","","",""
"Grosse Sorgen","2015","(noch) kein Abschluss","276","","",""
"Grosse Sorgen","2015","AkademikerIn","1335","","",""
"Grosse Sorgen","2015","Hauptschule","3470","0.494190715532237","0.482731083068261","0.505650347996213"
"Grosse Sorgen","2015","Realschule","2565","","",""
"Keine Sorgen","2015","(Fach-)Abitur","824","0.240899263325299","0.226995797557035","0.254802729093562"
"Keine Sorgen","2015","(noch) kein Abschluss","169","","",""
"Keine Sorgen","2015","AkademikerIn","1536","","",""
"Keine Sorgen","2015","Hauptschule","728","0.0893366941259548","0.0827990111477565","0.0958743771041531"
"Keine Sorgen","2015","Realschule","738","0.116232921471304","0.108420894617291","0.124044948325317"
"Einige Sorgen","2016","(Fach-)Abitur","1702","","",""
"Einige Sorgen","2016","(noch) kein Abschluss","316","0.413735344960244","0.379734576086585","0.447736113833902"
"Einige Sorgen","2016","AkademikerIn","2812","","",""
"Einige Sorgen","2016","Hauptschule","2325","","",""
"Einige Sorgen","2016","Realschule","2362","","",""
"Grosse Sorgen","2016","(Fach-)Abitur","1387","","",""
"Grosse Sorgen","2016","(noch) kein Abschluss","353","0.411845030024171","0.377867377517446","0.445822682530895"
"Grosse Sorgen","2016","AkademikerIn","1948","","",""
"Grosse Sorgen","2016","Hauptschule","4118","0.597588781099195","0.586042315442376","0.609135246756013"
"Grosse Sorgen","2016","Realschule","3150","0.523050973949658","0.510409751978822","0.535692195920493"
"Keine Sorgen","2016","(Fach-)Abitur","570","0.169217965602472","0.157069157582858","0.181366773622085"
"Keine Sorgen","2016","(noch) kein Abschluss","137","","",""
"Keine Sorgen","2016","AkademikerIn","1109","","",""
"Keine Sorgen","2016","Hauptschule","486","0.0599257201584783","0.0543371523261807","0.065514287990776"
"Keine Sorgen","2016","Realschule","485","0.0803854625157661","0.0735041269257723","0.0872667981057599"
"Einige Sorgen","2017","(Fach-)Abitur","1917","","",""
"Einige Sorgen","2017","(noch) kein Abschluss","370","0.392530203546318","0.361078694902099","0.423981712190537"
"Einige Sorgen","2017","AkademikerIn","3184","0.469473318973663","0.457342679898454","0.481603958048871"
"Einige Sorgen","2017","Hauptschule","2465","","",""
