"plh0040","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1994","16-34 Jahre alt","kein Migrationshintergrund","1773","0.464967863142418","0.448634083087663","0.481301643197172"
"Grosse Sorgen","1994","16-34 Jahre alt","direkter Migrationshintergrund","361","0.412416320187709","0.377209167290103","0.447623473085316"
"Grosse Sorgen","1994","16-34 Jahre alt","indirekter Migrationshintergrund","226","0.499594050034853","0.453951753364142","0.545236346705564"
"Grosse Sorgen","1994","35-65 Jahre alt","kein Migrationshintergrund","3234","0.61049344428813","0.597135075948859","0.6238518126274"
"Grosse Sorgen","1994","35-65 Jahre alt","direkter Migrationshintergrund","779","0.567347393414369","0.541686558880831","0.593008227947908"
"Grosse Sorgen","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1994","66 und älter","kein Migrationshintergrund","944","0.697541587456738","0.672790968972876","0.7222922059406"
"Grosse Sorgen","1994","66 und älter","direkter Migrationshintergrund","118","0.73492305340851","0.668961514005882","0.800884592811139"
"Grosse Sorgen","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1994","16-34 Jahre alt","kein Migrationshintergrund","1626","0.473099324305579","0.456749019927961","0.489449628683198"
"Einige Sorgen","1994","16-34 Jahre alt","direkter Migrationshintergrund","327","0.515112695120163","0.479368982800906","0.55085640743942"
"Einige Sorgen","1994","16-34 Jahre alt","indirekter Migrationshintergrund","194","0.388222562793262","0.343735396597306","0.432709728989217"
"Einige Sorgen","1994","35-65 Jahre alt","kein Migrationshintergrund","1779","0.366116567084593","0.352919728107297","0.379313406061889"
"Einige Sorgen","1994","35-65 Jahre alt","direkter Migrationshintergrund","536","0.355855793101253","0.331058449784967","0.380653136417538"
"Einige Sorgen","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1994","66 und älter","kein Migrationshintergrund","337","0.270827699769394","0.246881875520345","0.294773524018443"
"Einige Sorgen","1994","66 und älter","direkter Migrationshintergrund","51","0.26065141778309","0.195046176731117","0.326256658835063"
"Einige Sorgen","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1994","16-34 Jahre alt","kein Migrationshintergrund","183","0.0619328125520028","0.054039438669928","0.0698261864340776"
"Keine Sorgen","1994","16-34 Jahre alt","direkter Migrationshintergrund","63","0.0724709846921274","0.0539282426867125","0.0910137266975422"
"Keine Sorgen","1994","16-34 Jahre alt","indirekter Migrationshintergrund","41","0.112183387171886","0.0833746954507828","0.140992078892988"
