"plh0040","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1995","(Fach-)Abitur","Städtischer Raum","420","0.540667139458177","0.50626310963221","0.575071169284144"
"Einige Sorgen","1995","(noch) kein Abschluss","Ländlicher Raum","86","0.420383739320551","0.348272149018846","0.492495329622257"
"Einige Sorgen","1995","(noch) kein Abschluss","Städtischer Raum","290","0.424788220580961","0.387798065564838","0.461778375597083"
"Einige Sorgen","1995","AkademikerIn","Ländlicher Raum","231","0.360795911108337","0.323877586128602","0.397714236088073"
"Einige Sorgen","1995","AkademikerIn","Städtischer Raum","516","0.487780398317141","0.458133651748334","0.517427144885948"
"Einige Sorgen","1995","Hauptschule","Ländlicher Raum","644","0.332684686164708","0.312076100511811","0.353293271817605"
"Einige Sorgen","1995","Hauptschule","Städtischer Raum","1465","0.337167159479796","0.32260590321674","0.351728415742851"
"Einige Sorgen","1995","Realschule","Ländlicher Raum","510","0.382974384295858","0.35709136692747","0.408857401664246"
"Einige Sorgen","1995","Realschule","Städtischer Raum","775","0.445963249221352","0.422634380831762","0.469292117610943"
"Grosse Sorgen","1995","(Fach-)Abitur","Ländlicher Raum","121","0.471162100474296","0.409409153092399","0.532915047856194"
"Grosse Sorgen","1995","(Fach-)Abitur","Städtischer Raum","315","0.37081977043807","0.337473325221966","0.404166215654174"
"Grosse Sorgen","1995","(noch) kein Abschluss","Ländlicher Raum","77","0.46616078537624","0.393284715546282","0.539036855206199"
"Grosse Sorgen","1995","(noch) kein Abschluss","Städtischer Raum","320","0.434468155501798","0.397375020465671","0.471561290537924"
"Grosse Sorgen","1995","AkademikerIn","Ländlicher Raum","405","0.609684518242278","0.572182737949206","0.64718629853535"
"Grosse Sorgen","1995","AkademikerIn","Städtischer Raum","487","0.42009512872643","0.390820663311637","0.449369594141223"
"Grosse Sorgen","1995","Hauptschule","Ländlicher Raum","1297","0.637607787625792","0.616582958669551","0.658632616582032"
"Grosse Sorgen","1995","Hauptschule","Städtischer Raum","2375","0.617830705051117","0.60286363324407","0.632797776858164"
"Grosse Sorgen","1995","Realschule","Ländlicher Raum","816","0.587946130240862","0.561738713779956","0.614153546701769"
"Grosse Sorgen","1995","Realschule","Städtischer Raum","913","0.522792008895887","0.49935008915016","0.546233928641614"
"Keine Sorgen","1995","(Fach-)Abitur","Ländlicher Raum","13","","",""
"Keine Sorgen","1995","(Fach-)Abitur","Städtischer Raum","71","0.0885130901037527","0.0689039052983734","0.108122274909132"
"Keine Sorgen","1995","(noch) kein Abschluss","Ländlicher Raum","17","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","Städtischer Raum","76","0.140743623917241","0.114720359201162","0.166766888633321"
"Keine Sorgen","1995","AkademikerIn","Ländlicher Raum","14","","",""
"Keine Sorgen","1995","AkademikerIn","Städtischer Raum","89","0.0921244729564292","0.0749715777394988","0.10927736817336"
"Keine Sorgen","1995","Hauptschule","Ländlicher Raum","67","0.0297075262095005","0.0222815968667696","0.0371334555522314"
"Keine Sorgen","1995","Hauptschule","Städtischer Raum","209","0.0450021354690871","0.0386166787701803","0.0513875921679939"
"Keine Sorgen","1995","Realschule","Ländlicher Raum","29","","",""
"Keine Sorgen","1995","Realschule","Städtischer Raum","56","0.031244741882761","0.0230794754992738","0.0394100082662481"
"Einige Sorgen","1996","(Fach-)Abitur","Ländlicher Raum","110","0.507206101585664","0.443421332858784","0.570990870312543"
"Einige Sorgen","1996","(Fach-)Abitur","Städtischer Raum","413","0.523637242597964","0.488699291990502","0.558575193205426"
"Einige Sorgen","1996","(noch) kein Abschluss","Ländlicher Raum","69","0.299717532931552","0.234402990298492","0.365032075564613"
"Einige Sorgen","1996","(noch) kein Abschluss","Städtischer Raum","274","0.441427612693535","0.402866651190039","0.479988574197031"
"Einige Sorgen","1996","AkademikerIn","Ländlicher Raum","228","0.343352717067254","0.306765256218931","0.379940177915577"
"Einige Sorgen","1996","AkademikerIn","Städtischer Raum","522","0.495198389964153","0.465652183645953","0.524744596282354"
"Einige Sorgen","1996","Hauptschule","Ländlicher Raum","558","0.270699675522904","0.251098975240834","0.290300375804973"
"Einige Sorgen","1996","Hauptschule","Städtischer Raum","1387","0.327132786187968","0.312410107439311","0.341855464936625"
"Einige Sorgen","1996","Realschule","Ländlicher Raum","490","0.36685520698823","0.341165532059822","0.392544881916638"
"Einige Sorgen","1996","Realschule","Städtischer Raum","711","0.40105809216355","0.377949567755837","0.424166616571263"
"Grosse Sorgen","1996","(Fach-)Abitur","Ländlicher Raum","113","0.438865105537962","0.375552344499466","0.502177866576459"
"Grosse Sorgen","1996","(Fach-)Abitur","Städtischer Raum","312","0.396580179210792","0.362359505861998","0.430800852559586"
"Grosse Sorgen","1996","(noch) kein Abschluss","Ländlicher Raum","101","0.620340065950823","0.551152271125884","0.689527860775762"
"Grosse Sorgen","1996","(noch) kein Abschluss","Städtischer Raum","315","0.458992416386749","0.420294925527438","0.49768990724606"
"Grosse Sorgen","1996","AkademikerIn","Ländlicher Raum","403","0.613279950118681","0.575754692839352","0.650805207398011"
"Grosse Sorgen","1996","AkademikerIn","Städtischer Raum","504","0.426744515012188","0.397515792668056","0.45597323735632"
"Grosse Sorgen","1996","Hauptschule","Ländlicher Raum","1360","0.708722483202927","0.688679327337579","0.728765639068274"
"Grosse Sorgen","1996","Hauptschule","Städtischer Raum","2391","0.643427947969605","0.628397091540641","0.658458804398569"
"Grosse Sorgen","1996","Realschule","Ländlicher Raum","837","0.608981734417038","0.582970533655787","0.634992935178289"
"Grosse Sorgen","1996","Realschule","Städtischer Raum","964","0.570037553653165","0.54669527665912","0.59337983064721"
"Keine Sorgen","1996","(Fach-)Abitur","Ländlicher Raum","13","","",""
"Keine Sorgen","1996","(Fach-)Abitur","Städtischer Raum","60","0.0797825781912439","0.060828069950075","0.0987370864324128"
"Keine Sorgen","1996","(noch) kein Abschluss","Ländlicher Raum","19","","",""
"Keine Sorgen","1996","(noch) kein Abschluss","Städtischer Raum","48","0.0995799709197158","0.0763265450279627","0.122833396811469"
"Keine Sorgen","1996","AkademikerIn","Ländlicher Raum","16","","",""
"Keine Sorgen","1996","AkademikerIn","Städtischer Raum","74","0.0780570950236587","0.062204149985754","0.0939100400615635"
"Keine Sorgen","1996","Hauptschule","Ländlicher Raum","56","0.0205778412741695","0.0143151733203714","0.0268405092279677"
"Keine Sorgen","1996","Hauptschule","Städtischer Raum","123","0.0294392658424271","0.0241348817726105","0.0347436499122437"
"Keine Sorgen","1996","Realschule","Ländlicher Raum","25","","",""
"Keine Sorgen","1996","Realschule","Städtischer Raum","53","0.028904354183285","0.0210050495867324","0.0368036587798375"
"Einige Sorgen","1997","(Fach-)Abitur","Ländlicher Raum","101","0.42619634717819","0.361865143364483","0.490527550991897"
"Einige Sorgen","1997","(Fach-)Abitur","Städtischer Raum","349","0.426424929441563","0.391717918203473","0.461131940679652"
"Einige Sorgen","1997","(noch) kein Abschluss","Ländlicher Raum","92","0.444623490762686","0.374877260288002","0.514369721237369"
"Einige Sorgen","1997","(noch) kein Abschluss","Städtischer Raum","283","0.431660347111776","0.39292180023831","0.470398893985241"
"Einige Sorgen","1997","AkademikerIn","Ländlicher Raum","211","0.318825285147631","0.283271834230449","0.354378736064812"
"Einige Sorgen","1997","AkademikerIn","Städtischer Raum","522","0.500543692316222","0.471009562524486","0.530077822107958"
"Einige Sorgen","1997","Hauptschule","Ländlicher Raum","542","0.273144987084974","0.253198907532995","0.293091066636954"
"Einige Sorgen","1997","Hauptschule","Städtischer Raum","1237","0.304725671578759","0.290098496642712","0.319352846514807"
"Einige Sorgen","1997","Realschule","Ländlicher Raum","449","0.3354966816021","0.310234868099765","0.360758495104435"
"Einige Sorgen","1997","Realschule","Städtischer Raum","636","0.35840399152456","0.335755005539348","0.381052977509771"
"Grosse Sorgen","1997","(Fach-)Abitur","Ländlicher Raum","108","0.471593685786615","0.406655051240806","0.536532320332425"
"Grosse Sorgen","1997","(Fach-)Abitur","Städtischer Raum","379","0.499989457653217","0.464900473613248","0.535078441693185"
"Grosse Sorgen","1997","(noch) kein Abschluss","Ländlicher Raum","92","0.50362204873834","0.433445922029761","0.573798175446918"
"Grosse Sorgen","1997","(noch) kein Abschluss","Städtischer Raum","290","0.463709055959484","0.424706659768994","0.502711452149975"
"Grosse Sorgen","1997","AkademikerIn","Ländlicher Raum","429","0.646756477741052","0.610290856217583","0.683222099264521"
"Grosse Sorgen","1997","AkademikerIn","Städtischer Raum","512","0.428586738455071","0.399355383026806","0.457818093883336"
"Grosse Sorgen","1997","Hauptschule","Ländlicher Raum","1340","0.711664235273467","0.691386293928629","0.731942176618306"
"Grosse Sorgen","1997","Hauptschule","Städtischer Raum","2458","0.671431594651532","0.656505656985321","0.686357532317743"
"Grosse Sorgen","1997","Realschule","Ländlicher Raum","868","0.648086313305857","0.622535405381344","0.67363722123037"
"Grosse Sorgen","1997","Realschule","Städtischer Raum","1048","0.624495674980575","0.601623697923628","0.647367652037522"
"Keine Sorgen","1997","(Fach-)Abitur","Ländlicher Raum","18","","",""
"Keine Sorgen","1997","(Fach-)Abitur","Städtischer Raum","52","0.073585612905221","0.0552624732834039","0.0919087525270381"
"Keine Sorgen","1997","(noch) kein Abschluss","Ländlicher Raum","11","","",""
"Keine Sorgen","1997","(noch) kein Abschluss","Städtischer Raum","55","0.10463059692874","0.080691997073174","0.128569196784306"
"Keine Sorgen","1997","AkademikerIn","Ländlicher Raum","20","","",""
"Keine Sorgen","1997","AkademikerIn","Städtischer Raum","67","0.0708695692287068","0.0557122404804522","0.0860268979769614"
"Keine Sorgen","1997","Hauptschule","Ländlicher Raum","35","0.0151907776415581","0.00971553851472028","0.020666016768396"
"Keine Sorgen","1997","Hauptschule","Städtischer Raum","109","0.0238427337697089","0.0189946986494218","0.028690768889996"
"Keine Sorgen","1997","Realschule","Ländlicher Raum","25","","",""
"Keine Sorgen","1997","Realschule","Städtischer Raum","38","0.0171003334948654","0.0109769931142138","0.0232236738755171"
"Einige Sorgen","1998","(Fach-)Abitur","Ländlicher Raum","119","0.4137589374675","0.352462665445015","0.475055209489986"
"Einige Sorgen","1998","(Fach-)Abitur","Städtischer Raum","442","0.485333333024606","0.452368504575466","0.518298161473746"
"Einige Sorgen","1998","(noch) kein Abschluss","Ländlicher Raum","86","0.380825210860448","0.312669812049697","0.448980609671199"
"Einige Sorgen","1998","(noch) kein Abschluss","Städtischer Raum","281","0.425169800166819","0.386161547069201","0.464178053264438"
"Einige Sorgen","1998","AkademikerIn","Ländlicher Raum","283","0.39520227707503","0.359516492333862","0.430888061816199"
"Einige Sorgen","1998","AkademikerIn","Städtischer Raum","617","0.510590625705611","0.482563081357429","0.538618170053793"
"Einige Sorgen","1998","Hauptschule","Ländlicher Raum","654","0.30030280691081","0.280608222879013","0.319997390942606"
"Einige Sorgen","1998","Hauptschule","Städtischer Raum","1380","0.322501478881458","0.308082359174562","0.336920598588354"
"Einige Sorgen","1998","Realschule","Ländlicher Raum","590","0.402960720068363","0.377835471787665","0.428085968349061"
"Einige Sorgen","1998","Realschule","Städtischer Raum","788","0.390552621047788","0.368592394823485","0.412512847272091"
"Grosse Sorgen","1998","(Fach-)Abitur","Ländlicher Raum","119","0.536118733101675","0.474052389805879","0.59818507639747"
"Grosse Sorgen","1998","(Fach-)Abitur","Städtischer Raum","372","0.428979967815657","0.396335325272511","0.461624610358802"
"Grosse Sorgen","1998","(noch) kein Abschluss","Ländlicher Raum","89","0.53039861535166","0.460350466856505","0.600446763846815"
"Grosse Sorgen","1998","(noch) kein Abschluss","Städtischer Raum","284","0.445462513719608","0.406245317112554","0.484679710326663"
"Grosse Sorgen","1998","AkademikerIn","Ländlicher Raum","416","0.568181864272496","0.532026346824132","0.60433738172086"
"Grosse Sorgen","1998","AkademikerIn","Städtischer Raum","508","0.396027551592914","0.368606522323916","0.423448580861913"
"Grosse Sorgen","1998","Hauptschule","Ländlicher Raum","1381","0.680432659985447","0.660397822667883","0.700467497303011"
"Grosse Sorgen","1998","Hauptschule","Städtischer Raum","2533","0.651326507303398","0.636626161229447","0.66602685337735"
"Grosse Sorgen","1998","Realschule","Ländlicher Raum","841","0.579886920064544","0.55460370431094","0.605170135818147"
"Grosse Sorgen","1998","Realschule","Städtischer Raum","1039","0.574335442825795","0.55207952656485","0.596591359086739"
"Keine Sorgen","1998","(Fach-)Abitur","Ländlicher Raum","10","","",""
"Keine Sorgen","1998","(Fach-)Abitur","Städtischer Raum","69","0.0856866991597374","0.0672249874620066","0.104148410857468"
"Keine Sorgen","1998","(noch) kein Abschluss","Ländlicher Raum","20","","",""
"Keine Sorgen","1998","(noch) kein Abschluss","Städtischer Raum","52","0.129367686113572","0.10288659928811","0.155848772939034"
"Keine Sorgen","1998","AkademikerIn","Ländlicher Raum","22","","",""
"Keine Sorgen","1998","AkademikerIn","Städtischer Raum","97","0.0933818227014741","0.0770679949519529","0.109695650450995"
"Keine Sorgen","1998","Hauptschule","Ländlicher Raum","46","0.0192645331037433","0.0133588894858895","0.0251701767215971"
"Keine Sorgen","1998","Hauptschule","Städtischer Raum","124","0.0261720138151436","0.021247329317947","0.0310966983123402"
"Keine Sorgen","1998","Realschule","Ländlicher Raum","33","0.0171523598670933","0.0105014265708568","0.0238032931633299"
"Keine Sorgen","1998","Realschule","Städtischer Raum","69","0.0351119361264174","0.0268268928662728","0.043396979386562"
"Einige Sorgen","1999","(Fach-)Abitur","Ländlicher Raum","136","0.54580632750452","0.485286004127486","0.606326650881554"
"Einige Sorgen","1999","(Fach-)Abitur","Städtischer Raum","404","0.456305810581684","0.423303115273338","0.48930850589003"
"Einige Sorgen","1999","(noch) kein Abschluss","Ländlicher Raum","80","0.42676170604289","0.354505998651756","0.499017413434025"
"Einige Sorgen","1999","(noch) kein Abschluss","Städtischer Raum","263","0.437625563889676","0.398029359076865","0.477221768702487"
"Einige Sorgen","1999","AkademikerIn","Ländlicher Raum","271","0.35838081479573","0.323281425497276","0.393480204094183"
"Einige Sorgen","1999","AkademikerIn","Städtischer Raum","642","0.531385406848071","0.503588243138877","0.559182570557264"
"Einige Sorgen","1999","Hauptschule","Ländlicher Raum","655","0.319705184935692","0.299536792107025","0.339873577764359"
"Einige Sorgen","1999","Hauptschule","Städtischer Raum","1475","0.361359949878587","0.346380610515338","0.376339289241836"
"Einige Sorgen","1999","Realschule","Ländlicher Raum","608","0.437737110343842","0.412479027540773","0.462995193146911"
"Einige Sorgen","1999","Realschule","Städtischer Raum","782","0.404698140550592","0.382575521004261","0.426820760096923"
"Grosse Sorgen","1999","(Fach-)Abitur","Ländlicher Raum","109","0.391875244443311","0.332537412655234","0.451213076231387"
"Grosse Sorgen","1999","(Fach-)Abitur","Städtischer Raum","368","0.422224761325478","0.389498576652884","0.454950945998073"
"Grosse Sorgen","1999","(noch) kein Abschluss","Ländlicher Raum","82","0.49750563332596","0.424462997217735","0.570548269434185"
"Grosse Sorgen","1999","(noch) kein Abschluss","Städtischer Raum","266","0.450936651061151","0.411221297801026","0.490652004321275"
"Grosse Sorgen","1999","AkademikerIn","Ländlicher Raum","406","0.573586346386354","0.537386771805264","0.609785920967444"
"Grosse Sorgen","1999","AkademikerIn","Städtischer Raum","470","0.358085811082452","0.331379136614129","0.384792485550775"
"Grosse Sorgen","1999","Hauptschule","Ländlicher Raum","1305","0.635937651645715","0.615129043886303","0.656746259405126"
"Grosse Sorgen","1999","Hauptschule","Städtischer Raum","2267","0.590273936093146","0.574939487090295","0.605608385095996"
"Grosse Sorgen","1999","Realschule","Ländlicher Raum","823","0.535344544730567","0.509952001523339","0.560737087937795"
"Grosse Sorgen","1999","Realschule","Städtischer Raum","1013","0.544292352447823","0.521845182161007","0.566739522734638"
"Keine Sorgen","1999","(Fach-)Abitur","Ländlicher Raum","15","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Städtischer Raum","103","0.121469428092837","0.0998245074740007","0.143114348711674"
"Keine Sorgen","1999","(noch) kein Abschluss","Ländlicher Raum","18","","",""
"Keine Sorgen","1999","(noch) kein Abschluss","Städtischer Raum","74","0.111437785049173","0.0863218361150548","0.136553733983291"
"Keine Sorgen","1999","AkademikerIn","Ländlicher Raum","40","0.0680328388179161","0.0496018721077762","0.0864638055280561"
"Keine Sorgen","1999","AkademikerIn","Städtischer Raum","126","0.110528782069477","0.0930628643192246","0.12799469981973"
"Keine Sorgen","1999","Hauptschule","Ländlicher Raum","94","0.0443571634185936","0.0354533190838762","0.053261007753311"
"Keine Sorgen","1999","Hauptschule","Städtischer Raum","209","0.0483661140282675","0.0416765144482744","0.0550557136082606"
"Keine Sorgen","1999","Realschule","Ländlicher Raum","51","0.0269183449255908","0.0186784284653715","0.0351582613858101"
"Keine Sorgen","1999","Realschule","Städtischer Raum","96","0.051009507001585","0.0410929977698534","0.0609260162333167"
"Einige Sorgen","2000","(Fach-)Abitur","Ländlicher Raum","231","0.404943338922085","0.364067234594797","0.445819443249372"
"Einige Sorgen","2000","(Fach-)Abitur","Städtischer Raum","810","0.438760449165367","0.415714001069807","0.461806897260927"
"Einige Sorgen","2000","(noch) kein Abschluss","Ländlicher Raum","126","0.521284822657505","0.459484980068519","0.58308466524649"
"Einige Sorgen","2000","(noch) kein Abschluss","Städtischer Raum","298","0.451892942046857","0.413721200312266","0.490064683781448"
"Einige Sorgen","2000","AkademikerIn","Ländlicher Raum","466","0.387583912043951","0.360064381943696","0.415103442144205"
"Einige Sorgen","2000","AkademikerIn","Städtischer Raum","1250","0.48495274284395","0.465705370037543","0.504200115650357"
"Einige Sorgen","2000","Hauptschule","Ländlicher Raum","1314","0.347133123669206","0.331810308113838","0.362455939224573"
"Einige Sorgen","2000","Hauptschule","Städtischer Raum","2576","0.357657991595441","0.346337893796782","0.3689780893941"
"Einige Sorgen","2000","Realschule","Ländlicher Raum","999","0.37699171203932","0.358539944804861","0.39544347927378"
"Einige Sorgen","2000","Realschule","Städtischer Raum","1401","0.384870458237439","0.368989532656795","0.400751383818082"
"Grosse Sorgen","2000","(Fach-)Abitur","Ländlicher Raum","271","0.49945957593965","0.457824155045851","0.54109499683345"
"Grosse Sorgen","2000","(Fach-)Abitur","Städtischer Raum","777","0.442770746781146","0.419702077381044","0.465839416181248"
"Grosse Sorgen","2000","(noch) kein Abschluss","Ländlicher Raum","99","0.387389450892612","0.327122757934319","0.447656143850905"
"Grosse Sorgen","2000","(noch) kein Abschluss","Städtischer Raum","255","0.392222676016192","0.354774549452727","0.429670802579657"
"Grosse Sorgen","2000","AkademikerIn","Ländlicher Raum","662","0.541149816701598","0.51300301456548","0.569296618837715"
"Grosse Sorgen","2000","AkademikerIn","Städtischer Raum","1050","0.401382106346175","0.382504276814561","0.420259935877789"
"Grosse Sorgen","2000","Hauptschule","Ländlicher Raum","2180","0.598611298510163","0.582833977754328","0.614388619265998"
"Grosse Sorgen","2000","Hauptschule","Städtischer Raum","3835","0.578729445402415","0.567068026630333","0.590390864174497"
"Grosse Sorgen","2000","Realschule","Ländlicher Raum","1521","0.569682985529304","0.550831914165752","0.588534056892856"
"Grosse Sorgen","2000","Realschule","Städtischer Raum","1986","0.556746960300167","0.54053296591126","0.572960954689074"
"Keine Sorgen","2000","(Fach-)Abitur","Ländlicher Raum","52","0.0955970851382648","0.0711122879784351","0.120081882298094"
"Keine Sorgen","2000","(Fach-)Abitur","Städtischer Raum","194","0.118468804053487","0.103460314877219","0.133477293229754"
"Keine Sorgen","2000","(noch) kein Abschluss","Ländlicher Raum","26","","",""
"Keine Sorgen","2000","(noch) kein Abschluss","Städtischer Raum","100","0.155884381936951","0.128062034415665","0.183706729458237"
"Keine Sorgen","2000","AkademikerIn","Ländlicher Raum","76","0.0712662712544517","0.0567343687710408","0.0857981737378626"
"Keine Sorgen","2000","AkademikerIn","Städtischer Raum","290","0.113665150809875","0.101441222677565","0.125889078942185"
"Keine Sorgen","2000","Hauptschule","Ländlicher Raum","214","0.0542555778206313","0.0469645741125379","0.0615465815287247"
"Keine Sorgen","2000","Hauptschule","Städtischer Raum","476","0.0636125630021446","0.0578484526624863","0.0693766733418029"
"Keine Sorgen","2000","Realschule","Ländlicher Raum","130","0.0533253024313758","0.0447708502605357","0.061879754602216"
"Keine Sorgen","2000","Realschule","Städtischer Raum","219","0.0583825814623946","0.0507298915035552","0.0660352714212339"
"Einige Sorgen","2001","(Fach-)Abitur","Ländlicher Raum","232","0.413588711470029","0.371178668702363","0.455998754237694"
"Einige Sorgen","2001","(Fach-)Abitur","Städtischer Raum","831","0.486850978115892","0.463027999364824","0.51067395686696"
"Einige Sorgen","2001","(noch) kein Abschluss","Ländlicher Raum","122","0.47840012537703","0.417208429435846","0.539591821318214"
"Einige Sorgen","2001","(noch) kein Abschluss","Städtischer Raum","297","0.473391608534854","0.433540206954541","0.513243010115167"
"Einige Sorgen","2001","AkademikerIn","Ländlicher Raum","436","0.397919092955165","0.369201977758303","0.426636208152027"
"Einige Sorgen","2001","AkademikerIn","Städtischer Raum","1283","0.529126112373377","0.509218396932498","0.549033827814256"
"Einige Sorgen","2001","Hauptschule","Ländlicher Raum","1222","0.362180595366675","0.345732234626464","0.378628956106887"
"Einige Sorgen","2001","Hauptschule","Städtischer Raum","2377","0.375205059954452","0.362991546976074","0.38741857293283"
"Einige Sorgen","2001","Realschule","Ländlicher Raum","1004","0.414216776020654","0.394484902409935","0.433948649631373"
"Einige Sorgen","2001","Realschule","Städtischer Raum","1388","0.410718585320908","0.394039262358586","0.427397908283231"
"Grosse Sorgen","2001","(Fach-)Abitur","Ländlicher Raum","231","0.469771828766367","0.426792651765982","0.512751005766752"
"Grosse Sorgen","2001","(Fach-)Abitur","Städtischer Raum","688","0.410533633898582","0.387087017725082","0.433980250072082"
"Grosse Sorgen","2001","(noch) kein Abschluss","Ländlicher Raum","97","0.3869723144659","0.327308900516596","0.446635728415203"
"Grosse Sorgen","2001","(noch) kein Abschluss","Städtischer Raum","209","0.367295424816473","0.328818736817273","0.405772112815673"
"Grosse Sorgen","2001","AkademikerIn","Ländlicher Raum","616","0.540442012813085","0.511203134729473","0.569680890896697"
"Grosse Sorgen","2001","AkademikerIn","Städtischer Raum","860","0.35021829888443","0.331192509755827","0.369244088013033"
"Grosse Sorgen","2001","Hauptschule","Ländlicher Raum","1853","0.575984602771356","0.559072117949169","0.592897087593543"
"Grosse Sorgen","2001","Hauptschule","Städtischer Raum","3204","0.549426768222727","0.536875861444","0.561977675001454"
"Grosse Sorgen","2001","Realschule","Ländlicher Raum","1262","0.530075473235528","0.510082889243775","0.550068057227282"
"Grosse Sorgen","2001","Realschule","Städtischer Raum","1706","0.516334957070712","0.499392242966771","0.533277671174654"
"Keine Sorgen","2001","(Fach-)Abitur","Ländlicher Raum","55","0.116639459763604","0.0889971099552885","0.14428180957192"
"Keine Sorgen","2001","(Fach-)Abitur","Städtischer Raum","172","0.102615387985526","0.088151939867484","0.117078836103568"
"Keine Sorgen","2001","(noch) kein Abschluss","Ländlicher Raum","37","0.13462756015707","0.0928159756688295","0.176439144645311"
"Keine Sorgen","2001","(noch) kein Abschluss","Städtischer Raum","97","0.159312966648674","0.130102925290021","0.188523008007326"
"Keine Sorgen","2001","AkademikerIn","Ländlicher Raum","64","0.0616388942317501","0.0475288487886374","0.0757489396748628"
"Keine Sorgen","2001","AkademikerIn","Städtischer Raum","272","0.120655588742193","0.107664583772305","0.133646593712081"
"Keine Sorgen","2001","Hauptschule","Ländlicher Raum","205","0.0618348018619691","0.0535921432080764","0.0700774605158617"
"Keine Sorgen","2001","Hauptschule","Städtischer Raum","456","0.0753681718228204","0.068709066054284","0.0820272775913568"
"Keine Sorgen","2001","Realschule","Ländlicher Raum","128","0.0557077507438181","0.0465202572961604","0.0648952441914757"
"Keine Sorgen","2001","Realschule","Städtischer Raum","248","0.0729464576083793","0.0641298932825686","0.08176302193419"
"Einige Sorgen","2002","(Fach-)Abitur","Ländlicher Raum","283","0.450403149917322","0.410222841067451","0.490583458767194"
"Einige Sorgen","2002","(Fach-)Abitur","Städtischer Raum","938","0.486502624585892","0.463769776642784","0.509235472528999"
"Einige Sorgen","2002","(noch) kein Abschluss","Ländlicher Raum","130","0.458934456956626","0.397164349287641","0.520704564625611"
