"plh0040","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1994","35-65 Jahre alt","Realschulabschluss","446","0.406668088511802","0.37887566823043","0.434460508793174"
"Einige Sorgen","1994","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1994","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1994","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1994","66 und älter","Hauptschulabschluss","279","0.274039015284262","0.247632830769376","0.300445199799148"
"Einige Sorgen","1994","66 und älter","Realschulabschluss","50","0.251082450822857","0.189096345526075","0.31306855611964"
"Keine Sorgen","1994","16-34 Jahre alt","(Fach-)Abitur","53","0.0863642617779042","0.0648028166571712","0.107925706898637"
"Keine Sorgen","1994","16-34 Jahre alt","(noch) kein Abschluss","40","0.116062068953857","0.084067684022655","0.148056453885059"
"Keine Sorgen","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Keine Sorgen","1994","16-34 Jahre alt","Hauptschulabschluss","90","0.053699712279784","0.0421406275147444","0.0652587970448236"
"Keine Sorgen","1994","16-34 Jahre alt","Realschulabschluss","60","0.039268681022417","0.0299390363523895","0.0485983256924444"
"Keine Sorgen","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Keine Sorgen","1994","35-65 Jahre alt","(noch) kein Abschluss","46","0.106262252780316","0.0771004744265325","0.135424031134099"
"Keine Sorgen","1994","35-65 Jahre alt","AkademikerInnen","41","0.0527541652245231","0.0395678551454064","0.0659404753036398"
"Keine Sorgen","1994","35-65 Jahre alt","Hauptschulabschluss","102","0.0246618496805349","0.0195535595348823","0.0297701398261875"
"Keine Sorgen","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Keine Sorgen","1994","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1994","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1994","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1994","66 und älter","Hauptschulabschluss","33","0.0305445667295887","0.0203569236083343","0.0407322098508431"
"Keine Sorgen","1994","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1995","16-34 Jahre alt","(Fach-)Abitur","252","0.313358847747317","0.279166865520299","0.347550829974336"
"Grosse Sorgen","1995","16-34 Jahre alt","(noch) kein Abschluss","180","0.414700330468365","0.367242896664218","0.462157764272512"
"Grosse Sorgen","1995","16-34 Jahre alt","AkademikerInnen","148","0.301947218325645","0.258503289604019","0.345391147047271"
"Grosse Sorgen","1995","16-34 Jahre alt","Hauptschulabschluss","712","0.473044083916764","0.447624880345115","0.498463287488414"
"Grosse Sorgen","1995","16-34 Jahre alt","Realschulabschluss","852","0.495324990026798","0.47110495475995","0.519545025293646"
"Grosse Sorgen","1995","35-65 Jahre alt","(Fach-)Abitur","166","0.487626961248507","0.433367399646697","0.541886522850317"
"Grosse Sorgen","1995","35-65 Jahre alt","(noch) kein Abschluss","200","0.493949209645586","0.44607746219567","0.541820957095502"
"Grosse Sorgen","1995","35-65 Jahre alt","AkademikerInnen","622","0.474118391948239","0.445506765080654","0.502730018815824"
"Grosse Sorgen","1995","35-65 Jahre alt","Hauptschulabschluss","2209","0.636913855833843","0.621025328551059","0.652802383116627"
"Grosse Sorgen","1995","35-65 Jahre alt","Realschulabschluss","749","0.553229885031837","0.525994220276311","0.580465549787363"
"Grosse Sorgen","1995","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1995","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1995","66 und älter","AkademikerInnen","125","0.785465886523513","0.72042084135481","0.850510931692215"
"Grosse Sorgen","1995","66 und älter","Hauptschulabschluss","778","0.696442100189363","0.669282854145175","0.72360134623355"
"Grosse Sorgen","1995","66 und älter","Realschulabschluss","133","0.691033976333766","0.625675406722114","0.756392545945418"
"Einige Sorgen","1995","16-34 Jahre alt","(Fach-)Abitur","391","0.595470554711699","0.559292634292331","0.631648475131067"
"Einige Sorgen","1995","16-34 Jahre alt","(noch) kein Abschluss","185","0.445269612078883","0.397395533578158","0.493143690579608"
"Einige Sorgen","1995","16-34 Jahre alt","AkademikerInnen","235","0.575955156224097","0.529190292447394","0.6227200200008"
"Einige Sorgen","1995","16-34 Jahre alt","Hauptschulabschluss","656","0.449436882419398","0.424111156583213","0.474762608255583"
"Einige Sorgen","1995","16-34 Jahre alt","Realschulabschluss","734","0.470623565833276","0.446444312334651","0.494802819331901"
"Einige Sorgen","1995","35-65 Jahre alt","(Fach-)Abitur","140","0.433406964847387","0.379614325954615","0.487199603740159"
"Einige Sorgen","1995","35-65 Jahre alt","(noch) kein Abschluss","178","0.386900927379968","0.340266538009736","0.433535316750201"
"Einige Sorgen","1995","35-65 Jahre alt","AkademikerInnen","492","0.454530566125233","0.42599924270954","0.483061889540925"
"Einige Sorgen","1995","35-65 Jahre alt","Hauptschulabschluss","1187","0.334771367625707","0.319179502201847","0.350363233049566"
"Einige Sorgen","1995","35-65 Jahre alt","Realschulabschluss","497","0.411995132172126","0.385031424548897","0.438958839795355"
"Einige Sorgen","1995","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1995","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1995","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1995","66 und älter","Hauptschulabschluss","278","0.25531153654571","0.229555622672535","0.281067450418886"
"Einige Sorgen","1995","66 und älter","Realschulabschluss","57","0.305673023092907","0.24050897546666","0.370837070719154"
"Keine Sorgen","1995","16-34 Jahre alt","(Fach-)Abitur","64","0.0911705975409832","0.0699524742224116","0.112388720859555"
"Keine Sorgen","1995","16-34 Jahre alt","(noch) kein Abschluss","49","0.140030057452752","0.106602842811973","0.173457272093531"
"Keine Sorgen","1995","16-34 Jahre alt","AkademikerInnen","46","0.122097625450258","0.0911165730905275","0.153078677809988"
"Keine Sorgen","1995","16-34 Jahre alt","Hauptschulabschluss","114","0.0775190336638378","0.0639043714311718","0.0911336958965038"
"Keine Sorgen","1995","16-34 Jahre alt","Realschulabschluss","51","0.034051444139926","0.025265902980223","0.042836985299629"
"Keine Sorgen","1995","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Keine Sorgen","1995","35-65 Jahre alt","(noch) kein Abschluss","41","0.119149862974446","0.0881300720530214","0.15016965389587"
"Keine Sorgen","1995","35-65 Jahre alt","AkademikerInnen","56","0.0713510419265282","0.056601412546462","0.0861006713065945"
"Keine Sorgen","1995","35-65 Jahre alt","Hauptschulabschluss","123","0.0283147765404501","0.0228344324626671","0.033795120618233"
"Keine Sorgen","1995","35-65 Jahre alt","Realschulabschluss","34","0.0347749827960372","0.0247382848811278","0.0448116807109465"
"Keine Sorgen","1995","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1995","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1995","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1995","66 und älter","Hauptschulabschluss","45","0.0482463632649269","0.0355888323945971","0.0609038941352568"
"Keine Sorgen","1995","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1996","16-34 Jahre alt","(Fach-)Abitur","264","0.367836186291765","0.331404220902655","0.404268151680875"
"Grosse Sorgen","1996","16-34 Jahre alt","(noch) kein Abschluss","185","0.45231065736128","0.403836961361898","0.500784353360661"
"Grosse Sorgen","1996","16-34 Jahre alt","AkademikerInnen","165","0.349122602504795","0.303695348457498","0.394549856552093"
"Grosse Sorgen","1996","16-34 Jahre alt","Hauptschulabschluss","730","0.518477107262546","0.492479692937348","0.544474521587744"
"Grosse Sorgen","1996","16-34 Jahre alt","Realschulabschluss","827","0.517425157064809","0.492588736608236","0.542261577521382"
"Grosse Sorgen","1996","35-65 Jahre alt","(Fach-)Abitur","142","0.435919519306408","0.381588632255863","0.490250406356953"
"Grosse Sorgen","1996","35-65 Jahre alt","(noch) kein Abschluss","207","0.576904311210888","0.527230499708894","0.626578122712881"
"Grosse Sorgen","1996","35-65 Jahre alt","AkademikerInnen","617","0.455945503404997","0.427455551695951","0.484435455114043"
"Grosse Sorgen","1996","35-65 Jahre alt","Hauptschulabschluss","2212","0.670321620903541","0.654487590990597","0.686155650816485"
"Grosse Sorgen","1996","35-65 Jahre alt","Realschulabschluss","834","0.592378916892876","0.566146925515658","0.618610908270095"
"Grosse Sorgen","1996","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1996","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1996","66 und älter","AkademikerInnen","128","0.826137160640458","0.766664789417627","0.885609531863288"
"Grosse Sorgen","1996","66 und älter","Hauptschulabschluss","830","0.739995239264145","0.714190961119361","0.765799517408929"
"Grosse Sorgen","1996","66 und älter","Realschulabschluss","149","0.795747710758909","0.73796492801338","0.853530493504437"
"Einige Sorgen","1996","16-34 Jahre alt","(Fach-)Abitur","355","0.548281535796579","0.51068253611846","0.585880535474698"
"Einige Sorgen","1996","16-34 Jahre alt","(noch) kein Abschluss","181","0.446193343603036","0.397780431296943","0.49460625590913"
"Einige Sorgen","1996","16-34 Jahre alt","AkademikerInnen","226","0.53494898399528","0.487417169927869","0.582480798062691"
"Einige Sorgen","1996","16-34 Jahre alt","Hauptschulabschluss","623","0.437782604020725","0.41196961581055","0.463595592230899"
"Einige Sorgen","1996","16-34 Jahre alt","Realschulabschluss","684","0.453981159494354","0.429235124462404","0.478727194526305"
"Einige Sorgen","1996","35-65 Jahre alt","(Fach-)Abitur","160","0.503798882377342","0.449017804806808","0.558579959947877"
"Einige Sorgen","1996","35-65 Jahre alt","(noch) kein Abschluss","147","0.334802911888823","0.287354019865024","0.382251803912622"
"Einige Sorgen","1996","35-65 Jahre alt","AkademikerInnen","503","0.481896222244758","0.453313789983848","0.510478654505669"
"Einige Sorgen","1996","35-65 Jahre alt","Hauptschulabschluss","1086","0.307813680818097","0.292266198237024","0.323361163399171"
"Einige Sorgen","1996","35-65 Jahre alt","Realschulabschluss","481","0.376157402488509","0.350297584465707","0.402017220511311"
"Einige Sorgen","1996","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1996","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1996","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1996","66 und älter","Hauptschulabschluss","251","0.229740471070259","0.204993394898136","0.254487547242381"
"Einige Sorgen","1996","66 und älter","Realschulabschluss","37","0.197192117923786","0.140165465629072","0.254218770218501"
"Keine Sorgen","1996","16-34 Jahre alt","(Fach-)Abitur","54","0.0838822779116558","0.0629386791515559","0.104825876671756"
"Keine Sorgen","1996","16-34 Jahre alt","(noch) kein Abschluss","39","0.101495999035684","0.0720853202166993","0.130906677854668"
"Keine Sorgen","1996","16-34 Jahre alt","AkademikerInnen","32","0.115928413499925","0.0854202145383656","0.146436612461485"
"Keine Sorgen","1996","16-34 Jahre alt","Hauptschulabschluss","66","0.0437402887167293","0.0330992102589995","0.054381367174459"
"Keine Sorgen","1996","16-34 Jahre alt","Realschulabschluss","44","0.0285936834408367","0.0203100970044878","0.0368772698771857"
"Keine Sorgen","1996","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Keine Sorgen","1996","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Keine Sorgen","1996","35-65 Jahre alt","AkademikerInnen","54","0.062158274350244","0.0483471736252752","0.0759693750752129"
"Keine Sorgen","1996","35-65 Jahre alt","Hauptschulabschluss","88","0.0218646982783621","0.0169389090454598","0.0267904875112645"
"Keine Sorgen","1996","35-65 Jahre alt","Realschulabschluss","33","0.0314636806186146","0.0221447546215248","0.0407826066157044"
"Keine Sorgen","1996","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1996","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1996","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1996","66 und älter","Hauptschulabschluss","","","",""
"Keine Sorgen","1996","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1997","16-34 Jahre alt","(Fach-)Abitur","302","0.456043549587198","0.418160121154482","0.493926978019914"
"Grosse Sorgen","1997","16-34 Jahre alt","(noch) kein Abschluss","179","0.431558088294347","0.383962784667768","0.479153391920926"
"Grosse Sorgen","1997","16-34 Jahre alt","AkademikerInnen","176","0.401058886584066","0.353443532185861","0.448674240982271"
"Grosse Sorgen","1997","16-34 Jahre alt","Hauptschulabschluss","732","0.532049445926531","0.505412825289191","0.558686066563871"
"Grosse Sorgen","1997","16-34 Jahre alt","Realschulabschluss","882","0.59950875865546","0.574687061741329","0.624330455569592"
"Grosse Sorgen","1997","35-65 Jahre alt","(Fach-)Abitur","163","0.512452252684381","0.457077576116659","0.567826929252103"
"Grosse Sorgen","1997","35-65 Jahre alt","(noch) kein Abschluss","185","0.535033747471503","0.483794976550059","0.586272518392946"
"Grosse Sorgen","1997","35-65 Jahre alt","AkademikerInnen","641","0.477042013162619","0.448723147521242","0.505360878803996"
"Grosse Sorgen","1997","35-65 Jahre alt","Hauptschulabschluss","2226","0.691002721832534","0.675191618324407","0.706813825340662"
"Grosse Sorgen","1997","35-65 Jahre alt","Realschulabschluss","898","0.623736203783577","0.598323429757069","0.649148977810085"
"Grosse Sorgen","1997","66 und älter","(Fach-)Abitur","31","0.767502362379972","0.6426861827855","0.892318541974444"
"Grosse Sorgen","1997","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1997","66 und älter","AkademikerInnen","130","0.749625725693586","0.683919435359928","0.815332016027244"
"Grosse Sorgen","1997","66 und älter","Hauptschulabschluss","868","0.748742243352904","0.723542108368806","0.773942378337002"
"Grosse Sorgen","1997","66 und älter","Realschulabschluss","143","0.795187436764401","0.736717099682446","0.853657773846356"
"Einige Sorgen","1997","16-34 Jahre alt","(Fach-)Abitur","310","0.462029477788758","0.424108621688767","0.499950333888749"
"Einige Sorgen","1997","16-34 Jahre alt","(noch) kein Abschluss","199","0.452807668466768","0.404974592070497","0.50064074486304"
"Einige Sorgen","1997","16-34 Jahre alt","AkademikerInnen","198","0.497708329094926","0.449132935409718","0.546283722780134"
"Einige Sorgen","1997","16-34 Jahre alt","Hauptschulabschluss","554","0.423412221906009","0.397035698264391","0.449788745547627"
"Einige Sorgen","1997","16-34 Jahre alt","Realschulabschluss","571","0.373251167209515","0.348750125760499","0.397752208658531"
"Einige Sorgen","1997","35-65 Jahre alt","(Fach-)Abitur","133","0.404823230693593","0.350444180056056","0.45920228133113"
"Einige Sorgen","1997","35-65 Jahre alt","(noch) kein Abschluss","154","0.393705982262598","0.343515074826418","0.443896889698779"
"Einige Sorgen","1997","35-65 Jahre alt","AkademikerInnen","501","0.465109522940363","0.436829862715779","0.493389183164946"
"Einige Sorgen","1997","35-65 Jahre alt","Hauptschulabschluss","983","0.285950495063564","0.270488890443843","0.301412099683285"
"Einige Sorgen","1997","35-65 Jahre alt","Realschulabschluss","481","0.366046197798449","0.340776378439431","0.391316017157467"
"Einige Sorgen","1997","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1997","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1997","66 und älter","AkademikerInnen","36","0.242580728901938","0.177569828787046","0.30759162901683"
"Einige Sorgen","1997","66 und älter","Hauptschulabschluss","254","0.237558909354367","0.212832231639365","0.262285587069369"
"Einige Sorgen","1997","66 und älter","Realschulabschluss","38","0.20053948185761","0.142527059422401","0.258551904292819"
"Keine Sorgen","1997","16-34 Jahre alt","(Fach-)Abitur","52","0.0819269726240442","0.061066885452635","0.102787059795453"
"Keine Sorgen","1997","16-34 Jahre alt","(noch) kein Abschluss","38","0.115634243238885","0.0849043808113652","0.146364105666404"
"Keine Sorgen","1997","16-34 Jahre alt","AkademikerInnen","33","0.101232784321008","0.071928232178588","0.130537336463428"
"Keine Sorgen","1997","16-34 Jahre alt","Hauptschulabschluss","62","0.0445383321674604","0.0335260646247335","0.0555505997101873"
"Keine Sorgen","1997","16-34 Jahre alt","Realschulabschluss","44","0.0272400741350244","0.0189940582150713","0.0354860900549775"
"Keine Sorgen","1997","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Keine Sorgen","1997","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Keine Sorgen","1997","35-65 Jahre alt","AkademikerInnen","53","0.0578484638970182","0.0446120470936831","0.0710848807003533"
"Keine Sorgen","1997","35-65 Jahre alt","Hauptschulabschluss","72","0.0230467831039018","0.0179124148229201","0.0281811513848835"
"Keine Sorgen","1997","35-65 Jahre alt","Realschulabschluss","","","",""
"Keine Sorgen","1997","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1997","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1997","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1997","66 und älter","Hauptschulabschluss","","","",""
"Keine Sorgen","1997","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1998","16-34 Jahre alt","(Fach-)Abitur","297","0.434326486262514","0.398419113522631","0.470233859002398"
"Grosse Sorgen","1998","16-34 Jahre alt","(noch) kein Abschluss","168","0.381172766970735","0.334724545739565","0.427620988201904"
"Grosse Sorgen","1998","16-34 Jahre alt","AkademikerInnen","161","0.325519303794136","0.281637530232827","0.369401077355445"
"Grosse Sorgen","1998","16-34 Jahre alt","Hauptschulabschluss","664","0.502469258872447","0.47551688193737","0.529421635807524"
"Grosse Sorgen","1998","16-34 Jahre alt","Realschulabschluss","796","0.509048292193422","0.484343420104875","0.533753164281969"
"Grosse Sorgen","1998","35-65 Jahre alt","(Fach-)Abitur","168","0.439979775219834","0.388915991610535","0.491043558829132"
"Grosse Sorgen","1998","35-65 Jahre alt","(noch) kein Abschluss","184","0.586090098707482","0.534042107839986","0.638138089574977"
"Grosse Sorgen","1998","35-65 Jahre alt","AkademikerInnen","631","0.43360894729597","0.406985372234243","0.460232522357698"
"Grosse Sorgen","1998","35-65 Jahre alt","Hauptschulabschluss","2344","0.66758187676476","0.652120362079222","0.683043391450297"
"Grosse Sorgen","1998","35-65 Jahre alt","Realschulabschluss","930","0.580943439839411","0.556698771412652","0.605188108266169"
"Grosse Sorgen","1998","66 und älter","(Fach-)Abitur","32","0.693721910975365","0.565956363840888","0.821487458109843"
"Grosse Sorgen","1998","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1998","66 und älter","AkademikerInnen","138","0.744278478811245","0.681242202607123","0.807314755015367"
"Grosse Sorgen","1998","66 und älter","Hauptschulabschluss","936","0.720870611470653","0.696315861244819","0.745425361696488"
"Grosse Sorgen","1998","66 und älter","Realschulabschluss","159","0.801192423773097","0.746290829713572","0.856094017832621"
"Einige Sorgen","1998","16-34 Jahre alt","(Fach-)Abitur","379","0.486401756438637","0.450193977701581","0.522609535175692"
"Einige Sorgen","1998","16-34 Jahre alt","(noch) kein Abschluss","217","0.4931335345429","0.445319818968892","0.540947250116908"
"Einige Sorgen","1998","16-34 Jahre alt","AkademikerInnen","231","0.550652804669738","0.504068353718605","0.597237255620871"
"Einige Sorgen","1998","16-34 Jahre alt","Hauptschulabschluss","591","0.444569087173989","0.417782522640755","0.471355651707224"
"Einige Sorgen","1998","16-34 Jahre alt","Realschulabschluss","711","0.447964768669048","0.423390021573652","0.472539515764445"
"Einige Sorgen","1998","35-65 Jahre alt","(Fach-)Abitur","172","0.477882442650614","0.426497075405751","0.529267809895476"
"Einige Sorgen","1998","35-65 Jahre alt","(noch) kein Abschluss","129","0.296505356049315","0.248242219927533","0.344768492171096"
"Einige Sorgen","1998","35-65 Jahre alt","AkademikerInnen","629","0.490008879501998","0.463152816590684","0.516864942413312"
"Einige Sorgen","1998","35-65 Jahre alt","Hauptschulabschluss","1139","0.311034170681162","0.295840583754898","0.326227757607427"
"Einige Sorgen","1998","35-65 Jahre alt","Realschulabschluss","627","0.39860116102524","0.374542936505992","0.422659385544489"
"Einige Sorgen","1998","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1998","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1998","66 und älter","AkademikerInnen","44","0.242807239348361","0.180852687238724","0.304761791457998"
"Einige Sorgen","1998","66 und älter","Hauptschulabschluss","320","0.259507850766913","0.235511811822914","0.283503889710912"
"Einige Sorgen","1998","66 und älter","Realschulabschluss","42","0.192588463334714","0.138343092649606","0.246833834019823"
"Keine Sorgen","1998","16-34 Jahre alt","(Fach-)Abitur","56","0.0792717572988489","0.0597005541070798","0.0988429604906179"
"Keine Sorgen","1998","16-34 Jahre alt","(noch) kein Abschluss","35","0.125693698486366","0.0939898486163848","0.157397548356346"
"Keine Sorgen","1998","16-34 Jahre alt","AkademikerInnen","46","0.123827891536126","0.0929807456910701","0.154675037381182"
"Keine Sorgen","1998","16-34 Jahre alt","Hauptschulabschluss","67","0.052961653953564","0.0408891622617783","0.0650341456453497"
"Keine Sorgen","1998","16-34 Jahre alt","Realschulabschluss","66","0.0429869391375298","0.0329636346533321","0.0530102436217275"
"Keine Sorgen","1998","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Keine Sorgen","1998","35-65 Jahre alt","(noch) kein Abschluss","31","0.117404545243204","0.0833878461478789","0.151421244338529"
"Keine Sorgen","1998","35-65 Jahre alt","AkademikerInnen","71","0.0763821732020318","0.062112920738377","0.0906514256656866"
"Keine Sorgen","1998","35-65 Jahre alt","Hauptschulabschluss","83","0.021383952554078","0.0166359867848322","0.0261319183233237"
"Keine Sorgen","1998","35-65 Jahre alt","Realschulabschluss","34","0.0204553991353492","0.0134998873978902","0.0274109108728083"
"Keine Sorgen","1998","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1998","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1998","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1998","66 und älter","Hauptschulabschluss","","","",""
"Keine Sorgen","1998","66 und älter","Realschulabschluss","","","",""
"Grosse Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","273","0.379505280889142","0.344084476851018","0.414926084927266"
"Grosse Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","171","0.425820853784246","0.377604476222535","0.474037231345957"
"Grosse Sorgen","1999","16-34 Jahre alt","AkademikerInnen","145","0.328065156010995","0.283001782774808","0.373128529247182"
"Grosse Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","614","0.484775789166822","0.457246193647024","0.51230538468662"
"Grosse Sorgen","1999","16-34 Jahre alt","Realschulabschluss","754","0.484801265208719","0.459701630234891","0.509900900182547"
"Grosse Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","183","0.445057422209018","0.394957824476733","0.495157019941303"
"Grosse Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","148","0.48085471453634","0.426282503291024","0.535426925781656"
"Grosse Sorgen","1999","35-65 Jahre alt","AkademikerInnen","600","0.398462935813617","0.372346953371895","0.424578918255339"
"Grosse Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","2127","0.619934264511723","0.603818575457686","0.636049953565759"
"Grosse Sorgen","1999","35-65 Jahre alt","Realschulabschluss","955","0.557131381032307","0.533279268092668","0.580983493971945"
"Grosse Sorgen","1999","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1999","66 und älter","(noch) kein Abschluss","30","0.528346032137095","0.405078475515807","0.651613588758383"
"Grosse Sorgen","1999","66 und älter","AkademikerInnen","138","0.675551711885003","0.610668082322803","0.740435341447204"
"Grosse Sorgen","1999","66 und älter","Hauptschulabschluss","855","0.642771369670606","0.616703104137918","0.668839635203294"
"Grosse Sorgen","1999","66 und älter","Realschulabschluss","135","0.678246770540363","0.612847127192205","0.74364641388852"
"Einige Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","367","0.497212968118771","0.460717098528168","0.533708837709375"
"Einige Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","190","0.475532219696486","0.426834705927794","0.524229733465178"
"Einige Sorgen","1999","16-34 Jahre alt","AkademikerInnen","215","0.469857321184969","0.421954681406854","0.517759960963084"
"Einige Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","536","0.425013646415033","0.39778278096594","0.452244511864126"
"Einige Sorgen","1999","16-34 Jahre alt","Realschulabschluss","678","0.458156764487028","0.433133612205981","0.483179916768076"
"Einige Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","159","0.442551146609432","0.392480126497156","0.492622166721709"
"Einige Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","130","0.393887811488714","0.340519564817319","0.447256058160109"
"Einige Sorgen","1999","35-65 Jahre alt","AkademikerInnen","642","0.511504844904359","0.484840174922308","0.538169514886411"
"Einige Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","1225","0.342776701352566","0.327018420995952","0.358534981709181"
