year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2013,Tenant,9731,472.0286274923752,469.88761773787655,474.1696372468739,330.0,430.0,557.7982829276197,14.0,899.4957073190492,430.0,421.95,436.075
2014,Owner,,,,,,,,,,,,
2014,Tenant,8417,438.90570872775504,436.38583918927617,441.4255782662339,287.0,396.0,536.0,0.0,909.5,396.0,392.0,403.0
2015,Owner,,,,,,,,,,,,
2015,Tenant,8625,474.83625322637727,472.1865752792346,477.48593117351993,311.0,426.0,570.0,0.0,958.5,426.0,417.975,434.0
2016,Owner,,,,,,,,,,,,
2016,Tenant,7610,502.6838890992228,499.92635299162106,505.4414252068246,347.0,455.0,600.0,6.0,979.5,455.0,449.0,460.0
2017,Owner,,,,,,,,,,,,
2017,Tenant,8112,510.613737551174,507.95893032893747,513.2685447734106,350.0,460.0,610.0,10.0,1000.0,460.0,450.0,470.0
2018,Owner,,,,,,,,,,,,
2018,Tenant,8261,525.0712636891604,522.4366022765104,527.7059251018105,356.0,474.0,630.0,5.0,1041.0,474.0,468.0,482.025
2019,Owner,,,,,,,,,,,,
2019,Tenant,7813,538.0548478078322,535.2183431972135,540.8913524184509,365.0,488.0,650.0,38.0,1077.5,488.0,480.92499999999995,496.025
2020,Owner,,,,,,,,,,,,
2020,Tenant,11806,556.6682181162256,554.2175680465131,559.1188681859381,375.0,500.0,662.0,10.0,1092.5,500.0,490.0,504.0
2021,Owner,,,,,,,,,,,,
2021,Tenant,7153,577.3889227369373,574.0703854818548,580.7074599920197,385.0,510.0,690.0,0.0,1147.5,510.0,500.0,520.0
