year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1998,Rural regions,Tenant,1174,325.5717711935888,321.26258384134206,329.88095854583554,230.0,294.9525186504596,388.0,17.0,625.0,295.0,283.0,305.025
1999,Urban regions,Owner,,,,,,,,,,,,
1999,Urban regions,Tenant,2936,399.5436040146269,396.39941874366315,402.68778928559067,281.0,368.0,481.0,21.0,781.0,368.0,361.0,379.0
1999,Rural regions,Owner,,,,,,,,,,,,
1999,Rural regions,Tenant,1140,340.1876898123684,335.87625988288585,344.4991197418509,243.29558023080133,307.0,409.0,16.0,657.5566296537979,307.0,292.0,315.05
2000,Urban regions,Owner,,,,,,,,,,,,
2000,Urban regions,Tenant,4892,409.26238427590783,406.7446241408243,411.78014441099134,286.0,377.0,494.0,26.0,806.0,377.0,371.0,382.025
2000,Rural regions,Owner,,,,,,,,,,,,
2000,Rural regions,Tenant,1877,334.79755438499876,331.55288388457006,338.04222488542746,240.97120729845773,310.0,402.0,10.0,643.5431890523134,310.0,300.0,316.0
2001,Urban regions,Owner,,,,,,,,,,,,
2001,Urban regions,Tenant,4442,417.7837454627102,415.07073982455717,420.49675110086326,295.0,383.0,499.0,14.0,805.0,383.0,376.975,389.025
2001,Rural regions,Owner,,,,,,,,,,,,
2001,Rural regions,Tenant,1642,346.4991331491678,343.0295336642109,349.9687326341247,253.0,320.0,415.0,15.0,658.0,320.0,310.95,327.05
2002,Urban regions,Owner,,,,,,,,,,,,
2002,Urban regions,Tenant,4375,421.63807285941454,418.90559077474285,424.3705549440862,300.0,386.0,502.0,25.0,805.0,386.0,377.0,392.0
2002,Rural regions,Owner,,,,,,,,,,,,
2002,Rural regions,Tenant,1631,352.25931417809585,348.635266746017,355.8833616101747,255.0,328.0,415.0,23.0,655.0,328.0,320.9,336.0
2003,Urban regions,Owner,,,,,,,,,,,,
2003,Urban regions,Tenant,4227,432.1822016073549,429.37328580971996,434.99111740498984,309.0,395.0,518.0,15.0,831.5,395.0,390.0,402.025
2003,Rural regions,Owner,,,,,,,,,,,,
2003,Rural regions,Tenant,1563,356.7413292879682,352.99053571422337,360.492122861713,255.0,330.0,430.0,27.0,692.5,330.0,320.0,338.025
2004,Urban regions,Owner,,,,,,,,,,,,
2004,Urban regions,Tenant,4107,443.0444356362866,440.09850552189056,445.99036575068266,315.0,403.0,530.0,16.0,852.5,403.0,396.0,406.0
2004,Rural regions,Owner,,,,,,,,,,,,
2004,Rural regions,Tenant,1513,360.99511652609226,357.15407223002785,364.83616082215667,261.0830898571026,330.0,435.0,30.0,695.8753652143461,330.0,320.975,337.0
2005,Urban regions,Owner,,,,,,,,,,,,
2005,Urban regions,Tenant,4001,448.37256080476254,445.2365815864357,451.5085400230894,318.0,405.0,533.0,50.0,855.5,405.0,395.0,410.0
2005,Rural regions,Owner,,,,,,,,,,,,
2005,Rural regions,Tenant,1450,365.891868736862,361.98648033135544,369.7972571423686,264.0,336.2558421610555,430.2085368893429,50.0,679.5213422233572,336.0,325.0,345.025
2006,Urban regions,Owner,,,,,,,,,,,,
2006,Urban regions,Tenant,4244,450.50869379153875,447.4355389758849,453.58184860719257,320.0,410.0,536.6362811446148,30.0,861.590702861537,410.0,400.0,420.0
2006,Rural regions,Owner,,,,,,,,,,,,
2006,Rural regions,Tenant,1641,364.99587651140445,361.44252387891544,368.54922914389346,269.0,333.0,435.0,45.0,684.0,333.0,326.0,343.0
2007,Urban regions,Owner,,,,,,,,,,,,
2007,Urban regions,Tenant,3936,457.4863192617436,454.0880441374175,460.88459438606964,325.0,415.0,540.0,37.0,862.5,415.0,410.0,425.0
2007,Rural regions,Owner,,,,,,,,,,,,
2007,Rural regions,Tenant,1519,367.305367430643,363.5847565489151,371.0259783123709,266.0,339.0,446.0,48.0,716.0,339.0,328.0,350.0
2008,Urban regions,Owner,,,,,,,,,,,,
2008,Urban regions,Tenant,3681,465.3578483096536,461.80642140204924,468.90927521725797,330.0,424.0,550.0,22.0,880.0,424.0,416.0,430.025
2008,Rural regions,Owner,,,,,,,,,,,,
2008,Rural regions,Tenant,1417,369.02106116683547,365.2072804962313,372.8348418374396,270.0,343.0,449.0,20.0,717.5,343.0,336.0,353.05
2009,Urban regions,Owner,,,,,,,,,,,,
2009,Urban regions,Tenant,3420,472.74915425733406,469.0807686453114,476.4175398693567,332.0,427.0,555.6710014149072,11.0,891.177503537268,427.0,414.0,434.05
2009,Rural regions,Owner,,,,,,,,,,,,
2009,Rural regions,Tenant,1364,375.648335611658,371.6045694768288,379.69210174648725,275.0,350.0,450.0,50.0,712.5,350.0,340.0,360.0
2010,Urban regions,Owner,,,,,,,,,,,,
2010,Urban regions,Tenant,5041,479.15196563360513,476.26586672338135,482.0380645438289,340.0,435.0,564.4332167503676,20.0,901.083041875919,435.0,427.0,444.025
2010,Rural regions,Owner,,,,,,,,,,,,
2010,Rural regions,Tenant,2037,380.8602846568785,377.75628287791943,383.96428643583755,280.0,358.0,450.0,50.0,705.0,358.0,346.0,366.075
2011,Urban regions,Owner,,,,,,,,,,,,
2011,Urban regions,Tenant,5893,481.6164306920549,478.94536585459787,484.28749552951194,344.0,440.0,570.0,7.0,909.0,440.0,430.0,450.0
2011,Rural regions,Owner,,,,,,,,,,,,
2011,Rural regions,Tenant,2539,383.3463038346759,380.4408231961015,386.25178447325027,276.0,360.0,450.0,22.0,711.0,360.0,347.975,370.0
2012,Urban regions,Owner,,,,,,,,,,,,
2012,Urban regions,Tenant,5704,489.6947634967898,486.86431079953917,492.5252161940404,343.0,450.0,585.0,30.0,948.0,450.0,440.0,456.0
2012,Rural regions,Owner,,,,,,,,,,,,
2012,Rural regions,Tenant,2563,392.377345568583,389.4691284079293,395.2855627292367,288.0,368.0,465.0,30.0,730.5,368.0,360.975,385.0
2013,Urban regions,Owner,,,,,,,,,,,,
2013,Urban regions,Tenant,6932,499.9735927097348,497.2826032730543,502.66458214641534,350.0,460.0,590.0,19.0,950.0,460.0,450.0,469.025
2013,Rural regions,Owner,,,,,,,,,,,,
2013,Rural regions,Tenant,2799,398.8153023626634,395.93176161533506,401.6988431099917,290.0,374.0,475.0,14.0,752.5,374.0,365.975,387.025
2014,Urban regions,Owner,,,,,,,,,,,,
2014,Urban regions,Tenant,5927,470.34403308056534,467.16687533989153,473.52119082123914,313.9051351394617,420.0,576.0,0.0,969.1422972908074,420.0,409.975,426.0
2014,Rural regions,Owner,,,,,,,,,,,,
2014,Rural regions,Tenant,2490,359.04372467208526,355.61877611167506,362.46867323249546,245.0,330.0,439.8030624043047,0.0,732.0076560107617,330.0,318.92499999999995,343.05
2015,Urban regions,Owner,,,,,,,,,,,,
2015,Urban regions,Tenant,6116,508.7312661700626,505.38445431408684,512.0780780260384,335.0,453.0,610.0,0.0,1022.5,453.0,441.975,461.0
2015,Rural regions,Owner,,,,,,,,,,,,
2015,Rural regions,Tenant,2509,388.38692382534504,384.8784817883863,391.8953658623038,275.30588151200004,356.0,475.0,0.0,774.5411777319999,356.0,342.0,367.0
2016,Urban regions,Owner,,,,,,,,,,,,
2016,Urban regions,Tenant,5380,532.3727694811411,528.8764625833998,535.8690763788824,369.0,482.0,630.0,6.0,1021.5,482.0,472.95,489.0
2016,Rural regions,Owner,,,,,,,,,,,,
2016,Rural regions,Tenant,2230,424.32569910589825,420.69620390317317,427.95519430862333,301.0,390.0,510.0,20.0,823.5,390.0,380.0,400.0
2017,Urban regions,Owner,,,,,,,,,,,,
2017,Urban regions,Tenant,5697,541.0729914603446,537.7363286301648,544.4096542905244,375.0,495.0,650.0,10.0,1062.5,495.0,490.0,510.0
2017,Rural regions,Owner,,,,,,,,,,,,
2017,Rural regions,Tenant,2415,428.24939296254246,424.6162241465376,431.8825617785473,305.0,395.0,510.0,30.0,817.5,395.0,390.0,410.0
2018,Urban regions,Owner,,,,,,,,,,,,
2018,Urban regions,Tenant,5864,556.7109293636977,553.4273254942765,559.9945332331189,384.0,503.0,670.0,5.0,1099.0,503.0,491.0,506.0
2018,Rural regions,Owner,,,,,,,,,,,,
2018,Rural regions,Tenant,2397,438.9440596839975,435.2802735076839,442.60784586031116,316.0,403.0,520.0,10.0,826.0,403.0,390.92499999999995,413.025
2019,Urban regions,Owner,,,,,,,,,,,,
2019,Urban regions,Tenant,5332,570.03979760631,566.4374924279078,573.6421027847122,390.0,512.8878716146785,680.0,38.0,1115.0,513.0,506.0,524.05
2019,Rural regions,Owner,,,,,,,,,,,,
2019,Rural regions,Tenant,2185,451.02170347402256,446.96357223569174,455.0798347123534,315.9309019416517,410.0,540.0,50.0,876.1036470875224,410.0,394.95,420.0
2020,Urban regions,Owner,,,,,,,,,,,,
2020,Urban regions,Tenant,8758,591.8058374475157,588.7902383768421,594.8214365181893,400.0,530.0,700.0,10.0,1150.0,530.0,517.0,539.0
2020,Rural regions,Owner,,,,,,,,,,,,
2020,Rural regions,Tenant,3048,463.9214060159662,460.4312938040267,467.41151822790573,321.2702864025529,420.0,560.0,10.0,918.0945703961706,420.0,410.0,432.0
2021,Urban regions,Owner,,,,,,,,,,,,
2021,Urban regions,Tenant,5285,616.0496347864915,612.0315284983516,620.0677410746315,415.0,550.0,740.0,0.0,1227.5,550.0,544.0,560.0
2021,Rural regions,Owner,,,,,,,,,,,,
2021,Rural regions,Tenant,1867,475.7771236555321,470.6588346805414,480.89541263052274,321.0,425.0,557.3265361239468,17.0,911.816340309867,425.0,400.0,445.0
