year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,Owner,,,,,,,,,,,,
1985,Urban regions,Tenant,2817,224.44947178283527,222.52300404243647,226.37593952323408,153.0,204.0,276.0,10.0,460.5,204.0,202.975,207.0
1985,Rural regions,Owner,,,,,,,,,,,,
1985,Rural regions,Tenant,486,196.6813370023791,192.80712046418006,200.55555354057816,138.51770285046726,189.0,240.0,1.0,392.2234457242991,189.0,177.0,200.0
1986,Urban regions,Owner,,,,,,,,,,,,
1986,Urban regions,Tenant,2649,231.154631528569,229.13939350457,233.16986955256803,153.0,209.0,283.0,10.0,478.0,209.0,204.0,214.0
1986,Rural regions,Owner,,,,,,,,,,,,
1986,Rural regions,Tenant,449,192.01179077913878,188.19777889556113,195.82580266271643,138.0,178.0,242.0,15.0,398.0,178.0,162.0,178.0
1987,Urban regions,Owner,,,,,,,,,,,,
1987,Urban regions,Tenant,2590,235.21482887178095,233.12490002789747,237.30475771566444,158.0,217.0,286.0,10.0,478.0,217.0,210.0,225.0
1987,Rural regions,Owner,,,,,,,,,,,,
1987,Rural regions,Tenant,452,203.95288987098925,199.79540234874227,208.11037739323623,145.95029690676225,194.0,255.0,25.0,418.5745546398566,194.0,184.0,210.0
1988,Urban regions,Owner,,,,,,,,,,,,
1988,Urban regions,Tenant,2465,243.1753316896617,241.03250631099468,245.31815706832873,164.0,230.0,301.0,0.0,506.5,230.0,230.0,238.075
1988,Rural regions,Owner,,,,,,,,,,,,
1988,Rural regions,Tenant,427,215.96200696613843,211.27565035227528,220.6483635800016,153.0,201.610493973056,255.0,5.0,408.0,201.0,192.975,218.0
1989,Urban regions,Owner,,,,,,,,,,,,
1989,Urban regions,Tenant,2418,252.1792362449731,249.93597902908797,254.42249346085825,173.0,232.0,306.0,0.0,505.5,232.0,224.0,234.0
1989,Rural regions,Owner,,,,,,,,,,,,
1989,Rural regions,Tenant,415,223.15488794301294,218.8355038078591,227.47427207816676,159.0,204.0,265.8893900154701,25.0,426.22347503867525,204.0,194.0,209.0
1990,Urban regions,Owner,,,,,,,,,,,,
1990,Urban regions,Tenant,2986,228.7083766012651,226.30933199667203,231.10742120585815,148.0,222.0,306.0,0.0,543.0,222.0,214.0,227.0
1990,Rural regions,Owner,,,,,,,,,,,,
1990,Rural regions,Tenant,1200,124.66162781707321,121.26222243386441,128.061033200282,21.0,52.65149948293721,211.01381224545943,0.0,496.0345306136486,53.0,0.9499999999999886,71.0
1991,Urban regions,Owner,,,,,,,,,,,,
1991,Urban regions,Tenant,2924,232.99804942490212,230.52954307765341,235.46655577215083,153.0,225.0,306.0,0.0,535.5,225.0,220.0,232.0
1991,Rural regions,Owner,,,,,,,,,,,,
1991,Rural regions,Tenant,1143,127.63363792066562,124.03501031828205,131.2322655230492,24.0,76.0,205.0,3.0,476.5,76.0,40.0,108.025
1992,Urban regions,Owner,,,,,,,,,,,,
1992,Urban regions,Tenant,2919,258.67323937434367,256.26013978888085,261.0863389598065,164.0,234.0,324.0565089535042,0.0,564.1412723837605,234.0,226.975,238.0
1992,Rural regions,Owner,,,,,,,,,,,,
1992,Rural regions,Tenant,1125,177.71514859790562,174.28740153955675,181.1428956562545,97.0,143.0,230.0,0.0,429.5,143.0,135.0,154.0
1993,Urban regions,Owner,,,,,,,,,,,,
1993,Urban regions,Tenant,2898,288.81490253841264,286.2411690856678,291.38863599115746,194.0,255.0,355.0745891422173,0.0,596.6864728555432,255.0,249.0,255.0
1993,Rural regions,Owner,,,,,,,,,,,,
1993,Rural regions,Tenant,1157,219.8955028945827,216.57371941574687,223.21728637341855,147.0,192.0,267.0704320585939,2.0,447.17608014648476,192.0,182.975,199.025
1994,Urban regions,Owner,,,,,,,,,,,,
1994,Urban regions,Tenant,2859,318.7795147647185,315.83307420861087,321.72595532082613,214.0,286.5915705595726,385.18601339725006,3.0,641.9650334931252,287.0,278.0,293.0
1994,Rural regions,Owner,,,,,,,,,,,,
1994,Rural regions,Tenant,1120,247.32401757349712,243.6353827000948,251.01265244689944,166.0,219.0,299.0,5.0,498.5,219.0,209.0,232.0
1995,Urban regions,Owner,,,,,,,,,,,,
1995,Urban regions,Tenant,2951,336.0284157509384,333.08527252686565,338.97155897501113,230.0,305.0,407.340816836238,10.0,673.352042090595,305.0,303.0,314.0
1995,Rural regions,Owner,,,,,,,,,,,,
1995,Rural regions,Tenant,1176,266.0999300480633,262.0603589594365,270.1395011366901,173.0,237.0,319.0,21.0,538.0,237.0,227.0,244.025
1996,Urban regions,Owner,,,,,,,,,,,,
1996,Urban regions,Tenant,2895,354.05583998314296,351.0552047841601,357.05647518212584,245.0,317.0,428.0,0.0,702.5,317.0,307.0,323.025
1996,Rural regions,Owner,,,,,,,,,,,,
1996,Rural regions,Tenant,1139,295.35652363196056,290.99665172832556,299.71639553559555,197.5643126474041,261.3969402081079,357.0,37.0,596.1535310288939,262.0,250.0,268.0
1997,Urban regions,Owner,,,,,,,,,,,,
1997,Urban regions,Tenant,2803,374.27130064393685,371.13334932519047,377.40925196268324,260.0,342.0,450.0,41.0,735.0,342.0,330.0,352.0
1997,Rural regions,Owner,,,,,,,,,,,,
1997,Rural regions,Tenant,1096,303.95301214669604,299.48200754019814,308.42401675319394,205.29498687116856,276.0,362.0,17.0,597.0575196932472,276.0,266.0,286.0
1998,Urban regions,Owner,,,,,,,,,,,,
1998,Urban regions,Tenant,3122,390.10922406195766,387.1541473028587,393.06430082105663,276.0,361.0,465.0,8.0,748.5,361.0,353.975,369.0
1998,Rural regions,Owner,,,,,,,,,,,,
