year,bula_h,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,,53,220.36643693696834,206.80614912898713,233.92672474494955,153.0,195.57756508596069,282.83507108938693,46.0,477.5876777234673,194.0,148.0,222.0
1984,Schleswig-Holstein,,31,245.31858856653312,229.8432203249548,260.79395680811143,194.0,230.604461827988,303.1163722582598,112.0,449.0,230.0,205.0,256.125
1984,Schleswig-Holstein,,,,,,,,,,,,,
1984,Schleswig-Holstein,,,,,,,,,,,,,
1984,Schleswig-Holstein,,,,,,,,,,,,,
1984,Hamburg,,86,204.72044879130917,197.45014081535305,211.99075676726528,155.64646035762502,188.10783351986836,242.64273932657636,98.0,373.13715778000335,188.0,162.0,203.075
1984,Hamburg,,36,261.0735389663415,246.082303463858,276.064774468825,204.91482530900836,262.26620484615415,303.1645212029877,94.0,450.5390650439567,260.0,237.0,302.0
1984,Hamburg,,,,,,,,,,,,,
1984,Hamburg,,,,,,,,,,,,,
1984,Hamburg,,,,,,,,,,,,,
1984,Lower Saxony,,214,190.58389659469475,186.4034503987125,194.764342790677,148.0,184.62835439996275,230.0,25.0,353.0,184.0,169.0,200.0
1984,Lower Saxony,,78,213.57719415060183,204.62967342958154,222.5247148716221,153.0,204.0,268.0,12.0,440.5,204.0,178.0,235.0
1984,Lower Saxony,,,,,,,,,,,,,
1984,Lower Saxony,,,,,,,,,,,,,
1984,Lower Saxony,,,,,,,,,,,,,
1984,Bremen,,44,192.6223727288631,186.4916606393024,198.7530848184238,161.6243104802872,191.00823299185888,230.8256060813587,74.0,306.0,194.0,176.0,212.0
1984,Bremen,,,,,,,,,,,,,
1984,Bremen,,,,,,,,,,,,,
1984,Bremen,,,,,,,,,,,,,
1984,North Rhine-Westphalia,,758,193.2833883948487,190.24251922506693,196.3242575646305,130.06620737606144,176.69341244952759,243.49766502024733,40.0,413.64485148652614,177.0,170.975,187.025
1984,North Rhine-Westphalia,,258,228.56418792285297,223.08392056091913,234.0444552847868,163.11960279421166,219.0,272.0671155713267,49.0,435.4883847369993,219.0,204.95,234.0
1984,North Rhine-Westphalia,,75,261.9355451079964,251.3150071650921,272.5560830509007,200.5387353532981,247.24238433731014,332.0,84.0,529.1918969700528,245.0,194.0,272.05
1984,North Rhine-Westphalia,,,,,,,,,,,,,
1984,North Rhine-Westphalia,,,,,,,,,,,,,
1984,Hesse,,246,196.0905751014891,190.65672556907475,201.52442463390344,138.0,180.66370950234065,250.80663520754877,25.0,420.0165880188719,181.0,168.0,189.0
1984,Hesse,,92,229.96763180476003,221.3179735162911,238.61729009322897,176.0217260252241,205.69240648188884,281.0,30.0,438.46741096216385,205.0,180.0,221.0
1984,Hesse,,48,294.55668858356546,280.9825099715453,308.1308671955856,216.67430540869196,274.9108746686775,365.00706190691756,92.0,562.0,276.0,252.0,301.0
1984,Hesse,,,,,,,,,,,,,
1984,Hesse,,,,,,,,,,,,,
