year,quintil_oecd_hh,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,Owner,,,,,,,,,,,,
1984,1st Quintile,Tenant,911,174.98046036929964,172.44227805380137,177.5186426847979,115.0,161.0,222.03826735502912,24.0,382.5956683875728,161.0,154.0,169.0
1984,2nd Quintile,Owner,,,,,,,,,,,,
1984,2nd Quintile,Tenant,810,194.40221730957114,191.66101943133066,197.14341518781163,142.37464159367653,178.972010037207,235.0,17.0,373.9380376094852,179.0,174.0,181.0
1984,3rd Quintile,Owner,,,,,,,,,,,,
1984,3rd Quintile,Tenant,751,215.50180515446607,212.15289472598772,218.85071558294442,153.0,200.39069502062384,261.79552128144206,23.0,424.98880320360513,200.0,196.0,211.0
1984,4th Quintile,Owner,,,,,,,,,,,,
1984,4th Quintile,Tenant,732,232.00433595650992,228.49664534776588,235.51202656525396,163.0,216.84324665310677,281.0,10.0,458.0,217.0,204.0,227.0
1984,5th Quintile,Owner,,,,,,,,,,,,
1984,5th Quintile,Tenant,521,278.46966877710963,273.3358591754175,283.60347837880175,200.43314083246995,255.0,332.0,10.0,529.350288751295,255.0,245.0,265.0
1985,1st Quintile,Owner,,,,,,,,,,,,
1985,1st Quintile,Tenant,811,178.83645272708992,176.08882640628153,181.5840790478983,122.0,167.0,229.6602714906319,1.0,391.1506787265798,167.0,157.975,177.0
1985,2nd Quintile,Owner,,,,,,,,,,,,
1985,2nd Quintile,Tenant,727,199.85264056898006,196.8265436283737,202.87873750958641,143.0,184.0,245.0,15.0,398.0,184.0,173.95,190.0
1985,3rd Quintile,Owner,,,,,,,,,,,,
1985,3rd Quintile,Tenant,673,220.5574056609644,216.86807494403476,224.24673637789405,153.0,199.0,270.0,17.0,445.5,199.0,189.975,205.0
1985,4th Quintile,Owner,,,,,,,,,,,,
1985,4th Quintile,Tenant,617,243.12749431061917,239.06798464596142,247.18700397527692,176.0,227.0,294.84343689048467,15.0,473.10859222621167,227.0,217.0,236.025
1985,5th Quintile,Owner,,,,,,,,,,,,
1985,5th Quintile,Tenant,470,280.87004676721295,275.2852324660218,286.4548610684041,195.5287257388117,255.0,343.80547853199204,10.0,566.2206077217626,255.0,245.0,264.0
1986,1st Quintile,Owner,,,,,,,,,,,,
1986,1st Quintile,Tenant,745,183.410301699823,180.40496386520607,186.41563953443995,127.0,169.5286642334201,230.0,25.0,384.5,169.0,160.0,176.025
1986,2nd Quintile,Owner,,,,,,,,,,,,
1986,2nd Quintile,Tenant,660,208.42005364362967,205.41210825827608,211.42799902898327,155.55524536136994,200.962608341139,255.0,15.0,404.1671319579451,201.0,198.0,216.025
1986,3rd Quintile,Owner,,,,,,,,,,,,
1986,3rd Quintile,Tenant,669,221.80239304035365,218.1890181830351,225.4157678976722,153.0,204.0,271.1320598069651,20.0,448.3301495174128,204.0,194.0,214.0
1986,4th Quintile,Owner,,,,,,,,,,,,
1986,4th Quintile,Tenant,599,236.91278468817652,232.85836148274606,240.96720789360697,163.0,214.0,299.7368224830616,10.0,504.84205620765397,214.0,198.0,222.05
1986,5th Quintile,Owner,,,,,,,,,,,,
1986,5th Quintile,Tenant,420,303.34383644457193,297.19918708237293,309.48848580677094,214.0,281.0,361.74268368255537,35.0,583.3567092063884,281.0,260.875,307.0
1987,1st Quintile,Owner,,,,,,,,,,,,
1987,1st Quintile,Tenant,703,186.93517231126359,183.9811558227011,189.88918879982606,133.0,178.0,234.0,25.0,385.5,178.0,172.0,190.0
1987,2nd Quintile,Owner,,,,,,,,,,,,
1987,2nd Quintile,Tenant,680,216.36666236008813,213.0426974397964,219.69062728037986,153.0,204.0,255.0,51.0,408.0,204.0,195.0,214.0
1987,3rd Quintile,Owner,,,,,,,,,,,,
1987,3rd Quintile,Tenant,632,227.3512993879572,223.3992889344908,231.30330984142358,158.68765398765575,209.0,270.3031549148793,30.0,437.72640630571465,209.0,198.87499999999997,220.025
1987,4th Quintile,Owner,,,,,,,,,,,,
1987,4th Quintile,Tenant,599,247.65793452398137,243.65459847444862,251.66127057351412,178.0,235.0,306.0,25.0,498.0,235.0,220.0,240.15
