year,bula_h,quintil_oecd_hh,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Berlin,5th Quintile,No,0.89293,59,59,0.81335,0.97250
1996,Brandenburg,1st Quintile,No,0.78990,50,50,0.67583,0.90397
1996,Brandenburg,2nd Quintile,No,0.70353,61,61,0.58796,0.81909
1996,Brandenburg,3rd Quintile,No,0.77635,51,51,0.66085,0.89185
1996,Brandenburg,4th Quintile,No,0.80195,39,39,0.67524,0.92867
1996,Mecklenburg-Western Pomerania,1st Quintile,No,0.79307,47,47,0.67600,0.91014
1996,Mecklenburg-Western Pomerania,2nd Quintile,No,0.72400,35,35,0.57374,0.87426
1996,Mecklenburg-Western Pomerania,3rd Quintile,No,0.76206,35,35,0.61893,0.90520
1996,Saxony,1st Quintile,No,0.87372,117,117,0.81327,0.93416
1996,Saxony,2nd Quintile,Yes,0.22690,32,154,0.16054,0.29327
1996,Saxony,2nd Quintile,No,0.77310,122,154,0.70673,0.83946
1996,Saxony,3rd Quintile,No,0.84087,107,107,0.77123,0.91050
1996,Saxony,4th Quintile,No,0.77186,63,63,0.66740,0.87631
1996,Saxony,5th Quintile,No,0.95837,38,38,0.89401,1.02273
1996,Saxony-Anhalt,1st Quintile,No,0.86826,64,64,0.78474,0.95178
1996,Saxony-Anhalt,2nd Quintile,No,0.87624,78,78,0.80269,0.94980
1996,Saxony-Anhalt,3rd Quintile,No,0.75626,63,63,0.64939,0.86313
1996,Saxony-Anhalt,4th Quintile,No,0.73883,44,44,0.60753,0.87013
1996,Thuringa,1st Quintile,No,0.84482,66,66,0.75680,0.93285
1996,Thuringa,2nd Quintile,No,0.85393,82,82,0.77701,0.93084
1996,Thuringa,3rd Quintile,No,0.82633,70,70,0.73694,0.91571
1996,Thuringa,4th Quintile,No,0.83024,34,34,0.70215,0.95833
2001,Schleswig-Holstein,1st Quintile,No,0.81645,44,44,0.70074,0.93216
2001,Schleswig-Holstein,2nd Quintile,No,0.92574,63,63,0.86047,0.99100
2001,Schleswig-Holstein,3rd Quintile,No,0.89162,60,60,0.81230,0.97094
2001,Schleswig-Holstein,4th Quintile,No,0.82131,67,67,0.72889,0.91374
2001,Schleswig-Holstein,5th Quintile,No,0.83775,73,73,0.75259,0.92291
2001,Hamburg,1st Quintile,No,0.93354,35,35,0.84982,1.01727
2001,Hamburg,5th Quintile,No,0.95515,47,47,0.89534,1.01496
2001,Lower Saxony,1st Quintile,Yes,0.17750,31,171,0.12006,0.23494
2001,Lower Saxony,1st Quintile,No,0.82250,140,171,0.76506,0.87994
2001,Lower Saxony,2nd Quintile,No,0.87724,148,148,0.82419,0.93029
2001,Lower Saxony,3rd Quintile,Yes,0.15923,35,213,0.10997,0.20848
2001,Lower Saxony,3rd Quintile,No,0.84077,178,213,0.79152,0.89003
2001,Lower Saxony,4th Quintile,Yes,0.14105,34,212,0.09408,0.18802
2001,Lower Saxony,4th Quintile,No,0.85895,178,212,0.81198,0.90592
2001,Lower Saxony,5th Quintile,No,0.85709,164,164,0.80337,0.91082
2001,North Rhine-Westphalia,1st Quintile,Yes,0.08808,45,462,0.06220,0.11395
2001,North Rhine-Westphalia,1st Quintile,No,0.91192,417,462,0.88605,0.93780
2001,North Rhine-Westphalia,2nd Quintile,Yes,0.10409,49,464,0.07627,0.13191
2001,North Rhine-Westphalia,2nd Quintile,No,0.89591,415,464,0.86809,0.92373
2001,North Rhine-Westphalia,3rd Quintile,Yes,0.12939,68,500,0.09994,0.15884
2001,North Rhine-Westphalia,3rd Quintile,No,0.87061,432,500,0.84116,0.90006
2001,North Rhine-Westphalia,4th Quintile,Yes,0.11103,61,515,0.08387,0.13819
2001,North Rhine-Westphalia,4th Quintile,No,0.88897,454,515,0.86181,0.91613
2001,North Rhine-Westphalia,5th Quintile,Yes,0.09868,62,543,0.07357,0.12378
2001,North Rhine-Westphalia,5th Quintile,No,0.90132,481,543,0.87622,0.92643
2001,Hesse,1st Quintile,No,0.85008,115,115,0.78455,0.91562
2001,Hesse,2nd Quintile,No,0.87621,127,127,0.81871,0.93372
2001,Hesse,3rd Quintile,No,0.88030,135,135,0.82533,0.93526
2001,Hesse,4th Quintile,No,0.89081,137,137,0.83840,0.94323
2001,Hesse,5th Quintile,No,0.88567,160,160,0.83621,0.93513
2001,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.84555,110,110,0.77770,0.91339
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.17402,32,158,0.11471,0.23332
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.82598,126,158,0.76668,0.88529
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.84041,111,111,0.77197,0.90885
2001,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.82284,145,145,0.76048,0.88520
2001,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.82244,97,97,0.74600,0.89889
2001,Baden-Wuerttemberg,1st Quintile,Yes,0.15324,31,223,0.10585,0.20062
2001,Baden-Wuerttemberg,1st Quintile,No,0.84676,192,223,0.79938,0.89415
2001,Baden-Wuerttemberg,2nd Quintile,Yes,0.17861,44,252,0.13123,0.22600
2001,Baden-Wuerttemberg,2nd Quintile,No,0.82139,208,252,0.77400,0.86877
2001,Baden-Wuerttemberg,3rd Quintile,Yes,0.12392,39,282,0.08539,0.16244
2001,Baden-Wuerttemberg,3rd Quintile,No,0.87608,243,282,0.83756,0.91461
2001,Baden-Wuerttemberg,4th Quintile,Yes,0.12889,42,305,0.09122,0.16656
2001,Baden-Wuerttemberg,4th Quintile,No,0.87111,263,305,0.83344,0.90878
2001,Baden-Wuerttemberg,5th Quintile,Yes,0.14972,44,300,0.10928,0.19017
2001,Baden-Wuerttemberg,5th Quintile,No,0.85028,256,300,0.80983,0.89072
2001,Bavaria,1st Quintile,Yes,0.20335,52,246,0.15295,0.25375
2001,Bavaria,1st Quintile,No,0.79665,194,246,0.74625,0.84705
2001,Bavaria,2nd Quintile,Yes,0.15160,54,310,0.11161,0.19159
2001,Bavaria,2nd Quintile,No,0.84840,256,310,0.80841,0.88839
2001,Bavaria,3rd Quintile,Yes,0.14165,56,316,0.10314,0.18015
2001,Bavaria,3rd Quintile,No,0.85835,260,316,0.81985,0.89686
2001,Bavaria,4th Quintile,Yes,0.14462,69,369,0.10869,0.18056
2001,Bavaria,4th Quintile,No,0.85538,300,369,0.81944,0.89131
2001,Bavaria,5th Quintile,Yes,0.15511,64,374,0.11837,0.19185
2001,Bavaria,5th Quintile,No,0.84489,310,374,0.80815,0.88163
2001,Berlin,1st Quintile,No,0.89371,112,112,0.83638,0.95105
2001,Berlin,2nd Quintile,No,0.93223,78,78,0.87608,0.98837
2001,Berlin,3rd Quintile,No,0.79321,69,69,0.69695,0.88948
2001,Berlin,4th Quintile,No,0.86846,86,86,0.79661,0.94032
2001,Berlin,5th Quintile,No,0.78921,72,72,0.69434,0.88409
2001,Brandenburg,1st Quintile,No,0.77171,87,87,0.68300,0.86042
2001,Brandenburg,2nd Quintile,Yes,0.24558,37,132,0.17187,0.31928
2001,Brandenburg,2nd Quintile,No,0.75442,95,132,0.68072,0.82813
2001,Brandenburg,3rd Quintile,Yes,0.32904,38,119,0.24426,0.41382
2001,Brandenburg,3rd Quintile,No,0.67096,81,119,0.58618,0.75574
2001,Brandenburg,4th Quintile,No,0.68016,56,56,0.55690,0.80343
2001,Brandenburg,5th Quintile,No,0.75857,40,40,0.62426,0.89289
2001,Mecklenburg-Western Pomerania,1st Quintile,No,0.83491,67,67,0.74534,0.92448
2001,Mecklenburg-Western Pomerania,2nd Quintile,No,0.81363,69,69,0.72107,0.90619
2001,Mecklenburg-Western Pomerania,3rd Quintile,No,0.80472,45,45,0.68759,0.92185
2001,Saxony,1st Quintile,Yes,0.19344,41,198,0.13828,0.24860
2001,Saxony,1st Quintile,No,0.80656,157,198,0.75140,0.86172
2001,Saxony,2nd Quintile,Yes,0.24336,65,256,0.19069,0.29603
2001,Saxony,2nd Quintile,No,0.75664,191,256,0.70397,0.80931
2001,Saxony,3rd Quintile,Yes,0.18830,44,203,0.13439,0.24222
2001,Saxony,3rd Quintile,No,0.81170,159,203,0.75778,0.86561
2001,Saxony,4th Quintile,No,0.80983,98,98,0.73173,0.88793
2001,Saxony,5th Quintile,No,0.79180,52,52,0.68037,0.90324
2001,Saxony-Anhalt,1st Quintile,No,0.84423,96,96,0.77131,0.91715
2001,Saxony-Anhalt,2nd Quintile,Yes,0.19604,33,141,0.13028,0.26181
2001,Saxony-Anhalt,2nd Quintile,No,0.80396,108,141,0.73819,0.86972
2001,Saxony-Anhalt,3rd Quintile,No,0.77814,90,90,0.69182,0.86446
2001,Saxony-Anhalt,4th Quintile,No,0.73386,64,64,0.62473,0.84299
2001,Thuringa,1st Quintile,No,0.76134,92,92,0.67376,0.84892
2001,Thuringa,2nd Quintile,Yes,0.22177,33,129,0.14980,0.29375
2001,Thuringa,2nd Quintile,No,0.77823,96,129,0.70625,0.85020
2001,Thuringa,3rd Quintile,Yes,0.19995,31,130,0.13093,0.26897
2001,Thuringa,3rd Quintile,No,0.80005,99,130,0.73103,0.86907
2001,Thuringa,4th Quintile,No,0.78290,60,60,0.67771,0.88810
2006,Schleswig-Holstein,1st Quintile,No,0.79395,52,52,0.68294,0.90496
2006,Schleswig-Holstein,2nd Quintile,No,0.88391,56,56,0.79925,0.96857
2006,Schleswig-Holstein,3rd Quintile,No,0.86156,58,58,0.77190,0.95122
2006,Schleswig-Holstein,4th Quintile,No,0.75138,67,67,0.64710,0.85565
2006,Schleswig-Holstein,5th Quintile,No,0.80592,85,85,0.72134,0.89049
2006,Hamburg,1st Quintile,No,0.94605,38,38,0.87325,1.01885
2006,Hamburg,4th Quintile,No,0.93443,34,34,0.84997,1.01888
2006,Hamburg,5th Quintile,No,0.97473,53,53,0.93208,1.01739
2006,Lower Saxony,1st Quintile,No,0.85129,132,132,0.79036,0.91222
2006,Lower Saxony,2nd Quintile,No,0.86875,162,162,0.81659,0.92091
2006,Lower Saxony,3rd Quintile,No,0.86964,171,171,0.81902,0.92025
2006,Lower Saxony,4th Quintile,Yes,0.11046,31,238,0.07055,0.15037
2006,Lower Saxony,4th Quintile,No,0.88954,207,238,0.84963,0.92945
2006,Lower Saxony,5th Quintile,Yes,0.17224,53,289,0.12863,0.21585
2006,Lower Saxony,5th Quintile,No,0.82776,236,289,0.78415,0.87137
2006,North Rhine-Westphalia,1st Quintile,Yes,0.11274,50,438,0.08309,0.14239
2006,North Rhine-Westphalia,1st Quintile,No,0.88726,388,438,0.85761,0.91691
2006,North Rhine-Westphalia,2nd Quintile,Yes,0.10977,47,411,0.07951,0.14003
2006,North Rhine-Westphalia,2nd Quintile,No,0.89023,364,411,0.85997,0.92049
2006,North Rhine-Westphalia,3rd Quintile,Yes,0.11233,62,442,0.08286,0.14180
2006,North Rhine-Westphalia,3rd Quintile,No,0.88767,380,442,0.85820,0.91714
2006,North Rhine-Westphalia,4th Quintile,Yes,0.13419,71,526,0.10503,0.16335
2006,North Rhine-Westphalia,4th Quintile,No,0.86581,455,526,0.83665,0.89497
2006,North Rhine-Westphalia,5th Quintile,Yes,0.11885,91,720,0.09519,0.14250
2006,North Rhine-Westphalia,5th Quintile,No,0.88115,629,720,0.85750,0.90481
2006,Hesse,1st Quintile,No,0.85928,104,104,0.79212,0.92644
2006,Hesse,2nd Quintile,No,0.82697,98,98,0.75169,0.90225
2006,Hesse,3rd Quintile,No,0.85611,133,133,0.79624,0.91599
2006,Hesse,4th Quintile,No,0.89454,139,139,0.84329,0.94579
2006,Hesse,5th Quintile,Yes,0.13830,43,282,0.09794,0.17867
2006,Hesse,5th Quintile,No,0.86170,239,282,0.82133,0.90206
2006,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.85667,112,112,0.79149,0.92186
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.81733,108,108,0.74411,0.89054
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.78157,107,107,0.70291,0.86023
2006,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.85485,124,124,0.79260,0.91711
2006,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.18239,36,176,0.12518,0.23961
2006,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.81761,140,176,0.76039,0.87482
2006,Baden-Wuerttemberg,1st Quintile,No,0.84799,155,155,0.79128,0.90469
2006,Baden-Wuerttemberg,2nd Quintile,Yes,0.16685,37,223,0.11780,0.21589
2006,Baden-Wuerttemberg,2nd Quintile,No,0.83315,186,223,0.78411,0.88220
2006,Baden-Wuerttemberg,3rd Quintile,Yes,0.12659,40,281,0.08765,0.16554
2006,Baden-Wuerttemberg,3rd Quintile,No,0.87341,241,281,0.83446,0.91235
2006,Baden-Wuerttemberg,4th Quintile,Yes,0.14166,47,326,0.10375,0.17957
2006,Baden-Wuerttemberg,4th Quintile,No,0.85834,279,326,0.82043,0.89625
2006,Baden-Wuerttemberg,5th Quintile,Yes,0.10011,59,462,0.07271,0.12751
2006,Baden-Wuerttemberg,5th Quintile,No,0.89989,403,462,0.87249,0.92729
2006,Bavaria,1st Quintile,Yes,0.19748,45,228,0.14569,0.24927
2006,Bavaria,1st Quintile,No,0.80252,183,228,0.75073,0.85431
2006,Bavaria,2nd Quintile,Yes,0.18868,66,259,0.14093,0.23642
2006,Bavaria,2nd Quintile,No,0.81132,193,259,0.76358,0.85907
2006,Bavaria,3rd Quintile,Yes,0.17375,65,344,0.13365,0.21384
2006,Bavaria,3rd Quintile,No,0.82625,279,344,0.78616,0.86635
2006,Bavaria,4th Quintile,Yes,0.15533,68,378,0.11877,0.19189
2006,Bavaria,4th Quintile,No,0.84467,310,378,0.80811,0.88123
2006,Bavaria,5th Quintile,Yes,0.14659,89,520,0.11616,0.17702
2006,Bavaria,5th Quintile,No,0.85341,431,520,0.82298,0.88384
2006,Berlin,1st Quintile,No,0.91320,104,104,0.85882,0.96757
2006,Berlin,2nd Quintile,No,0.91234,71,71,0.84609,0.97859
2006,Berlin,3rd Quintile,No,0.89081,66,66,0.81499,0.96663
2006,Berlin,4th Quintile,No,0.87118,81,81,0.79777,0.94459
2006,Berlin,5th Quintile,No,0.89340,95,95,0.83102,0.95579
2006,Brandenburg,1st Quintile,No,0.73492,79,79,0.63696,0.83287
2006,Brandenburg,2nd Quintile,Yes,0.28574,42,144,0.21169,0.35978
2006,Brandenburg,2nd Quintile,No,0.71426,102,144,0.64022,0.78831
2006,Brandenburg,3rd Quintile,Yes,0.30393,35,121,0.22163,0.38623
2006,Brandenburg,3rd Quintile,No,0.69607,86,121,0.61377,0.77837
2006,Brandenburg,4th Quintile,No,0.77309,69,69,0.67354,0.87264
2006,Brandenburg,5th Quintile,No,0.81140,52,52,0.70404,0.91876
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.85499,63,63,0.76734,0.94264
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.87002,67,67,0.78889,0.95115
2006,Mecklenburg-Western Pomerania,3rd Quintile,No,0.76030,43,43,0.63119,0.88941
2006,Mecklenburg-Western Pomerania,4th Quintile,No,0.80535,39,39,0.67947,0.93124
2006,Mecklenburg-Western Pomerania,5th Quintile,No,0.71008,33,33,0.55287,0.86729
2006,Saxony,1st Quintile,Yes,0.22341,47,205,0.16625,0.28057
2006,Saxony,1st Quintile,No,0.77659,158,205,0.71943,0.83375
2006,Saxony,2nd Quintile,Yes,0.18490,41,205,0.13162,0.23817
2006,Saxony,2nd Quintile,No,0.81510,164,205,0.76183,0.86838
2006,Saxony,3rd Quintile,Yes,0.21617,50,221,0.16177,0.27056
2006,Saxony,3rd Quintile,No,0.78383,171,221,0.72944,0.83823
2006,Saxony,4th Quintile,No,0.85204,125,125,0.78954,0.91453
2006,Saxony,5th Quintile,No,0.67761,68,68,0.56570,0.78953
2006,Saxony-Anhalt,1st Quintile,No,0.85820,91,91,0.78613,0.93027
2006,Saxony-Anhalt,2nd Quintile,No,0.82036,92,92,0.74149,0.89924
2006,Saxony-Anhalt,3rd Quintile,Yes,0.22310,33,132,0.15180,0.29439
2006,Saxony-Anhalt,3rd Quintile,No,0.77690,99,132,0.70561,0.84820
2006,Saxony-Anhalt,4th Quintile,No,0.68680,49,49,0.55559,0.81801
2006,Saxony-Anhalt,5th Quintile,No,0.72464,41,41,0.58620,0.86307
2006,Thuringa,1st Quintile,No,0.83474,88,88,0.75670,0.91279
2006,Thuringa,2nd Quintile,Yes,0.18782,32,140,0.12289,0.25275
2006,Thuringa,2nd Quintile,No,0.81218,108,140,0.74725,0.87711
2006,Thuringa,3rd Quintile,No,0.89425,94,94,0.83175,0.95675
2006,Thuringa,4th Quintile,No,0.83881,79,79,0.75721,0.92041
2006,Thuringa,5th Quintile,No,0.67078,33,33,0.50796,0.83361
2011,Schleswig-Holstein,1st Quintile,No,0.75285,81,81,0.65832,0.84737
2011,Schleswig-Holstein,2nd Quintile,No,0.80398,67,67,0.70820,0.89975
2011,Schleswig-Holstein,3rd Quintile,No,0.76514,59,59,0.65604,0.87424
2011,Schleswig-Holstein,4th Quintile,No,0.72023,59,59,0.60470,0.83575
2011,Schleswig-Holstein,5th Quintile,No,0.77521,66,66,0.67373,0.87669
2011,Hamburg,2nd Quintile,No,0.87117,37,37,0.76174,0.98061
2011,Hamburg,3rd Quintile,No,0.82031,32,32,0.68516,0.95546
2011,Hamburg,5th Quintile,No,0.84190,51,51,0.74078,0.94303
2011,Lower Saxony,1st Quintile,No,0.73336,155,155,0.66352,0.80320
2011,Lower Saxony,2nd Quintile,No,0.78430,153,153,0.71891,0.84969
2011,Lower Saxony,3rd Quintile,Yes,0.13080,39,212,0.08531,0.17630
2011,Lower Saxony,3rd Quintile,No,0.79465,173,212,0.74014,0.84916
2011,Lower Saxony,4th Quintile,Yes,0.13632,35,239,0.09272,0.17991
2011,Lower Saxony,4th Quintile,No,0.82031,204,239,0.77153,0.86909
2011,Lower Saxony,5th Quintile,Yes,0.13358,41,278,0.09352,0.17365
2011,Lower Saxony,5th Quintile,No,0.83702,237,278,0.79352,0.88051
2011,North Rhine-Westphalia,1st Quintile,Yes,0.07102,46,434,0.04683,0.09522
2011,North Rhine-Westphalia,1st Quintile,No,0.78522,388,434,0.74654,0.82390
2011,North Rhine-Westphalia,2nd Quintile,Yes,0.13184,45,381,0.09782,0.16585
2011,North Rhine-Westphalia,2nd Quintile,No,0.76884,336,381,0.72645,0.81123
2011,North Rhine-Westphalia,3rd Quintile,Yes,0.11361,70,425,0.08340,0.14381
2011,North Rhine-Westphalia,3rd Quintile,No,0.81934,355,425,0.78271,0.85596
2011,North Rhine-Westphalia,4th Quintile,Yes,0.13196,66,493,0.10205,0.16186
2011,North Rhine-Westphalia,4th Quintile,No,0.82039,427,493,0.78647,0.85431
2011,North Rhine-Westphalia,5th Quintile,Yes,0.13664,92,619,0.10956,0.16372
2011,North Rhine-Westphalia,5th Quintile,No,0.83378,527,619,0.80443,0.86313
2011,Hesse,1st Quintile,No,0.75219,107,107,0.67000,0.83439
2011,Hesse,2nd Quintile,No,0.81455,108,108,0.74090,0.88819
2011,Hesse,3rd Quintile,No,0.77637,125,125,0.70303,0.84971
2011,Hesse,4th Quintile,No,0.79578,145,145,0.72994,0.86163
2011,Hesse,5th Quintile,Yes,0.15362,51,259,0.10962,0.19762
2011,Hesse,5th Quintile,No,0.80871,208,259,0.76072,0.85671
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.73275,112,112,0.65042,0.81507
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.13597,31,137,0.07836,0.19358
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.75282,106,137,0.68032,0.82532
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.80564,114,114,0.73268,0.87860
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.79793,121,121,0.72609,0.86978
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.83565,121,121,0.76934,0.90196
2011,Baden-Wuerttemberg,1st Quintile,No,0.76352,161,161,0.69768,0.82936
2011,Baden-Wuerttemberg,2nd Quintile,Yes,0.12932,38,217,0.08457,0.17407
2011,Baden-Wuerttemberg,2nd Quintile,No,0.75721,179,217,0.70003,0.81439
2011,Baden-Wuerttemberg,3rd Quintile,Yes,0.15087,45,266,0.10777,0.19396
2011,Baden-Wuerttemberg,3rd Quintile,No,0.77636,221,266,0.72619,0.82653
2011,Baden-Wuerttemberg,4th Quintile,Yes,0.12853,50,332,0.09248,0.16459
2011,Baden-Wuerttemberg,4th Quintile,No,0.81172,282,332,0.76960,0.85384
2011,Baden-Wuerttemberg,5th Quintile,Yes,0.14255,70,403,0.10838,0.17673
2011,Baden-Wuerttemberg,5th Quintile,No,0.81101,333,403,0.77274,0.84928
2011,Bavaria,1st Quintile,Yes,0.12085,48,272,0.08205,0.15966
2011,Bavaria,1st Quintile,No,0.75900,224,272,0.70808,0.80992
2011,Bavaria,2nd Quintile,Yes,0.14419,54,288,0.10355,0.18484
2011,Bavaria,2nd Quintile,No,0.72097,234,288,0.66908,0.77287
2011,Bavaria,3rd Quintile,Yes,0.19178,77,348,0.15035,0.23320
2011,Bavaria,3rd Quintile,No,0.72906,271,348,0.68230,0.77583
2011,Bavaria,4th Quintile,Yes,0.18058,84,412,0.14339,0.21777
2011,Bavaria,4th Quintile,No,0.77023,328,412,0.72955,0.81090
2011,Bavaria,5th Quintile,Yes,0.20264,108,518,0.16799,0.23729
2011,Bavaria,5th Quintile,No,0.76265,410,518,0.72597,0.79932
2011,Berlin,1st Quintile,No,0.78355,94,94,0.69985,0.86725
2011,Berlin,2nd Quintile,No,0.88345,76,76,0.81083,0.95608
2011,Berlin,3rd Quintile,No,0.86363,91,91,0.79273,0.93453
2011,Berlin,4th Quintile,No,0.86644,90,90,0.79576,0.93711
2011,Berlin,5th Quintile,No,0.88307,91,91,0.81668,0.94946
2011,Brandenburg,1st Quintile,No,0.72275,98,98,0.63367,0.81184
2011,Brandenburg,2nd Quintile,Yes,0.20686,32,124,0.13528,0.27845
2011,Brandenburg,2nd Quintile,No,0.70846,92,124,0.62815,0.78878
2011,Brandenburg,3rd Quintile,Yes,0.25233,32,120,0.17429,0.33037
2011,Brandenburg,3rd Quintile,No,0.70465,88,120,0.62268,0.78661
2011,Brandenburg,4th Quintile,No,0.76460,63,63,0.65899,0.87020
2011,Brandenburg,5th Quintile,No,0.68980,50,50,0.56028,0.81932
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.77519,77,77,0.68134,0.86905
2011,Mecklenburg-Western Pomerania,2nd Quintile,No,0.79970,68,68,0.70387,0.89554
2011,Mecklenburg-Western Pomerania,3rd Quintile,No,0.70546,47,47,0.57373,0.83719
2011,Mecklenburg-Western Pomerania,4th Quintile,No,0.86783,42,42,0.76416,0.97150
2011,Saxony,1st Quintile,Yes,0.16448,45,192,0.11191,0.21706
2011,Saxony,1st Quintile,No,0.72289,147,192,0.65942,0.78637
2011,Saxony,2nd Quintile,Yes,0.19056,39,214,0.13782,0.24330
2011,Saxony,2nd Quintile,No,0.74786,175,214,0.68954,0.80618
2011,Saxony,3rd Quintile,Yes,0.25882,49,200,0.19796,0.31967
2011,Saxony,3rd Quintile,No,0.70533,151,200,0.64199,0.76867
2011,Saxony,4th Quintile,No,0.77110,99,99,0.68792,0.85428
2011,Saxony,5th Quintile,No,0.80985,64,64,0.71294,0.90675
2011,Saxony-Anhalt,1st Quintile,No,0.75775,102,102,0.67419,0.84131
2011,Saxony-Anhalt,2nd Quintile,No,0.79423,109,109,0.71799,0.87048
2011,Saxony-Anhalt,3rd Quintile,No,0.76158,86,86,0.67100,0.85217
2011,Saxony-Anhalt,4th Quintile,No,0.72407,57,57,0.60700,0.84115
2011,Saxony-Anhalt,5th Quintile,No,0.67441,44,44,0.53435,0.81447
2011,Thuringa,1st Quintile,No,0.68119,108,108,0.59289,0.76949
2011,Thuringa,2nd Quintile,Yes,0.21126,36,144,0.14436,0.27817
2011,Thuringa,2nd Quintile,No,0.72847,108,144,0.65557,0.80136
2011,Thuringa,3rd Quintile,No,0.80845,94,94,0.72847,0.88843
2011,Thuringa,4th Quintile,No,0.77417,64,64,0.67092,0.87742
2016,Schleswig-Holstein,1st Quintile,Yes,0.22055,32,127,0.14815,0.29294
2016,Schleswig-Holstein,1st Quintile,No,0.73253,95,127,0.65524,0.80982
2016,Schleswig-Holstein,2nd Quintile,No,0.79871,82,82,0.71139,0.88603
2016,Schleswig-Holstein,3rd Quintile,No,0.83396,73,73,0.74800,0.91991
2016,Schleswig-Holstein,4th Quintile,No,0.83751,76,76,0.75403,0.92100
