year,sampreg,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,East,Very concerned,0.18228,1279,6150,0.17263,0.19193
2017,East,Somewhat concerned,0.47000,3240,6150,0.45753,0.48248
2017,East,Not concerned at all,0.19331,1631,6150,0.18344,0.20318
2018,West,Very concerned,0.12702,3374,23140,0.12273,0.13131
2018,West,Somewhat concerned,0.44917,11476,23140,0.44276,0.45558
2018,West,Not concerned at all,0.26482,8290,23140,0.25913,0.27050
2018,East,Very concerned,0.16136,1110,5992,0.15205,0.17068
2018,East,Somewhat concerned,0.47690,3210,5992,0.46425,0.48955
2018,East,Not concerned at all,0.20326,1672,5992,0.19307,0.21345
2019,West,Very concerned,0.15080,3634,22912,0.14617,0.15543
2019,West,Somewhat concerned,0.44243,11488,22912,0.43600,0.44886
2019,West,Not concerned at all,0.24009,7790,22912,0.23456,0.24563
2019,East,Very concerned,0.20806,1281,5979,0.19777,0.21835
2019,East,Somewhat concerned,0.46118,3201,5979,0.44854,0.47381
2019,East,Not concerned at all,0.17645,1497,5979,0.16679,0.18612
2020,West,Very concerned,0.12527,3370,23486,0.12104,0.12951
2020,West,Somewhat concerned,0.44309,11432,23486,0.43674,0.44944
2020,West,Not concerned at all,0.26236,8684,23486,0.25674,0.26799
2020,East,Very concerned,0.15669,992,5798,0.14733,0.16605
2020,East,Somewhat concerned,0.47624,3100,5798,0.46338,0.48910
2020,East,Not concerned at all,0.20680,1706,5798,0.19637,0.21722
2021,West,Very concerned,0.13626,2520,15626,0.13089,0.14164
2021,West,Somewhat concerned,0.44263,7760,15626,0.43484,0.45041
2021,West,Not concerned at all,0.25051,5346,15626,0.24372,0.25731
2021,East,Very concerned,0.17404,726,3890,0.16212,0.18596
2021,East,Somewhat concerned,0.44272,2044,3890,0.42711,0.45834
2021,East,Not concerned at all,0.21950,1120,3890,0.20649,0.23250
