year,migback,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,Very concerned,0.16245,1916,10839,0.15551,0.16940
1999,No migration background,Somewhat concerned,0.41670,5468,10839,0.40742,0.42598
1999,No migration background,Not concerned at all,0.26009,3455,10839,0.25183,0.26834
1999,Direct migration background,Very concerned,0.26197,640,2195,0.24357,0.28037
1999,Direct migration background,Somewhat concerned,0.44071,979,2195,0.41993,0.46148
1999,Direct migration background,Not concerned at all,0.23891,576,2195,0.22106,0.25675
1999,Indirect migration background,Very concerned,0.06828,102,602,0.04812,0.08845
1999,Indirect migration background,Somewhat concerned,0.13383,197,602,0.10661,0.16105
1999,Indirect migration background,Not concerned at all,0.19173,303,602,0.16026,0.22320
2000,No migration background,Very concerned,0.15256,3402,19850,0.14756,0.15757
2000,No migration background,Somewhat concerned,0.41009,9744,19850,0.40324,0.41693
2000,No migration background,Not concerned at all,0.27586,6704,19850,0.26964,0.28208
2000,Direct migration background,Very concerned,0.20425,739,3271,0.19043,0.21807
2000,Direct migration background,Somewhat concerned,0.41780,1525,3271,0.40090,0.43471
2000,Direct migration background,Not concerned at all,0.28460,1007,3271,0.26913,0.30006
2000,Indirect migration background,Very concerned,0.04924,99,808,0.03431,0.06417
2000,Indirect migration background,Somewhat concerned,0.13887,284,808,0.11501,0.16273
2000,Indirect migration background,Not concerned at all,0.19497,425,808,0.16764,0.22230
2001,No migration background,Very concerned,0.14922,3039,18112,0.14403,0.15441
2001,No migration background,Somewhat concerned,0.42137,9074,18112,0.41418,0.42856
2001,No migration background,Not concerned at all,0.27067,5999,18112,0.26420,0.27714
2001,Direct migration background,Very concerned,0.22205,695,2892,0.20690,0.23720
2001,Direct migration background,Somewhat concerned,0.42404,1343,2892,0.40603,0.44206
2001,Direct migration background,Not concerned at all,0.27713,854,2892,0.26082,0.29345
2001,Indirect migration background,Very concerned,0.04220,85,754,0.02784,0.05656
2001,Indirect migration background,Somewhat concerned,0.15499,289,754,0.12914,0.18084
2001,Indirect migration background,Not concerned at all,0.16982,380,754,0.14300,0.19664
2002,No migration background,Very concerned,0.14973,2957,19361,0.14470,0.15475
2002,No migration background,Somewhat concerned,0.41429,9537,19361,0.40735,0.42122
2002,No migration background,Not concerned at all,0.28023,6867,19361,0.27390,0.28655
2002,Direct migration background,Very concerned,0.22229,668,2780,0.20683,0.23775
2002,Direct migration background,Somewhat concerned,0.45677,1315,2780,0.43825,0.47529
