year,age_gr,migback,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,No migration background,Very concerned,0.09476,212,2120,0.08229,0.10723
1999,17-29 y.,No migration background,Somewhat concerned,0.37639,841,2120,0.35577,0.39702
1999,17-29 y.,No migration background,Not concerned at all,0.52609,1067,2120,0.50483,0.54735
1999,17-29 y.,Direct migration background,Very concerned,0.15444,65,367,0.11741,0.19146
1999,17-29 y.,Direct migration background,Somewhat concerned,0.37164,134,367,0.32213,0.42115
1999,17-29 y.,Direct migration background,Not concerned at all,0.46682,168,367,0.41571,0.51793
1999,17-29 y.,Indirect migration background,Very concerned,0.17592,74,479,0.14179,0.21005
1999,17-29 y.,Indirect migration background,Somewhat concerned,0.29197,141,479,0.25121,0.33273
1999,17-29 y.,Indirect migration background,Not concerned at all,0.52390,264,479,0.47913,0.56868
1999,30-45 y.,No migration background,Very concerned,0.09453,374,3868,0.08531,0.10376
1999,30-45 y.,No migration background,Somewhat concerned,0.49262,1972,3868,0.47686,0.50838
1999,30-45 y.,No migration background,Not concerned at all,0.41100,1522,3868,0.39549,0.42651
1999,30-45 y.,Direct migration background,Very concerned,0.19784,153,738,0.16908,0.22660
1999,30-45 y.,Direct migration background,Somewhat concerned,0.48335,329,738,0.44728,0.51943
1999,30-45 y.,Direct migration background,Not concerned at all,0.31772,256,738,0.28410,0.35133
1999,30-45 y.,Indirect migration background,Somewhat concerned,0.40948,45,80,0.30105,0.51792
1999,30-45 y.,Indirect migration background,Not concerned at all,0.47551,35,80,0.36539,0.58564
1999,46-65 y.,No migration background,Very concerned,0.21843,739,3312,0.20436,0.23251
1999,46-65 y.,No migration background,Somewhat concerned,0.55062,1874,3312,0.53368,0.56756
1999,46-65 y.,No migration background,Not concerned at all,0.22743,699,3312,0.21315,0.24171
1999,46-65 y.,Direct migration background,Very concerned,0.33265,318,844,0.30084,0.36445
1999,46-65 y.,Direct migration background,Somewhat concerned,0.48477,398,844,0.45103,0.51851
1999,46-65 y.,Direct migration background,Not concerned at all,0.17057,128,844,0.14518,0.19596
1999,66 and older,No migration background,Very concerned,0.37682,591,1539,0.35260,0.40103
1999,66 and older,No migration background,Somewhat concerned,0.50230,781,1539,0.47731,0.52729
1999,66 and older,No migration background,Not concerned at all,0.11550,167,1539,0.09952,0.13147
1999,66 and older,Direct migration background,Very concerned,0.40214,104,222,0.33749,0.46679
1999,66 and older,Direct migration background,Somewhat concerned,0.46888,118,222,0.40309,0.53468
2000,17-29 y.,No migration background,Very concerned,0.09345,319,3353,0.08360,0.10331
2000,17-29 y.,No migration background,Somewhat concerned,0.35712,1241,3353,0.34090,0.37335
2000,17-29 y.,No migration background,Not concerned at all,0.54072,1793,3353,0.52385,0.55759
2000,17-29 y.,Direct migration background,Very concerned,0.10651,61,583,0.08145,0.13158
2000,17-29 y.,Direct migration background,Somewhat concerned,0.32104,204,583,0.28311,0.35897
2000,17-29 y.,Direct migration background,Not concerned at all,0.56168,318,583,0.52137,0.60200
2000,17-29 y.,Indirect migration background,Very concerned,0.11381,69,605,0.08848,0.13914
2000,17-29 y.,Indirect migration background,Somewhat concerned,0.34392,198,605,0.30604,0.38180
2000,17-29 y.,Indirect migration background,Not concerned at all,0.52638,338,605,0.48656,0.56620
2000,30-45 y.,No migration background,Very concerned,0.10467,701,6785,0.09739,0.11196
2000,30-45 y.,No migration background,Somewhat concerned,0.47714,3326,6785,0.46525,0.48902
2000,30-45 y.,No migration background,Not concerned at all,0.41018,2758,6785,0.39848,0.42189
2000,30-45 y.,Direct migration background,Very concerned,0.17154,199,1167,0.14991,0.19318
2000,30-45 y.,Direct migration background,Somewhat concerned,0.47056,553,1167,0.44191,0.49921
2000,30-45 y.,Direct migration background,Not concerned at all,0.34971,415,1167,0.32234,0.37708
2000,30-45 y.,Indirect migration background,Somewhat concerned,0.43935,71,147,0.35884,0.51986
2000,30-45 y.,Indirect migration background,Not concerned at all,0.48102,76,147,0.39997,0.56207
2000,46-65 y.,No migration background,Very concerned,0.20395,1360,6511,0.19416,0.21374
2000,46-65 y.,No migration background,Somewhat concerned,0.52827,3500,6511,0.51614,0.54040
2000,46-65 y.,No migration background,Not concerned at all,0.26021,1651,6511,0.24955,0.27087
2000,46-65 y.,Direct migration background,Very concerned,0.26966,340,1170,0.24422,0.29510
2000,46-65 y.,Direct migration background,Somewhat concerned,0.50709,601,1170,0.47843,0.53575
2000,46-65 y.,Direct migration background,Not concerned at all,0.20689,229,1170,0.18367,0.23011
2000,66 and older,No migration background,Very concerned,0.31665,1022,3201,0.30054,0.33277
2000,66 and older,No migration background,Somewhat concerned,0.52193,1677,3201,0.50463,0.53924
2000,66 and older,No migration background,Not concerned at all,0.15225,502,3201,0.13980,0.16469
2000,66 and older,Direct migration background,Very concerned,0.37728,139,351,0.32650,0.42806
2000,66 and older,Direct migration background,Somewhat concerned,0.46863,167,351,0.41635,0.52091
2000,66 and older,Direct migration background,Not concerned at all,0.13821,45,351,0.10205,0.17437
2001,17-29 y.,No migration background,Very concerned,0.08764,258,3034,0.07757,0.09770
2001,17-29 y.,No migration background,Somewhat concerned,0.38010,1189,3034,0.36282,0.39737
2001,17-29 y.,No migration background,Not concerned at all,0.52450,1587,3034,0.50673,0.54227
2001,17-29 y.,Direct migration background,Very concerned,0.13158,73,497,0.10183,0.16132
2001,17-29 y.,Direct migration background,Somewhat concerned,0.34115,167,497,0.29943,0.38288
2001,17-29 y.,Direct migration background,Not concerned at all,0.52727,257,497,0.48333,0.57121
2001,17-29 y.,Indirect migration background,Very concerned,0.12106,58,541,0.09354,0.14857
2001,17-29 y.,Indirect migration background,Somewhat concerned,0.35647,183,541,0.31607,0.39686
2001,17-29 y.,Indirect migration background,Not concerned at all,0.50526,300,541,0.46309,0.54743
2001,30-45 y.,No migration background,Very concerned,0.10054,620,6080,0.09298,0.10810
