year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,4449,1645.37807,1611.80796,1678.63406,1176.00000,1508.00000,1943.00000,25.50000,3093.50000,1508.00000,1482.00000,1533.00000
1984,female,2666,881.38849,854.69378,904.02176,460.00000,844.00000,1178.81452,0.00000,2257.03629,844.00000,819.00000,870.00000
1985,male,3981,1669.03742,1636.61999,1699.51577,1202.00000,1534.00000,1994.00000,14.00000,3182.00000,1534.00000,1534.00000,1565.17500
1985,female,2506,914.40111,889.33136,939.73805,501.46021,869.00000,1251.30192,0.00000,2376.06447,869.00000,818.00000,899.10000
1986,male,3848,1726.87545,1694.28539,1755.59473,1227.00000,1541.93566,2045.00000,0.00000,3272.00000,1542.00000,1499.00000,1550.00000
1986,female,2424,970.13426,935.65699,1000.49991,511.00000,920.00000,1288.04886,0.00000,2453.62214,920.00000,894.00000,945.00000
1987,male,3816,1755.59975,1713.44931,1786.93076,1258.00000,1621.00000,2081.42296,22.86557,3316.55739,1621.00000,1606.00000,1657.00000
1987,female,2448,981.95521,948.80190,1009.45487,511.00000,920.01482,1329.00000,0.00000,2556.00000,920.00000,869.00000,920.00000
1988,male,3613,1834.19058,1791.78420,1871.85108,1329.00000,1636.00000,2193.12509,32.81236,3489.31273,1636.00000,1585.00000,1636.00000
1988,female,2350,1039.85176,998.90530,1082.10478,511.00000,971.00000,1431.00000,0.00000,2811.00000,971.00000,919.00000,996.00000
1989,male,3524,1915.47847,1874.05341,1959.75560,1380.00000,1738.00000,2266.33221,50.50168,3595.83053,1738.00000,1686.97500,1789.00000
1989,female,2333,1090.00386,1061.04032,1120.93855,582.70419,1048.00000,1434.73833,0.00000,2712.78954,1048.00000,1022.00000,1073.00000
1990,male,5224,1685.49223,1648.41461,1725.78380,818.00000,1585.00000,2147.00000,0.00000,4140.50000,1585.00000,1534.00000,1636.00000
1990,female,3951,955.86585,928.08794,985.02011,455.00000,795.00000,1329.00000,0.00000,2640.00000,795.00000,772.00000,823.00000
1991,male,4985,1826.32271,1790.41127,1865.54135,1048.00000,1687.00000,2301.00000,0.00000,4180.50000,1687.00000,1636.00000,1700.20000
1991,female,3711,1044.21159,1012.64838,1077.09192,562.00000,896.25315,1432.00000,0.00000,2737.00000,895.00000,870.00000,921.00000
1992,male,4688,2027.17335,1981.84973,2063.46134,1348.44708,1841.00000,2473.80152,0.00000,4161.83318,1841.00000,1790.00000,1867.15000
1992,female,3429,1190.05687,1158.73514,1224.82437,695.00000,1074.06970,1584.00000,0.00000,2917.50000,1074.00000,1023.00000,1098.00000
1993,male,4518,2198.69655,2146.72751,2248.49563,1483.00000,1994.00000,2640.02309,0.00000,4375.55773,1994.00000,1952.87500,2045.00000
1993,female,3368,1298.88083,1263.05066,1330.72778,762.48854,1227.00000,1687.00000,0.00000,3073.76719,1227.00000,1176.00000,1278.00000
1994,male,4316,2261.13529,2201.85434,2310.37525,1549.93353,2045.00000,2661.25506,0.00000,4328.23736,2045.00000,2045.00000,2088.05000
1994,female,3240,1372.38154,1330.67783,1410.70411,811.00000,1278.00000,1790.00000,0.00000,3258.50000,1278.00000,1227.00000,1278.00000
1995,male,4479,2332.12005,2272.84920,2387.51287,1585.00000,2045.00000,2812.00000,0.00000,4652.50000,2045.00000,1994.00000,2045.00000
1995,female,3374,1399.03774,1363.07837,1438.30642,791.26893,1329.00000,1841.00000,0.00000,3415.59661,1329.00000,1278.00000,1380.00000
1996,male,4332,2463.57420,2369.24350,2536.98275,1636.00000,2147.00000,2914.00000,20.00000,4831.00000,2147.00000,2095.00000,2170.05000
1996,female,3298,1476.15505,1436.72392,1516.95341,824.84051,1432.00000,1957.97754,26.00000,3657.68310,1432.00000,1381.00000,1494.05000
1997,male,4197,2469.62032,2408.62588,2525.11106,1687.00000,2250.00000,3017.00000,19.00000,5012.00000,2250.00000,2199.00000,2301.02500
1997,female,3200,1499.16976,1449.29668,1543.59720,847.67595,1432.00000,1988.05766,25.00000,3698.63021,1432.00000,1381.00000,1484.00000
1998,male,4614,2482.76282,2423.47272,2538.45961,1636.00000,2250.00000,3068.00000,0.00000,5216.00000,2250.00000,2199.00000,2301.00000
1998,female,3515,1539.73469,1498.24047,1584.32491,870.09482,1483.00000,2045.00000,0.00000,3807.35776,1483.00000,1432.00000,1534.00000
1999,male,4512,2531.54278,2448.58029,2605.58330,1636.00000,2253.83224,3068.00000,0.00000,5216.00000,2254.00000,2207.00000,2309.00000
1999,female,3546,1533.15555,1499.55372,1579.91255,818.00000,1483.00000,2045.00000,0.00000,3885.50000,1483.00000,1432.00000,1534.00000
2000,male,7671,2607.96555,2557.94914,2647.98360,1722.67772,2326.00000,3108.00000,0.00000,5185.98342,2326.00000,2299.75000,2351.00000
2000,female,6112,1517.38283,1486.47064,1551.69071,744.86582,1380.00000,2045.00000,0.00000,3995.20128,1380.00000,1328.00000,1431.00000
2001,male,6902,2630.94171,2590.78148,2675.71863,1758.42906,2366.46989,3221.00000,0.00000,5414.85641,2365.00000,2306.00000,2378.00000
2001,female,5672,1547.33350,1518.89309,1579.21250,750.62005,1432.00000,2147.00000,0.00000,4241.56993,1432.00000,1406.65000,1484.00000
2002,male,7313,2767.26654,2710.27234,2818.33857,1750.00000,2450.00000,3300.00000,0.00000,5625.00000,2450.00000,2400.00000,2500.00000
2002,female,6142,1594.31937,1551.50083,1633.30111,700.00000,1400.00000,2164.04271,0.00000,4360.10677,1400.00000,1350.00000,1423.17500
2003,male,6855,2863.00422,2800.05623,2913.41429,1800.00000,2500.00000,3445.89626,0.00000,5914.74065,2500.00000,2422.92500,2500.00000
2003,female,5896,1633.58887,1594.78864,1679.49902,720.00000,1450.00000,2233.55056,0.00000,4503.87640,1450.00000,1400.00000,1500.00000
2004,male,6616,2896.63459,2837.86535,2958.64298,1800.00000,2511.60076,3500.00000,0.00000,6050.00000,2512.00000,2424.00000,2524.00000
2004,female,5750,1631.63616,1592.86327,1673.53072,702.57173,1450.00000,2220.00000,0.00000,4496.14241,1450.00000,1400.00000,1500.00000
2005,male,6206,2843.69703,2768.62610,2910.73108,1800.00000,2500.00000,3500.00000,0.00000,6050.00000,2500.00000,2409.75000,2500.00000
