year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,3168,1698.17740,1666.67700,1729.67780,1227.00000,1534.00000,2045.00000,0.00000,3272.00000,1534.00000,1534.00000,1572.00000
1985,Urban regions,female,1991,948.54772,923.36980,973.72565,511.00000,920.00000,1278.00000,0.00000,2428.50000,920.00000,869.00000,946.00000
1985,Rural regions,male,813,1555.91223,1477.45104,1634.37342,1105.24846,1432.00000,1812.49029,44.38572,2873.35303,1432.00000,1380.00000,1483.00000
1985,Rural regions,female,515,801.27844,754.98396,847.57291,370.00000,750.37788,1125.00000,0.00000,2257.50000,750.00000,665.00000,800.02500
1986,Urban regions,male,3056,1773.75510,1736.34500,1811.16520,1278.00000,1585.00000,2045.00000,127.50000,3195.50000,1585.00000,1537.95000,1636.00000
1986,Urban regions,female,1913,1016.31222,985.47245,1047.15199,562.00000,959.10760,1329.00000,0.00000,2479.50000,959.00000,920.00000,997.00000
1986,Rural regions,male,792,1563.25837,1508.71810,1617.79863,1176.00000,1483.00000,1892.00000,102.00000,2966.00000,1483.00000,1456.95000,1534.00000
1986,Rural regions,female,511,820.73892,773.16892,868.30892,368.84247,767.00000,1140.46086,0.00000,2297.88844,767.00000,716.00000,818.00000
1987,Urban regions,male,3020,1799.61002,1763.27883,1835.94122,1278.00000,1636.00000,2144.00000,31.00000,3443.00000,1636.00000,1625.97500,1662.00000
1987,Urban regions,female,1910,1027.51026,999.22523,1055.79529,562.00000,997.00000,1380.00000,0.00000,2607.00000,997.00000,970.82500,1023.00000
1987,Rural regions,male,796,1606.24570,1545.98436,1666.50704,1154.59162,1534.00000,1977.62035,0.00000,3212.16344,1534.00000,1498.00000,1559.05000
1987,Rural regions,female,538,834.10737,784.82967,883.38508,417.32262,767.00000,1125.00000,0.00000,2186.51607,767.00000,713.00000,818.65000
1988,Urban regions,male,2886,1871.11903,1833.05965,1909.17842,1329.00000,1687.00000,2228.12863,0.00000,3576.82158,1687.00000,1636.00000,1726.12500
1988,Urban regions,female,1851,1106.51069,1068.11415,1144.90722,562.00000,1060.82394,1483.00000,0.00000,2864.50000,1062.00000,1023.00000,1074.00000
1988,Rural regions,male,727,1693.18632,1631.46226,1754.91038,1268.36443,1585.00000,2045.00000,103.41108,3209.95335,1585.00000,1534.00000,1636.00000
1988,Rural regions,female,499,829.35580,781.92537,876.78623,362.98335,817.61842,1169.79610,0.00000,2380.01521,818.00000,716.00000,819.50000
1989,Urban regions,male,2819,1958.60925,1914.25621,2002.96229,1408.93387,1789.00000,2301.00000,70.83467,3639.09920,1789.00000,1738.00000,1790.00000
1989,Urban regions,female,1856,1132.14933,1099.65050,1164.64816,614.00000,1099.00000,1534.00000,0.00000,2914.00000,1099.00000,1047.95000,1125.00000
1989,Rural regions,male,705,1763.39869,1700.71292,1826.08447,1291.00000,1644.22556,2104.36189,70.95717,3324.40472,1643.00000,1635.37500,1704.10000
1989,Rural regions,female,477,931.82485,880.89436,982.75534,471.16238,869.00000,1227.00000,0.00000,2360.75643,869.00000,818.00000,939.07500
1990,Urban regions,male,3313,1881.72494,1838.83280,1924.61708,1278.00000,1738.00000,2301.00000,16.00000,3835.50000,1738.00000,1687.00000,1790.00000
1990,Urban regions,female,2386,1082.38411,1052.63640,1112.13182,537.00000,997.00000,1476.00000,0.00000,2884.50000,997.00000,920.00000,1045.00000
1990,Rural regions,male,1878,1297.66528,1256.16808,1339.16247,596.00000,1083.82147,1790.00000,0.00000,3581.00000,1084.00000,920.00000,1227.00000
1990,Rural regions,female,1529,713.43418,688.60914,738.25922,378.00000,562.00000,920.00000,0.00000,1733.00000,562.00000,537.00000,608.15000
1991,Urban regions,male,3225,2000.13558,1958.38597,2041.88520,1380.00000,1809.06426,2454.00000,0.00000,4065.00000,1808.00000,1790.00000,1841.00000
1991,Urban regions,female,2350,1146.95293,1116.58941,1177.31644,614.00000,1023.00000,1534.00000,0.00000,2914.00000,1023.00000,1011.95000,1074.00000
1991,Rural regions,male,1727,1465.95085,1421.23630,1510.66541,767.00000,1314.10168,1892.00000,0.00000,3579.50000,1322.00000,1262.35000,1380.35000
1991,Rural regions,female,1332,834.00377,805.48728,862.52025,475.00000,716.00000,1066.10077,0.00000,1952.75193,716.00000,688.77500,757.00000
1992,Urban regions,male,3071,2174.29648,2132.42864,2216.16431,1534.00000,1994.00000,2583.05584,0.00000,4156.63959,1994.00000,1943.00000,2045.00000
1992,Urban regions,female,2233,1277.82184,1244.70654,1310.93714,760.84005,1176.00000,1668.36049,0.00000,3029.64114,1176.00000,1125.00000,1227.00000
1992,Rural regions,male,1572,1687.46730,1636.87355,1738.06105,1023.00000,1585.00000,2045.00000,0.00000,3578.00000,1585.00000,1534.00000,1636.00000
1992,Rural regions,female,1160,1004.57713,970.81519,1038.33908,614.00000,920.00000,1278.00000,51.00000,2274.00000,920.00000,884.00000,969.00000
1993,Urban regions,male,3007,2345.05517,2295.08698,2395.02336,1636.00000,2096.00000,2812.00000,0.00000,4576.00000,2096.00000,2045.00000,2147.00000
1993,Urban regions,female,2222,1378.57064,1342.02156,1415.11972,767.72792,1316.60595,1790.00000,0.00000,3323.40813,1323.00000,1278.00000,1380.00000
1993,Rural regions,male,1511,1849.38224,1787.76762,1910.99685,1176.00000,1636.00000,2199.00000,0.00000,3733.50000,1636.00000,1585.00000,1687.00000
1993,Rural regions,female,1146,1121.26749,1084.71325,1157.82172,665.00000,1064.41130,1502.99322,0.00000,2759.98304,1063.00000,1023.00000,1125.00000
1994,Urban regions,male,2863,2402.94485,2349.66640,2456.22329,1687.00000,2147.00000,2849.58795,0.00000,4593.46988,2147.00000,2144.10000,2199.00000
1994,Urban regions,female,2120,1442.19181,1403.73978,1480.64385,844.01390,1380.00000,1892.00000,0.00000,3463.97915,1380.00000,1329.00000,1446.15000
1994,Rural regions,male,1453,1935.32435,1874.09784,1996.55087,1329.00000,1790.00000,2285.01115,0.00000,3719.02788,1790.00000,1738.00000,1830.02500
1994,Rural regions,female,1120,1205.17421,1162.94106,1247.40737,687.46828,1144.00000,1585.00000,51.00000,2931.29757,1144.00000,1089.00000,1227.00000
1995,Urban regions,male,2945,2476.06338,2414.77984,2537.34691,1728.00000,2199.00000,3004.45454,0.00000,4919.13635,2199.00000,2147.00000,2250.00000
1995,Urban regions,female,2188,1456.55216,1416.67498,1496.42933,792.00000,1391.00000,1943.00000,0.00000,3669.50000,1391.00000,1329.00000,1457.20000
1995,Rural regions,male,1534,2008.12365,1946.35248,2069.89483,1383.55737,1813.47213,2403.97235,0.00000,3934.59482,1818.00000,1742.87500,1892.00000
1995,Rural regions,female,1186,1266.62563,1225.28690,1307.96436,767.00000,1227.00000,1636.00000,0.00000,2939.50000,1227.00000,1176.00000,1278.00000
1996,Urban regions,male,2851,2594.96735,2527.06896,2662.86574,1789.00000,2301.00000,3068.00000,20.00000,4986.50000,2301.00000,2250.00000,2301.00000
1996,Urban regions,female,2142,1533.51649,1491.68362,1575.34936,869.00000,1483.00000,2045.00000,26.00000,3809.00000,1483.00000,1432.00000,1534.00000
1996,Rural regions,male,1481,2122.77866,2056.94542,2188.61191,1432.00000,1907.69351,2556.00000,65.00000,4242.00000,1907.00000,1841.00000,1943.00000
1996,Rural regions,female,1156,1342.22952,1296.54337,1387.91567,786.00305,1278.00000,1738.00000,51.00000,3165.99542,1278.00000,1227.00000,1355.00000
1997,Urban regions,male,2747,2617.54519,2563.66494,2671.42543,1790.00000,2352.00000,3170.00000,61.00000,5240.00000,2352.00000,2301.00000,2408.12500
1997,Urban regions,female,2082,1556.51503,1513.99185,1599.03820,869.00000,1483.00000,2045.00000,25.00000,3809.00000,1483.00000,1432.00000,1534.00000
1997,Rural regions,male,1450,2130.17778,2057.49292,2202.86264,1470.52927,1943.00000,2556.00000,19.00000,4184.20610,1943.00000,1867.95000,1994.00000
