"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1995","35-65 Jahre alt","maennlich","2636.08","2301","2622","2568.6","2703.56"
"1995","35-65 Jahre alt","weiblich","1467.19","1380","1926","1422.36","1512.02"
"1995","66 und älter","maennlich","","","","",""
"1995","66 und älter","weiblich","","","","",""
"1996","16-34 Jahre alt","maennlich","1975.82","1821.26","1765","1912.11","2039.53"
"1996","16-34 Jahre alt","weiblich","1360.64","1329","1372","1322.92","1398.36"
"1996","35-65 Jahre alt","maennlich","2775.18","2372","2550","2712.91","2837.45"
"1996","35-65 Jahre alt","weiblich","1555.25","1460","1932","1512.1","1598.4"
"1996","66 und älter","maennlich","","","","",""
"1996","66 und älter","weiblich","","","","",""
"1997","16-34 Jahre alt","maennlich","1935.48","1841","1709","1883.97","1986.99"
"1997","16-34 Jahre alt","weiblich","1356.05","1329","1318","1316.88","1395.22"
"1997","35-65 Jahre alt","maennlich","2781.76","2454","2477","2726.06","2837.46"
"1997","35-65 Jahre alt","weiblich","1591.96","1483","1889","1547.06","1636.86"
"1997","66 und älter","maennlich","","","","",""
"1997","66 und älter","weiblich","","","","",""
"1998","16-34 Jahre alt","maennlich","1905.24","1790","1795","1851.25","1959.23"
"1998","16-34 Jahre alt","weiblich","1372.31","1386.45","1362","1332.75","1411.87"
"1998","35-65 Jahre alt","maennlich","2797.99","2549","2803","2748.39","2847.59"
"1998","35-65 Jahre alt","weiblich","1637.79","1534","2157","1595.32","1680.26"
"1998","66 und älter","maennlich","","","","",""
"1998","66 und älter","weiblich","","","","",""
"1999","16-34 Jahre alt","maennlich","1879.09","1790","1732","1826.5","1931.68"
"1999","16-34 Jahre alt","weiblich","1362.4","1380","1383","1322.35","1402.45"
"1999","35-65 Jahre alt","maennlich","2887.89","2556","2766","2831.84","2943.94"
"1999","35-65 Jahre alt","weiblich","1642.75","1534","2163","1599.09","1686.41"
"1999","66 und älter","maennlich","1598.38","1278.62","31","1033.52","2163.24"
"1999","66 und älter","weiblich","","","","",""
"2000","16-34 Jahre alt","maennlich","1979.12","1943","2567","1930.76","2027.48"
"2000","16-34 Jahre alt","weiblich","1357.95","1278","2134","1319.5","1396.4"
"2000","35-65 Jahre alt","maennlich","2925.98","2556","5075","2879.52","2972.44"
"2000","35-65 Jahre alt","weiblich","1599.5","1432","3976","1564.87","1634.13"
"2000","66 und älter","maennlich","1961.51","1163.38","63","1372.71","2550.31"
"2000","66 und älter","weiblich","","","","",""
"2001","16-34 Jahre alt","maennlich","1973.08","1943","2228","1921.44","2024.72"
"2001","16-34 Jahre alt","weiblich","1313.3","1227","1910","1274.76","1351.84"
"2001","35-65 Jahre alt","maennlich","2953.1","2556.67","4636","2905.37","3000.83"
"2001","35-65 Jahre alt","weiblich","1642.86","1508","3767","1609.2","1676.52"
"2001","66 und älter","maennlich","1674.78","819.93","66","1180.22","2169.34"
"2001","66 und älter","weiblich","","","","",""
"2002","16-34 Jahre alt","maennlich","1955.21","1943","2081","1898.11","2012.31"
"2002","16-34 Jahre alt","weiblich","1380.1","1284.56","1868","1331.2","1429"
"2002","35-65 Jahre alt","maennlich","3144.51","2662.63","5161","3061.15","3227.87"
"2002","35-65 Jahre alt","weiblich","1685.51","1485.02","4254","1609.55","1761.47"
"2002","66 und älter","maennlich","2177.77","764.76","97","1533.32","2822.22"
"2002","66 und älter","weiblich","1687.6","400","43","937.43","2437.77"
"2003","16-34 Jahre alt","maennlich","2012.29","2000","1904","1944.02","2080.56"
"2003","16-34 Jahre alt","weiblich","1391.14","1300","1768","1346.45","1435.83"
"2003","35-65 Jahre alt","maennlich","3246.3","2800","4860","3162.85","3329.75"
"2003","35-65 Jahre alt","weiblich","1740.56","1525.93","4081","1692.01","1789.11"
"2003","66 und älter","maennlich","2609.69","1447.17","114","2026.24","3193.14"
"2003","66 und älter","weiblich","1263","634.6","65","810.02","1715.98"
"2004","16-34 Jahre alt","maennlich","2066.1","1950","1790","2002.04","2130.16"
"2004","16-34 Jahre alt","weiblich","1393.43","1260","1663","1348.15","1438.71"
"2004","35-65 Jahre alt","maennlich","3279.76","2800","4715","3202.03","3357.49"
"2004","35-65 Jahre alt","weiblich","1742.39","1520","4033","1690","1794.78"
"2004","66 und älter","maennlich","2240.36","1346.6","133","1540.79","2939.93"
"2004","66 und älter","weiblich","937.12","586.36","70","725.12","1149.12"
"2005","16-34 Jahre alt","maennlich","1984.39","1900","1646","1917.24","2051.54"
"2005","16-34 Jahre alt","weiblich","1459.55","1226.05","1553","1409.84","1509.26"
"2005","35-65 Jahre alt","maennlich","3216.33","2800","4468","3142.75","3289.91"
"2005","35-65 Jahre alt","weiblich","1757.01","1500","3919","1708.45","1805.57"
"2005","66 und älter","maennlich","2404.6","1213.51","107","1650.38","3158.82"
"2005","66 und älter","weiblich","1099.81","400","56","848.78","1350.84"
"2006","16-34 Jahre alt","maennlich","1889.57","1812.85","1632","1827.18","1951.96"
"2006","16-34 Jahre alt","weiblich","1399.4","1250","1545","1350.29","1448.51"
"2006","35-65 Jahre alt","maennlich","3291.25","2823.48","4749","3205.53","3376.97"
"2006","35-65 Jahre alt","weiblich","1793.94","1559.62","4251","1747.99","1839.89"
"2006","66 und älter","maennlich","2550.04","1342.69","140","1143.77","3956.31"
"2006","66 und älter","weiblich","1242.07","400","70","916.93","1567.21"
"2007","16-34 Jahre alt","maennlich","1904.23","1900","1559","1839.9","1968.56"
"2007","16-34 Jahre alt","weiblich","1412.4","1300","1469","1362.26","1462.54"
"2007","35-65 Jahre alt","maennlich","3361.45","2900","4502","3281.17","3441.73"
"2007","35-65 Jahre alt","weiblich","1790.64","1508.35","4064","1743.27","1838.01"
"2007","66 und älter","maennlich","2212.82","1091.76","141","1376.09","3049.55"
"2007","66 und älter","weiblich","1647.53","508.85","75","1059.63","2235.43"
"2008","16-34 Jahre alt","maennlich","1919.84","1900","1470","1854.29","1985.39"
"2008","16-34 Jahre alt","weiblich","1439.31","1300","1396","1386.07","1492.55"
"2008","35-65 Jahre alt","maennlich","3371.41","2900","4221","3291.39","3451.43"
"2008","35-65 Jahre alt","weiblich","1786.62","1537.44","3901","1738.83","1834.41"
"2008","66 und älter","maennlich","2427.26","1277.74","129","1735.33","3119.19"
"2008","66 und älter","weiblich","1791.72","453.85","71","1186.37","2397.07"
"2009","16-34 Jahre alt","maennlich","1924.49","1850","1306","1851.73","1997.25"
"2009","16-34 Jahre alt","weiblich","1520.97","1400","1319","1464.84","1577.1"
"2009","35-65 Jahre alt","maennlich","3419.65","2987.04","3904","3336.18","3503.12"
"2009","35-65 Jahre alt","weiblich","1899.11","1640.86","3667","1845.22","1953"
"2009","66 und älter","maennlich","2660.15","1536.71","151","2107.7","3212.6"
"2009","66 und älter","weiblich","756.28","400","81","521.43","991.13"
"2010","16-34 Jahre alt","maennlich","1981.11","1830.45","1977","1913.28","2048.94"
"2010","16-34 Jahre alt","weiblich","1630","1400","1798","1578.12","1681.88"
"2010","35-65 Jahre alt","maennlich","3403.8","2900","5276","3328.22","3479.38"
"2010","35-65 Jahre alt","weiblich","1889.78","1600","4851","1843.11","1936.45"
"2010","66 und älter","maennlich","2018.77","1047.43","140","1472.99","2564.55"
"2010","66 und älter","weiblich","809.95","399.23","71","521.08","1098.82"
"2011","16-34 Jahre alt","maennlich","2065.21","1900","2029","1999.44","2130.98"
"2011","16-34 Jahre alt","weiblich","1607.09","1500","2160","1562.68","1651.5"
"2011","35-65 Jahre alt","maennlich","3442.1","3000","6355","3372.67","3511.53"
"2011","35-65 Jahre alt","weiblich","1926.1","1680","6259","1888.24","1963.96"
"2011","66 und älter","maennlich","2038.08","849.06","145","1529.11","2547.05"
"2011","66 und älter","weiblich","787.97","400","82","598.3","977.64"
"2012","16-34 Jahre alt","maennlich","2027.34","1999.67","1984","1967.25","2087.43"
"2012","16-34 Jahre alt","weiblich","1631.47","1500","2004","1570.19","1692.75"
"2012","35-65 Jahre alt","maennlich","3499.36","3000","6133","3425.62","3573.1"
"2012","35-65 Jahre alt","weiblich","1985.94","1700","6360","1946.99","2024.89"
"2012","66 und älter","maennlich","1586.9","604.84","179","1223.08","1950.72"
"2012","66 und älter","weiblich","813.8","400","107","626.43","1001.17"
"2013","16-34 Jahre alt","maennlich","2065.92","1984.83","2470","2009.42","2122.42"
"2013","16-34 Jahre alt","weiblich","1629.95","1500","2539","1586.8","1673.1"
"2013","35-65 Jahre alt","maennlich","3541.25","3000","6805","3473.34","3609.16"
"2013","35-65 Jahre alt","weiblich","2016.78","1713.34","7011","1979.69","2053.87"
"2013","66 und älter","maennlich","1999.59","924.82","180","1490.42","2508.76"
"2013","66 und älter","weiblich","1007.91","400","118","781.11","1234.71"
"2014","16-34 Jahre alt","maennlich","2106.08","2000","2109","2044.8","2167.36"
"2014","16-34 Jahre alt","weiblich","1618.72","1450","2129","1570.63","1666.81"
"2014","35-65 Jahre alt","maennlich","3602.86","3100","5993","3529.36","3676.36"
"2014","35-65 Jahre alt","weiblich","2071.27","1800","6297","2030.63","2111.91"
"2014","66 und älter","maennlich","2007.6","706.98","203","1543.32","2471.88"
"2014","66 und älter","weiblich","1057.64","400","126","777.81","1337.47"
"2015","16-34 Jahre alt","maennlich","2158.98","2000","2192","2097.87","2220.09"
"2015","16-34 Jahre alt","weiblich","1713.6","1600","2122","1664.81","1762.39"
"2015","35-65 Jahre alt","maennlich","3701.29","3200","5822","3625","3777.58"
"2015","35-65 Jahre alt","weiblich","2176.07","1850","6162","2132.49","2219.65"
"2015","66 und älter","maennlich","2216.74","740.31","217","1662.24","2771.24"
"2015","66 und älter","weiblich","908.97","400","118","650.59","1167.35"
"2016","16-34 Jahre alt","maennlich","2110.91","2000","2179","2049.55","2172.27"
"2016","16-34 Jahre alt","weiblich","1759.67","1632.74","1946","1703.52","1815.82"
"2016","35-65 Jahre alt","maennlich","3740.44","3200","5456","3661.64","3819.24"
"2016","35-65 Jahre alt","weiblich","2237.2","1916.67","5878","2191.49","2282.91"
"2016","66 und älter","maennlich","2354.69","575.35","209","1702.86","3006.52"
"2016","66 und älter","weiblich","776.9","400","133","530.99","1022.81"
"2017","16-34 Jahre alt","maennlich","2158.35","2050","2666","2103.63","2213.07"
"2017","16-34 Jahre alt","weiblich","1767.02","1600","2178","1715.67","1818.37"
"2017","35-65 Jahre alt","maennlich","3816.61","3300","6207","3745.11","3888.11"
"2017","35-65 Jahre alt","weiblich","2293.28","2000","6596","2250.05","2336.51"
"2017","66 und älter","maennlich","1924.39","600","252","1480.98","2367.8"
"2017","66 und älter","weiblich","881.2","450","161","653.9","1108.5"
"2018","16-34 Jahre alt","maennlich","2269.47","2100","2782","2213.17","2325.77"
"2018","16-34 Jahre alt","weiblich","1866.32","1698.07","2111","1812.15","1920.49"
"2018","35-65 Jahre alt","maennlich","3944.35","3426.73","5943","3866","4022.7"
"2018","35-65 Jahre alt","weiblich","2357.63","2096.99","6361","2314.73","2400.53"
"2018","66 und älter","maennlich","1852.88","450","264","1360.7","2345.06"
"2018","66 und älter","weiblich","1120.74","443.29","174","877.69","1363.79"
"2019","16-34 Jahre alt","maennlich","2413.89","2300","2602","2340.92","2486.86"
"2019","16-34 Jahre alt","weiblich","1932.88","1800","1971","1868.56","1997.2"
"2019","35-65 Jahre alt","maennlich","4303.48","3500","6678","3488.91","5118.05"
"2019","35-65 Jahre alt","weiblich","2444.02","2200","6509","2379.35","2508.69"
"2019","66 und älter","maennlich","2534.11","852.15","428","2091.23","2976.99"
"2019","66 und älter","weiblich","1578.37","450","240","1188.18","1968.56"
