year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,7115,1353.63319,1327.30380,1378.62882,818.00000,1278.00000,1687.00000,0.00000,2990.50000,1278.00000,1278.00000,1278.00000
1985,West,6487,1367.42497,1348.26171,1391.40344,818.00000,1278.00000,1738.00000,0.00000,3118.00000,1278.00000,1278.00000,1278.00000
1986,West,6272,1426.03879,1399.37541,1450.74861,869.00000,1329.00000,1790.00000,0.00000,3171.50000,1329.00000,1303.00000,1329.00000
1987,West,6264,1444.74254,1422.93434,1470.75522,869.00000,1355.00000,1790.00000,0.00000,3171.50000,1355.00000,1330.00000,1381.00000
1988,West,5963,1513.14958,1487.32244,1543.02248,920.00000,1432.00000,1892.00000,0.00000,3350.00000,1432.00000,1432.00000,1458.00000
1989,West,5857,1580.00495,1548.20442,1613.36307,1008.46267,1483.00000,1943.00000,0.00000,3344.80599,1483.00000,1450.57500,1534.00000
1990,West,5747,1622.12092,1587.85056,1652.36454,971.00000,1534.00000,2045.00000,0.00000,3656.00000,1534.00000,1534.00000,1575.05000
1990,East,3428,588.98747,579.89580,597.75839,435.00000,562.00000,713.00000,18.00000,1130.00000,562.00000,553.00000,562.00000
1991,West,5868,1691.08477,1658.09882,1726.44840,1023.00000,1585.00000,2147.00000,0.00000,3833.00000,1585.00000,1534.00000,1623.00000
1991,East,2828,792.83094,775.56627,811.57058,588.00000,741.00000,920.00000,90.00000,1418.00000,741.00000,724.95000,764.05000
1992,West,5682,1833.05133,1800.04870,1869.80030,1125.00000,1738.00000,2301.00000,0.00000,4065.00000,1738.00000,1712.00000,1789.00000
1992,East,2435,1056.22551,1028.38935,1078.21024,767.00000,971.00000,1264.63591,20.54614,2011.08977,971.00000,941.90000,971.00000
1993,West,5614,1947.86119,1903.74147,1995.15757,1185.03909,1790.00000,2454.00000,0.00000,4357.44136,1790.00000,1790.00000,1796.07500
1993,East,2272,1284.51198,1242.18390,1313.54515,920.00000,1210.43186,1569.55742,0.00000,2543.89355,1211.00000,1195.00000,1246.00000
1994,West,5338,1998.95361,1950.71255,2047.19026,1278.00000,1841.00000,2555.53610,0.00000,4471.84026,1841.00000,1804.00000,1882.25000
1994,East,2218,1430.89886,1387.94117,1460.08303,1023.00000,1371.25525,1770.66131,0.00000,2892.15326,1372.00000,1364.00000,1415.00000
1995,West,5640,2044.16448,2004.65886,2092.49691,1278.00000,1892.00000,2556.00000,0.00000,4473.00000,1892.00000,1841.00000,1943.00000
1995,East,2213,1519.40778,1454.25097,1579.81486,1042.93428,1432.00000,1790.00000,0.00000,2910.59858,1432.00000,1381.00000,1479.10000
1996,West,5493,2158.05236,2106.07428,2214.90928,1317.28628,1959.00936,2659.00000,20.00000,4671.57058,1959.00000,1924.00000,1975.00000
1996,East,2137,1570.63159,1523.89787,1608.77882,1099.29794,1522.05655,1920.00000,36.00000,3151.05308,1522.00000,1510.00000,1561.00000
1997,West,5326,2158.53251,2107.94316,2206.55901,1298.85620,2009.00000,2738.93232,19.00000,4899.04650,2009.00000,1973.00000,2065.10000
1997,East,2071,1627.82525,1576.38054,1678.95355,1120.46336,1534.00000,1994.00000,51.00000,3304.30496,1534.00000,1508.00000,1549.17500
1998,West,5966,2191.95189,2146.99431,2241.11896,1279.00000,2045.00000,2798.92831,0.00000,5078.82078,2045.00000,2045.00000,2096.00000
1998,East,2163,1626.13595,1574.02689,1671.02714,1077.85349,1534.00000,1994.00000,0.00000,3368.21977,1534.00000,1534.00000,1593.62500
1999,West,5888,2204.81382,2126.31767,2262.61061,1278.00000,2045.00000,2761.00000,0.00000,4985.50000,2045.00000,2045.00000,2096.00000
1999,East,2170,1643.65805,1595.96528,1690.62156,1125.00000,1534.00000,2045.00000,0.00000,3425.00000,1534.00000,1483.00000,1534.00000
2000,West,10578,2236.61130,2201.10363,2273.20408,1228.60491,2045.00000,2812.00000,0.00000,5187.09263,2045.00000,1994.00000,2045.00000
2000,East,3205,1680.42231,1631.64164,1727.12152,1074.00000,1534.00000,2096.00000,0.00000,3629.00000,1534.00000,1487.87500,1549.00000
2001,West,9607,2252.88969,2215.26997,2293.18569,1227.00000,2075.97077,2863.00000,0.00000,5317.00000,2076.00000,2015.00000,2107.00000
