"year","alter_gr","bula_h","mean","median","n","lower_confidence","upper_confidence"
"1984","35-65 Jahre alt","Saarland","","","","",""
"1984","35-65 Jahre alt","Sachsen","","","","",""
"1984","35-65 Jahre alt","Sachsen-Anhalt","","","","",""
"1984","35-65 Jahre alt","Schleswig-Holstein","1494.03","1415.4","136","1352.49","1635.57"
"1984","35-65 Jahre alt","Thueringen","","","","",""
"1984","66 und älter","Baden-Wuerttemberg","","","","",""
"1984","66 und älter","Bayern","","","","",""
"1984","66 und älter","Berlin","","","","",""
"1984","66 und älter","Brandenburg","","","","",""
"1984","66 und älter","Bremen","","","","",""
"1984","66 und älter","Hamburg","","","","",""
"1984","66 und älter","Hessen","","","","",""
"1984","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1984","66 und älter","Niedersachsen","","","","",""
"1984","66 und älter","Nordrhein-Westfalen","","","","",""
"1984","66 und älter","Rheinland-Pfalz","","","","",""
"1984","66 und älter","Saarland","","","","",""
"1984","66 und älter","Sachsen","","","","",""
"1984","66 und älter","Sachsen-Anhalt","","","","",""
"1984","66 und älter","Schleswig-Holstein","","","","",""
"1984","66 und älter","Thueringen","","","","",""
"1985","16-34 Jahre alt","Baden-Wuerttemberg","1108.67","1125","537","1057.71","1159.63"
"1985","16-34 Jahre alt","Bayern","1055.91","1023","495","995.98","1115.84"
"1985","16-34 Jahre alt","Berlin","1187.73","1176","87","1040.35","1335.11"
"1985","16-34 Jahre alt","Brandenburg","","","","",""
"1985","16-34 Jahre alt","Bremen","","","","",""
"1985","16-34 Jahre alt","Hamburg","1250.49","1169.13","60","1047.49","1453.49"
"1985","16-34 Jahre alt","Hessen","1170.59","1125.63","287","1098.92","1242.26"
"1985","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1985","16-34 Jahre alt","Niedersachsen","1072.87","1102.69","218","971.74","1174"
"1985","16-34 Jahre alt","Nordrhein-Westfalen","1134.86","1128.86","711","1088.3","1181.42"
"1985","16-34 Jahre alt","Rheinland-Pfalz","1036.56","1074","200","967.58","1105.54"
"1985","16-34 Jahre alt","Saarland","","","","",""
"1985","16-34 Jahre alt","Sachsen","","","","",""
"1985","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"1985","16-34 Jahre alt","Schleswig-Holstein","1028.06","1023","79","886.31","1169.81"
"1985","16-34 Jahre alt","Thueringen","","","","",""
"1985","35-65 Jahre alt","Baden-Wuerttemberg","1474.44","1432","775","1419.33","1529.55"
"1985","35-65 Jahre alt","Bayern","1538.29","1432","682","1475.25","1601.33"
"1985","35-65 Jahre alt","Berlin","1549.37","1432","139","1429.94","1668.8"
"1985","35-65 Jahre alt","Brandenburg","","","","",""
"1985","35-65 Jahre alt","Bremen","","","","",""
"1985","35-65 Jahre alt","Hamburg","1587.36","1534","106","1433.79","1740.93"
"1985","35-65 Jahre alt","Hessen","1532.74","1432","387","1447.11","1618.37"
"1985","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1985","35-65 Jahre alt","Niedersachsen","1652.4","1483","366","1503.61","1801.19"
"1985","35-65 Jahre alt","Nordrhein-Westfalen","1680.55","1534","969","1621.42","1739.68"
"1985","35-65 Jahre alt","Rheinland-Pfalz","1484.79","1329","218","1372.33","1597.25"
"1985","35-65 Jahre alt","Saarland","","","","",""
"1985","35-65 Jahre alt","Sachsen","","","","",""
"1985","35-65 Jahre alt","Sachsen-Anhalt","","","","",""
"1985","35-65 Jahre alt","Schleswig-Holstein","1566.88","1432","125","1435.24","1698.52"
"1985","35-65 Jahre alt","Thueringen","","","","",""
"1985","66 und älter","Baden-Wuerttemberg","","","","",""
"1985","66 und älter","Bayern","","","","",""
"1985","66 und älter","Berlin","","","","",""
"1985","66 und älter","Brandenburg","","","","",""
"1985","66 und älter","Bremen","","","","",""
"1985","66 und älter","Hamburg","","","","",""
"1985","66 und älter","Hessen","","","","",""
"1985","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1985","66 und älter","Niedersachsen","","","","",""
"1985","66 und älter","Nordrhein-Westfalen","","","","",""
"1985","66 und älter","Rheinland-Pfalz","","","","",""
"1985","66 und älter","Saarland","","","","",""
"1985","66 und älter","Sachsen","","","","",""
"1985","66 und älter","Sachsen-Anhalt","","","","",""
"1985","66 und älter","Schleswig-Holstein","","","","",""
"1985","66 und älter","Thueringen","","","","",""
"1986","16-34 Jahre alt","Baden-Wuerttemberg","1150.35","1156.37","553","1099.48","1201.22"
"1986","16-34 Jahre alt","Bayern","1080.71","1074","471","1020.46","1140.96"
"1986","16-34 Jahre alt","Berlin","1248.27","1204.08","91","1078.59","1417.95"
"1986","16-34 Jahre alt","Brandenburg","","","","",""
"1986","16-34 Jahre alt","Bremen","","","","",""
"1986","16-34 Jahre alt","Hamburg","1322.33","1297.71","51","1095.89","1548.77"
"1986","16-34 Jahre alt","Hessen","1142.38","1147.8","280","1063.58","1221.18"
"1986","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1986","16-34 Jahre alt","Niedersachsen","1056.36","1074","254","960.04","1152.68"
"1986","16-34 Jahre alt","Nordrhein-Westfalen","1234.58","1227","669","1178.05","1291.11"
"1986","16-34 Jahre alt","Rheinland-Pfalz","1108.02","1074","210","1020.97","1195.07"
"1986","16-34 Jahre alt","Saarland","","","","",""
"1986","16-34 Jahre alt","Sachsen","","","","",""
"1986","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"1986","16-34 Jahre alt","Schleswig-Holstein","1003.31","968.59","81","872.29","1134.33"
"1986","16-34 Jahre alt","Thueringen","","","","",""
"1986","35-65 Jahre alt","Baden-Wuerttemberg","1591.03","1463.6","749","1527.08","1654.98"
"1986","35-65 Jahre alt","Bayern","1609.28","1483","630","1528.67","1689.89"
"1986","35-65 Jahre alt","Berlin","1558.29","1491.93","135","1431.43","1685.15"
"1986","35-65 Jahre alt","Brandenburg","","","","",""
"1986","35-65 Jahre alt","Bremen","","","","",""
"1986","35-65 Jahre alt","Hamburg","1801.78","1609.18","92","1628.25","1975.31"
"1986","35-65 Jahre alt","Hessen","1620.44","1508","354","1527.83","1713.05"
"1986","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1986","35-65 Jahre alt","Niedersachsen","1658.2","1483","358","1534.93","1781.47"
"1986","35-65 Jahre alt","Nordrhein-Westfalen","1724.93","1585","926","1662.94","1786.92"
"1986","35-65 Jahre alt","Rheinland-Pfalz","1520.41","1380","214","1411.27","1629.55"
"1986","35-65 Jahre alt","Saarland","","","","",""
"1986","35-65 Jahre alt","Sachsen","","","","",""
"1986","35-65 Jahre alt","Sachsen-Anhalt","","","","",""
"1986","35-65 Jahre alt","Schleswig-Holstein","1671.82","1532.09","113","1514.27","1829.37"
"1986","35-65 Jahre alt","Thueringen","","","","",""
"1986","66 und älter","Baden-Wuerttemberg","","","","",""
"1986","66 und älter","Bayern","","","","",""
"1986","66 und älter","Berlin","","","","",""
"1986","66 und älter","Brandenburg","","","","",""
"1986","66 und älter","Bremen","","","","",""
"1986","66 und älter","Hamburg","","","","",""
"1986","66 und älter","Hessen","","","","",""
"1986","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1986","66 und älter","Niedersachsen","","","","",""
"1986","66 und älter","Nordrhein-Westfalen","","","","",""
"1986","66 und älter","Rheinland-Pfalz","","","","",""
"1986","66 und älter","Saarland","","","","",""
"1986","66 und älter","Sachsen","","","","",""
"1986","66 und älter","Sachsen-Anhalt","","","","",""
"1986","66 und älter","Schleswig-Holstein","","","","",""
"1986","66 und älter","Thueringen","","","","",""
"1987","16-34 Jahre alt","Baden-Wuerttemberg","1163.73","1176","549","1110.8","1216.66"
"1987","16-34 Jahre alt","Bayern","1142.33","1122.13","489","1081.15","1203.51"
"1987","16-34 Jahre alt","Berlin","1300.28","1176","92","1112.32","1488.24"
"1987","16-34 Jahre alt","Brandenburg","","","","",""
"1987","16-34 Jahre alt","Bremen","","","","",""
"1987","16-34 Jahre alt","Hamburg","1125.59","1256.58","39","903.26","1347.92"
"1987","16-34 Jahre alt","Hessen","1230.64","1176","286","1148.57","1312.71"
"1987","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1987","16-34 Jahre alt","Niedersachsen","1069.36","1074","264","954.22","1184.5"
"1987","16-34 Jahre alt","Nordrhein-Westfalen","1264.07","1230.5","667","1195.4","1332.74"
"1987","16-34 Jahre alt","Rheinland-Pfalz","1047.71","1074","206","969.91","1125.51"
"1987","16-34 Jahre alt","Saarland","","","","",""
"1987","16-34 Jahre alt","Sachsen","","","","",""
"1987","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"1987","16-34 Jahre alt","Schleswig-Holstein","1005.13","1067.7","72","875.68","1134.58"
"1987","16-34 Jahre alt","Thueringen","","","","",""
"1987","35-65 Jahre alt","Baden-Wuerttemberg","1614.46","1534","725","1542.23","1686.69"
"1987","35-65 Jahre alt","Bayern","1581.22","1483","625","1512.06","1650.38"
"1987","35-65 Jahre alt","Berlin","1604.85","1577.53","138","1491.96","1717.74"
"1987","35-65 Jahre alt","Brandenburg","","","","",""
"1987","35-65 Jahre alt","Bremen","","","","",""
"1987","35-65 Jahre alt","Hamburg","1828.52","1692.12","90","1640.89","2016.15"
"1987","35-65 Jahre alt","Hessen","1695.4","1534","365","1596.31","1794.49"
"1987","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1987","35-65 Jahre alt","Niedersachsen","1651.63","1526.68","362","1524.4","1778.86"
"1987","35-65 Jahre alt","Nordrhein-Westfalen","1726.94","1611","924","1664.67","1789.21"
"1987","35-65 Jahre alt","Rheinland-Pfalz","1550.21","1486.22","209","1433.44","1666.98"
"1987","35-65 Jahre alt","Saarland","","","","",""
"1987","35-65 Jahre alt","Sachsen","","","","",""
"1987","35-65 Jahre alt","Sachsen-Anhalt","","","","",""
"1987","35-65 Jahre alt","Schleswig-Holstein","1587.37","1534","120","1403.29","1771.45"
"1987","35-65 Jahre alt","Thueringen","","","","",""
"1987","66 und älter","Baden-Wuerttemberg","","","","",""
"1987","66 und älter","Bayern","","","","",""
"1987","66 und älter","Berlin","","","","",""
"1987","66 und älter","Brandenburg","","","","",""
"1987","66 und älter","Bremen","","","","",""
"1987","66 und älter","Hamburg","","","","",""
"1987","66 und älter","Hessen","","","","",""
"1987","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1987","66 und älter","Niedersachsen","","","","",""
"1987","66 und älter","Nordrhein-Westfalen","","","","",""
"1987","66 und älter","Rheinland-Pfalz","","","","",""
"1987","66 und älter","Saarland","","","","",""
"1987","66 und älter","Sachsen","","","","",""
"1987","66 und älter","Sachsen-Anhalt","","","","",""
"1987","66 und älter","Schleswig-Holstein","","","","",""
"1987","66 und älter","Thueringen","","","","",""
"1988","16-34 Jahre alt","Baden-Wuerttemberg","1236.66","1227","543","1177.4","1295.92"
"1988","16-34 Jahre alt","Bayern","1216.35","1201.2","457","1157.72","1274.98"
"1988","16-34 Jahre alt","Berlin","1392.06","1278","89","1198.82","1585.3"
"1988","16-34 Jahre alt","Brandenburg","","","","",""
"1988","16-34 Jahre alt","Bremen","","","","",""
"1988","16-34 Jahre alt","Hamburg","1295.09","1493.83","37","1081.35","1508.83"
"1988","16-34 Jahre alt","Hessen","1284.69","1278","257","1194.15","1375.23"
"1988","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1988","16-34 Jahre alt","Niedersachsen","1131.87","1176","254","1040.82","1222.92"
"1988","16-34 Jahre alt","Nordrhein-Westfalen","1303.12","1278","645","1236.34","1369.9"
"1988","16-34 Jahre alt","Rheinland-Pfalz","1089.1","1085.81","185","991.78","1186.42"
"1988","16-34 Jahre alt","Saarland","","","","",""
"1988","16-34 Jahre alt","Sachsen","","","","",""
"1988","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"1988","16-34 Jahre alt","Schleswig-Holstein","1136.53","1074.29","71","970.88","1302.18"
"1988","16-34 Jahre alt","Thueringen","","","","",""
"1988","35-65 Jahre alt","Baden-Wuerttemberg","1639.62","1534","680","1567.94","1711.3"
"1988","35-65 Jahre alt","Bayern","1649.75","1534","598","1574.86","1724.64"
"1988","35-65 Jahre alt","Berlin","1675.03","1599.56","133","1547.02","1803.04"
"1988","35-65 Jahre alt","Brandenburg","","","","",""
"1988","35-65 Jahre alt","Bremen","","","","",""
"1988","35-65 Jahre alt","Hamburg","1883.06","1738","81","1698.17","2067.95"
"1988","35-65 Jahre alt","Hessen","1832.8","1636","341","1708.43","1957.17"
"1988","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1988","35-65 Jahre alt","Niedersachsen","1687.25","1534","345","1549.71","1824.79"
"1988","35-65 Jahre alt","Nordrhein-Westfalen","1796.12","1687","874","1729.18","1863.06"
"1988","35-65 Jahre alt","Rheinland-Pfalz","1622.69","1534","202","1513.34","1732.04"
"1988","35-65 Jahre alt","Saarland","","","","",""
"1988","35-65 Jahre alt","Sachsen","","","","",""
"1988","35-65 Jahre alt","Sachsen-Anhalt","","","","",""
"1988","35-65 Jahre alt","Schleswig-Holstein","1685.16","1534","115","1482.1","1888.22"
"1988","35-65 Jahre alt","Thueringen","","","","",""
"1988","66 und älter","Baden-Wuerttemberg","","","","",""
"1988","66 und älter","Bayern","","","","",""
"1988","66 und älter","Berlin","","","","",""
"1988","66 und älter","Brandenburg","","","","",""
"1988","66 und älter","Bremen","","","","",""
"1988","66 und älter","Hamburg","","","","",""
"1988","66 und älter","Hessen","","","","",""
"1988","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1988","66 und älter","Niedersachsen","","","","",""
"1988","66 und älter","Nordrhein-Westfalen","","","","",""
"1988","66 und älter","Rheinland-Pfalz","","","","",""
"1988","66 und älter","Saarland","","","","",""
"1988","66 und älter","Sachsen","","","","",""
"1988","66 und älter","Sachsen-Anhalt","","","","",""
"1988","66 und älter","Schleswig-Holstein","","","","",""
"1988","66 und älter","Thueringen","","","","",""
"1989","16-34 Jahre alt","Baden-Wuerttemberg","1267.75","1232.2","541","1210.4","1325.1"
"1989","16-34 Jahre alt","Bayern","1281.84","1277.58","460","1216.63","1347.05"
"1989","16-34 Jahre alt","Berlin","1428.12","1329.81","89","1273.12","1583.12"
"1989","16-34 Jahre alt","Brandenburg","","","","",""
"1989","16-34 Jahre alt","Bremen","","","","",""
"1989","16-34 Jahre alt","Hamburg","1468.23","1415.53","42","1218.2","1718.26"
"1989","16-34 Jahre alt","Hessen","1360.81","1329","250","1272.25","1449.37"
"1989","16-34 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1989","16-34 Jahre alt","Niedersachsen","1244.19","1227.44","248","1144.13","1344.25"
"1989","16-34 Jahre alt","Nordrhein-Westfalen","1321.02","1278","667","1255.48","1386.56"
"1989","16-34 Jahre alt","Rheinland-Pfalz","1139.32","1159.55","195","1047.23","1231.41"
"1989","16-34 Jahre alt","Saarland","","","","",""
"1989","16-34 Jahre alt","Sachsen","","","","",""
"1989","16-34 Jahre alt","Sachsen-Anhalt","","","","",""
"1989","16-34 Jahre alt","Schleswig-Holstein","1152.58","1227","68","999.81","1305.35"
"1989","16-34 Jahre alt","Thueringen","","","","",""
"1989","35-65 Jahre alt","Baden-Wuerttemberg","1744.66","1613.91","654","1662.39","1826.93"
"1989","35-65 Jahre alt","Bayern","1742.75","1611","575","1635.85","1849.65"
"1989","35-65 Jahre alt","Berlin","1788.51","1648.31","132","1621.96","1955.06"
"1989","35-65 Jahre alt","Brandenburg","","","","",""
"1989","35-65 Jahre alt","Bremen","","","","",""
"1989","35-65 Jahre alt","Hamburg","1825.55","1760.14","77","1657.72","1993.38"
"1989","35-65 Jahre alt","Hessen","1816.03","1738","352","1704.81","1927.25"
"1989","35-65 Jahre alt","Mecklenburg-Vorpommern","","","","",""
"1989","35-65 Jahre alt","Niedersachsen","1778.55","1636","316","1636.68","1920.42"
"1989","35-65 Jahre alt","Nordrhein-Westfalen","1910.25","1790","827","1841.81","1978.69"
"1989","35-65 Jahre alt","Rheinland-Pfalz","1618.7","1534","198","1495.14","1742.26"
"1989","35-65 Jahre alt","Saarland","","","","",""
"1989","35-65 Jahre alt","Sachsen","","","","",""
"1989","35-65 Jahre alt","Sachsen-Anhalt","","","","",""
"1989","35-65 Jahre alt","Schleswig-Holstein","1815.62","1636","106","1625.41","2005.83"
"1989","35-65 Jahre alt","Thueringen","","","","",""
"1989","66 und älter","Baden-Wuerttemberg","","","","",""
"1989","66 und älter","Bayern","","","","",""
"1989","66 und älter","Berlin","","","","",""
"1989","66 und älter","Brandenburg","","","","",""
"1989","66 und älter","Bremen","","","","",""
"1989","66 und älter","Hamburg","","","","",""
"1989","66 und älter","Hessen","","","","",""
"1989","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1989","66 und älter","Niedersachsen","","","","",""
"1989","66 und älter","Nordrhein-Westfalen","","","","",""
"1989","66 und älter","Rheinland-Pfalz","","","","",""
"1989","66 und älter","Saarland","","","","",""
"1989","66 und älter","Sachsen","","","","",""
"1989","66 und älter","Sachsen-Anhalt","","","","",""
"1989","66 und älter","Schleswig-Holstein","","","","",""
"1989","66 und älter","Thueringen","","","","",""
"1990","16-34 Jahre alt","Baden-Wuerttemberg","1317.49","1328.79","537","1251.15","1383.83"
"1990","16-34 Jahre alt","Bayern","1374.47","1380","447","1294.63","1454.31"
"1990","16-34 Jahre alt","Berlin","1005.32","777","186","923.59","1087.05"
"1990","16-34 Jahre alt","Brandenburg","558.58","562","228","524.4","592.76"
"1990","16-34 Jahre alt","Bremen","","","","",""
"1990","16-34 Jahre alt","Hamburg","1616.02","1719.04","37","1384.25","1847.79"
"1990","16-34 Jahre alt","Hessen","1317.41","1355","239","1227.29","1407.53"
"1990","16-34 Jahre alt","Mecklenburg-Vorpommern","508.38","511","168","469.26","547.5"
"1990","16-34 Jahre alt","Niedersachsen","1302.16","1278","247","1199.42","1404.9"
"1990","16-34 Jahre alt","Nordrhein-Westfalen","1330.98","1292.53","661","1263.47","1398.49"
"1990","16-34 Jahre alt","Rheinland-Pfalz","1222.09","1278","186","1130.84","1313.34"
"1990","16-34 Jahre alt","Saarland","","","","",""
"1990","16-34 Jahre alt","Sachsen","546.99","511","417","520.49","573.49"
"1990","16-34 Jahre alt","Sachsen-Anhalt","539.16","537","255","502.01","576.31"
"1990","16-34 Jahre alt","Schleswig-Holstein","1210.07","1293.29","64","1049.24","1370.9"
"1990","16-34 Jahre alt","Thueringen","535.78","537","236","500.32","571.24"
"1990","35-65 Jahre alt","Baden-Wuerttemberg","1739.1","1636","649","1670.75","1807.45"
"1990","35-65 Jahre alt","Bayern","1835.18","1636","576","1715.8","1954.56"
"1990","35-65 Jahre alt","Berlin","1474.99","1419.81","250","1361.64","1588.34"
"1990","35-65 Jahre alt","Brandenburg","630.9","613","336","600.22","661.58"
"1990","35-65 Jahre alt","Bremen","","","","",""
"1990","35-65 Jahre alt","Hamburg","1837.22","1727.61","60","1633.27","2041.17"
"1990","35-65 Jahre alt","Hessen","1891.59","1789.62","365","1762.85","2020.33"
"1990","35-65 Jahre alt","Mecklenburg-Vorpommern","619.32","581.03","232","579.64","659"
"1990","35-65 Jahre alt","Niedersachsen","1877.39","1789.1","310","1727.57","2027.21"
"1990","35-65 Jahre alt","Nordrhein-Westfalen","1923.89","1790","830","1849.89","1997.89"
"1990","35-65 Jahre alt","Rheinland-Pfalz","1684.53","1638.82","180","1556.06","1813"
"1990","35-65 Jahre alt","Saarland","","","","",""
"1990","35-65 Jahre alt","Sachsen","614.84","588","614","595.56","634.12"
"1990","35-65 Jahre alt","Sachsen-Anhalt","600.8","562","371","576.08","625.52"
"1990","35-65 Jahre alt","Schleswig-Holstein","1650.77","1585","104","1487.76","1813.78"
"1990","35-65 Jahre alt","Thueringen","591.49","564.36","326","563.86","619.12"
"1990","66 und älter","Baden-Wuerttemberg","","","","",""
"1990","66 und älter","Bayern","","","","",""
"1990","66 und älter","Berlin","","","","",""
"1990","66 und älter","Brandenburg","","","","",""
"1990","66 und älter","Bremen","","","","",""
"1990","66 und älter","Hamburg","","","","",""
"1990","66 und älter","Hessen","","","","",""
"1990","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1990","66 und älter","Niedersachsen","","","","",""
"1990","66 und älter","Nordrhein-Westfalen","","","","",""
"1990","66 und älter","Rheinland-Pfalz","","","","",""
"1990","66 und älter","Saarland","","","","",""
"1990","66 und älter","Sachsen","","","","",""
"1990","66 und älter","Sachsen-Anhalt","","","","",""
"1990","66 und älter","Schleswig-Holstein","","","","",""
"1990","66 und älter","Thueringen","","","","",""
"1991","16-34 Jahre alt","Baden-Wuerttemberg","1397.47","1432","532","1324.01","1470.93"
"1991","16-34 Jahre alt","Bayern","1462.34","1432","459","1390.47","1534.21"
"1991","16-34 Jahre alt","Berlin","1209.84","1076.85","160","1113.79","1305.89"
"1991","16-34 Jahre alt","Brandenburg","808.63","716","191","747.78","869.48"
"1991","16-34 Jahre alt","Bremen","","","","",""
"1991","16-34 Jahre alt","Hamburg","1652.39","1771.86","38","1413.22","1891.56"
"1991","16-34 Jahre alt","Hessen","1328.49","1329.96","243","1235.84","1421.14"
"1991","16-34 Jahre alt","Mecklenburg-Vorpommern","787.25","723.3","139","720.28","854.22"
"1991","16-34 Jahre alt","Niedersachsen","1292.73","1278.9","264","1169.73","1415.73"
"1991","16-34 Jahre alt","Nordrhein-Westfalen","1419.26","1432","656","1357.91","1480.61"
"1991","16-34 Jahre alt","Rheinland-Pfalz","1357.73","1325.5","186","1255.52","1459.94"
"1991","16-34 Jahre alt","Saarland","","","","",""
"1991","16-34 Jahre alt","Sachsen","695.61","665","317","658.17","733.05"
"1991","16-34 Jahre alt","Sachsen-Anhalt","709.81","690","225","666.61","753.01"
"1991","16-34 Jahre alt","Schleswig-Holstein","1341.98","1379.22","75","1171.2","1512.76"
"1991","16-34 Jahre alt","Thueringen","731.08","716","199","681.58","780.58"
"1991","35-65 Jahre alt","Baden-Wuerttemberg","1887.53","1738","672","1806.95","1968.11"
"1991","35-65 Jahre alt","Bayern","1827.72","1676.75","574","1745.7","1909.74"
"1991","35-65 Jahre alt","Berlin","1646.76","1534","242","1507.18","1786.34"
"1991","35-65 Jahre alt","Brandenburg","817.82","791.94","263","772.99","862.65"
"1991","35-65 Jahre alt","Bremen","","","","",""
"1991","35-65 Jahre alt","Hamburg","1998.11","1943","59","1770.72","2225.5"
"1991","35-65 Jahre alt","Hessen","1873.67","1738.27","372","1754.74","1992.6"
"1991","35-65 Jahre alt","Mecklenburg-Vorpommern","796.23","767.72","183","745.2","847.26"
"1991","35-65 Jahre alt","Niedersachsen","1924.81","1790","308","1761.22","2088.4"
"1991","35-65 Jahre alt","Nordrhein-Westfalen","1990.44","1790","863","1906.9","2073.98"
"1991","35-65 Jahre alt","Rheinland-Pfalz","1672.4","1636","200","1548.84","1795.96"
"1991","35-65 Jahre alt","Saarland","","","","",""
"1991","35-65 Jahre alt","Sachsen","811.99","764.94","516","775.95","848.03"
"1991","35-65 Jahre alt","Sachsen-Anhalt","823.63","767","329","783.08","864.18"
"1991","35-65 Jahre alt","Schleswig-Holstein","1885.68","1711.12","108","1663.07","2108.29"
"1991","35-65 Jahre alt","Thueringen","771.67","716.12","271","726.83","816.51"
"1991","66 und älter","Baden-Wuerttemberg","","","","",""
"1991","66 und älter","Bayern","","","","",""
"1991","66 und älter","Berlin","","","","",""
"1991","66 und älter","Brandenburg","","","","",""
"1991","66 und älter","Bremen","","","","",""
"1991","66 und älter","Hamburg","","","","",""
"1991","66 und älter","Hessen","","","","",""
"1991","66 und älter","Mecklenburg-Vorpommern","","","","",""
"1991","66 und älter","Niedersachsen","","","","",""
"1991","66 und älter","Nordrhein-Westfalen","","","","",""
"1991","66 und älter","Rheinland-Pfalz","","","","",""
"1991","66 und älter","Saarland","","","","",""
"1991","66 und älter","Sachsen","","","","",""
"1991","66 und älter","Sachsen-Anhalt","","","","",""
"1991","66 und älter","Schleswig-Holstein","","","","",""
"1991","66 und älter","Thueringen","","","","",""
"1992","16-34 Jahre alt","Baden-Wuerttemberg","1488.32","1585","505","1416.66","1559.98"
"1992","16-34 Jahre alt","Bayern","1535.55","1534","462","1460.29","1610.81"
"1992","16-34 Jahre alt","Berlin","1270.88","1176","153","1162.78","1378.98"
"1992","16-34 Jahre alt","Brandenburg","918.88","920","156","854.81","982.95"
"1992","16-34 Jahre alt","Bremen","","","","",""
"1992","16-34 Jahre alt","Hamburg","1851.43","1859.77","30","1278.02","2424.84"
"1992","16-34 Jahre alt","Hessen","1441.22","1432","238","1339.67","1542.77"
"1992","16-34 Jahre alt","Mecklenburg-Vorpommern","1012.26","925.68","112","922.22","1102.3"
"1992","16-34 Jahre alt","Niedersachsen","1496.07","1482.7","249","1377.35","1614.79"
"1992","16-34 Jahre alt","Nordrhein-Westfalen","1512.19","1534","629","1450.88","1573.5"
"1992","16-34 Jahre alt","Rheinland-Pfalz","1515.67","1432","181","1402","1629.34"
"1992","16-34 Jahre alt","Saarland","","","","",""
"1992","16-34 Jahre alt","Sachsen","932.36","894.63","260","873.41","991.31"
"1992","16-34 Jahre alt","Sachsen-Anhalt","903.65","869","191","844.64","962.66"
"1992","16-34 Jahre alt","Schleswig-Holstein","1353.83","1534","63","1165.11","1542.55"
"1992","16-34 Jahre alt","Thueringen","896.95","853.59","174","829.04","964.86"
"1992","35-65 Jahre alt","Baden-Wuerttemberg","2037.41","1841","641","1951.91","2122.91"
"1992","35-65 Jahre alt","Bayern","1980.74","1790","591","1888.48","2073"
