year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Westdeutschland,maennlich,4404,1657.7464450489297,1644.2213512827177,1671.2715388151416,1199.8210706372658,1524.0,1943.0,85.05267659316473,3057.768394044101,1524.0,1514.0,1565.0
1984,Westdeutschland,weiblich,2639,887.7952408986279,877.6498700767587,897.940611720497,468.92123594350056,850.182866054064,1202.0,0.0,2301.6181460847492,849.0,829.0,880.0
1985,Westdeutschland,maennlich,3941,1682.1725294836158,1667.6439133909507,1696.7011455762809,1227.0,1534.0,2020.0,37.5,3209.5,1534.0,1534.0,1534.025
1985,Westdeutschland,weiblich,2483,919.3587374632042,908.6392042354606,930.0782706909478,511.0,869.0,1264.1286355294494,0.0,2393.8215888236236,869.0,818.0,894.05
1986,Westdeutschland,maennlich,3812,1732.9085583742065,1717.4637081859046,1748.3534085625083,1248.0,1544.0,2045.0,52.5,3240.5,1544.0,1503.0,1554.0
1986,Westdeutschland,weiblich,2400,973.9043626184766,961.074442550766,986.7342826861873,513.0098104881251,920.0,1289.6680853506002,0.0,2454.655497644313,920.0,894.0,932.0
1987,Westdeutschland,maennlich,3778,1763.236587160317,1748.0552038975275,1778.4179704231065,1273.2604897669387,1629.1123690966115,2085.3495957946616,55.12683072535424,3303.483254836246,1629.0,1622.0,1673.0
1987,Westdeutschland,weiblich,2424,986.0150450132646,973.9389371066711,998.0911529198581,511.0,930.7145980946565,1329.0,0.0,2556.0,930.0,889.0,940.0
1988,Westdeutschland,maennlich,3574,1846.9148990613355,1830.8361789448077,1862.9936191778634,1329.0,1636.0,2199.0,24.0,3504.0,1636.0,1585.0,1636.0
1988,Westdeutschland,weiblich,2323,1047.9277577642831,1032.4471550975104,1063.4083604310558,511.0,999.3515528020887,1432.0,0.0,2813.5,997.0,971.0,1042.05
1989,Westdeutschland,maennlich,3507,1923.2847182048088,1904.9840508380566,1941.585385571561,1380.0,1738.0,2275.0,37.5,3617.5,1738.0,1686.0,1763.05
1989,Westdeutschland,weiblich,2318,1095.1817332020344,1081.56813074494,1108.7953356591288,595.7969951943386,1053.7466043189434,1452.7665534015482,0.0,2738.2208907123627,1054.0,1031.85,1085.0
1990,Westdeutschland,maennlich,3399,1981.2542955240992,1962.2984769318718,2000.2101141163266,1432.0,1790.0,2366.737863591267,29.89320461309967,3768.844658978167,1790.0,1739.0,1790.0
1990,Westdeutschland,weiblich,2309,1120.9428097183827,1106.5638976721773,1135.3217217645881,614.0,1074.0,1483.0,0.0,2786.5,1074.0,1032.7749999999999,1125.0
1990,Ostdeutschland,maennlich,1787,672.5185048311822,666.164302272004,678.8727073903605,517.0,619.2145038916226,767.0,142.0,1142.0,619.0,599.0,624.0
1990,Ostdeutschland,weiblich,1615,498.0020889671063,492.9127288650258,503.0914490691868,358.0,484.0,614.0,20.0,998.0,484.0,472.975,505.0
1991,Westdeutschland,maennlich,3436,2079.9561813208015,2061.1126836824596,2098.7996789591434,1533.622358498189,1866.0,2523.3377452921636,49.04927830722704,4007.9108254831253,1866.0,1829.625,1891.0
1991,Westdeutschland,weiblich,2386,1164.8196905775155,1150.3128591694183,1179.3265219856128,637.7806885358318,1079.6504224227476,1535.0,0.0,2880.828967196252,1082.0,1039.0,1116.125
1991,Ostdeutschland,maennlich,1509,903.639904977927,893.3184129654123,913.9613969904417,665.0,818.0,1023.0,128.0,1560.0,818.0,818.0,838.05
1991,Ostdeutschland,weiblich,1302,661.648882409286,654.3374476774858,668.9603171410862,495.8728491714761,643.6936083283699,806.3955661056302,30.088773770244927,1272.1796415068613,644.0,623.0,661.075
1992,Westdeutschland,maennlich,3335,2241.8493964044615,2222.1808928013043,2261.5179000076187,1636.0,2045.0,2608.0,178.0,4066.0,2045.0,2045.0,2096.0
1992,Westdeutschland,weiblich,2309,1263.4912354818312,1247.9250190479524,1279.0574519157099,716.0,1176.0,1685.9883762629802,0.0,3140.9709406574502,1176.0,1125.0,1192.2
