year,pgisced97,quintil_oecd,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1996,Lower Secondary Level,4th Quintile,Never,0.019411352563312056,231,11991,0.019376913457070467,0.019445791669553646
1996,Lower Secondary Level,5th Quintile,At least once per week,0.005355672071943822,56,11991,0.0053374532019551295,0.005373890941932515
1996,Lower Secondary Level,5th Quintile,Seldom,0.003547760206310993,41,11991,0.0035329184288388433,0.003562601983783143
1996,Lower Secondary Level,5th Quintile,Never,0.00978222380256016,104,11991,0.009757656091293778,0.009806791513826543
1996,Upper Secondary Level,1st Quintile,At least once per week,0.015179290105955052,162,11991,0.01514877008271922,0.015209810129190884
1996,Upper Secondary Level,1st Quintile,At least once per month,0.004972970475665062,68,11991,0.0049554112272693724,0.004990529724060752
1996,Upper Secondary Level,1st Quintile,Seldom,0.016772583117911147,213,11991,0.016740527252255676,0.016804638983566617
1996,Upper Secondary Level,1st Quintile,Never,0.05773097194442601,717,11991,0.0576727519129852,0.057789191975866815
1996,Upper Secondary Level,2nd Quintile,At least once per week,0.021101621123279304,249,11991,0.02106574485540615,0.02113749739115246
1996,Upper Secondary Level,2nd Quintile,At least once per month,0.007558978276925606,96,11991,0.007537357841057286,0.0075805987127939255
1996,Upper Secondary Level,2nd Quintile,Seldom,0.01975818346268766,286,11991,0.019723444194742867,0.019792922730632455
1996,Upper Secondary Level,2nd Quintile,Never,0.06459923298847174,831,11991,0.06453787189581997,0.06466059408112351
1996,Upper Secondary Level,3rd Quintile,At least once per week,0.027901159788863195,305,11991,0.027860049845021377,0.027942269732705013
1996,Upper Secondary Level,3rd Quintile,At least once per month,0.006218293787045668,78,11991,0.006198670956198515,0.006237916617892821
1996,Upper Secondary Level,3rd Quintile,Seldom,0.022929676842866866,302,11991,0.022892313784256255,0.022967039901477478
1996,Upper Secondary Level,3rd Quintile,Never,0.06361399461314074,739,11991,0.06355307118486044,0.06367491804142104
1996,Upper Secondary Level,4th Quintile,At least once per week,0.028877137395855297,343,11991,0.028835335622928275,0.02891893916878232
1996,Upper Secondary Level,4th Quintile,At least once per month,0.010279326502939983,115,11991,0.01025414862091417,0.010304504384965796
1996,Upper Secondary Level,4th Quintile,Seldom,0.029488773068357194,357,11991,0.02944654422596453,0.02953100191074986
1996,Upper Secondary Level,4th Quintile,Never,0.05272778974281104,597,11991,0.05267200213685702,0.05278357734876506
1996,Upper Secondary Level,5th Quintile,At least once per week,0.03803633540532397,352,11991,0.03798858696269671,0.038084083847951235
1996,Upper Secondary Level,5th Quintile,At least once per month,0.009167748507126148,101,11991,0.00914395754774015,0.009191539466512147
1996,Upper Secondary Level,5th Quintile,Seldom,0.025002064379270966,248,11991,0.02496309079703987,0.025041037961502064
1996,Upper Secondary Level,5th Quintile,Never,0.03989880916499284,403,11991,0.03984995304046696,0.03994766528951872
1996,Post-secondary Non-tertiary Level,1st Quintile,Never,0.004473288320010809,57,11991,0.004456630412476654,0.0044899462275449645
1996,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.00273321565771757,36,11991,0.0027201832946617873,0.0027462480207733524
1996,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.003253569626008455,32,11991,0.0032393544271366154,0.003267784824880295
1996,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.0029045809895067894,36,11991,0.0028911474440683916,0.002918014534945187
1996,Post-secondary Non-tertiary Level,4th Quintile,Never,0.003776409298385403,38,11991,0.003761098477254912,0.003791720119515894
1996,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.0031444116138866396,35,11991,0.003130436145805755,0.0031583870819675243
1996,First Stage of Tertiary Education,1st Quintile,Never,0.004000346176749648,34,11991,0.003984589706844522,0.004016102646654774
1996,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.0033761402216398737,32,11991,0.003361660626429435,0.0033906198168503123
1996,First Stage of Tertiary Education,2nd Quintile,Never,0.003962130402542983,52,11991,0.003946449074114232,0.003977811730971733
1996,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.0042041972685042065,42,11991,0.004188045977895455,0.004220348559112958
1996,First Stage of Tertiary Education,3rd Quintile,Seldom,0.004026329529464993,46,11991,0.004010522177266107,0.004042136881663879
1996,First Stage of Tertiary Education,3rd Quintile,Never,0.007159701373223759,81,11991,0.007138655463876263,0.007180747282571256
1996,First Stage of Tertiary Education,4th Quintile,At least once per week,0.0045910534373415565,50,11991,0.004574178681933824,0.0046079281927492895
1996,First Stage of Tertiary Education,4th Quintile,Seldom,0.004856142545819422,50,11991,0.004838789760680628,0.004873495330958215
1996,First Stage of Tertiary Education,4th Quintile,Never,0.005934555491050467,73,11991,0.0059153828417220404,0.0059537281403788936
1996,First Stage of Tertiary Education,5th Quintile,At least once per week,0.005745308985371807,56,11991,0.00572644271463813,0.005764175256105484
1996,First Stage of Tertiary Education,5th Quintile,Seldom,0.004722082077036388,47,11991,0.004704969339365295,0.0047391948147074816
1996,First Stage of Tertiary Education,5th Quintile,Never,0.0072262590399901705,71,11991,0.00720511624267548,0.007247401837304861
1996,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.003181077736097335,39,11991,0.0031670212806424736,0.0031951341915521965
1996,Second Stage of Tertiary Education,1st Quintile,Seldom,0.002582404057483439,34,11991,0.002569735383697479,0.002595072731269399
1996,Second Stage of Tertiary Education,1st Quintile,Never,0.004677993877613679,52,11991,0.004660960837448055,0.004695026917779303
1996,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.0029542415454630504,38,11991,0.0029406939852892333,0.0029677891056368675
1996,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.00393519867059167,62,11991,0.003919570516992294,0.0039508268241910454
1996,Second Stage of Tertiary Education,2nd Quintile,Never,0.006150112505408035,107,11991,0.006130596880175471,0.006169628130640599
1996,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.006355563206539216,79,11991,0.006335726340219317,0.006375400072859115
1996,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.00427099288162587,67,11991,0.004254714338059813,0.004287271425191926
1996,Second Stage of Tertiary Education,3rd Quintile,Never,0.009057910393390444,138,11991,0.00903426107160962,0.009081559715171269
1996,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.011238384777819504,121,11991,0.011212071297659002,0.011264698257980005
1996,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.0021391935302801884,34,11991,0.002127660576180657,0.00215072648437972
1996,Second Stage of Tertiary Education,4th Quintile,Seldom,0.007559911247229229,105,11991,0.007538289487309112,0.007581533007149347
1996,Second Stage of Tertiary Education,4th Quintile,Never,0.011784158780699086,156,11991,0.011757221376599363,0.01181109618479881
1996,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.025014288690797894,256,11991,0.024975305826395282,0.025053271555200506
1996,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.007018967376942068,69,11991,0.006998127860794975,0.007039806893089161
1996,Second Stage of Tertiary Education,5th Quintile,Seldom,0.014813701669937836,155,11991,0.01478354582360536,0.014843857516270313
1996,Second Stage of Tertiary Education,5th Quintile,Never,0.01741154645082596,195,11991,0.01737889631111482,0.0174441965905371
1997,Pre-primary Level,1st Quintile,At least once per week,0.002433241716177999,36,11593,0.0024208388416601316,0.002445644590695866
1997,Pre-primary Level,2nd Quintile,At least once per week,0.002158167540490386,36,11593,0.002146485137850773,0.0021698499431299987
1997,Pre-primary Level,3rd Quintile,At least once per week,0.0023556717679986162,33,11593,0.0023434677174951073,0.002367875818502125
1997,Pre-primary Level,5th Quintile,At least once per week,0.0034027674162784307,37,11593,0.003388107391312631,0.00341742744124423
1997,Primary Level,1st Quintile,Never,0.00809025297108082,149,11593,0.008067701448521003,0.008112804493640638
1997,Primary Level,2nd Quintile,Never,0.004473238673072867,117,11593,0.0044564391774210114,0.004490038168724722
1997,Primary Level,3rd Quintile,Never,0.002018183945516725,53,11593,0.0020068859752783923,0.002029481915755058
1997,Primary Level,4th Quintile,Never,0.0014274192865623594,41,11593,0.0014179148946223859,0.001436923678502333
1997,Lower Secondary Level,1st Quintile,At least once per week,0.006990130806735181,81,11593,0.0069691569560191065,0.0070111046574512555
1997,Lower Secondary Level,1st Quintile,Seldom,0.008201175261772468,100,11593,0.008178470937554324,0.008223879585990612
1997,Lower Secondary Level,1st Quintile,Never,0.04335890162592521,477,11593,0.04330763055461723,0.0434101726972332
1997,Lower Secondary Level,2nd Quintile,At least once per week,0.007773095573356976,106,11593,0.0077509869733752065,0.007795204173338746
1997,Lower Secondary Level,2nd Quintile,At least once per month,0.0021371203204876166,36,11593,0.0021254949002919854,0.002148745740683248
1997,Lower Secondary Level,2nd Quintile,Seldom,0.006025439391525731,89,11593,0.006005957068737043,0.006044921714314418
1997,Lower Secondary Level,2nd Quintile,Never,0.03242553549916819,361,11593,0.03238094477593432,0.032470126222402064
1997,Lower Secondary Level,3rd Quintile,At least once per week,0.005289587126532933,63,11593,0.005271326403966536,0.005307847849099329
1997,Lower Secondary Level,3rd Quintile,Seldom,0.0063429272244337346,77,11593,0.0063229414092468685,0.006362913039620601
1997,Lower Secondary Level,3rd Quintile,Never,0.023590035378769685,265,11593,0.02355182871325739,0.023628242044281978
1997,Lower Secondary Level,4th Quintile,At least once per week,0.008305660582693396,94,11593,0.008282813289993047,0.008328507875393746
1997,Lower Secondary Level,4th Quintile,Seldom,0.003776318535531852,59,11593,0.0037608776757391987,0.003791759395324505
1997,Lower Secondary Level,4th Quintile,Never,0.016711374068670164,193,11593,0.016679103595987208,0.01674364454135312
1997,Lower Secondary Level,5th Quintile,At least once per week,0.004680950262830092,47,11593,0.004663766949468111,0.0046981335761920725
1997,Lower Secondary Level,5th Quintile,Seldom,0.003808893538759163,43,11593,0.003793386478096041,0.0038244005994222847
1997,Lower Secondary Level,5th Quintile,Never,0.011280556832809345,123,11593,0.011253970370952559,0.01130714329466613
1997,Upper Secondary Level,1st Quintile,At least once per week,0.01509930469772459,163,11593,0.015068605046941314,0.015130004348507867
1997,Upper Secondary Level,1st Quintile,At least once per month,0.004587044806727223,52,11593,0.004570033923070965,0.004604055690383481
1997,Upper Secondary Level,1st Quintile,Seldom,0.013939025513086985,176,11593,0.013909511597506722,0.013968539428667248
1997,Upper Secondary Level,1st Quintile,Never,0.06153322575432744,695,11593,0.061472730259873834,0.06159372124878104
1997,Upper Secondary Level,2nd Quintile,At least once per week,0.02029072337484767,225,11593,0.020255229279309957,0.020326217470385384
1997,Upper Secondary Level,2nd Quintile,At least once per month,0.004388227086989195,57,11593,0.004371587279505673,0.004404866894472718
1997,Upper Secondary Level,2nd Quintile,Seldom,0.020621747667366803,280,11593,0.020585971262144294,0.020657524072589313
1997,Upper Secondary Level,2nd Quintile,Never,0.06854030146867172,864,11593,0.06847669317018922,0.06860390976715423
1997,Upper Secondary Level,3rd Quintile,At least once per week,0.02728686915774345,299,11593,0.027245855549176478,0.02732788276631042
1997,Upper Secondary Level,3rd Quintile,At least once per month,0.007053168040646846,89,11593,0.00703210049946837,0.007074235581825323
1997,Upper Secondary Level,3rd Quintile,Seldom,0.02340526437127614,272,11593,0.023367204027764973,0.023443324714787307
1997,Upper Secondary Level,3rd Quintile,Never,0.06335350212035128,724,11593,0.06329217791783645,0.0634148263228661
1997,Upper Secondary Level,4th Quintile,At least once per week,0.03205488059563774,344,11593,0.03201053697117564,0.032099224220099844
1997,Upper Secondary Level,4th Quintile,At least once per month,0.009733465239495495,107,11593,0.00970874978898247,0.009758180690008519
1997,Upper Secondary Level,4th Quintile,Seldom,0.02493536651504393,283,11593,0.024896112569196216,0.024974620460891647
1997,Upper Secondary Level,4th Quintile,Never,0.05852258443483399,648,11593,0.05846349287686952,0.05858167599279846
1997,Upper Secondary Level,5th Quintile,At least once per week,0.03814857407171353,368,11593,0.038100351330958744,0.03819679681246831
1997,Upper Secondary Level,5th Quintile,At least once per month,0.007043749070681976,78,11593,0.0070226955013981355,0.007064802639965817
1997,Upper Secondary Level,5th Quintile,Seldom,0.023076314743198344,226,11593,0.023038516441673918,0.02311411304472277
1997,Upper Secondary Level,5th Quintile,Never,0.044662696086226694,448,11593,0.044610695340127814,0.044714696832325575
1997,Post-secondary Non-tertiary Level,1st Quintile,Never,0.002762986500315532,41,11593,0.0027497721043876666,0.002776200896243397
1997,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.0028159325109545614,36,11593,0.0028025924588723017,0.002829272563036821
1997,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.003473432044468505,41,11593,0.003458621105822684,0.003488242983114326
1997,Post-secondary Non-tertiary Level,4th Quintile,Never,0.002563616625529383,33,11593,0.00255088664083865,0.002576346610220116
1997,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.0031672341078476693,35,11593,0.003153088879133233,0.0031813793365621057
1997,First Stage of Tertiary Education,1st Quintile,Never,0.005029087897468077,38,11593,0.005011280168217548,0.005046895626718606
1997,First Stage of Tertiary Education,2nd Quintile,Never,0.00529192161893985,66,11593,0.005273656888681274,0.005310186349198425
1997,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.003953497287386141,36,11593,0.00393769975447656,0.003969294820295723
1997,First Stage of Tertiary Education,3rd Quintile,Seldom,0.003259175429500906,44,11593,0.003244827021060815,0.0032735238379409974
1997,First Stage of Tertiary Education,3rd Quintile,Never,0.006944075763683552,75,11593,0.00692317063634384,0.006964980891023265
1997,First Stage of Tertiary Education,4th Quintile,At least once per week,0.0060743032161277915,57,11593,0.006054742536875154,0.006093863895380429
1997,First Stage of Tertiary Education,4th Quintile,Seldom,0.004345949200191452,44,11593,0.004329389392310579,0.004362509008072325
1997,First Stage of Tertiary Education,4th Quintile,Never,0.007176181817520738,84,11593,0.007154932668157195,0.007197430966884281
1997,First Stage of Tertiary Education,5th Quintile,At least once per week,0.005720863936201059,58,11593,0.0057018774887671545,0.0057398503836349635
1997,First Stage of Tertiary Education,5th Quintile,Seldom,0.004643716172997161,55,11593,0.004626601017320698,0.004660831328673624
1997,First Stage of Tertiary Education,5th Quintile,Never,0.007427133069973687,68,11593,0.007405518303844959,0.007448747836102415
1997,Second Stage of Tertiary Education,1st Quintile,Seldom,0.0028095724172676247,34,11593,0.002796247396196187,0.0028228974383390625
1997,Second Stage of Tertiary Education,1st Quintile,Never,0.004348220179095672,45,11593,0.004331656064000581,0.004364784294190764
1997,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.002334927103226876,42,11593,0.0023227767812660587,0.002347077425187693
1997,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.003870416016874043,61,11593,0.003854784703060968,0.0038860473306871184
1997,Second Stage of Tertiary Education,2nd Quintile,Never,0.006607893844805162,109,11593,0.006587497581034239,0.006628290108576084
1997,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.006579453323148209,87,11593,0.006559100708355692,0.006599805937940725
1997,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.0035795829038913216,60,11593,0.0035645481521856498,0.0035946176555969934
1997,Second Stage of Tertiary Education,3rd Quintile,Never,0.009293620705768772,126,11593,0.009269464779772838,0.009317776631764706
1997,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.01400502627053747,146,11593,0.013975443553929203,0.014034608987145735
1997,Second Stage of Tertiary Education,4th Quintile,Seldom,0.007451610514032495,107,11593,0.0074299604264967565,0.007473260601568234
1997,Second Stage of Tertiary Education,4th Quintile,Never,0.013389509822186674,174,11593,0.013360575458083914,0.013418444186289433
1997,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.027872799861747104,277,11593,0.027831360736004482,0.027914238987489726
1997,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.004835999260643439,50,11593,0.004818535041178931,0.004853463480107947
1997,Second Stage of Tertiary Education,5th Quintile,Seldom,0.012518702911872709,146,11593,0.01249071291533938,0.012546692908406038
1997,Second Stage of Tertiary Education,5th Quintile,Never,0.02052087750202535,204,11593,0.020485186865421754,0.02055656813862895
1998,Pre-primary Level,1st Quintile,At least once per week,0.003086830720637201,41,11179,0.003071657360439504,0.003102004080834898
1998,Pre-primary Level,2nd Quintile,At least once per week,0.0028790694179459037,39,11179,0.002864414051616005,0.0028937247842758026
1998,Pre-primary Level,3rd Quintile,At least once per week,0.0029837135933107476,45,11179,0.0029687950511179282,0.002998632135503567
1998,Pre-primary Level,4th Quintile,At least once per week,0.0024591103689573252,34,11179,0.0024455631216813447,0.0024726576162333058
1998,Pre-primary Level,5th Quintile,At least once per week,0.0030139503519313765,31,11179,0.002998956635883062,0.003028944067979691
1998,Primary Level,1st Quintile,Never,0.00931845649831794,156,11179,0.009292175871383446,0.009344737125252434
1998,Primary Level,2nd Quintile,Never,0.0036499901065067944,79,11179,0.0036334952514938995,0.003666484961519689
1998,Primary Level,3rd Quintile,Never,0.00203517702213436,52,11179,0.0020228500786151978,0.002047503965653522
1998,Primary Level,4th Quintile,Never,0.00273528132045019,39,11179,0.002720995574540378,0.0027495670663600018
1998,Lower Secondary Level,1st Quintile,At least once per week,0.008354468522433248,98,11179,0.008329572249450684,0.008379364795415812
1998,Lower Secondary Level,1st Quintile,At least once per month,0.0025474419476197606,32,11179,0.0025336541478982594,0.0025612297473412617
1998,Lower Secondary Level,1st Quintile,Seldom,0.006556384939988785,99,11179,0.006534309949373893,0.006578459930603677
1998,Lower Secondary Level,1st Quintile,Never,0.04100754569589449,423,11179,0.04095330363550189,0.041061787756287084
1998,Lower Secondary Level,2nd Quintile,At least once per week,0.007649574695688884,103,11179,0.007625743388264546,0.007673406003113222
1998,Lower Secondary Level,2nd Quintile,Seldom,0.008087319637950516,100,11179,0.008062821350881232,0.0081118179250198
1998,Lower Secondary Level,2nd Quintile,Never,0.030952384044759647,336,11179,0.03090501263542273,0.030999755454096563
1998,Lower Secondary Level,3rd Quintile,At least once per week,0.008836887166445956,84,11179,0.008811288407280527,0.008862485925611384
1998,Lower Secondary Level,3rd Quintile,Seldom,0.0048768928702790605,70,11179,0.004857837968811332,0.004895947771746789
1998,Lower Secondary Level,3rd Quintile,Never,0.022912126153841007,240,11179,0.022871200445789486,0.022953051861892528
1998,Lower Secondary Level,4th Quintile,At least once per week,0.007386506443465862,90,11179,0.007363085395581345,0.00740992749135038
1998,Lower Secondary Level,4th Quintile,At least once per month,0.002889659236098626,31,11179,0.0028749770197259022,0.00290434145247135
1998,Lower Secondary Level,4th Quintile,Seldom,0.006888522659755126,75,11179,0.006865899214638011,0.00691114610487224
1998,Lower Secondary Level,4th Quintile,Never,0.014965053248569208,160,11179,0.014931843801353102,0.014998262695785313
1998,Lower Secondary Level,5th Quintile,At least once per week,0.005330291369508128,56,11179,0.005310374933967259,0.005350207805048997
1998,Lower Secondary Level,5th Quintile,Seldom,0.003417167376730664,35,11179,0.0034012054056089167,0.0034331293478524114
1998,Lower Secondary Level,5th Quintile,Never,0.008241656655743057,91,11179,0.008216927636954117,0.008266385674531997
1998,Upper Secondary Level,1st Quintile,At least once per week,0.020920571174306173,209,11179,0.020881424720550327,0.02095971762806202
1998,Upper Secondary Level,1st Quintile,At least once per month,0.004975056488250018,64,11179,0.004955811719972796,0.00499430125652724
1998,Upper Secondary Level,1st Quintile,Seldom,0.021521496224563022,252,11179,0.0214818037139759,0.021561188735150144
1998,Upper Secondary Level,1st Quintile,Never,0.05169465030495437,552,11179,0.05163408922719747,0.05175521138271127
1998,Upper Secondary Level,2nd Quintile,At least once per week,0.023770520734600738,271,11179,0.023728853756821107,0.02381218771238037
1998,Upper Secondary Level,2nd Quintile,At least once per month,0.006843053981586154,91,11179,0.006820504808548526,0.006865603154623783
1998,Upper Secondary Level,2nd Quintile,Seldom,0.028453014021212336,346,11179,0.02840753692384641,0.028498491118578263
1998,Upper Secondary Level,2nd Quintile,Never,0.05352273752824086,630,11179,0.05346117436227867,0.05358430069420305
1998,Upper Secondary Level,3rd Quintile,At least once per week,0.0310590573380319,323,11179,0.031011606981156823,0.031106507694906974
1998,Upper Secondary Level,3rd Quintile,At least once per month,0.010081348353511828,114,11179,0.0100540236311077,0.010108673075915956
1998,Upper Secondary Level,3rd Quintile,Seldom,0.0268829624716053,333,11179,0.026838722198917014,0.026927202744293586
1998,Upper Secondary Level,3rd Quintile,Never,0.0548849352681016,588,11179,0.05482263848583986,0.05494723205036334
1998,Upper Secondary Level,4th Quintile,At least once per week,0.036629059220503725,403,11179,0.036577677771524944,0.036680440669482506
1998,Upper Secondary Level,4th Quintile,At least once per month,0.011172615325729843,112,11179,0.011143865556705606,0.01120136509475408
1998,Upper Secondary Level,4th Quintile,Seldom,0.03031946460183722,351,11179,0.030272564714747114,0.030366364488927326
1998,Upper Secondary Level,4th Quintile,Never,0.044960877147081225,495,11179,0.044904197822914264,0.04501755647124819
1998,Upper Secondary Level,5th Quintile,At least once per week,0.04083759446097684,385,11179,0.040783460121225225,0.04089172880072845
1998,Upper Secondary Level,5th Quintile,At least once per month,0.010305456918707196,106,11179,0.010277833278546316,0.010333080558868077
1998,Upper Secondary Level,5th Quintile,Seldom,0.025655707402017267,248,11179,0.025612461504592055,0.025698953299442478
1998,Upper Secondary Level,5th Quintile,Never,0.03025531495160621,296,11179,0.030208463156293303,0.030302166746919115
1998,Post-secondary Non-tertiary Level,1st Quintile,Never,0.003301992782479991,38,11179,0.0032863012070456416,0.0033176843579143405
1998,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.0032575344761032873,32,11179,0.003241948547399526,0.0032731204048070486
1998,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.004299186311819801,42,11179,0.004281290382396893,0.004317082241242709
1998,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.0034260953786722417,37,11179,0.0034101126408967106,0.0034420781164477728
1998,First Stage of Tertiary Education,2nd Quintile,Seldom,0.0029070289450000373,44,11179,0.0028923027956896767,0.002921755094310398
1998,First Stage of Tertiary Education,2nd Quintile,Never,0.0034539980382315132,42,11179,0.0034379505741234935,0.003470045502339533
1998,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.005356517411727456,57,11179,0.005336552303201741,0.0053764825202531705
1998,First Stage of Tertiary Education,3rd Quintile,Seldom,0.004581641510998263,50,11179,0.004563169674759063,0.004600113347237463
1998,First Stage of Tertiary Education,3rd Quintile,Never,0.004480662367776572,54,11179,0.004462394298317188,0.004498930437235956
1998,First Stage of Tertiary Education,4th Quintile,At least once per week,0.006742812168280716,67,11179,0.006720427632956855,0.006765196703604577
1998,First Stage of Tertiary Education,4th Quintile,Seldom,0.004540779684168166,48,11179,0.00452239002643388,0.004559169341902452
1998,First Stage of Tertiary Education,4th Quintile,Never,0.004590906628123421,50,11179,0.004572416210250958,0.004609397045995884
1998,First Stage of Tertiary Education,5th Quintile,At least once per week,0.006682149157640486,59,11179,0.0066598648627399695,0.006704433452541002
1998,First Stage of Tertiary Education,5th Quintile,Seldom,0.00467170969052262,53,11179,0.004653058017567618,0.004690361363477621
1998,First Stage of Tertiary Education,5th Quintile,Never,0.004933223045214905,47,11179,0.004914058956036521,0.00495238713439329
1998,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.0037586222123246558,36,11179,0.003741884607112143,0.0037753598175371684
1998,Second Stage of Tertiary Education,1st Quintile,Never,0.0038097012973154535,42,11179,0.0037928507771781564,0.0038265518174527505
1998,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.005235945469008994,65,11179,0.005216205144238137,0.00525568579377985
1998,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.005020818072967866,64,11179,0.005001485443210304,0.0050401507027254275
1998,Second Stage of Tertiary Education,2nd Quintile,Never,0.004855758026863405,63,11179,0.004836744257143541,0.004874771796583268
1998,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.0073557191218042274,85,11179,0.007332346572467596,0.007379091671140859
1998,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.005655228924368549,93,11179,0.005634717761353374,0.005675740087383724
1998,Second Stage of Tertiary Education,3rd Quintile,Never,0.008226668954819908,107,11179,0.008201962244810745,0.008251375664829072
1998,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.013387782837893563,152,11179,0.013356347055906433,0.013419218619880692
1998,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.003600668850312643,48,11179,0.003584285413947984,0.0036170522866773016
1998,Second Stage of Tertiary Education,4th Quintile,Seldom,0.00867935349433609,125,11179,0.008653981917563228,0.008704725071108952
1998,Second Stage of Tertiary Education,4th Quintile,Never,0.0076104091561198985,99,11179,0.007586638465621419,0.007634179846618378
1998,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.02984460057081484,297,11179,0.029798058014583986,0.029891143127045692
1998,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.00910235845983027,81,11179,0.009076381515793262,0.00912833540386728
1998,Second Stage of Tertiary Education,5th Quintile,Seldom,0.014256483873090177,157,11179,0.014224058508178733,0.01428890923800162
1998,Second Stage of Tertiary Education,5th Quintile,Never,0.014566687098982295,137,11179,0.01453391602233886,0.014599458175625728
1999,Pre-primary Level,1st Quintile,At least once per week,0.002175561390650832,34,12429,0.0021639197715391245,0.0021872030097625393
1999,Pre-primary Level,2nd Quintile,At least once per week,0.002436977342250213,43,12429,0.002424657743493633,0.0024492969410067926
1999,Pre-primary Level,3rd Quintile,At least once per week,0.00250015913554931,33,12429,0.0024876812530942086,0.0025126370180044116
1999,Pre-primary Level,5th Quintile,At least once per week,0.003604247318263435,42,12429,0.0035892737994646044,0.0036192208370622652
1999,Primary Level,1st Quintile,Never,0.008364506822466018,153,12429,0.008341750774124579,0.008387262870807457
1999,Primary Level,2nd Quintile,Never,0.003753380818465322,84,12429,0.003738101802250621,0.003768659834680023
1999,Primary Level,3rd Quintile,Never,0.0023515380400664847,58,12429,0.0023394358095926468,0.0023636402705403225
1999,Primary Level,4th Quintile,Never,0.002495085792536413,35,12429,0.002482620544920648,0.002507551040152178
1999,Lower Secondary Level,1st Quintile,At least once per week,0.008018946312862029,105,12429,0.007996661397548671,0.008041231228175386
1999,Lower Secondary Level,1st Quintile,Seldom,0.006090816596590389,89,12429,0.006071375902821529,0.006110257290359249
1999,Lower Secondary Level,1st Quintile,Never,0.041680446542670425,493,12429,0.04163050959390154,0.04173038349143931
1999,Lower Secondary Level,2nd Quintile,At least once per week,0.0072837945657873585,104,12429,0.00726254783836522,0.007305041293209497
1999,Lower Secondary Level,2nd Quintile,At least once per month,0.0016031095990722284,31,12429,0.0015931134237746137,0.001613105774369843
1999,Lower Secondary Level,2nd Quintile,Seldom,0.008295484947979416,121,12429,0.008272822194145215,0.008318147701813617
1999,Lower Secondary Level,2nd Quintile,Never,0.031218439686339056,366,12429,0.03117498674544419,0.03126189262723392
1999,Lower Secondary Level,3rd Quintile,At least once per week,0.004886345355417056,66,12429,0.004868922109418583,0.0049037686014155295
1999,Lower Secondary Level,3rd Quintile,Seldom,0.005302827521038198,82,12429,0.005284680729977327,0.00532097431209907
1999,Lower Secondary Level,3rd Quintile,Never,0.02545053004533629,305,12429,0.025411179477202065,0.025489880613470513
1999,Lower Secondary Level,4th Quintile,At least once per week,0.006916273621775886,81,12429,0.006895566026786439,0.006936981216765332
1999,Lower Secondary Level,4th Quintile,Seldom,0.005299213060728445,61,12429,0.005281072422279997,0.005317353699176894
1999,Lower Secondary Level,4th Quintile,Never,0.01610644776175422,190,12429,0.016074993855518343,0.0161379016679901
1999,Lower Secondary Level,5th Quintile,At least once per week,0.00497853188853196,59,12429,0.004960945870324056,0.004996117906739864
1999,Lower Secondary Level,5th Quintile,Seldom,0.0032285888412682726,41,12429,0.003214414437371581,0.0032427632451649644
1999,Lower Secondary Level,5th Quintile,Never,0.011541230002816321,125,12429,0.011514542620705693,0.01156791738492695
1999,Upper Secondary Level,1st Quintile,At least once per week,0.017707379356372007,203,12429,0.017674426107909216,0.017740332604834798
