year,regtyp,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,At least once per month,0.07744,1176,14659,0.07311,0.08177
2003,Urban regions,Seldom,0.18322,2678,14659,0.17696,0.18949
2003,Urban regions,Never,0.39394,5333,14659,0.38603,0.40185
2003,Rural regions,At least once per week,0.30424,2356,7370,0.29374,0.31475
2003,Rural regions,At least once per month,0.07028,549,7370,0.06445,0.07612
2003,Rural regions,Seldom,0.20166,1589,7370,0.19250,0.21082
2003,Rural regions,Never,0.42381,2876,7370,0.41253,0.43510
2005,Urban regions,At least once per week,0.31935,4721,13693,0.31154,0.32715
2005,Urban regions,At least once per month,0.08300,1124,13693,0.07838,0.08762
2005,Urban regions,Seldom,0.17668,2460,13693,0.17029,0.18306
2005,Urban regions,Never,0.42098,5388,13693,0.41271,0.42925
2005,Rural regions,At least once per week,0.27554,2030,6866,0.26497,0.28610
2005,Rural regions,At least once per month,0.07169,494,6866,0.06559,0.07779
2005,Rural regions,Seldom,0.19904,1406,6866,0.18959,0.20848
2005,Rural regions,Never,0.45374,2936,6866,0.44196,0.46551
2007,Urban regions,At least once per week,0.34727,4983,13410,0.33922,0.35533
2007,Urban regions,At least once per month,0.07299,1019,13410,0.06858,0.07739
2007,Urban regions,Seldom,0.17430,2275,13410,0.16788,0.18073
2007,Urban regions,Never,0.40543,5133,13410,0.39712,0.41374
2007,Rural regions,At least once per week,0.30370,2133,6980,0.29291,0.31448
2007,Rural regions,At least once per month,0.06657,479,6980,0.06073,0.07242
2007,Rural regions,Seldom,0.18644,1354,6980,0.17730,0.19558
2007,Rural regions,Never,0.44329,3014,6980,0.43163,0.45494
2008,Urban regions,At least once per week,0.40505,5352,12631,0.39648,0.41361
2008,Urban regions,At least once per month,0.07740,1002,12631,0.07274,0.08206
2008,Urban regions,Seldom,0.18265,2274,12631,0.17591,0.18939
2008,Urban regions,Never,0.33491,4003,12631,0.32668,0.34314
2008,Rural regions,At least once per week,0.35360,2415,6579,0.34204,0.36515
2008,Rural regions,At least once per month,0.07677,477,6579,0.07034,0.08320
2008,Rural regions,Seldom,0.20453,1371,6579,0.19478,0.21428
2008,Rural regions,Never,0.36510,2316,6579,0.35347,0.37674
2009,Urban regions,At least once per week,0.37764,4561,11659,0.36884,0.38644
2009,Urban regions,At least once per month,0.07510,868,11659,0.07032,0.07989
2009,Urban regions,Seldom,0.17847,2036,11659,0.17152,0.18542
2009,Urban regions,Never,0.36878,4194,11659,0.36003,0.37754
2009,Rural regions,At least once per week,0.30948,1954,6260,0.29802,0.32093
2009,Rural regions,At least once per month,0.08016,462,6260,0.07343,0.08689
2009,Rural regions,Seldom,0.17868,1173,6260,0.16919,0.18817
2009,Rural regions,Never,0.43168,2671,6260,0.41941,0.44395
2011,Urban regions,At least once per week,0.38373,7111,18145,0.37665,0.39080
2011,Urban regions,At least once per month,0.06801,1214,18145,0.06435,0.07167
2011,Urban regions,Seldom,0.15881,2878,18145,0.15349,0.16412
2011,Urban regions,Never,0.38946,6942,18145,0.38236,0.39656
2011,Rural regions,At least once per week,0.32853,3236,10113,0.31938,0.33769
2011,Rural regions,At least once per month,0.05790,592,10113,0.05335,0.06245
2011,Rural regions,Seldom,0.16857,1705,10113,0.16128,0.17587
2011,Rural regions,Never,0.44499,4580,10113,0.43530,0.45468
2013,Urban regions,At least once per week,0.50122,8034,16147,0.49351,0.50894
2013,Urban regions,At least once per month,0.05232,804,16147,0.04888,0.05575
2013,Urban regions,Seldom,0.13416,2160,16147,0.12890,0.13942
2013,Urban regions,Never,0.31230,5149,16147,0.30515,0.31944
2013,Rural regions,At least once per week,0.44293,4020,9237,0.43280,0.45306
2013,Rural regions,At least once per month,0.05071,444,9237,0.04624,0.05518
2013,Rural regions,Seldom,0.16137,1494,9237,0.15387,0.16887
2013,Rural regions,Never,0.34499,3279,9237,0.33530,0.35469
2015,Urban regions,At least once per week,0.45612,7784,17448,0.44873,0.46351
2015,Urban regions,At least once per month,0.05711,933,17448,0.05367,0.06055
2015,Urban regions,Seldom,0.12640,2331,17448,0.12147,0.13134
2015,Urban regions,Never,0.36037,6400,17448,0.35324,0.36749
2015,Rural regions,At least once per week,0.38135,3448,9242,0.37145,0.39126
2015,Rural regions,At least once per month,0.05397,506,9242,0.04937,0.05858
2015,Rural regions,Seldom,0.15411,1342,9242,0.14675,0.16147
2015,Rural regions,Never,0.41056,3946,9242,0.40053,0.42059
2017,Urban regions,At least once per week,0.47895,9055,19873,0.47200,0.48589
2017,Urban regions,At least once per month,0.05129,1020,19873,0.04822,0.05436
2017,Urban regions,Seldom,0.12605,2577,19873,0.12143,0.13066
2017,Urban regions,Never,0.34371,7221,19873,0.33711,0.35032
2017,Rural regions,At least once per week,0.40465,4046,10551,0.39528,0.41402
2017,Rural regions,At least once per month,0.05312,543,10551,0.04884,0.05740
2017,Rural regions,Seldom,0.14170,1504,10551,0.13505,0.14836
2017,Rural regions,Never,0.40053,4458,10551,0.39117,0.40988
2019,No answer / don't know,At least once per week,0.58857,336,530,0.54663,0.63050
2019,No answer / don't know,Seldom,0.12377,64,530,0.09571,0.15184
2019,No answer / don't know,Never,0.23653,130,530,0.20032,0.27275
2019,Urban regions,At least once per week,0.55566,10215,18620,0.54852,0.56279
2019,Urban regions,At least once per month,0.04666,838,18620,0.04363,0.04969
2019,Urban regions,Seldom,0.12325,2325,18620,0.11853,0.12798
2019,Urban regions,Never,0.27442,5242,18620,0.26802,0.28083
2019,Rural regions,At least once per week,0.50463,4717,9578,0.49461,0.51464
2019,Rural regions,At least once per month,0.04764,475,9578,0.04338,0.05191
2019,Rural regions,Seldom,0.15106,1380,9578,0.14389,0.15823
2019,Rural regions,Never,0.29667,3006,9578,0.28753,0.30582
2021,Urban regions,At least once per week,0.57055,6777,11404,0.56147,0.57964
2021,Urban regions,At least once per month,0.08227,951,11404,0.07722,0.08731
2021,Urban regions,Seldom,0.14283,1535,11404,0.13641,0.14925
2021,Urban regions,Never,0.20435,2141,11404,0.19695,0.21175
2021,Rural regions,At least once per week,0.52271,3093,5784,0.50984,0.53559
2021,Rural regions,At least once per month,0.09418,489,5784,0.08665,0.10171
2021,Rural regions,Seldom,0.15507,894,5784,0.14575,0.16440
2021,Rural regions,Never,0.22803,1308,5784,0.21722,0.23885
