year,quintil_oecd,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,At least once per week,0.15145,315,2221,0.13654,0.16637
1985,1st Quintile,At least once per month,0.03560,80,2221,0.02790,0.04331
1985,1st Quintile,Seldom,0.10367,259,2221,0.09099,0.11635
1985,1st Quintile,Never,0.70928,1567,2221,0.69039,0.72816
1985,2nd Quintile,At least once per week,0.18002,375,2128,0.16369,0.19635
1985,2nd Quintile,At least once per month,0.03874,86,2128,0.03054,0.04695
1985,2nd Quintile,Seldom,0.12373,268,2128,0.10974,0.13772
1985,2nd Quintile,Never,0.65750,1399,2128,0.63734,0.67767
1985,3rd Quintile,At least once per week,0.24990,511,2181,0.23173,0.26808
1985,3rd Quintile,At least once per month,0.05762,136,2181,0.04784,0.06740
1985,3rd Quintile,Seldom,0.11487,260,2181,0.10148,0.12825
1985,3rd Quintile,Never,0.57761,1274,2181,0.55688,0.59835
1985,4th Quintile,At least once per week,0.27467,574,2189,0.25597,0.29338
1985,4th Quintile,At least once per month,0.05746,125,2189,0.04770,0.06721
1985,4th Quintile,Seldom,0.14581,327,2189,0.13103,0.16060
1985,4th Quintile,Never,0.52206,1163,2189,0.50113,0.54299
1985,5th Quintile,At least once per week,0.32043,683,2161,0.30075,0.34011
1985,5th Quintile,At least once per month,0.05012,113,2161,0.04092,0.05932
1985,5th Quintile,Seldom,0.14460,315,2161,0.12977,0.15943
1985,5th Quintile,Never,0.48485,1050,2161,0.46377,0.50593
1986,1st Quintile,At least once per week,0.15910,329,2056,0.14328,0.17491
1986,1st Quintile,At least once per month,0.04054,93,2056,0.03202,0.04907
1986,1st Quintile,Seldom,0.09687,216,2056,0.08408,0.10965
1986,1st Quintile,Never,0.70349,1418,2056,0.68375,0.72324
1986,2nd Quintile,At least once per week,0.20043,415,2070,0.18318,0.21768
1986,2nd Quintile,At least once per month,0.03987,94,2070,0.03144,0.04830
1986,2nd Quintile,Seldom,0.08986,202,2070,0.07754,0.10218
1986,2nd Quintile,Never,0.66984,1359,2070,0.64958,0.69011
1986,3rd Quintile,At least once per week,0.25189,523,2076,0.23321,0.27057
1986,3rd Quintile,At least once per month,0.05371,112,2076,0.04401,0.06341
1986,3rd Quintile,Seldom,0.13533,266,2076,0.12061,0.15005
1986,3rd Quintile,Never,0.55907,1175,2076,0.53770,0.58043
1986,4th Quintile,At least once per week,0.29632,625,2194,0.27721,0.31543
1986,4th Quintile,At least once per month,0.05756,125,2194,0.04781,0.06731
1986,4th Quintile,Seldom,0.12675,284,2194,0.11282,0.14067
1986,4th Quintile,Never,0.51937,1160,2194,0.49846,0.54028
1986,5th Quintile,At least once per week,0.30867,638,2065,0.28874,0.32860
1986,5th Quintile,At least once per month,0.07035,139,2065,0.05931,0.08138
1986,5th Quintile,Seldom,0.14345,306,2065,0.12832,0.15857
1986,5th Quintile,Never,0.47753,982,2065,0.45599,0.49908
1988,1st Quintile,At least once per week,0.15687,316,1949,0.14072,0.17302
1988,1st Quintile,At least once per month,0.03821,84,1949,0.02970,0.04672
1988,1st Quintile,Seldom,0.10327,206,1949,0.08976,0.11678
1988,1st Quintile,Never,0.70165,1343,1949,0.68133,0.72197
1988,2nd Quintile,At least once per week,0.22007,419,1966,0.20175,0.23839
1988,2nd Quintile,At least once per month,0.04169,85,1966,0.03286,0.05053
1988,2nd Quintile,Seldom,0.11135,234,1966,0.09744,0.12526
1988,2nd Quintile,Never,0.62688,1228,1966,0.60550,0.64827
1988,3rd Quintile,At least once per week,0.24415,481,1980,0.22522,0.26308
1988,3rd Quintile,At least once per month,0.05910,106,1980,0.04871,0.06949
1988,3rd Quintile,Seldom,0.14645,293,1980,0.13087,0.16202
1988,3rd Quintile,Never,0.55030,1100,1980,0.52839,0.57222
1988,4th Quintile,At least once per week,0.27557,554,2044,0.25620,0.29495
1988,4th Quintile,At least once per month,0.05840,117,2044,0.04823,0.06856
1988,4th Quintile,Seldom,0.14820,289,2044,0.13279,0.16360
1988,4th Quintile,Never,0.51783,1084,2044,0.49617,0.53950
1988,5th Quintile,At least once per week,0.33877,645,1924,0.31761,0.35992
1988,5th Quintile,At least once per month,0.06546,127,1924,0.05440,0.07651
1988,5th Quintile,Seldom,0.16325,309,1924,0.14673,0.17977
1988,5th Quintile,Never,0.43253,843,1924,0.41038,0.45467
1990,1st Quintile,At least once per week,0.16392,310,1885,0.14720,0.18064
1990,1st Quintile,At least once per month,0.05573,115,1885,0.04538,0.06609
1990,1st Quintile,Seldom,0.16247,280,1885,0.14582,0.17913
1990,1st Quintile,Never,0.61787,1180,1885,0.59593,0.63981
1990,2nd Quintile,At least once per week,0.27334,486,1879,0.25318,0.29349
1990,2nd Quintile,At least once per month,0.07253,136,1879,0.06080,0.08426
1990,2nd Quintile,Seldom,0.19157,367,1879,0.17377,0.20937
1990,2nd Quintile,Never,0.46257,890,1879,0.44002,0.48512
1990,3rd Quintile,At least once per week,0.29806,533,1886,0.27741,0.31871
1990,3rd Quintile,At least once per month,0.08608,162,1886,0.07342,0.09874
1990,3rd Quintile,Seldom,0.18558,344,1886,0.16803,0.20313
1990,3rd Quintile,Never,0.43028,847,1886,0.40793,0.45263
1990,4th Quintile,At least once per week,0.30548,563,1932,0.28494,0.32603
1990,4th Quintile,At least once per month,0.10287,195,1932,0.08932,0.11643
1990,4th Quintile,Seldom,0.22950,424,1932,0.21074,0.24826
1990,4th Quintile,Never,0.36214,750,1932,0.34071,0.38358
1990,5th Quintile,At least once per week,0.38797,699,1815,0.36554,0.41039
1990,5th Quintile,At least once per month,0.11303,194,1815,0.09846,0.12760
1990,5th Quintile,Seldom,0.21336,373,1815,0.19451,0.23222
1990,5th Quintile,Never,0.28563,549,1815,0.26485,0.30642
1992,1st Quintile,At least once per week,0.11758,321,2709,0.10545,0.12971
1992,1st Quintile,At least once per month,0.03217,97,2709,0.02552,0.03881
1992,1st Quintile,Seldom,0.10751,334,2709,0.09585,0.11918
1992,1st Quintile,Never,0.74274,1957,2709,0.72628,0.75921
1992,2nd Quintile,At least once per week,0.16930,454,2812,0.15543,0.18316
1992,2nd Quintile,At least once per month,0.05444,148,2812,0.04605,0.06282
1992,2nd Quintile,Seldom,0.14093,458,2812,0.12806,0.15379
1992,2nd Quintile,Never,0.63534,1752,2812,0.61754,0.65313
1992,3rd Quintile,At least once per week,0.22072,568,2617,0.20483,0.23661
1992,3rd Quintile,At least once per month,0.06954,159,2617,0.05979,0.07929
1992,3rd Quintile,Seldom,0.18250,491,2617,0.16770,0.19730
1992,3rd Quintile,Never,0.52724,1399,2617,0.50811,0.54637
1992,4th Quintile,At least once per week,0.27441,661,2560,0.25712,0.29170
1992,4th Quintile,At least once per month,0.06854,172,2560,0.05875,0.07833
1992,4th Quintile,Seldom,0.16513,439,2560,0.15074,0.17951
1992,4th Quintile,Never,0.49192,1288,2560,0.47255,0.51129
1992,5th Quintile,At least once per week,0.34005,780,2369,0.32097,0.35913
1992,5th Quintile,At least once per month,0.07784,186,2369,0.06705,0.08863
1992,5th Quintile,Seldom,0.19325,460,2369,0.17735,0.20915
1992,5th Quintile,Never,0.38886,943,2369,0.36922,0.40849
1994,1st Quintile,At least once per week,0.12430,296,2464,0.11127,0.13733
1994,1st Quintile,At least once per month,0.03325,98,2464,0.02617,0.04033
1994,1st Quintile,Seldom,0.12139,343,2464,0.10849,0.13429
1994,1st Quintile,Never,0.72106,1727,2464,0.70335,0.73877
1994,2nd Quintile,At least once per week,0.16384,411,2630,0.14969,0.17799
1994,2nd Quintile,At least once per month,0.05223,141,2630,0.04373,0.06074
1994,2nd Quintile,Seldom,0.15482,430,2630,0.14100,0.16865
1994,2nd Quintile,Never,0.62910,1648,2630,0.61063,0.64756
1994,3rd Quintile,At least once per week,0.21696,551,2661,0.20129,0.23262
1994,3rd Quintile,At least once per month,0.04829,137,2661,0.04015,0.05644
1994,3rd Quintile,Seldom,0.18572,523,2661,0.17094,0.20050
1994,3rd Quintile,Never,0.54903,1450,2661,0.53012,0.56794
1994,4th Quintile,At least once per week,0.26582,625,2511,0.24854,0.28310
1994,4th Quintile,At least once per month,0.07947,192,2511,0.06889,0.09005
1994,4th Quintile,Seldom,0.19210,490,2511,0.17669,0.20751
1994,4th Quintile,Never,0.46262,1204,2511,0.44311,0.48212
1994,5th Quintile,At least once per week,0.33955,765,2389,0.32055,0.35854
1994,5th Quintile,At least once per month,0.08008,205,2389,0.06920,0.09097
1994,5th Quintile,Seldom,0.20270,488,2389,0.18658,0.21882
1994,5th Quintile,Never,0.37767,931,2389,0.35822,0.39711
1995,1st Quintile,At least once per week,0.18641,437,2508,0.17117,0.20165
1995,1st Quintile,At least once per month,0.05032,129,2508,0.04177,0.05888
1995,1st Quintile,Seldom,0.17739,471,2508,0.16244,0.19235
1995,1st Quintile,Never,0.58587,1471,2508,0.56659,0.60515
1995,2nd Quintile,At least once per week,0.22172,626,2866,0.20651,0.23693
1995,2nd Quintile,At least once per month,0.06608,195,2866,0.05699,0.07518
1995,2nd Quintile,Seldom,0.19009,574,2866,0.17572,0.20445
1995,2nd Quintile,Never,0.52211,1471,2866,0.50382,0.54040
1995,3rd Quintile,At least once per week,0.25883,695,2706,0.24232,0.27533
1995,3rd Quintile,At least once per month,0.05224,152,2706,0.04386,0.06063
1995,3rd Quintile,Seldom,0.22974,675,2706,0.21388,0.24559
1995,3rd Quintile,Never,0.45920,1184,2706,0.44042,0.47798
1995,4th Quintile,At least once per week,0.32060,802,2647,0.30282,0.33838
1995,4th Quintile,At least once per month,0.08685,230,2647,0.07612,0.09758
1995,4th Quintile,Seldom,0.22579,640,2647,0.20986,0.24173
1995,4th Quintile,Never,0.36676,975,2647,0.34839,0.38512
1995,5th Quintile,At least once per week,0.38892,908,2452,0.36962,0.40822
1995,5th Quintile,At least once per month,0.10000,249,2452,0.08812,0.11188
1995,5th Quintile,Seldom,0.22660,568,2452,0.21003,0.24317
1995,5th Quintile,Never,0.28448,727,2452,0.26662,0.30234
1996,1st Quintile,At least once per week,0.16173,368,2549,0.14743,0.17603
1996,1st Quintile,At least once per month,0.05182,141,2549,0.04321,0.06042
1996,1st Quintile,Seldom,0.15736,443,2549,0.14322,0.17150
1996,1st Quintile,Never,0.62909,1597,2549,0.61034,0.64785
1996,2nd Quintile,At least once per week,0.19050,439,2606,0.17542,0.20558
1996,2nd Quintile,At least once per month,0.07133,185,2606,0.06145,0.08122
1996,2nd Quintile,Seldom,0.18075,516,2606,0.16598,0.19553
1996,2nd Quintile,Never,0.55741,1466,2606,0.53834,0.57649
1996,3rd Quintile,At least once per week,0.22843,572,2670,0.21250,0.24436
1996,3rd Quintile,At least once per month,0.05303,154,2670,0.04453,0.06154
1996,3rd Quintile,Seldom,0.19365,564,2670,0.17866,0.20865
1996,3rd Quintile,Never,0.52488,1380,2670,0.50594,0.54383
1996,4th Quintile,At least once per week,0.25752,678,2690,0.24099,0.27404
1996,4th Quintile,At least once per month,0.08205,225,2690,0.07168,0.09243
1996,4th Quintile,Seldom,0.23480,641,2690,0.21878,0.25082
1996,4th Quintile,Never,0.42563,1146,2690,0.40694,0.44432
1996,5th Quintile,At least once per week,0.35544,819,2423,0.33638,0.37451
1996,5th Quintile,At least once per month,0.08533,211,2423,0.07420,0.09645
1996,5th Quintile,Seldom,0.21385,528,2423,0.19752,0.23018
1996,5th Quintile,Never,0.34538,865,2423,0.32644,0.36432
1997,1st Quintile,At least once per week,0.17102,350,2349,0.15579,0.18625
1997,1st Quintile,At least once per month,0.03979,107,2349,0.03188,0.04769
1997,1st Quintile,Seldom,0.14572,376,2349,0.13145,0.15999
1997,1st Quintile,Never,0.64348,1516,2349,0.62410,0.66285
1997,2nd Quintile,At least once per week,0.18301,481,2712,0.16845,0.19756
1997,2nd Quintile,At least once per month,0.04964,142,2712,0.04146,0.05782
1997,2nd Quintile,Seldom,0.19018,538,2712,0.17541,0.20495
1997,2nd Quintile,Never,0.57717,1551,2712,0.55858,0.59577
1997,3rd Quintile,At least once per week,0.23970,588,2597,0.22328,0.25613
1997,3rd Quintile,At least once per month,0.05170,148,2597,0.04319,0.06022
1997,3rd Quintile,Seldom,0.18662,509,2597,0.17163,0.20161
1997,3rd Quintile,Never,0.52197,1352,2597,0.50275,0.54119
1997,4th Quintile,At least once per week,0.27756,701,2632,0.26045,0.29467
1997,4th Quintile,At least once per month,0.07070,188,2632,0.06090,0.08049
1997,4th Quintile,Seldom,0.20164,558,2632,0.18631,0.21697
