year,age_gr,pgisced97,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,First Stage of Tertiary Education,Never,0.54763,106,184,0.47552,0.61974
1985,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.32042,69,203,0.25607,0.38477
1985,46-65 y.,Second Stage of Tertiary Education,Seldom,0.15459,33,203,0.10474,0.20445
1985,46-65 y.,Second Stage of Tertiary Education,Never,0.47272,101,203,0.40387,0.54157
1985,66 and older,Lower Secondary Level,Never,0.94590,393,393,0.92351,0.96830
1985,66 and older,Upper Secondary Level,At least once per week,0.07972,40,472,0.05526,0.10418
1985,66 and older,Upper Secondary Level,Never,0.86447,432,472,0.83356,0.89539
1985,66 and older,First Stage of Tertiary Education,Never,0.83694,64,64,0.74572,0.92816
1985,66 and older,Second Stage of Tertiary Education,Never,0.61522,33,33,0.44664,0.78380
1986,17-29 y.,No answer / don't know,Never,0.41209,31,31,0.23595,0.58822
1986,17-29 y.,Pre-primary Level,At least once per week,0.65961,121,154,0.58453,0.73470
1986,17-29 y.,Pre-primary Level,Seldom,0.15793,33,154,0.10014,0.21572
1986,17-29 y.,Primary Level,At least once per week,0.26986,35,137,0.19526,0.34447
1986,17-29 y.,Primary Level,Never,0.60492,102,137,0.52276,0.68709
1986,17-29 y.,Lower Secondary Level,At least once per week,0.37090,349,941,0.34002,0.40178
1986,17-29 y.,Lower Secondary Level,At least once per month,0.06361,61,941,0.04801,0.07921
1986,17-29 y.,Lower Secondary Level,Seldom,0.20083,161,941,0.17522,0.22645
1986,17-29 y.,Lower Secondary Level,Never,0.36466,370,941,0.33389,0.39543
1986,17-29 y.,Upper Secondary Level,At least once per week,0.40214,530,1392,0.37637,0.42791
1986,17-29 y.,Upper Secondary Level,At least once per month,0.08396,113,1392,0.06938,0.09853
1986,17-29 y.,Upper Secondary Level,Seldom,0.21281,281,1392,0.19130,0.23432
1986,17-29 y.,Upper Secondary Level,Never,0.30109,468,1392,0.27699,0.32520
1986,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.42710,46,46,0.28257,0.57162
1986,17-29 y.,First Stage of Tertiary Education,At least once per week,0.43394,40,74,0.32024,0.54763
1986,17-29 y.,First Stage of Tertiary Education,Never,0.28481,34,74,0.18128,0.38834
1986,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.44800,41,41,0.29389,0.60211
1986,30-45 y.,Primary Level,Never,0.84146,237,237,0.79486,0.88806
1986,30-45 y.,Lower Secondary Level,At least once per week,0.15735,76,613,0.12850,0.18620
1986,30-45 y.,Lower Secondary Level,At least once per month,0.05833,31,613,0.03976,0.07690
1986,30-45 y.,Lower Secondary Level,Seldom,0.10910,58,613,0.08440,0.13380
1986,30-45 y.,Lower Secondary Level,Never,0.67522,448,613,0.63812,0.71232
1986,30-45 y.,Upper Secondary Level,At least once per week,0.29177,437,1647,0.26981,0.31373
1986,30-45 y.,Upper Secondary Level,At least once per month,0.07315,118,1647,0.06058,0.08573
1986,30-45 y.,Upper Secondary Level,Seldom,0.17272,268,1647,0.15446,0.19098
1986,30-45 y.,Upper Secondary Level,Never,0.46236,824,1647,0.43827,0.48644
1986,30-45 y.,Post-secondary Non-tertiary Level,Never,0.35148,47,47,0.21351,0.48946
1986,30-45 y.,First Stage of Tertiary Education,At least once per week,0.34204,73,194,0.27511,0.40897
1986,30-45 y.,First Stage of Tertiary Education,Seldom,0.23158,46,194,0.17207,0.29110
1986,30-45 y.,First Stage of Tertiary Education,Never,0.34059,75,194,0.27373,0.40745
1986,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.43973,165,374,0.38935,0.49010
1986,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.13036,43,374,0.09619,0.16453
1986,30-45 y.,Second Stage of Tertiary Education,Seldom,0.14731,58,374,0.11134,0.18328
1986,30-45 y.,Second Stage of Tertiary Education,Never,0.28260,108,374,0.23691,0.32830
1986,46-65 y.,Primary Level,Never,0.91052,293,293,0.87778,0.94326
1986,46-65 y.,Lower Secondary Level,At least once per week,0.12144,98,911,0.10021,0.14266
1986,46-65 y.,Lower Secondary Level,Seldom,0.03332,38,911,0.02166,0.04499
1986,46-65 y.,Lower Secondary Level,Never,0.81926,775,911,0.79426,0.84426
1986,46-65 y.,Upper Secondary Level,At least once per week,0.17497,234,1440,0.15534,0.19461
1986,46-65 y.,Upper Secondary Level,At least once per month,0.03830,60,1440,0.02838,0.04822
1986,46-65 y.,Upper Secondary Level,Seldom,0.08091,119,1440,0.06682,0.09500
1986,46-65 y.,Upper Secondary Level,Never,0.70582,1027,1440,0.68228,0.72936
1986,46-65 y.,Post-secondary Non-tertiary Level,Never,0.52645,32,32,0.35069,0.70222
1986,46-65 y.,First Stage of Tertiary Education,At least once per week,0.25866,48,152,0.18882,0.32851
1986,46-65 y.,First Stage of Tertiary Education,Never,0.56055,104,152,0.48139,0.63971
1986,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.34741,81,184,0.27842,0.41639
1986,46-65 y.,Second Stage of Tertiary Education,Never,0.48040,103,184,0.40801,0.55279
1986,66 and older,Lower Secondary Level,Never,0.92709,358,358,0.90012,0.95406
1986,66 and older,Upper Secondary Level,At least once per week,0.07164,37,454,0.04789,0.09539
1986,66 and older,Upper Secondary Level,Never,0.90222,417,454,0.87487,0.92957
1986,66 and older,First Stage of Tertiary Education,Never,0.88118,62,62,0.79997,0.96238
1986,66 and older,Second Stage of Tertiary Education,Never,0.63529,33,33,0.46851,0.80207
1988,17-29 y.,No answer / don't know,At least once per week,0.43021,33,75,0.31740,0.54301
1988,17-29 y.,No answer / don't know,Never,0.35579,42,75,0.24671,0.46487
1988,17-29 y.,Pre-primary Level,At least once per week,0.70965,116,116,0.62669,0.79262
1988,17-29 y.,Primary Level,Never,0.64710,85,85,0.54490,0.74929
1988,17-29 y.,Lower Secondary Level,At least once per week,0.38641,335,911,0.35477,0.41804
1988,17-29 y.,Lower Secondary Level,At least once per month,0.06525,70,911,0.04920,0.08129
1988,17-29 y.,Lower Secondary Level,Seldom,0.19724,156,911,0.17139,0.22309
1988,17-29 y.,Lower Secondary Level,Never,0.35111,350,911,0.32009,0.38212
1988,17-29 y.,Upper Secondary Level,At least once per week,0.37782,465,1307,0.35152,0.40411
1988,17-29 y.,Upper Secondary Level,At least once per month,0.08338,103,1307,0.06839,0.09837
1988,17-29 y.,Upper Secondary Level,Seldom,0.22061,290,1307,0.19812,0.24310
1988,17-29 y.,Upper Secondary Level,Never,0.31819,449,1307,0.29293,0.34346
1988,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.40338,45,76,0.29235,0.51441
1988,17-29 y.,Post-secondary Non-tertiary Level,Never,0.27493,31,76,0.17388,0.37598
1988,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.46354,32,32,0.28799,0.63908
1988,30-45 y.,Primary Level,Never,0.78171,206,206,0.72517,0.83826
1988,30-45 y.,Lower Secondary Level,At least once per week,0.18129,78,511,0.14786,0.21473
1988,30-45 y.,Lower Secondary Level,Seldom,0.15104,69,511,0.11996,0.18212
1988,30-45 y.,Lower Secondary Level,Never,0.62714,364,511,0.58517,0.66911
1988,30-45 y.,Upper Secondary Level,At least once per week,0.28930,402,1484,0.26623,0.31238
1988,30-45 y.,Upper Secondary Level,At least once per month,0.07136,101,1484,0.05826,0.08447
1988,30-45 y.,Upper Secondary Level,Seldom,0.20287,272,1484,0.18241,0.22334
1988,30-45 y.,Upper Secondary Level,Never,0.43646,709,1484,0.41122,0.46170
1988,30-45 y.,Post-secondary Non-tertiary Level,Never,0.32398,43,43,0.18244,0.46552
1988,30-45 y.,First Stage of Tertiary Education,At least once per week,0.35809,78,196,0.29080,0.42539
1988,30-45 y.,First Stage of Tertiary Education,Seldom,0.25264,51,196,0.19165,0.31363
1988,30-45 y.,First Stage of Tertiary Education,Never,0.31459,67,196,0.24941,0.37977
1988,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.45213,153,318,0.39734,0.50692
1988,30-45 y.,Second Stage of Tertiary Education,Seldom,0.21308,77,318,0.16800,0.25816
1988,30-45 y.,Second Stage of Tertiary Education,Never,0.25334,88,318,0.20546,0.30122
1988,46-65 y.,Primary Level,Never,0.95128,291,291,0.92651,0.97606
1988,46-65 y.,Lower Secondary Level,At least once per week,0.10996,82,847,0.08888,0.13104
1988,46-65 y.,Lower Secondary Level,Seldom,0.04037,36,847,0.02711,0.05364
1988,46-65 y.,Lower Secondary Level,Never,0.81558,729,847,0.78944,0.84171
1988,46-65 y.,Upper Secondary Level,At least once per week,0.19960,258,1404,0.17868,0.22051
1988,46-65 y.,Upper Secondary Level,At least once per month,0.04624,59,1404,0.03525,0.05723
1988,46-65 y.,Upper Secondary Level,Seldom,0.09811,133,1404,0.08254,0.11367
1988,46-65 y.,Upper Secondary Level,Never,0.65606,954,1404,0.63120,0.68091
1988,46-65 y.,Post-secondary Non-tertiary Level,Never,0.58615,34,34,0.41810,0.75419
1988,46-65 y.,First Stage of Tertiary Education,At least once per week,0.22896,43,137,0.15834,0.29957
1988,46-65 y.,First Stage of Tertiary Education,Never,0.53831,94,137,0.45452,0.62210
1988,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.35597,87,213,0.29151,0.42042
1988,46-65 y.,Second Stage of Tertiary Education,Seldom,0.15990,34,213,0.11056,0.20923
1988,46-65 y.,Second Stage of Tertiary Education,Never,0.42573,92,213,0.35917,0.49229
1988,66 and older,Lower Secondary Level,Never,0.89024,332,332,0.85657,0.92392
1988,66 and older,Upper Secondary Level,At least once per week,0.08702,45,460,0.06123,0.11280
1988,66 and older,Upper Secondary Level,Never,0.85321,415,460,0.82083,0.88558
1988,66 and older,First Stage of Tertiary Education,Never,0.79553,55,55,0.68796,0.90310
1988,66 and older,Second Stage of Tertiary Education,Never,0.70556,39,39,0.56064,0.85048
1990,17-29 y.,No answer / don't know,At least once per week,0.43331,33,66,0.31284,0.55378
1990,17-29 y.,No answer / don't know,Never,0.18336,33,66,0.08929,0.27743
1990,17-29 y.,Pre-primary Level,At least once per week,0.70216,125,125,0.62166,0.78265
1990,17-29 y.,Primary Level,Never,0.48295,69,69,0.36418,0.60172
1990,17-29 y.,Lower Secondary Level,At least once per week,0.39181,337,970,0.36107,0.42254
1990,17-29 y.,Lower Secondary Level,At least once per month,0.10505,99,970,0.08574,0.12435
1990,17-29 y.,Lower Secondary Level,Seldom,0.23683,218,970,0.21006,0.26360
1990,17-29 y.,Lower Secondary Level,Never,0.26632,316,970,0.23849,0.29415
1990,17-29 y.,Upper Secondary Level,At least once per week,0.35135,617,1954,0.33018,0.37252
1990,17-29 y.,Upper Secondary Level,At least once per month,0.10183,186,1954,0.08842,0.11525
1990,17-29 y.,Upper Secondary Level,Seldom,0.24930,442,1954,0.23011,0.26848
1990,17-29 y.,Upper Secondary Level,Never,0.29752,709,1954,0.27724,0.31780
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.46912,67,149,0.38872,0.54952
1990,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.25685,44,149,0.18646,0.32724
1990,17-29 y.,Post-secondary Non-tertiary Level,Never,0.17684,38,149,0.11537,0.23831
1990,17-29 y.,First Stage of Tertiary Education,At least once per week,0.47440,45,45,0.32685,0.62195
1990,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.38065,70,215,0.31560,0.44571
1990,17-29 y.,Second Stage of Tertiary Education,Seldom,0.21592,47,215,0.16080,0.27105
1990,17-29 y.,Second Stage of Tertiary Education,Never,0.34282,98,215,0.27922,0.40641
1990,30-45 y.,Primary Level,Never,0.73735,153,153,0.66738,0.80731
1990,30-45 y.,Lower Secondary Level,At least once per week,0.18478,82,527,0.15161,0.21795
1990,30-45 y.,Lower Secondary Level,At least once per month,0.09012,35,527,0.06565,0.11459
1990,30-45 y.,Lower Secondary Level,Seldom,0.19244,86,527,0.15875,0.22613
1990,30-45 y.,Lower Secondary Level,Never,0.53266,324,527,0.49002,0.57530
1990,30-45 y.,Upper Secondary Level,At least once per week,0.30811,558,2249,0.28902,0.32720
1990,30-45 y.,Upper Secondary Level,At least once per month,0.09484,161,2249,0.08273,0.10695
1990,30-45 y.,Upper Secondary Level,Seldom,0.24806,492,2249,0.23021,0.26591
1990,30-45 y.,Upper Secondary Level,Never,0.34899,1038,2249,0.32929,0.36869
1990,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.48489,51,92,0.38221,0.58758
1990,30-45 y.,Post-secondary Non-tertiary Level,Never,0.21383,41,92,0.12959,0.29807
1990,30-45 y.,First Stage of Tertiary Education,At least once per week,0.35041,91,268,0.29318,0.40764
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.28317,78,268,0.22912,0.33721
1990,30-45 y.,First Stage of Tertiary Education,Never,0.25168,99,268,0.19963,0.30374
1990,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.37560,240,804,0.34210,0.40909
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.10009,69,804,0.07933,0.12085
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.25188,205,804,0.22186,0.28191
1990,30-45 y.,Second Stage of Tertiary Education,Never,0.27243,290,804,0.24164,0.30322
1990,46-65 y.,Primary Level,Never,0.89291,263,263,0.85547,0.93036
1990,46-65 y.,Lower Secondary Level,At least once per week,0.12562,99,942,0.10444,0.14679
1990,46-65 y.,Lower Secondary Level,At least once per month,0.03482,33,942,0.02311,0.04653
1990,46-65 y.,Lower Secondary Level,Seldom,0.14017,113,942,0.11798,0.16235
1990,46-65 y.,Lower Secondary Level,Never,0.69940,697,942,0.67010,0.72870
1990,46-65 y.,Upper Secondary Level,At least once per week,0.20756,343,2084,0.19014,0.22498
1990,46-65 y.,Upper Secondary Level,At least once per month,0.07454,134,2084,0.06326,0.08582
1990,46-65 y.,Upper Secondary Level,Seldom,0.16569,294,2084,0.14973,0.18166
1990,46-65 y.,Upper Secondary Level,Never,0.55221,1313,2084,0.53085,0.57356
1990,46-65 y.,Post-secondary Non-tertiary Level,Never,0.48034,32,32,0.30447,0.65622
1990,46-65 y.,First Stage of Tertiary Education,At least once per week,0.22584,50,233,0.17204,0.27965
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.23588,49,233,0.18125,0.29052
1990,46-65 y.,First Stage of Tertiary Education,Never,0.43691,134,233,0.37308,0.50073
1990,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.31769,150,526,0.27787,0.35752
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.08447,33,526,0.06068,0.10825
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.19920,96,526,0.16504,0.23337
1990,46-65 y.,Second Stage of Tertiary Education,Never,0.39864,247,526,0.35676,0.44052
1990,66 and older,Lower Secondary Level,At least once per week,0.07356,35,486,0.05032,0.09679
1990,66 and older,Lower Secondary Level,Never,0.88966,451,486,0.86178,0.91755
1990,66 and older,Upper Secondary Level,At least once per week,0.09587,65,655,0.07331,0.11844
1990,66 and older,Upper Secondary Level,Seldom,0.08137,51,655,0.06042,0.10233
1990,66 and older,Upper Secondary Level,Never,0.78119,539,655,0.74951,0.81288
1990,66 and older,First Stage of Tertiary Education,Never,0.79529,80,80,0.70632,0.88427
1990,66 and older,Second Stage of Tertiary Education,Never,0.58724,68,68,0.46935,0.70513
1992,17-29 y.,No answer / don't know,Never,0.28252,47,47,0.15241,0.41263
1992,17-29 y.,Pre-primary Level,At least once per week,0.65941,117,117,0.57317,0.74566
1992,17-29 y.,Primary Level,Never,0.60631,75,75,0.49499,0.71763
1992,17-29 y.,Lower Secondary Level,At least once per week,0.35141,298,913,0.32043,0.38240
1992,17-29 y.,Lower Secondary Level,At least once per month,0.08203,81,913,0.06422,0.09984
1992,17-29 y.,Lower Secondary Level,Seldom,0.21803,200,913,0.19123,0.24482
1992,17-29 y.,Lower Secondary Level,Never,0.34853,334,913,0.31761,0.37946
1992,17-29 y.,Upper Secondary Level,At least once per week,0.35907,584,1743,0.33654,0.38160
1992,17-29 y.,Upper Secondary Level,At least once per month,0.09065,159,1743,0.07716,0.10413
1992,17-29 y.,Upper Secondary Level,Seldom,0.22644,394,1743,0.20679,0.24610
1992,17-29 y.,Upper Secondary Level,Never,0.32384,606,1743,0.30186,0.34581
1992,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.48943,75,147,0.40834,0.57052
1992,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.18443,35,147,0.12152,0.24734
1992,17-29 y.,Post-secondary Non-tertiary Level,Never,0.21148,37,147,0.14524,0.27772
1992,17-29 y.,First Stage of Tertiary Education,At least once per week,0.52601,44,44,0.37677,0.67526
1992,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.42493,60,152,0.34609,0.50378
1992,17-29 y.,Second Stage of Tertiary Education,Seldom,0.17146,33,152,0.11134,0.23158
1992,17-29 y.,Second Stage of Tertiary Education,Never,0.29535,59,152,0.22259,0.36812
1992,30-45 y.,Primary Level,Never,0.81373,157,157,0.75264,0.87483
1992,30-45 y.,Lower Secondary Level,At least once per week,0.13254,50,456,0.10138,0.16370
1992,30-45 y.,Lower Secondary Level,Seldom,0.22986,89,456,0.19120,0.26852
1992,30-45 y.,Lower Secondary Level,Never,0.58965,317,456,0.54445,0.63485
1992,30-45 y.,Upper Secondary Level,At least once per week,0.23955,455,2241,0.22187,0.25722
1992,30-45 y.,Upper Secondary Level,At least once per month,0.07400,135,2241,0.06316,0.08484
1992,30-45 y.,Upper Secondary Level,Seldom,0.23076,493,2241,0.21331,0.24821
1992,30-45 y.,Upper Secondary Level,Never,0.45569,1158,2241,0.43506,0.47631
1992,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.30097,35,120,0.21856,0.38338
1992,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.29387,35,120,0.21203,0.37572
1992,30-45 y.,Post-secondary Non-tertiary Level,Never,0.29744,50,120,0.21531,0.37958
1992,30-45 y.,First Stage of Tertiary Education,At least once per week,0.27082,72,279,0.21858,0.32306
1992,30-45 y.,First Stage of Tertiary Education,Seldom,0.25780,80,279,0.20638,0.30922
1992,30-45 y.,First Stage of Tertiary Education,Never,0.32569,127,279,0.27060,0.38078
1992,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.35004,232,825,0.31747,0.38261
1992,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.10418,61,825,0.08332,0.12504
1992,30-45 y.,Second Stage of Tertiary Education,Seldom,0.25625,224,825,0.22645,0.28606
1992,30-45 y.,Second Stage of Tertiary Education,Never,0.28952,308,825,0.25856,0.32049
1992,46-65 y.,Primary Level,Never,0.93666,250,250,0.90641,0.96691
1992,46-65 y.,Lower Secondary Level,At least once per week,0.10475,82,834,0.08395,0.12554
1992,46-65 y.,Lower Secondary Level,Seldom,0.07457,53,834,0.05673,0.09241
1992,46-65 y.,Lower Secondary Level,Never,0.78557,699,834,0.75770,0.81344
1992,46-65 y.,Upper Secondary Level,At least once per week,0.17434,283,1919,0.15736,0.19132
1992,46-65 y.,Upper Secondary Level,At least once per month,0.04570,73,1919,0.03635,0.05504
1992,46-65 y.,Upper Secondary Level,Seldom,0.12389,213,1919,0.10915,0.13863
1992,46-65 y.,Upper Secondary Level,Never,0.65607,1350,1919,0.63481,0.67733
1992,46-65 y.,Post-secondary Non-tertiary Level,Never,0.61015,39,39,0.45508,0.76522
1992,46-65 y.,First Stage of Tertiary Education,At least once per week,0.22733,50,241,0.17431,0.28035
1992,46-65 y.,First Stage of Tertiary Education,Seldom,0.19109,47,241,0.14134,0.24083
1992,46-65 y.,First Stage of Tertiary Education,Never,0.53609,144,241,0.47299,0.59918
1992,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.27081,133,516,0.23243,0.30919
1992,46-65 y.,Second Stage of Tertiary Education,Seldom,0.16110,100,516,0.12934,0.19285
1992,46-65 y.,Second Stage of Tertiary Education,Never,0.51714,283,516,0.47399,0.56030
1992,66 and older,Lower Secondary Level,At least once per week,0.07759,31,449,0.05282,0.10236
1992,66 and older,Lower Secondary Level,Never,0.89301,418,449,0.86439,0.92164
1992,66 and older,Upper Secondary Level,At least once per week,0.09983,66,656,0.07687,0.12279
1992,66 and older,Upper Secondary Level,Never,0.85433,590,656,0.82732,0.88135
1992,66 and older,First Stage of Tertiary Education,Never,0.82496,77,77,0.73952,0.91039
1992,66 and older,Second Stage of Tertiary Education,Never,0.73689,78,78,0.63854,0.83524
1994,17-29 y.,No answer / don't know,At least once per week,0.37044,38,87,0.26837,0.47251
1994,17-29 y.,No answer / don't know,Never,0.31122,49,87,0.21337,0.40908
1994,17-29 y.,Pre-primary Level,At least once per week,0.62609,131,217,0.56156,0.69061
1994,17-29 y.,Pre-primary Level,Seldom,0.16409,48,217,0.11470,0.21349
1994,17-29 y.,Pre-primary Level,Never,0.12707,38,217,0.08265,0.17148
1994,17-29 y.,Primary Level,Never,0.63213,60,60,0.50908,0.75518
1994,17-29 y.,Lower Secondary Level,At least once per week,0.34830,230,756,0.31431,0.38228
1994,17-29 y.,Lower Secondary Level,At least once per month,0.10859,87,756,0.08640,0.13079
1994,17-29 y.,Lower Secondary Level,Seldom,0.23249,183,756,0.20236,0.26262
1994,17-29 y.,Lower Secondary Level,Never,0.31062,256,756,0.27761,0.34363
1994,17-29 y.,Upper Secondary Level,At least once per week,0.35296,531,1641,0.32983,0.37609
1994,17-29 y.,Upper Secondary Level,At least once per month,0.09432,154,1641,0.08018,0.10847
1994,17-29 y.,Upper Secondary Level,Seldom,0.23793,411,1641,0.21732,0.25854
1994,17-29 y.,Upper Secondary Level,Never,0.31479,545,1641,0.29231,0.33727
1994,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.48361,78,159,0.40569,0.56153
1994,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.25385,42,159,0.18599,0.32172
1994,17-29 y.,Post-secondary Non-tertiary Level,Never,0.19847,39,159,0.13628,0.26067
1994,17-29 y.,First Stage of Tertiary Education,At least once per week,0.40698,39,71,0.29189,0.52207
1994,17-29 y.,First Stage of Tertiary Education,Seldom,0.28723,32,71,0.18123,0.39323
1994,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.44305,63,144,0.36163,0.52446
1994,17-29 y.,Second Stage of Tertiary Education,Seldom,0.22190,40,144,0.15379,0.29001
1994,17-29 y.,Second Stage of Tertiary Education,Never,0.21573,41,144,0.14831,0.28315
1994,30-45 y.,Primary Level,Never,0.83175,125,125,0.76591,0.89760
1994,30-45 y.,Lower Secondary Level,At least once per week,0.13975,50,413,0.10627,0.17323
1994,30-45 y.,Lower Secondary Level,Seldom,0.23662,80,413,0.19558,0.27766
1994,30-45 y.,Lower Secondary Level,Never,0.57169,283,413,0.52390,0.61947
1994,30-45 y.,Upper Secondary Level,At least once per week,0.22545,444,2211,0.20803,0.24288
1994,30-45 y.,Upper Secondary Level,At least once per month,0.06091,128,2211,0.05094,0.07088
1994,30-45 y.,Upper Secondary Level,Seldom,0.26202,521,2211,0.24369,0.28035
1994,30-45 y.,Upper Secondary Level,Never,0.45161,1118,2211,0.43087,0.47236
1994,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.39500,47,136,0.31254,0.47747
1994,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.23499,31,136,0.16347,0.30651
1994,30-45 y.,Post-secondary Non-tertiary Level,Never,0.26485,58,136,0.19042,0.33929
1994,30-45 y.,First Stage of Tertiary Education,At least once per week,0.26262,79,278,0.21080,0.31444
1994,30-45 y.,First Stage of Tertiary Education,Seldom,0.31038,84,278,0.25590,0.36486
1994,30-45 y.,First Stage of Tertiary Education,Never,0.31968,115,278,0.26476,0.37460
