"pli0092_h","year","bildungsniveau","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Taeglich","1997","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","1997","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","1997","Realschule","Staedtischer Raum","","","",""
"Taeglich","1997","Realschule","Laendlicher Raum","","","",""
"Taeglich","1997","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","1997","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","1997","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","1997","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Staedtischer Raum","137","0.304222944895894","0.268239784596874","0.340206105194913"
"Min 1x pro Woche","1997","(noch) kein Abschluss","Laendlicher Raum","61","0.368301395666194","0.300774513767628","0.435828277564761"
"Min 1x pro Woche","1997","Hauptschule","Staedtischer Raum","646","0.176300775353603","0.164155740415376","0.188445810291831"
"Min 1x pro Woche","1997","Hauptschule","Laendlicher Raum","248","0.151291659076976","0.135213155236274","0.167370162917679"
"Min 1x pro Woche","1997","Realschule","Staedtischer Raum","551","0.333457712473519","0.311125567013858","0.355789857933181"
"Min 1x pro Woche","1997","Realschule","Laendlicher Raum","277","0.22592835679199","0.203529092535623","0.248327621048357"
"Min 1x pro Woche","1997","(Fach-)Abitur","Staedtischer Raum","282","0.373914342681082","0.340067652801874","0.407761032560291"
"Min 1x pro Woche","1997","(Fach-)Abitur","Laendlicher Raum","87","0.463104488365393","0.397950468832141","0.528258507898645"
"Min 1x pro Woche","1997","AkademikerIn","Staedtischer Raum","411","0.397730988814277","0.368768575222752","0.426693402405803"
"Min 1x pro Woche","1997","AkademikerIn","Laendlicher Raum","171","0.305266090225544","0.270238312744856","0.340293867706233"
"Min 1x pro Monat","1997","(noch) kein Abschluss","Staedtischer Raum","30","0.0633821234457806","0.0443260734779784","0.0824381734135828"
"Min 1x pro Monat","1997","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Min 1x pro Monat","1997","Hauptschule","Staedtischer Raum","180","0.0438231765259865","0.0372992605005908","0.0503470925513822"
"Min 1x pro Monat","1997","Hauptschule","Laendlicher Raum","100","0.0486766371203734","0.0390209480903164","0.0583323261504304"
"Min 1x pro Monat","1997","Realschule","Staedtischer Raum","117","0.0593223388782955","0.0481324503827658","0.0705122273738253"
"Min 1x pro Monat","1997","Realschule","Laendlicher Raum","93","0.0783347801961445","0.0639427614286851","0.092726798963604"
"Min 1x pro Monat","1997","(Fach-)Abitur","Staedtischer Raum","74","0.0969505967512014","0.076251839993937","0.117649353508466"
"Min 1x pro Monat","1997","(Fach-)Abitur","Laendlicher Raum","21","","",""
"Min 1x pro Monat","1997","AkademikerIn","Staedtischer Raum","82","0.0715188359587555","0.0562698296283372","0.0867678422891737"
"Min 1x pro Monat","1997","AkademikerIn","Laendlicher Raum","31","0.0399080097079602","0.0250195246570341","0.0547964947588863"
"Seltener","1997","(noch) kein Abschluss","Staedtischer Raum","83","0.13232184228505","0.105820774615436","0.158822909954665"
"Seltener","1997","(noch) kein Abschluss","Laendlicher Raum","46","0.204915590413437","0.148407038914963","0.261424141911911"
"Seltener","1997","Hauptschule","Staedtischer Raum","575","0.152174001003663","0.140726493850071","0.163621508157255"
"Seltener","1997","Hauptschule","Laendlicher Raum","294","0.141496221780278","0.125857457524137","0.157134986036418"
"Seltener","1997","Realschule","Staedtischer Raum","378","0.214772903529843","0.195320037585906","0.234225769473781"
"Seltener","1997","Realschule","Laendlicher Raum","377","0.273873779384297","0.249988017981846","0.297759540786749"
"Seltener","1997","(Fach-)Abitur","Staedtischer Raum","173","0.23652470814349","0.206797849799527","0.266251566487453"
"Seltener","1997","(Fach-)Abitur","Laendlicher Raum","58","0.197619356296852","0.145588401701284","0.24965031089242"
"Seltener","1997","AkademikerIn","Staedtischer Raum","237","0.190428417592913","0.167193652605059","0.213663182580767"
"Seltener","1997","AkademikerIn","Laendlicher Raum","171","0.23324330870633","0.201077280722955","0.265409336689704"
"Nie","1997","(noch) kein Abschluss","Staedtischer Raum","378","0.500073089373275","0.460967551038825","0.539178627707725"
"Nie","1997","(noch) kein Abschluss","Laendlicher Raum","81","0.389622166612529","0.321350381193017","0.457893952032041"
"Nie","1997","Hauptschule","Staedtischer Raum","2381","0.627702047116747","0.612295354235497","0.643108739997997"
"Nie","1997","Hauptschule","Laendlicher Raum","1266","0.658535482022373","0.637257948330776","0.679813015713969"
"Nie","1997","Realschule","Staedtischer Raum","666","0.392447045118342","0.369316875833194","0.415577214403489"
"Nie","1997","Realschule","Laendlicher Raum","592","0.421863083627569","0.395411059218557","0.44831510803658"
"Nie","1997","(Fach-)Abitur","Staedtischer Raum","256","0.292610352424227","0.260783956867855","0.324436747980598"
"Nie","1997","(Fach-)Abitur","Laendlicher Raum","59","0.246774567439479","0.190440706242387","0.30310842863657"
"Nie","1997","AkademikerIn","Staedtischer Raum","367","0.340321757634054","0.312283197006103","0.368360318262006"
"Nie","1997","AkademikerIn","Laendlicher Raum","291","0.421582591360166","0.38402254984935","0.459142632870982"
"Taeglich","1998","(noch) kein Abschluss","Staedtischer Raum","36","0.0828786435579879","0.0611772827863542","0.104580004329622"
"Taeglich","1998","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Taeglich","1998","Hauptschule","Staedtischer Raum","132","0.0292370230296723","0.0240529780090146","0.0344210680503299"
"Taeglich","1998","Hauptschule","Laendlicher Raum","67","0.0388028266689829","0.0305052748118673","0.0471003785260985"
"Taeglich","1998","Realschule","Staedtischer Raum","107","0.0545670111366575","0.0443621016739658","0.0647719205993492"
"Taeglich","1998","Realschule","Laendlicher Raum","69","0.0527927287341662","0.0413183280358904","0.0642671294324419"
"Taeglich","1998","(Fach-)Abitur","Staedtischer Raum","71","0.0857461749900736","0.0673410834635097","0.104151266516638"
"Taeglich","1998","(Fach-)Abitur","Laendlicher Raum","17","","",""
"Taeglich","1998","AkademikerIn","Staedtischer Raum","92","0.0821761991550247","0.066822082621072","0.0975303156889774"
"Taeglich","1998","AkademikerIn","Laendlicher Raum","38","0.0685800878298417","0.0501829244459666","0.0869772512137168"
"Min 1x pro Woche","1998","(noch) kein Abschluss","Staedtischer Raum","134","0.273450605502331","0.23836538069973","0.308535830304931"
"Min 1x pro Woche","1998","(noch) kein Abschluss","Laendlicher Raum","65","0.3328042123259","0.267334172070672","0.398274252581127"
"Min 1x pro Woche","1998","Hauptschule","Staedtischer Raum","689","0.18737308141791","0.175365797251056","0.199380365584765"
"Min 1x pro Woche","1998","Hauptschule","Laendlicher Raum","291","0.145281515827215","0.130141414552851","0.160421617101578"
"Min 1x pro Woche","1998","Realschule","Staedtischer Raum","589","0.320343875618892","0.299379519569113","0.341308231668672"
"Min 1x pro Woche","1998","Realschule","Laendlicher Raum","357","0.265908567100094","0.243238036344499","0.288579097855689"
"Min 1x pro Woche","1998","(Fach-)Abitur","Staedtischer Raum","272","0.326400501159346","0.295577601202871","0.357223401115822"
"Min 1x pro Woche","1998","(Fach-)Abitur","Laendlicher Raum","87","0.367700772056567","0.307930300344643","0.427471243768491"
"Min 1x pro Woche","1998","AkademikerIn","Staedtischer Raum","420","0.358771192988345","0.331955597587544","0.385586788389146"
"Min 1x pro Woche","1998","AkademikerIn","Laendlicher Raum","183","0.266090270941132","0.233922948819871","0.298257593062392"
"Min 1x pro Monat","1998","(noch) kein Abschluss","Staedtischer Raum","29","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Min 1x pro Monat","1998","Hauptschule","Staedtischer Raum","248","0.059566235199657","0.0522832442568501","0.0668492261424638"
"Min 1x pro Monat","1998","Hauptschule","Laendlicher Raum","119","0.0528730216399383","0.0432583773829194","0.0624876658969572"
"Min 1x pro Monat","1998","Realschule","Staedtischer Raum","197","0.0928633475209788","0.0798230583592638","0.105903636682694"
"Min 1x pro Monat","1998","Realschule","Laendlicher Raum","116","0.078280507812751","0.0644974160298763","0.0920635995956257"
"Min 1x pro Monat","1998","(Fach-)Abitur","Staedtischer Raum","106","0.130075675303781","0.107963269671305","0.152188080936256"
"Min 1x pro Monat","1998","(Fach-)Abitur","Laendlicher Raum","25","","",""
"Min 1x pro Monat","1998","AkademikerIn","Staedtischer Raum","128","0.11246114603118","0.0947980394641895","0.13012425259817"
"Min 1x pro Monat","1998","AkademikerIn","Laendlicher Raum","67","0.0890308640673805","0.0683007728326298","0.109760955302131"
"Seltener","1998","(noch) kein Abschluss","Staedtischer Raum","75","0.123415759874093","0.0975256206299185","0.149305899118268"
"Seltener","1998","(noch) kein Abschluss","Laendlicher Raum","32","0.172088928352629","0.119645646321487","0.224532210383771"
"Seltener","1998","Hauptschule","Staedtischer Raum","746","0.173962306111674","0.16229761889013","0.185626993333219"
"Seltener","1998","Hauptschule","Laendlicher Raum","436","0.197497460479918","0.180392738623222","0.214602182336613"
"Seltener","1998","Realschule","Staedtischer Raum","489","0.242268059405033","0.223017889174077","0.261518229635988"
"Seltener","1998","Realschule","Laendlicher Raum","462","0.310065064355155","0.28633215768272","0.33379797102759"
"Seltener","1998","(Fach-)Abitur","Staedtischer Raum","218","0.22246036240578","0.195121225510484","0.249799499301076"
"Seltener","1998","(Fach-)Abitur","Laendlicher Raum","69","0.288146932660587","0.232005916717995","0.344287948603179"
"Seltener","1998","AkademikerIn","Staedtischer Raum","298","0.209386299813356","0.186639073491943","0.232133526134768"
"Seltener","1998","AkademikerIn","Laendlicher Raum","213","0.26886189731416","0.236588593528798","0.301135201099522"
"Nie","1998","(noch) kein Abschluss","Staedtischer Raum","346","0.470838320367724","0.431548292187685","0.510128348547764"
"Nie","1998","(noch) kein Abschluss","Laendlicher Raum","77","0.352038317912957","0.285680639486508","0.418395996339406"
"Nie","1998","Hauptschule","Staedtischer Raum","2242","0.549861354241086","0.534552406664991","0.565170301817181"
"Nie","1998","Hauptschule","Laendlicher Raum","1168","0.565545175383946","0.544248195826167","0.586842154941725"
"Nie","1998","Realschule","Staedtischer Raum","521","0.289957706318439","0.269571419324557","0.31034399331232"
"Nie","1998","Realschule","Laendlicher Raum","455","0.292953131997835","0.269600081457672","0.316306182537997"
"Nie","1998","(Fach-)Abitur","Staedtischer Raum","222","0.23531728614102","0.207432664085534","0.263201908196506"
"Nie","1998","(Fach-)Abitur","Laendlicher Raum","52","0.193976075131215","0.144961399038254","0.242990751224175"
"Nie","1998","AkademikerIn","Staedtischer Raum","291","0.237205162012095","0.213423725189837","0.260986598834352"
"Nie","1998","AkademikerIn","Laendlicher Raum","224","0.307436879847486","0.273848678323746","0.341025081371227"
"Taeglich","1999","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","1999","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","1999","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","1999","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","1999","Realschule","Staedtischer Raum","","","",""
"Taeglich","1999","Realschule","Laendlicher Raum","","","",""
"Taeglich","1999","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","1999","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","1999","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","1999","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Staedtischer Raum","141","0.301964576869189","0.265411115355906","0.338518038382472"
"Min 1x pro Woche","1999","(noch) kein Abschluss","Laendlicher Raum","63","0.370123900064884","0.299587552423247","0.440660247706522"
"Min 1x pro Woche","1999","Hauptschule","Staedtischer Raum","656","0.175628539577902","0.163723177428292","0.187533901727511"
"Min 1x pro Woche","1999","Hauptschule","Laendlicher Raum","286","0.14984525167842","0.134307373868549","0.165383129488291"
"Min 1x pro Woche","1999","Realschule","Staedtischer Raum","605","0.331571563836523","0.310336029492852","0.352807098180195"
"Min 1x pro Woche","1999","Realschule","Laendlicher Raum","368","0.279888765108836","0.25696996506564","0.302807565152033"
"Min 1x pro Woche","1999","(Fach-)Abitur","Staedtischer Raum","306","0.370075190139214","0.337917970847325","0.402232409431103"
"Min 1x pro Woche","1999","(Fach-)Abitur","Laendlicher Raum","91","0.406175553289891","0.346131851947426","0.466219254632356"
"Min 1x pro Woche","1999","AkademikerIn","Staedtischer Raum","469","0.405787500333919","0.378289553315489","0.43328544735235"
"Min 1x pro Woche","1999","AkademikerIn","Laendlicher Raum","190","0.302794161547862","0.269092350356616","0.336495972739107"
"Min 1x pro Monat","1999","(noch) kein Abschluss","Staedtischer Raum","28","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Min 1x pro Monat","1999","Hauptschule","Staedtischer Raum","221","0.04961191518986","0.0428178911475411","0.0564059392321788"
"Min 1x pro Monat","1999","Hauptschule","Laendlicher Raum","96","0.0471434065144588","0.0379167262982388","0.0563700867306788"
"Min 1x pro Monat","1999","Realschule","Staedtischer Raum","148","0.0809476847215471","0.0686444466301344","0.0932509228129599"
"Min 1x pro Monat","1999","Realschule","Laendlicher Raum","104","0.0732406450997077","0.0599404222127601","0.0865408679866552"
"Min 1x pro Monat","1999","(Fach-)Abitur","Staedtischer Raum","85","0.0917373340825022","0.0725122638918714","0.110962404273133"
"Min 1x pro Monat","1999","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Min 1x pro Monat","1999","AkademikerIn","Staedtischer Raum","116","0.0872353080636656","0.0714335425731282","0.103037073554203"
"Min 1x pro Monat","1999","AkademikerIn","Laendlicher Raum","42","0.0531059833124365","0.0366576689149353","0.0695542977099378"
"Seltener","1999","(noch) kein Abschluss","Staedtischer Raum","85","0.153315650134291","0.124629927847671","0.182001372420911"
"Seltener","1999","(noch) kein Abschluss","Laendlicher Raum","41","0.211178081950175","0.151553445552778","0.270802718347572"
"Seltener","1999","Hauptschule","Staedtischer Raum","632","0.150574195856224","0.13938441469998","0.161763977012468"
"Seltener","1999","Hauptschule","Laendlicher Raum","349","0.160607555085796","0.144623508740318","0.176591601431274"
"Seltener","1999","Realschule","Staedtischer Raum","461","0.223449812771133","0.204660025729025","0.242239599813242"
"Seltener","1999","Realschule","Laendlicher Raum","386","0.257809824024181","0.235478900655806","0.280140747392555"
"Seltener","1999","(Fach-)Abitur","Staedtischer Raum","221","0.24029383946142","0.211837221233573","0.268750457689268"
"Seltener","1999","(Fach-)Abitur","Laendlicher Raum","72","0.262271238503383","0.208493167449595","0.316049309557171"
"Seltener","1999","AkademikerIn","Staedtischer Raum","272","0.202247964128903","0.17975451336176","0.224741414896046"
"Seltener","1999","AkademikerIn","Laendlicher Raum","165","0.20731450532333","0.177579755725503","0.237049254921156"
"Nie","1999","(noch) kein Abschluss","Staedtischer Raum","352","0.493059790721189","0.453254578623861","0.532865002818518"
"Nie","1999","(noch) kein Abschluss","Laendlicher Raum","62","0.352879031943739","0.283069053934987","0.422689009952492"
"Nie","1999","Hauptschule","Staedtischer Raum","2415","0.624185349376014","0.609031351210588","0.63933934754144"
"Nie","1999","Hauptschule","Laendlicher Raum","1296","0.642403786721325","0.621538626765668","0.663268946676982"
"Nie","1999","Realschule","Staedtischer Raum","674","0.364030938670796","0.342327215665457","0.385734661676136"
"Nie","1999","Realschule","Laendlicher Raum","616","0.389060765767275","0.364171787069655","0.413949744464896"
"Nie","1999","(Fach-)Abitur","Staedtischer Raum","254","0.297893636316863","0.267434245546875","0.328353027086851"
"Nie","1999","(Fach-)Abitur","Laendlicher Raum","65","0.255313743783624","0.202004159524","0.308623328043247"
"Nie","1999","AkademikerIn","Staedtischer Raum","368","0.304729227473512","0.27895331261407","0.330505142332954"
"Nie","1999","AkademikerIn","Laendlicher Raum","317","0.436785349816372","0.400404738843079","0.473165960789665"
"Taeglich","2000","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","2000","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","2000","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","2000","Realschule","Staedtischer Raum","","","",""
"Taeglich","2000","Realschule","Laendlicher Raum","","","",""
"Taeglich","2000","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","2000","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","2000","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","2000","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","AkademikerIn","Laendlicher Raum","","","",""
"Seltener","2000","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Seltener","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Seltener","2000","Hauptschule","Staedtischer Raum","","","",""
"Seltener","2000","Hauptschule","Laendlicher Raum","","","",""
"Seltener","2000","Realschule","Staedtischer Raum","","","",""
"Seltener","2000","Realschule","Laendlicher Raum","","","",""
"Seltener","2000","(Fach-)Abitur","Staedtischer Raum","","","",""
"Seltener","2000","(Fach-)Abitur","Laendlicher Raum","","","",""
"Seltener","2000","AkademikerIn","Staedtischer Raum","","","",""
"Seltener","2000","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2000","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2000","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2000","Hauptschule","Staedtischer Raum","","","",""
"Nie","2000","Hauptschule","Laendlicher Raum","","","",""
"Nie","2000","Realschule","Staedtischer Raum","","","",""
"Nie","2000","Realschule","Laendlicher Raum","","","",""
"Nie","2000","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","2000","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","2000","AkademikerIn","Staedtischer Raum","","","",""
"Nie","2000","AkademikerIn","Laendlicher Raum","","","",""
"Taeglich","2001","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","2001","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","2001","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","2001","Realschule","Staedtischer Raum","","","",""
"Taeglich","2001","Realschule","Laendlicher Raum","","","",""
"Taeglich","2001","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","2001","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","2001","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","2001","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","Staedtischer Raum","230","0.392996509871744","0.354077628903926","0.431915390839561"
"Min 1x pro Woche","2001","(noch) kein Abschluss","Laendlicher Raum","107","0.383265616845032","0.323825378810045","0.442705854880019"
"Min 1x pro Woche","2001","Hauptschule","Staedtischer Raum","1130","0.188735780015317","0.178851202154594","0.19862035787604"
"Min 1x pro Woche","2001","Hauptschule","Laendlicher Raum","481","0.149927224554564","0.137689267206425","0.162165181902703"
"Min 1x pro Woche","2001","Realschule","Staedtischer Raum","1072","0.331265643476442","0.315293982387553","0.347237304565332"
"Min 1x pro Woche","2001","Realschule","Laendlicher Raum","628","0.280575827260606","0.262589946367539","0.298561708153674"
"Min 1x pro Woche","2001","(Fach-)Abitur","Staedtischer Raum","626","0.367217689098889","0.344235377932341","0.390200000265438"
"Min 1x pro Woche","2001","(Fach-)Abitur","Laendlicher Raum","198","0.398220258131489","0.356104476161531","0.440336040101448"
"Min 1x pro Woche","2001","AkademikerIn","Staedtischer Raum","985","0.403028715585749","0.383445487347351","0.422611943824146"
"Min 1x pro Woche","2001","AkademikerIn","Laendlicher Raum","372","0.360781346265192","0.332593790735247","0.388968901795136"
"Min 1x pro Monat","2001","(noch) kein Abschluss","Staedtischer Raum","31","0.0534631282016821","0.0355378314121755","0.0713884249911887"
"Min 1x pro Monat","2001","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Min 1x pro Monat","2001","Hauptschule","Staedtischer Raum","266","0.0440541163831272","0.0388701790064638","0.0492380537597906"
"Min 1x pro Monat","2001","Hauptschule","Laendlicher Raum","140","0.0384607073079695","0.0318684707672684","0.0450529438486707"
"Min 1x pro Monat","2001","Realschule","Staedtischer Raum","253","0.082610079902393","0.0732683227516587","0.0919518370531274"
"Min 1x pro Monat","2001","Realschule","Laendlicher Raum","159","0.0643992034690514","0.0545726863899084","0.0742257205481943"
"Min 1x pro Monat","2001","(Fach-)Abitur","Staedtischer Raum","168","0.0941903736292296","0.0802643712697961","0.108116375988663"
"Min 1x pro Monat","2001","(Fach-)Abitur","Laendlicher Raum","46","0.082263097446307","0.0586242641119052","0.105901930780709"
"Min 1x pro Monat","2001","AkademikerIn","Staedtischer Raum","213","0.087557298288122","0.076272636516372","0.098841960059872"
"Min 1x pro Monat","2001","AkademikerIn","Laendlicher Raum","64","0.0538937045565153","0.0406396228933841","0.0671477862196466"
"Seltener","2001","(noch) kein Abschluss","Staedtischer Raum","77","0.119264426745445","0.0934389328879218","0.145089920602968"
"Seltener","2001","(noch) kein Abschluss","Laendlicher Raum","33","0.124353530804685","0.0840098991302608","0.164697162479108"
"Seltener","2001","Hauptschule","Staedtischer Raum","768","0.126327028467986","0.117934893964311","0.134719162971661"
"Seltener","2001","Hauptschule","Laendlicher Raum","403","0.116986652864728","0.105968915325666","0.12800439040379"
"Seltener","2001","Realschule","Staedtischer Raum","711","0.194725185233817","0.181287694086102","0.208162676381533"
"Seltener","2001","Realschule","Laendlicher Raum","537","0.211670992244218","0.195317952189045","0.228024032299392"
"Seltener","2001","(Fach-)Abitur","Staedtischer Raum","332","0.19455482302819","0.175681701688629","0.213427944367751"
"Seltener","2001","(Fach-)Abitur","Laendlicher Raum","113","0.204389815507574","0.169696627883107","0.239083003132041"
"Seltener","2001","AkademikerIn","Staedtischer Raum","448","0.183848602838502","0.168383418504928","0.199313787172077"
"Seltener","2001","AkademikerIn","Laendlicher Raum","225","0.178298045349909","0.155831251082201","0.200764839617616"
"Nie","2001","(noch) kein Abschluss","Staedtischer Raum","267","0.434275935181129","0.394779707989806","0.473772162372453"
"Nie","2001","(noch) kein Abschluss","Laendlicher Raum","98","0.41928831897974","0.358960421176023","0.479616216783457"
"Nie","2001","Hauptschule","Staedtischer Raum","3856","0.64088307513357","0.628764343075252","0.653001807191888"
"Nie","2001","Hauptschule","Laendlicher Raum","2245","0.694625415272739","0.678837222875141","0.710413607670336"
"Nie","2001","Realschule","Staedtischer Raum","1300","0.391399091387347","0.374837148800166","0.407961033974529"
"Nie","2001","Realschule","Laendlicher Raum","1073","0.443353977026124","0.423466534683117","0.463241419369131"
"Nie","2001","(Fach-)Abitur","Staedtischer Raum","564","0.344037114243691","0.321388219123921","0.366686009363461"
"Nie","2001","(Fach-)Abitur","Laendlicher Raum","162","0.31512682891463","0.27515885083085","0.355094806998409"
"Nie","2001","AkademikerIn","Staedtischer Raum","764","0.325565383287627","0.306857329630452","0.344273436944802"
"Nie","2001","AkademikerIn","Laendlicher Raum","454","0.407026903828384","0.378190592200682","0.435863215456087"
"Taeglich","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","2002","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","2002","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","2002","Realschule","Staedtischer Raum","","","",""
"Taeglich","2002","Realschule","Laendlicher Raum","","","",""
"Taeglich","2002","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","2002","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","2002","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","AkademikerIn","Laendlicher Raum","","","",""
"Seltener","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Seltener","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Seltener","2002","Hauptschule","Staedtischer Raum","","","",""
"Seltener","2002","Hauptschule","Laendlicher Raum","","","",""
"Seltener","2002","Realschule","Staedtischer Raum","","","",""
"Seltener","2002","Realschule","Laendlicher Raum","","","",""
"Seltener","2002","(Fach-)Abitur","Staedtischer Raum","","","",""
"Seltener","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"Seltener","2002","AkademikerIn","Staedtischer Raum","","","",""
"Seltener","2002","AkademikerIn","Laendlicher Raum","","","",""
"Nie","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","2002","Hauptschule","Staedtischer Raum","","","",""
"Nie","2002","Hauptschule","Laendlicher Raum","","","",""
"Nie","2002","Realschule","Staedtischer Raum","","","",""
"Nie","2002","Realschule","Laendlicher Raum","","","",""
"Nie","2002","(Fach-)Abitur","Staedtischer Raum","","","",""
