,Unnamed: 0,year,pgisced97,sampreg,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
608,608,2009,Post-secondary Non-tertiary Level,West,At least once per month,0.09083,84,17382,0.06945,0.11417
609,609,2009,Post-secondary Non-tertiary Level,West,Seldom,0.20513,174,17382,0.1759,0.23325
610,610,2009,Post-secondary Non-tertiary Level,West,Never,0.26375,217,17382,0.23274,0.29672
611,611,2009,Post-secondary Non-tertiary Level,East,At least once per week,0.42776,55,17382,0.32164,0.58601
612,612,2009,Post-secondary Non-tertiary Level,East,Seldom,0.25249,33,17382,0.18836,0.32132
613,613,2009,Post-secondary Non-tertiary Level,East,Never,0.31974,40,17382,0.23167,0.41093
614,614,2009,First Stage of Tertiary Education,West,At least once per week,0.37692,375,17382,0.34079,0.41055
615,615,2009,First Stage of Tertiary Education,West,At least once per month,0.07712,57,17382,0.05733,0.09824
616,616,2009,First Stage of Tertiary Education,West,Seldom,0.22393,211,17382,0.19232,0.25892
617,617,2009,First Stage of Tertiary Education,West,Never,0.32203,311,17382,0.2899,0.3518
618,618,2009,First Stage of Tertiary Education,East,At least once per week,0.30395,101,17382,0.23827,0.36802
619,619,2009,First Stage of Tertiary Education,East,Seldom,0.23576,75,17382,0.1814,0.28294
620,620,2009,First Stage of Tertiary Education,East,Never,0.46029,172,17382,0.39624,0.5284
621,621,2009,Second Stage of Tertiary Education,West,At least once per week,0.53821,1554,17382,0.5061,0.57267
622,622,2009,Second Stage of Tertiary Education,West,At least once per month,0.10099,254,17382,0.08651,0.11383
623,623,2009,Second Stage of Tertiary Education,West,Seldom,0.15883,427,17382,0.14625,0.17646
624,624,2009,Second Stage of Tertiary Education,West,Never,0.20196,580,17382,0.18459,0.21922
625,625,2009,Second Stage of Tertiary Education,East,At least once per week,0.42119,499,17382,0.38391,0.46215
626,626,2009,Second Stage of Tertiary Education,East,At least once per month,0.08592,103,17382,0.07014,0.10014
627,627,2009,Second Stage of Tertiary Education,East,Seldom,0.18157,251,17382,0.15972,0.2105
628,628,2009,Second Stage of Tertiary Education,East,Never,0.31131,348,17382,0.27839,0.34605
629,629,2011,Pre-primary Level,West,At least once per week,0.68567,291,27525,0.60303,0.77202
630,630,2011,Pre-primary Level,West,Seldom,0.12823,41,27525,0.08868,0.17814
631,631,2011,Pre-primary Level,West,Never,0.1861,62,27525,0.14304,0.24185
632,632,2011,Primary Level,West,At least once per week,0.15235,48,27525,0.1055,0.20235
633,633,2011,Primary Level,West,Seldom,0.10358,32,27525,0.05519,0.15478
634,634,2011,Primary Level,West,Never,0.74408,269,27525,0.63414,0.83591
635,635,2011,Primary Level,East,Never,1.0,38,27525,0.58293,1.47941
636,636,2011,Lower Secondary Level,West,At least once per week,0.23173,558,27525,0.21337,0.25389
637,637,2011,Lower Secondary Level,West,At least once per month,0.03505,99,27525,0.02897,0.04041
638,638,2011,Lower Secondary Level,West,Seldom,0.12599,316,27525,0.10918,0.14339
639,639,2011,Lower Secondary Level,West,Never,0.60723,1555,27525,0.57741,0.64122
640,640,2011,Lower Secondary Level,East,At least once per week,0.15503,67,27525,0.12749,0.19168
641,641,2011,Lower Secondary Level,East,Seldom,0.17665,55,27525,0.12221,0.2297
642,642,2011,Lower Secondary Level,East,Never,0.66832,272,27525,0.58599,0.73718
643,643,2011,Upper Secondary Level,West,At least once per week,0.3415,3626,27525,0.32957,0.35268
644,644,2011,Upper Secondary Level,West,At least once per month,0.05791,611,27525,0.0524,0.06346
645,645,2011,Upper Secondary Level,West,Seldom,0.16945,1733,27525,0.15919,0.17733
646,646,2011,Upper Secondary Level,West,Never,0.43113,4503,27525,0.41722,0.44424
647,647,2011,Upper Secondary Level,East,At least once per week,0.23414,735,27525,0.21631,0.25139
648,648,2011,Upper Secondary Level,East,At least once per month,0.06026,197,27525,0.05063,0.06888
649,649,2011,Upper Secondary Level,East,Seldom,0.18994,590,27525,0.17374,0.20942
650,650,2011,Upper Secondary Level,East,Never,0.51566,1842,27525,0.48485,0.53909
651,651,2011,Post-secondary Non-tertiary Level,West,At least once per week,0.44288,745,27525,0.4022,0.48176
652,652,2011,Post-secondary Non-tertiary Level,West,At least once per month,0.09045,130,27525,0.07106,0.10971
653,653,2011,Post-secondary Non-tertiary Level,West,Seldom,0.17845,309,27525,0.15451,0.20235
654,654,2011,Post-secondary Non-tertiary Level,West,Never,0.28822,522,27525,0.2553,0.32453
655,655,2011,Post-secondary Non-tertiary Level,East,At least once per week,0.45642,94,27525,0.34842,0.60924
656,656,2011,Post-secondary Non-tertiary Level,East,Seldom,0.21144,64,27525,0.15453,0.28132
657,657,2011,Post-secondary Non-tertiary Level,East,Never,0.33215,107,27525,0.25573,0.43576
658,658,2011,First Stage of Tertiary Education,West,At least once per week,0.40071,566,27525,0.36609,0.43631
659,659,2011,First Stage of Tertiary Education,West,At least once per month,0.08433,101,27525,0.06658,0.10384
660,660,2011,First Stage of Tertiary Education,West,Seldom,0.16882,245,27525,0.14199,0.19566
661,661,2011,First Stage of Tertiary Education,West,Never,0.34614,468,27525,0.31699,0.38239
662,662,2011,First Stage of Tertiary Education,East,At least once per week,0.37244,148,27525,0.31393,0.43896
663,663,2011,First Stage of Tertiary Education,East,Seldom,0.13164,69,27525,0.09345,0.1818
664,664,2011,First Stage of Tertiary Education,East,Never,0.49592,222,27525,0.43424,0.57263
665,665,2011,Second Stage of Tertiary Education,West,At least once per week,0.56029,2559,27525,0.53708,0.5865
666,666,2011,Second Stage of Tertiary Education,West,At least once per month,0.08921,382,27525,0.07908,0.10055
667,667,2011,Second Stage of Tertiary Education,West,Seldom,0.14866,733,27525,0.13369,0.16352
668,668,2011,Second Stage of Tertiary Education,West,Never,0.20185,963,27525,0.19006,0.2128
669,669,2011,Second Stage of Tertiary Education,East,At least once per week,0.45635,681,27525,0.41985,0.49162
670,670,2011,Second Stage of Tertiary Education,East,At least once per month,0.07747,133,27525,0.06155,0.09342
671,671,2011,Second Stage of Tertiary Education,East,Seldom,0.15121,274,27525,0.12901,0.17499
672,672,2011,Second Stage of Tertiary Education,East,Never,0.31497,470,27525,0.28759,0.34137
673,673,2013,Pre-primary Level,West,At least once per week,0.92299,300,24758,0.80637,1.07163
674,674,2013,Pre-primary Level,West,Never,0.07701,43,24758,0.05253,0.11678
675,675,2013,Pre-primary Level,East,At least once per week,1.0,41,24758,0.62278,1.39548
676,676,2013,Primary Level,West,At least once per week,0.33749,56,24758,0.25643,0.45691
677,677,2013,Primary Level,West,Never,0.66251,177,24758,0.56849,0.76839
678,678,2013,Primary Level,East,Never,1.0,36,24758,0.5837,1.44562
679,679,2013,Lower Secondary Level,West,At least once per week,0.34539,764,24758,0.31866,0.36807
680,680,2013,Lower Secondary Level,West,At least once per month,0.03229,84,24758,0.02533,0.04023
681,681,2013,Lower Secondary Level,West,Seldom,0.11779,265,24758,0.10353,0.13472
682,682,2013,Lower Secondary Level,West,Never,0.50453,1123,24758,0.4756,0.53495
683,683,2013,Lower Secondary Level,East,At least once per week,0.29095,84,24758,0.23343,0.34981
684,684,2013,Lower Secondary Level,East,Seldom,0.11086,36,24758,0.07192,0.17223
685,685,2013,Lower Secondary Level,East,Never,0.59819,208,24758,0.51751,0.68919
686,686,2013,Upper Secondary Level,West,At least once per week,0.46124,4219,24758,0.44729,0.47437
687,687,2013,Upper Secondary Level,West,At least once per month,0.0457,410,24758,0.0406,0.05052
688,688,2013,Upper Secondary Level,West,Seldom,0.14999,1404,24758,0.14225,0.15743
689,689,2013,Upper Secondary Level,West,Never,0.34307,3280,24758,0.33116,0.35326
690,690,2013,Upper Secondary Level,East,At least once per week,0.32972,951,24758,0.31058,0.35062
691,691,2013,Upper Secondary Level,East,At least once per month,0.05127,131,24758,0.04135,0.06312
692,692,2013,Upper Secondary Level,East,Seldom,0.17975,514,24758,0.16298,0.20285
693,693,2013,Upper Secondary Level,East,Never,0.43926,1432,24758,0.41781,0.4659
694,694,2013,Post-secondary Non-tertiary Level,West,At least once per week,0.55389,814,24758,0.50566,0.6041
695,695,2013,Post-secondary Non-tertiary Level,West,At least once per month,0.07497,72,24758,0.05604,0.09885
696,696,2013,Post-secondary Non-tertiary Level,West,Seldom,0.11996,202,24758,0.0941,0.14287
697,697,2013,Post-secondary Non-tertiary Level,West,Never,0.25119,407,24758,0.21791,0.28135
698,698,2013,Post-secondary Non-tertiary Level,East,At least once per week,0.50476,115,24758,0.41494,0.60328
699,699,2013,Post-secondary Non-tertiary Level,East,Seldom,0.22945,60,24758,0.16145,0.29888
700,700,2013,Post-secondary Non-tertiary Level,East,Never,0.26579,78,24758,0.18721,0.37304
701,701,2013,First Stage of Tertiary Education,West,At least once per week,0.50562,642,24758,0.46198,0.54873
702,702,2013,First Stage of Tertiary Education,West,At least once per month,0.0788,73,24758,0.06055,0.10003
703,703,2013,First Stage of Tertiary Education,West,Seldom,0.17227,217,24758,0.14667,0.19469
704,704,2013,First Stage of Tertiary Education,West,Never,0.2433,306,24758,0.21191,0.27336
705,705,2013,First Stage of Tertiary Education,East,At least once per week,0.4769,181,24758,0.39211,0.57147
706,706,2013,First Stage of Tertiary Education,East,Seldom,0.20619,74,24758,0.16432,0.26501
707,707,2013,First Stage of Tertiary Education,East,Never,0.31691,152,24758,0.27149,0.36475
708,708,2013,Second Stage of Tertiary Education,West,At least once per week,0.66344,2814,24758,0.63266,0.69361
709,709,2013,Second Stage of Tertiary Education,West,At least once per month,0.06414,268,24758,0.05592,0.0734
710,710,2013,Second Stage of Tertiary Education,West,Seldom,0.11448,536,24758,0.10366,0.12499
711,711,2013,Second Stage of Tertiary Education,West,Never,0.15794,741,24758,0.14657,0.16989
712,712,2013,Second Stage of Tertiary Education,East,At least once per week,0.57288,828,24758,0.53438,0.61417
713,713,2013,Second Stage of Tertiary Education,East,At least once per month,0.05147,93,24758,0.04048,0.06059
714,714,2013,Second Stage of Tertiary Education,East,Seldom,0.17426,231,24758,0.14653,0.20091
715,715,2013,Second Stage of Tertiary Education,East,Never,0.20139,296,24758,0.18184,0.22427
716,716,2015,Pre-primary Level,West,At least once per week,0.76616,224,25886,0.64098,0.88772
717,717,2015,Pre-primary Level,West,Seldom,0.14106,33,25886,0.0845,0.2077
718,718,2015,Pre-primary Level,West,Never,0.09278,37,25886,0.06167,0.13513
719,719,2015,Pre-primary Level,East,At least once per week,1.0,33,25886,0.64617,1.50701
720,720,2015,Primary Level,West,At least once per week,0.25231,93,25886,0.19268,0.31125
721,721,2015,Primary Level,West,Seldom,0.15338,54,25886,0.09139,0.22365
722,722,2015,Primary Level,West,Never,0.59431,314,25886,0.5313,0.66602
723,723,2015,Primary Level,East,Never,1.0,43,25886,0.65271,1.37178
724,724,2015,Lower Secondary Level,West,At least once per week,0.30721,775,25886,0.28619,0.33496
725,725,2015,Lower Secondary Level,West,At least once per month,0.03425,91,25886,0.02632,0.04205
726,726,2015,Lower Secondary Level,West,Seldom,0.10996,309,25886,0.09587,0.12482
727,727,2015,Lower Secondary Level,West,Never,0.54858,1417,25886,0.51877,0.57733
728,728,2015,Lower Secondary Level,East,At least once per week,0.26126,77,25886,0.20983,0.33086
729,729,2015,Lower Secondary Level,East,Never,0.73874,245,25886,0.64156,0.84914
730,730,2015,Upper Secondary Level,West,At least once per week,0.40512,3755,25886,0.39228,0.4179
731,731,2015,Upper Secondary Level,West,At least once per month,0.05262,466,25886,0.04731,0.05897
732,732,2015,Upper Secondary Level,West,Seldom,0.13699,1331,25886,0.12885,0.14621
733,733,2015,Upper Secondary Level,West,Never,0.40527,3829,25886,0.39174,0.41808
734,734,2015,Upper Secondary Level,East,At least once per week,0.26657,705,25886,0.24419,0.28925
735,735,2015,Upper Secondary Level,East,At least once per month,0.05605,142,25886,0.04611,0.06663
736,736,2015,Upper Secondary Level,East,Seldom,0.15186,385,25886,0.13567,0.17222
737,737,2015,Upper Secondary Level,East,Never,0.52552,1498,25886,0.49795,0.55565
738,738,2015,Post-secondary Non-tertiary Level,West,At least once per week,0.50074,862,25886,0.46205,0.54594
739,739,2015,Post-secondary Non-tertiary Level,West,At least once per month,0.06409,112,25886,0.04721,0.08129
740,740,2015,Post-secondary Non-tertiary Level,West,Seldom,0.1377,254,25886,0.11424,0.16456
741,741,2015,Post-secondary Non-tertiary Level,West,Never,0.29746,636,25886,0.27001,0.33
742,742,2015,Post-secondary Non-tertiary Level,East,At least once per week,0.43101,110,25886,0.35608,0.51372
743,743,2015,Post-secondary Non-tertiary Level,East,Seldom,0.18126,44,25886,0.11109,0.26464
744,744,2015,Post-secondary Non-tertiary Level,East,Never,0.38774,104,25886,0.30492,0.47582
745,745,2015,First Stage of Tertiary Education,West,At least once per week,0.44694,532,25886,0.39955,0.48711
746,746,2015,First Stage of Tertiary Education,West,At least once per month,0.06609,63,25886,0.05061,0.08559
747,747,2015,First Stage of Tertiary Education,West,Seldom,0.19058,196,25886,0.1581,0.22454
748,748,2015,First Stage of Tertiary Education,West,Never,0.2964,340,25886,0.2643,0.33366
749,749,2015,First Stage of Tertiary Education,East,At least once per week,0.35793,123,25886,0.27694,0.4599
750,750,2015,First Stage of Tertiary Education,East,Seldom,0.16869,70,25886,0.12394,0.23453
751,751,2015,First Stage of Tertiary Education,East,Never,0.47337,178,25886,0.4166,0.54393
752,752,2015,Second Stage of Tertiary Education,West,At least once per week,0.60713,2890,25886,0.5774,0.63752
753,753,2015,Second Stage of Tertiary Education,West,At least once per month,0.0714,320,25886,0.06265,0.08164
754,754,2015,Second Stage of Tertiary Education,West,Seldom,0.12405,681,25886,0.1143,0.13733
755,755,2015,Second Stage of Tertiary Education,West,Never,0.19742,1104,25886,0.18261,0.21026
756,756,2015,Second Stage of Tertiary Education,East,At least once per week,0.56399,754,25886,0.52164,0.61617
757,757,2015,Second Stage of Tertiary Education,East,At least once per month,0.06436,93,25886,0.05009,0.08502
758,758,2015,Second Stage of Tertiary Education,East,Seldom,0.11619,183,25886,0.09693,0.13472
759,759,2015,Second Stage of Tertiary Education,East,Never,0.25546,381,25886,0.2333,0.28243
760,760,2017,Pre-primary Level,West,At least once per week,0.74136,248,29480,0.62286,0.85935
761,761,2017,Pre-primary Level,West,Seldom,0.11607,41,29480,0.07248,0.17432
762,762,2017,Pre-primary Level,West,Never,0.14256,48,29480,0.09528,0.19934
763,763,2017,Pre-primary Level,East,At least once per week,1.0,50,29480,0.64943,1.60974
764,764,2017,Primary Level,West,At least once per week,0.25161,417,29480,0.19096,0.30493
765,765,2017,Primary Level,West,At least once per month,0.01135,57,29480,0.00557,0.01903
766,766,2017,Primary Level,West,Seldom,0.10539,159,29480,0.06948,0.15268
767,767,2017,Primary Level,West,Never,0.63164,963,29480,0.53234,0.72807
768,768,2017,Primary Level,East,At least once per week,0.19607,76,29480,0.10099,0.32252
769,769,2017,Primary Level,East,Seldom,0.11273,34,29480,0.03996,0.19901
770,770,2017,Primary Level,East,Never,0.69121,156,29480,0.42713,1.00191
771,771,2017,Lower Secondary Level,West,At least once per week,0.3356,964,29480,0.30513,0.36755
772,772,2017,Lower Secondary Level,West,At least once per month,0.03552,135,29480,0.02806,0.04494
773,773,2017,Lower Secondary Level,West,Seldom,0.10625,387,29480,0.09504,0.12164
774,774,2017,Lower Secondary Level,West,Never,0.52263,1560,29480,0.49333,0.56287
775,775,2017,Lower Secondary Level,East,At least once per week,0.24522,118,29480,0.1929,0.30014
776,776,2017,Lower Secondary Level,East,Seldom,0.09054,50,29480,0.06356,0.12554
777,777,2017,Lower Secondary Level,East,Never,0.66425,299,29480,0.55067,0.78635
778,778,2017,Upper Secondary Level,West,At least once per week,0.42598,4077,29480,0.41222,0.44202
779,779,2017,Upper Secondary Level,West,At least once per month,0.05142,502,29480,0.0461,0.05633
780,780,2017,Upper Secondary Level,West,Seldom,0.13216,1314,29480,0.12376,0.14134
781,781,2017,Upper Secondary Level,West,Never,0.39044,3861,29480,0.378,0.40405
782,782,2017,Upper Secondary Level,East,At least once per week,0.28032,849,29480,0.25763,0.30303
783,783,2017,Upper Secondary Level,East,At least once per month,0.05428,146,29480,0.04359,0.06792
784,784,2017,Upper Secondary Level,East,Seldom,0.15266,397,29480,0.13359,0.17477
785,785,2017,Upper Secondary Level,East,Never,0.51274,1553,29480,0.4864,0.54044
786,786,2017,Post-secondary Non-tertiary Level,West,At least once per week,0.52047,986,29480,0.47766,0.55829
787,787,2017,Post-secondary Non-tertiary Level,West,At least once per month,0.04152,81,29480,0.03295,0.05093
788,788,2017,Post-secondary Non-tertiary Level,West,Seldom,0.12876,263,29480,0.10859,0.15249
789,789,2017,Post-secondary Non-tertiary Level,West,Never,0.30925,641,29480,0.27483,0.33654
790,790,2017,Post-secondary Non-tertiary Level,East,At least once per week,0.49816,135,29480,0.42162,0.59021
791,791,2017,Post-secondary Non-tertiary Level,East,Seldom,0.18759,72,29480,0.14553,0.22312
792,792,2017,Post-secondary Non-tertiary Level,East,Never,0.31425,109,29480,0.25471,0.38327
793,793,2017,First Stage of Tertiary Education,West,At least once per week,0.48039,567,29480,0.44496,0.52514
794,794,2017,First Stage of Tertiary Education,West,At least once per month,0.05541,55,29480,0.04042,0.06953
795,795,2017,First Stage of Tertiary Education,West,Seldom,0.18956,203,29480,0.16215,0.21976
796,796,2017,First Stage of Tertiary Education,West,Never,0.27464,308,29480,0.24657,0.30496
797,797,2017,First Stage of Tertiary Education,East,At least once per week,0.47084,157,29480,0.38013,0.55379
798,798,2017,First Stage of Tertiary Education,East,Seldom,0.13703,56,29480,0.09768,0.17775
799,799,2017,First Stage of Tertiary Education,East,Never,0.39213,165,29480,0.32365,0.46468
800,800,2017,Second Stage of Tertiary Education,West,At least once per week,0.62302,3300,29480,0.60055,0.653
801,801,2017,Second Stage of Tertiary Education,West,At least once per month,0.06524,358,29480,0.05688,0.07378
802,802,2017,Second Stage of Tertiary Education,West,Seldom,0.12187,756,29480,0.10991,0.13259
803,803,2017,Second Stage of Tertiary Education,West,Never,0.18987,1283,29480,0.17487,0.20367
804,804,2017,Second Stage of Tertiary Education,East,At least once per week,0.59179,830,29480,0.54152,0.63935
805,805,2017,Second Stage of Tertiary Education,East,At least once per month,0.06025,87,29480,0.04532,0.07968
806,806,2017,Second Stage of Tertiary Education,East,Seldom,0.13071,230,29480,0.11391,0.14833
807,807,2017,Second Stage of Tertiary Education,East,Never,0.21724,377,29480,0.19402,0.2414
808,808,2019,Pre-primary Level,West,At least once per week,0.87526,207,27743,0.73188,1.04793
809,809,2019,Pre-primary Level,West,Never,0.12474,44,27743,0.09031,0.16968
810,810,2019,Pre-primary Level,East,At least once per week,1.0,31,27743,0.55741,1.5643
811,811,2019,Primary Level,West,At least once per week,0.28644,419,27743,0.22322,0.36146
812,812,2019,Primary Level,West,At least once per month,0.02824,71,27743,0.01649,0.04199
813,813,2019,Primary Level,West,Seldom,0.1384,175,27743,0.09548,0.19089
814,814,2019,Primary Level,West,Never,0.54693,663,27743,0.4548,0.64019
815,815,2019,Primary Level,East,At least once per week,0.09763,45,27743,0.06783,0.13414
816,816,2019,Primary Level,East,Never,0.90237,121,27743,0.46901,1.32978
817,817,2019,Lower Secondary Level,West,At least once per week,0.39471,1038,27743,0.36294,0.43031
818,818,2019,Lower Secondary Level,West,At least once per month,0.04087,120,27743,0.02795,0.055
819,819,2019,Lower Secondary Level,West,Seldom,0.1175,321,27743,0.09893,0.14028
820,820,2019,Lower Secondary Level,West,Never,0.44692,1090,27743,0.4118,0.48464
821,821,2019,Lower Secondary Level,East,At least once per week,0.30218,145,27743,0.24846,0.3638
822,822,2019,Lower Secondary Level,East,Seldom,0.11027,63,27743,0.0791,0.14272
823,823,2019,Lower Secondary Level,East,Never,0.58756,234,27743,0.49707,0.70021
824,824,2019,Upper Secondary Level,West,At least once per week,0.5155,4603,27743,0.49827,0.5322
825,825,2019,Upper Secondary Level,West,At least once per month,0.03922,343,27743,0.03442,0.04497
826,826,2019,Upper Secondary Level,West,Seldom,0.14215,1214,27743,0.13298,0.15296
827,827,2019,Upper Secondary Level,West,Never,0.30313,2746,27743,0.28953,0.31656
828,828,2019,Upper Secondary Level,East,At least once per week,0.4079,1055,27743,0.37878,0.43785
829,829,2019,Upper Secondary Level,East,At least once per month,0.05766,134,27743,0.04615,0.07382
830,830,2019,Upper Secondary Level,East,Seldom,0.16993,433,27743,0.15187,0.18727
831,831,2019,Upper Secondary Level,East,Never,0.36451,1052,27743,0.33971,0.38847
832,832,2019,Post-secondary Non-tertiary Level,West,At least once per week,0.61123,1144,27743,0.5633,0.65241
833,833,2019,Post-secondary Non-tertiary Level,West,At least once per month,0.05379,90,27743,0.0424,0.06775
834,834,2019,Post-secondary Non-tertiary Level,West,Seldom,0.12156,231,27743,0.09605,0.14625
835,835,2019,Post-secondary Non-tertiary Level,West,Never,0.21343,452,27743,0.19193,0.23994
836,836,2019,Post-secondary Non-tertiary Level,East,At least once per week,0.47049,162,27743,0.39921,0.55703
837,837,2019,Post-secondary Non-tertiary Level,East,Seldom,0.27641,65,27743,0.19789,0.38752
838,838,2019,Post-secondary Non-tertiary Level,East,Never,0.2531,76,27743,0.19093,0.324
839,839,2019,First Stage of Tertiary Education,West,At least once per week,0.58568,727,27743,0.53018,0.64746
840,840,2019,First Stage of Tertiary Education,West,At least once per month,0.02979,54,27743,0.01917,0.04118
841,841,2019,First Stage of Tertiary Education,West,Seldom,0.1494,183,27743,0.12412,0.17561
842,842,2019,First Stage of Tertiary Education,West,Never,0.23513,255,27743,0.20425,0.26931
843,843,2019,First Stage of Tertiary Education,East,At least once per week,0.60536,253,27743,0.51176,0.72729
844,844,2019,First Stage of Tertiary Education,East,Seldom,0.14918,66,27743,0.10192,0.19818
845,845,2019,First Stage of Tertiary Education,East,Never,0.24547,104,27743,0.18811,0.31826
846,846,2019,Second Stage of Tertiary Education,West,At least once per week,0.6886,3983,27743,0.65738,0.71697
847,847,2019,Second Stage of Tertiary Education,West,At least once per month,0.05511,292,27743,0.04524,0.06702
848,848,2019,Second Stage of Tertiary Education,West,Seldom,0.10502,639,27743,0.09361,0.11628
849,849,2019,Second Stage of Tertiary Education,West,Never,0.15127,944,27743,0.13809,0.16494
850,850,2019,Second Stage of Tertiary Education,East,At least once per week,0.65285,1029,27743,0.59818,0.71105
851,851,2019,Second Stage of Tertiary Education,East,At least once per month,0.06393,95,27743,0.05077,0.07943
852,852,2019,Second Stage of Tertiary Education,East,Seldom,0.12349,230,27743,0.10352,0.14405
853,853,2019,Second Stage of Tertiary Education,East,Never,0.15973,302,27743,0.14349,0.17941
854,854,2021,Pre-primary Level,West,At least once per week,1.0,118,16413,0.71136,1.32162
855,855,2021,Primary Level,West,At least once per week,0.18991,55,16413,0.11665,0.28232
856,856,2021,Primary Level,West,Seldom,0.2031,31,16413,0.11669,0.31142
857,857,2021,Primary Level,West,Never,0.60699,86,16413,0.44089,0.82172
858,858,2021,Lower Secondary Level,West,At least once per week,0.41268,511,16413,0.3741,0.45462
859,859,2021,Lower Secondary Level,West,At least once per month,0.0516,81,16413,0.03527,0.0697
860,860,2021,Lower Secondary Level,West,Seldom,0.15782,179,16413,0.1256,0.18721
861,861,2021,Lower Secondary Level,West,Never,0.3779,383,16413,0.32957,0.41737
862,862,2021,Lower Secondary Level,East,At least once per week,0.36056,85,16413,0.25268,0.55219
863,863,2021,Lower Secondary Level,East,Seldom,0.1427,31,16413,0.07677,0.23773
864,864,2021,Lower Secondary Level,East,Never,0.49674,90,16413,0.3902,0.61044
865,865,2021,Upper Secondary Level,West,At least once per week,0.51234,2845,16413,0.48871,0.53497
866,866,2021,Upper Secondary Level,West,At least once per month,0.08368,424,16413,0.07525,0.09382
867,867,2021,Upper Secondary Level,West,Seldom,0.16277,816,16413,0.1499,0.17647
868,868,2021,Upper Secondary Level,West,Never,0.24121,1252,16413,0.22733,0.25691
869,869,2021,Upper Secondary Level,East,At least once per week,0.44647,692,16413,0.40666,0.48909
870,870,2021,Upper Secondary Level,East,At least once per month,0.07715,132,16413,0.06671,0.09399
871,871,2021,Upper Secondary Level,East,Seldom,0.18235,303,16413,0.16109,0.20597
872,872,2021,Upper Secondary Level,East,Never,0.29403,493,16413,0.26572,0.32334
873,873,2021,Post-secondary Non-tertiary Level,West,At least once per week,0.58494,790,16413,0.5377,0.63275
874,874,2021,Post-secondary Non-tertiary Level,West,At least once per month,0.10327,119,16413,0.0785,0.13251
875,875,2021,Post-secondary Non-tertiary Level,West,Seldom,0.14595,175,16413,0.11804,0.17054
876,876,2021,Post-secondary Non-tertiary Level,West,Never,0.16584,231,16413,0.13641,0.19394
877,877,2021,Post-secondary Non-tertiary Level,East,At least once per week,0.60219,127,16413,0.47712,0.73436
878,878,2021,Post-secondary Non-tertiary Level,East,Seldom,0.23968,32,16413,0.13216,0.34142
879,879,2021,Post-secondary Non-tertiary Level,East,Never,0.15812,37,16413,0.10109,0.22194
880,880,2021,First Stage of Tertiary Education,West,At least once per week,0.61199,423,16413,0.54276,0.68253
881,881,2021,First Stage of Tertiary Education,West,At least once per month,0.09707,77,16413,0.06998,0.12849
882,882,2021,First Stage of Tertiary Education,West,Seldom,0.14332,104,16413,0.1168,0.17986
883,883,2021,First Stage of Tertiary Education,West,Never,0.14763,129,16413,0.11117,0.18547
884,884,2021,First Stage of Tertiary Education,East,At least once per week,0.5994,144,16413,0.48482,0.73659
885,885,2021,First Stage of Tertiary Education,East,Seldom,0.17177,50,16413,0.11392,0.24307
886,886,2021,First Stage of Tertiary Education,East,Never,0.22884,58,16413,0.16455,0.29376
887,887,2021,Second Stage of Tertiary Education,West,At least once per week,0.71068,2955,16413,0.67605,0.74688
888,888,2021,Second Stage of Tertiary Education,West,At least once per month,0.08784,362,16413,0.07542,0.10141
889,889,2021,Second Stage of Tertiary Education,West,Seldom,0.10658,448,16413,0.09448,0.11901
890,890,2021,Second Stage of Tertiary Education,West,Never,0.0949,412,16413,0.08454,0.10624
891,891,2021,Second Stage of Tertiary Education,East,At least once per week,0.61323,724,16413,0.55395,0.67465
892,892,2021,Second Stage of Tertiary Education,East,At least once per month,0.13014,109,16413,0.09455,0.16708
893,893,2021,Second Stage of Tertiary Education,East,Seldom,0.11993,140,16413,0.09725,0.14297
894,894,2021,Second Stage of Tertiary Education,East,Never,0.1367,160,16413,0.11791,0.15674
