year,pgisced97,pli0092_h,proportion,n,lower_confidence,upper_confidence
1985,middle vocational,Nie,0.2740325187791195,14443,0.2667582892466448,0.2813067483115942
1985,general elemantary,Nie,0.1937814966245127,14443,0.18733520573379348,0.2002277875152319
1985,middle vocational,Min 1x pro Woche,0.11391081106779499,14443,0.10872939393619688,0.11909222819939311
1985,middle vocational,Seltener,0.07159836455262908,14443,0.067393549819227,0.07580317928603116
1985,inadequately,Nie,0.06674907292954264,14443,0.06267855942567621,0.07081958643340908
1985,general elemantary,Min 1x pro Woche,0.043738708757250166,14443,0.040403303317500444,0.04707411419699989
1985,higher education,Min 1x pro Woche,0.028144908243795758,14443,0.02544761576438683,0.030842200723204684
1985,higher vocational,Nie,0.02747931919748978,14443,0.024813198705805613,0.030145439689173947
1985,general elemantary,Seltener,0.026338309403822383,14443,0.023726596981910174,0.02895002182573459
1985,middle vocational,Min 1x pro Monat,0.02595797280593325,14443,0.02336467973149505,0.02855126588037145
1985,higher education,Nie,0.02424645811543216,14443,0.021737914899770932,0.026755001331093386
1985,higher vocational,Min 1x pro Woche,0.01663972615764952,14443,0.014553522113893089,0.01872593020140595
1985,higher education,Seltener,0.013311780926119616,14443,0.011442668528952673,0.015180893323286558
1985,vocational + Abi,Nie,0.011600266235618523,14443,0.009853930850501822,0.013346601620735223
1985,general elemantary,Min 1x pro Monat,0.010459256441951127,14443,0.0088000722102892,0.012118440673613054
1985,higher vocational,Seltener,0.010078919844061994,14443,0.00844986896824963,0.011707970719874358
1985,vocational + Abi,Min 1x pro Woche,0.007987068555671769,14443,0.006535358989918099,0.00943877812142544
1985,higher education,Min 1x pro Monat,0.0053247123704478466,14443,0.004137806968719435,0.006511617772176258
1985,in school,Min 1x pro Woche,0.005039459922030997,14443,0.0038846186614772,0.006194301182584794
1985,inadequately,Seltener,0.004849291623086432,14443,0.0037163410979223366,0.005982242148250527
1985,vocational + Abi,Seltener,0.004564039174669582,14443,0.0034647582032066248,0.0056633201461325396
1985,inadequately,Min 1x pro Woche,0.004373870875725017,14443,0.003297632466033021,0.005450109285417013
1985,higher vocational,Min 1x pro Monat,0.0039935342778358845,14443,0.0029649564631284058,0.005022112092543363
1985,in school,Seltener,0.0013311780926119616,14443,0.0007365352547820818,0.0019258209304418416
1985,in school,Nie,0.0013311780926119616,14443,0.0007365352547820818,0.0019258209304418416
1985,vocational + Abi,Min 1x pro Monat,0.0013311780926119616,14443,0.0007365352547820818,0.0019258209304418416
1985,inadequately,Min 1x pro Monat,0.0010459256441951127,14443,0.0005187558323295828,0.0015730954560606424
1985,in school,Min 1x pro Monat,0.0007606731957782637,14443,0.0003110370863546216,0.001210309305201906
1986,middle vocational,Nie,0.27095304141073906,13742,0.2635218941844891,0.278384188636989
1986,general elemantary,Nie,0.18971666336437487,13742,0.18316121664236945,0.1962721100863803
1986,middle vocational,Min 1x pro Woche,0.12234991083812166,13742,0.11687100762539276,0.12782881405085056
1986,middle vocational,Seltener,0.06647513374281752,13742,0.062310050798102215,0.07064021668753283
1986,inadequately,Nie,0.06330493362393501,13742,0.05923348466663096,0.06737638258123906
1986,general elemantary,Min 1x pro Woche,0.046166039231226474,13742,0.04265748011835237,0.04967459834410058
