year,bula_h,sampreg,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Hesse,West,Never,0.50365,635,993,0.47253,0.53476
1988,"Rhineland-Palatinate, Saarland",West,At least once per week,0.16381,143,727,0.13689,0.19074
1988,"Rhineland-Palatinate, Saarland",West,At least once per month,0.05284,41,727,0.03657,0.06912
1988,"Rhineland-Palatinate, Saarland",West,Seldom,0.09255,89,727,0.07147,0.11363
1988,"Rhineland-Palatinate, Saarland",West,Never,0.53579,454,727,0.49952,0.57207
1988,Baden-Wuerttemberg,West,At least once per week,0.18877,410,1872,0.17104,0.20651
1988,Baden-Wuerttemberg,West,At least once per month,0.05237,110,1872,0.04227,0.06246
1988,Baden-Wuerttemberg,West,Seldom,0.12332,260,1872,0.10843,0.13822
1988,Baden-Wuerttemberg,West,Never,0.44918,1092,1872,0.42664,0.47172
1988,Bavaria,West,At least once per week,0.20715,420,1620,0.18741,0.22690
1988,Bavaria,West,At least once per month,0.04930,103,1620,0.03876,0.05985
1988,Bavaria,West,Seldom,0.13079,269,1620,0.11437,0.14721
1988,Bavaria,West,Never,0.43082,828,1620,0.40670,0.45495
1988,Berlin,West,At least once per week,0.17910,67,318,0.13689,0.22131
1988,Berlin,West,Seldom,0.09201,43,318,0.06019,0.12382
1988,Berlin,West,Never,0.54568,208,318,0.49086,0.60049
1990,Schleswig-Holstein,West,At least once per week,0.28926,97,261,0.23415,0.34437
1990,Schleswig-Holstein,West,Seldom,0.22046,70,261,0.17007,0.27085
1990,Schleswig-Holstein,West,Never,0.24286,94,261,0.19073,0.29498
1990,Hamburg,West,At least once per week,0.29283,51,129,0.21399,0.37166
1990,Hamburg,West,Never,0.41371,78,129,0.32839,0.49903
1990,Lower Saxony,West,At least once per week,0.25678,303,972,0.22931,0.28426
1990,Lower Saxony,West,At least once per month,0.07109,81,972,0.05493,0.08725
1990,Lower Saxony,West,Seldom,0.15284,183,972,0.13021,0.17548
1990,Lower Saxony,West,Never,0.36794,405,972,0.33761,0.39828
1990,Bremen,West,Never,0.53028,59,59,0.40183,0.65872
1990,North Rhine-Westphalia,West,At least once per week,0.24110,720,2545,0.22447,0.25772
1990,North Rhine-Westphalia,West,At least once per month,0.07539,214,2545,0.06513,0.08565
1990,North Rhine-Westphalia,West,Seldom,0.15478,466,2545,0.14072,0.16883
1990,North Rhine-Westphalia,West,Never,0.34669,1145,2545,0.32820,0.36518
1990,Hesse,West,At least once per week,0.25092,260,977,0.22372,0.27812
1990,Hesse,West,At least once per month,0.05100,65,977,0.03720,0.06481
1990,Hesse,West,Seldom,0.15172,158,977,0.12922,0.17423
1990,Hesse,West,Never,0.38101,494,977,0.35054,0.41148
1990,"Rhineland-Palatinate, Saarland",West,At least once per week,0.21771,170,669,0.18641,0.24900
1990,"Rhineland-Palatinate, Saarland",West,At least once per month,0.06232,46,669,0.04399,0.08065
1990,"Rhineland-Palatinate, Saarland",West,Seldom,0.11843,93,669,0.09392,0.14293
1990,"Rhineland-Palatinate, Saarland",West,Never,0.45272,360,669,0.41497,0.49046
1990,Baden-Wuerttemberg,West,At least once per week,0.22641,443,1775,0.20693,0.24588
1990,Baden-Wuerttemberg,West,At least once per month,0.07611,164,1775,0.06377,0.08845
1990,Baden-Wuerttemberg,West,Seldom,0.17184,355,1775,0.15429,0.18940
1990,Baden-Wuerttemberg,West,Never,0.33524,813,1775,0.31327,0.35721
1990,Bavaria,West,At least once per week,0.23166,440,1589,0.21091,0.25241
1990,Bavaria,West,At least once per month,0.09093,174,1589,0.07679,0.10507
1990,Bavaria,West,Seldom,0.19990,364,1589,0.18023,0.21958
1990,Bavaria,West,Never,0.30746,611,1589,0.28477,0.33016
1990,Berlin,West,At least once per week,0.22786,85,301,0.18040,0.27533
1990,Berlin,West,Seldom,0.16334,57,301,0.12150,0.20517
1990,Berlin,West,Never,0.40251,159,301,0.34702,0.45800
1990,Berlin,East,At least once per week,0.13815,56,280,0.09766,0.17864
1990,Berlin,East,Seldom,0.14625,66,280,0.10479,0.18771
1990,Berlin,East,Never,0.43078,158,280,0.37267,0.48888
1990,Brandenburg,East,At least once per week,0.08375,77,688,0.06304,0.10447
1990,Brandenburg,East,Seldom,0.10881,105,688,0.08552,0.13209
1990,Brandenburg,East,Never,0.53755,506,688,0.50026,0.57483
1990,Mecklenburg-Western Pomerania,East,At least once per week,0.07552,53,467,0.05153,0.09951
1990,Mecklenburg-Western Pomerania,East,Seldom,0.10207,73,467,0.07458,0.12956
1990,Mecklenburg-Western Pomerania,East,Never,0.54426,341,467,0.49904,0.58948
1990,Saxony,East,At least once per week,0.10326,197,1284,0.08661,0.11991
1990,Saxony,East,At least once per month,0.02696,50,1284,0.01810,0.03582
1990,Saxony,East,Seldom,0.09582,177,1284,0.07972,0.11193
1990,Saxony,East,Never,0.53136,860,1284,0.50406,0.55867
1990,Saxony-Anhalt,East,At least once per week,0.09879,97,758,0.07754,0.12005
1990,Saxony-Anhalt,East,Seldom,0.08704,108,758,0.06696,0.10712
1990,Saxony-Anhalt,East,Never,0.56267,553,758,0.52734,0.59801
1990,Thuringa,East,At least once per week,0.08847,95,713,0.06761,0.10933
1990,Thuringa,East,Seldom,0.09441,99,713,0.07294,0.11589
1990,Thuringa,East,Never,0.55878,519,713,0.52231,0.59525
1992,Schleswig-Holstein,West,At least once per week,0.22829,76,254,0.17657,0.28001
1992,Schleswig-Holstein,West,Seldom,0.10345,36,254,0.06592,0.14097
1992,Schleswig-Holstein,West,Never,0.39470,142,254,0.33447,0.45493
1992,Hamburg,West,At least once per week,0.24377,36,121,0.16695,0.32059
1992,Hamburg,West,Never,0.46452,85,121,0.37528,0.55375
1992,Lower Saxony,West,At least once per week,0.22990,275,950,0.20313,0.25667
1992,Lower Saxony,West,At least once per month,0.04940,63,950,0.03561,0.06318
1992,Lower Saxony,West,Seldom,0.11828,146,950,0.09773,0.13883
1992,Lower Saxony,West,Never,0.41571,466,950,0.38435,0.44706
1992,Bremen,West,Never,0.54805,54,54,0.41406,0.68204
1992,North Rhine-Westphalia,West,At least once per week,0.20344,618,2465,0.18754,0.21933
1992,North Rhine-Westphalia,West,At least once per month,0.06287,186,2465,0.05329,0.07246
1992,North Rhine-Westphalia,West,Seldom,0.13299,404,2465,0.11959,0.14640
1992,North Rhine-Westphalia,West,Never,0.39849,1257,2465,0.37916,0.41782
1992,Hesse,West,At least once per week,0.20120,211,935,0.17549,0.22691
1992,Hesse,West,At least once per month,0.03847,41,935,0.02613,0.05080
1992,Hesse,West,Seldom,0.12189,140,935,0.10091,0.14287
1992,Hesse,West,Never,0.46263,543,935,0.43066,0.49461
1992,"Rhineland-Palatinate, Saarland",West,At least once per week,0.17521,149,648,0.14592,0.20450
1992,"Rhineland-Palatinate, Saarland",West,At least once per month,0.06077,43,648,0.04236,0.07918
1992,"Rhineland-Palatinate, Saarland",West,Seldom,0.08740,76,648,0.06564,0.10916
1992,"Rhineland-Palatinate, Saarland",West,Never,0.50386,380,648,0.46533,0.54238
1992,Baden-Wuerttemberg,West,At least once per week,0.20281,426,1724,0.18383,0.22180
1992,Baden-Wuerttemberg,West,At least once per month,0.05254,116,1724,0.04200,0.06307
1992,Baden-Wuerttemberg,West,Seldom,0.13539,270,1724,0.11924,0.15155
1992,Baden-Wuerttemberg,West,Never,0.39921,912,1724,0.37609,0.42234
1992,Bavaria,West,At least once per week,0.20851,408,1608,0.18865,0.22838
1992,Bavaria,West,At least once per month,0.05999,127,1608,0.04838,0.07160
1992,Bavaria,West,Seldom,0.15664,327,1608,0.13886,0.17441
1992,Bavaria,West,Never,0.37935,746,1608,0.35562,0.40307
1992,Berlin,West,At least once per week,0.21570,70,290,0.16828,0.26312
1992,Berlin,West,Seldom,0.10570,40,290,0.07025,0.14114
1992,Berlin,West,Never,0.48822,180,290,0.43059,0.54585
1992,Berlin,East,At least once per week,0.16309,54,264,0.11844,0.20774
1992,Berlin,East,Seldom,0.17633,65,264,0.13027,0.22239
1992,Berlin,East,Never,0.41267,145,264,0.35317,0.47217
1992,Brandenburg,East,At least once per week,0.09791,76,631,0.07470,0.12112
1992,Brandenburg,East,Seldom,0.13084,112,631,0.10451,0.15718
1992,Brandenburg,East,Never,0.55717,443,631,0.51838,0.59596
1992,Mecklenburg-Western Pomerania,East,At least once per week,0.10146,53,402,0.07191,0.13102
1992,Mecklenburg-Western Pomerania,East,Seldom,0.11485,72,402,0.08364,0.14606
1992,Mecklenburg-Western Pomerania,East,Never,0.56212,277,402,0.51356,0.61068
1992,Saxony,East,At least once per week,0.09261,147,1148,0.07583,0.10938
1992,Saxony,East,At least once per month,0.02908,43,1148,0.01936,0.03881
1992,Saxony,East,Seldom,0.12132,200,1148,0.10243,0.14022
1992,Saxony,East,Never,0.56245,758,1148,0.53374,0.59116
1992,Saxony-Anhalt,East,At least once per week,0.08451,87,758,0.06470,0.10433
1992,Saxony-Anhalt,East,At least once per month,0.04992,33,758,0.03441,0.06544
1992,Saxony-Anhalt,East,Seldom,0.11722,136,758,0.09430,0.14013
1992,Saxony-Anhalt,East,Never,0.57758,502,758,0.54239,0.61277
1992,Thuringa,East,At least once per week,0.08132,80,654,0.06036,0.10229
1992,Thuringa,East,Seldom,0.12869,124,654,0.10300,0.15437
1992,Thuringa,East,Never,0.55240,450,654,0.51426,0.59054
1994,Schleswig-Holstein,West,At least once per week,0.23933,80,266,0.18796,0.29070
1994,Schleswig-Holstein,West,Seldom,0.20372,64,266,0.15523,0.25221
1994,Schleswig-Holstein,West,Never,0.31376,122,266,0.25789,0.36963
1994,Hamburg,West,At least once per week,0.21454,36,113,0.13851,0.29056
1994,Hamburg,West,Never,0.48334,77,113,0.39079,0.57589
1994,Lower Saxony,West,At least once per week,0.22189,265,948,0.19542,0.24835
1994,Lower Saxony,West,At least once per month,0.05287,66,948,0.03862,0.06712
1994,Lower Saxony,West,Seldom,0.10726,129,948,0.08755,0.12697
1994,Lower Saxony,West,Never,0.42688,488,948,0.39538,0.45838
1994,Bremen,West,Never,0.51291,47,47,0.36847,0.65736
1994,North Rhine-Westphalia,West,At least once per week,0.20405,594,2417,0.18798,0.22012
1994,North Rhine-Westphalia,West,At least once per month,0.05018,160,2417,0.04147,0.05888
1994,North Rhine-Westphalia,West,Seldom,0.14007,437,2417,0.12623,0.15391
1994,North Rhine-Westphalia,West,Never,0.40414,1226,2417,0.38457,0.42371
1994,Hesse,West,At least once per week,0.21470,222,901,0.18787,0.24153
1994,Hesse,West,At least once per month,0.04277,46,901,0.02955,0.05599
1994,Hesse,West,Seldom,0.12685,141,901,0.10511,0.14860
1994,Hesse,West,Never,0.43326,492,901,0.40089,0.46563
1994,"Rhineland-Palatinate, Saarland",West,At least once per week,0.17567,136,625,0.14581,0.20552
1994,"Rhineland-Palatinate, Saarland",West,At least once per month,0.04283,32,625,0.02694,0.05872
1994,"Rhineland-Palatinate, Saarland",West,Seldom,0.14030,110,625,0.11305,0.16755
1994,"Rhineland-Palatinate, Saarland",West,Never,0.44668,347,625,0.40767,0.48569
1994,Baden-Wuerttemberg,West,At least once per week,0.19566,395,1719,0.17690,0.21442
1994,Baden-Wuerttemberg,West,At least once per month,0.05826,138,1719,0.04719,0.06934
1994,Baden-Wuerttemberg,West,Seldom,0.14194,321,1719,0.12543,0.15844
1994,Baden-Wuerttemberg,West,Never,0.40124,865,1719,0.37806,0.42442
1994,Bavaria,West,At least once per week,0.19685,374,1548,0.17704,0.21667
1994,Bavaria,West,At least once per month,0.06839,143,1548,0.05581,0.08096
1994,Bavaria,West,Seldom,0.16353,334,1548,0.14510,0.18196
1994,Bavaria,West,Never,0.36767,697,1548,0.34364,0.39170
1994,Berlin,West,At least once per week,0.21510,68,270,0.16600,0.26420
1994,Berlin,West,Seldom,0.15804,53,270,0.11444,0.20163
1994,Berlin,West,Never,0.40928,149,270,0.35052,0.46804
1994,Berlin,East,At least once per week,0.16021,50,239,0.11361,0.20681
1994,Berlin,East,Seldom,0.12371,44,239,0.08188,0.16554
1994,Berlin,East,Never,0.43843,145,239,0.37539,0.50147
1994,Brandenburg,East,At least once per week,0.08664,67,575,0.06363,0.10966
1994,Brandenburg,East,Seldom,0.13439,108,575,0.10649,0.16230
1994,Brandenburg,East,Never,0.56857,400,575,0.52806,0.60909
1994,Mecklenburg-Western Pomerania,East,At least once per week,0.08221,48,391,0.05495,0.10947
1994,Mecklenburg-Western Pomerania,East,Seldom,0.11147,67,391,0.08024,0.14271
1994,Mecklenburg-Western Pomerania,East,Never,0.54966,276,391,0.50028,0.59903
1994,Saxony,East,At least once per week,0.09169,140,1107,0.07468,0.10869
1994,Saxony,East,At least once per month,0.03179,46,1107,0.02145,0.04213
1994,Saxony,East,Seldom,0.13040,203,1107,0.11056,0.15025
1994,Saxony,East,Never,0.55570,718,1107,0.52642,0.58499
1994,Saxony-Anhalt,East,At least once per week,0.08790,80,672,0.06648,0.10933
1994,Saxony-Anhalt,East,Seldom,0.10724,111,672,0.08383,0.13065
1994,Saxony-Anhalt,East,Never,0.61177,481,672,0.57489,0.64864
1994,Thuringa,East,At least once per week,0.08587,76,625,0.06389,0.10785
1994,Thuringa,East,Seldom,0.12003,116,625,0.09453,0.14553
1994,Thuringa,East,Never,0.56028,433,625,0.52134,0.59923
1995,Schleswig-Holstein,West,At least once per week,0.26555,94,264,0.21218,0.31892
1995,Schleswig-Holstein,West,Seldom,0.18706,60,264,0.13993,0.23419
1995,Schleswig-Holstein,West,Never,0.28557,110,264,0.23098,0.34016
1995,Hamburg,West,At least once per week,0.21950,41,100,0.13797,0.30104
1995,Hamburg,West,Never,0.37015,59,100,0.27504,0.46526
1995,Lower Saxony,West,At least once per week,0.24893,332,1037,0.22260,0.27526
1995,Lower Saxony,West,At least once per month,0.06688,87,1037,0.05167,0.08209
1995,Lower Saxony,West,Seldom,0.15357,198,1037,0.13162,0.17553
1995,Lower Saxony,West,Never,0.33346,420,1037,0.30475,0.36217
1995,Bremen,West,Never,0.45503,40,40,0.29874,0.61132
1995,North Rhine-Westphalia,West,At least once per week,0.26143,763,2563,0.24441,0.27844
1995,North Rhine-Westphalia,West,At least once per month,0.05985,187,2563,0.05066,0.06903
1995,North Rhine-Westphalia,West,Seldom,0.15869,515,2563,0.14454,0.17284
1995,North Rhine-Westphalia,West,Never,0.32870,1098,2563,0.31051,0.34689
1995,Hesse,West,At least once per week,0.25687,257,935,0.22885,0.28489
1995,Hesse,West,At least once per month,0.04443,54,935,0.03122,0.05765
1995,Hesse,West,Seldom,0.17473,181,935,0.15037,0.19908
1995,Hesse,West,Never,0.36030,443,935,0.32951,0.39109
1995,"Rhineland-Palatinate, Saarland",West,At least once per week,0.18014,157,709,0.15183,0.20844
1995,"Rhineland-Palatinate, Saarland",West,At least once per month,0.05885,48,709,0.04151,0.07618
1995,"Rhineland-Palatinate, Saarland",West,Seldom,0.14429,131,709,0.11841,0.17018
1995,"Rhineland-Palatinate, Saarland",West,Never,0.41779,373,709,0.38146,0.45412
1995,Baden-Wuerttemberg,West,At least once per week,0.23853,496,1781,0.21873,0.25832
1995,Baden-Wuerttemberg,West,At least once per month,0.06552,135,1781,0.05402,0.07701
1995,Baden-Wuerttemberg,West,Seldom,0.16001,350,1781,0.14298,0.17704
1995,Baden-Wuerttemberg,West,Never,0.34139,800,1781,0.31936,0.36342
1995,Bavaria,West,At least once per week,0.25893,507,1674,0.23794,0.27992
1995,Bavaria,West,At least once per month,0.06419,155,1674,0.05245,0.07594
1995,Bavaria,West,Seldom,0.17476,366,1674,0.15656,0.19296
1995,Bavaria,West,Never,0.31704,646,1674,0.29475,0.33934
1995,Berlin,West,At least once per week,0.22534,81,292,0.17734,0.27335
1995,Berlin,West,Seldom,0.18478,72,292,0.14019,0.22938
1995,Berlin,West,Never,0.35446,139,292,0.29950,0.40943
1995,Berlin,East,At least once per week,0.21724,63,223,0.16300,0.27149
1995,Berlin,East,Seldom,0.24271,75,223,0.18632,0.29911
1995,Berlin,East,Never,0.27757,85,223,0.21866,0.33648
1995,Brandenburg,East,At least once per week,0.13797,101,584,0.10998,0.16597
1995,Brandenburg,East,At least once per month,0.04480,35,584,0.02801,0.06159
1995,Brandenburg,East,Seldom,0.21342,171,584,0.18016,0.24668
1995,Brandenburg,East,Never,0.42806,277,584,0.38790,0.46823
1995,Mecklenburg-Western Pomerania,East,At least once per week,0.14734,86,389,0.11207,0.18261
1995,Mecklenburg-Western Pomerania,East,Seldom,0.23283,128,389,0.19078,0.27488
1995,Mecklenburg-Western Pomerania,East,Never,0.36468,175,389,0.31678,0.41257
1995,Saxony,East,At least once per week,0.14151,220,1088,0.12079,0.16223
1995,Saxony,East,At least once per month,0.05330,76,1088,0.03995,0.06666
1995,Saxony,East,Seldom,0.19783,284,1088,0.17415,0.22151
1995,Saxony,East,Never,0.42422,508,1088,0.39484,0.45360
1995,Saxony-Anhalt,East,At least once per week,0.13937,121,685,0.11341,0.16532
1995,Saxony-Anhalt,East,At least once per month,0.02980,35,685,0.01705,0.04254
1995,Saxony-Anhalt,East,Seldom,0.19261,185,685,0.16306,0.22217
1995,Saxony-Anhalt,East,Never,0.48274,344,685,0.44529,0.52019
1995,Thuringa,East,At least once per week,0.14303,122,646,0.11601,0.17005
1995,Thuringa,East,At least once per month,0.04440,35,646,0.02851,0.06030
1995,Thuringa,East,Seldom,0.17484,175,646,0.14553,0.20415
1995,Thuringa,East,Never,0.43866,314,646,0.40037,0.47696
1996,Schleswig-Holstein,West,At least once per week,0.24763,82,250,0.19402,0.30125
1996,Schleswig-Holstein,West,Seldom,0.14911,53,250,0.10487,0.19336
1996,Schleswig-Holstein,West,Never,0.28394,115,250,0.22793,0.33995
1996,Hamburg,West,At least once per week,0.28448,36,96,0.19375,0.37521
1996,Hamburg,West,Never,0.40612,60,96,0.30736,0.50488
1996,Lower Saxony,West,At least once per week,0.22551,281,1035,0.20004,0.25098
1996,Lower Saxony,West,At least once per month,0.05114,73,1035,0.03772,0.06457
1996,Lower Saxony,West,Seldom,0.16624,205,1035,0.14355,0.18894
1996,Lower Saxony,West,Never,0.36471,476,1035,0.33537,0.39405
1996,Bremen,West,Never,0.52398,48,48,0.38119,0.66676
1996,North Rhine-Westphalia,West,At least once per week,0.21601,614,2542,0.20001,0.23201
1996,North Rhine-Westphalia,West,At least once per month,0.06966,211,2542,0.05976,0.07956
1996,North Rhine-Westphalia,West,Seldom,0.16832,536,2542,0.15377,0.18287
1996,North Rhine-Westphalia,West,Never,0.36393,1181,2542,0.34522,0.38263
1996,Hesse,West,At least once per week,0.22582,226,902,0.19852,0.25312
1996,Hesse,West,At least once per month,0.05055,48,902,0.03625,0.06486
1996,Hesse,West,Seldom,0.13221,146,902,0.11010,0.15433
1996,Hesse,West,Never,0.42048,482,902,0.38825,0.45271
1996,"Rhineland-Palatinate, Saarland",West,At least once per week,0.16742,143,688,0.13950,0.19534
1996,"Rhineland-Palatinate, Saarland",West,At least once per month,0.04779,43,688,0.03184,0.06374
1996,"Rhineland-Palatinate, Saarland",West,Seldom,0.14625,126,688,0.11982,0.17267
1996,"Rhineland-Palatinate, Saarland",West,Never,0.43262,376,688,0.39557,0.46966
1996,Baden-Wuerttemberg,West,At least once per week,0.20210,382,1693,0.18297,0.22124
1996,Baden-Wuerttemberg,West,At least once per month,0.05258,129,1693,0.04194,0.06321
1996,Baden-Wuerttemberg,West,Seldom,0.16382,363,1693,0.14618,0.18146
1996,Baden-Wuerttemberg,West,Never,0.38010,819,1693,0.35697,0.40323
1996,Bavaria,West,At least once per week,0.22408,437,1637,0.20387,0.24428
1996,Bavaria,West,At least once per month,0.06566,144,1637,0.05366,0.07767
1996,Bavaria,West,Seldom,0.16855,372,1637,0.15041,0.18669
1996,Bavaria,West,Never,0.35261,684,1637,0.32945,0.37576
1996,Berlin,West,At least once per week,0.20046,68,275,0.15306,0.24787
1996,Berlin,West,Seldom,0.15724,55,275,0.11413,0.20034
1996,Berlin,West,Never,0.41467,152,275,0.35633,0.47300
1996,Berlin,East,At least once per week,0.17197,56,224,0.12244,0.22149
1996,Berlin,East,Seldom,0.20162,63,224,0.14896,0.25428
1996,Berlin,East,Never,0.36653,105,224,0.30328,0.42977
1996,Brandenburg,East,At least once per week,0.10315,76,572,0.07820,0.12810
1996,Brandenburg,East,Seldom,0.18425,141,572,0.15245,0.21605
1996,Brandenburg,East,Never,0.51583,355,572,0.47484,0.55682
1996,Mecklenburg-Western Pomerania,East,At least once per week,0.10175,60,367,0.07077,0.13272
1996,Mecklenburg-Western Pomerania,East,Seldom,0.20810,99,367,0.16651,0.24969
1996,Mecklenburg-Western Pomerania,East,Never,0.45837,208,367,0.40733,0.50942
1996,Saxony,East,At least once per week,0.13208,184,1102,0.11208,0.15208
1996,Saxony,East,At least once per month,0.04496,76,1102,0.03272,0.05720
1996,Saxony,East,Seldom,0.14584,216,1102,0.12500,0.16669
1996,Saxony,East,Never,0.49907,626,1102,0.46953,0.52860
1996,Saxony-Anhalt,East,At least once per week,0.10798,102,637,0.08386,0.13210
1996,Saxony-Anhalt,East,Seldom,0.14133,136,637,0.11425,0.16840
1996,Saxony-Anhalt,East,Never,0.55154,399,637,0.51289,0.59019
1996,Thuringa,East,At least once per week,0.11394,105,624,0.08899,0.13889
