"ple0005","year","age_gr","bildungsniveau","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Stark","2010","66 +","Realschule","153","0.271620045827593","0.235295787892848","0.307944303762338"
"Stark","2010","66 +","(Fach-)Abitur","58","0.368993755672199","0.296244077638716","0.441743433705683"
"Stark","2010","66 +","AkademikerIn","200","0.259362407978483","0.230648456385792","0.288076359571174"
"Ein wenig","2010","17-34","(noch) kein Abschluss","41","0.155564838740475","0.113632796127605","0.197496881353344"
"Ein wenig","2010","17-34","Hauptschule","121","0.240529112569978","0.203579837560455","0.2774783875795"
"Ein wenig","2010","17-34","Realschule","235","0.225725418835772","0.19972315255101","0.251727685120534"
"Ein wenig","2010","17-34","(Fach-)Abitur","155","0.176829986130547","0.15122666503957","0.202433307221524"
"Ein wenig","2010","17-34","AkademikerIn","84","0.148851359777064","0.118109963840227","0.179592755713901"
"Ein wenig","2010","35-65","(noch) kein Abschluss","31","0.374086504433244","0.265297632578201","0.482875376288286"
"Ein wenig","2010","35-65","Hauptschule","1167","0.439970147970194","0.421471533680427","0.458468762259961"
"Ein wenig","2010","35-65","Realschule","1198","0.441774356070167","0.423647148291696","0.459901563848638"
"Ein wenig","2010","35-65","(Fach-)Abitur","300","0.363533528322204","0.331607135744705","0.395459920899702"
"Ein wenig","2010","35-65","AkademikerIn","876","0.369564235331339","0.350329086720242","0.388799383942436"
"Ein wenig","2010","66 +","(noch) kein Abschluss","22","","",""
"Ein wenig","2010","66 +","Hauptschule","1060","0.462683133822573","0.442279456108094","0.483086811537053"
"Ein wenig","2010","66 +","Realschule","288","0.501089294422447","0.460256808312121","0.541921780532772"
"Ein wenig","2010","66 +","(Fach-)Abitur","81","0.431235527051964","0.356568607317616","0.505902446786312"
"Ein wenig","2010","66 +","AkademikerIn","462","0.523961268740019","0.491241719618197","0.556680817861841"
"Gar nicht","2010","17-34","(noch) kein Abschluss","246","0.844435161259525","0.802503118646656","0.886367203872395"
"Gar nicht","2010","17-34","Hauptschule","379","0.737697389733131","0.699669085374683","0.775725694091579"
"Gar nicht","2010","17-34","Realschule","738","0.742421419513138","0.715222378863495","0.769620460162781"
"Gar nicht","2010","17-34","(Fach-)Abitur","689","0.8008084818054","0.774006103767228","0.827610859843572"
"Gar nicht","2010","17-34","AkademikerIn","422","0.844390750477643","0.813084293935056","0.87569720702023"
"Gar nicht","2010","35-65","(noch) kein Abschluss","25","","",""
"Gar nicht","2010","35-65","Hauptschule","1139","0.379702344234866","0.361616294853461","0.397788393616271"
"Gar nicht","2010","35-65","Realschule","1360","0.431748859388049","0.413668313967086","0.449829404809011"
"Gar nicht","2010","35-65","(Fach-)Abitur","487","0.530991587884939","0.497869021045234","0.564114154724644"
"Gar nicht","2010","35-65","AkademikerIn","1390","0.555309948463349","0.535507148948224","0.575112747978474"
"Gar nicht","2010","66 +","(noch) kein Abschluss","4","","",""
"Gar nicht","2010","66 +","Hauptschule","363","0.149078315081682","0.134503487771309","0.163653142392055"
"Gar nicht","2010","66 +","Realschule","135","0.227290659749961","0.193066269066697","0.261515050433225"
"Gar nicht","2010","66 +","(Fach-)Abitur","30","0.199770717275836","0.13949007473159","0.260051359820083"
"Gar nicht","2010","66 +","AkademikerIn","233","0.216676323281498","0.189685699044649","0.243666947518346"
"Stark","2011","17-34","(noch) kein Abschluss","","","",""
"Stark","2011","17-34","Hauptschule","","","",""
"Stark","2011","17-34","Realschule","","","",""
"Stark","2011","17-34","(Fach-)Abitur","","","",""
"Stark","2011","17-34","AkademikerIn","","","",""
"Stark","2011","35-65","(noch) kein Abschluss","","","",""
"Stark","2011","35-65","Hauptschule","","","",""
"Stark","2011","35-65","Realschule","","","",""
"Stark","2011","35-65","(Fach-)Abitur","","","",""
"Stark","2011","35-65","AkademikerIn","","","",""
"Stark","2011","66 +","(noch) kein Abschluss","","","",""
"Stark","2011","66 +","Hauptschule","","","",""
"Stark","2011","66 +","Realschule","","","",""
"Stark","2011","66 +","(Fach-)Abitur","","","",""
"Stark","2011","66 +","AkademikerIn","","","",""
"Ein wenig","2011","17-34","(noch) kein Abschluss","","","",""
"Ein wenig","2011","17-34","Hauptschule","","","",""
"Ein wenig","2011","17-34","Realschule","","","",""
"Ein wenig","2011","17-34","(Fach-)Abitur","","","",""
"Ein wenig","2011","17-34","AkademikerIn","","","",""
"Ein wenig","2011","35-65","(noch) kein Abschluss","","","",""
"Ein wenig","2011","35-65","Hauptschule","","","",""
"Ein wenig","2011","35-65","Realschule","","","",""
"Ein wenig","2011","35-65","(Fach-)Abitur","","","",""
"Ein wenig","2011","35-65","AkademikerIn","","","",""
"Ein wenig","2011","66 +","(noch) kein Abschluss","","","",""
"Ein wenig","2011","66 +","Hauptschule","","","",""
"Ein wenig","2011","66 +","Realschule","","","",""
"Ein wenig","2011","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2011","66 +","AkademikerIn","","","",""
"Gar nicht","2011","17-34","(noch) kein Abschluss","","","",""
"Gar nicht","2011","17-34","Hauptschule","","","",""
"Gar nicht","2011","17-34","Realschule","","","",""
"Gar nicht","2011","17-34","(Fach-)Abitur","","","",""
"Gar nicht","2011","17-34","AkademikerIn","","","",""
"Gar nicht","2011","35-65","(noch) kein Abschluss","","","",""
"Gar nicht","2011","35-65","Hauptschule","","","",""
"Gar nicht","2011","35-65","Realschule","","","",""
"Gar nicht","2011","35-65","(Fach-)Abitur","","","",""
"Gar nicht","2011","35-65","AkademikerIn","","","",""
"Gar nicht","2011","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2011","66 +","Hauptschule","","","",""
"Gar nicht","2011","66 +","Realschule","","","",""
"Gar nicht","2011","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2011","66 +","AkademikerIn","","","",""
"Stark","2012","17-34","(noch) kein Abschluss","6","","",""
"Stark","2012","17-34","Hauptschule","18","","",""
"Stark","2012","17-34","Realschule","30","0.0291166515265579","0.0191307244134129","0.0391025786397029"
"Stark","2012","17-34","(Fach-)Abitur","22","","",""
"Stark","2012","17-34","AkademikerIn","6","","",""
"Stark","2012","35-65","(noch) kein Abschluss","37","0.255848223600896","0.182515029555395","0.329181417646396"
"Stark","2012","35-65","Hauptschule","589","0.167147834067258","0.154656023917527","0.17963964421699"
"Stark","2012","35-65","Realschule","425","0.134470574051135","0.123259151876011","0.145681996226259"
"Stark","2012","35-65","(Fach-)Abitur","108","0.0892044616743023","0.0727944039537926","0.105614519394812"
"Stark","2012","35-65","AkademikerIn","213","0.0777289447681773","0.0678696584453071","0.0875882310910475"
"Stark","2012","66 +","(noch) kein Abschluss","37","0.452313155465013","0.341857856882871","0.562768454047154"
"Stark","2012","66 +","Hauptschule","1023","0.36765881507871","0.350040012631293","0.385277617526128"
"Stark","2012","66 +","Realschule","242","0.306836037335321","0.274838407059256","0.338833667611385"
"Stark","2012","66 +","(Fach-)Abitur","71","0.336423378719261","0.275624898818915","0.397221858619607"
"Stark","2012","66 +","AkademikerIn","255","0.273075239506386","0.247223417240058","0.298927061772714"
"Ein wenig","2012","17-34","(noch) kein Abschluss","51","0.159836862336069","0.1202991620165","0.199374562655637"
"Ein wenig","2012","17-34","Hauptschule","165","0.273560351912551","0.238611378053169","0.308509325771933"
"Ein wenig","2012","17-34","Realschule","270","0.263818018411406","0.237643483717044","0.289992553105768"
"Ein wenig","2012","17-34","(Fach-)Abitur","164","0.150923002201719","0.129061463082583","0.172784541320855"
"Ein wenig","2012","17-34","AkademikerIn","105","0.152638286109896","0.125386109713426","0.179890462506366"
"Ein wenig","2012","35-65","(noch) kein Abschluss","53","0.458507327466695","0.374764413420072","0.542250241513319"
"Ein wenig","2012","35-65","Hauptschule","1429","0.444034500060474","0.427399480439715","0.460669519681233"
"Ein wenig","2012","35-65","Realschule","1412","0.40393913104681","0.387813770727914","0.420064491365707"
"Ein wenig","2012","35-65","(Fach-)Abitur","419","0.414574299796258","0.386211868752428","0.442936730840088"
"Ein wenig","2012","35-65","AkademikerIn","963","0.345721642008309","0.32820828645212","0.363234997564499"
"Ein wenig","2012","66 +","(noch) kein Abschluss","36","0.468572790877133","0.35783108321955","0.579314498534716"
"Ein wenig","2012","66 +","Hauptschule","1296","0.452013367689318","0.433827300905616","0.47019943447302"
"Ein wenig","2012","66 +","Realschule","367","0.480737428214152","0.446072195245499","0.515402661182805"
"Ein wenig","2012","66 +","(Fach-)Abitur","104","0.437279558612942","0.373448796115338","0.501110321110547"
"Ein wenig","2012","66 +","AkademikerIn","575","0.486256763541076","0.457255884958918","0.515257642123234"
"Gar nicht","2012","17-34","(noch) kein Abschluss","273","0.818987603201922","0.777445933861217","0.860529272542627"
"Gar nicht","2012","17-34","Hauptschule","442","0.698533594949738","0.662556905925099","0.734510283974377"
"Gar nicht","2012","17-34","Realschule","789","0.707065330062036","0.680035126889327","0.734095533234745"
"Gar nicht","2012","17-34","(Fach-)Abitur","844","0.829684917990152","0.806728050340625","0.852641785639679"
"Gar nicht","2012","17-34","AkademikerIn","558","0.835195389111859","0.807081964291449","0.863308813932269"
"Gar nicht","2012","35-65","(noch) kein Abschluss","46","0.285644448932409","0.209725752380793","0.361563145484025"
"Gar nicht","2012","35-65","Hauptschule","1409","0.388817665872268","0.372496565728082","0.405138766016454"
"Gar nicht","2012","35-65","Realschule","1720","0.461590294902055","0.445207389152375","0.477973200651734"
"Gar nicht","2012","35-65","(Fach-)Abitur","632","0.496221238529439","0.467436388280958","0.525006088777921"
"Gar nicht","2012","35-65","AkademikerIn","1657","0.576549413223513","0.558354732440441","0.594744094006586"
"Gar nicht","2012","66 +","(noch) kein Abschluss","5","","",""
"Gar nicht","2012","66 +","Hauptschule","558","0.180327817231971","0.166279328051705","0.194376306412238"
"Gar nicht","2012","66 +","Realschule","189","0.212426534450527","0.184047568612278","0.240805500288777"
"Gar nicht","2012","66 +","(Fach-)Abitur","57","0.226297062667797","0.172453885365246","0.280140239970347"
"Gar nicht","2012","66 +","AkademikerIn","311","0.240667996952537","0.215863507490647","0.265472486414428"
"Stark","2013","17-34","(noch) kein Abschluss","","","",""
"Stark","2013","17-34","Hauptschule","","","",""
"Stark","2013","17-34","Realschule","","","",""
"Stark","2013","17-34","(Fach-)Abitur","","","",""
"Stark","2013","17-34","AkademikerIn","","","",""
"Stark","2013","35-65","(noch) kein Abschluss","","","",""
"Stark","2013","35-65","Hauptschule","","","",""
"Stark","2013","35-65","Realschule","","","",""
"Stark","2013","35-65","(Fach-)Abitur","","","",""
"Stark","2013","35-65","AkademikerIn","","","",""
"Stark","2013","66 +","(noch) kein Abschluss","","","",""
"Stark","2013","66 +","Hauptschule","","","",""
"Stark","2013","66 +","Realschule","","","",""
"Stark","2013","66 +","(Fach-)Abitur","","","",""
"Stark","2013","66 +","AkademikerIn","","","",""
"Ein wenig","2013","17-34","(noch) kein Abschluss","","","",""
"Ein wenig","2013","17-34","Hauptschule","","","",""
"Ein wenig","2013","17-34","Realschule","","","",""
"Ein wenig","2013","17-34","(Fach-)Abitur","","","",""
"Ein wenig","2013","17-34","AkademikerIn","","","",""
"Ein wenig","2013","35-65","(noch) kein Abschluss","","","",""
"Ein wenig","2013","35-65","Hauptschule","","","",""
"Ein wenig","2013","35-65","Realschule","","","",""
"Ein wenig","2013","35-65","(Fach-)Abitur","","","",""
"Ein wenig","2013","35-65","AkademikerIn","","","",""
"Ein wenig","2013","66 +","(noch) kein Abschluss","","","",""
"Ein wenig","2013","66 +","Hauptschule","","","",""
"Ein wenig","2013","66 +","Realschule","","","",""
"Ein wenig","2013","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2013","66 +","AkademikerIn","","","",""
"Gar nicht","2013","17-34","(noch) kein Abschluss","","","",""
"Gar nicht","2013","17-34","Hauptschule","","","",""
"Gar nicht","2013","17-34","Realschule","","","",""
"Gar nicht","2013","17-34","(Fach-)Abitur","","","",""
"Gar nicht","2013","17-34","AkademikerIn","","","",""
"Gar nicht","2013","35-65","(noch) kein Abschluss","","","",""
"Gar nicht","2013","35-65","Hauptschule","","","",""
"Gar nicht","2013","35-65","Realschule","","","",""
"Gar nicht","2013","35-65","(Fach-)Abitur","","","",""
"Gar nicht","2013","35-65","AkademikerIn","","","",""
"Gar nicht","2013","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2013","66 +","Hauptschule","","","",""
"Gar nicht","2013","66 +","Realschule","","","",""
"Gar nicht","2013","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2013","66 +","AkademikerIn","","","",""
"Stark","2014","17-34","(noch) kein Abschluss","24","","",""
"Stark","2014","17-34","Hauptschule","66","0.0534934980497692","0.0412523247952074","0.0657346713043311"
"Stark","2014","17-34","Realschule","52","0.0279129634262699","0.0198617633749296","0.0359641634776102"
"Stark","2014","17-34","(Fach-)Abitur","36","0.0209352275686255","0.0136412942501501","0.0282291608871009"
"Stark","2014","17-34","AkademikerIn","14","","",""
"Stark","2014","35-65","(noch) kein Abschluss","86","0.251738746984338","0.20567358920141","0.297803904767266"
"Stark","2014","35-65","Hauptschule","764","0.200520846713632","0.188514363837011","0.212527329590253"
"Stark","2014","35-65","Realschule","497","0.126169209450783","0.116424452213544","0.135913966688022"
"Stark","2014","35-65","(Fach-)Abitur","204","0.0926818838988333","0.0805835896758234","0.104780178121843"
"Stark","2014","35-65","AkademikerIn","273","0.0749200885105788","0.0668696110294846","0.0829705659916729"
"Stark","2014","66 +","(noch) kein Abschluss","32","0.441802433205607","0.326290477225878","0.557314389185336"
"Stark","2014","66 +","Hauptschule","933","0.35785624025373","0.339518160051641","0.376194320455818"
"Stark","2014","66 +","Realschule","198","0.271343863901165","0.240415342687923","0.302272385114406"
"Stark","2014","66 +","(Fach-)Abitur","81","0.355059629615939","0.295622360582895","0.414496898648982"
"Stark","2014","66 +","AkademikerIn","261","0.240609618521075","0.216032324485966","0.265186912556183"
"Ein wenig","2014","17-34","(noch) kein Abschluss","88","0.163583923388652","0.133583791543774","0.193584055233529"
"Ein wenig","2014","17-34","Hauptschule","291","0.217270541705057","0.194836010037494","0.23970507337262"
"Ein wenig","2014","17-34","Realschule","363","0.230669257655364","0.210079251741154","0.251259263569574"
"Ein wenig","2014","17-34","(Fach-)Abitur","209","0.141415302237557","0.123662904960329","0.159167699514784"
"Ein wenig","2014","17-34","AkademikerIn","143","0.138689274202497","0.11664156565265","0.160736982752343"
"Ein wenig","2014","35-65","(noch) kein Abschluss","129","0.447102660300547","0.394331483550784","0.49987383705031"
"Ein wenig","2014","35-65","Hauptschule","1625","0.404805462170197","0.390086231223992","0.419524693116402"
"Ein wenig","2014","35-65","Realschule","1738","0.404930373657902","0.39052399815396","0.419336749161843"
"Ein wenig","2014","35-65","(Fach-)Abitur","680","0.329820719121859","0.310206031767423","0.349435406476295"
"Ein wenig","2014","35-65","AkademikerIn","1214","0.299000002985742","0.285000020964876","0.312999985006608"
"Ein wenig","2014","66 +","(noch) kein Abschluss","31","0.421093360535549","0.306248284705331","0.535938436365766"
"Ein wenig","2014","66 +","Hauptschule","1226","0.473465056974923","0.454364721184107","0.492565392765739"
"Ein wenig","2014","66 +","Realschule","404","0.512581632614007","0.477814385441174","0.54734887978684"
"Ein wenig","2014","66 +","(Fach-)Abitur","110","0.429159677306852","0.367682319499093","0.490637035114611"
"Ein wenig","2014","66 +","AkademikerIn","580","0.521943270677736","0.493222479702819","0.550664061652653"
"Gar nicht","2014","17-34","(noch) kein Abschluss","472","0.803885241547612","0.771682426781604","0.836088056313619"
"Gar nicht","2014","17-34","Hauptschule","941","0.729235960245174","0.705062419022632","0.753409501467716"
"Gar nicht","2014","17-34","Realschule","1193","0.741417778918366","0.720016688712183","0.76281886912455"
"Gar nicht","2014","17-34","(Fach-)Abitur","1235","0.837649470193818","0.818861699648945","0.85643724073869"
"Gar nicht","2014","17-34","AkademikerIn","787","0.847208600955943","0.824257330762929","0.870159871148958"
"Gar nicht","2014","35-65","(noch) kein Abschluss","126","0.301158592715115","0.252466566646927","0.349850618783304"
"Gar nicht","2014","35-65","Hauptschule","1883","0.394673691116171","0.380016649107975","0.409330733124367"
"Gar nicht","2014","35-65","Realschule","2225","0.468900416891316","0.454254756769518","0.483546077013114"
"Gar nicht","2014","35-65","(Fach-)Abitur","1323","0.577497396979308","0.556889359551623","0.598105434406992"
"Gar nicht","2014","35-65","AkademikerIn","2621","0.626079908503679","0.611284152602412","0.640875664404946"
"Gar nicht","2014","66 +","(noch) kein Abschluss","8","","",""
"Gar nicht","2014","66 +","Hauptschule","466","0.168678702771347","0.154353591084456","0.183003814458237"
"Gar nicht","2014","66 +","Realschule","192","0.216074503484828","0.187447427119279","0.244701579850377"
"Gar nicht","2014","66 +","(Fach-)Abitur","58","0.215780693077209","0.164686272986413","0.266875113168005"
"Gar nicht","2014","66 +","AkademikerIn","321","0.237447110801189","0.212981083432427","0.261913138169951"
"Stark","2015","17-34","(noch) kein Abschluss","","","",""
"Stark","2015","17-34","Hauptschule","","","",""
"Stark","2015","17-34","Realschule","","","",""
"Stark","2015","17-34","(Fach-)Abitur","","","",""
"Stark","2015","17-34","AkademikerIn","","","",""
"Stark","2015","35-65","(noch) kein Abschluss","","","",""
"Stark","2015","35-65","Hauptschule","","","",""
"Stark","2015","35-65","Realschule","","","",""
"Stark","2015","35-65","(Fach-)Abitur","","","",""
"Stark","2015","35-65","AkademikerIn","","","",""
"Stark","2015","66 +","(noch) kein Abschluss","","","",""
"Stark","2015","66 +","Hauptschule","","","",""
"Stark","2015","66 +","Realschule","","","",""
"Stark","2015","66 +","(Fach-)Abitur","","","",""
"Stark","2015","66 +","AkademikerIn","","","",""
"Ein wenig","2015","17-34","(noch) kein Abschluss","","","",""
"Ein wenig","2015","17-34","Hauptschule","","","",""
"Ein wenig","2015","17-34","Realschule","","","",""
"Ein wenig","2015","17-34","(Fach-)Abitur","","","",""
"Ein wenig","2015","17-34","AkademikerIn","","","",""
"Ein wenig","2015","35-65","(noch) kein Abschluss","","","",""
"Ein wenig","2015","35-65","Hauptschule","","","",""
"Ein wenig","2015","35-65","Realschule","","","",""
"Ein wenig","2015","35-65","(Fach-)Abitur","","","",""
"Ein wenig","2015","35-65","AkademikerIn","","","",""
"Ein wenig","2015","66 +","(noch) kein Abschluss","","","",""
"Ein wenig","2015","66 +","Hauptschule","","","",""
"Ein wenig","2015","66 +","Realschule","","","",""
"Ein wenig","2015","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2015","66 +","AkademikerIn","","","",""
"Gar nicht","2015","17-34","(noch) kein Abschluss","","","",""
"Gar nicht","2015","17-34","Hauptschule","","","",""
"Gar nicht","2015","17-34","Realschule","","","",""
"Gar nicht","2015","17-34","(Fach-)Abitur","","","",""
"Gar nicht","2015","17-34","AkademikerIn","","","",""
"Gar nicht","2015","35-65","(noch) kein Abschluss","","","",""
"Gar nicht","2015","35-65","Hauptschule","","","",""
"Gar nicht","2015","35-65","Realschule","","","",""
"Gar nicht","2015","35-65","(Fach-)Abitur","","","",""
"Gar nicht","2015","35-65","AkademikerIn","","","",""
"Gar nicht","2015","66 +","(noch) kein Abschluss","","","",""
"Gar nicht","2015","66 +","Hauptschule","","","",""
"Gar nicht","2015","66 +","Realschule","","","",""
"Gar nicht","2015","66 +","(Fach-)Abitur","","","",""
"Gar nicht","2015","66 +","AkademikerIn","","","",""
"Stark","2016","17-34","(noch) kein Abschluss","49","0.0428527157207596","0.0302115188726651","0.0554939125688542"
"Stark","2016","17-34","Hauptschule","65","0.0627434178172338","0.0498694179952383","0.0756174176392293"
"Stark","2016","17-34","Realschule","47","0.0404527721629501","0.0293241302238868","0.0515814141020134"
"Stark","2016","17-34","(Fach-)Abitur","37","0.0250029502744453","0.017354918133134","0.0326509824157567"
"Stark","2016","17-34","AkademikerIn","32","0.012769233770113","0.00647925554953379","0.0190592119906921"
"Stark","2016","35-65","(noch) kein Abschluss","151","0.246187972237366","0.216336342619565","0.276039601855167"
"Stark","2016","35-65","Hauptschule","657","0.192797833478707","0.180294339672461","0.205301327284953"
"Stark","2016","35-65","Realschule","453","0.121890512334096","0.111746853422883","0.132034171245308"
"Stark","2016","35-65","(Fach-)Abitur","222","0.103955566928518","0.0915657296430718","0.116345404213965"
"Stark","2016","35-65","AkademikerIn","272","0.0758884612769431","0.0677224969471946","0.0840544256066916"
"Stark","2016","66 +","(noch) kein Abschluss","33","0.357923363365109","0.245621353565513","0.470225373164705"
"Stark","2016","66 +","Hauptschule","800","0.354318404579812","0.335094206818384","0.373542602341241"
"Stark","2016","66 +","Realschule","222","0.273475743195068","0.242835847447179","0.304115638942958"
"Stark","2016","66 +","(Fach-)Abitur","65","0.293199009645464","0.235364183196479","0.351033836094449"
"Stark","2016","66 +","AkademikerIn","265","0.246914612738641","0.222404084532376","0.271425140944905"
"Ein wenig","2016","17-34","(noch) kein Abschluss","193","0.142634573032604","0.120807021605413","0.164462124459796"
"Ein wenig","2016","17-34","Hauptschule","290","0.239072209403385","0.216429080782479","0.261715338024291"
"Ein wenig","2016","17-34","Realschule","272","0.227996772815165","0.204298933228019","0.251694612402312"
"Ein wenig","2016","17-34","(Fach-)Abitur","274","0.137948746065561","0.121056871508452","0.154840620622671"
"Ein wenig","2016","17-34","AkademikerIn","200","0.152394504282886","0.132260093870392","0.172528914695379"
"Ein wenig","2016","35-65","(noch) kein Abschluss","279","0.335091134820233","0.302382258219374","0.367800011421092"
"Ein wenig","2016","35-65","Hauptschule","1438","0.405987891726501","0.390423099105425","0.421552684347577"
"Ein wenig","2016","35-65","Realschule","1599","0.417876598365783","0.402584506234914","0.433168690496652"
"Ein wenig","2016","35-65","(Fach-)Abitur","721","0.341208550515421","0.321961646341167","0.360455454689675"
"Ein wenig","2016","35-65","AkademikerIn","1197","0.30646134078109","0.292245236701756","0.320677444860424"
"Ein wenig","2016","66 +","(noch) kein Abschluss","27","","",""
"Ein wenig","2016","66 +","Hauptschule","1116","0.469035275467996","0.448977731463164","0.489092819472827"
"Ein wenig","2016","66 +","Realschule","410","0.507467594015082","0.47310195844392","0.541833229586243"
"Ein wenig","2016","66 +","(Fach-)Abitur","121","0.502572219284126","0.43905026222264","0.566094176345612"
"Ein wenig","2016","66 +","AkademikerIn","584","0.493363552632307","0.464945853632104","0.521781251632511"
"Gar nicht","2016","17-34","(noch) kein Abschluss","744","0.814512711246636","0.790251323248436","0.838774099244835"
"Gar nicht","2016","17-34","Hauptschule","1008","0.698184372779381","0.673814341512397","0.722554404046365"
"Gar nicht","2016","17-34","Realschule","885","0.731550455021885","0.706518871403623","0.756582038640147"
"Gar nicht","2016","17-34","(Fach-)Abitur","1290","0.837048303659993","0.818957530489773","0.855139076830214"
"Gar nicht","2016","17-34","AkademikerIn","992","0.834836261947001","0.814033768865418","0.855638755028584"
"Gar nicht","2016","35-65","(noch) kein Abschluss","370","0.418720892942401","0.384534146575589","0.452907639309213"
"Gar nicht","2016","35-65","Hauptschule","1729","0.401214274794792","0.385679210442659","0.416749339146925"
"Gar nicht","2016","35-65","Realschule","1944","0.460232889300122","0.444779370457634","0.47568640814261"
"Gar nicht","2016","35-65","(Fach-)Abitur","1388","0.55483588255606","0.534660615148178","0.575011149963942"
"Gar nicht","2016","35-65","AkademikerIn","2571","0.617650197941967","0.602665115528467","0.632635280355467"
"Gar nicht","2016","66 +","(noch) kein Abschluss","10","","",""
"Gar nicht","2016","66 +","Hauptschule","462","0.176646319952192","0.161318242772522","0.191974397131862"
"Gar nicht","2016","66 +","Realschule","181","0.21905666278985","0.190625749305412","0.247487576274288"
"Gar nicht","2016","66 +","(Fach-)Abitur","52","0.20422877107041","0.153012000479519","0.255445541661301"
"Gar nicht","2016","66 +","AkademikerIn","340","0.259721834629052","0.234798344122407","0.284645325135696"
"Stark","2017","17-34","(noch) kein Abschluss","23","","",""
"Stark","2017","17-34","Hauptschule","12","","",""
"Stark","2017","17-34","Realschule","1","","",""
"Stark","2017","17-34","(Fach-)Abitur","8","","",""
"Stark","2017","17-34","AkademikerIn","7","","",""
"Stark","2017","35-65","(noch) kein Abschluss","68","0.184174769473569","0.140384413372977","0.22796512557416"
"Stark","2017","35-65","Hauptschule","26","","",""
"Stark","2017","35-65","Realschule","","","",""
"Stark","2017","35-65","(Fach-)Abitur","12","","",""
"Stark","2017","35-65","AkademikerIn","18","","",""
"Stark","2017","66 +","(noch) kein Abschluss","10","","",""
"Stark","2017","66 +","Hauptschule","1","","",""
"Stark","2017","66 +","Realschule","","","",""
"Stark","2017","66 +","(Fach-)Abitur","","","",""
"Stark","2017","66 +","AkademikerIn","1","","",""
"Ein wenig","2017","17-34","(noch) kein Abschluss","95","0.196517984836345","0.158470118202864","0.234565851469827"
"Ein wenig","2017","17-34","Hauptschule","55","0.22120037850969","0.171415407437491","0.27098534958189"
"Ein wenig","2017","17-34","Realschule","","","",""
"Ein wenig","2017","17-34","(Fach-)Abitur","48","0.315066355908623","0.249528126966165","0.380604584851081"
"Ein wenig","2017","17-34","AkademikerIn","33","0.19388492023566","0.139094626078317","0.248675214393002"
"Ein wenig","2017","35-65","(noch) kein Abschluss","115","0.370934528798803","0.316363593396304","0.425505464201302"
"Ein wenig","2017","35-65","Hauptschule","50","0.322376985160115","0.244955738190059","0.39979823213017"
"Ein wenig","2017","35-65","Realschule","","","",""
"Ein wenig","2017","35-65","(Fach-)Abitur","45","0.422654385213293","0.329919002747397","0.515389767679189"
"Ein wenig","2017","35-65","AkademikerIn","35","0.269283589679124","0.187495842906034","0.351071336452215"
"Ein wenig","2017","66 +","(noch) kein Abschluss","2","","",""
"Ein wenig","2017","66 +","Hauptschule","1","","",""
"Ein wenig","2017","66 +","Realschule","","","",""
"Ein wenig","2017","66 +","(Fach-)Abitur","","","",""
"Ein wenig","2017","66 +","AkademikerIn","1","","",""
"Gar nicht","2017","17-34","(noch) kein Abschluss","301","0.75067024072704","0.709246173490944","0.792094307963136"
"Gar nicht","2017","17-34","Hauptschule","200","0.730263749966436","0.677028170026579","0.783499329906293"
"Gar nicht","2017","17-34","Realschule","3","","",""
"Gar nicht","2017","17-34","(Fach-)Abitur","137","0.652833011214572","0.58566852433148","0.719997498097664"
"Gar nicht","2017","17-34","AkademikerIn","160","0.750378643055975","0.690397574906333","0.810359711205617"
"Gar nicht","2017","35-65","(noch) kein Abschluss","118","0.444890701727628","0.388749622281301","0.501031781173956"
"Gar nicht","2017","35-65","Hauptschule","64","0.504034503456854","0.421213604743757","0.586855402169952"
"Gar nicht","2017","35-65","Realschule","","","",""
"Gar nicht","2017","35-65","(Fach-)Abitur","52","0.464478650264194","0.370850570792761","0.558106729735627"
"Gar nicht","2017","35-65","AkademikerIn","60","0.59728017950664","0.506852908786706","0.687707450226574"
"Gar nicht","2017","66 +","(noch) kein Abschluss","2","","",""
"Gar nicht","2017","66 +","Hauptschule","","","",""
"Gar nicht","2017","66 +","Realschule","","","",""
"Gar nicht","2017","66 +","(Fach-)Abitur","1","","",""
"Gar nicht","2017","66 +","AkademikerIn","1","","",""
"Stark","2018","17-34","(noch) kein Abschluss","61","0.0274833139729928","0.0178915369537167","0.037075090992269"
"Stark","2018","17-34","Hauptschule","83","0.0779806667854045","0.0638282879983266","0.0921330455724823"
"Stark","2018","17-34","Realschule","54","0.0465186650037011","0.0349449108036024","0.0580924192037998"
"Stark","2018","17-34","(Fach-)Abitur","49","0.022999029068614","0.0161830619771679","0.02981499616006"
"Stark","2018","17-34","AkademikerIn","40","0.0190794065491949","0.0117709626387276","0.0263878504596622"
"Stark","2018","35-65","(noch) kein Abschluss","218","0.277519016251178","0.24955564299226","0.305482389510096"
"Stark","2018","35-65","Hauptschule","698","0.187005951778492","0.174679791827214","0.199332111729769"
"Stark","2018","35-65","Realschule","532","0.125144014172273","0.115383873849387","0.13490415449516"
