year,bula_h,regtyp,ple0005,proportion,n,lower_confidence,upper_confidence
2002,Nordrhein-Westfalen,Staedtischer Raum,Gar nicht,0.11228832343292845,28961,0.10865208326889349,0.11592456359696342
2002,Nordrhein-Westfalen,Staedtischer Raum,Ein wenig,0.06840145402961255,28961,0.06549411042166275,0.07130879763756234
2002,Baden-Wuerttemberg,Staedtischer Raum,Gar nicht,0.060688004255696426,28961,0.05793817545193688,0.06343783305945598
2002,Bayern,Laendlicher Raum,Gar nicht,0.03892189023849632,28961,0.036694349788709064,0.04114943068828358
2002,Bayern,Staedtischer Raum,Gar nicht,0.038700239382924016,28961,0.03647879452533387,0.040921684240514164
2002,Baden-Wuerttemberg,Staedtischer Raum,Ein wenig,0.03599609894494193,28961,0.03385065877075348,0.038141539119130374
2002,Hessen,Staedtischer Raum,Gar nicht,0.031873393031297104,28961,0.029850236331362422,0.03389654973123178
2002,Nordrhein-Westfalen,Staedtischer Raum,Stark,0.025534178561929247,28961,0.023717435351970004,0.02735092177188849
2002,"Rheinland-Pfalz,Saarland",Staedtischer Raum,Gar nicht,0.025401188048585866,28961,0.023589058474313623,0.02721331762285811
2002,Bayern,Laendlicher Raum,Ein wenig,0.024470254455182198,28961,0.02269079213878321,0.026249716771581187
2002,Bayern,Staedtischer Raum,Ein wenig,0.023184679492862844,28961,0.02145144998545974,0.02491790900026595
2002,Niedersachsen,Staedtischer Raum,Gar nicht,0.022564057097260396,28961,0.02085363994861418,0.024274474245906612
2002,Niedersachsen,Laendlicher Raum,Gar nicht,0.020746520081567514,28961,0.019104911980167512,0.022388128182967516
2002,Berlin,Staedtischer Raum,Gar nicht,0.018219700328043265,28961,0.016679323183976136,0.019760077472110393
2002,Hessen,Staedtischer Raum,Ein wenig,0.018042379643585425,28961,0.016509378159178148,0.019575381127992703
2002,Sachsen,Laendlicher Raum,Gar nicht,0.017953719301356502,28961,0.016424420008960005,0.019483018593753
2002,Brandenburg,Laendlicher Raum,Ein wenig,0.017067115879067292,28961,0.01557538219823087,0.018558849559903712
2002,Niedersachsen,Laendlicher Raum,Ein wenig,0.016756804681266068,28961,0.015278461123672902,0.018235148238859234
2002,Sachsen,Staedtischer Raum,Gar nicht,0.016402163312350386,28961,0.014939283512980996,0.017865043111719776
2002,Brandenburg,Laendlicher Raum,Gar nicht,0.015205248692259952,28961,0.013795898493604753,0.01661459889091515
2002,Sachsen-Anhalt,Laendlicher Raum,Gar nicht,0.015160918521145492,28961,0.013753592594382271,0.016568244447908713
2002,Sachsen,Staedtischer Raum,Ein wenig,0.013742353045482755,28961,0.012401518974208468,0.015083187116757043
2002,Sachsen,Laendlicher Raum,Ein wenig,0.013653692703253834,28961,0.012317130830469758,0.01499025457603791
2002,Niedersachsen,Staedtischer Raum,Ein wenig,0.013609362532139374,28961,0.01227494218071195,0.014943782883566799
2002,Berlin,Staedtischer Raum,Ein wenig,0.013476372018795993,28961,0.01214839812982499,0.014804345907766995
2002,Sachsen-Anhalt,Laendlicher Raum,Ein wenig,0.013476372018795993,28961,0.01214839812982499,0.014804345907766995
2002,"Rheinland-Pfalz,Saarland",Staedtischer Raum,Ein wenig,0.013387711676567072,28961,0.012064053855713299,0.014711369497420844
2002,Baden-Wuerttemberg,Staedtischer Raum,Stark,0.01312173064988031,28961,0.01181111108451433,0.014432350215246288
2002,Thueringen,Laendlicher Raum,Gar nicht,0.012855749623193545,28961,0.01155830656277882,0.014153192683608271
2002,Thueringen,Laendlicher Raum,Ein wenig,0.012589768596506783,28961,0.011305644546267857,0.013873892646745708
2002,Schleswig-Holstein,Laendlicher Raum,Gar nicht,0.00966397730295239,28961,0.008537250739111915,0.010790703866792864
2002,Hamburg,Staedtischer Raum,Gar nicht,0.00873304370954872,28961,0.007661456734709334,0.009804630684388105
2002,Hessen,Staedtischer Raum,Stark,0.008644383367319798,28961,0.007578202119514297,0.0097105646151253
2002,Bayern,Laendlicher Raum,Stark,0.008600053196205337,28961,0.007536585483759871,0.009663520908650802
2002,Bayern,Staedtischer Raum,Stark,0.008289741998404114,28961,0.007245473434588395,0.009334010562219833
2002,Mecklenburg-Vorpommern,Laendlicher Raum,Gar nicht,0.008289741998404114,28961,0.007245473434588395,0.009334010562219833
2002,Schleswig-Holstein,Staedtischer Raum,Gar nicht,0.008201081656175193,28961,0.0071623659997283005,0.009239797312622085
2002,"Rheinland-Pfalz,Saarland",Laendlicher Raum,Gar nicht,0.007757779945030588,28961,0.006747301918569289,0.008768257971491887
2002,Mecklenburg-Vorpommern,Laendlicher Raum,Ein wenig,0.007403138576114904,28961,0.006415850975391263,0.008390426176838545
2002,Thueringen,Staedtischer Raum,Gar nicht,0.00700416703608476,28961,0.006043658442368138,0.00796467562980138
2002,Hessen,Laendlicher Raum,Gar nicht,0.006693855838283536,28961,0.005754718661423024,0.007632993015144048
2002,Brandenburg,Laendlicher Raum,Stark,0.006516535153825694,28961,0.0055898376623748835,0.007443232645276504
2002,Niedersachsen,Laendlicher Raum,Stark,0.006472204982711233,28961,0.005548644298068864,0.007395765667353602
2002,"Rheinland-Pfalz,Saarland",Staedtischer Raum,Stark,0.006339214469367852,28961,0.005425130500140242,0.007253298438595462
2002,Sachsen-Anhalt,Laendlicher Raum,Stark,0.005762922244879865,28961,0.004891124679023143,0.006634719810736587
2002,Schleswig-Holstein,Laendlicher Raum,Ein wenig,0.005718592073765405,28961,0.0048501346882363705,0.0065870494592944395
