year,bula_h,sampreg,ple0005,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,Schleswig-Holstein,West,Not at all,0.5773638968481375,28961,0.5716746156072243,0.5830531780890507
2002,Schleswig-Holstein,West,A Little,0.3022922636103152,28961,0.29700294680288336,0.307581580417747
2002,Schleswig-Holstein,West,Strong,0.12034383954154727,28961,0.11659654612122147,0.12409113296187307
2002,Hamburg,West,Not at all,0.6194968553459119,28961,0.6139051024311646,0.6250886082606593
2002,Hamburg,West,A Little,0.24528301886792453,28961,0.24032766016976032,0.25023837756608874
2002,Hamburg,West,Strong,0.13522012578616352,28961,0.13128169924709684,0.1391585523252302
2002,Lower Saxony,West,Not at all,0.5051706308169597,28961,0.49941230710678114,0.5109289545271383
2002,Lower Saxony,West,A Little,0.3541882109617373,28961,0.34867988883680173,0.3596965330866729
2002,Lower Saxony,West,Strong,0.140641158221303,28961,0.13663717004321996,0.14464514639938603
2002,Bremen,West,Not at all,0.5352941176470588,28961,0.5295498506897467,0.5410383846043709
2002,Bremen,West,A Little,0.27058823529411763,28961,0.26547153320612293,0.2757049373821123
2002,Bremen,West,Strong,0.19411764705882353,28961,0.189562340314957,0.19867295380269007
2002,North Rhine-Westphalia,West,Not at all,0.5483532620096496,28961,0.5426216214252582,0.5540849025940411
2002,North Rhine-Westphalia,West,A Little,0.32934759807006503,28961,0.32393475685938533,0.3347604392807447
2002,North Rhine-Westphalia,West,Strong,0.1222991399202853,28961,0.1185257276449164,0.1260725521956542
2002,Hesse,West,Not at all,0.5373687461395923,28961,0.531626219997355,0.5431112722818295
2002,Hesse,West,A Little,0.3168622606547251,28961,0.3115038167104644,0.32222070459898583
2002,Hesse,West,Strong,0.1457689932056825,28961,0.14170484499511463,0.1498331414162504
2002,"Rhineland-Palatinate, Saarland",West,Not at all,0.5548961424332344,28961,0.5491723242960878,0.560619960570381
2002,"Rhineland-Palatinate, Saarland",West,A Little,0.3108308605341246,28961,0.3055002829237889,0.31616143814446035
2002,"Rhineland-Palatinate, Saarland",West,Strong,0.13427299703264095,28961,0.13034623920802468,0.13819975485725722
2002,Baden-Wuerttemberg,West,Not at all,0.547985347985348,28961,0.5422532972716297,0.5537173986990663
2002,Baden-Wuerttemberg,West,A Little,0.32893772893772893,28961,0.32352660413694256,0.3343488537385153
2002,Baden-Wuerttemberg,West,Strong,0.12307692307692308,28961,0.11929320857746094,0.12686063757638524
2002,Bavaria,West,Not at all,0.5459931400062363,28961,0.5402589233862672,0.5517273566262054
2002,Bavaria,West,A Little,0.33520424072341753,28961,0.3297673805115323,0.34064110093530275
2002,Bavaria,West,Strong,0.11880261927034612,28961,0.1150761383565647,0.12252910018412753
2002,Berlin,West,Not at all,0.506578947368421,28961,0.5008208142491878,0.5123370804876543
2002,Berlin,West,A Little,0.36403508771929827,28961,0.35849345811318056,0.36957671732541597
2002,Berlin,West,Strong,0.12938596491228072,28961,0.1255204646143159,0.13325146521024553
2002,Berlin,East,Not at all,0.5084745762711864,28961,0.5027167718451981,0.5142323806971747
2002,Berlin,East,A Little,0.3898305084745763,28961,0.38421340465002196,0.3954476122991306
2002,Berlin,East,Strong,0.1016949152542373,28961,0.09821386059258928,0.1051759699158853
2002,Brandenburg,East,A Little,0.440552016985138,28961,0.4348342329499824,0.4462698010202936
2002,Brandenburg,East,Not at all,0.39384288747346075,28961,0.3882155442993681,0.3994702306475534
2002,Brandenburg,East,Strong,0.16560509554140126,28961,0.16132383198559774,0.1698863590972048
2002,Mecklenburg-Western Pomerania,East,Not at all,0.44841269841269843,28961,0.4426847990938365,0.45414059773156035
2002,Mecklenburg-Western Pomerania,East,A Little,0.38293650793650796,28961,0.3773379315621904,0.3885350843108255
2002,Mecklenburg-Western Pomerania,East,Strong,0.16865079365079366,28961,0.1643382328361073,0.17296335446548003
2002,Saxony,East,Not at all,0.4813664596273292,28961,0.4756118282748985,0.4871210909797599
2002,Saxony,East,A Little,0.3838509316770186,28961,0.3782498295404828,0.3894520338135544
2002,Saxony,East,Strong,0.13478260869565217,28961,0.13084956434566938,0.13871565304563496
2002,Saxony-Anhalt,East,Not at all,0.4206098843322818,28961,0.4149243069772199,0.4262954616873437
2002,Saxony-Anhalt,East,A Little,0.416403785488959,28961,0.4107262107212595,0.42208136025665854
