"ple0005","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Gar nicht","2002","Bayern","1784","0.506089198754784","0.488884563716942","0.523293833792626"
"Gar nicht","2002","Berlin","421","0.490861026075634","0.456768787865725","0.524953264285543"
"Gar nicht","2002","Brandenburg","386","0.378198301809719","0.347522338219924","0.408874265399513"
"Gar nicht","2002","Mecklenburg-Vorpommern","233","0.392819006332985","0.35059865313005","0.435039359535919"
"Gar nicht","2002","Sachsen","800","0.44467003961063","0.420619730984889","0.468720348236372"
"Gar nicht","2002","Sachsen-Anhalt","414","0.396487746190359","0.365656378895976","0.427319113484741"
"Gar nicht","2002","Thueringen","461","0.439162972302855","0.407834387905294","0.470491556700416"
"Stark","2003","Schleswig-Holstein","","","",""
"Stark","2003","Hamburg","","","",""
"Stark","2003","Niedersachsen","","","",""
"Stark","2003","Bremen","","","",""
"Stark","2003","Nordrhein-Westfalen","","","",""
"Stark","2003","Hessen","","","",""
"Stark","2003","Rheinland-Pfalz,Saarland","","","",""
"Stark","2003","Baden-Wuerttemberg","","","",""
"Stark","2003","Bayern","","","",""
"Stark","2003","Berlin","","","",""
"Stark","2003","Brandenburg","","","",""
"Stark","2003","Mecklenburg-Vorpommern","","","",""
"Stark","2003","Sachsen","","","",""
"Stark","2003","Sachsen-Anhalt","","","",""
"Stark","2003","Thueringen","","","",""
"Ein wenig","2003","Schleswig-Holstein","","","",""
"Ein wenig","2003","Hamburg","","","",""
"Ein wenig","2003","Niedersachsen","","","",""
"Ein wenig","2003","Bremen","","","",""
"Ein wenig","2003","Nordrhein-Westfalen","","","",""
"Ein wenig","2003","Hessen","","","",""
"Ein wenig","2003","Rheinland-Pfalz,Saarland","","","",""
"Ein wenig","2003","Baden-Wuerttemberg","","","",""
"Ein wenig","2003","Bayern","","","",""
"Ein wenig","2003","Berlin","","","",""
"Ein wenig","2003","Brandenburg","","","",""
"Ein wenig","2003","Mecklenburg-Vorpommern","","","",""
"Ein wenig","2003","Sachsen","","","",""
"Ein wenig","2003","Sachsen-Anhalt","","","",""
"Ein wenig","2003","Thueringen","","","",""
"Gar nicht","2003","Schleswig-Holstein","","","",""
"Gar nicht","2003","Hamburg","","","",""
"Gar nicht","2003","Niedersachsen","","","",""
"Gar nicht","2003","Bremen","","","",""
"Gar nicht","2003","Nordrhein-Westfalen","","","",""
"Gar nicht","2003","Hessen","","","",""
"Gar nicht","2003","Rheinland-Pfalz,Saarland","","","",""
"Gar nicht","2003","Baden-Wuerttemberg","","","",""
"Gar nicht","2003","Bayern","","","",""
"Gar nicht","2003","Berlin","","","",""
"Gar nicht","2003","Brandenburg","","","",""
"Gar nicht","2003","Mecklenburg-Vorpommern","","","",""
"Gar nicht","2003","Sachsen","","","",""
"Gar nicht","2003","Sachsen-Anhalt","","","",""
"Gar nicht","2003","Thueringen","","","",""
"Stark","2004","Schleswig-Holstein","66","0.11988405948108","0.0952144860440738","0.144553632918087"
"Stark","2004","Hamburg","37","0.168638216286767","0.125764877156747","0.211511555416787"
"Stark","2004","Niedersachsen","255","0.166421161523825","0.14958037712759","0.183261945920061"
"Stark","2004","Bremen","","","",""
"Stark","2004","Nordrhein-Westfalen","580","0.162647367597053","0.151897068235883","0.173397666958224"
"Stark","2004","Hessen","196","0.169687751243181","0.150273670096326","0.189101832390036"
"Stark","2004","Rheinland-Pfalz,Saarland","175","0.166170703190154","0.145943993245237","0.186397413135071"
"Stark","2004","Baden-Wuerttemberg","318","0.150573919457745","0.136803344999198","0.164344493916291"
"Stark","2004","Bayern","358","0.15130981445841","0.138546064290094","0.164073564626726"
"Stark","2004","Berlin","113","0.149898611673715","0.125177613588905","0.174619609758525"
"Stark","2004","Brandenburg","139","0.177565011621239","0.152626283059274","0.202503740183204"
"Stark","2004","Mecklenburg-Vorpommern","66","0.151011004624546","0.119874377649401","0.18214763159969"
"Stark","2004","Sachsen","233","0.179290241732203","0.160291478208007","0.1982890052564"
"Stark","2004","Sachsen-Anhalt","131","0.176022477849455","0.151399981447668","0.200644974251241"
"Stark","2004","Thueringen","126","0.164624969024518","0.140930778431065","0.188319159617972"
"Ein wenig","2004","Schleswig-Holstein","187","0.284088726696339","0.249838174541649","0.318339278851029"
"Ein wenig","2004","Hamburg","79","0.268047471862076","0.21732953296361","0.318765410760542"
"Ein wenig","2004","Niedersachsen","665","0.369938979985731","0.348109617411534","0.391768342559928"
"Ein wenig","2004","Bremen","45","0.353530457211006","0.281023896158668","0.426037018263345"
"Ein wenig","2004","Nordrhein-Westfalen","1481","0.333293056093729","0.319561382683124","0.347024729504334"
"Ein wenig","2004","Hessen","470","0.330856527092927","0.30652046260921","0.355192591576644"
"Ein wenig","2004","Rheinland-Pfalz,Saarland","401","0.31916374667151","0.293833608627896","0.344493884715125"
"Ein wenig","2004","Baden-Wuerttemberg","838","0.350744946377282","0.332370351816752","0.369119540937813"
"Ein wenig","2004","Bayern","1025","0.356485062237278","0.339425411324933","0.373544713149622"
"Ein wenig","2004","Berlin","288","0.376044028390733","0.342499000758701","0.409589056022765"
"Ein wenig","2004","Brandenburg","382","0.427046620765901","0.394765982761319","0.459327258770482"
"Ein wenig","2004","Mecklenburg-Vorpommern","209","0.434768282283354","0.391660227745043","0.477876336821664"
"Ein wenig","2004","Sachsen","564","0.364174046605711","0.340341204613616","0.388006888597805"
"Ein wenig","2004","Sachsen-Anhalt","365","0.400797150455853","0.36911318122108","0.432481119690627"
"Ein wenig","2004","Thueringen","377","0.414186990447971","0.38271450711728","0.445659473778663"
"Gar nicht","2004","Schleswig-Holstein","413","0.596027213822581","0.558760587728557","0.633293839916604"
"Gar nicht","2004","Hamburg","177","0.563314311851157","0.506524013167884","0.62010461053443"
"Gar nicht","2004","Niedersachsen","959","0.463639858490444","0.441092102223125","0.486187614757763"
"Gar nicht","2004","Bremen","96","0.449173402292442","0.373732943187396","0.524613861397487"
"Gar nicht","2004","Nordrhein-Westfalen","2466","0.504059576309218","0.489494977267579","0.518624175350857"
"Gar nicht","2004","Hessen","770","0.499455721663892","0.473595001307133","0.52531644202065"
"Gar nicht","2004","Rheinland-Pfalz,Saarland","725","0.514665550138336","0.487507877312442","0.541823222964229"
"Gar nicht","2004","Baden-Wuerttemberg","1435","0.498681134164973","0.479428822747629","0.517933445582317"
"Gar nicht","2004","Bayern","1645","0.492205123304312","0.474398261920791","0.510011984687833"
"Gar nicht","2004","Berlin","400","0.474057359935553","0.439478038172732","0.508636681698373"
"Gar nicht","2004","Brandenburg","381","0.39538836761286","0.363480703211486","0.427296032014235"
"Gar nicht","2004","Mecklenburg-Vorpommern","233","0.414220713092101","0.371385676091835","0.457055750092367"
"Gar nicht","2004","Sachsen","769","0.456535711662086","0.431865373904493","0.481206049419679"
"Gar nicht","2004","Sachsen-Anhalt","423","0.423180371694692","0.391237562422913","0.455123180966471"
"Gar nicht","2004","Thueringen","438","0.421188040527511","0.389640896915648","0.452735184139373"
"Stark","2005","Schleswig-Holstein","","","",""
"Stark","2005","Hamburg","","","",""
"Stark","2005","Niedersachsen","","","",""
"Stark","2005","Bremen","","","",""
"Stark","2005","Nordrhein-Westfalen","","","",""
"Stark","2005","Hessen","","","",""
"Stark","2005","Rheinland-Pfalz,Saarland","","","",""
"Stark","2005","Baden-Wuerttemberg","","","",""
"Stark","2005","Bayern","","","",""
"Stark","2005","Berlin","","","",""
"Stark","2005","Brandenburg","","","",""
"Stark","2005","Mecklenburg-Vorpommern","","","",""
"Stark","2005","Sachsen","","","",""
"Stark","2005","Sachsen-Anhalt","","","",""
"Stark","2005","Thueringen","","","",""
"Ein wenig","2005","Schleswig-Holstein","","","",""
"Ein wenig","2005","Hamburg","","","",""
"Ein wenig","2005","Niedersachsen","","","",""
"Ein wenig","2005","Bremen","","","",""
"Ein wenig","2005","Nordrhein-Westfalen","","","",""
"Ein wenig","2005","Hessen","","","",""
"Ein wenig","2005","Rheinland-Pfalz,Saarland","","","",""
"Ein wenig","2005","Baden-Wuerttemberg","","","",""
"Ein wenig","2005","Bayern","","","",""
"Ein wenig","2005","Berlin","","","",""
"Ein wenig","2005","Brandenburg","","","",""
"Ein wenig","2005","Mecklenburg-Vorpommern","","","",""
"Ein wenig","2005","Sachsen","","","",""
"Ein wenig","2005","Sachsen-Anhalt","","","",""
"Ein wenig","2005","Thueringen","","","",""
"Gar nicht","2005","Schleswig-Holstein","","","",""
"Gar nicht","2005","Hamburg","","","",""
"Gar nicht","2005","Niedersachsen","","","",""
"Gar nicht","2005","Bremen","","","",""
"Gar nicht","2005","Nordrhein-Westfalen","","","",""
"Gar nicht","2005","Hessen","","","",""
"Gar nicht","2005","Rheinland-Pfalz,Saarland","","","",""
"Gar nicht","2005","Baden-Wuerttemberg","","","",""
"Gar nicht","2005","Bayern","","","",""
"Gar nicht","2005","Berlin","","","",""
"Gar nicht","2005","Brandenburg","","","",""
"Gar nicht","2005","Mecklenburg-Vorpommern","","","",""
"Gar nicht","2005","Sachsen","","","",""
"Gar nicht","2005","Sachsen-Anhalt","","","",""
"Gar nicht","2005","Thueringen","","","",""
"Stark","2006","Schleswig-Holstein","92","0.145379572064644","0.118709440458063","0.172049703671226"
"Stark","2006","Hamburg","39","0.16180871274051","0.120273432781681","0.203343992699338"
"Stark","2006","Niedersachsen","268","0.144354962743105","0.128756081105262","0.159953844380948"
"Stark","2006","Bremen","","","",""
"Stark","2006","Nordrhein-Westfalen","664","0.166110833050851","0.155278734828452","0.17694293127325"
"Stark","2006","Hessen","223","0.166291998957821","0.147303068455534","0.185280929460109"
"Stark","2006","Rheinland-Pfalz,Saarland","192","0.167813127941111","0.147412429850382","0.188213826031841"
"Stark","2006","Baden-Wuerttemberg","349","0.145496313575604","0.13222584635293","0.158766780798279"
"Stark","2006","Bayern","425","0.156243935911304","0.143523969598624","0.168963902223983"
"Stark","2006","Berlin","108","0.158067683480179","0.132433562673624","0.183701804286733"
"Stark","2006","Brandenburg","156","0.176432001566536","0.15202487195018","0.200839131182892"
"Stark","2006","Mecklenburg-Vorpommern","71","0.161180651719724","0.130366862939203","0.191994440500245"
"Stark","2006","Sachsen","228","0.168686184053088","0.150198085797818","0.187174282308359"
"Stark","2006","Sachsen-Anhalt","140","0.175957885382559","0.151258179987629","0.20065759077749"
"Stark","2006","Thueringen","129","0.16880383904706","0.144934222251871","0.192673455842249"
"Ein wenig","2006","Schleswig-Holstein","234","0.369424907557552","0.332905954060562","0.405943861054542"
"Ein wenig","2006","Hamburg","70","0.254563353687114","0.205433221674304","0.303693485699925"
"Ein wenig","2006","Niedersachsen","673","0.358157536777395","0.336877025616764","0.379438047938027"
"Ein wenig","2006","Bremen","43","0.333121350880123","0.256138943868201","0.410103757892045"
"Ein wenig","2006","Nordrhein-Westfalen","1432","0.321048671785386","0.30746040061316","0.334636942957612"
"Ein wenig","2006","Hessen","524","0.355863468599706","0.331446681732856","0.380280255466557"
"Ein wenig","2006","Rheinland-Pfalz,Saarland","376","0.299760672472511","0.274749606099781","0.324771738845242"
"Ein wenig","2006","Baden-Wuerttemberg","843","0.332885311963042","0.315149510593199","0.350621113332885"
"Ein wenig","2006","Bayern","1094","0.356422678586672","0.339643953705375","0.373201403467969"
"Ein wenig","2006","Berlin","319","0.410696388701004","0.376127271755072","0.445265505646937"
"Ein wenig","2006","Brandenburg","402","0.425077655551827","0.393424498845265","0.45673081225839"
"Ein wenig","2006","Mecklenburg-Vorpommern","227","0.407900205430844","0.366716175099497","0.449084235762191"
"Ein wenig","2006","Sachsen","648","0.416347917957726","0.392010460655376","0.440685375260076"
"Ein wenig","2006","Sachsen-Anhalt","355","0.354896408209372","0.323859515548772","0.385933300869972"
"Ein wenig","2006","Thueringen","413","0.435201809562937","0.40360854404947","0.466795075076403"
"Gar nicht","2006","Schleswig-Holstein","345","0.485195520377804","0.44738032218983","0.523010718565778"
"Gar nicht","2006","Hamburg","193","0.583627933572376","0.528030666063977","0.639225201080775"
"Gar nicht","2006","Niedersachsen","1009","0.497487500479499","0.475295558590448","0.519679442368551"
"Gar nicht","2006","Bremen","81","0.480990312233283","0.399384189947858","0.562596434518707"
"Gar nicht","2006","Nordrhein-Westfalen","2439","0.512840495163763","0.498293068017192","0.527387922310334"
"Gar nicht","2006","Hessen","730","0.477844532442472","0.452370302251076","0.503318762633868"
"Gar nicht","2006","Rheinland-Pfalz,Saarland","721","0.532426199586377","0.505188123698274","0.55966427547448"
"Gar nicht","2006","Baden-Wuerttemberg","1520","0.521618374461354","0.502817981181986","0.540418767740722"
"Gar nicht","2006","Bayern","1611","0.487333385502024","0.469822563932137","0.504844207071911"
"Gar nicht","2006","Berlin","351","0.431235927818817","0.396435719942786","0.466036135694848"
"Gar nicht","2006","Brandenburg","379","0.398490342881637","0.36714243959527","0.429838246168005"
"Gar nicht","2006","Mecklenburg-Vorpommern","249","0.430919142849432","0.389419982475687","0.472418303223178"
"Gar nicht","2006","Sachsen","700","0.414965897989186","0.390640117727747","0.439291678250625"
"Gar nicht","2006","Sachsen-Anhalt","418","0.469145706408068","0.436774846040559","0.501516566775578"
"Gar nicht","2006","Thueringen","404","0.395994351390003","0.364829323606629","0.427159379173377"
"Stark","2007","Schleswig-Holstein","","","",""
"Stark","2007","Hamburg","","","",""
"Stark","2007","Niedersachsen","","","",""
"Stark","2007","Bremen","","","",""
"Stark","2007","Nordrhein-Westfalen","","","",""
"Stark","2007","Hessen","","","",""
"Stark","2007","Rheinland-Pfalz,Saarland","","","",""
"Stark","2007","Baden-Wuerttemberg","","","",""
"Stark","2007","Bayern","","","",""
"Stark","2007","Berlin","","","",""
"Stark","2007","Brandenburg","","","",""
"Stark","2007","Mecklenburg-Vorpommern","","","",""
"Stark","2007","Sachsen","","","",""
"Stark","2007","Sachsen-Anhalt","","","",""
"Stark","2007","Thueringen","","","",""
"Ein wenig","2007","Schleswig-Holstein","","","",""
"Ein wenig","2007","Hamburg","","","",""
"Ein wenig","2007","Niedersachsen","","","",""
"Ein wenig","2007","Bremen","","","",""
"Ein wenig","2007","Nordrhein-Westfalen","","","",""
"Ein wenig","2007","Hessen","","","",""
"Ein wenig","2007","Rheinland-Pfalz,Saarland","","","",""
"Ein wenig","2007","Baden-Wuerttemberg","","","",""
"Ein wenig","2007","Bayern","","","",""
"Ein wenig","2007","Berlin","","","",""
"Ein wenig","2007","Brandenburg","","","",""
"Ein wenig","2007","Mecklenburg-Vorpommern","","","",""
"Ein wenig","2007","Sachsen","","","",""
"Ein wenig","2007","Sachsen-Anhalt","","","",""
"Ein wenig","2007","Thueringen","","","",""
"Gar nicht","2007","Schleswig-Holstein","","","",""
"Gar nicht","2007","Hamburg","","","",""
"Gar nicht","2007","Niedersachsen","","","",""
"Gar nicht","2007","Bremen","","","",""
"Gar nicht","2007","Nordrhein-Westfalen","","","",""
"Gar nicht","2007","Hessen","","","",""
"Gar nicht","2007","Rheinland-Pfalz,Saarland","","","",""
"Gar nicht","2007","Baden-Wuerttemberg","","","",""
"Gar nicht","2007","Bayern","","","",""
"Gar nicht","2007","Berlin","","","",""
"Gar nicht","2007","Brandenburg","","","",""
"Gar nicht","2007","Mecklenburg-Vorpommern","","","",""
"Gar nicht","2007","Sachsen","","","",""
"Gar nicht","2007","Sachsen-Anhalt","","","",""
"Gar nicht","2007","Thueringen","","","",""
"Stark","2008","Schleswig-Holstein","87","0.163829255464403","0.132925197856782","0.194733313072024"
"Stark","2008","Hamburg","33","0.150087299202752","0.108178509363017","0.191996089042487"
"Stark","2008","Niedersachsen","241","0.153087112533814","0.136144240213132","0.170029984854496"
"Stark","2008","Bremen","","","",""
"Stark","2008","Nordrhein-Westfalen","557","0.159857219560711","0.148387917948736","0.171326521172685"
"Stark","2008","Hessen","213","0.173184049524517","0.152677027995987","0.193691071053048"
"Stark","2008","Rheinland-Pfalz,Saarland","159","0.167516860082565","0.145357730302045","0.189675989863085"
"Stark","2008","Baden-Wuerttemberg","290","0.135280174207842","0.121443034325818","0.149117314089866"
"Stark","2008","Bayern","377","0.155668435886316","0.142101181109","0.169235690663632"
"Stark","2008","Berlin","96","0.165585058490829","0.138434207152577","0.192735909829081"
"Stark","2008","Brandenburg","130","0.157735643228169","0.13283346682861","0.182637819627727"
"Stark","2008","Mecklenburg-Vorpommern","63","0.14691093705991","0.115565501966262","0.178256372153558"
"Stark","2008","Sachsen","211","0.152532119159575","0.133903933837857","0.171160304481292"
"Stark","2008","Sachsen-Anhalt","110","0.144920943290808","0.12072338587312","0.169118500708497"
"Stark","2008","Thueringen","133","0.157208097823463","0.133020869838975","0.181395325807951"
"Ein wenig","2008","Schleswig-Holstein","193","0.360292528805469","0.320206721793297","0.40037833581764"
"Ein wenig","2008","Hamburg","80","0.318632805632063","0.26395868040856","0.373306930855567"
"Ein wenig","2008","Niedersachsen","614","0.36731504752291","0.344631474479905","0.389998620565914"
"Ein wenig","2008","Bremen","42","0.331845969395958","0.252997298465325","0.410694640326591"
"Ein wenig","2008","Nordrhein-Westfalen","1256","0.336053092316654","0.32127001253715","0.350836172096157"
"Ein wenig","2008","Hessen","462","0.348010735299984","0.322196410979839","0.37382505962013"
"Ein wenig","2008","Rheinland-Pfalz,Saarland","311","0.303814314176279","0.276524387022891","0.331104241329667"
"Ein wenig","2008","Baden-Wuerttemberg","783","0.354410737408826","0.335058858803003","0.373762616014649"
"Ein wenig","2008","Bayern","959","0.347366308093546","0.329548110168036","0.365184506019056"
"Ein wenig","2008","Berlin","294","0.415064991930698","0.379074009421607","0.45105597443979"
"Ein wenig","2008","Brandenburg","342","0.407207572130792","0.373640966992478","0.440774177269106"
"Ein wenig","2008","Mecklenburg-Vorpommern","210","0.435364372539043","0.391464765467459","0.479263979610627"
"Ein wenig","2008","Sachsen","572","0.437074392245003","0.411374490793012","0.462774293696993"
"Ein wenig","2008","Sachsen-Anhalt","316","0.394196681436893","0.36060551195294","0.427787850920846"
"Ein wenig","2008","Thueringen","346","0.387638194419812","0.355263491404266","0.420012897435359"
"Gar nicht","2008","Schleswig-Holstein","271","0.475878215730128","0.434178191311612","0.517578240148645"
"Gar nicht","2008","Hamburg","166","0.531279895165185","0.472724829651642","0.589834960678727"
"Gar nicht","2008","Niedersachsen","880","0.479597839943276","0.456090336633154","0.503105343253398"
"Gar nicht","2008","Bremen","79","0.485166024359684","0.401477367586835","0.568854681132533"
"Gar nicht","2008","Nordrhein-Westfalen","2109","0.504089688122636","0.488442014734085","0.519737361511187"
"Gar nicht","2008","Hessen","633","0.478805215175498","0.451733006696946","0.50587742365405"
"Gar nicht","2008","Rheinland-Pfalz,Saarland","621","0.528668825741156","0.499048444134152","0.55828920734816"
"Gar nicht","2008","Baden-Wuerttemberg","1274","0.510309088383332","0.490084987655987","0.530533189110677"
"Gar nicht","2008","Bayern","1407","0.496965256020139","0.478254247695633","0.515676264344644"
"Gar nicht","2008","Berlin","330","0.419349949578473","0.383306414891915","0.455393484265031"
"Gar nicht","2008","Brandenburg","351","0.43505678464104","0.401186133558183","0.468927435723896"
"Gar nicht","2008","Mecklenburg-Vorpommern","217","0.417724690401047","0.374057091614387","0.461392289187708"
"Gar nicht","2008","Sachsen","648","0.410393488595423","0.38490702137087","0.435879955819975"
"Gar nicht","2008","Sachsen-Anhalt","387","0.460882375272298","0.426618251245187","0.49514649929941"
"Gar nicht","2008","Thueringen","391","0.455153707756725","0.422063118027875","0.488244297485574"
"Stark","2009","Schleswig-Holstein","","","",""
"Stark","2009","Hamburg","","","",""
"Stark","2009","Niedersachsen","","","",""
"Stark","2009","Bremen","","","",""
"Stark","2009","Nordrhein-Westfalen","","","",""
"Stark","2009","Hessen","","","",""
"Stark","2009","Rheinland-Pfalz,Saarland","","","",""
"Stark","2009","Baden-Wuerttemberg","","","",""
"Stark","2009","Bayern","","","",""
"Stark","2009","Berlin","","","",""
"Stark","2009","Brandenburg","","","",""
"Stark","2009","Mecklenburg-Vorpommern","","","",""
"Stark","2009","Sachsen","","","",""
"Stark","2009","Sachsen-Anhalt","","","",""
"Stark","2009","Thueringen","","","",""
"Ein wenig","2009","Schleswig-Holstein","","","",""
"Ein wenig","2009","Hamburg","","","",""
"Ein wenig","2009","Niedersachsen","","","",""
"Ein wenig","2009","Bremen","","","",""
"Ein wenig","2009","Nordrhein-Westfalen","","","",""
"Ein wenig","2009","Hessen","","","",""
"Ein wenig","2009","Rheinland-Pfalz,Saarland","","","",""
"Ein wenig","2009","Baden-Wuerttemberg","","","",""
"Ein wenig","2009","Bayern","","","",""
"Ein wenig","2009","Berlin","","","",""
"Ein wenig","2009","Brandenburg","","","",""
"Ein wenig","2009","Mecklenburg-Vorpommern","","","",""
"Ein wenig","2009","Sachsen","","","",""
"Ein wenig","2009","Sachsen-Anhalt","","","",""
"Ein wenig","2009","Thueringen","","","",""
"Gar nicht","2009","Schleswig-Holstein","","","",""
"Gar nicht","2009","Hamburg","","","",""
"Gar nicht","2009","Niedersachsen","","","",""
"Gar nicht","2009","Bremen","","","",""
"Gar nicht","2009","Nordrhein-Westfalen","","","",""
"Gar nicht","2009","Hessen","","","",""
"Gar nicht","2009","Rheinland-Pfalz,Saarland","","","",""
"Gar nicht","2009","Baden-Wuerttemberg","","","",""
"Gar nicht","2009","Bayern","","","",""
"Gar nicht","2009","Berlin","","","",""
"Gar nicht","2009","Brandenburg","","","",""
"Gar nicht","2009","Mecklenburg-Vorpommern","","","",""
"Gar nicht","2009","Sachsen","","","",""
"Gar nicht","2009","Sachsen-Anhalt","","","",""
"Gar nicht","2009","Thueringen","","","",""
"Stark","2010","Schleswig-Holstein","76","0.196579568697344","0.15948849364701","0.233670643747677"
"Stark","2010","Hamburg","31","0.13948020851925","0.0978466053569871","0.181113811681514"
"Stark","2010","Niedersachsen","233","0.185116695046143","0.165461698780846","0.204771691311439"
"Stark","2010","Bremen","","","",""
"Stark","2010","Nordrhein-Westfalen","475","0.160987976641633","0.148588823737005","0.173387129546261"
"Stark","2010","Hessen","183","0.185382788708479","0.162572953188104","0.208192624228853"
"Stark","2010","Rheinland-Pfalz,Saarland","126","0.141940605153744","0.11974851081171","0.164132699495778"
"Stark","2010","Baden-Wuerttemberg","209","0.124851665521379","0.110150171093536","0.139553159949221"
"Stark","2010","Bayern","355","0.174055815790408","0.158911855261247","0.189199776319568"
"Stark","2010","Berlin","96","0.199098858760654","0.168376851730574","0.229820865790734"
"Stark","2010","Brandenburg","118","0.166880556379499","0.139395610332495","0.194365502426502"
"Stark","2010","Mecklenburg-Vorpommern","76","0.237195381472154","0.196611681682447","0.27777908126186"
"Stark","2010","Sachsen","182","0.175298892680246","0.154101778905829","0.196496006454664"
"Stark","2010","Sachsen-Anhalt","114","0.167744627299091","0.140357424143419","0.195131830454762"
"Stark","2010","Thueringen","134","0.20932532128463","0.180267677094611","0.238382965474649"
"Ein wenig","2010","Schleswig-Holstein","177","0.41968533202664","0.373625487711996","0.465745176341285"
"Ein wenig","2010","Hamburg","71","0.32255765800077","0.266382135554556","0.378733180446985"
"Ein wenig","2010","Niedersachsen","575","0.384243321038695","0.359627734377038","0.408858907700351"
"Ein wenig","2010","Bremen","32","0.413701129699254","0.320384491574079","0.507017767824429"
"Ein wenig","2010","Nordrhein-Westfalen","1137","0.355432465846089","0.339284271662563","0.371580660029615"
"Ein wenig","2010","Hessen","394","0.33914348092639","0.31135556454919","0.366931397303591"
"Ein wenig","2010","Rheinland-Pfalz,Saarland","306","0.338144482038707","0.308061627912558","0.368227336164856"
"Ein wenig","2010","Baden-Wuerttemberg","724","0.399923628602149","0.378135733609739","0.421711523594559"
"Ein wenig","2010","Bayern","891","0.377182833274182","0.357824137438881","0.396541529109483"
"Ein wenig","2010","Berlin","261","0.390676411041784","0.353139517120977","0.428213304962591"
"Ein wenig","2010","Brandenburg","322","0.473872197721302","0.437066536469813","0.510677858972791"
"Ein wenig","2010","Mecklenburg-Vorpommern","192","0.458468039588947","0.41092811975838","0.506007959419514"
"Ein wenig","2010","Sachsen","532","0.442589566814778","0.414899309703562","0.470279823925993"
"Ein wenig","2010","Sachsen-Anhalt","282","0.43745047693186","0.401089135416098","0.473811818447622"
"Ein wenig","2010","Thueringen","320","0.428957311915512","0.393607107623296","0.464307516207728"
"Gar nicht","2010","Schleswig-Holstein","188","0.383735099276016","0.338348433935664","0.429121764616367"
