year,pgisced97,quintil_oecd,ple0004,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2002,Pre-primary Level,1st Quintile,Not at all,1.0,96,20132,1.0,1.0
2002,Pre-primary Level,2nd Quintile,Not at all,1.0,99,20132,1.0,1.0
2002,Pre-primary Level,3rd Quintile,Not at all,1.0,118,20132,1.0,1.0
2002,Pre-primary Level,4th Quintile,Not at all,1.0,82,20132,1.0,1.0
2002,Pre-primary Level,5th Quintile,Not at all,1.0,102,20132,1.0,1.0
2002,Primary Level,1st Quintile,A Little,0.431504817098926,45,20132,0.4298867816208752,0.43312285257697686
2002,Primary Level,1st Quintile,Not at all,0.568495182901074,61,20132,0.5668771474230232,0.5701132183791249
2002,Lower Secondary Level,1st Quintile,Strong,0.22006650283232318,160,20132,0.21960801559994275,0.2205249900647036
2002,Lower Secondary Level,1st Quintile,A Little,0.3490029252082371,289,20132,0.3484754214710758,0.34953042894539843
2002,Lower Secondary Level,1st Quintile,Not at all,0.4309305719594398,413,20132,0.4303825376237096,0.43147860629517
2002,Lower Secondary Level,2nd Quintile,Strong,0.189575853253633,130,20132,0.1891075815509558,0.19004412495631018
2002,Lower Secondary Level,2nd Quintile,A Little,0.3397942757141007,239,20132,0.3392284301827191,0.3403601212454823
2002,Lower Secondary Level,2nd Quintile,Not at all,0.4706298710322663,369,20132,0.47003356434660193,0.4712261777179306
2002,Lower Secondary Level,3rd Quintile,Strong,0.19250946889403944,83,20132,0.19189808193875288,0.193120855849326
2002,Lower Secondary Level,3rd Quintile,A Little,0.3257033213359144,154,20132,0.32497661657562926,0.32643002609619953
2002,Lower Secondary Level,3rd Quintile,Not at all,0.48178720977004613,256,20132,0.48101238570970073,0.48256203383039153
2002,Lower Secondary Level,4th Quintile,Strong,0.15319190075496528,56,20132,0.1526014618410305,0.15378233966890006
2002,Lower Secondary Level,4th Quintile,A Little,0.37274387298126427,143,20132,0.37195120323736136,0.3735365427251672
2002,Lower Secondary Level,4th Quintile,Not at all,0.4740642262637704,243,20132,0.4732456681517107,0.47488278437583015
2002,Lower Secondary Level,5th Quintile,Strong,0.20063676708596015,41,20132,0.199712792194173,0.2015607419777473
2002,Lower Secondary Level,5th Quintile,A Little,0.30265235694956,82,20132,0.3015924212406775,0.3037122926584425
2002,Lower Secondary Level,5th Quintile,Not at all,0.4967108759644798,138,20132,0.495557307348266,0.4978644445806937
2002,Upper Secondary Level,1st Quintile,Strong,0.15814520461042275,252,20132,0.15786288682602448,0.15842752239482102
2002,Upper Secondary Level,1st Quintile,A Little,0.3137741777682628,549,20132,0.31341514527374825,0.3141332102627773
2002,Upper Secondary Level,1st Quintile,Not at all,0.5280806176213145,972,20132,0.5276943612559367,0.5284668739866923
2002,Upper Secondary Level,2nd Quintile,Strong,0.12717680237355164,270,20132,0.12693599910419429,0.127417605642909
2002,Upper Secondary Level,2nd Quintile,A Little,0.3441187285042239,731,20132,0.3437753587339158,0.34446209827453206
2002,Upper Secondary Level,2nd Quintile,Not at all,0.5287044691222245,1246,20132,0.5283436841498692,0.5290652540945797
2002,Upper Secondary Level,3rd Quintile,Strong,0.12665391391580458,272,20132,0.12642336674822205,0.1268844610833871
2002,Upper Secondary Level,3rd Quintile,A Little,0.29728097350529076,702,20132,0.29696413955819295,0.29759780745238856
2002,Upper Secondary Level,3rd Quintile,Not at all,0.5760651125789047,1396,20132,0.5757225478378779,0.5764076773199315
2002,Upper Secondary Level,4th Quintile,Strong,0.1107324698441554,209,20132,0.11050896859704028,0.11095597109127052
2002,Upper Secondary Level,4th Quintile,A Little,0.30912313685303733,687,20132,0.3087939880196907,0.30945228568638394
2002,Upper Secondary Level,4th Quintile,Not at all,0.5801443933028072,1439,20132,0.5797928779742714,0.580495908631343
2002,Upper Secondary Level,5th Quintile,Strong,0.09768268014938543,177,20132,0.09744654637257047,0.09791881392620039
2002,Upper Secondary Level,5th Quintile,A Little,0.2841125075234784,600,20132,0.2837538026748545,0.28447121237210227
2002,Upper Secondary Level,5th Quintile,Not at all,0.6182048123271362,1413,20132,0.6178183998876654,0.618591224766607
2002,Post-secondary Non-tertiary Level,1st Quintile,A Little,0.28650534387057397,40,20132,0.28533848448167426,0.2876722032594737
2002,Post-secondary Non-tertiary Level,1st Quintile,Not at all,0.7134946561294259,107,20132,0.7123277967405262,0.7146615155183256
2002,Post-secondary Non-tertiary Level,2nd Quintile,A Little,0.23622780028427223,38,20132,0.23509754158491067,0.2373580589836338
2002,Post-secondary Non-tertiary Level,2nd Quintile,Not at all,0.7637721997157277,124,20132,0.7626419410163662,0.7649024584150893
2002,Post-secondary Non-tertiary Level,3rd Quintile,A Little,0.3733008579849867,48,20132,0.3719520443736527,0.3746496715963207
2002,Post-secondary Non-tertiary Level,3rd Quintile,Not at all,0.6266991420150133,104,20132,0.6253503284036793,0.6280479556263473
2002,Post-secondary Non-tertiary Level,4th Quintile,A Little,0.220715438243034,43,20132,0.21971240148561794,0.22171847500045005
2002,Post-secondary Non-tertiary Level,4th Quintile,Not at all,0.7792845617569659,167,20132,0.7782815249995498,0.780287598514382
2002,Post-secondary Non-tertiary Level,5th Quintile,A Little,0.24624145248901624,67,20132,0.24530385102584637,0.24717905395218612
2002,Post-secondary Non-tertiary Level,5th Quintile,Not at all,0.7537585475109837,221,20132,0.7528209460478138,0.7546961489741536
2002,First Stage of Tertiary Education,1st Quintile,A Little,0.487879253736833,54,20132,0.4864347752586306,0.4893237322150354
2002,First Stage of Tertiary Education,1st Quintile,Not at all,0.5121207462631671,77,20132,0.5106762677849647,0.5135652247413695
2002,First Stage of Tertiary Education,2nd Quintile,Strong,0.13460274629905436,34,20132,0.13387818810713367,0.13532730449097505
2002,First Stage of Tertiary Education,2nd Quintile,A Little,0.33370647132423376,87,20132,0.33270542617345483,0.3347075164750127
2002,First Stage of Tertiary Education,2nd Quintile,Not at all,0.5316907823767119,147,20132,0.530631444568183,0.5327501201852407
2002,First Stage of Tertiary Education,3rd Quintile,A Little,0.3684217738643278,100,20132,0.36744351942948694,0.3694000282991686
2002,First Stage of Tertiary Education,3rd Quintile,Not at all,0.6315782261356722,203,20132,0.6305999717008314,0.632556480570513
2002,First Stage of Tertiary Education,4th Quintile,A Little,0.37633114988563576,147,20132,0.37548661830656943,0.3771756814647021
2002,First Stage of Tertiary Education,4th Quintile,Not at all,0.6236688501143642,267,20132,0.6228243185352978,0.6245133816934306
2002,First Stage of Tertiary Education,5th Quintile,A Little,0.3264647271185276,132,20132,0.32559486925482173,0.32733458498223345
2002,First Stage of Tertiary Education,5th Quintile,Not at all,0.6735352728814724,271,20132,0.6726654150177666,0.6744051307451783
2002,Second Stage of Tertiary Education,1st Quintile,A Little,0.34204046058107074,59,20132,0.3409270756245876,0.34315384553755385
2002,Second Stage of Tertiary Education,1st Quintile,Not at all,0.6579595394189294,120,20132,0.6568461544624462,0.6590729243754125
2002,Second Stage of Tertiary Education,2nd Quintile,A Little,0.40586844506678244,97,20132,0.4047927247154933,0.40694416541807155
2002,Second Stage of Tertiary Education,2nd Quintile,Not at all,0.5941315549332176,162,20132,0.5930558345819285,0.5952072752845067
2002,Second Stage of Tertiary Education,3rd Quintile,Strong,0.06926159209985788,34,20132,0.06884016490351001,0.06968301929620575
2002,Second Stage of Tertiary Education,3rd Quintile,A Little,0.3105373079597678,151,20132,0.3097692839747475,0.3113053319447881
2002,Second Stage of Tertiary Education,3rd Quintile,Not at all,0.6202010999403744,308,20132,0.6193955256022358,0.6210066742785131
2002,Second Stage of Tertiary Education,4th Quintile,Strong,0.06786047759359587,45,20132,0.06752925611185791,0.06819169907533383
2002,Second Stage of Tertiary Education,4th Quintile,A Little,0.31115391529791336,223,20132,0.31054421232755647,0.31176361826827026
2002,Second Stage of Tertiary Education,4th Quintile,Not at all,0.6209856071084907,509,20132,0.6203466992984071,0.6216245149185743
2002,Second Stage of Tertiary Education,5th Quintile,Strong,0.05359519500321317,68,20132,0.05337232072326085,0.053818069283165494
2002,Second Stage of Tertiary Education,5th Quintile,A Little,0.22808812703832618,340,20132,0.22767289222556214,0.22850336185109021
2002,Second Stage of Tertiary Education,5th Quintile,Not at all,0.7183166779584605,1224,20132,0.7178715374688989,0.7187618184480222
2004,Pre-primary Level,1st Quintile,Not at all,1.0,94,20854,1.0,1.0
2004,Pre-primary Level,2nd Quintile,Not at all,1.0,109,20854,1.0,1.0
2004,Pre-primary Level,3rd Quintile,Not at all,1.0,109,20854,1.0,1.0
2004,Pre-primary Level,4th Quintile,Not at all,1.0,112,20854,1.0,1.0
2004,Pre-primary Level,5th Quintile,Not at all,1.0,156,20854,1.0,1.0
2004,Primary Level,1st Quintile,A Little,0.39408877520243685,42,20854,0.3926355056018842,0.3955420448029895
2004,Primary Level,1st Quintile,Not at all,0.6059112247975631,66,20854,0.6044579551970105,0.6073644943981157
2004,Lower Secondary Level,1st Quintile,Strong,0.21504218116687293,150,20854,0.21459038425752866,0.2154939780762172
2004,Lower Secondary Level,1st Quintile,A Little,0.3243414905306872,242,20854,0.3238267087745958,0.32485627228677866
2004,Lower Secondary Level,1st Quintile,Not at all,0.46061632830243987,381,20854,0.46006820681224725,0.4611644497926325
2004,Lower Secondary Level,2nd Quintile,Strong,0.20797025073856218,125,20854,0.20746524984181988,0.20847525163530448
2004,Lower Secondary Level,2nd Quintile,A Little,0.3322553767321253,225,20854,0.3316692898472116,0.332841463617039
2004,Lower Secondary Level,2nd Quintile,Not at all,0.4597743725293125,330,20854,0.45915424535054083,0.4603944997080842
2004,Lower Secondary Level,3rd Quintile,Strong,0.22498006191845774,77,20854,0.22436848933662934,0.22559163450028613
2004,Lower Secondary Level,3rd Quintile,A Little,0.3077269321761156,141,20854,0.307050941003358,0.30840292334887315
2004,Lower Secondary Level,3rd Quintile,Not at all,0.4672930059054266,258,20854,0.4665622734565875,0.4680237383542657
2004,Lower Secondary Level,4th Quintile,Strong,0.18866261883036106,60,20854,0.1880026349171434,0.18932260274357873
2004,Lower Secondary Level,4th Quintile,A Little,0.3323989139382871,128,20854,0.3316042600861108,0.33319356779046333
2004,Lower Secondary Level,4th Quintile,Not at all,0.4789384672313519,192,20854,0.47809576519374064,0.4797811692689632
2004,Lower Secondary Level,5th Quintile,Strong,0.13155405767205688,33,20854,0.13076722606529867,0.1323408892788151
2004,Lower Secondary Level,5th Quintile,A Little,0.31972192469497007,71,20854,0.31863627997537625,0.3208075694145639
2004,Lower Secondary Level,5th Quintile,Not at all,0.5487240176329731,149,20854,0.5475656234370891,0.549882411828857
2004,Upper Secondary Level,1st Quintile,Strong,0.14299756896665416,221,20854,0.14272795787330583,0.1432671800600025
2004,Upper Secondary Level,1st Quintile,A Little,0.3174286521287141,514,20854,0.31707016010847777,0.3177871441489504
2004,Upper Secondary Level,1st Quintile,Not at all,0.5395737789046318,969,20854,0.5391899056577403,0.5399576521515232
2004,Upper Secondary Level,2nd Quintile,Strong,0.14669834175582872,280,20854,0.14644584571225547,0.14695083779940196
2004,Upper Secondary Level,2nd Quintile,A Little,0.3328237476770731,708,20854,0.33248745444801575,0.3331600409061305
2004,Upper Secondary Level,2nd Quintile,Not at all,0.5204779105670982,1192,20854,0.5201213805167478,0.5208344406174487
2004,Upper Secondary Level,3rd Quintile,Strong,0.1261555575180573,265,20854,0.12592230659566084,0.12638880844045375
2004,Upper Secondary Level,3rd Quintile,A Little,0.32182412226687884,689,20854,0.32149592604459776,0.32215231848915993
2004,Upper Secondary Level,3rd Quintile,Not at all,0.5520203202150638,1278,20854,0.5516709709758549,0.5523696694542726
2004,Upper Secondary Level,4th Quintile,Strong,0.12025456267051567,218,20854,0.12002433750986802,0.12048478783116331
2004,Upper Secondary Level,4th Quintile,A Little,0.313530108085868,700,20854,0.31320173022861103,0.313858485943125
2004,Upper Secondary Level,4th Quintile,Not at all,0.5662153292436163,1377,20854,0.5658645358520445,0.566566122635188
2004,Upper Secondary Level,5th Quintile,Strong,0.09679066214277453,177,20854,0.09655652039587898,0.09702480388967008
2004,Upper Secondary Level,5th Quintile,A Little,0.29582789276410937,661,20854,0.295466460528937,0.29618932499928174
2004,Upper Secondary Level,5th Quintile,Not at all,0.6073814450931162,1500,20854,0.6069947362666971,0.6077681539195353
2004,Post-secondary Non-tertiary Level,1st Quintile,A Little,0.24198669999830352,35,20854,0.2408684394317724,0.24310496056483463
2004,Post-secondary Non-tertiary Level,1st Quintile,Not at all,0.7580133000016966,96,20854,0.7568950394351656,0.7591315605682277
2004,Post-secondary Non-tertiary Level,2nd Quintile,Not at all,1.0,129,20854,1.0,1.0
2004,Post-secondary Non-tertiary Level,3rd Quintile,A Little,0.31599609869182976,52,20854,0.3148753479198866,0.31711684946377294
2004,Post-secondary Non-tertiary Level,3rd Quintile,Not at all,0.6840039013081701,132,20854,0.682883150536227,0.6851246520801133
2004,Post-secondary Non-tertiary Level,4th Quintile,A Little,0.2810836638817674,60,20854,0.28009983339121625,0.2820674943723186
2004,Post-secondary Non-tertiary Level,4th Quintile,Not at all,0.7189163361182326,177,20854,0.7179325056276814,0.7199001666087838
2004,Post-secondary Non-tertiary Level,5th Quintile,A Little,0.2619425399489099,96,20854,0.2610085336292822,0.2628765462685376
