year,bula_h,sampreg,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Saxony,East,Not at all,0.58501,976,1674,0.56140,0.60862
2020,Saxony-Anhalt,East,Strong,0.10632,100,969,0.08690,0.12573
2020,Saxony-Anhalt,East,A Little,0.46005,391,969,0.42865,0.49145
2020,Saxony-Anhalt,East,Not at all,0.43363,478,969,0.40241,0.46485
2020,Thuringa,East,Strong,0.12183,97,973,0.10127,0.14239
2020,Thuringa,East,A Little,0.34333,326,973,0.31348,0.37318
2020,Thuringa,East,Not at all,0.53484,550,973,0.50349,0.56620
2022,Schleswig-Holstein,West,Strong,0.09422,92,1014,0.07623,0.11221
2022,Schleswig-Holstein,West,A Little,0.36664,343,1014,0.33697,0.39632
2022,Schleswig-Holstein,West,Not at all,0.53913,579,1014,0.50844,0.56983
2022,Hamburg,West,Strong,0.12539,53,622,0.09934,0.15144
2022,Hamburg,West,A Little,0.29364,169,622,0.25782,0.32946
2022,Hamburg,West,Not at all,0.58097,400,622,0.54216,0.61978
2022,Lower Saxony,West,Strong,0.12014,221,2441,0.10724,0.13305
2022,Lower Saxony,West,A Little,0.34508,816,2441,0.32621,0.36394
2022,Lower Saxony,West,Not at all,0.53478,1404,2441,0.51499,0.55457
2022,Bremen,West,A Little,0.36802,65,187,0.29871,0.43733
2022,Bremen,West,Not at all,0.52108,122,187,0.44929,0.59288
2022,North Rhine-Westphalia,West,Strong,0.14094,674,6001,0.13214,0.14975
2022,North Rhine-Westphalia,West,A Little,0.35158,1941,6001,0.33950,0.36366
2022,North Rhine-Westphalia,West,Not at all,0.50748,3386,6001,0.49483,0.52013
2022,Hesse,West,Strong,0.11810,148,1828,0.10330,0.13289
2022,Hesse,West,A Little,0.34083,615,1828,0.31910,0.36257
2022,Hesse,West,Not at all,0.54107,1065,1828,0.51822,0.56392
2022,"Rhineland-Palatinate, Saarland",West,Strong,0.12791,141,1335,0.10999,0.14583
2022,"Rhineland-Palatinate, Saarland",West,A Little,0.40399,450,1335,0.37766,0.43033
2022,"Rhineland-Palatinate, Saarland",West,Not at all,0.46810,744,1335,0.44132,0.49487
2022,Baden-Wuerttemberg,West,Strong,0.08842,244,3293,0.07872,0.09812
2022,Baden-Wuerttemberg,West,A Little,0.32365,980,3293,0.30767,0.33963
2022,Baden-Wuerttemberg,West,Not at all,0.58793,2069,3293,0.57112,0.60475
2022,Bavaria,West,Strong,0.12429,375,4417,0.11456,0.13402
2022,Bavaria,West,A Little,0.31656,1273,4417,0.30284,0.33027
2022,Bavaria,West,Not at all,0.55915,2769,4417,0.54451,0.57380
2022,Berlin,West,Strong,0.13124,77,876,0.10887,0.15362
2022,Berlin,West,A Little,0.33649,245,876,0.30518,0.36779
2022,Berlin,West,Not at all,0.53227,554,876,0.49921,0.56533
2022,Berlin,East,Strong,0.20021,57,679,0.17009,0.23033
2022,Berlin,East,A Little,0.26434,183,679,0.23115,0.29754
2022,Berlin,East,Not at all,0.53545,439,679,0.49790,0.57299
2022,Brandenburg,East,Strong,0.13652,127,1025,0.11549,0.15755
2022,Brandenburg,East,A Little,0.38596,389,1025,0.35615,0.41578
2022,Brandenburg,East,Not at all,0.47752,509,1025,0.44692,0.50811
2022,Mecklenburg-Western Pomerania,East,Strong,0.16047,69,574,0.13042,0.19052
2022,Mecklenburg-Western Pomerania,East,A Little,0.37656,207,574,0.33689,0.41624
2022,Mecklenburg-Western Pomerania,East,Not at all,0.46297,298,574,0.42214,0.50379
2022,Saxony,East,Strong,0.09924,163,1781,0.08535,0.11313
2022,Saxony,East,A Little,0.37351,604,1781,0.35103,0.39598
2022,Saxony,East,Not at all,0.52725,1014,1781,0.50406,0.55044
2022,Saxony-Anhalt,East,Strong,0.16888,110,923,0.14470,0.19306
2022,Saxony-Anhalt,East,A Little,0.36950,332,923,0.33834,0.40066
2022,Saxony-Anhalt,East,Not at all,0.46162,481,923,0.42944,0.49380
2022,Thuringa,East,Strong,0.11805,89,867,0.09656,0.13955
2022,Thuringa,East,A Little,0.31519,306,867,0.28425,0.34614
2022,Thuringa,East,Not at all,0.56675,472,867,0.53375,0.59976
