"ple0004","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stark","2002","17-29","(noch) kein Abschluss","6","","",""
"Stark","2002","17-29","Hauptschule","11","","",""
"Stark","2002","17-29","Realschule","20","","",""
"Stark","2002","17-29","(Fach-)Abitur","7","","",""
"Stark","2002","17-29","AkademikerIn","6","","",""
"Stark","2002","30-45","(noch) kein Abschluss","4","","",""
"Stark","2002","30-45","Hauptschule","91","0.0448976536008906","0.035948793399211","0.0538465138025702"
"Stark","2002","30-45","Realschule","70","0.0236005820871876","0.017810013089918","0.0293911510844571"
"Stark","2002","30-45","(Fach-)Abitur","30","0.0413778148312195","0.0283005550038493","0.0544550746585896"
"Stark","2002","30-45","AkademikerIn","28","","",""
"Stark","2002","46-65","(noch) kein Abschluss","27","","",""
"Stark","2002","46-65","Hauptschule","560","0.155263434041292","0.143464329742953","0.16706253833963"
"Stark","2002","46-65","Realschule","137","0.100692860334173","0.0860211490436498","0.115364571624696"
"Stark","2002","46-65","(Fach-)Abitur","29","","",""
"Stark","2002","46-65","AkademikerIn","121","0.0700779790416117","0.0590165986701679","0.0811393594130556"
"Stark","2002","66","(noch) kein Abschluss","","","",""
"Stark","2002","66","Hauptschule","","","",""
"Stark","2002","66","Realschule","","","",""
"Stark","2002","66","(Fach-)Abitur","","","",""
"Stark","2002","66","AkademikerIn","","","",""
"Ein wenig","2002","17-29","(noch) kein Abschluss","46","0.0786895238223315","0.0578455490121567","0.0995334986325062"
"Ein wenig","2002","17-29","Hauptschule","107","0.132337288633566","0.109353509672711","0.155321067594422"
"Ein wenig","2002","17-29","Realschule","179","0.131241749283243","0.11290053540828","0.149582963158206"
"Ein wenig","2002","17-29","(Fach-)Abitur","96","0.100182092044159","0.0814129813151148","0.118951202773204"
"Ein wenig","2002","17-29","AkademikerIn","29","","",""
"Ein wenig","2002","30-45","(noch) kein Abschluss","24","","",""
"Ein wenig","2002","30-45","Hauptschule","469","0.242876523632304","0.224345173122861","0.261407874141747"
"Ein wenig","2002","30-45","Realschule","573","0.212353438583566","0.196752832638365","0.227954044528767"
"Ein wenig","2002","30-45","(Fach-)Abitur","157","0.190879508054201","0.165075005422296","0.216684010686106"
"Ein wenig","2002","30-45","AkademikerIn","227","0.145127143588484","0.128558066511344","0.161696220665623"
"Ein wenig","2002","46-65","(noch) kein Abschluss","56","0.490288291079348","0.400470436685244","0.580106145473453"
"Ein wenig","2002","46-65","Hauptschule","1477","0.406276965400433","0.390275607147967","0.4222783236529"
"Ein wenig","2002","46-65","Realschule","573","0.342912892138621","0.319769298643874","0.366056485633367"
"Ein wenig","2002","46-65","(Fach-)Abitur","142","0.399624522677034","0.353219633028468","0.4460294123256"
"Ein wenig","2002","46-65","AkademikerIn","590","0.315407612834183","0.295272809373087","0.335542416295279"
"Ein wenig","2002","66","(noch) kein Abschluss","","","",""
"Ein wenig","2002","66","Hauptschule","","","",""
"Ein wenig","2002","66","Realschule","","","",""
"Ein wenig","2002","66","(Fach-)Abitur","","","",""
"Ein wenig","2002","66","AkademikerIn","","","",""
"Gar nicht","2002","17-29","(noch) kein Abschluss","589","0.908435783170808","0.886108849345772","0.930762716995845"
"Gar nicht","2002","17-29","Hauptschule","717","0.853471622447346","0.829485487842703","0.877457757051988"
"Gar nicht","2002","17-29","Realschule","1103","0.853883634110328","0.834697327748798","0.873069940471859"
"Gar nicht","2002","17-29","(Fach-)Abitur","880","0.890434741386291","0.870908942389163","0.909960540383419"
"Gar nicht","2002","17-29","AkademikerIn","189","0.812955255809892","0.76188945367792","0.864021057941863"
"Gar nicht","2002","30-45","(noch) kein Abschluss","51","0.584561116689361","0.475892765286899","0.693229468091822"
"Gar nicht","2002","30-45","Hauptschule","1497","0.712225822766805","0.692661459710988","0.731790185822623"
"Gar nicht","2002","30-45","Realschule","1997","0.764045979329247","0.747849539348408","0.780242419310085"
"Gar nicht","2002","30-45","(Fach-)Abitur","704","0.767742677114579","0.740015746967648","0.795469607261511"
"Gar nicht","2002","30-45","AkademikerIn","1481","0.830031303843288","0.812362589967619","0.847700017718956"
"Gar nicht","2002","46-65","(noch) kein Abschluss","36","0.325156468408994","0.240993246228217","0.409319690589771"
"Gar nicht","2002","46-65","Hauptschule","1582","0.438459600558275","0.42229335784989","0.45462584326666"
"Gar nicht","2002","46-65","Realschule","906","0.556394247527206","0.53217183964039","0.580616655414023"
"Gar nicht","2002","46-65","(Fach-)Abitur","257","0.531485684564216","0.484210479118368","0.578760890010063"
"Gar nicht","2002","46-65","AkademikerIn","1335","0.614514408124205","0.593424951680655","0.635603864567755"
"Gar nicht","2002","66","(noch) kein Abschluss","","","",""
"Gar nicht","2002","66","Hauptschule","","","",""
"Gar nicht","2002","66","Realschule","","","",""
"Gar nicht","2002","66","(Fach-)Abitur","","","",""
"Gar nicht","2002","66","AkademikerIn","","","",""
"Stark","2003","17-29","(noch) kein Abschluss","","","",""
"Stark","2003","17-29","Hauptschule","","","",""
"Stark","2003","17-29","Realschule","","","",""
"Stark","2003","17-29","(Fach-)Abitur","","","",""
"Stark","2003","17-29","AkademikerIn","","","",""
"Stark","2003","30-45","(noch) kein Abschluss","","","",""
"Stark","2003","30-45","Hauptschule","","","",""
"Stark","2003","30-45","Realschule","","","",""
"Stark","2003","30-45","(Fach-)Abitur","","","",""
"Stark","2003","30-45","AkademikerIn","","","",""
"Stark","2003","46-65","(noch) kein Abschluss","","","",""
"Stark","2003","46-65","Hauptschule","","","",""
"Stark","2003","46-65","Realschule","","","",""
"Stark","2003","46-65","(Fach-)Abitur","","","",""
"Stark","2003","46-65","AkademikerIn","","","",""
"Stark","2003","66","(noch) kein Abschluss","","","",""
"Stark","2003","66","Hauptschule","","","",""
"Stark","2003","66","Realschule","","","",""
"Stark","2003","66","(Fach-)Abitur","","","",""
"Stark","2003","66","AkademikerIn","","","",""
"Ein wenig","2003","17-29","(noch) kein Abschluss","","","",""
"Ein wenig","2003","17-29","Hauptschule","","","",""
"Ein wenig","2003","17-29","Realschule","","","",""
"Ein wenig","2003","17-29","(Fach-)Abitur","","","",""
"Ein wenig","2003","17-29","AkademikerIn","","","",""
"Ein wenig","2003","30-45","(noch) kein Abschluss","","","",""
"Ein wenig","2003","30-45","Hauptschule","","","",""
"Ein wenig","2003","30-45","Realschule","","","",""
"Ein wenig","2003","30-45","(Fach-)Abitur","","","",""
"Ein wenig","2003","30-45","AkademikerIn","","","",""
"Ein wenig","2003","46-65","(noch) kein Abschluss","","","",""
"Ein wenig","2003","46-65","Hauptschule","","","",""
"Ein wenig","2003","46-65","Realschule","","","",""
"Ein wenig","2003","46-65","(Fach-)Abitur","","","",""
"Ein wenig","2003","46-65","AkademikerIn","","","",""
"Ein wenig","2003","66","(noch) kein Abschluss","","","",""
"Ein wenig","2003","66","Hauptschule","","","",""
"Ein wenig","2003","66","Realschule","","","",""
"Ein wenig","2003","66","(Fach-)Abitur","","","",""
"Ein wenig","2003","66","AkademikerIn","","","",""
"Gar nicht","2003","17-29","(noch) kein Abschluss","","","",""
"Gar nicht","2003","17-29","Hauptschule","","","",""
"Gar nicht","2003","17-29","Realschule","","","",""
"Gar nicht","2003","17-29","(Fach-)Abitur","","","",""
"Gar nicht","2003","17-29","AkademikerIn","","","",""
"Gar nicht","2003","30-45","(noch) kein Abschluss","","","",""
"Gar nicht","2003","30-45","Hauptschule","","","",""
"Gar nicht","2003","30-45","Realschule","","","",""
"Gar nicht","2003","30-45","(Fach-)Abitur","","","",""
"Gar nicht","2003","30-45","AkademikerIn","","","",""
"Gar nicht","2003","46-65","(noch) kein Abschluss","","","",""
"Gar nicht","2003","46-65","Hauptschule","","","",""
"Gar nicht","2003","46-65","Realschule","","","",""
"Gar nicht","2003","46-65","(Fach-)Abitur","","","",""
"Gar nicht","2003","46-65","AkademikerIn","","","",""
"Gar nicht","2003","66","(noch) kein Abschluss","","","",""
"Gar nicht","2003","66","Hauptschule","","","",""
"Gar nicht","2003","66","Realschule","","","",""
"Gar nicht","2003","66","(Fach-)Abitur","","","",""
"Gar nicht","2003","66","AkademikerIn","","","",""
"Stark","2004","17-29","(noch) kein Abschluss","7","","",""
"Stark","2004","17-29","Hauptschule","13","","",""
"Stark","2004","17-29","Realschule","13","","",""
"Stark","2004","17-29","(Fach-)Abitur","11","","",""
"Stark","2004","17-29","AkademikerIn","1","","",""
"Stark","2004","30-45","(noch) kein Abschluss","7","","",""
"Stark","2004","30-45","Hauptschule","62","0.0433097852396612","0.0338054046206368","0.0528141658586855"
"Stark","2004","30-45","Realschule","62","0.0260683318426467","0.0196151261268502","0.0325215375584431"
"Stark","2004","30-45","(Fach-)Abitur","24","","",""
"Stark","2004","30-45","AkademikerIn","21","","",""
"Stark","2004","46-65","(noch) kein Abschluss","21","","",""
"Stark","2004","46-65","Hauptschule","462","0.152199727180372","0.139589195344986","0.164810259015759"
"Stark","2004","46-65","Realschule","138","0.10242739713003","0.0879111636055893","0.116943630654471"
"Stark","2004","46-65","(Fach-)Abitur","36","0.0967001266489114","0.0693018134726018","0.124098439825221"
"Stark","2004","46-65","AkademikerIn","106","0.067976840440475","0.0569095069443667","0.0790441739365833"
"Stark","2004","66","(noch) kein Abschluss","","","",""
"Stark","2004","66","Hauptschule","","","",""
"Stark","2004","66","Realschule","","","",""
"Stark","2004","66","(Fach-)Abitur","","","",""
"Stark","2004","66","AkademikerIn","","","",""
"Ein wenig","2004","17-29","(noch) kein Abschluss","56","0.0875324654355283","0.0660526493024518","0.109012281568605"
"Ein wenig","2004","17-29","Hauptschule","99","0.121821441814181","0.0978804688972452","0.145762414731118"
"Ein wenig","2004","17-29","Realschule","177","0.152731022285142","0.1319761785178","0.173485866052484"
"Ein wenig","2004","17-29","(Fach-)Abitur","107","0.112664612106899","0.0926323595917652","0.132696864622033"
"Ein wenig","2004","17-29","AkademikerIn","30","0.193385809921073","0.138233944193853","0.248537675648293"
"Ein wenig","2004","30-45","(noch) kein Abschluss","22","","",""
"Ein wenig","2004","30-45","Hauptschule","433","0.263305782620585","0.24274124410965","0.28387032113152"
"Ein wenig","2004","30-45","Realschule","502","0.221555364339945","0.204735997394014","0.238374731285876"
"Ein wenig","2004","30-45","(Fach-)Abitur","157","0.207102056641123","0.179583449904191","0.234620663378054"
"Ein wenig","2004","30-45","AkademikerIn","188","0.144485539216941","0.126579627838811","0.162391450595071"
"Ein wenig","2004","46-65","(noch) kein Abschluss","48","0.454213841153225","0.358059052050096","0.550368630256354"
"Ein wenig","2004","46-65","Hauptschule","1262","0.398558887160746","0.381370999969081","0.415746774352411"
"Ein wenig","2004","46-65","Realschule","611","0.355254227426863","0.332341596331204","0.378166858522522"
"Ein wenig","2004","46-65","(Fach-)Abitur","143","0.322739901828955","0.279398953938407","0.366080849719504"
"Ein wenig","2004","46-65","AkademikerIn","596","0.311265641464219","0.290907382981514","0.331623899946924"
"Ein wenig","2004","66","(noch) kein Abschluss","","","",""
"Ein wenig","2004","66","Hauptschule","","","",""
"Ein wenig","2004","66","Realschule","","","",""
"Ein wenig","2004","66","(Fach-)Abitur","","","",""
"Ein wenig","2004","66","AkademikerIn","","","",""
"Gar nicht","2004","17-29","(noch) kein Abschluss","602","0.89828611493095","0.875312214568269","0.92126001529363"
"Gar nicht","2004","17-29","Hauptschule","605","0.855451721940631","0.829712659298606","0.881190784582656"
"Gar nicht","2004","17-29","Realschule","964","0.834357558060456","0.812908555504584","0.855806560616329"
"Gar nicht","2004","17-29","(Fach-)Abitur","839","0.871461501079477","0.850256766682677","0.892666235476276"
