year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,unter 18 J.,,,,,,,,,,,,
1984,18-29 J.,317,1.3204856566678793,1.2583576724678327,1.382613640867926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,30-45 J.,396,1.3378700152849532,1.286878271964471,1.3888617586054355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,46-65 J.,385,1.391530401620434,1.3332669733230642,1.4497938299178037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,66 und älter,171,1.350365438735273,1.2774647889482065,1.4232660885223396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,unter 18 J.,,,,,,,,,,,,
1985,18-29 J.,302,1.3886381992299897,1.3075400712728327,1.4697363271871466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,30-45 J.,341,1.7216028799992213,1.6048618063305156,1.8383439536679271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,46-65 J.,342,1.4371744461145366,1.3522954137933274,1.5220534784357458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,66 und älter,163,1.312607470543677,1.257756686959159,1.367458254128195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,unter 18 J.,,,,,,,,,,,,
1986,18-29 J.,314,1.4397563240508127,1.3739414133978087,1.5055712347038166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,30-45 J.,327,2.005608375502479,1.725267564289259,2.285949186715699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,46-65 J.,360,1.5511832084685868,1.4289103250707424,1.6734560918664312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,66 und älter,166,1.4822130242802105,1.2455266199291901,1.718899428631231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,unter 18 J.,,,,,,,,,,,,
1987,18-29 J.,316,1.575968460148816,1.425296284253768,1.726640636043864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,30-45 J.,310,1.4355272186667842,1.320495540259462,1.5505588970741064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,46-65 J.,318,1.6559687005587775,1.522885196910395,1.7890522042071602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,66 und älter,189,1.4801864044343036,1.384192219739631,1.5761805891289762,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1988,unter 18 J.,,,,,,,,,,,,
1988,18-29 J.,297,1.5225626170652578,1.410109826582958,1.6350154075475576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,30-45 J.,298,1.5182641503960919,1.4153755018341068,1.621152798958077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,46-65 J.,332,1.5888970892331336,1.4503792458846896,1.7274149325815775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,66 und älter,172,1.6792907302610223,1.471626632924154,1.8869548275978905,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1989,unter 18 J.,,,,,,,,,,,,
1989,18-29 J.,298,1.3308844422078785,1.27734308307788,1.384425801337877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,30-45 J.,274,1.2011073095015796,1.1681902721138435,1.2340243468893157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,46-65 J.,301,2.0229618100127666,1.8216581492176493,2.224265470807884,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1989,66 und älter,160,1.6859851406554769,1.3381425185958227,2.033827762715131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1990,unter 18 J.,,,,,,,,,,,,
1990,18-29 J.,,,,,,,,,,,,
1990,30-45 J.,,,,,,,,,,,,
1990,46-65 J.,,,,,,,,,,,,
1990,66 und älter,,,,,,,,,,,,
1991,unter 18 J.,,,,,,,,,,,,
1991,18-29 J.,322,1.5382364666063315,1.4282703202758196,1.6482026129368434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1991,30-45 J.,249,1.6185393183849337,1.461787646299215,1.7752909904706524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1991,46-65 J.,303,1.5854821883121446,1.4551526658745657,1.7158117107497235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1991,66 und älter,194,1.595956511248843,1.4931366062314035,1.6987764162662824,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1992,unter 18 J.,,,,,,,,,,,,
1992,18-29 J.,355,1.314386006379714,1.2624634585316568,1.366308554227771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,30-45 J.,368,1.546005614583175,1.4207912544575356,1.6712199747088146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,46-65 J.,369,1.5668805169874012,1.4619932544362413,1.671767779538561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,66 und älter,255,1.4802047665295706,1.3976054797028614,1.5628040533562797,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1993,unter 18 J.,,,,,,,,,,,,
1993,18-29 J.,,,,,,,,,,,,
1993,30-45 J.,,,,,,,,,,,,
1993,46-65 J.,,,,,,,,,,,,
1993,66 und älter,,,,,,,,,,,,
1994,unter 18 J.,,,,,,,,,,,,
1994,18-29 J.,311,1.211882186575302,1.1748004383481274,1.2489639348024766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,30-45 J.,378,1.3727764526608337,1.3096445640249674,1.4359083412967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,46-65 J.,401,1.5249281962808838,1.3941506781692141,1.6557057143925535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,66 und älter,293,1.636899908440894,1.5467781531903055,1.7270216636914824,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1995,unter 18 J.,,,,,,,,,,,,
1995,18-29 J.,326,1.3721333441876575,1.301888362734038,1.442378325641277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1995,30-45 J.,419,1.4193068426557607,1.3598719500406442,1.4787417352708772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1995,46-65 J.,432,1.5049641728040832,1.4090840378131617,1.6008443077950048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1995,66 und älter,270,1.6583644819997565,1.5748945384055497,1.7418344255939633,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1996,unter 18 J.,,,,,,,,,,,,
1996,18-29 J.,307,1.239786632548746,1.1962101733380728,1.2833630917594194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1996,30-45 J.,435,1.394046929004047,1.3420866062367187,1.4460072517713751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1996,46-65 J.,445,1.7233702003288043,1.593570158308072,1.8531702423495366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1996,66 und älter,299,1.8482061240142529,1.6894309470674544,2.0069813009610513,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1997,unter 18 J.,,,,,,,,,,,,
