year,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,832,1.363513503624538,1.3239040277330159,1.4031229795160602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,2nd Quintile,272,1.3282542991428201,1.271128242735992,1.3853803555496482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,3rd Quintile,101,1.244506411710248,1.171934614535355,1.317078208885141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,4th Quintile,46,1.3711914161583159,1.2607326928967784,1.4816501394198534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,5th Quintile,,,,,,,,,,,,
1985,1st Quintile,735,1.4860541748916165,1.4263253449679143,1.5457830048153187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,2nd Quintile,254,1.463064958939879,1.3666457922494715,1.5594841256302865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,3rd Quintile,112,1.3364278205311857,1.247869498123172,1.4249861429391995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,4th Quintile,33,1.2204592754395003,1.1408817299979361,1.3000368208810644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,5th Quintile,,,,,,,,,,,,
1986,1st Quintile,701,1.7832684163682562,1.6322710075191504,1.934265825217362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,2nd Quintile,292,1.33259194914382,1.2774870020113467,1.3876968962762934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,3rd Quintile,114,1.5014626316262871,1.3529300963655302,1.649995166887044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,4th Quintile,46,1.2281156794250847,1.1497058360631507,1.3065255227870187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,5th Quintile,,,,,,,,,,,,
1987,1st Quintile,629,1.4635376763285115,1.395535803842047,1.5315395488149761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,2nd Quintile,286,1.6037682159201663,1.4484017037689263,1.7591347280714063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,3rd Quintile,145,1.6669937505663517,1.5012500525039876,1.8327374486287158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,4th Quintile,48,1.875616693233729,1.3143761844010315,2.4368572020664265,1.0,1.0,1.075180083707578,1.0,1.1879502092689451,1.0,1.0,1.0
1987,5th Quintile,,,,,,,,,,,,
1988,1st Quintile,552,1.729027333440911,1.60319987777013,1.854854789111692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,2nd Quintile,310,1.3711857113023282,1.2913947903353695,1.450976632269287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,3rd Quintile,140,1.5018262469411139,1.3735202159226498,1.630132277959578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,4th Quintile,70,1.5449694282230564,1.3955022259077627,1.69443663053835,1.0,1.0,1.9841045187675874,1.0,3.4602612969189686,1.0,1.0,1.0
1988,5th Quintile,,,,,,,,,,,,
1989,1st Quintile,478,1.3759897877861709,1.3293893311694231,1.4225902444029186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,2nd Quintile,334,1.6777609522692891,1.520099917582833,1.8354219869557453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,3rd Quintile,155,1.9904462949081416,1.5151258883862264,2.4657667014300566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,4th Quintile,43,2.233731697126847,1.6426317279389597,2.8248316663147346,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
