year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,West,883,1.4346073969400315,1.3856558041757583,1.4835589897043047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,Rural regions,West,265,1.527417320053788,1.419746080759104,1.6350885593484719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,Urban regions,West,934,1.5606685840224368,1.4792853392903313,1.6420518287545423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,Rural regions,West,233,1.74475008675398,1.4391882170074553,2.050311956500505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,Urban regions,West,888,1.4183880880987605,1.3703243101053717,1.4664518660921493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,Rural regions,West,245,1.9337321579784934,1.7088793870399819,2.158584928917005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,Urban regions,West,885,1.5290216509381742,1.4562698682685615,1.601773433607787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,Rural regions,West,214,1.7734356034011272,1.5831766138004946,1.9636945930017597,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1989,Urban regions,West,805,1.534060032961473,1.4393478011434895,1.6287722647794567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,Rural regions,West,228,1.7725706923045759,1.522161720240141,2.0229796643690108,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1990,Urban regions,West,,,,,,,,,,,,
1990,Urban regions,East,,,,,,,,,,,,
1990,Rural regions,West,,,,,,,,,,,,
1990,Rural regions,East,,,,,,,,,,,,
1991,Urban regions,West,836,1.5231579813779104,1.4590423462079902,1.5872736165478305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1991,Urban regions,East,,,,,,,,,,,,
1991,Rural regions,West,232,1.786107980943001,1.6185833708632824,1.9536325910227195,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1991,Rural regions,East,,,,,,,,,,,,
1992,Urban regions,West,804,1.4647656046991748,1.4103073725302735,1.5192238368680762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,Urban regions,East,102,1.4665561307392907,1.2183818339545252,1.7147304275240562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,Rural regions,West,233,1.4689623422095641,1.396795515585759,1.5411291688333693,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1992,Rural regions,East,192,1.670474789731137,1.4315818807335658,1.909367698728708,1.0,1.0,1.9284726349853383,1.0,3.3211815874633457,1.0,1.0,1.0
1993,Urban regions,West,,,,,,,,,,,,
1993,Urban regions,East,,,,,,,,,,,,
1993,Rural regions,West,,,,,,,,,,,,
1993,Rural regions,East,,,,,,,,,,,,
1994,Urban regions,West,812,1.4487914157322166,1.385247984706501,1.5123348467579323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,Urban regions,East,119,1.5026912316161447,1.4076544264276547,1.5977280368046347,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1994,Rural regions,West,222,1.6012557421645643,1.466765204246145,1.7357462800829837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,Rural regions,East,230,1.4218525304820642,1.322677242570866,1.5210278183932624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1995,Urban regions,West,809,1.4866154375148923,1.4436372893742586,1.529593585655526,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1995,Urban regions,East,113,1.6500239433933428,1.3485635678382226,1.951484318948463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1995,Rural regions,West,236,1.5492915371681897,1.4351770821201855,1.663405992216194,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1995,Rural regions,East,289,1.4794701510397095,1.3991811168305104,1.5597591852489086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
