year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,349,1.4777701617798142,1.3947085725573491,1.5608317510022793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,Urban regions,female,534,1.4079184622757015,1.3477423582336432,1.4680945663177598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,Rural regions,male,104,1.7075618977336733,1.509435306543288,1.9056884889240586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,Rural regions,female,161,1.4137706922076498,1.291557642517295,1.5359837418980047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,Urban regions,male,416,1.5691837016896493,1.4556101321898736,1.682757271189425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,Urban regions,female,518,1.5541836784645042,1.43951944557633,1.6688479113526784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,Rural regions,male,101,2.4717514303265395,1.7620835751645452,3.181419285488534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,Rural regions,female,132,1.2267203048579598,1.1697165782235832,1.2837240314923364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,Urban regions,male,349,1.4308013972826625,1.3549733721260817,1.5066294224392434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,Urban regions,female,539,1.410879514438775,1.3487843045025867,1.4729747243749631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,Rural regions,male,89,2.3134827354978755,1.8418837408578972,2.7850817301378537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,Rural regions,female,156,1.7232347835980915,1.4944010173426865,1.9520685498534964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,Urban regions,male,369,1.5882588851193398,1.4641689552114963,1.7123488150271833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,Urban regions,female,516,1.4849425306763604,1.3975875475333377,1.572297513819383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,Rural regions,male,91,2.023280372453938,1.6259768462553397,2.4205838986525365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,Rural regions,female,123,1.5964481249196472,1.4405281860687749,1.7523680637705195,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1989,Urban regions,male,300,1.8614820579982279,1.636924972826893,2.0860391431695624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,Urban regions,female,505,1.3413816961322624,1.2713330681543193,1.4114303241102055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,Rural regions,male,100,1.5065370135948757,1.3603658889242423,1.652708138265509,1.0,1.0,1.1015734247624616,1.0,1.253933561906154,1.0,1.0,1.0
1989,Rural regions,female,128,1.9806756105899919,1.5501978422329201,2.4111533789470636,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1990,Urban regions,male,,,,,,,,,,,,
1990,Urban regions,female,,,,,,,,,,,,
1990,Rural regions,male,,,,,,,,,,,,
1990,Rural regions,female,,,,,,,,,,,,
1991,Urban regions,male,327,1.4221674319821949,1.3388787841137124,1.5054560798506773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1991,Urban regions,female,509,1.5829923655868534,1.4930228120007725,1.6729619191729344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1991,Rural regions,male,91,1.6308620406435308,1.49865724196307,1.7630668393239917,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1991,Rural regions,female,141,1.8852032552768376,1.623878217138113,2.146528293415562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,Urban regions,male,367,1.48596780837234,1.4055372174076333,1.5663983993370467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
