year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Westdeutschland,maennlich,537,1.4014680345640305,1.3519634059872392,1.4509726631408217,4.729544368591728,2.635665175307496,1.0,10.323860921479321,-4.594316552887593,1.0,1.0,1.0
1984,Westdeutschland,weiblich,732,1.319054262752112,1.2821944278167225,1.3559140976875015,1.0,3.993238417806915,1.0,1.0,1.0,1.0,1.0,1.0
1985,Westdeutschland,maennlich,453,1.5405455405203081,1.460883360539019,1.6202077205015972,1.0,9.091407755571451,1.0,3.0,1.0,1.0,1.0,1.0
1985,Westdeutschland,weiblich,695,1.4094939897843777,1.3550443685864875,1.4639436109822679,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
1986,Westdeutschland,maennlich,517,1.7693244013741651,1.5957155647161794,1.942933238032151,1.3423123782354658,1.0,1.0,1.8557809455886645,0.4865314326468013,1.0,1.0,1.0
1986,Westdeutschland,weiblich,650,1.4777408221233188,1.3871174503349792,1.5683641939116584,1.0,1.0,1.9608637693043767,1.0,1.0,1.0,1.0,1.0
1987,Westdeutschland,maennlich,438,1.6304276811554688,1.5119079927368997,1.7489473695740378,1.0,1.0,1.7144346851228418,2.0,2.7860867128071045,1.0,1.0,1.0
1987,Westdeutschland,weiblich,695,1.4864084860226108,1.4147661622150816,1.55805080983014,1.0,1.0,1.069965762275236,1.0,1.1749144056880902,1.0,1.0,1.0
1988,Westdeutschland,maennlich,460,1.682070762601666,1.5536758999351026,1.8104656252682294,1.0,1.0,2.947513718784016,4.0,3.0,1.0,1.0,1.0
1988,Westdeutschland,weiblich,639,1.5099294313767615,1.4335560568449195,1.5863028059086035,1.6562150626501189,1.0,1.0,2.6405376566252974,0.015677406024821705,1.0,1.0,1.0
1989,Westdeutschland,maennlich,400,1.7563669413523644,1.588258344454917,1.9244755382498118,1.6983436605917537,1.0,1.0,2.745859151479384,-0.04751549088763052,1.0,1.0,1.0
1989,Westdeutschland,weiblich,633,1.4950815231302281,1.3851318186763502,1.605031227584106,1.0,1.0,1.3747477595991688,1.0,1.0,1.0,1.0,1.0
1990,Westdeutschland,maennlich,,,,,,,,,,,,
1990,Westdeutschland,weiblich,,,,,,,,,,,,
1990,Ostdeutschland,maennlich,,,,,,,,,,,,
1990,Ostdeutschland,weiblich,,,,,,,,,,,,
1991,Westdeutschland,maennlich,418,1.471696605062524,1.400570486136972,1.5428227239880759,1.0,1.6777641257274336,1.02522119927026,1.0,1.0,1.0,1.0,1.0
1991,Westdeutschland,weiblich,650,1.6507194726621137,1.5598348002253275,1.7416041450989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1991,Ostdeutschland,maennlich,,,,,,,,,,,,
1991,Ostdeutschland,weiblich,,,,,,,,,,,,
1992,Westdeutschland,maennlich,437,1.525325474550102,1.4515059986517826,1.5991449504484212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,Westdeutschland,weiblich,602,1.4225068514627852,1.3667705961200465,1.478243106805524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1992,Ostdeutschland,maennlich,113,1.3235246803870304,1.262649560978647,1.3843997997954138,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
1992,Ostdeutschland,weiblich,195,1.753043537611334,1.4853140166823173,2.0207730585403505,1.0,1.540502340307124,1.280381362247526,1.0,1.700953405618815,1.0,1.0,1.0
1993,Westdeutschland,maennlich,,,,,,,,,,,,
1993,Westdeutschland,weiblich,,,,,,,,,,,,
1993,Ostdeutschland,maennlich,,,,,,,,,,,,
1993,Ostdeutschland,weiblich,,,,,,,,,,,,
1994,Westdeutschland,maennlich,388,1.5396822783294306,1.4124355052983588,1.6669290513605024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,Westdeutschland,weiblich,646,1.4469795957931302,1.3960997689184291,1.4978594226678312,1.0,1.0,1.4930915348002187,1.0,1.0,1.0,1.0,1.0
1994,Ostdeutschland,maennlich,135,1.4025192083077145,1.3196657430455512,1.4853726735698778,1.4845483673229847,1.0,1.0,2.2113709183074617,0.273177449015523,1.0,1.0,1.0
1994,Ostdeutschland,weiblich,214,1.481531889543287,1.3746468453197247,1.5884169337668492,4.3937093867743755,1.2045893580720124,1.0,9.484273466935939,-4.090564080161563,1.0,1.0,1.0
1995,Westdeutschland,maennlich,402,1.5956771077465173,1.5048778839037347,1.6864763315892999,1.0,1.0,1.5409067089728903,1.0,1.0,1.0,1.0,1.0
1995,Westdeutschland,weiblich,643,1.444373021201642,1.4050433502522301,1.4837026921510537,2.3043164621272307,1.0,2.578100750725546,1.8936400292297582,1.0,1.0,1.0,1.0
1995,Ostdeutschland,maennlich,160,1.804878308196866,1.5650957467841953,2.0446608696095367,1.0,7.486879011624506,1.0,1.0,1.0,1.0,1.0,1.0
1995,Ostdeutschland,weiblich,242,1.3474230371462212,1.278400702281364,1.4164453720110786,3.983778224657681,1.245725580273442,1.0,8.459445561644202,-3.475667336986522,1.0,1.0,1.0
1996,Westdeutschland,maennlich,427,1.627182501816728,1.5406177336078186,1.7137472700256375,1.1340404228326202,1.0,1.0,1.3351010570815505,0.7989393657510697,1.0,1.0,1.0
1996,Westdeutschland,weiblich,647,1.551580230410183,1.4614798079750877,1.641680652845278,1.0,1.9822187078147184,1.0,1.0,1.0,1.0,1.0,1.0
1996,Ostdeutschland,maennlich,149,2.1527219452127686,1.8165669552393444,2.488876935186193,4.049656604948263,1.0,19.546304877366026,2.0,1.0,1.0,1.0,1.0
1996,Ostdeutschland,weiblich,263,1.4629434207392766,1.3954876041279216,1.5303992373506317,1.0,2.996230111063891,2.3398769760548443,2.0,1.0,1.0,1.0,1.0
1997,Westdeutschland,maennlich,407,1.7999707848213586,1.6926191802642694,1.907322389378448,1.501380219706853,1.0,1.0,2.2534505492671326,0.24792967043972036,1.0,1.0,1.0
1997,Westdeutschland,weiblich,651,1.373389815631109,1.30738291092751,1.4393967203347082,1.0,2.0,1.740662881970833,1.0,1.0,1.0,1.0,1.0
1997,Ostdeutschland,maennlich,173,1.7020763586243102,1.494205212319789,1.9099475049288313,1.0,2.188306776926175,10.826436793834144,2.0,1.0,1.0,1.0,1.0
1997,Ostdeutschland,weiblich,226,1.791350774329739,1.5469651173712977,2.0357364312881803,1.0,1.0,10.374573262324317,1.0,1.0,1.0,1.0,1.0
1998,Westdeutschland,maennlich,448,1.7502151402688313,1.5673432356240171,1.9330870449136455,1.0,1.0483412183501843,1.0,1.0,1.0,1.0,1.0,1.0
1998,Westdeutschland,weiblich,730,1.4117203173634505,1.3619706586453229,1.4614699760815781,1.0211534744303181,1.0,1.2961832838559864,2.0,1.0,1.0,1.0,1.0
1998,Ostdeutschland,maennlich,207,1.3931707954866466,1.3180622925916248,1.4682792983816684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1998,Ostdeutschland,weiblich,251,1.3907967683020659,1.3432177781578707,1.438375758446261,1.0,1.655411416281008,1.0,1.0,1.0,1.0,1.0,1.0
