year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,in school,Westdeutschland,,,,,,,,,,,,
1984,inadequately,Westdeutschland,129,1.2266362734563572,1.1737076140964677,1.2795649328162466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,general elemantary,Westdeutschland,376,1.4011946606690588,1.3339491405373425,1.4684401808007752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,middle vocational,Westdeutschland,588,1.3613754856163038,1.3194344746378077,1.4033164965948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,vocational + Abi,Westdeutschland,31,1.2603946412408786,1.0997281204413547,1.4210611620404026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,higher vocational,Westdeutschland,77,1.2412743211839012,1.1733045624352911,1.3092440799325114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,higher education,Westdeutschland,58,1.2752586693780752,1.201783244466569,1.3487340942895814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,in school,Westdeutschland,,,,,,,,,,,,
1985,inadequately,Westdeutschland,102,1.4886683196184725,1.3351812070864995,1.6421554321504455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,general elemantary,Westdeutschland,327,1.441996618416118,1.3563645088135503,1.5276287280186855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,middle vocational,Westdeutschland,540,1.3937049159501589,1.3372084912634605,1.4502013406368572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,vocational + Abi,Westdeutschland,,,,,,,,,,,,
1985,higher vocational,Westdeutschland,77,2.034509015471631,1.7574089573337037,2.3116090736095583,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1985,higher education,Westdeutschland,70,1.3429733639876613,1.1308141546781214,1.5551325732972012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,in school,Westdeutschland,,,,,,,,,,,,
1986,inadequately,Westdeutschland,101,1.336724310333917,1.184398371867326,1.489050248800508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,general elemantary,Westdeutschland,320,1.5274672994412917,1.3423928515849786,1.7125417472976048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,middle vocational,Westdeutschland,559,1.6169659328523978,1.5019821683393397,1.7319496973654558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,vocational + Abi,Westdeutschland,31,1.292885797480139,1.2136663144336852,1.372105280526593,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0
1986,higher vocational,Westdeutschland,63,2.600210487112062,1.7653745012727935,3.4350464729513304,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1986,higher education,Westdeutschland,74,1.1394772732548553,1.0965348863050044,1.1824196602047061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,in school,Westdeutschland,,,,,,,,,,,,
1987,inadequately,Westdeutschland,91,1.9633271849322678,1.6551122797505855,2.2715420901139503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,general elemantary,Westdeutschland,310,1.5479010700868165,1.4083917295919524,1.6874104105816807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,middle vocational,Westdeutschland,550,1.5868252348914071,1.4930554455865952,1.680595024196219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,vocational + Abi,Westdeutschland,,,,,,,,,,,,
1987,higher vocational,Westdeutschland,65,1.2587574954837086,1.1867504258706456,1.3307645650967717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,higher education,Westdeutschland,76,1.431291921555925,1.3207119551044184,1.5418718880074316,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0
1988,in school,Westdeutschland,,,,,,,,,,,,
