year,age_gr,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,under 18 y.,West,,,,,,,,,,,,
1984,18-29 y.,West,317,1.3204856566678793,1.2583576724678327,1.382613640867926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,30-45 y.,West,396,1.337870015284953,1.2868782719644707,1.3888617586054353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,46-65 y.,West,385,1.3915304016204342,1.3332669733230644,1.449793829917804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1984,66 and older,West,171,1.350365438735273,1.2774647889482065,1.4232660885223396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,under 18 y.,West,,,,,,,,,,,,
1985,18-29 y.,West,302,1.3886381992299897,1.3075400712728327,1.4697363271871466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,30-45 y.,West,341,1.7216028799992211,1.6048618063305153,1.838343953667927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,46-65 y.,West,342,1.4371744461145366,1.3522954137933274,1.5220534784357458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,66 and older,West,163,1.312607470543677,1.257756686959159,1.367458254128195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,under 18 y.,West,,,,,,,,,,,,
1986,18-29 y.,West,314,1.4397563240508129,1.373941413397809,1.5055712347038168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,30-45 y.,West,327,2.005608375502479,1.725267564289259,2.285949186715699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,46-65 y.,West,360,1.5511832084685868,1.4289103250707424,1.6734560918664312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,66 and older,West,166,1.4822130242802105,1.2455266199291901,1.718899428631231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,under 18 y.,West,,,,,,,,,,,,
1987,18-29 y.,West,316,1.575968460148816,1.425296284253768,1.726640636043864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,30-45 y.,West,310,1.4355272186667842,1.320495540259462,1.5505588970741064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1987,46-65 y.,West,318,1.6559687005587775,1.522885196910395,1.7890522042071602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
