year,bula_h,ple0014,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Yes,0.0035392955150769247,52,18001,0.003525211227924653,0.0035533798022291964
2009,Schleswig-Holstein,No,0.03124647758370822,458,18001,0.031205215272515293,0.03128773989490114
2009,Hamburg,No,0.017861168112343246,252,18001,0.0178297566800353,0.01789257954465119
2009,Lower Saxony,Yes,0.010405234517691096,179,18001,0.010381168679033183,0.010429300356349008
2009,Lower Saxony,No,0.08390773552876549,1454,18001,0.08384198231597366,0.08397348874155731
2009,Bremen,No,0.009236126918167949,118,18001,0.009213439953391248,0.009258813882944649
2009,North Rhine-Westphalia,Yes,0.02184180887254261,341,18001,0.02180714355212069,0.021876474192964526
2009,North Rhine-Westphalia,No,0.19579368658762952,3287,18001,0.19569957795775553,0.19588779521750352
2009,Hesse,Yes,0.0073950584490131924,113,18001,0.007374739305790819,0.007415377592235566
2009,Hesse,No,0.06842916210411092,1104,18001,0.06836928305113234,0.0684890411570895
2009,"Rhineland-Palatinate, Saarland",Yes,0.005295433422507641,91,18001,0.005278220913459706,0.005312645931555577
2009,"Rhineland-Palatinate, Saarland",No,0.05281337304173332,933,18001,0.05276032906190419,0.05286641702156245
2009,Baden-Wuerttemberg,Yes,0.010158247248269617,128,18001,0.010134465781140184,0.01018202871539905
2009,Baden-Wuerttemberg,No,0.11819363714572455,1979,18001,0.11811707219059141,0.11827020210085769
2009,Bavaria,Yes,0.014481606164773243,217,18001,0.014453273520885665,0.01450993880866082
2009,Bavaria,No,0.13845822811938366,2392,18001,0.13837631679952248,0.13854013943924484
2009,Berlin,Yes,0.0057015934964102805,79,18001,0.005683736727986528,0.005719450264834033
2009,Berlin,No,0.03696904142108198,604,18001,0.03692429218881614,0.037013790653347825
2009,Brandenburg,Yes,0.0038537968958396963,90,18001,0.003839102480101419,0.0038684913115779734
2009,Brandenburg,No,0.02705614878727295,699,18001,0.027017669834163965,0.027094627740381936
2009,Mecklenburg-Western Pomerania,Yes,0.0028826260528630895,53,18001,0.0028699111318952818,0.002895340973830897
2009,Mecklenburg-Western Pomerania,No,0.018844190381721925,417,18001,0.01881194228400861,0.01887643847943524
2009,Saxony,Yes,0.005459354264629084,129,18001,0.005441878818298162,0.005476829710960006
2009,Saxony,No,0.05255925105109901,1240,18001,0.05250632774294788,0.052612174359250134
2009,Saxony-Anhalt,Yes,0.002954355989416825,77,18001,0.002941484307400678,0.002967227671432972
2009,Saxony-Anhalt,No,0.027175928794467945,692,18001,0.027137367134424606,0.027214490454511284
2009,Thuringa,Yes,0.002841615827601585,88,18001,0.0028289914166378036,0.0028542402385653663
2009,Thuringa,No,0.024645817706154413,735,18001,0.024609047237868647,0.02468258817444018
2011,Schleswig-Holstein,Yes,0.003940124162874636,70,20720,0.003924369771496572,0.0039558785542527005
2011,Schleswig-Holstein,No,0.031101547428589792,581,20720,0.031057892419464272,0.031145202437715312
2011,Hamburg,No,0.019141625462982228,290,20720,0.019107166951524996,0.01917608397443946
