year,bula_h,regtyp,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Baden-Wuerttemberg,Rural regions,No,0.87894,218,218,0.83553,0.92234
2011,Bavaria,Urban regions,Yes,0.09808,132,1528,0.08316,0.11300
2011,Bavaria,Urban regions,No,0.90192,1396,1528,0.88700,0.91684
2011,Bavaria,Rural regions,Yes,0.09679,157,1656,0.08254,0.11103
2011,Bavaria,Rural regions,No,0.90321,1499,1656,0.88897,0.91746
2011,Berlin,Urban regions,Yes,0.13330,93,781,0.10945,0.15715
2011,Berlin,Urban regions,No,0.86670,688,781,0.84285,0.89055
2011,Brandenburg,Urban regions,No,0.91289,62,62,0.84212,0.98366
2011,Brandenburg,Rural regions,Yes,0.10947,89,813,0.08799,0.13095
2011,Brandenburg,Rural regions,No,0.89053,724,813,0.86905,0.91201
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.87319,41,41,0.77006,0.97631
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14557,55,470,0.11365,0.17749
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.85443,415,470,0.82251,0.88635
2011,Saxony,Urban regions,Yes,0.11310,76,724,0.09001,0.13618
2011,Saxony,Urban regions,No,0.88690,648,724,0.86382,0.90999
2011,Saxony,Rural regions,Yes,0.09942,69,680,0.07691,0.12193
2011,Saxony,Rural regions,No,0.90058,611,680,0.87807,0.92309
2011,Saxony-Anhalt,Urban regions,No,0.86528,181,181,0.81540,0.91516
2011,Saxony-Anhalt,Rural regions,Yes,0.08492,58,662,0.06367,0.10617
2011,Saxony-Anhalt,Rural regions,No,0.91508,604,662,0.89383,0.93633
2011,Thuringa,Urban regions,Yes,0.10648,31,266,0.06934,0.14362
2011,Thuringa,Urban regions,No,0.89352,235,266,0.85638,0.93066
2011,Thuringa,Rural regions,Yes,0.12436,64,618,0.09832,0.15040
2011,Thuringa,Rural regions,No,0.87564,554,618,0.84960,0.90168
2013,Schleswig-Holstein,Urban regions,No,0.90103,154,154,0.85371,0.94835
2013,Schleswig-Holstein,Rural regions,Yes,0.13308,53,425,0.10075,0.16541
2013,Schleswig-Holstein,Rural regions,No,0.86692,372,425,0.83459,0.89925
2013,Hamburg,Urban regions,No,0.92454,281,281,0.89360,0.95548
2013,Lower Saxony,Urban regions,Yes,0.14740,82,740,0.12184,0.17296
2013,Lower Saxony,Urban regions,No,0.85260,658,740,0.82704,0.87816
2013,Lower Saxony,Rural regions,Yes,0.10481,101,1035,0.08614,0.12348
2013,Lower Saxony,Rural regions,No,0.89519,934,1035,0.87652,0.91386
2013,Bremen,Urban regions,No,0.93279,110,110,0.88578,0.97979
2013,North Rhine-Westphalia,Urban regions,Yes,0.11729,388,3616,0.10680,0.12777
2013,North Rhine-Westphalia,Urban regions,No,0.88271,3228,3616,0.87223,0.89320
2013,North Rhine-Westphalia,Rural regions,No,0.88836,92,92,0.82365,0.95306
2013,Hesse,Urban regions,Yes,0.10548,96,1045,0.08684,0.12411
2013,Hesse,Urban regions,No,0.89452,949,1045,0.87589,0.91316
2013,Hesse,Rural regions,Yes,0.12014,35,245,0.07935,0.16094
2013,Hesse,Rural regions,No,0.87986,210,245,0.83906,0.92065
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11872,84,821,0.09658,0.14086
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88128,737,821,0.85914,0.90342
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91093,251,251,0.87562,0.94624
2013,Baden-Wuerttemberg,Urban regions,Yes,0.09962,160,1910,0.08618,0.11305
2013,Baden-Wuerttemberg,Urban regions,No,0.90038,1750,1910,0.88695,0.91382
2013,Baden-Wuerttemberg,Rural regions,No,0.88287,188,188,0.83678,0.92896
2013,Bavaria,Urban regions,Yes,0.10384,136,1393,0.08781,0.11986
2013,Bavaria,Urban regions,No,0.89616,1257,1393,0.88014,0.91219
2013,Bavaria,Rural regions,Yes,0.10904,156,1554,0.09354,0.12454
2013,Bavaria,Rural regions,No,0.89096,1398,1554,0.87546,0.90646
2013,Berlin,Urban regions,Yes,0.13393,90,768,0.10983,0.15804
2013,Berlin,Urban regions,No,0.86607,678,768,0.84196,0.89017
2013,Brandenburg,Urban regions,No,0.93993,63,63,0.88079,0.99908
2013,Brandenburg,Rural regions,Yes,0.12450,93,712,0.10023,0.14877
2013,Brandenburg,Rural regions,No,0.87550,619,712,0.85123,0.89977
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.96188,37,37,0.89933,1.02443
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13914,52,415,0.10581,0.17248
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.86086,363,415,0.82752,0.89419
2013,Saxony,Urban regions,Yes,0.11635,79,670,0.09205,0.14064
2013,Saxony,Urban regions,No,0.88365,591,670,0.85936,0.90795
2013,Saxony,Rural regions,Yes,0.10119,66,665,0.07825,0.12413
2013,Saxony,Rural regions,No,0.89881,599,665,0.87587,0.92175
2013,Saxony-Anhalt,Urban regions,No,0.87806,159,159,0.82704,0.92908
2013,Saxony-Anhalt,Rural regions,Yes,0.10767,57,581,0.08244,0.13289
2013,Saxony-Anhalt,Rural regions,No,0.89233,524,581,0.86711,0.91756
2013,Thuringa,Urban regions,No,0.89801,205,205,0.85648,0.93954
2013,Thuringa,Rural regions,Yes,0.11973,59,568,0.09301,0.14646
2013,Thuringa,Rural regions,No,0.88027,509,568,0.85354,0.90699
2015,Schleswig-Holstein,Urban regions,No,0.92198,225,225,0.88685,0.95710
2015,Schleswig-Holstein,Rural regions,Yes,0.11416,58,633,0.08937,0.13895
2015,Schleswig-Holstein,Rural regions,No,0.88584,575,633,0.86105,0.91063
2015,Hamburg,Urban regions,Yes,0.08146,31,426,0.05545,0.10747
2015,Hamburg,Urban regions,No,0.91854,395,426,0.89253,0.94455
2015,Lower Saxony,Urban regions,Yes,0.10293,85,978,0.08388,0.12199
2015,Lower Saxony,Urban regions,No,0.89707,893,978,0.87801,0.91612
2015,Lower Saxony,Rural regions,Yes,0.09297,110,1443,0.07798,0.10796
2015,Lower Saxony,Rural regions,No,0.90703,1333,1443,0.89204,0.92202
2015,Bremen,Urban regions,No,0.95236,166,166,0.91986,0.98486
2015,North Rhine-Westphalia,Urban regions,Yes,0.11246,426,5058,0.10375,0.12117
2015,North Rhine-Westphalia,Urban regions,No,0.88754,4632,5058,0.87883,0.89625
2015,North Rhine-Westphalia,Rural regions,No,0.87489,99,99,0.80938,0.94039
2015,Hesse,Urban regions,Yes,0.08781,100,1377,0.07285,0.10276
2015,Hesse,Urban regions,No,0.91219,1277,1377,0.89724,0.92715
2015,Hesse,Rural regions,No,0.89611,301,301,0.86158,0.93064
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09874,89,1104,0.08114,0.11635
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90126,1015,1104,0.88365,0.91886
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12277,33,392,0.09024,0.15530
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87723,359,392,0.84470,0.90976
2015,Baden-Wuerttemberg,Urban regions,Yes,0.09209,187,2654,0.08108,0.10309
2015,Baden-Wuerttemberg,Urban regions,No,0.90791,2467,2654,0.89691,0.91892
2015,Baden-Wuerttemberg,Rural regions,No,0.92744,312,312,0.89860,0.95627
2015,Bavaria,Urban regions,Yes,0.08242,126,1835,0.06984,0.09501
2015,Bavaria,Urban regions,No,0.91758,1709,1835,0.90499,0.93016
2015,Bavaria,Rural regions,Yes,0.08770,157,2192,0.07586,0.09955
2015,Bavaria,Rural regions,No,0.91230,2035,2192,0.90045,0.92414
2015,Berlin,Urban regions,Yes,0.13080,97,912,0.10890,0.15269
2015,Berlin,Urban regions,No,0.86920,815,912,0.84731,0.89110
2015,Brandenburg,Urban regions,No,0.91438,68,68,0.84738,0.98138
2015,Brandenburg,Rural regions,Yes,0.11726,101,908,0.09632,0.13820
2015,Brandenburg,Rural regions,No,0.88274,807,908,0.86180,0.90368
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.92212,63,63,0.85542,0.98883
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12272,57,490,0.09364,0.15180
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.87728,433,490,0.84820,0.90636
2015,Saxony,Urban regions,Yes,0.11028,88,804,0.08862,0.13195
2015,Saxony,Urban regions,No,0.88972,716,804,0.86805,0.91138
2015,Saxony,Rural regions,Yes,0.11311,73,707,0.08975,0.13647
2015,Saxony,Rural regions,No,0.88689,634,707,0.86353,0.91025
2015,Saxony-Anhalt,Urban regions,No,0.88274,187,187,0.83650,0.92897
2015,Saxony-Anhalt,Rural regions,Yes,0.14423,74,678,0.11776,0.17069
2015,Saxony-Anhalt,Rural regions,No,0.85577,604,678,0.82931,0.88224
2015,Thuringa,Urban regions,No,0.91410,260,260,0.87998,0.94823
2015,Thuringa,Rural regions,Yes,0.10585,56,631,0.08182,0.12987
2015,Thuringa,Rural regions,No,0.89415,575,631,0.87013,0.91818
2017,Schleswig-Holstein,Urban regions,No,0.94254,276,276,0.91503,0.97004
2017,Schleswig-Holstein,Rural regions,Yes,0.11776,56,659,0.09314,0.14239
2017,Schleswig-Holstein,Rural regions,No,0.88224,603,659,0.85761,0.90686
2017,Hamburg,Urban regions,Yes,0.10718,40,466,0.07906,0.13529
2017,Hamburg,Urban regions,No,0.89282,426,466,0.86471,0.92094
2017,Lower Saxony,Urban regions,Yes,0.09378,79,1109,0.07661,0.11094
2017,Lower Saxony,Urban regions,No,0.90622,1030,1109,0.88906,0.92339
2017,Lower Saxony,Rural regions,Yes,0.09969,129,1588,0.08495,0.11443
2017,Lower Saxony,Rural regions,No,0.90031,1459,1588,0.88557,0.91505
2017,Bremen,Urban regions,No,0.93543,210,210,0.90212,0.96875
2017,North Rhine-Westphalia,Urban regions,Yes,0.09905,410,5408,0.09109,0.10701
2017,North Rhine-Westphalia,Urban regions,No,0.90095,4998,5408,0.89299,0.90891
2017,North Rhine-Westphalia,Rural regions,No,0.88017,107,107,0.81835,0.94200
2017,Hesse,Urban regions,Yes,0.07765,98,1435,0.06380,0.09151
2017,Hesse,Urban regions,No,0.92235,1337,1435,0.90849,0.93620
2017,Hesse,Rural regions,Yes,0.11344,33,354,0.08036,0.14653
2017,Hesse,Rural regions,No,0.88656,321,354,0.85347,0.91964
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09865,92,1116,0.08114,0.11615
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90135,1024,1116,0.88385,0.91886
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12870,34,408,0.09617,0.16124
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87130,374,408,0.83876,0.90383
2017,Baden-Wuerttemberg,Urban regions,Yes,0.09066,190,2680,0.07978,0.10153
2017,Baden-Wuerttemberg,Urban regions,No,0.90934,2490,2680,0.89847,0.92022
2017,Baden-Wuerttemberg,Rural regions,No,0.94667,319,319,0.92198,0.97137
2017,Bavaria,Urban regions,Yes,0.08425,133,1946,0.07191,0.09660
2017,Bavaria,Urban regions,No,0.91575,1813,1946,0.90340,0.92809
2017,Bavaria,Rural regions,Yes,0.08336,158,2265,0.07197,0.09475
2017,Bavaria,Rural regions,No,0.91664,2107,2265,0.90525,0.92803
2017,Berlin,Urban regions,Yes,0.11957,110,989,0.09934,0.13981
2017,Berlin,Urban regions,No,0.88043,879,989,0.86019,0.90066
2017,Brandenburg,Urban regions,No,0.97586,86,86,0.94323,1.00849
2017,Brandenburg,Rural regions,Yes,0.14202,114,944,0.11974,0.16430
2017,Brandenburg,Rural regions,No,0.85798,830,944,0.83570,0.88026
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.91996,74,74,0.85771,0.98221
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12485,57,494,0.09567,0.15403
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.87515,437,494,0.84597,0.90433
2017,Saxony,Urban regions,Yes,0.10082,81,881,0.08092,0.12071
2017,Saxony,Urban regions,No,0.89918,800,881,0.87929,0.91908
2017,Saxony,Rural regions,Yes,0.11241,74,772,0.09011,0.13471
2017,Saxony,Rural regions,No,0.88759,698,772,0.86529,0.90989
2017,Saxony-Anhalt,Urban regions,No,0.92496,165,165,0.88464,0.96528
2017,Saxony-Anhalt,Rural regions,Yes,0.12857,76,743,0.10448,0.15265
2017,Saxony-Anhalt,Rural regions,No,0.87143,667,743,0.84735,0.89552
2017,Thuringa,Urban regions,No,0.92208,260,260,0.88943,0.95472
2017,Thuringa,Rural regions,Yes,0.11120,76,688,0.08769,0.13471
2017,Thuringa,Rural regions,No,0.88880,612,688,0.86529,0.91231
2019,Schleswig-Holstein,Urban regions,No,0.92091,315,315,0.89106,0.95076
2019,Schleswig-Holstein,Rural regions,Yes,0.12956,55,601,0.10268,0.15643
2019,Schleswig-Holstein,Rural regions,No,0.87044,546,601,0.84357,0.89732
2019,Hamburg,Urban regions,Yes,0.09878,39,509,0.07284,0.12473
2019,Hamburg,Urban regions,No,0.90122,470,509,0.87527,0.92716
2019,Lower Saxony,No answer / don't know,No,0.90901,32,32,0.80776,1.01025
2019,Lower Saxony,Urban regions,Yes,0.10365,84,1025,0.08498,0.12232
2019,Lower Saxony,Urban regions,No,0.89635,941,1025,0.87768,0.91502
2019,Lower Saxony,Rural regions,Yes,0.08961,116,1433,0.07481,0.10440
2019,Lower Saxony,Rural regions,No,0.91039,1317,1433,0.89560,0.92519
2019,Bremen,Urban regions,No,0.90964,202,202,0.87001,0.94928
2019,North Rhine-Westphalia,No answer / don't know,No,0.83663,101,101,0.76417,0.90909
2019,North Rhine-Westphalia,Urban regions,Yes,0.09778,441,5189,0.08970,0.10586
2019,North Rhine-Westphalia,Urban regions,No,0.90222,4748,5189,0.89414,0.91030
2019,North Rhine-Westphalia,Rural regions,No,0.81241,86,86,0.72942,0.89541
2019,Hesse,No answer / don't know,No,0.90695,48,48,0.82390,0.99001
2019,Hesse,Urban regions,Yes,0.08431,103,1323,0.06933,0.09929
2019,Hesse,Urban regions,No,0.91569,1220,1323,0.90071,0.93067
2019,Hesse,Rural regions,No,0.92838,311,311,0.89968,0.95709
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10432,97,1081,0.08609,0.12255
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89568,984,1081,0.87745,0.91391
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.17520,49,364,0.13609,0.21430
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82480,315,364,0.78570,0.86391
2019,Baden-Wuerttemberg,No answer / don't know,No,0.98837,50,50,0.95834,1.01839
2019,Baden-Wuerttemberg,Urban regions,Yes,0.09518,218,2471,0.08361,0.10675
2019,Baden-Wuerttemberg,Urban regions,No,0.90482,2253,2471,0.89325,0.91639
2019,Baden-Wuerttemberg,Rural regions,No,0.88550,256,256,0.84642,0.92459
2019,Bavaria,No answer / don't know,No,0.93019,77,77,0.87290,0.98748
2019,Bavaria,Urban regions,Yes,0.07873,132,1769,0.06618,0.09129
2019,Bavaria,Urban regions,No,0.92127,1637,1769,0.90871,0.93382
2019,Bavaria,Rural regions,Yes,0.09754,170,2099,0.08485,0.11024
2019,Bavaria,Rural regions,No,0.90246,1929,2099,0.88976,0.91515
2019,Berlin,No answer / don't know,No,0.85208,66,66,0.76577,0.93839
2019,Berlin,Urban regions,Yes,0.13347,111,951,0.11184,0.15509
2019,Berlin,Urban regions,No,0.86653,840,951,0.84491,0.88816
2019,Brandenburg,Urban regions,No,0.95016,89,89,0.90469,0.99563
2019,Brandenburg,Rural regions,Yes,0.13301,120,1001,0.11196,0.15405
2019,Brandenburg,Rural regions,No,0.86699,881,1001,0.84595,0.88804
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.83083,82,82,0.74919,0.91248
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13615,55,507,0.10627,0.16603
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.86385,452,507,0.83397,0.89373
2019,Saxony,Urban regions,Yes,0.12172,89,853,0.09977,0.14368
2019,Saxony,Urban regions,No,0.87828,764,853,0.85632,0.90023
2019,Saxony,Rural regions,Yes,0.12127,73,755,0.09797,0.14457
2019,Saxony,Rural regions,No,0.87873,682,755,0.85543,0.90203
2019,Saxony-Anhalt,Urban regions,No,0.91174,178,178,0.86995,0.95353
2019,Saxony-Anhalt,Rural regions,Yes,0.15166,81,685,0.12478,0.17854
2019,Saxony-Anhalt,Rural regions,No,0.84834,604,685,0.82146,0.87522
2019,Thuringa,Urban regions,No,0.96399,268,268,0.94164,0.98634
2019,Thuringa,Rural regions,Yes,0.11027,65,626,0.08572,0.13483
2019,Thuringa,Rural regions,No,0.88973,561,626,0.86517,0.91428
2021,Schleswig-Holstein,Urban regions,No,0.97448,314,314,0.95701,0.99195
2021,Schleswig-Holstein,Rural regions,Yes,0.10665,45,496,0.07946,0.13385
2021,Schleswig-Holstein,Rural regions,No,0.89335,451,496,0.86615,0.92054
2021,Hamburg,Urban regions,Yes,0.15862,44,450,0.12483,0.19242
2021,Hamburg,Urban regions,No,0.84138,406,450,0.80758,0.87517
2021,Lower Saxony,Urban regions,Yes,0.11881,69,842,0.09694,0.14068
2021,Lower Saxony,Urban regions,No,0.88119,773,842,0.85932,0.90306
2021,Lower Saxony,Rural regions,Yes,0.10201,80,1039,0.08360,0.12042
2021,Lower Saxony,Rural regions,No,0.89799,959,1039,0.87958,0.91640
2021,Bremen,Urban regions,No,0.89424,139,139,0.84293,0.94555
2021,North Rhine-Westphalia,Urban regions,Yes,0.10835,358,4017,0.09873,0.11796
2021,North Rhine-Westphalia,Urban regions,No,0.89165,3659,4017,0.88204,0.90127
2021,North Rhine-Westphalia,Rural regions,No,0.93147,87,87,0.87808,0.98487
2021,Hesse,Urban regions,Yes,0.09604,73,1089,0.07854,0.11355
2021,Hesse,Urban regions,No,0.90396,1016,1089,0.88645,0.92146
2021,Hesse,Rural regions,No,0.88978,217,217,0.84802,0.93154
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12989,70,768,0.10610,0.15368
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87011,698,768,0.84632,0.89390
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.22887,39,228,0.17421,0.28352
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.77113,189,228,0.71648,0.82579
2021,Baden-Wuerttemberg,Urban regions,Yes,0.11267,170,1930,0.09856,0.12678
2021,Baden-Wuerttemberg,Urban regions,No,0.88733,1760,1930,0.87322,0.90144
2021,Baden-Wuerttemberg,Rural regions,No,0.88852,216,216,0.84645,0.93059
2021,Bavaria,Urban regions,Yes,0.07661,100,1379,0.06257,0.09065
2021,Bavaria,Urban regions,No,0.92339,1279,1379,0.90935,0.93743
2021,Bavaria,Rural regions,Yes,0.11736,141,1474,0.10092,0.13379
2021,Bavaria,Rural regions,No,0.88264,1333,1474,0.86621,0.89908
2021,Berlin,Urban regions,Yes,0.11186,72,906,0.09133,0.13240
2021,Berlin,Urban regions,No,0.88814,834,906,0.86760,0.90867
2021,Brandenburg,Urban regions,No,0.95045,62,62,0.89599,1.00491
2021,Brandenburg,Rural regions,Yes,0.10824,77,632,0.08400,0.13249
2021,Brandenburg,Rural regions,No,0.89176,555,632,0.86751,0.91600
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.90555,67,67,0.83499,0.97610
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11634,32,333,0.08185,0.15083
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.88366,301,333,0.84917,0.91815
2021,Saxony,Urban regions,Yes,0.09098,55,628,0.06847,0.11348
2021,Saxony,Urban regions,No,0.90902,573,628,0.88652,0.93153
2021,Saxony,Rural regions,Yes,0.08898,59,533,0.06478,0.11317
2021,Saxony,Rural regions,No,0.91102,474,533,0.88683,0.93522
2021,Saxony-Anhalt,Urban regions,No,0.88364,137,137,0.82975,0.93753
2021,Saxony-Anhalt,Rural regions,Yes,0.14676,49,453,0.11413,0.17938
2021,Saxony-Anhalt,Rural regions,No,0.85324,404,453,0.82062,0.88587
2021,Thuringa,Urban regions,No,0.92532,210,210,0.88968,0.96096
2021,Thuringa,Rural regions,Yes,0.15238,48,400,0.11711,0.18764
2021,Thuringa,Rural regions,No,0.84762,352,400,0.81236,0.88289
