year,bula_h,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Schleswig-Holstein,Strong,0.10463,72,716,0.08219,0.12706
2002,Schleswig-Holstein,A Little,0.21363,162,716,0.18359,0.24367
2002,Schleswig-Holstein,Not at all,0.51225,482,716,0.47561,0.54889
2002,Hamburg,Strong,0.15171,39,325,0.11265,0.19077
2002,Hamburg,A Little,0.21982,67,325,0.17473,0.26492
2002,Hamburg,Not at all,0.50567,219,325,0.45123,0.56011
2002,Lower Saxony,Strong,0.09205,188,1975,0.07930,0.10481
2002,Lower Saxony,A Little,0.24795,562,1975,0.22890,0.26700
2002,Lower Saxony,Not at all,0.47484,1225,1975,0.45281,0.49687
2002,Bremen,A Little,0.24386,42,153,0.17559,0.31212
2002,Bremen,Not at all,0.48973,111,153,0.41026,0.56920
2002,North Rhine-Westphalia,Strong,0.09793,451,4858,0.08957,0.10629
2002,North Rhine-Westphalia,A Little,0.24188,1306,4858,0.22984,0.25393
2002,North Rhine-Westphalia,Not at all,0.49333,3101,4858,0.47927,0.50739
2002,Hesse,Strong,0.11568,184,1637,0.10018,0.13118
2002,Hesse,A Little,0.21500,409,1637,0.19509,0.23490
2002,Hesse,Not at all,0.48022,1044,1637,0.45601,0.50443
2002,"Rhineland-Palatinate, Saarland",Strong,0.08718,136,1374,0.07226,0.10210
2002,"Rhineland-Palatinate, Saarland",A Little,0.22942,360,1374,0.20718,0.25166
2002,"Rhineland-Palatinate, Saarland",Not at all,0.48172,878,1374,0.45529,0.50815
2002,Baden-Wuerttemberg,Strong,0.08659,242,2787,0.07615,0.09703
2002,Baden-Wuerttemberg,A Little,0.23570,725,2787,0.21994,0.25147
2002,Baden-Wuerttemberg,Not at all,0.48200,1820,2787,0.46345,0.50056
2002,Bavaria,Strong,0.08854,255,3247,0.07877,0.09831
2002,Bavaria,A Little,0.24783,887,3247,0.23298,0.26268
2002,Bavaria,Not at all,0.49399,2105,3247,0.47679,0.51119
2002,Berlin,Strong,0.08994,79,827,0.07043,0.10945
2002,Berlin,A Little,0.28009,264,827,0.24947,0.31072
2002,Berlin,Not at all,0.45982,484,827,0.42583,0.49381
2002,Brandenburg,Strong,0.12189,120,959,0.10118,0.14261
2002,Brandenburg,A Little,0.30937,323,959,0.28010,0.33865
2002,Brandenburg,Not at all,0.43945,516,959,0.40802,0.47088
2002,Mecklenburg-Western Pomerania,Strong,0.11131,51,514,0.08409,0.13852
2002,Mecklenburg-Western Pomerania,A Little,0.33686,191,514,0.29596,0.37776
2002,Mecklenburg-Western Pomerania,Not at all,0.40408,272,514,0.36161,0.44654
2002,Saxony,Strong,0.10364,163,1646,0.08891,0.11837
2002,Saxony,A Little,0.27577,501,1646,0.25417,0.29736
2002,Saxony,Not at all,0.47832,982,1646,0.45418,0.50246
2002,Saxony-Anhalt,Strong,0.13209,123,969,0.11076,0.15342
2002,Saxony-Anhalt,A Little,0.30525,332,969,0.27624,0.33426
2002,Saxony-Anhalt,Not at all,0.43844,514,969,0.40718,0.46970
2002,Thuringa,Strong,0.09167,86,965,0.07345,0.10989
2002,Thuringa,A Little,0.30704,304,965,0.27792,0.33615
2002,Thuringa,Not at all,0.46049,575,965,0.42903,0.49196
2004,Schleswig-Holstein,Strong,0.09418,61,669,0.07203,0.11633
2004,Schleswig-Holstein,A Little,0.21531,159,669,0.18414,0.24648
2004,Schleswig-Holstein,Not at all,0.53555,449,669,0.49773,0.57337
2004,Hamburg,Strong,0.13843,33,293,0.09882,0.17804
2004,Hamburg,A Little,0.20215,63,293,0.15608,0.24821
2004,Hamburg,Not at all,0.51813,197,293,0.46082,0.57544
2004,Lower Saxony,Strong,0.09534,172,1877,0.08205,0.10863
2004,Lower Saxony,A Little,0.25736,542,1877,0.23758,0.27714
2004,Lower Saxony,Not at all,0.46696,1163,1877,0.44439,0.48954
2004,Bremen,A Little,0.24255,41,150,0.17373,0.31138
2004,Bremen,Not at all,0.50944,109,150,0.42917,0.58971
2004,North Rhine-Westphalia,Strong,0.11058,467,4532,0.10145,0.11971
2004,North Rhine-Westphalia,A Little,0.24031,1209,4532,0.22786,0.25275
2004,North Rhine-Westphalia,Not at all,0.48470,2856,4532,0.47015,0.49926
2004,Hesse,Strong,0.11314,154,1438,0.09676,0.12951
2004,Hesse,A Little,0.22381,388,1438,0.20226,0.24536
2004,Hesse,Not at all,0.46220,896,1438,0.43643,0.48798
2004,"Rhineland-Palatinate, Saarland",Strong,0.09708,131,1302,0.08099,0.11317
2004,"Rhineland-Palatinate, Saarland",A Little,0.23490,342,1302,0.21187,0.25794
2004,"Rhineland-Palatinate, Saarland",Not at all,0.48527,829,1302,0.45811,0.51243
2004,Baden-Wuerttemberg,Strong,0.08613,226,2598,0.07534,0.09692
2004,Baden-Wuerttemberg,A Little,0.23914,700,2598,0.22274,0.25555
2004,Baden-Wuerttemberg,Not at all,0.48112,1672,2598,0.46190,0.50033
2004,Bavaria,Strong,0.09137,254,3031,0.08111,0.10163
2004,Bavaria,A Little,0.25282,831,3031,0.23734,0.26829
2004,Bavaria,Not at all,0.49606,1946,3031,0.47826,0.51386
2004,Berlin,Strong,0.10252,86,803,0.08152,0.12351
2004,Berlin,A Little,0.26417,247,803,0.23365,0.29468
2004,Berlin,Not at all,0.47482,470,803,0.44026,0.50939
2004,Brandenburg,Strong,0.13711,113,901,0.11464,0.15959
2004,Brandenburg,A Little,0.30686,323,901,0.27673,0.33699
2004,Brandenburg,Not at all,0.42399,465,901,0.39171,0.45628
2004,Mecklenburg-Western Pomerania,Strong,0.08920,46,510,0.06444,0.11396
2004,Mecklenburg-Western Pomerania,A Little,0.33098,178,510,0.29010,0.37186
2004,Mecklenburg-Western Pomerania,Not at all,0.43877,286,510,0.39566,0.48189
2004,Saxony,Strong,0.11667,166,1567,0.10077,0.13257
2004,Saxony,A Little,0.27647,481,1567,0.25432,0.29863
2004,Saxony,Not at all,0.47510,920,1567,0.45037,0.49983
2004,Saxony-Anhalt,Strong,0.13083,108,921,0.10904,0.15262
2004,Saxony-Anhalt,A Little,0.30060,316,921,0.27097,0.33023
2004,Saxony-Anhalt,Not at all,0.44527,497,921,0.41315,0.47738
2004,Thuringa,Strong,0.11522,101,943,0.09483,0.13561
2004,Thuringa,A Little,0.30027,308,943,0.27100,0.32954
2004,Thuringa,Not at all,0.45480,534,943,0.42300,0.48660
2006,Schleswig-Holstein,Strong,0.10698,77,673,0.08361,0.13036
2006,Schleswig-Holstein,A Little,0.25608,195,673,0.22308,0.28908
2006,Schleswig-Holstein,Not at all,0.46681,401,673,0.42909,0.50454
2006,Hamburg,A Little,0.22909,68,276,0.17942,0.27876
2006,Hamburg,Not at all,0.52737,208,276,0.46837,0.58638
2006,Lower Saxony,Strong,0.08342,184,1953,0.07115,0.09569
2006,Lower Saxony,A Little,0.26064,577,1953,0.24117,0.28011
2006,Lower Saxony,Not at all,0.46812,1192,1953,0.44598,0.49025
2006,Bremen,A Little,0.31465,45,132,0.23513,0.39417
2006,Bremen,Not at all,0.48168,87,132,0.39611,0.56724
2006,North Rhine-Westphalia,Strong,0.09674,456,4540,0.08814,0.10534
