year,age_gr,migback,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,17-29 y.,Direct migration background,A Little,0.10139,43,365,0.07038,0.13240
2004,17-29 y.,Direct migration background,Not at all,0.86376,322,365,0.82851,0.89900
2004,17-29 y.,Indirect migration background,A Little,0.10296,54,507,0.07648,0.12944
2004,17-29 y.,Indirect migration background,Not at all,0.88328,453,507,0.85530,0.91126
2004,30-45 y.,No migration background,Strong,0.03101,146,5450,0.02641,0.03561
2004,30-45 y.,No migration background,A Little,0.21138,1069,5450,0.20054,0.22222
2004,30-45 y.,No migration background,Not at all,0.75426,4235,5450,0.74283,0.76569
2004,30-45 y.,Direct migration background,A Little,0.26052,205,823,0.23052,0.29053
2004,30-45 y.,Direct migration background,Not at all,0.69473,618,823,0.66325,0.72622
2004,30-45 y.,Indirect migration background,A Little,0.19388,39,216,0.14103,0.24672
2004,30-45 y.,Indirect migration background,Not at all,0.79332,177,216,0.73919,0.84744
2004,46-65 y.,No migration background,Strong,0.11741,629,6344,0.10949,0.12534
2004,46-65 y.,No migration background,A Little,0.36643,2285,6344,0.35457,0.37828
2004,46-65 y.,No migration background,Not at all,0.51153,3430,6344,0.49923,0.52383
2004,46-65 y.,Direct migration background,Strong,0.15477,135,951,0.13177,0.17777
2004,46-65 y.,Direct migration background,A Little,0.36595,361,951,0.33532,0.39658
2004,46-65 y.,Direct migration background,Not at all,0.47857,455,951,0.44680,0.51034
2004,46-65 y.,Indirect migration background,Not at all,0.56281,31,31,0.38530,0.74031
2004,66 and older,No migration background,Strong,0.32628,1018,3369,0.31044,0.34211
2004,66 and older,No migration background,A Little,0.43924,1489,3369,0.42248,0.45601
2004,66 and older,No migration background,Not at all,0.22822,862,3369,0.21405,0.24240
2004,66 and older,Direct migration background,Strong,0.33224,120,358,0.28338,0.38110
2004,66 and older,Direct migration background,A Little,0.46644,164,358,0.41469,0.51819
2004,66 and older,Direct migration background,Not at all,0.19011,74,358,0.14940,0.23081
2006,17-29 y.,No migration background,A Little,0.14284,420,2858,0.13001,0.15567
2006,17-29 y.,No migration background,Not at all,0.78125,2438,2858,0.76610,0.79641
2006,17-29 y.,Direct migration background,A Little,0.12330,36,319,0.08716,0.15944
2006,17-29 y.,Direct migration background,Not at all,0.84129,283,319,0.80113,0.88145
2006,17-29 y.,Indirect migration background,A Little,0.11696,56,465,0.08772,0.14621
2006,17-29 y.,Indirect migration background,Not at all,0.79785,409,465,0.76130,0.83439
2006,30-45 y.,No migration background,Strong,0.03244,138,5210,0.02763,0.03725
2006,30-45 y.,No migration background,A Little,0.22215,1101,5210,0.21086,0.23344
2006,30-45 y.,No migration background,Not at all,0.74223,3971,5210,0.73036,0.75411
2006,30-45 y.,Direct migration background,Strong,0.05222,33,784,0.03663,0.06780
2006,30-45 y.,Direct migration background,A Little,0.30557,212,784,0.27331,0.33784
2006,30-45 y.,Direct migration background,Not at all,0.64114,539,784,0.60754,0.67473
2006,30-45 y.,Indirect migration background,A Little,0.16930,46,269,0.12440,0.21419
2006,30-45 y.,Indirect migration background,Not at all,0.80231,223,269,0.75463,0.84999
2006,46-65 y.,No migration background,Strong,0.10566,623,6632,0.09826,0.11305
2006,46-65 y.,No migration background,A Little,0.36850,2364,6632,0.35689,0.38011
2006,46-65 y.,No migration background,Not at all,0.52370,3645,6632,0.51167,0.53572
2006,46-65 y.,Direct migration background,Strong,0.15415,124,881,0.13029,0.17801
2006,46-65 y.,Direct migration background,A Little,0.42644,363,881,0.39376,0.45912
2006,46-65 y.,Direct migration background,Not at all,0.41941,394,881,0.38681,0.45201
2006,66 and older,No migration background,Strong,0.30783,1128,4014,0.29355,0.32212
2006,66 and older,No migration background,A Little,0.44125,1773,4014,0.42589,0.45661
2006,66 and older,No migration background,Not at all,0.24626,1113,4014,0.23293,0.25959
2006,66 and older,Direct migration background,Strong,0.36739,148,387,0.31930,0.41548
2006,66 and older,Direct migration background,A Little,0.47395,177,387,0.42414,0.52377
2006,66 and older,Direct migration background,Not at all,0.15581,62,387,0.11963,0.19199
2008,17-29 y.,No migration background,A Little,0.14811,376,2467,0.13409,0.16213
2008,17-29 y.,No migration background,Not at all,0.77005,2091,2467,0.75344,0.78665
2008,17-29 y.,Direct migration background,Not at all,0.87285,198,198,0.82633,0.91937
2008,17-29 y.,Indirect migration background,A Little,0.08808,52,426,0.06114,0.11503
2008,17-29 y.,Indirect migration background,Not at all,0.76920,374,426,0.72915,0.80926
2008,30-45 y.,No migration background,Strong,0.03415,122,4292,0.02872,0.03959
2008,30-45 y.,No migration background,A Little,0.21559,875,4292,0.20328,0.22789
2008,30-45 y.,No migration background,Not at all,0.74902,3295,4292,0.73605,0.76200
2008,30-45 y.,Direct migration background,A Little,0.25574,138,592,0.22056,0.29091
2008,30-45 y.,Direct migration background,Not at all,0.71894,454,592,0.68270,0.75518
2008,30-45 y.,Indirect migration background,A Little,0.19297,45,263,0.14519,0.24076
2008,30-45 y.,Indirect migration background,Not at all,0.78691,218,263,0.73732,0.83649
2008,46-65 y.,No migration background,Strong,0.10600,540,5918,0.09815,0.11384
2008,46-65 y.,No migration background,A Little,0.35634,2050,5918,0.34414,0.36854
2008,46-65 y.,No migration background,Not at all,0.53352,3328,5918,0.52081,0.54623
2008,46-65 y.,Direct migration background,Strong,0.16974,115,706,0.14203,0.19745
2008,46-65 y.,Direct migration background,A Little,0.40434,271,706,0.36812,0.44057
2008,46-65 y.,Direct migration background,Not at all,0.42428,320,706,0.38780,0.46077
2008,66 and older,No migration background,Strong,0.28726,1050,3904,0.27306,0.30145
2008,66 and older,No migration background,A Little,0.44844,1748,3904,0.43283,0.46404
2008,66 and older,No migration background,Not at all,0.25968,1106,3904,0.24592,0.27343
2008,66 and older,Direct migration background,Strong,0.33074,122,368,0.28260,0.37887
2008,66 and older,Direct migration background,A Little,0.47277,167,368,0.42169,0.52385
2008,66 and older,Direct migration background,Not at all,0.19649,79,368,0.15584,0.23714
2014,17-29 y.,No migration background,Strong,0.01541,38,2656,0.01073,0.02010
2014,17-29 y.,No migration background,A Little,0.12624,412,2656,0.11360,0.13887
2014,17-29 y.,No migration background,Not at all,0.78396,2206,2656,0.76831,0.79961
2014,17-29 y.,Direct migration background,A Little,0.10647,98,765,0.08460,0.12834
2014,17-29 y.,Direct migration background,Not at all,0.82406,667,765,0.79706,0.85106
2014,17-29 y.,Indirect migration background,A Little,0.13925,117,819,0.11552,0.16297
2014,17-29 y.,Indirect migration background,Not at all,0.74274,702,819,0.71279,0.77270
2014,30-45 y.,No migration background,Strong,0.03846,198,5422,0.03334,0.04358
2014,30-45 y.,No migration background,A Little,0.21237,1192,5422,0.20148,0.22325
2014,30-45 y.,No migration background,Not at all,0.74638,4032,5422,0.73479,0.75796
2014,30-45 y.,Direct migration background,Strong,0.04255,109,2386,0.03445,0.05065
2014,30-45 y.,Direct migration background,A Little,0.20332,516,2386,0.18717,0.21948
2014,30-45 y.,Direct migration background,Not at all,0.75405,1761,2386,0.73677,0.77134
2014,30-45 y.,Indirect migration background,A Little,0.17655,140,676,0.14778,0.20531
2014,30-45 y.,Indirect migration background,Not at all,0.79333,536,676,0.76279,0.82388
2014,46-65 y.,No migration background,Strong,0.11321,755,7517,0.10605,0.12038
2014,46-65 y.,No migration background,A Little,0.36364,2514,7517,0.35276,0.37451
2014,46-65 y.,No migration background,Not at all,0.51870,4248,7517,0.50741,0.53000
2014,46-65 y.,Direct migration background,Strong,0.17674,233,1592,0.15800,0.19549
2014,46-65 y.,Direct migration background,A Little,0.35338,558,1592,0.32989,0.37687
2014,46-65 y.,Direct migration background,Not at all,0.46720,801,1592,0.44268,0.49172
2014,46-65 y.,Indirect migration background,A Little,0.33598,51,159,0.26233,0.40963
2014,46-65 y.,Indirect migration background,Not at all,0.55176,108,159,0.47421,0.62930
2014,66 and older,No migration background,Strong,0.26636,1134,4486,0.25342,0.27929
2014,66 and older,No migration background,A Little,0.44810,1932,4486,0.43355,0.46265
2014,66 and older,No migration background,Not at all,0.28229,1420,4486,0.26911,0.29546
2014,66 and older,Direct migration background,Strong,0.35305,142,446,0.30864,0.39745
2014,66 and older,Direct migration background,A Little,0.38873,182,446,0.34344,0.43402
2014,66 and older,Direct migration background,Not at all,0.25720,122,446,0.21659,0.29781
2016,17-29 y.,No migration background,Strong,0.02101,54,2359,0.01522,0.02680
2016,17-29 y.,No migration background,A Little,0.14825,388,2359,0.13391,0.16260
2016,17-29 y.,No migration background,Not at all,0.74715,1917,2359,0.72961,0.76470
2016,17-29 y.,Direct migration background,Strong,0.02262,47,1715,0.01558,0.02966
2016,17-29 y.,Direct migration background,A Little,0.12990,249,1715,0.11398,0.14581
2016,17-29 y.,Direct migration background,Not at all,0.76250,1419,1715,0.74235,0.78265
2016,17-29 y.,Indirect migration background,A Little,0.11607,106,700,0.09233,0.13982
2016,17-29 y.,Indirect migration background,Not at all,0.77024,594,700,0.73906,0.80143
2016,30-45 y.,No migration background,Strong,0.03286,146,4243,0.02749,0.03822
2016,30-45 y.,No migration background,A Little,0.22367,961,4243,0.21113,0.23621
2016,30-45 y.,No migration background,Not at all,0.74032,3136,4243,0.72712,0.75351
2016,30-45 y.,Direct migration background,Strong,0.04652,217,3735,0.03976,0.05327
2016,30-45 y.,Direct migration background,A Little,0.18198,791,3735,0.16960,0.19435
2016,30-45 y.,Direct migration background,Not at all,0.74503,2727,3735,0.73105,0.75901
2016,30-45 y.,Indirect migration background,A Little,0.21913,122,543,0.18431,0.25396
2016,30-45 y.,Indirect migration background,Not at all,0.73015,421,543,0.69278,0.76752
2016,46-65 y.,No migration background,Strong,0.11049,674,6874,0.10307,0.11790
2016,46-65 y.,No migration background,A Little,0.36437,2394,6874,0.35299,0.37575
2016,46-65 y.,No migration background,Not at all,0.52244,3806,6874,0.51063,0.53425
2016,46-65 y.,Direct migration background,Strong,0.15238,290,1942,0.13640,0.16837
2016,46-65 y.,Direct migration background,A Little,0.33793,644,1942,0.31688,0.35897
2016,46-65 y.,Direct migration background,Not at all,0.50576,1008,1942,0.48351,0.52800
2016,46-65 y.,Indirect migration background,A Little,0.23799,59,164,0.17262,0.30337
2016,46-65 y.,Indirect migration background,Not at all,0.61544,105,164,0.54075,0.69012
2016,66 and older,No migration background,Strong,0.27150,1069,4294,0.25819,0.28480
2016,66 and older,No migration background,A Little,0.43394,1848,4294,0.41911,0.44876
2016,66 and older,No migration background,Not at all,0.29267,1377,4294,0.27906,0.30628
2016,66 and older,Direct migration background,Strong,0.25296,122,427,0.21168,0.29424
2016,66 and older,Direct migration background,A Little,0.48919,188,427,0.44172,0.53666
2016,66 and older,Direct migration background,Not at all,0.23552,117,427,0.19523,0.27582
2018,17-29 y.,No migration background,Strong,0.01896,58,2901,0.01399,0.02392
2018,17-29 y.,No migration background,A Little,0.14626,460,2901,0.13340,0.15912
2018,17-29 y.,No migration background,Not at all,0.76400,2383,2901,0.74855,0.77946
2018,17-29 y.,Direct migration background,Strong,0.03100,56,1743,0.02286,0.03914
2018,17-29 y.,Direct migration background,A Little,0.12967,290,1743,0.11390,0.14545
2018,17-29 y.,Direct migration background,Not at all,0.75308,1397,1743,0.73283,0.77333
2018,17-29 y.,Indirect migration background,A Little,0.12799,114,786,0.10462,0.15137
2018,17-29 y.,Indirect migration background,Not at all,0.77078,672,786,0.74137,0.80018
2018,30-45 y.,No migration background,Strong,0.03538,156,4210,0.02980,0.04097
2018,30-45 y.,No migration background,A Little,0.21538,937,4210,0.20296,0.22780
2018,30-45 y.,No migration background,Not at all,0.74594,3117,4210,0.73279,0.75909
2018,30-45 y.,Direct migration background,Strong,0.04648,221,3632,0.03964,0.05333
2018,30-45 y.,Direct migration background,A Little,0.20823,858,3632,0.19503,0.22144
2018,30-45 y.,Direct migration background,Not at all,0.73249,2553,3632,0.71809,0.74689
2018,30-45 y.,Indirect migration background,A Little,0.24895,134,535,0.21228,0.28563
2018,30-45 y.,Indirect migration background,Not at all,0.70737,401,535,0.66879,0.74596
2018,46-65 y.,No migration background,Strong,0.10366,749,7801,0.09689,0.11042
2018,46-65 y.,No migration background,A Little,0.37087,2697,7801,0.36015,0.38159
2018,46-65 y.,No migration background,Not at all,0.52408,4355,7801,0.51299,0.53516
2018,46-65 y.,Direct migration background,Strong,0.14724,366,2205,0.13244,0.16203
2018,46-65 y.,Direct migration background,A Little,0.37397,798,2205,0.35377,0.39417
2018,46-65 y.,Direct migration background,Not at all,0.47824,1041,2205,0.45739,0.49910
2018,46-65 y.,Indirect migration background,A Little,0.37239,80,215,0.30761,0.43716
2018,46-65 y.,Indirect migration background,Not at all,0.55391,135,215,0.48731,0.62051
2018,66 and older,No migration background,Strong,0.26505,1077,4511,0.25217,0.27793
2018,66 and older,No migration background,A Little,0.43874,1942,4511,0.42426,0.45322
2018,66 and older,No migration background,Not at all,0.29466,1492,4511,0.28136,0.30797
2018,66 and older,Direct migration background,Strong,0.29772,128,480,0.25677,0.33867
2018,66 and older,Direct migration background,A Little,0.39222,211,480,0.34850,0.43595
2018,66 and older,Direct migration background,Not at all,0.30768,141,480,0.26635,0.34902
2020,17-29 y.,No migration background,Strong,0.01863,49,2548,0.01338,0.02388
2020,17-29 y.,No migration background,A Little,0.15368,439,2548,0.13968,0.16769
2020,17-29 y.,No migration background,Not at all,0.74784,2060,2548,0.73097,0.76470
2020,17-29 y.,Direct migration background,Strong,0.05803,68,2202,0.04826,0.06779
2020,17-29 y.,Direct migration background,A Little,0.16867,361,2202,0.15302,0.18431
2020,17-29 y.,Direct migration background,Not at all,0.73626,1773,2202,0.71785,0.75467
2020,17-29 y.,Indirect migration background,A Little,0.12813,128,686,0.10310,0.15316
2020,17-29 y.,Indirect migration background,Not at all,0.75267,558,686,0.72036,0.78498
2020,30-45 y.,No migration background,Strong,0.03320,140,3697,0.02743,0.03898
2020,30-45 y.,No migration background,A Little,0.23420,883,3697,0.22054,0.24785
2020,30-45 y.,No migration background,Not at all,0.73139,2674,3697,0.71710,0.74568
2020,30-45 y.,Direct migration background,Strong,0.06627,302,4256,0.05880,0.07375
2020,30-45 y.,Direct migration background,A Little,0.27203,1109,4256,0.25866,0.28540
2020,30-45 y.,Direct migration background,Not at all,0.66151,2845,4256,0.64729,0.67573
2020,30-45 y.,Indirect migration background,A Little,0.24237,136,504,0.20492,0.27982
2020,30-45 y.,Indirect migration background,Not at all,0.71560,368,504,0.67617,0.75502
2020,46-65 y.,No migration background,Strong,0.11060,741,7904,0.10369,0.11752
2020,46-65 y.,No migration background,A Little,0.37087,2718,7904,0.36022,0.38152
2020,46-65 y.,No migration background,Not at all,0.51680,4445,7904,0.50578,0.52781
2020,46-65 y.,Direct migration background,Strong,0.12774,366,2339,0.11421,0.14128
2020,46-65 y.,Direct migration background,A Little,0.46912,886,2339,0.44889,0.48935
2020,46-65 y.,Direct migration background,Not at all,0.40173,1087,2339,0.38186,0.42160
2020,46-65 y.,Indirect migration background,A Little,0.38793,86,246,0.32692,0.44895
2020,46-65 y.,Indirect migration background,Not at all,0.55702,160,246,0.49482,0.61922
2020,66 and older,No migration background,Strong,0.24635,908,4388,0.23360,0.25910
2020,66 and older,No migration background,A Little,0.46568,2035,4388,0.45092,0.48045
2020,66 and older,No migration background,Not at all,0.28263,1445,4388,0.26931,0.29595
2020,66 and older,Direct migration background,Strong,0.30809,138,481,0.26678,0.34939
2020,66 and older,Direct migration background,A Little,0.41426,210,481,0.37019,0.45833
2020,66 and older,Direct migration background,Not at all,0.27766,133,481,0.23759,0.31772
