year,quintil_oecd,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,Strong,0.13036,505,3451,0.11913,0.14160
2002,1st Quintile,A Little,0.24327,1053,3451,0.22895,0.25759
2002,1st Quintile,Not at all,0.40337,1893,3451,0.38700,0.41974
2002,2nd Quintile,Strong,0.11236,505,3936,0.10250,0.12223
2002,2nd Quintile,A Little,0.26706,1235,3936,0.25324,0.28089
2002,2nd Quintile,Not at all,0.42661,2196,3936,0.41116,0.44207
2002,3rd Quintile,Strong,0.09811,439,4054,0.08895,0.10727
2002,3rd Quintile,A Little,0.24492,1184,4054,0.23168,0.25816
2002,3rd Quintile,Not at all,0.46806,2431,4054,0.45270,0.48342
2002,4th Quintile,Strong,0.08260,339,4346,0.07441,0.09078
2002,4th Quintile,A Little,0.26691,1266,4346,0.25376,0.28007
2002,4th Quintile,Not at all,0.50110,2741,4346,0.48623,0.51596
2002,5th Quintile,Strong,0.07851,335,4962,0.07103,0.08600
2002,5th Quintile,A Little,0.23955,1236,4962,0.22767,0.25143
2002,5th Quintile,Not at all,0.59472,3391,4962,0.58106,0.60838
2004,1st Quintile,Strong,0.12406,461,3286,0.11279,0.13533
2004,1st Quintile,A Little,0.23864,950,3286,0.22406,0.25321
2004,1st Quintile,Not at all,0.42613,1875,3286,0.40922,0.44304
2004,2nd Quintile,Strong,0.11486,480,3800,0.10472,0.12500
2004,2nd Quintile,A Little,0.25564,1181,3800,0.24177,0.26951
2004,2nd Quintile,Not at all,0.42854,2139,3800,0.41281,0.44428
2004,3rd Quintile,Strong,0.11086,449,3928,0.10104,0.12068
2004,3rd Quintile,A Little,0.25709,1170,3928,0.24342,0.27076
2004,3rd Quintile,Not at all,0.45638,2309,3928,0.44080,0.47196
2004,4th Quintile,Strong,0.09839,381,4345,0.08953,0.10724
2004,4th Quintile,A Little,0.25654,1268,4345,0.24355,0.26953
2004,4th Quintile,Not at all,0.50174,2696,4345,0.48687,0.51661
2004,5th Quintile,Strong,0.06862,362,6190,0.06232,0.07492
2004,5th Quintile,A Little,0.24563,1558,6190,0.23490,0.25635
2004,5th Quintile,Not at all,0.58523,4270,6190,0.57295,0.59750
2006,1st Quintile,Strong,0.12064,401,2950,0.10889,0.13240
2006,1st Quintile,A Little,0.27462,975,2950,0.25851,0.29073
2006,1st Quintile,Not at all,0.39774,1574,2950,0.38008,0.41541
2006,2nd Quintile,Strong,0.12279,453,3281,0.11156,0.13402
2006,2nd Quintile,A Little,0.28658,1134,3281,0.27110,0.30205
2006,2nd Quintile,Not at all,0.39105,1694,3281,0.37435,0.40775
2006,3rd Quintile,Strong,0.10272,419,3641,0.09286,0.11258
2006,3rd Quintile,A Little,0.27039,1165,3641,0.25596,0.28482
2006,3rd Quintile,Not at all,0.44553,2057,3641,0.42939,0.46168
2006,4th Quintile,Strong,0.08665,359,3932,0.07786,0.09544
2006,4th Quintile,A Little,0.24496,1130,3932,0.23152,0.25841
2006,4th Quintile,Not at all,0.51313,2443,3932,0.49750,0.52875
2006,5th Quintile,Strong,0.06519,327,5504,0.05866,0.07171
2006,5th Quintile,A Little,0.25418,1463,5504,0.24268,0.26569
2006,5th Quintile,Not at all,0.58138,3714,5504,0.56835,0.59441
2008,1st Quintile,Strong,0.12992,458,3011,0.11791,0.14193
2008,1st Quintile,A Little,0.26402,965,3011,0.24827,0.27976
2008,1st Quintile,Not at all,0.40484,1588,3011,0.38731,0.42238
2008,2nd Quintile,Strong,0.12313,470,3345,0.11199,0.13426
2008,2nd Quintile,A Little,0.26608,1091,3345,0.25110,0.28106
2008,2nd Quintile,Not at all,0.41876,1784,3345,0.40204,0.43548
2008,3rd Quintile,Strong,0.09613,409,3763,0.08671,0.10555
2008,3rd Quintile,A Little,0.27110,1198,3763,0.25690,0.28531
2008,3rd Quintile,Not at all,0.46279,2156,3763,0.44685,0.47872
2008,4th Quintile,Strong,0.07828,345,3924,0.06987,0.08669
2008,4th Quintile,A Little,0.25607,1145,3924,0.24242,0.26973
2008,4th Quintile,Not at all,0.52188,2434,3924,0.50624,0.53751
2008,5th Quintile,Strong,0.06271,333,5226,0.05614,0.06929
2008,5th Quintile,A Little,0.22908,1358,5226,0.21769,0.24048
2008,5th Quintile,Not at all,0.60172,3535,5226,0.58845,0.61500
2014,1st Quintile,Strong,0.14933,821,5786,0.14014,0.15851
2014,1st Quintile,A Little,0.23942,1713,5786,0.22842,0.25041
2014,1st Quintile,Not at all,0.39958,3252,5786,0.38696,0.41220
2014,2nd Quintile,Strong,0.12464,647,5504,0.11592,0.13337
2014,2nd Quintile,A Little,0.28441,1664,5504,0.27249,0.29633
2014,2nd Quintile,Not at all,0.40565,3193,5504,0.39268,0.41862
2014,3rd Quintile,Strong,0.10346,515,5165,0.09515,0.11177
2014,3rd Quintile,A Little,0.27672,1513,5165,0.26452,0.28893
2014,3rd Quintile,Not at all,0.45955,3137,5165,0.44595,0.47314
2014,4th Quintile,Strong,0.08291,405,5145,0.07537,0.09044
2014,4th Quintile,A Little,0.26460,1448,5145,0.25254,0.27665
2014,4th Quintile,Not at all,0.51113,3292,5145,0.49747,0.52479
2014,5th Quintile,Strong,0.05560,301,5401,0.04948,0.06171
2014,5th Quintile,A Little,0.23304,1371,5401,0.22176,0.24431
2014,5th Quintile,Not at all,0.60791,3729,5401,0.59489,0.62093
2016,1st Quintile,Strong,0.14288,694,4962,0.13314,0.15262
2016,1st Quintile,A Little,0.24694,1458,4962,0.23494,0.25894
2016,1st Quintile,Not at all,0.39050,2810,4962,0.37693,0.40408
2016,2nd Quintile,Strong,0.12494,627,5122,0.11588,0.13400
2016,2nd Quintile,A Little,0.26764,1576,5122,0.25551,0.27976
2016,2nd Quintile,Not at all,0.42431,2919,5122,0.41078,0.43785
2016,3rd Quintile,Strong,0.10331,499,4639,0.09455,0.11206
2016,3rd Quintile,A Little,0.27417,1356,4639,0.26133,0.28700
2016,3rd Quintile,Not at all,0.45412,2784,4639,0.43979,0.46844
2016,4th Quintile,Strong,0.06887,316,4573,0.06153,0.07621
2016,4th Quintile,A Little,0.28538,1361,4573,0.27229,0.29847
2016,4th Quintile,Not at all,0.50871,2896,4573,0.49422,0.52320
2016,5th Quintile,Strong,0.06426,310,4815,0.05733,0.07119
2016,5th Quintile,A Little,0.23284,1308,4815,0.22090,0.24478
2016,5th Quintile,Not at all,0.59420,3197,4815,0.58033,0.60807
2018,1st Quintile,Strong,0.14854,874,7050,0.14024,0.15684
2018,1st Quintile,A Little,0.24563,2023,7050,0.23558,0.25568
2018,1st Quintile,Not at all,0.39082,4153,7050,0.37942,0.40221
2018,2nd Quintile,Strong,0.12287,627,5434,0.11414,0.13160
2018,2nd Quintile,A Little,0.28069,1692,5434,0.26874,0.29263
2018,2nd Quintile,Not at all,0.41698,3115,5434,0.40387,0.43009
2018,3rd Quintile,Strong,0.10101,477,4817,0.09250,0.10952
2018,3rd Quintile,A Little,0.28303,1478,4817,0.27031,0.29575
2018,3rd Quintile,Not at all,0.45750,2862,4817,0.44343,0.47157
2018,4th Quintile,Strong,0.07407,324,4631,0.06653,0.08162
2018,4th Quintile,A Little,0.27303,1367,4631,0.26020,0.28587
2018,4th Quintile,Not at all,0.51637,2940,4631,0.50198,0.53076
2018,5th Quintile,Strong,0.05308,288,5085,0.04691,0.05924
2018,5th Quintile,A Little,0.25340,1388,5085,0.24144,0.26536
2018,5th Quintile,Not at all,0.58594,3409,5085,0.57240,0.59948
2020,1st Quintile,Strong,0.14446,924,6627,0.13600,0.15293
2020,1st Quintile,A Little,0.26577,2046,6627,0.25514,0.27641
2020,1st Quintile,Not at all,0.38431,3657,6627,0.37259,0.39602
2020,2nd Quintile,Strong,0.11990,581,4699,0.11061,0.12919
2020,2nd Quintile,A Little,0.29818,1665,4699,0.28509,0.31126
2020,2nd Quintile,Not at all,0.39071,2453,4699,0.37675,0.40466
2020,3rd Quintile,Strong,0.10447,448,4400,0.09544,0.11351
2020,3rd Quintile,A Little,0.29606,1460,4400,0.28257,0.30955
2020,3rd Quintile,Not at all,0.43748,2492,4400,0.42282,0.45214
2020,4th Quintile,Strong,0.06689,309,4421,0.05952,0.07425
2020,4th Quintile,A Little,0.28180,1380,4421,0.26853,0.29506
2020,4th Quintile,Not at all,0.50289,2732,4421,0.48815,0.51763
2020,5th Quintile,Strong,0.05522,299,5987,0.04943,0.06101
2020,5th Quintile,A Little,0.26564,1721,5987,0.25445,0.27683
2020,5th Quintile,Not at all,0.56087,3967,5987,0.54830,0.57344
