year,age_gr,quintil_oecd,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,1st Quintile,A Little,0.10648,100,824,0.08540,0.12755
2002,17-29 y.,1st Quintile,Not at all,0.87479,724,824,0.85217,0.89740
2002,17-29 y.,2nd Quintile,A Little,0.13280,101,783,0.10902,0.15659
2002,17-29 y.,2nd Quintile,Not at all,0.84615,682,783,0.82086,0.87144
2002,17-29 y.,3rd Quintile,A Little,0.09805,72,739,0.07659,0.11950
2002,17-29 y.,3rd Quintile,Not at all,0.87665,667,739,0.85292,0.90037
2002,17-29 y.,4th Quintile,A Little,0.15457,95,727,0.12828,0.18087
2002,17-29 y.,4th Quintile,Not at all,0.83079,632,727,0.80351,0.85806
2002,17-29 y.,5th Quintile,A Little,0.08997,72,666,0.06822,0.11172
2002,17-29 y.,5th Quintile,Not at all,0.90363,594,666,0.88120,0.92606
2002,30-45 y.,1st Quintile,Strong,0.05436,56,1042,0.04059,0.06813
2002,30-45 y.,1st Quintile,A Little,0.24866,254,1042,0.22240,0.27492
2002,30-45 y.,1st Quintile,Not at all,0.69698,732,1042,0.66906,0.72489
2002,30-45 y.,2nd Quintile,Strong,0.04418,55,1234,0.03271,0.05565
2002,30-45 y.,2nd Quintile,A Little,0.23137,277,1234,0.20783,0.25491
2002,30-45 y.,2nd Quintile,Not at all,0.72288,902,1234,0.69790,0.74786
2002,30-45 y.,3rd Quintile,Strong,0.02075,33,1408,0.01331,0.02820
2002,30-45 y.,3rd Quintile,A Little,0.22822,306,1408,0.20629,0.25015
2002,30-45 y.,3rd Quintile,Not at all,0.74765,1069,1408,0.72495,0.77035
2002,30-45 y.,4th Quintile,Strong,0.03244,37,1521,0.02353,0.04135
2002,30-45 y.,4th Quintile,A Little,0.19490,294,1521,0.17498,0.21481
2002,30-45 y.,4th Quintile,Not at all,0.77212,1190,1521,0.75103,0.79321
2002,30-45 y.,5th Quintile,Strong,0.02089,36,1642,0.01397,0.02782
2002,30-45 y.,5th Quintile,A Little,0.15664,251,1642,0.13906,0.17423
2002,30-45 y.,5th Quintile,Not at all,0.82046,1355,1642,0.80189,0.83903
2002,46-65 y.,1st Quintile,Strong,0.24031,214,908,0.21250,0.26811
2002,46-65 y.,1st Quintile,A Little,0.40558,373,908,0.37362,0.43753
2002,46-65 y.,1st Quintile,Not at all,0.35347,321,908,0.32236,0.38458
2002,46-65 y.,2nd Quintile,Strong,0.14775,161,1023,0.12599,0.16950
2002,46-65 y.,2nd Quintile,A Little,0.43076,445,1023,0.40040,0.46112
2002,46-65 y.,2nd Quintile,Not at all,0.42010,417,1023,0.38984,0.45037
2002,46-65 y.,3rd Quintile,Strong,0.12237,155,1187,0.10372,0.14102
2002,46-65 y.,3rd Quintile,A Little,0.39775,491,1187,0.36989,0.42560
2002,46-65 y.,3rd Quintile,Not at all,0.47637,541,1187,0.44795,0.50480
2002,46-65 y.,4th Quintile,Strong,0.09328,136,1480,0.07846,0.10810
2002,46-65 y.,4th Quintile,A Little,0.41115,588,1480,0.38607,0.43623
2002,46-65 y.,4th Quintile,Not at all,0.49316,756,1480,0.46768,0.51864
2002,46-65 y.,5th Quintile,Strong,0.08646,164,2107,0.07446,0.09846
2002,46-65 y.,5th Quintile,A Little,0.31170,655,2107,0.29192,0.33149
2002,46-65 y.,5th Quintile,Not at all,0.60015,1288,2107,0.57923,0.62107
2002,66 and older,1st Quintile,Strong,0.35417,225,667,0.31785,0.39049
2002,66 and older,1st Quintile,A Little,0.47306,326,667,0.43514,0.51098
2002,66 and older,1st Quintile,Not at all,0.16568,116,667,0.13744,0.19392
2002,66 and older,2nd Quintile,Strong,0.31304,274,881,0.28240,0.34368
2002,66 and older,2nd Quintile,A Little,0.47647,412,881,0.44347,0.50947
2002,66 and older,2nd Quintile,Not at all,0.20878,195,881,0.18193,0.23564
2002,66 and older,3rd Quintile,Strong,0.34928,237,706,0.31408,0.38447
2002,66 and older,3rd Quintile,A Little,0.43515,315,706,0.39855,0.47175
2002,66 and older,3rd Quintile,Not at all,0.21156,154,706,0.18141,0.24171
2002,66 and older,4th Quintile,Strong,0.28215,158,610,0.24640,0.31789
2002,66 and older,4th Quintile,A Little,0.45989,289,610,0.42030,0.49947
2002,66 and older,4th Quintile,Not at all,0.24913,163,610,0.21478,0.28348
2002,66 and older,5th Quintile,Strong,0.27126,132,544,0.23387,0.30866
2002,66 and older,5th Quintile,A Little,0.44916,258,544,0.40733,0.49100
2002,66 and older,5th Quintile,Not at all,0.27709,154,544,0.23945,0.31474
2004,17-29 y.,1st Quintile,A Little,0.11558,119,898,0.09465,0.13650
2004,17-29 y.,1st Quintile,Not at all,0.86866,779,898,0.84656,0.89076
2004,17-29 y.,2nd Quintile,A Little,0.13007,90,728,0.10562,0.15452
2004,17-29 y.,2nd Quintile,Not at all,0.84797,638,728,0.82187,0.87407
2004,17-29 y.,3rd Quintile,A Little,0.14803,102,731,0.12227,0.17379
2004,17-29 y.,3rd Quintile,Not at all,0.82910,629,731,0.80179,0.85640
2004,17-29 y.,4th Quintile,A Little,0.12762,92,715,0.10315,0.15210
2004,17-29 y.,4th Quintile,Not at all,0.85565,623,715,0.82987,0.88143
2004,17-29 y.,5th Quintile,A Little,0.09977,92,829,0.07936,0.12018
2004,17-29 y.,5th Quintile,Not at all,0.88754,737,829,0.86602,0.90906
2004,30-45 y.,1st Quintile,Strong,0.06556,53,914,0.04950,0.08161
2004,30-45 y.,1st Quintile,A Little,0.24990,210,914,0.22182,0.27799
2004,30-45 y.,1st Quintile,Not at all,0.67566,651,914,0.64530,0.70603
2004,30-45 y.,2nd Quintile,Strong,0.03225,31,1168,0.02211,0.04238
2004,30-45 y.,2nd Quintile,A Little,0.24872,271,1168,0.22392,0.27352
2004,30-45 y.,2nd Quintile,Not at all,0.71528,866,1168,0.68939,0.74118
2004,30-45 y.,3rd Quintile,Strong,0.03669,36,1242,0.02623,0.04715
