"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.42","6.5","422","5","6","7","7","7","6.34","6.5","3","7","7","7"
"2005","(Fach-)Abitur","2","6.49","6.5","443","6","6","7","7","7","6.41","6.57","1","7","7","7"
"2005","(Fach-)Abitur","3","6.46","6.5","403","5","6","7","7","7","6.38","6.54","3","7","7","7"
"2005","(Fach-)Abitur","4","6.42","6.5","510","5","6","7","7","7","6.34","6.5","1","7","7","7"
"2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","6.44","6.5","511","5","6","7","7","7","6.37","6.51","2","7","7","7"
"2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.28","6.5","312","5","6","7","7","7","6.17","6.39","1","7","7","7"
"2005","(noch) kein Abschluss","2","6.39","6.5","217","5","6","7","7","7","6.25","6.53","3","7","7","7"
"2005","(noch) kein Abschluss","3","6.24","6.5","111","4","6","7","7","7","6.05","6.43","3","7","6","7"
"2005","(noch) kein Abschluss","4","6.39","6.5","127","5","6","7","7","7","6.21","6.57","1","7","6","7"
"2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6.24","5.5","128","5","6","7","7","7","6.09","6.39","2","7","6","7"
"2005","AkademikerIn","1 Einkommensschwächstes Quintil","6.48","6.5","301","6","6","7","7","7","6.38","6.58","1","7","7","7"
"2005","AkademikerIn","2","6.55","6.5","443","6","6","7","7","7","6.47","6.63","2","7","7","7"
"2005","AkademikerIn","3","6.44","6.5","593","5","6","7","7","7","6.37","6.51","1","7","7","7"
"2005","AkademikerIn","4","6.38","6.5","983","5","6","7","7","7","6.32","6.44","1","7","7","7"
"2005","AkademikerIn","5 Einkommensstärkstes Quintil","6.46","6.5","1833","5","6","7","7","7","6.42","6.5","1","7","7","7"
"2005","Hauptschule","1 Einkommensschwächstes Quintil","6.39","6.5","1905","5","6","7","7","7","6.34","6.44","1","7","7","7"
"2005","Hauptschule","2","6.41","6.5","2223","5","6","7","7","7","6.37","6.45","1","7","7","7"
"2005","Hauptschule","3","6.47","6.5","1536","5","6","7","7","7","6.42","6.52","1","7","7","7"
"2005","Hauptschule","4","6.52","6.5","1251","5","6","7","7","7","6.47","6.57","1","7","7","7"
"2005","Hauptschule","5 Einkommensstärkstes Quintil","6.53","6.5","617","6","6","7","7","7","6.47","6.59","2","7","7","7"
"2005","Realschule","1 Einkommensschwächstes Quintil","6.51","6.5","1050","5","6","7","7","7","6.46","6.56","1","7","7","7"
"2005","Realschule","2","6.54","6.5","1166","6","6","7","7","7","6.5","6.58","2","7","7","7"
"2005","Realschule","3","6.53","6.5","1153","5","6","7","7","7","6.48","6.58","1","7","7","7"
"2005","Realschule","4","6.54","6.5","1128","6","6","7","7","7","6.49","6.59","1","7","7","7"
"2005","Realschule","5 Einkommensstärkstes Quintil","6.49","6.5","875","5","6","7","7","7","6.44","6.54","2","7","7","7"
"2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","2","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","3","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","4","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2006","AkademikerIn","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2006","AkademikerIn","2","","","","","","","","","","","","","",""
"2006","AkademikerIn","3","","","","","","","","","","","","","",""
"2006","AkademikerIn","4","","","","","","","","","","","","","",""
"2006","AkademikerIn","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2006","Hauptschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2006","Hauptschule","2","","","","","","","","","","","","","",""
"2006","Hauptschule","3","","","","","","","","","","","","","",""
"2006","Hauptschule","4","","","","","","","","","","","","","",""
"2006","Hauptschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2006","Realschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2006","Realschule","2","","","","","","","","","","","","","",""
"2006","Realschule","3","","","","","","","","","","","","","",""
"2006","Realschule","4","","","","","","","","","","","","","",""
"2006","Realschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","2","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","3","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","4","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2007","AkademikerIn","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2007","AkademikerIn","2","","","","","","","","","","","","","",""
"2007","AkademikerIn","3","","","","","","","","","","","","","",""
"2007","AkademikerIn","4","","","","","","","","","","","","","",""
"2007","AkademikerIn","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2007","Hauptschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2007","Hauptschule","2","","","","","","","","","","","","","",""
"2007","Hauptschule","3","","","","","","","","","","","","","",""
"2007","Hauptschule","4","","","","","","","","","","","","","",""
"2007","Hauptschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2007","Realschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2007","Realschule","2","","","","","","","","","","","","","",""
"2007","Realschule","3","","","","","","","","","","","","","",""
"2007","Realschule","4","","","","","","","","","","","","","",""
"2007","Realschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","2","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","3","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","4","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2008","AkademikerIn","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2008","AkademikerIn","2","","","","","","","","","","","","","",""
"2008","AkademikerIn","3","","","","","","","","","","","","","",""
"2008","AkademikerIn","4","","","","","","","","","","","","","",""
"2008","AkademikerIn","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2008","Hauptschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2008","Hauptschule","2","","","","","","","","","","","","","",""
"2008","Hauptschule","3","","","","","","","","","","","","","",""
"2008","Hauptschule","4","","","","","","","","","","","","","",""
"2008","Hauptschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2008","Realschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2008","Realschule","2","","","","","","","","","","","","","",""
"2008","Realschule","3","","","","","","","","","","","","","",""
"2008","Realschule","4","","","","","","","","","","","","","",""
"2008","Realschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","2","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","3","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","4","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
