"m11124","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Beeinträchtigt","1984","(noch) kein Abschluss","Hamburg","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Bremen","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Hessen","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Bayern","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Berlin","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Sachsen","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1984","(noch) kein Abschluss","Thueringen","","","",""
"Beeinträchtigt","1984","Hauptschule","Schleswig-Holstein","","","",""
"Beeinträchtigt","1984","Hauptschule","Hamburg","","","",""
"Beeinträchtigt","1984","Hauptschule","Niedersachsen","82","0.121803146950131","0.0983336451844138","0.145272648715848"
"Beeinträchtigt","1984","Hauptschule","Bremen","","","",""
"Beeinträchtigt","1984","Hauptschule","Nordrhein-Westfalen","244","0.172328128057091","0.155174126862243","0.18948212925194"
"Beeinträchtigt","1984","Hauptschule","Hessen","63","0.125198642450176","0.100699909928061","0.149697374972291"
"Beeinträchtigt","1984","Hauptschule","Rheinland-Pfalz,Saarland","60","0.115020772836008","0.089298518410822","0.140743027261195"
"Beeinträchtigt","1984","Hauptschule","Baden-Wuerttemberg","96","0.0943791920084704","0.0788127353364837","0.109945648680457"
"Beeinträchtigt","1984","Hauptschule","Bayern","123","0.117306912824082","0.0996786396573647","0.134935185990799"
"Beeinträchtigt","1984","Hauptschule","Berlin","30","0.161854863688702","0.112039771838311","0.211669955539093"
"Beeinträchtigt","1984","Hauptschule","Brandenburg","","","",""
"Beeinträchtigt","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1984","Hauptschule","Sachsen","","","",""
"Beeinträchtigt","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1984","Hauptschule","Thueringen","","","",""
"Beeinträchtigt","1984","Realschule","Schleswig-Holstein","","","",""
"Beeinträchtigt","1984","Realschule","Hamburg","","","",""
"Beeinträchtigt","1984","Realschule","Niedersachsen","","","",""
"Beeinträchtigt","1984","Realschule","Bremen","","","",""
"Beeinträchtigt","1984","Realschule","Nordrhein-Westfalen","36","0.0987397528038108","0.0715084290240166","0.125971076583605"
"Beeinträchtigt","1984","Realschule","Hessen","","","",""
"Beeinträchtigt","1984","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1984","Realschule","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1984","Realschule","Bayern","","","",""
"Beeinträchtigt","1984","Realschule","Berlin","","","",""
"Beeinträchtigt","1984","Realschule","Brandenburg","","","",""
"Beeinträchtigt","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1984","Realschule","Sachsen","","","",""
"Beeinträchtigt","1984","Realschule","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1984","Realschule","Thueringen","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Hamburg","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Niedersachsen","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Bremen","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Hessen","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Bayern","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Berlin","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Brandenburg","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Sachsen","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1984","(Fach-)Abitur","Thueringen","","","",""
"Beeinträchtigt","1984","AkademikerIn","Schleswig-Holstein","","","",""
"Beeinträchtigt","1984","AkademikerIn","Hamburg","","","",""
"Beeinträchtigt","1984","AkademikerIn","Niedersachsen","","","",""
"Beeinträchtigt","1984","AkademikerIn","Bremen","","","",""
"Beeinträchtigt","1984","AkademikerIn","Nordrhein-Westfalen","","","",""
"Beeinträchtigt","1984","AkademikerIn","Hessen","","","",""
"Beeinträchtigt","1984","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1984","AkademikerIn","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1984","AkademikerIn","Bayern","","","",""
"Beeinträchtigt","1984","AkademikerIn","Berlin","","","",""
"Beeinträchtigt","1984","AkademikerIn","Brandenburg","","","",""
"Beeinträchtigt","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1984","AkademikerIn","Sachsen","","","",""
"Beeinträchtigt","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1984","AkademikerIn","Thueringen","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Hamburg","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Niedersachsen","72","0.947558838686397","0.897768856345896","0.997348821026898"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Bremen","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Nordrhein-Westfalen","323","0.934511952921091","0.908216413603071","0.960807492239111"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Hessen","115","0.918690380179053","0.869789911945416","0.96759084841269"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","62","0.809142957118184","0.715740057417598","0.90254585681877"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Baden-Wuerttemberg","281","0.944972885251459","0.918951217490686","0.970994553012232"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Bayern","97","0.892409192762281","0.832568160116233","0.952250225408328"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Berlin","36","0.860598581070253","0.751893536727555","0.969303625412952"
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Sachsen","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nicht beeinträchtigt","1985","(noch) kein Abschluss","Thueringen","","","",""
"Nicht beeinträchtigt","1985","Hauptschule","Schleswig-Holstein","195","0.90928722736238","0.870535449729708","0.948039004995051"
"Nicht beeinträchtigt","1985","Hauptschule","Hamburg","132","0.89239802402164","0.842133556469646","0.942662491573635"
"Nicht beeinträchtigt","1985","Hauptschule","Niedersachsen","578","0.882550526974573","0.857723360428863","0.907377693520282"
"Nicht beeinträchtigt","1985","Hauptschule","Bremen","66","0.783406015426673","0.69369986337349","0.873112167479855"
"Nicht beeinträchtigt","1985","Hauptschule","Nordrhein-Westfalen","1433","0.834892690457033","0.816950989262876","0.85283439165119"
"Nicht beeinträchtigt","1985","Hauptschule","Hessen","575","0.87828154888175","0.852770489151896","0.903792608611604"
"Nicht beeinträchtigt","1985","Hauptschule","Rheinland-Pfalz,Saarland","479","0.895313772744547","0.869125862343743","0.921501683145351"
"Nicht beeinträchtigt","1985","Hauptschule","Baden-Wuerttemberg","1123","0.904879120989385","0.88832112975536","0.921437112223409"
"Nicht beeinträchtigt","1985","Hauptschule","Bayern","1041","0.882462926455757","0.863841036842144","0.901084816069369"
"Nicht beeinträchtigt","1985","Hauptschule","Berlin","151","0.847131706974153","0.79366201977078","0.900601394177525"
"Nicht beeinträchtigt","1985","Hauptschule","Brandenburg","","","",""
"Nicht beeinträchtigt","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nicht beeinträchtigt","1985","Hauptschule","Sachsen","","","",""
"Nicht beeinträchtigt","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Nicht beeinträchtigt","1985","Hauptschule","Thueringen","","","",""
"Nicht beeinträchtigt","1985","Realschule","Schleswig-Holstein","76","0.939295382468259","0.886969681519567","0.991621083416951"
"Nicht beeinträchtigt","1985","Realschule","Hamburg","55","0.973838091042408","0.932401047947897","1.01527513413692"
"Nicht beeinträchtigt","1985","Realschule","Niedersachsen","208","0.934081144234368","0.901216936557127","0.966945351911608"
"Nicht beeinträchtigt","1985","Realschule","Bremen","","","",""
"Nicht beeinträchtigt","1985","Realschule","Nordrhein-Westfalen","416","0.898329826513421","0.870469027605753","0.926190625421089"
"Nicht beeinträchtigt","1985","Realschule","Hessen","165","0.917278518819142","0.876925006776445","0.957632030861839"
"Nicht beeinträchtigt","1985","Realschule","Rheinland-Pfalz,Saarland","98","0.936326898365266","0.889399856976531","0.983253939754001"
"Nicht beeinträchtigt","1985","Realschule","Baden-Wuerttemberg","259","0.942264994642197","0.914546491556363","0.96998349772803"
"Nicht beeinträchtigt","1985","Realschule","Bayern","332","0.923070825320496","0.895272170085896","0.950869480555096"
"Nicht beeinträchtigt","1985","Realschule","Berlin","64","0.849307082768404","0.766672728840801","0.931941436696007"
"Nicht beeinträchtigt","1985","Realschule","Brandenburg","","","",""
"Nicht beeinträchtigt","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Nicht beeinträchtigt","1985","Realschule","Sachsen","","","",""
"Nicht beeinträchtigt","1985","Realschule","Sachsen-Anhalt","","","",""
"Nicht beeinträchtigt","1985","Realschule","Thueringen","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Hamburg","34","0.95525803735312","0.88676728536756","1.02374878933868"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Niedersachsen","67","0.944551744814205","0.891690344639613","0.997413144988797"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Bremen","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Nordrhein-Westfalen","240","0.935806759131584","0.90554559991808","0.966067918345088"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Hessen","85","0.930627849650999","0.877840034347292","0.983415664954706"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Baden-Wuerttemberg","116","0.936587102500875","0.893692748291712","0.979481456710037"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Bayern","113","0.93009227296798","0.884469353060508","0.975715192875453"
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Berlin","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Brandenburg","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Sachsen","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nicht beeinträchtigt","1985","(Fach-)Abitur","Thueringen","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Hamburg","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Niedersachsen","66","0.873108912965364","0.797271763438669","0.948946062492059"
"Nicht beeinträchtigt","1985","AkademikerIn","Bremen","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Nordrhein-Westfalen","207","0.915452308312603","0.878855741671307","0.952048874953898"
"Nicht beeinträchtigt","1985","AkademikerIn","Hessen","82","0.8946585832699","0.831234371265159","0.958082795274642"
"Nicht beeinträchtigt","1985","AkademikerIn","Rheinland-Pfalz,Saarland","33","0.916079189643447","0.825506308325861","1.00665207096103"
"Nicht beeinträchtigt","1985","AkademikerIn","Baden-Wuerttemberg","105","0.933311214875597","0.887107305340239","0.979515124410954"
"Nicht beeinträchtigt","1985","AkademikerIn","Bayern","137","0.918209293309901","0.873756967846236","0.962661618773565"
"Nicht beeinträchtigt","1985","AkademikerIn","Berlin","32","0.897924346145134","0.797625709976727","0.998222982313542"
"Nicht beeinträchtigt","1985","AkademikerIn","Brandenburg","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Sachsen","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Nicht beeinträchtigt","1985","AkademikerIn","Thueringen","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Hamburg","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Bremen","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Hessen","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Bayern","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Berlin","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Sachsen","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1985","(noch) kein Abschluss","Thueringen","","","",""
"Beeinträchtigt","1985","Hauptschule","Schleswig-Holstein","","","",""
"Beeinträchtigt","1985","Hauptschule","Hamburg","","","",""
"Beeinträchtigt","1985","Hauptschule","Niedersachsen","68","0.117449473025427","0.0926223064797177","0.142276639571137"
"Beeinträchtigt","1985","Hauptschule","Bremen","","","",""
"Beeinträchtigt","1985","Hauptschule","Nordrhein-Westfalen","212","0.165107309542967","0.14716560834881","0.183049010737124"
"Beeinträchtigt","1985","Hauptschule","Hessen","56","0.12171845111825","0.0962073913883964","0.147229510848104"
"Beeinträchtigt","1985","Hauptschule","Rheinland-Pfalz,Saarland","46","0.104686227255453","0.0784983168546493","0.130874137656257"
"Beeinträchtigt","1985","Hauptschule","Baden-Wuerttemberg","83","0.0951208790106153","0.078562887776591","0.11167887024464"
"Beeinträchtigt","1985","Hauptschule","Bayern","108","0.117537073544243","0.0989151839306307","0.136158963157856"
"Beeinträchtigt","1985","Hauptschule","Berlin","","","",""
"Beeinträchtigt","1985","Hauptschule","Brandenburg","","","",""
"Beeinträchtigt","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1985","Hauptschule","Sachsen","","","",""
"Beeinträchtigt","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1985","Hauptschule","Thueringen","","","",""
"Beeinträchtigt","1985","Realschule","Schleswig-Holstein","","","",""
"Beeinträchtigt","1985","Realschule","Hamburg","","","",""
"Beeinträchtigt","1985","Realschule","Niedersachsen","","","",""
"Beeinträchtigt","1985","Realschule","Bremen","","","",""
"Beeinträchtigt","1985","Realschule","Nordrhein-Westfalen","36","0.101670173486579","0.0738093745789111","0.129530972394247"
"Beeinträchtigt","1985","Realschule","Hessen","","","",""
"Beeinträchtigt","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1985","Realschule","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1985","Realschule","Bayern","","","",""
"Beeinträchtigt","1985","Realschule","Berlin","","","",""
"Beeinträchtigt","1985","Realschule","Brandenburg","","","",""
"Beeinträchtigt","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1985","Realschule","Sachsen","","","",""
"Beeinträchtigt","1985","Realschule","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1985","Realschule","Thueringen","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Hamburg","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Niedersachsen","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Bremen","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Hessen","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Bayern","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Berlin","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Brandenburg","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Sachsen","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1985","(Fach-)Abitur","Thueringen","","","",""
"Beeinträchtigt","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Beeinträchtigt","1985","AkademikerIn","Hamburg","","","",""
"Beeinträchtigt","1985","AkademikerIn","Niedersachsen","","","",""
"Beeinträchtigt","1985","AkademikerIn","Bremen","","","",""
"Beeinträchtigt","1985","AkademikerIn","Nordrhein-Westfalen","","","",""
"Beeinträchtigt","1985","AkademikerIn","Hessen","","","",""
"Beeinträchtigt","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Beeinträchtigt","1985","AkademikerIn","Baden-Wuerttemberg","","","",""
"Beeinträchtigt","1985","AkademikerIn","Bayern","","","",""
"Beeinträchtigt","1985","AkademikerIn","Berlin","","","",""
"Beeinträchtigt","1985","AkademikerIn","Brandenburg","","","",""
"Beeinträchtigt","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Beeinträchtigt","1985","AkademikerIn","Sachsen","","","",""
"Beeinträchtigt","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Beeinträchtigt","1985","AkademikerIn","Thueringen","","","",""
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Hamburg","","","",""
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Niedersachsen","73","0.985133610977764","0.957560704607649","1.01270651734788"
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Bremen","","","",""
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Nordrhein-Westfalen","341","1","1","1"
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Hessen","110","1","1","1"
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","57","1","1","1"
"Nicht beeinträchtigt","1986","(noch) kein Abschluss","Baden-Wuerttemberg","262","0.990962606424234","0.979525387129595","1.00239982571887"
