year,quintil_oecd,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,2nd Quintile,East,Not Disabled (<= 30%),0.85121,969,1111,0.83028,0.87215
2006,2nd Quintile,East,Disabled (> 30%),0.14879,142,1111,0.12785,0.16972
2006,3rd Quintile,West,Not Disabled (<= 30%),0.87332,2210,2506,0.86030,0.88635
2006,3rd Quintile,West,Disabled (> 30%),0.12668,296,2506,0.11365,0.13970
2006,3rd Quintile,East,Not Disabled (<= 30%),0.88795,953,1073,0.86907,0.90683
2006,3rd Quintile,East,Disabled (> 30%),0.11205,120,1073,0.09317,0.13093
2006,4th Quintile,West,Not Disabled (<= 30%),0.86566,2737,3096,0.85365,0.87768
2006,4th Quintile,West,Disabled (> 30%),0.13434,359,3096,0.12232,0.14635
2006,4th Quintile,East,Not Disabled (<= 30%),0.87792,786,874,0.85621,0.89964
2006,4th Quintile,East,Disabled (> 30%),0.12208,88,874,0.10036,0.14379
2006,5th Quintile,West,Not Disabled (<= 30%),0.88786,4317,4800,0.87893,0.89679
2006,5th Quintile,West,Disabled (> 30%),0.11214,483,4800,0.10321,0.12107
2006,5th Quintile,East,Not Disabled (<= 30%),0.93822,672,718,0.92060,0.95584
2006,5th Quintile,East,Disabled (> 30%),0.06178,46,718,0.04416,0.07940
2007,1st Quintile,West,Not Disabled (<= 30%),0.85901,1868,2176,0.84439,0.87364
2007,1st Quintile,West,Disabled (> 30%),0.14099,308,2176,0.12636,0.15561
2007,1st Quintile,East,Not Disabled (<= 30%),0.87233,888,1011,0.85174,0.89291
2007,1st Quintile,East,Disabled (> 30%),0.12767,123,1011,0.10709,0.14826
2007,2nd Quintile,West,Not Disabled (<= 30%),0.85306,2094,2427,0.83897,0.86715
2007,2nd Quintile,West,Disabled (> 30%),0.14694,333,2427,0.13285,0.16103
2007,2nd Quintile,East,Not Disabled (<= 30%),0.87176,965,1085,0.85186,0.89167
2007,2nd Quintile,East,Disabled (> 30%),0.12824,120,1085,0.10833,0.14814
2007,3rd Quintile,West,Not Disabled (<= 30%),0.86711,2362,2703,0.85431,0.87991
2007,3rd Quintile,West,Disabled (> 30%),0.13289,341,2703,0.12009,0.14569
2007,3rd Quintile,East,Not Disabled (<= 30%),0.87714,1022,1160,0.85825,0.89604
2007,3rd Quintile,East,Disabled (> 30%),0.12286,138,1160,0.10396,0.14175
2007,4th Quintile,West,Not Disabled (<= 30%),0.86587,2893,3301,0.85424,0.87750
2007,4th Quintile,West,Disabled (> 30%),0.13413,408,3301,0.12250,0.14576
2007,4th Quintile,East,Not Disabled (<= 30%),0.90306,925,1012,0.88483,0.92130
2007,4th Quintile,East,Disabled (> 30%),0.09694,87,1012,0.07870,0.11517
2007,5th Quintile,West,Not Disabled (<= 30%),0.88710,4380,4864,0.87820,0.89599
2007,5th Quintile,West,Disabled (> 30%),0.11290,484,4864,0.10401,0.12180
2007,5th Quintile,East,Not Disabled (<= 30%),0.93478,680,730,0.91686,0.95270
2007,5th Quintile,East,Disabled (> 30%),0.06522,50,730,0.04730,0.08314
2008,1st Quintile,West,Not Disabled (<= 30%),0.85143,1735,2030,0.83595,0.86691
2008,1st Quintile,West,Disabled (> 30%),0.14857,295,2030,0.13309,0.16405
2008,1st Quintile,East,Not Disabled (<= 30%),0.87513,817,931,0.85389,0.89638
2008,1st Quintile,East,Disabled (> 30%),0.12487,114,931,0.10362,0.14611
2008,2nd Quintile,West,Not Disabled (<= 30%),0.85418,1968,2284,0.83970,0.86866
2008,2nd Quintile,West,Disabled (> 30%),0.14582,316,2284,0.13134,0.16030
2008,2nd Quintile,East,Not Disabled (<= 30%),0.86672,960,1088,0.84651,0.88693
2008,2nd Quintile,East,Disabled (> 30%),0.13328,128,1088,0.11307,0.15349
2008,3rd Quintile,West,Not Disabled (<= 30%),0.86850,2277,2605,0.85552,0.88148
2008,3rd Quintile,West,Disabled (> 30%),0.13150,328,2605,0.11852,0.14448
2008,3rd Quintile,East,Not Disabled (<= 30%),0.88846,1079,1203,0.87067,0.90626
2008,3rd Quintile,East,Disabled (> 30%),0.11154,124,1203,0.09374,0.12933
2008,4th Quintile,West,Not Disabled (<= 30%),0.87498,2695,3061,0.86326,0.88670
2008,4th Quintile,West,Disabled (> 30%),0.12502,366,3061,0.11330,0.13674
2008,4th Quintile,East,Not Disabled (<= 30%),0.90793,742,813,0.88804,0.92781
2008,4th Quintile,East,Disabled (> 30%),0.09207,71,813,0.07219,0.11196
2008,5th Quintile,West,Not Disabled (<= 30%),0.89230,4091,4541,0.88328,0.90132
2008,5th Quintile,West,Disabled (> 30%),0.10770,450,4541,0.09868,0.11672
2008,5th Quintile,East,Not Disabled (<= 30%),0.93680,668,721,0.91903,0.95458
2008,5th Quintile,East,Disabled (> 30%),0.06320,53,721,0.04542,0.08097
2009,1st Quintile,West,Not Disabled (<= 30%),0.83322,1619,1933,0.81659,0.84984
2009,1st Quintile,West,Disabled (> 30%),0.16678,314,1933,0.15016,0.18341
2009,1st Quintile,East,Not Disabled (<= 30%),0.87318,806,924,0.85171,0.89465
2009,1st Quintile,East,Disabled (> 30%),0.12682,118,924,0.10535,0.14829
2009,2nd Quintile,West,Not Disabled (<= 30%),0.86028,1806,2091,0.84542,0.87514
2009,2nd Quintile,West,Disabled (> 30%),0.13972,285,2091,0.12486,0.15458
2009,2nd Quintile,East,Not Disabled (<= 30%),0.86068,929,1067,0.83989,0.88147
2009,2nd Quintile,East,Disabled (> 30%),0.13932,138,1067,0.11853,0.16011
2009,3rd Quintile,West,Not Disabled (<= 30%),0.87462,2043,2329,0.86117,0.88808
2009,3rd Quintile,West,Disabled (> 30%),0.12538,286,2329,0.11192,0.13883
2009,3rd Quintile,East,Not Disabled (<= 30%),0.90623,969,1074,0.88879,0.92367
2009,3rd Quintile,East,Disabled (> 30%),0.09377,105,1074,0.07633,0.11121
2009,4th Quintile,West,Not Disabled (<= 30%),0.87503,2618,2959,0.86311,0.88694
2009,4th Quintile,West,Disabled (> 30%),0.12497,341,2959,0.11306,0.13689
2009,4th Quintile,East,Not Disabled (<= 30%),0.91741,726,801,0.89833,0.93648
2009,4th Quintile,East,Disabled (> 30%),0.08259,75,801,0.06352,0.10167
2009,5th Quintile,West,Not Disabled (<= 30%),0.89361,3707,4130,0.88420,0.90301
2009,5th Quintile,West,Disabled (> 30%),0.10639,423,4130,0.09699,0.11580
2009,5th Quintile,East,Not Disabled (<= 30%),0.93797,620,667,0.91965,0.95629
2009,5th Quintile,East,Disabled (> 30%),0.06203,47,667,0.04371,0.08035
2010,1st Quintile,West,Not Disabled (<= 30%),0.82136,1487,1756,0.80344,0.83928
2010,1st Quintile,West,Disabled (> 30%),0.17864,269,1756,0.16072,0.19656
2010,1st Quintile,East,Not Disabled (<= 30%),0.86392,705,806,0.84023,0.88761
2010,1st Quintile,East,Disabled (> 30%),0.13608,101,806,0.11239,0.15977
2010,2nd Quintile,West,Not Disabled (<= 30%),0.82981,1640,1933,0.81306,0.84657
2010,2nd Quintile,West,Disabled (> 30%),0.17019,293,1933,0.15343,0.18694
2010,2nd Quintile,East,Not Disabled (<= 30%),0.84959,928,1071,0.82817,0.87101
2010,2nd Quintile,East,Disabled (> 30%),0.15041,143,1071,0.12899,0.17183
2010,3rd Quintile,West,Not Disabled (<= 30%),0.85250,1995,2295,0.83799,0.86701
2010,3rd Quintile,West,Disabled (> 30%),0.14750,300,2295,0.13299,0.16201
2010,3rd Quintile,East,Not Disabled (<= 30%),0.86792,801,901,0.84580,0.89004
2010,3rd Quintile,East,Disabled (> 30%),0.13208,100,901,0.10996,0.15420
2010,4th Quintile,West,Not Disabled (<= 30%),0.88508,2398,2710,0.87307,0.89709
2010,4th Quintile,West,Disabled (> 30%),0.11492,312,2710,0.10291,0.12693
2010,4th Quintile,East,Not Disabled (<= 30%),0.91340,686,759,0.89337,0.93342
2010,4th Quintile,East,Disabled (> 30%),0.08660,73,759,0.06658,0.10663
2010,5th Quintile,West,Not Disabled (<= 30%),0.89184,3403,3791,0.88195,0.90172
2010,5th Quintile,West,Disabled (> 30%),0.10816,388,3791,0.09828,0.11805
2010,5th Quintile,East,Not Disabled (<= 30%),0.90908,525,570,0.88546,0.93270
2010,5th Quintile,East,Disabled (> 30%),0.09092,45,570,0.06730,0.11454
2011,1st Quintile,West,Not Disabled (<= 30%),0.82609,2833,3202,0.81296,0.83922
2011,1st Quintile,West,Disabled (> 30%),0.17391,369,3202,0.16078,0.18704
2011,1st Quintile,East,Not Disabled (<= 30%),0.87294,1253,1381,0.85537,0.89052
2011,1st Quintile,East,Disabled (> 30%),0.12706,128,1381,0.10948,0.14463
2011,2nd Quintile,West,Not Disabled (<= 30%),0.85715,2748,3030,0.84468,0.86961
2011,2nd Quintile,West,Disabled (> 30%),0.14285,282,3030,0.13039,0.15532
2011,2nd Quintile,East,Not Disabled (<= 30%),0.85821,1130,1289,0.83916,0.87726
2011,2nd Quintile,East,Disabled (> 30%),0.14179,159,1289,0.12274,0.16084
2011,3rd Quintile,West,Not Disabled (<= 30%),0.86336,2773,3097,0.85126,0.87546
2011,3rd Quintile,West,Disabled (> 30%),0.13664,324,3097,0.12454,0.14874
2011,3rd Quintile,East,Not Disabled (<= 30%),0.87129,925,1027,0.85080,0.89178
2011,3rd Quintile,East,Disabled (> 30%),0.12871,102,1027,0.10822,0.14920
2011,4th Quintile,West,Not Disabled (<= 30%),0.88716,2982,3305,0.87637,0.89795
2011,4th Quintile,West,Disabled (> 30%),0.11284,323,3305,0.10205,0.12363
2011,4th Quintile,East,Not Disabled (<= 30%),0.92239,750,821,0.90407,0.94070
2011,4th Quintile,East,Disabled (> 30%),0.07761,71,821,0.05930,0.09593
2011,5th Quintile,West,Not Disabled (<= 30%),0.89014,3771,4158,0.88063,0.89965
2011,5th Quintile,West,Disabled (> 30%),0.10986,387,4158,0.10035,0.11937
2011,5th Quintile,East,Not Disabled (<= 30%),0.90813,523,563,0.88425,0.93201
2011,5th Quintile,East,Disabled (> 30%),0.09187,40,563,0.06799,0.11575
2012,1st Quintile,West,Not Disabled (<= 30%),0.83393,3365,3810,0.82211,0.84575
2012,1st Quintile,West,Disabled (> 30%),0.16607,445,3810,0.15425,0.17789
2012,1st Quintile,East,Not Disabled (<= 30%),0.84089,1321,1503,0.82239,0.85939
2012,1st Quintile,East,Disabled (> 30%),0.15911,182,1503,0.14061,0.17761
2012,2nd Quintile,West,Not Disabled (<= 30%),0.85352,3278,3677,0.84209,0.86495
2012,2nd Quintile,West,Disabled (> 30%),0.14648,399,3677,0.13505,0.15791
2012,2nd Quintile,East,Not Disabled (<= 30%),0.83170,1085,1260,0.81103,0.85237
2012,2nd Quintile,East,Disabled (> 30%),0.16830,175,1260,0.14763,0.18897
2012,3rd Quintile,West,Not Disabled (<= 30%),0.86753,3213,3603,0.85646,0.87860
2012,3rd Quintile,West,Disabled (> 30%),0.13247,390,3603,0.12140,0.14354
2012,3rd Quintile,East,Not Disabled (<= 30%),0.89836,1115,1228,0.88146,0.91527
2012,3rd Quintile,East,Disabled (> 30%),0.10164,113,1228,0.08473,0.11854
2012,4th Quintile,West,Not Disabled (<= 30%),0.86878,3420,3831,0.85809,0.87948
2012,4th Quintile,West,Disabled (> 30%),0.13122,411,3831,0.12052,0.14191
2012,4th Quintile,East,Not Disabled (<= 30%),0.87040,868,980,0.84936,0.89144
2012,4th Quintile,East,Disabled (> 30%),0.12960,112,980,0.10856,0.15064
2012,5th Quintile,West,Not Disabled (<= 30%),0.90622,4102,4489,0.89769,0.91475
2012,5th Quintile,West,Disabled (> 30%),0.09378,387,4489,0.08525,0.10231
2012,5th Quintile,East,Not Disabled (<= 30%),0.90748,705,765,0.88693,0.92803
2012,5th Quintile,East,Disabled (> 30%),0.09252,60,765,0.07197,0.11307
2013,1st Quintile,West,Not Disabled (<= 30%),0.79758,3147,3614,0.78448,0.81069
2013,1st Quintile,West,Disabled (> 30%),0.20242,467,3614,0.18931,0.21552
2013,1st Quintile,East,Not Disabled (<= 30%),0.84075,1352,1540,0.82247,0.85903
2013,1st Quintile,East,Disabled (> 30%),0.15925,188,1540,0.14097,0.17753
2013,2nd Quintile,West,Not Disabled (<= 30%),0.84054,3337,3745,0.82881,0.85227
2013,2nd Quintile,West,Disabled (> 30%),0.15946,408,3745,0.14773,0.17119
2013,2nd Quintile,East,Not Disabled (<= 30%),0.85003,1295,1486,0.83187,0.86819
2013,2nd Quintile,East,Disabled (> 30%),0.14997,191,1486,0.13181,0.16813
2013,3rd Quintile,West,Not Disabled (<= 30%),0.85762,3309,3743,0.84642,0.86881
2013,3rd Quintile,West,Disabled (> 30%),0.14238,434,3743,0.13119,0.15358
2013,3rd Quintile,East,Not Disabled (<= 30%),0.88526,1026,1154,0.86687,0.90366
2013,3rd Quintile,East,Disabled (> 30%),0.11474,128,1154,0.09634,0.13313
2013,4th Quintile,West,Not Disabled (<= 30%),0.88288,3553,3965,0.87286,0.89289
2013,4th Quintile,West,Disabled (> 30%),0.11712,412,3965,0.10711,0.12714
2013,4th Quintile,East,Not Disabled (<= 30%),0.90786,807,893,0.88888,0.92684
2013,4th Quintile,East,Disabled (> 30%),0.09214,86,893,0.07316,0.11112
2013,5th Quintile,West,Not Disabled (<= 30%),0.89260,4382,4849,0.88389,0.90132
2013,5th Quintile,West,Disabled (> 30%),0.10740,467,4849,0.09868,0.11611
2013,5th Quintile,East,Not Disabled (<= 30%),0.88519,600,652,0.86070,0.90968
2013,5th Quintile,East,Disabled (> 30%),0.11481,52,652,0.09032,0.13930
2014,1st Quintile,West,Not Disabled (<= 30%),0.82522,3859,4373,0.81396,0.83648
2014,1st Quintile,West,Disabled (> 30%),0.17478,514,4373,0.16352,0.18604
2014,1st Quintile,East,Not Disabled (<= 30%),0.83241,1250,1429,0.81304,0.85178
2014,1st Quintile,East,Disabled (> 30%),0.16759,179,1429,0.14822,0.18696
2014,2nd Quintile,West,Not Disabled (<= 30%),0.83938,3671,4118,0.82817,0.85060
2014,2nd Quintile,West,Disabled (> 30%),0.16062,447,4118,0.14940,0.17183
2014,2nd Quintile,East,Not Disabled (<= 30%),0.82718,1196,1394,0.80732,0.84703
2014,2nd Quintile,East,Disabled (> 30%),0.17282,198,1394,0.15297,0.19268
2014,3rd Quintile,West,Not Disabled (<= 30%),0.86143,3544,3986,0.85071,0.87216
2014,3rd Quintile,West,Disabled (> 30%),0.13857,442,3986,0.12784,0.14929
2014,3rd Quintile,East,Not Disabled (<= 30%),0.88099,1036,1170,0.86243,0.89955
2014,3rd Quintile,East,Disabled (> 30%),0.11901,134,1170,0.10045,0.13757
2014,4th Quintile,West,Not Disabled (<= 30%),0.87511,3776,4232,0.86515,0.88508
2014,4th Quintile,West,Disabled (> 30%),0.12489,456,4232,0.11492,0.13485
2014,4th Quintile,East,Not Disabled (<= 30%),0.90600,838,928,0.88721,0.92478
2014,4th Quintile,East,Disabled (> 30%),0.09400,90,928,0.07522,0.11279
2014,5th Quintile,West,Not Disabled (<= 30%),0.89955,4303,4747,0.89100,0.90811
2014,5th Quintile,West,Disabled (> 30%),0.10045,444,4747,0.09189,0.10900
2014,5th Quintile,East,Not Disabled (<= 30%),0.90933,599,650,0.88724,0.93142
2014,5th Quintile,East,Disabled (> 30%),0.09067,51,650,0.06858,0.11276
2015,1st Quintile,West,Not Disabled (<= 30%),0.83498,3376,3811,0.82319,0.84676
2015,1st Quintile,West,Disabled (> 30%),0.16502,435,3811,0.15324,0.17681
2015,1st Quintile,East,Not Disabled (<= 30%),0.82839,1144,1299,0.80788,0.84890
2015,1st Quintile,East,Disabled (> 30%),0.17161,155,1299,0.15110,0.19212
2015,2nd Quintile,West,Not Disabled (<= 30%),0.84265,3354,3778,0.83104,0.85427
2015,2nd Quintile,West,Disabled (> 30%),0.15735,424,3778,0.14573,0.16896
2015,2nd Quintile,East,Not Disabled (<= 30%),0.84950,1291,1481,0.83128,0.86771
2015,2nd Quintile,East,Disabled (> 30%),0.15050,190,1481,0.13229,0.16872
2015,3rd Quintile,West,Not Disabled (<= 30%),0.85970,3396,3795,0.84865,0.87075
2015,3rd Quintile,West,Disabled (> 30%),0.14030,399,3795,0.12925,0.15135
2015,3rd Quintile,East,Not Disabled (<= 30%),0.88810,922,1045,0.86898,0.90722
2015,3rd Quintile,East,Disabled (> 30%),0.11190,123,1045,0.09278,0.13102
2015,4th Quintile,West,Not Disabled (<= 30%),0.86807,3518,3942,0.85750,0.87863
2015,4th Quintile,West,Disabled (> 30%),0.13193,424,3942,0.12137,0.14250
2015,4th Quintile,East,Not Disabled (<= 30%),0.90167,740,822,0.88130,0.92203
2015,4th Quintile,East,Disabled (> 30%),0.09833,82,822,0.07797,0.11870
2015,5th Quintile,West,Not Disabled (<= 30%),0.90326,4078,4504,0.89462,0.91189
2015,5th Quintile,West,Disabled (> 30%),0.09674,426,4504,0.08811,0.10538
2015,5th Quintile,East,Not Disabled (<= 30%),0.92229,561,606,0.90096,0.94362
2015,5th Quintile,East,Disabled (> 30%),0.07771,45,606,0.05638,0.09904
2016,1st Quintile,West,Not Disabled (<= 30%),0.83677,3353,3772,0.82497,0.84856
2016,1st Quintile,West,Disabled (> 30%),0.16323,419,3772,0.15144,0.17503
2016,1st Quintile,East,Not Disabled (<= 30%),0.83179,1111,1267,0.81119,0.85240
2016,1st Quintile,East,Disabled (> 30%),0.16821,156,1267,0.14760,0.18881
2016,2nd Quintile,West,Not Disabled (<= 30%),0.84927,3338,3734,0.83779,0.86075
2016,2nd Quintile,West,Disabled (> 30%),0.15073,396,3734,0.13925,0.16221
2016,2nd Quintile,East,Not Disabled (<= 30%),0.85545,1176,1340,0.83661,0.87428
2016,2nd Quintile,East,Disabled (> 30%),0.14455,164,1340,0.12572,0.16339
2016,3rd Quintile,West,Not Disabled (<= 30%),0.85120,3156,3551,0.83949,0.86290
2016,3rd Quintile,West,Disabled (> 30%),0.14880,395,3551,0.13710,0.16051
2016,3rd Quintile,East,Not Disabled (<= 30%),0.88249,931,1063,0.86312,0.90186
2016,3rd Quintile,East,Disabled (> 30%),0.11751,132,1063,0.09814,0.13688
2016,4th Quintile,West,Not Disabled (<= 30%),0.88333,3454,3841,0.87318,0.89349
2016,4th Quintile,West,Disabled (> 30%),0.11667,387,3841,0.10651,0.12682
2016,4th Quintile,East,Not Disabled (<= 30%),0.91241,720,791,0.89270,0.93213
2016,4th Quintile,East,Disabled (> 30%),0.08759,71,791,0.06787,0.10730
2016,5th Quintile,West,Not Disabled (<= 30%),0.89899,3895,4305,0.88999,0.90800
2016,5th Quintile,West,Disabled (> 30%),0.10101,410,4305,0.09200,0.11001
2016,5th Quintile,East,Not Disabled (<= 30%),0.93349,523,560,0.91283,0.95415
2016,5th Quintile,East,Disabled (> 30%),0.06651,37,560,0.04585,0.08717
2017,1st Quintile,West,Not Disabled (<= 30%),0.82899,3072,3485,0.81649,0.84150
2017,1st Quintile,West,Disabled (> 30%),0.17101,413,3485,0.15850,0.18351
2017,1st Quintile,East,Not Disabled (<= 30%),0.84972,1057,1211,0.82958,0.86985
2017,1st Quintile,East,Disabled (> 30%),0.15028,154,1211,0.13015,0.17042
2017,2nd Quintile,West,Not Disabled (<= 30%),0.84030,3132,3519,0.82820,0.85241
2017,2nd Quintile,West,Disabled (> 30%),0.15970,387,3519,0.14759,0.17180
2017,2nd Quintile,East,Not Disabled (<= 30%),0.85789,1114,1269,0.83867,0.87711
2017,2nd Quintile,East,Disabled (> 30%),0.14211,155,1269,0.12289,0.16133
2017,3rd Quintile,West,Not Disabled (<= 30%),0.85175,3025,3405,0.83982,0.86369
2017,3rd Quintile,West,Disabled (> 30%),0.14825,380,3405,0.13631,0.16018
2017,3rd Quintile,East,Not Disabled (<= 30%),0.88200,875,994,0.86193,0.90207
2017,3rd Quintile,East,Disabled (> 30%),0.11800,119,994,0.09793,0.13807
2017,4th Quintile,West,Not Disabled (<= 30%),0.89095,3260,3646,0.88083,0.90107
2017,4th Quintile,West,Disabled (> 30%),0.10905,386,3646,0.09893,0.11917
2017,4th Quintile,East,Not Disabled (<= 30%),0.90082,639,707,0.87877,0.92287
2017,4th Quintile,East,Disabled (> 30%),0.09918,68,707,0.07713,0.12123
2017,5th Quintile,West,Not Disabled (<= 30%),0.90496,3627,3981,0.89585,0.91407
2017,5th Quintile,West,Disabled (> 30%),0.09504,354,3981,0.08593,0.10415
2017,5th Quintile,East,Not Disabled (<= 30%),0.91671,533,567,0.89394,0.93947
2017,5th Quintile,East,Disabled (> 30%),0.08329,34,567,0.06053,0.10606
2018,1st Quintile,West,Not Disabled (<= 30%),0.82475,3001,3461,0.81208,0.83741
2018,1st Quintile,West,Disabled (> 30%),0.17525,460,3461,0.16259,0.18792
2018,1st Quintile,East,Not Disabled (<= 30%),0.82523,1096,1272,0.80436,0.84611
2018,1st Quintile,East,Disabled (> 30%),0.17477,176,1272,0.15389,0.19564
2018,2nd Quintile,West,Not Disabled (<= 30%),0.84989,3260,3703,0.83838,0.86139
2018,2nd Quintile,West,Disabled (> 30%),0.15011,443,3703,0.13861,0.16162
2018,2nd Quintile,East,Not Disabled (<= 30%),0.85468,1228,1411,0.83628,0.87307
2018,2nd Quintile,East,Disabled (> 30%),0.14532,183,1411,0.12693,0.16372
2018,3rd Quintile,West,Not Disabled (<= 30%),0.85767,3253,3676,0.84638,0.86897
2018,3rd Quintile,West,Disabled (> 30%),0.14233,423,3676,0.13103,0.15362
2018,3rd Quintile,East,Not Disabled (<= 30%),0.90664,949,1063,0.88915,0.92414
2018,3rd Quintile,East,Disabled (> 30%),0.09336,114,1063,0.07586,0.11085
2018,4th Quintile,West,Not Disabled (<= 30%),0.88146,3474,3883,0.87129,0.89163
2018,4th Quintile,West,Disabled (> 30%),0.11854,409,3883,0.10837,0.12871
2018,4th Quintile,East,Not Disabled (<= 30%),0.90235,732,816,0.88197,0.92273
2018,4th Quintile,East,Disabled (> 30%),0.09765,84,816,0.07727,0.11803
2018,5th Quintile,West,Not Disabled (<= 30%),0.90916,4058,4460,0.90073,0.91760
2018,5th Quintile,West,Disabled (> 30%),0.09084,402,4460,0.08240,0.09927
2018,5th Quintile,East,Not Disabled (<= 30%),0.93701,567,601,0.91757,0.95645
2018,5th Quintile,East,Disabled (> 30%),0.06299,34,601,0.04355,0.08243
2019,1st Quintile,West,Not Disabled (<= 30%),0.82911,2812,3227,0.81612,0.84210
2019,1st Quintile,West,Disabled (> 30%),0.17089,415,3227,0.15790,0.18388
2019,1st Quintile,East,Not Disabled (<= 30%),0.82108,1018,1199,0.79937,0.84278
2019,1st Quintile,East,Disabled (> 30%),0.17892,181,1199,0.15722,0.20063
2019,2nd Quintile,West,Not Disabled (<= 30%),0.85139,3041,3481,0.83957,0.86320
2019,2nd Quintile,West,Disabled (> 30%),0.14861,440,3481,0.13680,0.16043
2019,2nd Quintile,East,Not Disabled (<= 30%),0.85430,1107,1278,0.83495,0.87365
2019,2nd Quintile,East,Disabled (> 30%),0.14570,171,1278,0.12635,0.16505
2019,3rd Quintile,West,Not Disabled (<= 30%),0.86759,2974,3348,0.85610,0.87907
2019,3rd Quintile,West,Disabled (> 30%),0.13241,374,3348,0.12093,0.14390
2019,3rd Quintile,East,Not Disabled (<= 30%),0.87136,944,1066,0.85125,0.89147
2019,3rd Quintile,East,Disabled (> 30%),0.12864,122,1066,0.10853,0.14875
2019,4th Quintile,West,Not Disabled (<= 30%),0.88506,3136,3516,0.87452,0.89561
2019,4th Quintile,West,Disabled (> 30%),0.11494,380,3516,0.10439,0.12548
2019,4th Quintile,East,Not Disabled (<= 30%),0.91000,667,748,0.88948,0.93053
2019,4th Quintile,East,Disabled (> 30%),0.09000,81,748,0.06947,0.11052
2019,5th Quintile,West,Not Disabled (<= 30%),0.90734,3799,4200,0.89857,0.91611
2019,5th Quintile,West,Disabled (> 30%),0.09266,401,4200,0.08389,0.10143
2019,5th Quintile,East,Not Disabled (<= 30%),0.93284,570,613,0.91301,0.95267
2019,5th Quintile,East,Disabled (> 30%),0.06716,43,613,0.04733,0.08699
2020,1st Quintile,West,Not Disabled (<= 30%),0.82674,4644,5114,0.81637,0.83712
2020,1st Quintile,West,Disabled (> 30%),0.17326,470,5114,0.16288,0.18363
2020,1st Quintile,East,Not Disabled (<= 30%),0.81480,1274,1448,0.79479,0.83482
2020,1st Quintile,East,Disabled (> 30%),0.18520,174,1448,0.16518,0.20521
2020,2nd Quintile,West,Not Disabled (<= 30%),0.85550,3065,3487,0.84383,0.86717
2020,2nd Quintile,West,Disabled (> 30%),0.14450,422,3487,0.13283,0.15617
2020,2nd Quintile,East,Not Disabled (<= 30%),0.86071,1152,1332,0.84211,0.87931
2020,2nd Quintile,East,Disabled (> 30%),0.13929,180,1332,0.12069,0.15789
2020,3rd Quintile,West,Not Disabled (<= 30%),0.86927,2901,3283,0.85773,0.88080
2020,3rd Quintile,West,Disabled (> 30%),0.13073,382,3283,0.11920,0.14227
2020,3rd Quintile,East,Not Disabled (<= 30%),0.86691,854,978,0.84561,0.88821
2020,3rd Quintile,East,Disabled (> 30%),0.13309,124,978,0.11179,0.15439
2020,4th Quintile,West,Not Disabled (<= 30%),0.87978,3273,3687,0.86928,0.89028
2020,4th Quintile,West,Disabled (> 30%),0.12022,414,3687,0.10972,0.13072
2020,4th Quintile,East,Not Disabled (<= 30%),0.91412,757,831,0.89506,0.93318
2020,4th Quintile,East,Disabled (> 30%),0.08588,74,831,0.06682,0.10494
2020,5th Quintile,West,Not Disabled (<= 30%),0.90877,4691,5079,0.90085,0.91669
2020,5th Quintile,West,Disabled (> 30%),0.09123,388,5079,0.08331,0.09915
2020,5th Quintile,East,Not Disabled (<= 30%),0.89871,806,877,0.87873,0.91869
2020,5th Quintile,East,Disabled (> 30%),0.10129,71,877,0.08131,0.12127
2021,1st Quintile,West,Not Disabled (<= 30%),0.82136,3404,3766,0.80912,0.83359
2021,1st Quintile,West,Disabled (> 30%),0.17864,362,3766,0.16641,0.19088
2021,1st Quintile,East,Not Disabled (<= 30%),0.80185,863,993,0.77704,0.82665
2021,1st Quintile,East,Disabled (> 30%),0.19815,130,993,0.17335,0.22296
2021,2nd Quintile,West,Not Disabled (<= 30%),0.86286,2330,2650,0.84976,0.87596
2021,2nd Quintile,West,Disabled (> 30%),0.13714,320,2650,0.12404,0.15024
2021,2nd Quintile,East,Not Disabled (<= 30%),0.84188,761,890,0.81789,0.86586
2021,2nd Quintile,East,Disabled (> 30%),0.15812,129,890,0.13414,0.18211
2021,3rd Quintile,West,Not Disabled (<= 30%),0.86529,2190,2453,0.85177,0.87880
2021,3rd Quintile,West,Disabled (> 30%),0.13471,263,2453,0.12120,0.14823
2021,3rd Quintile,East,Not Disabled (<= 30%),0.91261,626,686,0.89146,0.93375
2021,3rd Quintile,East,Disabled (> 30%),0.08739,60,686,0.06625,0.10854
2021,4th Quintile,West,Not Disabled (<= 30%),0.88651,2333,2604,0.87432,0.89870
2021,4th Quintile,West,Disabled (> 30%),0.11349,271,2604,0.10130,0.12568
2021,4th Quintile,East,Not Disabled (<= 30%),0.87754,533,594,0.85115,0.90392
2021,4th Quintile,East,Disabled (> 30%),0.12246,61,594,0.09608,0.14885
2021,5th Quintile,West,Not Disabled (<= 30%),0.89789,3329,3634,0.88804,0.90774
2021,5th Quintile,West,Disabled (> 30%),0.10211,305,3634,0.09226,0.11196
2021,5th Quintile,East,Not Disabled (<= 30%),0.92332,610,658,0.90297,0.94366
2021,5th Quintile,East,Disabled (> 30%),0.07668,48,658,0.05634,0.09703
2022,1st Quintile,West,Not Disabled (<= 30%),0.82279,2940,3300,0.80976,0.83582
2022,1st Quintile,West,Disabled (> 30%),0.17721,360,3300,0.16418,0.19024
2022,1st Quintile,East,Not Disabled (<= 30%),0.81338,826,944,0.78851,0.83825
