year,migback,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.42702,102,102,0.33055,0.52349
1999,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.57337,52,52,0.43763,0.70911
2000,No migration background,1st Quintile,Not Disabled (<= 30%),0.66036,1457,1680,0.63770,0.68301
2000,No migration background,1st Quintile,Disabled (> 30%),0.13499,223,1680,0.11864,0.15133
2000,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69038,1823,2063,0.67042,0.71033
2000,No migration background,2nd Quintile,Disabled (> 30%),0.11027,240,2063,0.09675,0.12379
2000,No migration background,3rd Quintile,Not Disabled (<= 30%),0.73368,2059,2279,0.71553,0.75183
2000,No migration background,3rd Quintile,Disabled (> 30%),0.09523,220,2279,0.08318,0.10729
2000,No migration background,4th Quintile,Not Disabled (<= 30%),0.75317,2059,2286,0.73549,0.77085
2000,No migration background,4th Quintile,Disabled (> 30%),0.11100,227,2286,0.09812,0.12388
2000,No migration background,5th Quintile,Not Disabled (<= 30%),0.78997,2045,2266,0.77319,0.80674
2000,No migration background,5th Quintile,Disabled (> 30%),0.10364,221,2266,0.09109,0.11620
2000,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.82428,649,721,0.79648,0.85208
2000,Direct migration background,1st Quintile,Disabled (> 30%),0.10307,72,721,0.08086,0.12528
2000,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.79993,454,522,0.76558,0.83428
2000,Direct migration background,2nd Quintile,Disabled (> 30%),0.15550,68,522,0.12438,0.18661
2000,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.88010,308,308,0.84377,0.91644
2000,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.87248,278,278,0.83319,0.91176
2000,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.86296,183,183,0.81300,0.91292
2000,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.31046,167,167,0.24007,0.38084
2000,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.36752,150,150,0.29010,0.44493
2000,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.47082,106,106,0.37535,0.56630
2000,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.42351,95,95,0.32362,0.52340
2000,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.62542,66,66,0.50775,0.74309
2001,No migration background,1st Quintile,Not Disabled (<= 30%),0.69533,2401,2716,0.67802,0.71265
2001,No migration background,1st Quintile,Disabled (> 30%),0.10765,315,2716,0.09599,0.11931
2001,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70382,3040,3408,0.68849,0.71915
2001,No migration background,2nd Quintile,Disabled (> 30%),0.09970,368,3408,0.08964,0.10976
2001,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72413,3393,3841,0.70999,0.73827
2001,No migration background,3rd Quintile,Disabled (> 30%),0.11184,448,3841,0.10187,0.12181
2001,No migration background,4th Quintile,Not Disabled (<= 30%),0.76483,3687,4088,0.75182,0.77783
2001,No migration background,4th Quintile,Disabled (> 30%),0.09689,401,4088,0.08782,0.10596
2001,No migration background,5th Quintile,Not Disabled (<= 30%),0.80326,3746,4132,0.79113,0.81538
2001,No migration background,5th Quintile,Disabled (> 30%),0.09718,386,4132,0.08815,0.10622
2001,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.81473,881,964,0.79019,0.83927
2001,Direct migration background,1st Quintile,Disabled (> 30%),0.08028,83,964,0.06312,0.09744
2001,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86714,661,725,0.84242,0.89187
2001,Direct migration background,2nd Quintile,Disabled (> 30%),0.07222,64,725,0.05336,0.09108
2001,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.86717,499,547,0.83870,0.89564
2001,Direct migration background,3rd Quintile,Disabled (> 30%),0.09300,48,547,0.06864,0.11736
2001,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.88141,355,386,0.84911,0.91370
2001,Direct migration background,4th Quintile,Disabled (> 30%),0.08938,31,386,0.06089,0.11788
2001,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.89054,271,271,0.85329,0.92778
2001,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.25333,178,178,0.18926,0.31741
2001,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.34070,190,190,0.27313,0.40827
2001,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.41898,138,138,0.33636,0.50161
2001,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.49583,130,130,0.40955,0.58211
2001,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.57528,96,96,0.47588,0.67468
2002,No migration background,1st Quintile,Not Disabled (<= 30%),0.68021,2083,2418,0.66162,0.69881
2002,No migration background,1st Quintile,Disabled (> 30%),0.12211,335,2418,0.10905,0.13516
2002,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69894,2655,3050,0.68266,0.71523
2002,No migration background,2nd Quintile,Disabled (> 30%),0.12440,395,3050,0.11268,0.13611
2002,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71099,3051,3469,0.69590,0.72607
2002,No migration background,3rd Quintile,Disabled (> 30%),0.10878,418,3469,0.09842,0.11914
2002,No migration background,4th Quintile,Not Disabled (<= 30%),0.75207,3439,3849,0.73843,0.76572
2002,No migration background,4th Quintile,Disabled (> 30%),0.11041,410,3849,0.10051,0.12031
2002,No migration background,5th Quintile,Not Disabled (<= 30%),0.81373,4130,4544,0.80241,0.82505
2002,No migration background,5th Quintile,Disabled (> 30%),0.10483,414,4544,0.09593,0.11374
2002,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.83034,769,849,0.80508,0.85560
2002,Direct migration background,1st Quintile,Disabled (> 30%),0.08087,80,849,0.06252,0.09922
2002,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86887,638,702,0.84388,0.89386
2002,Direct migration background,2nd Quintile,Disabled (> 30%),0.07901,64,702,0.05904,0.09898
2002,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.85025,390,433,0.81660,0.88390
2002,Direct migration background,3rd Quintile,Disabled (> 30%),0.11083,43,433,0.08123,0.14043
2002,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.88440,348,348,0.85076,0.91804
2002,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.89514,304,304,0.86064,0.92964
2002,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.27893,173,173,0.21191,0.34596
2002,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.30499,155,155,0.23227,0.37771
2002,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.41004,127,127,0.32416,0.49592
2002,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.50192,130,130,0.41564,0.58821
2002,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.64577,116,116,0.55836,0.73319
2003,No migration background,1st Quintile,Not Disabled (<= 30%),0.69721,2121,2431,0.67894,0.71548
2003,No migration background,1st Quintile,Disabled (> 30%),0.11817,310,2431,0.10534,0.13101
2003,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69408,2702,3092,0.67783,0.71032
2003,No migration background,2nd Quintile,Disabled (> 30%),0.11920,390,3092,0.10778,0.13063
2003,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71886,3037,3450,0.70386,0.73387
2003,No migration background,3rd Quintile,Disabled (> 30%),0.11178,413,3450,0.10127,0.12230
2003,No migration background,4th Quintile,Not Disabled (<= 30%),0.75564,3480,3906,0.74216,0.76912
2003,No migration background,4th Quintile,Disabled (> 30%),0.10450,426,3906,0.09490,0.11409
2003,No migration background,5th Quintile,Not Disabled (<= 30%),0.80370,5346,5851,0.79352,0.81388
2003,No migration background,5th Quintile,Disabled (> 30%),0.10098,505,5851,0.09326,0.10870
2003,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.83841,712,790,0.81273,0.86409
2003,Direct migration background,1st Quintile,Disabled (> 30%),0.08150,78,790,0.06241,0.10059
2003,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86502,542,610,0.83788,0.89216
2003,Direct migration background,2nd Quintile,Disabled (> 30%),0.08294,68,610,0.06104,0.10485
2003,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.86498,421,458,0.83364,0.89631
2003,Direct migration background,3rd Quintile,Disabled (> 30%),0.09272,37,458,0.06613,0.11931
2003,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.87539,371,408,0.84330,0.90747
2003,Direct migration background,4th Quintile,Disabled (> 30%),0.11530,37,408,0.08427,0.14633
2003,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.89902,329,329,0.86642,0.93163
2003,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.30143,173,173,0.23285,0.37000
2003,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.35657,147,147,0.27887,0.43427
2003,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.40262,151,151,0.32414,0.48111
2003,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.50353,130,130,0.41724,0.58981
2003,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.61714,150,150,0.53909,0.69519
2004,No migration background,1st Quintile,Not Disabled (<= 30%),0.69243,2019,2313,0.67362,0.71125
2004,No migration background,1st Quintile,Disabled (> 30%),0.11758,294,2313,0.10445,0.13071
2004,No migration background,2nd Quintile,Not Disabled (<= 30%),0.69871,2592,2994,0.68227,0.71514
2004,No migration background,2nd Quintile,Disabled (> 30%),0.12244,402,2994,0.11069,0.13418
2004,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71478,2957,3381,0.69956,0.73000
2004,No migration background,3rd Quintile,Disabled (> 30%),0.12076,424,3381,0.10977,0.13174
2004,No migration background,4th Quintile,Not Disabled (<= 30%),0.74697,3435,3857,0.73325,0.76070
2004,No migration background,4th Quintile,Disabled (> 30%),0.11592,422,3857,0.10581,0.12602
2004,No migration background,5th Quintile,Not Disabled (<= 30%),0.80869,5182,5698,0.79848,0.81890
2004,No migration background,5th Quintile,Disabled (> 30%),0.10020,516,5698,0.09240,0.10800
2004,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.84843,681,758,0.82289,0.87398
2004,Direct migration background,1st Quintile,Disabled (> 30%),0.09539,77,758,0.07446,0.11631
2004,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86274,560,621,0.83565,0.88983
2004,Direct migration background,2nd Quintile,Disabled (> 30%),0.07418,61,621,0.05355,0.09481
2004,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.87269,408,452,0.84193,0.90345
2004,Direct migration background,3rd Quintile,Disabled (> 30%),0.10589,44,452,0.07750,0.13429
2004,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.88284,323,323,0.84771,0.91797
2004,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.89126,316,347,0.85846,0.92406
2004,Direct migration background,5th Quintile,Disabled (> 30%),0.09994,31,347,0.06834,0.13155
2004,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.31913,172,172,0.24926,0.38899
2004,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.36127,154,154,0.28515,0.43739
2004,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.50319,174,174,0.42868,0.57770
2004,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.47497,124,124,0.38671,0.56322
2004,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.61564,144,144,0.53591,0.69537
2005,No migration background,1st Quintile,Not Disabled (<= 30%),0.69211,1948,2229,0.67294,0.71128
2005,No migration background,1st Quintile,Disabled (> 30%),0.11531,281,2229,0.10205,0.12858
2005,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70527,2509,2927,0.68875,0.72179
2005,No migration background,2nd Quintile,Disabled (> 30%),0.12799,418,2927,0.11588,0.14009
2005,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72464,2782,3167,0.70908,0.74020
2005,No migration background,3rd Quintile,Disabled (> 30%),0.10946,385,3167,0.09859,0.12034
2005,No migration background,4th Quintile,Not Disabled (<= 30%),0.75129,3331,3780,0.73750,0.76507
2005,No migration background,4th Quintile,Disabled (> 30%),0.12047,449,3780,0.11009,0.13085
2005,No migration background,5th Quintile,Not Disabled (<= 30%),0.80876,4872,5370,0.79824,0.81928
2005,No migration background,5th Quintile,Disabled (> 30%),0.09960,498,5370,0.09159,0.10761
2005,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.85452,629,703,0.82844,0.88061
2005,Direct migration background,1st Quintile,Disabled (> 30%),0.09247,74,703,0.07104,0.11390
2005,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.86022,483,546,0.83111,0.88933
2005,Direct migration background,2nd Quintile,Disabled (> 30%),0.10202,63,546,0.07660,0.12743
2005,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.88782,379,419,0.85757,0.91807
2005,Direct migration background,3rd Quintile,Disabled (> 30%),0.08422,40,419,0.05760,0.11084
2005,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.88094,330,362,0.84753,0.91435
2005,Direct migration background,4th Quintile,Disabled (> 30%),0.10322,32,362,0.07184,0.13461
2005,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.90487,302,302,0.87172,0.93801
2005,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.36204,201,201,0.29543,0.42864
2005,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.41673,151,151,0.33783,0.49563
2005,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.48739,160,160,0.40969,0.56508
2005,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.61017,151,151,0.53212,0.68822
2005,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.59261,139,139,0.51063,0.67459
2006,No migration background,1st Quintile,Not Disabled (<= 30%),0.68809,1842,2117,0.66835,0.70783
2006,No migration background,1st Quintile,Disabled (> 30%),0.12574,275,2117,0.11161,0.13987
2006,No migration background,2nd Quintile,Not Disabled (<= 30%),0.67904,2272,2687,0.66139,0.69670
2006,No migration background,2nd Quintile,Disabled (> 30%),0.13655,415,2687,0.12356,0.14954
2006,No migration background,3rd Quintile,Not Disabled (<= 30%),0.71952,2661,3024,0.70350,0.73553
2006,No migration background,3rd Quintile,Disabled (> 30%),0.10524,363,3024,0.09430,0.11618
2006,No migration background,4th Quintile,Not Disabled (<= 30%),0.73451,3087,3507,0.71989,0.74912
2006,No migration background,4th Quintile,Disabled (> 30%),0.12232,420,3507,0.11147,0.13316
2006,No migration background,5th Quintile,Not Disabled (<= 30%),0.80685,4557,5057,0.79597,0.81773
2006,No migration background,5th Quintile,Disabled (> 30%),0.10350,500,5057,0.09510,0.11189
2006,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.83619,531,616,0.80694,0.86545
2006,Direct migration background,1st Quintile,Disabled (> 30%),0.12174,85,616,0.09590,0.14758
2006,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.83613,435,495,0.80349,0.86877
2006,Direct migration background,2nd Quintile,Disabled (> 30%),0.12779,60,495,0.09835,0.15723
2006,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.84412,350,397,0.80839,0.87985
2006,Direct migration background,3rd Quintile,Disabled (> 30%),0.12232,47,397,0.09004,0.15459
2006,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.90025,297,297,0.86611,0.93439
2006,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.90279,297,297,0.86904,0.93654
2006,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.38917,196,196,0.32073,0.45760
2006,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.38546,124,124,0.29944,0.47147
2006,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.49419,152,152,0.41444,0.57393
2006,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.55039,139,139,0.46740,0.63339
2006,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.59582,135,135,0.51273,0.67891
2007,No migration background,1st Quintile,Not Disabled (<= 30%),0.69836,2038,2380,0.67992,0.71680
2007,No migration background,1st Quintile,Disabled (> 30%),0.12409,342,2380,0.11084,0.13733
2007,No migration background,2nd Quintile,Not Disabled (<= 30%),0.68407,2461,2858,0.66702,0.70112
2007,No migration background,2nd Quintile,Disabled (> 30%),0.12973,397,2858,0.11741,0.14205
2007,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72143,2883,3313,0.70616,0.73670
2007,No migration background,3rd Quintile,Disabled (> 30%),0.11506,430,3313,0.10419,0.12593
2007,No migration background,4th Quintile,Not Disabled (<= 30%),0.73850,3391,3853,0.72462,0.75238
2007,No migration background,4th Quintile,Disabled (> 30%),0.11430,462,3853,0.10426,0.12435
2007,No migration background,5th Quintile,Not Disabled (<= 30%),0.79998,4660,5170,0.78908,0.81089
2007,No migration background,5th Quintile,Disabled (> 30%),0.10308,510,5170,0.09479,0.11137
2007,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.83123,543,623,0.80179,0.86066
2007,Direct migration background,1st Quintile,Disabled (> 30%),0.11207,80,623,0.08728,0.13686
2007,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.85339,446,498,0.82229,0.88449
2007,Direct migration background,2nd Quintile,Disabled (> 30%),0.09389,52,498,0.06825,0.11953
2007,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.86420,341,384,0.82989,0.89851
2007,Direct migration background,3rd Quintile,Disabled (> 30%),0.11663,43,384,0.08449,0.14878
2007,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.87437,291,291,0.83622,0.91251
2007,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.92125,269,269,0.88900,0.95350
2007,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.39525,175,175,0.32261,0.46790
2007,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.40961,152,152,0.33117,0.48805
2007,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.50509,160,160,0.42737,0.58280
2007,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.60037,136,136,0.51774,0.68300
2007,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.57459,131,131,0.48960,0.65958
2008,No migration background,1st Quintile,Not Disabled (<= 30%),0.68150,1852,2173,0.66191,0.70109
2008,No migration background,1st Quintile,Disabled (> 30%),0.12674,321,2173,0.11275,0.14073
2008,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70501,2429,2819,0.68817,0.72185
2008,No migration background,2nd Quintile,Disabled (> 30%),0.12583,390,2819,0.11359,0.13808
2008,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72489,2864,3273,0.70959,0.74019
2008,No migration background,3rd Quintile,Disabled (> 30%),0.11800,409,3273,0.10695,0.12906
2008,No migration background,4th Quintile,Not Disabled (<= 30%),0.74582,3050,3463,0.73132,0.76032
2008,No migration background,4th Quintile,Disabled (> 30%),0.11185,413,3463,0.10135,0.12235
2008,No migration background,5th Quintile,Not Disabled (<= 30%),0.80918,4400,4880,0.79815,0.82021
2008,No migration background,5th Quintile,Disabled (> 30%),0.09594,480,4880,0.08768,0.10421
2008,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.85553,519,599,0.82735,0.88371
2008,Direct migration background,1st Quintile,Disabled (> 30%),0.12471,80,599,0.09823,0.15119
2008,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.81971,361,409,0.78241,0.85701
2008,Direct migration background,2nd Quintile,Disabled (> 30%),0.12388,48,409,0.09191,0.15585
2008,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.91005,333,368,0.88078,0.93932
2008,Direct migration background,3rd Quintile,Disabled (> 30%),0.07457,35,368,0.04769,0.10144
2008,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.93112,262,262,0.90039,0.96184
2008,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.89466,224,224,0.85436,0.93495
2008,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.39497,181,181,0.32356,0.46639
2008,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.44851,138,138,0.36523,0.53179
2008,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.53400,159,159,0.45621,0.61178
2008,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.57289,125,125,0.48582,0.65996
2008,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.61394,135,135,0.53151,0.69637
2009,No migration background,1st Quintile,Not Disabled (<= 30%),0.68446,1814,2167,0.66489,0.70403
2009,No migration background,1st Quintile,Disabled (> 30%),0.14850,353,2167,0.13353,0.16348
2009,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70035,2259,2631,0.68285,0.71786
2009,No migration background,2nd Quintile,Disabled (> 30%),0.12364,372,2631,0.11106,0.13622
2009,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72911,2635,2994,0.71319,0.74503
2009,No migration background,3rd Quintile,Disabled (> 30%),0.11015,359,2994,0.09893,0.12136
2009,No migration background,4th Quintile,Not Disabled (<= 30%),0.75575,2979,3369,0.74124,0.77026
2009,No migration background,4th Quintile,Disabled (> 30%),0.10787,390,3369,0.09739,0.11834
2009,No migration background,5th Quintile,Not Disabled (<= 30%),0.80538,4002,4453,0.79375,0.81701
2009,No migration background,5th Quintile,Disabled (> 30%),0.09443,451,4453,0.08584,0.10302
2009,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.82241,440,513,0.78931,0.85552
2009,Direct migration background,1st Quintile,Disabled (> 30%),0.12198,73,513,0.09363,0.15032
2009,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.85733,334,378,0.82203,0.89264
2009,Direct migration background,2nd Quintile,Disabled (> 30%),0.12546,44,378,0.09203,0.15890
2009,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.93748,258,258,0.90788,0.96708
2009,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.90136,237,237,0.86331,0.93940
2009,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.89102,201,201,0.84783,0.93421
2009,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.44931,171,171,0.37453,0.52408
2009,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.47668,142,142,0.39424,0.55912
2009,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.61305,119,119,0.52517,0.70093
2009,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.57219,128,128,0.48614,0.65824
2009,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.65462,124,124,0.57059,0.73865
2010,No migration background,1st Quintile,Not Disabled (<= 30%),0.75439,1638,1942,0.73524,0.77354
2010,No migration background,1st Quintile,Disabled (> 30%),0.17218,304,1942,0.15539,0.18898
2010,No migration background,2nd Quintile,Not Disabled (<= 30%),0.75991,2162,2543,0.74331,0.77652
2010,No migration background,2nd Quintile,Disabled (> 30%),0.15727,381,2543,0.14312,0.17143
2010,No migration background,3rd Quintile,Not Disabled (<= 30%),0.74609,2421,2793,0.72994,0.76223
2010,No migration background,3rd Quintile,Disabled (> 30%),0.14550,372,2793,0.13243,0.15858
2010,No migration background,4th Quintile,Not Disabled (<= 30%),0.79365,2792,3152,0.77952,0.80778
2010,No migration background,4th Quintile,Disabled (> 30%),0.10376,360,3152,0.09311,0.11440
2010,No migration background,5th Quintile,Not Disabled (<= 30%),0.83001,3636,4044,0.81843,0.84158
2010,No migration background,5th Quintile,Disabled (> 30%),0.10001,408,4044,0.09076,0.10925
2010,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.84560,396,454,0.81232,0.87887
2010,Direct migration background,1st Quintile,Disabled (> 30%),0.12841,58,454,0.09760,0.15922
2010,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.81107,281,330,0.76877,0.85337
2010,Direct migration background,2nd Quintile,Disabled (> 30%),0.14844,49,330,0.11002,0.18686
2010,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.92614,242,242,0.89312,0.95916
2010,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.91146,196,196,0.87158,0.95133
2010,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.87089,177,177,0.82135,0.92043
2010,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.54200,158,158,0.46407,0.61994
2010,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.51528,125,125,0.42732,0.60325
2010,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.61714,133,133,0.53421,0.70006
2010,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.57707,96,96,0.47772,0.67641
2010,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.62740,115,115,0.53865,0.71616
2011,No migration background,1st Quintile,Not Disabled (<= 30%),0.68781,2908,3308,0.67201,0.70360
2011,No migration background,1st Quintile,Disabled (> 30%),0.15015,400,3308,0.13798,0.16233
2011,No migration background,2nd Quintile,Not Disabled (<= 30%),0.71398,3098,3493,0.69899,0.72897
2011,No migration background,2nd Quintile,Disabled (> 30%),0.13630,395,3493,0.12492,0.14768
2011,No migration background,3rd Quintile,Not Disabled (<= 30%),0.73519,3190,3579,0.72074,0.74965
2011,No migration background,3rd Quintile,Disabled (> 30%),0.12619,389,3579,0.11531,0.13707
2011,No migration background,4th Quintile,Not Disabled (<= 30%),0.75507,3312,3685,0.74118,0.76895
2011,No migration background,4th Quintile,Disabled (> 30%),0.09956,373,3685,0.08989,0.10923
2011,No migration background,5th Quintile,Not Disabled (<= 30%),0.80075,3884,4291,0.78880,0.81271
2011,No migration background,5th Quintile,Disabled (> 30%),0.10254,407,4291,0.09346,0.11162
2011,Direct migration background,1st Quintile,Not Disabled (<= 30%),0.83646,897,982,0.81332,0.85961
2011,Direct migration background,1st Quintile,Disabled (> 30%),0.11871,85,982,0.09847,0.13895
2011,Direct migration background,2nd Quintile,Not Disabled (<= 30%),0.87517,573,612,0.84896,0.90137
2011,Direct migration background,2nd Quintile,Disabled (> 30%),0.08349,39,612,0.06155,0.10542
2011,Direct migration background,3rd Quintile,Not Disabled (<= 30%),0.90379,341,372,0.87379,0.93380
2011,Direct migration background,3rd Quintile,Disabled (> 30%),0.08464,31,372,0.05632,0.11297
2011,Direct migration background,4th Quintile,Not Disabled (<= 30%),0.93098,268,268,0.90058,0.96139
2011,Direct migration background,5th Quintile,Not Disabled (<= 30%),0.91184,247,247,0.87641,0.94727
2011,Indirect migration background,1st Quintile,Not Disabled (<= 30%),0.34754,281,281,0.29176,0.40331
2011,Indirect migration background,2nd Quintile,Not Disabled (<= 30%),0.39451,207,207,0.32777,0.46125
2011,Indirect migration background,3rd Quintile,Not Disabled (<= 30%),0.44702,167,167,0.37139,0.52265
2011,Indirect migration background,4th Quintile,Not Disabled (<= 30%),0.55269,152,152,0.47338,0.63199
2011,Indirect migration background,5th Quintile,Not Disabled (<= 30%),0.55497,163,163,0.47844,0.63150
2012,No migration background,1st Quintile,Not Disabled (<= 30%),0.66250,3399,3925,0.64771,0.67730
2012,No migration background,1st Quintile,Disabled (> 30%),0.15373,526,3925,0.14244,0.16502
2012,No migration background,2nd Quintile,Not Disabled (<= 30%),0.70821,3491,3994,0.69411,0.72231
2012,No migration background,2nd Quintile,Disabled (> 30%),0.13818,503,3994,0.12748,0.14888
2012,No migration background,3rd Quintile,Not Disabled (<= 30%),0.72581,3721,4182,0.71229,0.73933
2012,No migration background,3rd Quintile,Disabled (> 30%),0.11526,461,4182,0.10558,0.12494
2012,No migration background,4th Quintile,Not Disabled (<= 30%),0.74705,3810,4295,0.73405,0.76006
2012,No migration background,4th Quintile,Disabled (> 30%),0.11945,485,4295,0.10975,0.12916
2012,No migration background,5th Quintile,Not Disabled (<= 30%),0.81160,4366,4791,0.80053,0.82268
