"m11124","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nicht beeinträchtigt","1986","35-65","Hauptschule","3488","0.999883995685144","0.999526632766436","1.00024135860385"
"Nicht beeinträchtigt","1986","35-65","Realschule","656","0.999423560452159","0.997588218117497","1.00125890278682"
"Nicht beeinträchtigt","1986","35-65","(Fach-)Abitur","211","1","1","1"
"Nicht beeinträchtigt","1986","35-65","AkademikerIn","468","1","1","1"
"Nicht beeinträchtigt","1986","66 +","(noch) kein Abschluss","21","","",""
"Nicht beeinträchtigt","1986","66 +","Hauptschule","751","0.99977564682692","0.998705221057608","1.00084607259623"
"Nicht beeinträchtigt","1986","66 +","Realschule","159","0.998683987673064","0.993066629428687","1.00430134591744"
"Nicht beeinträchtigt","1986","66 +","(Fach-)Abitur","45","1","1","1"
"Nicht beeinträchtigt","1986","66 +","AkademikerIn","53","1","1","1"
"Beeinträchtigt","1986","17-34","(noch) kein Abschluss","3","","",""
"Beeinträchtigt","1986","17-34","Hauptschule","1","","",""
"Beeinträchtigt","1986","17-34","Realschule","","","",""
"Beeinträchtigt","1986","17-34","(Fach-)Abitur","","","",""
"Beeinträchtigt","1986","17-34","AkademikerIn","","","",""
"Beeinträchtigt","1986","35-65","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1986","35-65","Hauptschule","1","","",""
"Beeinträchtigt","1986","35-65","Realschule","1","","",""
"Beeinträchtigt","1986","35-65","(Fach-)Abitur","","","",""
"Beeinträchtigt","1986","35-65","AkademikerIn","","","",""
"Beeinträchtigt","1986","66 +","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1986","66 +","Hauptschule","1","","",""
"Beeinträchtigt","1986","66 +","Realschule","1","","",""
"Beeinträchtigt","1986","66 +","(Fach-)Abitur","","","",""
"Beeinträchtigt","1986","66 +","AkademikerIn","","","",""
"Nicht beeinträchtigt","1987","17-34","(noch) kein Abschluss","376","0.948098754694132","0.926167297269863","0.970030212118401"
"Nicht beeinträchtigt","1987","17-34","Hauptschule","1781","0.974827116443498","0.967626305053114","0.982027927833883"
"Nicht beeinträchtigt","1987","17-34","Realschule","953","0.993078412914964","0.987833876696686","0.998322949133242"
"Nicht beeinträchtigt","1987","17-34","(Fach-)Abitur","523","0.986508210501416","0.976686315511195","0.996330105491637"
"Nicht beeinträchtigt","1987","17-34","AkademikerIn","216","0.985009105210993","0.96891525576853","1.00110295465346"
"Nicht beeinträchtigt","1987","35-65","(noch) kein Abschluss","543","0.884830020465819","0.858939472827071","0.910720568104567"
"Nicht beeinträchtigt","1987","35-65","Hauptschule","2986","0.855045469097507","0.843197861225162","0.866893076969852"
"Nicht beeinträchtigt","1987","35-65","Realschule","563","0.882385091554041","0.857209305651831","0.90756087745625"
"Nicht beeinträchtigt","1987","35-65","(Fach-)Abitur","178","0.857459535245746","0.809485206187225","0.905433864304267"
"Nicht beeinträchtigt","1987","35-65","AkademikerIn","430","0.921283040236478","0.896753563166463","0.945812517306492"
"Nicht beeinträchtigt","1987","66 +","(noch) kein Abschluss","15","","",""
"Nicht beeinträchtigt","1987","66 +","Hauptschule","622","0.812046945879212","0.784594973406107","0.839498918352317"
"Nicht beeinträchtigt","1987","66 +","Realschule","123","0.754011254170363","0.687692384291031","0.820330124049695"
"Nicht beeinträchtigt","1987","66 +","(Fach-)Abitur","26","","",""
"Nicht beeinträchtigt","1987","66 +","AkademikerIn","39","0.710859375669982","0.593164631750497","0.828554119589467"
"Beeinträchtigt","1987","17-34","(noch) kein Abschluss","17","","",""
"Beeinträchtigt","1987","17-34","Hauptschule","37","0.0251728835565017","0.0179720721661174","0.0323736949468861"
"Beeinträchtigt","1987","17-34","Realschule","7","","",""
"Beeinträchtigt","1987","17-34","(Fach-)Abitur","7","","",""
"Beeinträchtigt","1987","17-34","AkademikerIn","3","","",""
"Beeinträchtigt","1987","35-65","(noch) kein Abschluss","41","0.115169979534181","0.0892794318954332","0.141060527172929"
"Beeinträchtigt","1987","35-65","Hauptschule","406","0.144954530902493","0.133106923030148","0.156802138774838"
"Beeinträchtigt","1987","35-65","Realschule","66","0.117614908445959","0.0924391225437503","0.142790694348168"
"Beeinträchtigt","1987","35-65","(Fach-)Abitur","26","","",""
"Beeinträchtigt","1987","35-65","AkademikerIn","33","0.0787169597635222","0.0541874826935081","0.103246436833536"
"Beeinträchtigt","1987","66 +","(noch) kein Abschluss","4","","",""
"Beeinträchtigt","1987","66 +","Hauptschule","156","0.187953054120788","0.160501081647683","0.215405026593893"
"Beeinträchtigt","1987","66 +","Realschule","39","0.245988745829637","0.179669875950305","0.312307615708969"
"Beeinträchtigt","1987","66 +","(Fach-)Abitur","18","","",""
"Beeinträchtigt","1987","66 +","AkademikerIn","18","","",""
"Nicht beeinträchtigt","1988","17-34","(noch) kein Abschluss","331","0.942381905865197","0.917934752817029","0.966829058913365"
"Nicht beeinträchtigt","1988","17-34","Hauptschule","1714","0.974521679815273","0.967147487754533","0.981895871876013"
"Nicht beeinträchtigt","1988","17-34","Realschule","907","0.990993860837771","0.984879258304543","0.997108463370998"
"Nicht beeinträchtigt","1988","17-34","(Fach-)Abitur","491","0.987441950823275","0.977641994740294","0.997241906906256"
"Nicht beeinträchtigt","1988","17-34","AkademikerIn","200","0.982643887940973","0.964679005757104","1.00060877012484"
"Nicht beeinträchtigt","1988","35-65","(noch) kein Abschluss","490","0.868201734057293","0.839564513207656","0.896838954906929"
"Nicht beeinträchtigt","1988","35-65","Hauptschule","2793","0.845591848247026","0.833099598420936","0.858084098073116"
"Nicht beeinträchtigt","1988","35-65","Realschule","557","0.892234395517185","0.867767150318869","0.916701640715501"
"Nicht beeinträchtigt","1988","35-65","(Fach-)Abitur","170","0.864445847927848","0.816644484219369","0.912247211636327"
"Nicht beeinträchtigt","1988","35-65","AkademikerIn","410","0.922615921711345","0.897677723303027","0.947554120119663"
"Nicht beeinträchtigt","1988","66 +","(noch) kein Abschluss","18","","",""
"Nicht beeinträchtigt","1988","66 +","Hauptschule","558","0.755833829776477","0.725088909721367","0.786578749831588"
"Nicht beeinträchtigt","1988","66 +","Realschule","118","0.744207197774042","0.676175604761809","0.812238790786275"
"Nicht beeinträchtigt","1988","66 +","(Fach-)Abitur","23","","",""
"Nicht beeinträchtigt","1988","66 +","AkademikerIn","37","0.670390434850644","0.547273474324891","0.793507395376396"
"Beeinträchtigt","1988","17-34","(noch) kein Abschluss","18","","",""
"Beeinträchtigt","1988","17-34","Hauptschule","40","0.0254783201847271","0.0181041281239869","0.0328525122454672"
"Beeinträchtigt","1988","17-34","Realschule","10","","",""
"Beeinträchtigt","1988","17-34","(Fach-)Abitur","5","","",""
"Beeinträchtigt","1988","17-34","AkademikerIn","3","","",""
"Beeinträchtigt","1988","35-65","(noch) kein Abschluss","46","0.131798265942707","0.103161045093071","0.160435486792344"
"Beeinträchtigt","1988","35-65","Hauptschule","421","0.154408151752974","0.141915901926884","0.166900401579064"
"Beeinträchtigt","1988","35-65","Realschule","60","0.107765604482815","0.0832983592844988","0.132232849681131"
"Beeinträchtigt","1988","35-65","(Fach-)Abitur","27","","",""
"Beeinträchtigt","1988","35-65","AkademikerIn","31","0.0773840782886547","0.0524458798803369","0.102322276696973"
"Beeinträchtigt","1988","66 +","(noch) kein Abschluss","2","","",""
"Beeinträchtigt","1988","66 +","Hauptschule","192","0.244166170223523","0.213421250168412","0.274911090278633"
"Beeinträchtigt","1988","66 +","Realschule","40","0.255792802225958","0.187761209213725","0.32382439523819"
"Beeinträchtigt","1988","66 +","(Fach-)Abitur","21","","",""
"Beeinträchtigt","1988","66 +","AkademikerIn","19","","",""
"Nicht beeinträchtigt","1989","17-34","(noch) kein Abschluss","333","0.953894848301476","0.931829624693363","0.975960071909589"
"Nicht beeinträchtigt","1989","17-34","Hauptschule","1642","0.976350517415958","0.969079991700194","0.983621043131722"
"Nicht beeinträchtigt","1989","17-34","Realschule","885","0.99333095408267","0.98799267591955","0.998669232245791"
"Nicht beeinträchtigt","1989","17-34","(Fach-)Abitur","502","0.98491734840689","0.974329006832438","0.995505689981342"
"Nicht beeinträchtigt","1989","17-34","AkademikerIn","199","0.979991721928199","0.960681446550938","0.99930199730546"
"Nicht beeinträchtigt","1989","35-65","(noch) kein Abschluss","469","0.847168195584427","0.816330001424239","0.878006389744615"
"Nicht beeinträchtigt","1989","35-65","Hauptschule","2664","0.842446521245984","0.82954865049391","0.855344391998057"
"Nicht beeinträchtigt","1989","35-65","Realschule","538","0.896490018998501","0.871992691266791","0.920987346730212"
"Nicht beeinträchtigt","1989","35-65","(Fach-)Abitur","176","0.890016826949313","0.846327313389541","0.933706340509084"
"Nicht beeinträchtigt","1989","35-65","AkademikerIn","400","0.909408311008336","0.882435444666554","0.936381177350117"
"Nicht beeinträchtigt","1989","66 +","(noch) kein Abschluss","12","","",""
"Nicht beeinträchtigt","1989","66 +","Hauptschule","520","0.727774816578594","0.69539738144521","0.760152251711977"
"Nicht beeinträchtigt","1989","66 +","Realschule","114","0.721654696966082","0.651548737937338","0.791760655994826"
"Nicht beeinträchtigt","1989","66 +","(Fach-)Abitur","28","","",""
"Nicht beeinträchtigt","1989","66 +","AkademikerIn","39","0.721767465702453","0.604397579290906","0.839137352114001"
"Beeinträchtigt","1989","17-34","(noch) kein Abschluss","14","","",""
"Beeinträchtigt","1989","17-34","Hauptschule","36","0.023649482584042","0.0163789568682782","0.0309200082998058"
"Beeinträchtigt","1989","17-34","Realschule","8","","",""
"Beeinträchtigt","1989","17-34","(Fach-)Abitur","7","","",""
"Beeinträchtigt","1989","17-34","AkademikerIn","3","","",""
"Beeinträchtigt","1989","35-65","(noch) kein Abschluss","54","0.152831804415573","0.121993610255385","0.183669998575761"
"Beeinträchtigt","1989","35-65","Hauptschule","401","0.157553478754017","0.144655608001943","0.17045134950609"
"Beeinträchtigt","1989","35-65","Realschule","56","0.103509981001499","0.0790126532697883","0.128007308733209"
"Beeinträchtigt","1989","35-65","(Fach-)Abitur","21","","",""
"Beeinträchtigt","1989","35-65","AkademikerIn","35","0.0905916889916644","0.0636188226498833","0.117564555333446"
"Beeinträchtigt","1989","66 +","(noch) kein Abschluss","3","","",""
"Beeinträchtigt","1989","66 +","Hauptschule","206","0.272225183421406","0.239847748288023","0.30460261855479"
"Beeinträchtigt","1989","66 +","Realschule","43","0.278345303033918","0.208239344005174","0.348451262062662"
"Beeinträchtigt","1989","66 +","(Fach-)Abitur","19","","",""
"Beeinträchtigt","1989","66 +","AkademikerIn","17","","",""
"Nicht beeinträchtigt","1990","17-34","(noch) kein Abschluss","","","",""
"Nicht beeinträchtigt","1990","17-34","Hauptschule","","","",""
"Nicht beeinträchtigt","1990","17-34","Realschule","","","",""
"Nicht beeinträchtigt","1990","17-34","(Fach-)Abitur","","","",""
"Nicht beeinträchtigt","1990","17-34","AkademikerIn","","","",""
"Nicht beeinträchtigt","1990","35-65","(noch) kein Abschluss","","","",""
"Nicht beeinträchtigt","1990","35-65","Hauptschule","","","",""
"Nicht beeinträchtigt","1990","35-65","Realschule","","","",""
"Nicht beeinträchtigt","1990","35-65","(Fach-)Abitur","","","",""
"Nicht beeinträchtigt","1990","35-65","AkademikerIn","","","",""
"Nicht beeinträchtigt","1990","66 +","(noch) kein Abschluss","","","",""
"Nicht beeinträchtigt","1990","66 +","Hauptschule","","","",""
"Nicht beeinträchtigt","1990","66 +","Realschule","","","",""
"Nicht beeinträchtigt","1990","66 +","(Fach-)Abitur","","","",""
"Nicht beeinträchtigt","1990","66 +","AkademikerIn","","","",""
"Beeinträchtigt","1990","17-34","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1990","17-34","Hauptschule","","","",""
"Beeinträchtigt","1990","17-34","Realschule","","","",""
"Beeinträchtigt","1990","17-34","(Fach-)Abitur","","","",""
"Beeinträchtigt","1990","17-34","AkademikerIn","","","",""
"Beeinträchtigt","1990","35-65","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1990","35-65","Hauptschule","","","",""
"Beeinträchtigt","1990","35-65","Realschule","","","",""
"Beeinträchtigt","1990","35-65","(Fach-)Abitur","","","",""
"Beeinträchtigt","1990","35-65","AkademikerIn","","","",""
"Beeinträchtigt","1990","66 +","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1990","66 +","Hauptschule","","","",""
"Beeinträchtigt","1990","66 +","Realschule","","","",""
"Beeinträchtigt","1990","66 +","(Fach-)Abitur","","","",""
"Beeinträchtigt","1990","66 +","AkademikerIn","","","",""
"Nicht beeinträchtigt","1991","17-34","(noch) kein Abschluss","338","0.930099490992997","0.903649906407854","0.95654907557814"
"Nicht beeinträchtigt","1991","17-34","Hauptschule","1662","0.974753113159136","0.967293734842454","0.982212491475817"
"Nicht beeinträchtigt","1991","17-34","Realschule","1842","0.995982397387359","0.993099103204263","0.998865691570456"
"Nicht beeinträchtigt","1991","17-34","(Fach-)Abitur","596","0.983600592880293","0.973480281655273","0.993720904105313"
"Nicht beeinträchtigt","1991","17-34","AkademikerIn","469","0.986022188048384","0.975442314882976","0.996602061213793"
"Nicht beeinträchtigt","1991","35-65","(noch) kein Abschluss","436","0.847280137567033","0.81549480099476","0.879065474139306"
"Nicht beeinträchtigt","1991","35-65","Hauptschule","3578","0.864406429562414","0.853763576477444","0.875049282647383"
"Nicht beeinträchtigt","1991","35-65","Realschule","1053","0.933414925618368","0.918715757157805","0.948114094078931"
"Nicht beeinträchtigt","1991","35-65","(Fach-)Abitur","215","0.915250439480155","0.87971752832756","0.950783350632751"
"Nicht beeinträchtigt","1991","35-65","AkademikerIn","1064","0.95929806160417","0.947583599822746","0.971012523385594"
"Nicht beeinträchtigt","1991","66 +","(noch) kein Abschluss","22","","",""
"Nicht beeinträchtigt","1991","66 +","Hauptschule","848","0.775794186091318","0.750675506491043","0.800912865691593"
"Nicht beeinträchtigt","1991","66 +","Realschule","140","0.730414528407041","0.666814072168316","0.794014984645766"
"Nicht beeinträchtigt","1991","66 +","(Fach-)Abitur","21","","",""
"Nicht beeinträchtigt","1991","66 +","AkademikerIn","87","0.73959378119943","0.657952670830644","0.821234891568216"
"Beeinträchtigt","1991","17-34","(noch) kein Abschluss","19","","",""
"Beeinträchtigt","1991","17-34","Hauptschule","37","0.0252468868408643","0.0177875085241828","0.0327062651575459"
"Beeinträchtigt","1991","17-34","Realschule","7","","",""
"Beeinträchtigt","1991","17-34","(Fach-)Abitur","9","","",""
"Beeinträchtigt","1991","17-34","AkademikerIn","4","","",""
"Beeinträchtigt","1991","35-65","(noch) kein Abschluss","56","0.152719862432967","0.120934525860694","0.18450519900524"
"Beeinträchtigt","1991","35-65","Hauptschule","397","0.135593570437586","0.124950717352617","0.146236423522556"
"Beeinträchtigt","1991","35-65","Realschule","52","0.0665850743816321","0.0518859059210696","0.0812842428421947"
"Beeinträchtigt","1991","35-65","(Fach-)Abitur","21","","",""
"Beeinträchtigt","1991","35-65","AkademikerIn","29","","",""
"Beeinträchtigt","1991","66 +","(noch) kein Abschluss","2","","",""
"Beeinträchtigt","1991","66 +","Hauptschule","211","0.224205813908682","0.199087134308407","0.249324493508957"
"Beeinträchtigt","1991","66 +","Realschule","47","0.269585471592959","0.205985015354233","0.333185927831684"
"Beeinträchtigt","1991","66 +","(Fach-)Abitur","24","","",""
"Beeinträchtigt","1991","66 +","AkademikerIn","24","","",""
"Nicht beeinträchtigt","1992","17-34","(noch) kein Abschluss","340","0.941938588430643","0.917713706600159","0.966163470261126"
"Nicht beeinträchtigt","1992","17-34","Hauptschule","1594","0.974542557683334","0.966898412985671","0.982186702380997"
"Nicht beeinträchtigt","1992","17-34","Realschule","1744","0.992315374715491","0.988235677191195","0.996395072239788"
"Nicht beeinträchtigt","1992","17-34","(Fach-)Abitur","595","0.985609951006133","0.976096599985879","0.995123302026388"
"Nicht beeinträchtigt","1992","17-34","AkademikerIn","438","0.983617310467372","0.971796373269499","0.995438247665245"
"Nicht beeinträchtigt","1992","35-65","(noch) kein Abschluss","422","0.829143903838461","0.795402407510964","0.862885400165959"
"Nicht beeinträchtigt","1992","35-65","Hauptschule","3314","0.847266526211057","0.835827459748145","0.858705592673969"
"Nicht beeinträchtigt","1992","35-65","Realschule","1059","0.925014622414233","0.909692717931429","0.940336526897037"
"Nicht beeinträchtigt","1992","35-65","(Fach-)Abitur","225","0.897231643511767","0.859439263132154","0.935024023891381"
"Nicht beeinträchtigt","1992","35-65","AkademikerIn","1030","0.937116032560918","0.922731157933514","0.951500907188322"
"Nicht beeinträchtigt","1992","66 +","(noch) kein Abschluss","24","","",""
"Nicht beeinträchtigt","1992","66 +","Hauptschule","792","0.74338194086409","0.716976322376714","0.769787559351467"
"Nicht beeinträchtigt","1992","66 +","Realschule","125","0.649672485693189","0.582191434746913","0.717153536639466"
"Nicht beeinträchtigt","1992","66 +","(Fach-)Abitur","23","","",""
"Nicht beeinträchtigt","1992","66 +","AkademikerIn","70","0.643717201047401","0.552549680573146","0.734884721521656"
"Beeinträchtigt","1992","17-34","(noch) kein Abschluss","18","","",""
"Beeinträchtigt","1992","17-34","Hauptschule","37","0.0254574423166661","0.0178132976190031","0.0331015870143292"
"Beeinträchtigt","1992","17-34","Realschule","16","","",""
"Beeinträchtigt","1992","17-34","(Fach-)Abitur","7","","",""
"Beeinträchtigt","1992","17-34","AkademikerIn","5","","",""
"Beeinträchtigt","1992","35-65","(noch) kein Abschluss","56","0.170856096161539","0.137114599834041","0.204597592489036"
"Beeinträchtigt","1992","35-65","Hauptschule","485","0.152733473788943","0.141294407326031","0.164172540251855"
"Beeinträchtigt","1992","35-65","Realschule","76","0.0749853775857671","0.0596634731029635","0.0903072820685707"
"Beeinträchtigt","1992","35-65","(Fach-)Abitur","23","","",""
"Beeinträchtigt","1992","35-65","AkademikerIn","64","0.0628839674390821","0.0484990928116784","0.0772688420664858"
"Beeinträchtigt","1992","66 +","(noch) kein Abschluss","3","","",""
"Beeinträchtigt","1992","66 +","Hauptschule","259","0.256618059135909","0.230212440648533","0.283023677623286"
"Beeinträchtigt","1992","66 +","Realschule","67","0.350327514306811","0.282846463360534","0.417808565253087"
"Beeinträchtigt","1992","66 +","(Fach-)Abitur","22","","",""
"Beeinträchtigt","1992","66 +","AkademikerIn","36","0.356282798952599","0.265115278478344","0.447450319426854"
"Nicht beeinträchtigt","1993","17-34","(noch) kein Abschluss","","","",""
"Nicht beeinträchtigt","1993","17-34","Hauptschule","","","",""
"Nicht beeinträchtigt","1993","17-34","Realschule","","","",""
"Nicht beeinträchtigt","1993","17-34","(Fach-)Abitur","","","",""
"Nicht beeinträchtigt","1993","17-34","AkademikerIn","","","",""
"Nicht beeinträchtigt","1993","35-65","(noch) kein Abschluss","","","",""
"Nicht beeinträchtigt","1993","35-65","Hauptschule","","","",""
"Nicht beeinträchtigt","1993","35-65","Realschule","","","",""
"Nicht beeinträchtigt","1993","35-65","(Fach-)Abitur","","","",""
"Nicht beeinträchtigt","1993","35-65","AkademikerIn","","","",""
"Nicht beeinträchtigt","1993","66 +","(noch) kein Abschluss","","","",""
"Nicht beeinträchtigt","1993","66 +","Hauptschule","","","",""
"Nicht beeinträchtigt","1993","66 +","Realschule","","","",""
"Nicht beeinträchtigt","1993","66 +","(Fach-)Abitur","","","",""
"Nicht beeinträchtigt","1993","66 +","AkademikerIn","","","",""
"Beeinträchtigt","1993","17-34","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1993","17-34","Hauptschule","","","",""
"Beeinträchtigt","1993","17-34","Realschule","","","",""
"Beeinträchtigt","1993","17-34","(Fach-)Abitur","","","",""
"Beeinträchtigt","1993","17-34","AkademikerIn","","","",""
"Beeinträchtigt","1993","35-65","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1993","35-65","Hauptschule","","","",""
"Beeinträchtigt","1993","35-65","Realschule","","","",""
"Beeinträchtigt","1993","35-65","(Fach-)Abitur","","","",""
"Beeinträchtigt","1993","35-65","AkademikerIn","","","",""
"Beeinträchtigt","1993","66 +","(noch) kein Abschluss","","","",""
"Beeinträchtigt","1993","66 +","Hauptschule","","","",""
"Beeinträchtigt","1993","66 +","Realschule","","","",""
"Beeinträchtigt","1993","66 +","(Fach-)Abitur","","","",""
"Beeinträchtigt","1993","66 +","AkademikerIn","","","",""
"Nicht beeinträchtigt","1994","17-34","(noch) kein Abschluss","375","0.968382185508604","0.950948792218343","0.985815578798865"
"Nicht beeinträchtigt","1994","17-34","Hauptschule","1431","0.976715437535785","0.968990488561058","0.984440386510512"
"Nicht beeinträchtigt","1994","17-34","Realschule","1638","0.988524605044163","0.983396411594988","0.993652798493338"
"Nicht beeinträchtigt","1994","17-34","(Fach-)Abitur","636","0.988384981262409","0.98010335493932","0.996666607585498"
"Nicht beeinträchtigt","1994","17-34","AkademikerIn","416","0.991756857038097","0.983099404856678","1.00041430921952"
"Nicht beeinträchtigt","1994","35-65","(noch) kein Abschluss","379","0.840638072944355","0.805921969989681","0.875354175899029"
"Nicht beeinträchtigt","1994","35-65","Hauptschule","3062","0.85185352889748","0.840119606886654","0.863587450908306"
"Nicht beeinträchtigt","1994","35-65","Realschule","1117","0.924700478617384","0.909739472949642","0.939661484285126"
