year,quintil_oecd_hh,sampreg,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,4th Quintile,West,No,0.96432,2270,2270,0.95669,0.97195
2015,4th Quintile,East,No,0.93139,463,463,0.90834,0.95444
2015,5th Quintile,West,No,0.98317,2568,2568,0.97820,0.98815
2015,5th Quintile,East,No,0.96078,332,332,0.93987,0.98169
2016,1st Quintile,West,Yes,0.04062,75,2260,0.03248,0.04876
2016,1st Quintile,West,No,0.91882,2185,2260,0.90756,0.93008
2016,1st Quintile,East,No,0.91672,788,788,0.89742,0.93603
2016,2nd Quintile,West,Yes,0.02936,48,2214,0.02233,0.03640
2016,2nd Quintile,West,No,0.94922,2166,2214,0.94007,0.95836
2016,2nd Quintile,East,No,0.94958,770,770,0.93412,0.96505
2016,3rd Quintile,West,No,0.97238,2018,2018,0.96523,0.97953
2016,3rd Quintile,East,No,0.94566,645,645,0.92815,0.96317
2016,4th Quintile,West,No,0.98090,2163,2163,0.97513,0.98667
2016,4th Quintile,East,No,0.95105,437,437,0.93079,0.97130
2016,5th Quintile,West,No,0.98169,2382,2382,0.97630,0.98707
2016,5th Quintile,East,No,0.98200,321,321,0.96743,0.99656
2017,1st Quintile,West,Yes,0.05011,88,3679,0.04306,0.05716
2017,1st Quintile,West,No,0.91659,3591,3679,0.90766,0.92553
2017,1st Quintile,East,No,0.93806,1108,1108,0.92386,0.95226
2017,2nd Quintile,West,Yes,0.02996,58,2385,0.02311,0.03680
2017,2nd Quintile,West,No,0.95786,2327,2385,0.94979,0.96592
2017,2nd Quintile,East,No,0.95498,909,909,0.94150,0.96847
2017,3rd Quintile,West,No,0.98514,2342,2342,0.98024,0.99004
2017,3rd Quintile,East,No,0.96397,705,705,0.95020,0.97774
2017,4th Quintile,West,No,0.97286,2464,2464,0.96644,0.97928
2017,4th Quintile,East,No,0.95193,513,513,0.93341,0.97046
2017,5th Quintile,West,No,0.98472,2675,2675,0.98008,0.98937
2017,5th Quintile,East,No,0.98364,374,374,0.97077,0.99651
2018,1st Quintile,West,Yes,0.05944,120,4084,0.05218,0.06669
2018,1st Quintile,West,No,0.92407,3964,4084,0.91595,0.93220
2018,1st Quintile,East,No,0.94352,1214,1214,0.93053,0.95651
2018,2nd Quintile,West,Yes,0.02231,51,2468,0.01648,0.02814
2018,2nd Quintile,West,No,0.96918,2417,2468,0.96236,0.97600
2018,2nd Quintile,East,No,0.94469,936,936,0.93004,0.95934
2018,3rd Quintile,West,No,0.97450,2260,2260,0.96800,0.98100
2018,3rd Quintile,East,No,0.98247,673,673,0.97255,0.99239
2018,4th Quintile,West,No,0.98454,2369,2369,0.97957,0.98951
2018,4th Quintile,East,No,0.98083,489,489,0.96866,0.99300
2018,5th Quintile,West,No,0.98795,2622,2622,0.98377,0.99213
2018,5th Quintile,East,No,0.98719,358,358,0.97552,0.99885
2019,1st Quintile,West,Yes,0.06571,125,3900,0.05793,0.07349
2019,1st Quintile,West,No,0.92531,3775,3900,0.91706,0.93356
2019,1st Quintile,East,No,0.92279,1069,1069,0.90678,0.93880
2019,2nd Quintile,West,Yes,0.01896,38,2274,0.01335,0.02456
2019,2nd Quintile,West,No,0.96589,2236,2274,0.95843,0.97335
2019,2nd Quintile,East,No,0.96344,828,828,0.95065,0.97623
2019,3rd Quintile,West,No,0.97952,2152,2152,0.97353,0.98550
2019,3rd Quintile,East,No,0.95183,678,678,0.93570,0.96796
2019,4th Quintile,West,No,0.97912,2337,2337,0.97332,0.98492
2019,4th Quintile,East,No,0.96736,535,535,0.95229,0.98243
2019,5th Quintile,West,No,0.99226,3615,3615,0.98940,0.99512
2019,5th Quintile,East,No,0.98940,693,693,0.98177,0.99703
2020,1st Quintile,West,Yes,0.07191,121,4875,0.06466,0.07916
2020,1st Quintile,West,No,0.89806,4754,4875,0.88956,0.90655
2020,1st Quintile,East,No,0.92043,1125,1125,0.90461,0.93625
2020,2nd Quintile,West,Yes,0.01986,43,2581,0.01448,0.02525
2020,2nd Quintile,West,No,0.95225,2538,2581,0.94402,0.96048
2020,2nd Quintile,East,No,0.96106,858,858,0.94811,0.97401
2020,3rd Quintile,West,No,0.96305,2175,2175,0.95512,0.97098
2020,3rd Quintile,East,No,0.95842,648,648,0.94303,0.97380
2020,4th Quintile,West,No,0.98165,2304,2304,0.97616,0.98713
2020,4th Quintile,East,No,0.98088,506,506,0.96894,0.99283
2020,5th Quintile,West,No,0.98386,3112,3112,0.97943,0.98829
2020,5th Quintile,East,No,0.99839,581,581,0.99512,1.00165
2021,1st Quintile,West,Yes,0.04990,69,2521,0.04139,0.05840
2021,1st Quintile,West,No,0.94056,2452,2521,0.93133,0.94980
2021,1st Quintile,East,No,0.96877,669,669,0.95558,0.98196
2021,2nd Quintile,West,Yes,0.02264,34,1765,0.01570,0.02958
2021,2nd Quintile,West,No,0.96833,1731,1765,0.96016,0.97651
2021,2nd Quintile,East,No,0.97987,579,579,0.96842,0.99132
2021,3rd Quintile,West,No,0.97059,1556,1556,0.96220,0.97899
2021,3rd Quintile,East,No,0.98448,476,476,0.97336,0.99559
2021,4th Quintile,West,No,0.98012,1667,1667,0.97342,0.98683
2021,4th Quintile,East,No,0.97942,386,386,0.96524,0.99360
2021,5th Quintile,West,No,0.98790,2284,2284,0.98341,0.99238
2021,5th Quintile,East,No,0.96433,412,412,0.94640,0.98226
2022,1st Quintile,West,Yes,0.04262,81,3957,0.03632,0.04891
2022,1st Quintile,West,No,0.93521,3876,3957,0.92754,0.94288
2022,1st Quintile,East,No,0.94488,1200,1200,0.93197,0.95780
2022,2nd Quintile,West,Yes,0.02803,61,3112,0.02223,0.03383
2022,2nd Quintile,West,No,0.95957,3051,3112,0.95265,0.96649
2022,2nd Quintile,East,No,0.96242,1004,1004,0.95065,0.97419
2022,3rd Quintile,West,Yes,0.02086,43,2635,0.01540,0.02632
2022,3rd Quintile,West,No,0.96556,2592,2635,0.95860,0.97252
2022,3rd Quintile,East,No,0.97303,812,812,0.96188,0.98418
2022,4th Quintile,West,No,0.97426,2744,2744,0.96833,0.98019
2022,4th Quintile,East,No,0.97179,635,635,0.95890,0.98468
2022,5th Quintile,West,No,0.97995,3197,3197,0.97510,0.98481
2022,5th Quintile,East,No,0.95886,568,568,0.94251,0.97521
