year,bula_h,rentown,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,"Rhineland-Palatinate, Saarland",Owner,No,0.99520,336,336,0.98780,1.00260
2009,"Rhineland-Palatinate, Saarland",Tenant,No,0.99171,243,243,0.98029,1.00314
2009,Baden-Wuerttemberg,Owner,No,0.99461,644,644,0.98894,1.00027
2009,Baden-Wuerttemberg,Tenant,No,0.98283,500,500,0.97143,0.99423
2009,Bavaria,Owner,No,0.99754,814,814,0.99414,1.00095
2009,Bavaria,Tenant,No,0.98513,630,630,0.97568,0.99459
2009,Berlin,Tenant,No,0.97406,342,342,0.95719,0.99093
2009,Brandenburg,Tenant,No,0.98789,256,256,0.97447,1.00131
2009,Mecklenburg-Western Pomerania,Tenant,No,0.99842,141,141,0.99184,1.00500
2009,Saxony,Owner,No,0.97634,297,297,0.95903,0.99366
2009,Saxony,Tenant,No,0.99235,455,455,0.98434,1.00037
2009,Thuringa,Tenant,No,0.98028,218,218,0.96178,0.99878
2010,Schleswig-Holstein,Tenant,No,0.94783,228,228,0.91891,0.97676
2010,Hamburg,Tenant,No,0.99058,183,183,0.97655,1.00461
2010,Lower Saxony,Owner,No,0.99387,658,658,0.98789,0.99984
2010,Lower Saxony,Tenant,No,0.98296,591,591,0.97251,0.99340
2010,Bremen,Owner,No,0.95782,40,40,0.89473,1.02090
2010,Bremen,Tenant,No,0.99675,63,63,0.98257,1.01092
2010,North Rhine-Westphalia,Owner,No,0.98900,1227,1227,0.98316,0.99484
2010,North Rhine-Westphalia,Tenant,No,0.97089,1561,1561,0.96255,0.97923
2010,Hesse,Tenant,No,0.99862,533,533,0.99546,1.00178
2010,"Rhineland-Palatinate, Saarland",Owner,No,0.99691,439,439,0.99171,1.00211
2010,"Rhineland-Palatinate, Saarland",Tenant,No,0.98649,332,332,0.97406,0.99893
2010,Baden-Wuerttemberg,Owner,No,0.99818,848,848,0.99531,1.00105
2010,Baden-Wuerttemberg,Tenant,No,0.98032,767,767,0.97049,0.99016
2010,Bavaria,Owner,No,0.98920,1077,1077,0.98303,0.99538
2010,Bavaria,Tenant,No,0.96703,940,940,0.95561,0.97845
2010,Berlin,Tenant,No,0.97027,482,482,0.95509,0.98545
2010,Brandenburg,Tenant,No,0.97387,328,328,0.95658,0.99116
2010,Mecklenburg-Western Pomerania,Owner,No,0.97952,134,134,0.95544,1.00359
2010,Mecklenburg-Western Pomerania,Tenant,No,0.99283,214,214,0.98150,1.00416
2010,Saxony,Owner,No,0.99721,337,337,0.99158,1.00285
2010,Saxony,Tenant,No,0.98797,591,591,0.97918,0.99677
2010,Saxony-Anhalt,Owner,No,0.99351,241,241,0.98335,1.00367
2010,Saxony-Anhalt,Tenant,No,0.99568,289,289,0.98811,1.00325
2010,Thuringa,Tenant,No,0.98424,274,274,0.96946,0.99901
2011,Schleswig-Holstein,Owner,No,0.96325,272,272,0.94084,0.98565
2011,Schleswig-Holstein,Tenant,No,0.94492,313,313,0.91961,0.97024
2011,Hamburg,Tenant,No,0.93708,194,194,0.90282,0.97134
2011,Lower Saxony,Owner,No,0.98122,837,837,0.97202,0.99042
2011,Lower Saxony,Tenant,No,0.95034,644,644,0.93355,0.96713
2011,Bremen,Tenant,No,0.87529,77,77,0.80101,0.94957
2011,North Rhine-Westphalia,Owner,No,0.97004,1430,1430,0.96120,0.97888
2011,North Rhine-Westphalia,Tenant,No,0.95888,1787,1787,0.94967,0.96809
2011,Hesse,Owner,No,0.93818,535,535,0.91775,0.95860
2011,Hesse,Tenant,No,0.94093,582,582,0.92175,0.96010
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.95420,525,525,0.93630,0.97210
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.97092,398,398,0.95439,0.98745
2011,Baden-Wuerttemberg,Owner,No,0.96493,1061,1061,0.95385,0.97600
2011,Baden-Wuerttemberg,Tenant,No,0.96076,889,889,0.94799,0.97353
2011,Bavaria,Owner,No,0.95803,1316,1316,0.94720,0.96887
2011,Bavaria,Tenant,No,0.96103,1189,1189,0.95003,0.97204
2011,Berlin,Owner,No,0.98340,119,119,0.96035,1.00645
2011,Berlin,Tenant,No,0.94339,527,527,0.92364,0.96314
2011,Brandenburg,Owner,No,0.97350,279,279,0.95462,0.99238
2011,Brandenburg,Tenant,No,0.95431,376,376,0.93318,0.97545
2011,Mecklenburg-Western Pomerania,Owner,No,0.90599,136,136,0.85676,0.95522
2011,Mecklenburg-Western Pomerania,Tenant,No,0.89774,238,238,0.85917,0.93632
2011,Saxony,Owner,No,0.95868,357,357,0.93800,0.97935
2011,Saxony,Tenant,No,0.92483,652,652,0.90457,0.94508
2011,Saxony-Anhalt,Owner,No,0.97230,266,266,0.95254,0.99206
2011,Saxony-Anhalt,Tenant,No,0.95509,368,368,0.93390,0.97628
2011,Thuringa,Owner,No,0.98991,279,279,0.97816,1.00166
2011,Thuringa,Tenant,No,0.97830,352,352,0.96305,0.99354
2012,Schleswig-Holstein,Owner,No,0.97501,282,282,0.95676,0.99326
2012,Schleswig-Holstein,Tenant,No,0.93427,302,302,0.90627,0.96226
2012,Hamburg,Owner,No,0.98586,71,71,0.95819,1.01352
2012,Hamburg,Tenant,No,0.96715,191,191,0.94181,0.99250
2012,Lower Saxony,Owner,No,0.98687,808,808,0.97902,0.99472
2012,Lower Saxony,Tenant,No,0.94311,631,631,0.92502,0.96120
2012,Bremen,Owner,No,0.92812,43,43,0.85000,1.00623
2012,Bremen,Tenant,No,0.90594,77,77,0.84031,0.97157
2012,North Rhine-Westphalia,Owner,No,0.95146,1405,1405,0.94022,0.96270
2012,North Rhine-Westphalia,Tenant,Yes,0.02799,31,1738,0.02023,0.03575
2012,North Rhine-Westphalia,Tenant,No,0.95451,1707,1738,0.94471,0.96431
2012,Hesse,Owner,No,0.97589,555,555,0.96312,0.98866
2012,Hesse,Tenant,No,0.93023,544,544,0.90880,0.95166
2012,"Rhineland-Palatinate, Saarland",Owner,No,0.97625,495,495,0.96282,0.98968
2012,"Rhineland-Palatinate, Saarland",Tenant,No,0.97637,408,408,0.96161,0.99113
2012,Baden-Wuerttemberg,Owner,No,0.95598,1027,1027,0.94343,0.96853
2012,Baden-Wuerttemberg,Tenant,No,0.95114,817,817,0.93635,0.96593
2012,Bavaria,Owner,No,0.98057,1299,1299,0.97306,0.98808
2012,Bavaria,Tenant,No,0.95542,1167,1167,0.94358,0.96727
2012,Berlin,Owner,No,0.95767,129,129,0.92280,0.99255
2012,Berlin,Tenant,No,0.92253,537,537,0.89990,0.94516
2012,Brandenburg,Owner,No,0.97862,285,285,0.96179,0.99544
2012,Brandenburg,Tenant,No,0.93758,359,359,0.91251,0.96264
2012,Mecklenburg-Western Pomerania,Owner,No,0.97645,127,127,0.94997,1.00293
2012,Mecklenburg-Western Pomerania,Tenant,No,0.91197,248,248,0.87663,0.94731
2012,Saxony,Owner,No,0.94159,356,356,0.91720,0.96599
2012,Saxony,Tenant,No,0.89508,656,656,0.87161,0.91855
2012,Saxony-Anhalt,Owner,No,0.93623,246,246,0.90564,0.96683
2012,Saxony-Anhalt,Tenant,No,0.96498,352,352,0.94575,0.98421
2012,Thuringa,Owner,No,0.97736,270,270,0.95958,0.99514
2012,Thuringa,Tenant,No,0.97285,349,349,0.95577,0.98992
2013,Schleswig-Holstein,Owner,No,0.98514,275,275,0.97081,0.99947
2013,Schleswig-Holstein,Tenant,No,0.93143,356,356,0.90514,0.95772
2013,Hamburg,Owner,No,0.97741,74,74,0.94332,1.01150
2013,Hamburg,Tenant,No,0.95800,249,249,0.93304,0.98297
2013,Lower Saxony,Owner,No,0.97073,803,803,0.95907,0.98240
2013,Lower Saxony,Tenant,No,0.94169,771,771,0.92514,0.95824
2013,Bremen,Tenant,No,0.98259,98,98,0.95656,1.00862
2013,North Rhine-Westphalia,Owner,No,0.96774,1477,1477,0.95872,0.97675
2013,North Rhine-Westphalia,Tenant,No,0.95355,2098,2098,0.94455,0.96256
2013,Hesse,Owner,No,0.97573,559,559,0.96296,0.98850
2013,Hesse,Tenant,No,0.92509,703,703,0.90562,0.94457
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.97278,537,537,0.95901,0.98656
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.95810,474,474,0.94005,0.97616
2013,Baden-Wuerttemberg,Owner,No,0.96131,1063,1063,0.94971,0.97291
2013,Baden-Wuerttemberg,Tenant,No,0.96342,1014,1014,0.95186,0.97498
2013,Bavaria,Owner,No,0.97325,1310,1310,0.96451,0.98199
2013,Bavaria,Tenant,No,0.95248,1449,1449,0.94152,0.96344
2013,Berlin,Owner,No,0.96124,123,123,0.92700,0.99549
2013,Berlin,Tenant,No,0.91425,607,607,0.89196,0.93654
2013,Brandenburg,Owner,No,0.95591,264,264,0.93109,0.98072
2013,Brandenburg,Tenant,No,0.94827,379,379,0.92594,0.97060
2013,Mecklenburg-Western Pomerania,Owner,No,0.96935,118,118,0.93812,1.00058
2013,Mecklenburg-Western Pomerania,Tenant,No,0.91429,242,242,0.87894,0.94963
2013,Saxony,Owner,No,0.93397,342,342,0.90762,0.96033
2013,Saxony,Tenant,No,0.93959,653,653,0.92131,0.95788
2013,Saxony-Anhalt,Owner,No,0.95774,239,239,0.93218,0.98330
2013,Saxony-Anhalt,Tenant,No,0.94922,370,370,0.92681,0.97162
2013,Thuringa,Owner,No,0.97218,275,275,0.95271,0.99165
2013,Thuringa,Tenant,No,0.95505,312,312,0.93203,0.97808
2014,Schleswig-Holstein,Owner,No,0.98142,255,255,0.96481,0.99803
2014,Schleswig-Holstein,Tenant,No,0.91841,291,291,0.88690,0.94992
2014,Hamburg,Owner,No,0.98769,72,72,0.96204,1.01334
2014,Hamburg,Tenant,No,0.94620,189,189,0.91395,0.97845
2014,Lower Saxony,Owner,No,0.98102,755,755,0.97129,0.99076
2014,Lower Saxony,Tenant,No,0.95408,673,673,0.93825,0.96990
2014,Bremen,Owner,No,0.98883,42,42,0.95667,1.02100
2014,Bremen,Tenant,No,0.97269,79,79,0.93652,1.00886
2014,North Rhine-Westphalia,Owner,No,0.97799,1352,1352,0.97016,0.98581
2014,North Rhine-Westphalia,Tenant,No,0.96972,1815,1815,0.96184,0.97761
2014,Hesse,Owner,No,0.97803,512,512,0.96532,0.99074
2014,Hesse,Tenant,No,0.95579,573,573,0.93895,0.97264
2014,"Rhineland-Palatinate, Saarland",Owner,No,0.97545,480,480,0.96159,0.98931
2014,"Rhineland-Palatinate, Saarland",Tenant,No,0.95828,426,426,0.93927,0.97729
2014,Baden-Wuerttemberg,Owner,No,0.98519,958,958,0.97754,0.99284
2014,Baden-Wuerttemberg,Tenant,No,0.96490,826,826,0.95234,0.97745
2014,Bavaria,Owner,No,0.97484,1225,1225,0.96607,0.98361
2014,Bavaria,Tenant,No,0.94686,1259,1259,0.93447,0.95926
2014,Berlin,Tenant,No,0.95019,523,523,0.93153,0.96885
2014,Brandenburg,Owner,No,0.97978,252,252,0.96236,0.99719
2014,Brandenburg,Tenant,No,0.96042,356,356,0.94014,0.98071
2014,Mecklenburg-Western Pomerania,Owner,No,0.93561,101,101,0.88750,0.98372
2014,Mecklenburg-Western Pomerania,Tenant,No,0.94639,232,232,0.91734,0.97544
2014,Saxony,Owner,No,0.96954,318,318,0.95062,0.98846
2014,Saxony,Tenant,No,0.97495,613,613,0.96257,0.98733
2014,Saxony-Anhalt,Owner,No,0.97040,233,233,0.94860,0.99221
2014,Saxony-Anhalt,Tenant,No,0.96431,338,338,0.94450,0.98412
2014,Thuringa,Owner,No,0.99571,266,266,0.98784,1.00358
2014,Thuringa,Tenant,No,0.96796,314,314,0.94845,0.98747
2015,Schleswig-Holstein,Owner,No,0.97271,247,247,0.95235,0.99307
2015,Schleswig-Holstein,Tenant,No,0.89405,281,281,0.85800,0.93010
2015,Hamburg,Owner,No,0.98491,73,73,0.95675,1.01307
2015,Hamburg,Tenant,No,0.95382,198,198,0.92451,0.98313
2015,Lower Saxony,Owner,No,0.96093,726,726,0.94683,0.97503
2015,Lower Saxony,Tenant,No,0.92456,711,711,0.90514,0.94399
2015,Bremen,Owner,No,0.98252,37,37,0.93971,1.02533
2015,Bremen,Tenant,No,0.95247,74,74,0.90366,1.00128
2015,North Rhine-Westphalia,Owner,No,0.96030,1256,1256,0.94949,0.97110
2015,North Rhine-Westphalia,Tenant,Yes,0.02542,32,1874,0.01830,0.03255
2015,North Rhine-Westphalia,Tenant,No,0.94781,1842,1874,0.93774,0.95788
2015,Hesse,Owner,No,0.97772,465,465,0.96430,0.99115
2015,Hesse,Tenant,No,0.93391,625,625,0.91442,0.95340
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.98056,455,455,0.96786,0.99326
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.95518,435,435,0.93572,0.97465
2015,Baden-Wuerttemberg,Owner,No,0.97882,899,899,0.96940,0.98824
2015,Baden-Wuerttemberg,Tenant,No,0.96430,876,876,0.95200,0.97659
2015,Bavaria,Owner,No,0.95158,1147,1147,0.93915,0.96401
2015,Bavaria,Tenant,No,0.94226,1333,1333,0.92973,0.95478
2015,Berlin,Owner,No,0.99454,110,110,0.98071,1.00837
2015,Berlin,Tenant,No,0.89967,503,503,0.87338,0.92595
2015,Brandenburg,Owner,No,0.95737,255,255,0.93252,0.98221
2015,Brandenburg,Tenant,No,0.93058,331,331,0.90316,0.95800
2015,Mecklenburg-Western Pomerania,Owner,No,0.87773,104,104,0.81447,0.94100
2015,Mecklenburg-Western Pomerania,Tenant,No,0.90373,217,217,0.86440,0.94307
2015,Saxony,Owner,No,0.93816,307,307,0.91117,0.96515
2015,Saxony,Tenant,No,0.94748,573,573,0.92920,0.96576
2015,Saxony-Anhalt,Owner,No,0.94823,206,206,0.91790,0.97856
2015,Saxony-Anhalt,Tenant,No,0.89667,311,311,0.86278,0.93055
2015,Thuringa,Owner,No,0.98737,230,230,0.97290,1.00183
2015,Thuringa,Tenant,No,0.94659,322,322,0.92200,0.97119
2016,Schleswig-Holstein,Owner,No,0.96642,231,231,0.94313,0.98970
2016,Schleswig-Holstein,Tenant,No,0.93204,256,256,0.90115,0.96293
2016,Hamburg,Owner,No,0.97655,72,72,0.94136,1.01175
2016,Hamburg,Tenant,No,0.94616,181,181,0.91319,0.97913
2016,Lower Saxony,Owner,No,0.98813,686,686,0.98002,0.99624
2016,Lower Saxony,Tenant,No,0.95252,627,627,0.93586,0.96918
2016,Bremen,Tenant,No,0.95924,69,69,0.91224,1.00624
2016,North Rhine-Westphalia,Owner,No,0.98262,1193,1193,0.97520,0.99004
2016,North Rhine-Westphalia,Tenant,Yes,0.02622,35,1676,0.01857,0.03388
2016,North Rhine-Westphalia,Tenant,No,0.95660,1641,1676,0.94685,0.96636
2016,Hesse,Owner,No,0.97996,416,416,0.96648,0.99345
2016,Hesse,Tenant,No,0.93071,528,528,0.90903,0.95239
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.98401,433,433,0.97218,0.99584
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.96270,390,390,0.94387,0.98153
2016,Baden-Wuerttemberg,Owner,No,0.98732,847,847,0.97978,0.99486
2016,Baden-Wuerttemberg,Tenant,No,0.96321,754,754,0.94977,0.97666
2016,Bavaria,Owner,No,0.97249,1062,1062,0.96265,0.98233
2016,Bavaria,Tenant,No,0.95558,1161,1161,0.94373,0.96744
2016,Berlin,Tenant,No,0.93893,482,482,0.91753,0.96033
2016,Brandenburg,Owner,No,0.97921,248,248,0.96141,0.99700
2016,Brandenburg,Tenant,No,0.93438,293,293,0.90598,0.96278
2016,Mecklenburg-Western Pomerania,Owner,No,0.93930,102,102,0.89273,0.98587
2016,Mecklenburg-Western Pomerania,Tenant,No,0.91791,205,205,0.88024,0.95558
2016,Saxony,Owner,No,0.93852,291,291,0.91087,0.96616
2016,Saxony,Tenant,No,0.95106,540,540,0.93285,0.96927
2016,Saxony-Anhalt,Owner,No,0.94947,207,207,0.91955,0.97938
2016,Saxony-Anhalt,Tenant,No,0.94247,293,293,0.91577,0.96918
2016,Thuringa,Owner,No,0.97165,233,233,0.95029,0.99301
2016,Thuringa,Tenant,No,0.97978,294,294,0.96366,0.99590
2017,Schleswig-Holstein,Tenant,No,0.96870,393,393,0.95146,0.98594
2017,Hamburg,Owner,No,0.93086,80,80,0.87492,0.98680
2017,Hamburg,Tenant,No,0.95778,234,234,0.93196,0.98360
2017,Lower Saxony,Owner,No,0.98690,803,803,0.97903,0.99477
2017,Lower Saxony,Tenant,No,0.93910,904,904,0.92350,0.95470
2017,Bremen,Tenant,No,0.91521,131,131,0.86732,0.96309
2017,North Rhine-Westphalia,Owner,No,0.99151,1388,1388,0.98669,0.99634
2017,North Rhine-Westphalia,Tenant,Yes,0.02623,32,2135,0.01945,0.03301
2017,North Rhine-Westphalia,Tenant,No,0.95774,2103,2135,0.94921,0.96628
2017,Hesse,Owner,No,0.96824,460,460,0.95219,0.98428
2017,Hesse,Tenant,No,0.93923,716,716,0.92171,0.95674
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.98440,456,456,0.97301,0.99579
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.95858,534,534,0.94166,0.97549
2017,Baden-Wuerttemberg,Owner,No,0.98212,912,912,0.97352,0.99073
2017,Baden-Wuerttemberg,Tenant,No,0.94897,1000,1000,0.93532,0.96262
2017,Bavaria,Owner,No,0.97674,1164,1164,0.96808,0.98540
2017,Bavaria,Tenant,No,0.95721,1456,1456,0.94681,0.96761
2017,Berlin,Owner,No,0.98292,112,112,0.95882,1.00703
2017,Berlin,Tenant,No,0.92608,573,573,0.90464,0.94752
2017,Brandenburg,Owner,No,0.95416,274,274,0.92935,0.97897
2017,Brandenburg,Tenant,No,0.95597,412,412,0.93614,0.97581
2017,Mecklenburg-Western Pomerania,Owner,No,0.99119,123,123,0.97460,1.00777
2017,Mecklenburg-Western Pomerania,Tenant,No,0.94441,256,256,0.91629,0.97253
2017,Saxony,Owner,No,0.97258,353,353,0.95552,0.98964
2017,Saxony,Tenant,No,0.96465,684,684,0.95080,0.97850
2017,Saxony-Anhalt,Owner,No,0.96139,228,228,0.93632,0.98645
2017,Saxony-Anhalt,Tenant,No,0.91800,367,367,0.88989,0.94611
2017,Thuringa,Owner,No,0.99150,263,263,0.98038,1.00261
2017,Thuringa,Tenant,No,0.94523,351,351,0.92139,0.96906
2018,Schleswig-Holstein,Owner,No,0.98520,267,267,0.97068,0.99971
2018,Schleswig-Holstein,Tenant,No,0.94817,393,393,0.92623,0.97012
2018,Hamburg,Owner,No,0.96733,75,75,0.92682,1.00783
2018,Hamburg,Tenant,No,0.94220,273,273,0.91446,0.96993
2018,Lower Saxony,Owner,No,0.96525,750,750,0.95213,0.97836
2018,Lower Saxony,Tenant,Yes,0.05361,36,1030,0.03985,0.06737
2018,Lower Saxony,Tenant,No,0.93744,994,1030,0.92265,0.95224
2018,Bremen,Tenant,No,0.95743,126,126,0.92203,0.99282
2018,North Rhine-Westphalia,Owner,No,0.99287,1329,1329,0.98835,0.99740
2018,North Rhine-Westphalia,Tenant,Yes,0.03209,49,2412,0.02505,0.03912
2018,North Rhine-Westphalia,Tenant,No,0.96079,2363,2412,0.95304,0.96854
2018,Hesse,Owner,No,0.98968,441,441,0.98023,0.99912
2018,Hesse,Tenant,No,0.93605,761,761,0.91865,0.95344
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.99416,441,441,0.98705,1.00128
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.97542,598,598,0.96299,0.98784
2018,Baden-Wuerttemberg,Owner,No,0.99337,868,868,0.98797,0.99877
2018,Baden-Wuerttemberg,Tenant,No,0.94400,978,978,0.92958,0.95842
2018,Bavaria,Owner,No,0.98906,1139,1139,0.98301,0.99510
2018,Bavaria,Tenant,Yes,0.03297,32,1481,0.02387,0.04207
2018,Bavaria,Tenant,No,0.95513,1449,1481,0.94458,0.96568
2018,Berlin,Owner,No,0.99884,112,112,0.99250,1.00518
2018,Berlin,Tenant,No,0.94916,649,649,0.93224,0.96607
2018,Brandenburg,Owner,No,0.97545,263,263,0.95672,0.99419
2018,Brandenburg,Tenant,No,0.97268,445,445,0.95752,0.98784
2018,Mecklenburg-Western Pomerania,Owner,No,0.97469,120,120,0.94647,1.00291
2018,Mecklenburg-Western Pomerania,Tenant,No,0.91848,280,280,0.88637,0.95059
2018,Saxony,Owner,No,0.95513,343,343,0.93319,0.97707
2018,Saxony,Tenant,No,0.96973,695,695,0.95698,0.98248
2018,Saxony-Anhalt,Owner,No,0.95150,222,222,0.92317,0.97982
2018,Saxony-Anhalt,Tenant,No,0.97069,388,388,0.95389,0.98750
2018,Thuringa,Owner,No,0.99089,244,244,0.97894,1.00284
2018,Thuringa,Tenant,No,0.95119,384,384,0.92961,0.97277
2019,Schleswig-Holstein,Owner,No,0.99437,336,336,0.98635,1.00238
2019,Schleswig-Holstein,Tenant,No,0.97981,369,369,0.96544,0.99418
2019,Hamburg,Owner,No,0.98421,110,110,0.96081,1.00761
2019,Hamburg,Tenant,No,0.92596,269,269,0.89462,0.95731
2019,Lower Saxony,Owner,No,0.96920,809,809,0.95728,0.98111
2019,Lower Saxony,Tenant,Yes,0.05128,32,943,0.03719,0.06536
2019,Lower Saxony,Tenant,No,0.94017,911,943,0.92503,0.95532
2019,Bremen,Tenant,No,0.99820,122,122,0.99066,1.00575
2019,North Rhine-Westphalia,Owner,No,0.99620,1560,1560,0.99315,0.99926
2019,North Rhine-Westphalia,Tenant,Yes,0.04058,53,2294,0.03251,0.04866
2019,North Rhine-Westphalia,Tenant,No,0.94948,2241,2294,0.94051,0.95844
2019,Hesse,Owner,No,0.99234,537,537,0.98495,0.99972
2019,Hesse,Tenant,No,0.93803,732,732,0.92055,0.95551
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.99259,489,489,0.98498,1.00020
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.97496,545,545,0.96183,0.98809
2019,Baden-Wuerttemberg,Owner,No,0.99041,960,960,0.98424,0.99658
2019,Baden-Wuerttemberg,Tenant,No,0.96388,955,955,0.95204,0.97572
2019,Bavaria,Owner,No,0.98109,1306,1306,0.97370,0.98848
2019,Bavaria,Tenant,Yes,0.02822,32,1447,0.01968,0.03676
2019,Bavaria,Tenant,No,0.95949,1415,1447,0.94933,0.96965
2019,Berlin,Owner,No,0.93514,154,154,0.89611,0.97416
